Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 8, 1, 0, 8, 1, 0, 40, 14, 43, 15, 1, 1, 16, 1, 1, 9, 0, 12, 2, 1, 1, 0, 9, 0, 0, 4, 0, 5, 1, 1, 0, 0, 19, 0, 8, 2, 9, 3, 1, 18, 0, 0, 7, 6, 0, 8, 1, 1, 1, 1, 1, 1, 4, 1, 21, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 7, 1, 1, 4, 2, 1, 4, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 15, 9, 0, 0, 8, 1, 0, 3, 1, 5, 2, 3, 1, 17, 1, 0, 27, 2, 29, 3, 1, 1, 0, 8, 1, 0, 2, 0, 4, 1, 1, 0, 0, 25, 0, 14, 1, 15, 2, 1, 17, 0, 1, 12, 5, 1, 14, 3, 1, 1, 1, 1, 1, 4, 0, 29, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 2, 3, 1, 5, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 0, 0, 1, 0, 0, 0, 54, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 0, 1, 8, 1, 0, 1, 2, 4, 4, 1, 1, 17, 1, 0, 52, 11, 54, 12, 1, 1, 0, 9, 0, 0, 3, 0, 4, 1, 1, 0, 0, 10, 0, 4, 1, 4, 1, 0, 18, 0, 0, 9, 3, 5, 10, 5, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 9, 0, 0, 55, 19, 56, 20, 2, 1, 15, 3, 0, 12, 5, 16, 6, 1, 1, 0, 9, 0, 0, 12, 5, 13, 6, 1, 0, 0, 1, 0, 7, 1, 8, 2, 1, 14, 4, 0, 11, 1, 2, 16, 3, 1, 1, 1, 1, 1, 2, 3, 4, 0, 32, 1, 0, 0, 0, 0, 0, 0, 0, 2, 13, 3, 17, 3, 0, 4, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 18, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 0, 1, 9, 0, 0, 47, 18, 49, 20, 2, 1, 16, 2, 0, 50, 15, 52, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 18, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 7, 2, 0, 16, 5, 19, 6, 1, 1, 15, 2, 1, 37, 14, 40, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 007, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 14, 8, 1, 0, 6, 2, 0, 18, 1, 22, 2, 3, 1, 16, 1, 0, 2, 0, 4, 1, 1, 1, 0, 7, 1, 0, 3, 0, 5, 1, 1, 1, 0, 1, 0, 22, 2, 23, 3, 1, 15, 2, 0, 7, 0, 2, 10, 3, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 26, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 4, 1, 0, 2, 0, 4, 1, 1, 1
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 18, 9, 0, 0, 8, 1, 0, 19, 2, 21, 3, 0, 1, 17, 1, 0, 4, 1, 6, 2, 1, 1, 0, 9, 0, 0, 3, 2, 4, 3, 1, 0, 0, 8, 0, 4, 1, 5, 2, 1, 17, 1, 0, 4, 1, 0, 6, 1, 1, 1, 1, 1, 1, 8, 0, 9, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 4, 21, 5, 1, 1, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 10, 1, 12, 2, 2, 1, 14, 3, 1, 15, 1, 20, 3, 1, 1, 0, 9, 0, 0, 2, 1, 3, 2, 1, 0, 0, 5, 0, 1, 0, 2, 1, 1, 11, 6, 0, 2, 0, 0, 9, 1, 1, 1, 1, 1, 1, 2, 0, 8, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 5, 1, 1, 7, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 17, 7, 2, 0, 8, 1, 0, 2, 1, 6, 2, 1, 1, 16, 2, 0, 19, 3, 22, 4, 1, 1, 0, 9, 0, 0, 2, 0, 3, 1, 1, 0, 0, 6, 0, 33, 7, 34, 8, 1, 15, 2, 1, 2, 1, 1, 6, 3, 1, 1, 1, 1, 1, 3, 0, 8, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 6, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
