Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9, NEW_REACTION
INVAR-1, Run: 034, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 5, 69, 6, 4, 1, 9, 18, 27, 14, 69, 6
INVAR-1, Run: 035, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 1, 69, 7, 4, 2, 9, 18, 27, 10, 69, 4
INVAR-1, Run: 036, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 2, 46, 8, 4, 3, 9, 18, 27, 11, 46, 2
INVAR-1, Run: 037, F, 0, 0, 0, 1, 0, 54, 6, 54, 0, 0, 0, 18, 12, 56, 7, 3, 4, 9, 18, 27, 15, 110, 3
INVAR-1, Run: 038, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 6, 84, 6, 1, 4, 9, 18, 27, 15, 84, 6
INVAR-1, Run: 039, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 29, 6, 3, 2, 9, 18, 27, 12, 29, 6
INVAR-1, Run: 040, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 3, 82, 6, 4, 2, 9, 18, 27, 8, 136, 5
INVAR-1, Run: 041, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 1, 113, 6, 6, 0, 9, 18, 27, 6, 167, 5
INVAR-1, Run: 042, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 2, 60, 6, 6, 0, 9, 18, 27, 7, 114, 5
INVAR-1, Run: 043, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 4, 25, 6, 4, 1, 9, 18, 27, 13, 25, 6
INVAR-1, Run: 044, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 42, 7, 5, 1, 9, 18, 27, 15, 42, 4
INVAR-1, Run: 045, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 6, 21, 6, 2, 3, 9, 18, 27, 15, 21, 6
INVAR-1, Run: 046, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 109, 6, 4, 1, 9, 18, 27, 12, 109, 6
INVAR-1, Run: 047, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 7, 73, 7, 4, 2, 9, 18, 27, 16, 73, 4
INVAR-1, Run: 048, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 5, 70, 6, 2, 3, 9, 18, 27, 14, 70, 6
INVAR-1, Run: 049, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 1, 80, 7, 4, 2, 9, 18, 27, 10, 80, 4
INVAR-1, Run: 050, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 6, 74, 6, 1, 4, 9, 18, 27, 15, 74, 6
INVAR-1, Run: 051, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 5, 107, 8, 6, 1, 9, 18, 27, 14, 107, 2
INVAR-1, Run: 052, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 0, 59, 7, 4, 2, 9, 18, 27, 9, 59, 4
INVAR-1, Run: 053, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 5, 83, 6, 5, 0, 9, 18, 27, 14, 83, 6
INVAR-1, Run: 054, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 103, 7, 3, 3, 9, 18, 27, 15, 103, 4
INVAR-1, Run: 055, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 91, 7, 3, 3, 9, 18, 27, 14, 91, 4
INVAR-1, Run: 056, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 16, 7, 2, 4, 9, 18, 27, 14, 16, 4
INVAR-1, Run: 057, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 0, 75, 6, 4, 1, 9, 18, 27, 9, 75, 6
INVAR-1, Run: 058, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 55, 6, 1, 4, 9, 18, 27, 12, 55, 6
INVAR-1, Run: 059, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 1, 84, 6, 2, 3, 9, 18, 27, 10, 84, 6
INVAR-1, Run: 060, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 9, 93, 7, 4, 2, 9, 18, 27, 18, 93, 4
INVAR-1, Run: 061, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 32, 7, 2, 4, 9, 18, 27, 13, 32, 4
INVAR-1, Run: 062, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 7, 82, 8, 6, 1, 9, 18, 27, 16, 82, 2
INVAR-1, Run: 063, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 3, 71, 7, 5, 1, 9, 18, 27, 12, 71, 4
INVAR-1, Run: 064, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 12, 76, 7, 4, 2, 9, 18, 27, 21, 76, 4
INVAR-1, Run: 065, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 4, 90, 6, 4, 1, 9, 18, 27, 13, 90, 6
INVAR-1, Run: 066, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 37, 6, 2, 3, 9, 18, 27, 12, 37, 6
INVAR-1, Run: 067, F, 0, 0, 0, 0, 0, 11, 5, 11, 0, 43, 0, 18, 6, 54, 7, 6, 1, 9, 18, 27, 10, 65, 4
INVAR-1, Run: 068, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 31, 7, 2, 4, 9, 18, 27, 14, 31, 4
INVAR-1, Run: 069, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 64, 7, 3, 3, 9, 18, 27, 15, 64, 4
INVAR-1, Run: 070, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 115, 7, 5, 1, 9, 18, 27, 14, 115, 4
INVAR-1, Run: 071, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 4, 45, 8, 6, 1, 9, 18, 27, 13, 45, 2
INVAR-1, Run: 072, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 48, 7, 4, 2, 9, 18, 27, 13, 48, 4
INVAR-1, Run: 073, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 52, 7, 3, 3, 9, 18, 27, 15, 52, 4
INVAR-1, Run: 074, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 11, 73, 6, 4, 1, 9, 18, 27, 20, 73, 6
INVAR-1, Run: 075, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 3, 70, 8, 7, 0, 9, 18, 27, 12, 70, 2
INVAR-1, Run: 076, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 7, 97, 7, 3, 3, 9, 18, 27, 16, 97, 4
INVAR-1, Run: 077, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 3, 14, 6, 5, 1, 9, 18, 27, 8, 68, 5
INVAR-1, Run: 078, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 9, 88, 7, 5, 1, 9, 18, 27, 18, 88, 4
INVAR-1, Run: 079, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 68, 6, 1, 4, 9, 18, 27, 12, 68, 6
INVAR-1, Run: 080, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 36, 7, 3, 3, 9, 18, 27, 15, 36, 4
INVAR-1, Run: 081, F, 0, 0, 0, 1, 0, 54, 2, 54, 0, 0, 0, 18, 1, 16, 5, 4, 1, 9, 18, 27, 8, 70, 7
INVAR-1, Run: 082, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 7, 28, 7, 3, 3, 9, 18, 27, 16, 28, 4
INVAR-1, Run: 083, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 2, 63, 6, 4, 2, 9, 18, 27, 7, 117, 5
INVAR-1, Run: 084, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 44, 6, 2, 3, 9, 18, 27, 12, 44, 6
INVAR-1, Run: 085, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 4, 23, 6, 4, 2, 9, 18, 27, 9, 77, 5
INVAR-1, Run: 086, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 47, 7, 3, 3, 9, 18, 27, 15, 47, 4
INVAR-1, Run: 087, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 9, 92, 7, 4, 2, 9, 18, 27, 18, 92, 4
INVAR-1, Run: 088, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 29, 6, 1, 4, 9, 18, 27, 12, 29, 6
INVAR-1, Run: 089, F, 0, 0, 0, 1, 0, 54, 6, 54, 0, 0, 0, 18, 8, 36, 7, 4, 3, 9, 18, 27, 11, 90, 3
INVAR-1, Run: 090, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 2, 49, 6, 3, 2, 9, 18, 27, 11, 49, 6
INVAR-1, Run: 091, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 2, 50, 6, 4, 1, 9, 18, 27, 11, 50, 6
INVAR-1, Run: 092, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 8, 75, 7, 5, 1, 9, 18, 27, 17, 75, 4
INVAR-1, Run: 093, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 2, 29, 6, 4, 2, 9, 18, 27, 7, 83, 5
INVAR-1, Run: 094, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 29, 7, 3, 3, 9, 18, 27, 15, 29, 4
INVAR-1, Run: 095, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 8, 105, 6, 3, 3, 9, 18, 27, 13, 159, 5
INVAR-1, Run: 096, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 102, 7, 5, 1, 9, 18, 27, 13, 102, 4
INVAR-1, Run: 097, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 1, 66, 7, 6, 0, 9, 18, 27, 10, 66, 4
INVAR-1, Run: 098, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 6, 57, 6, 2, 3, 9, 18, 27, 15, 57, 6
INVAR-1, Run: 099, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 112, 7, 6, 0, 9, 18, 27, 15, 112, 4
INVAR-1, Run: 100, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 50, 7, 3, 3, 9, 18, 27, 15, 50, 4
INVAR-10, Run: 001, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 73, 1377, 57, 25, 31, 100, 200, 300, 173, 1377, 86
INVAR-10, Run: 002, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 75, 1724, 58, 31, 26, 100, 200, 300, 175, 1724, 84
INVAR-10, Run: 003, F, 0, 0, 0, 1, 0, 600, 17, 600, 0, 0, 0, 200, 88, 1188, 58, 33, 25, 100, 200, 300, 171, 1788, 83
INVAR-10, Run: 004, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 77, 1821, 56, 31, 24, 100, 200, 300, 177, 1821, 88
INVAR-10, Run: 005, F, 0, 0, 0, 0, 24, 24, 0, 0, 1, 600, 0, 200, 94, 2142, 62, 35, 26, 100, 200, 300, 194, 2142, 76
INVAR-10, Run: 006, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 63, 1759, 58, 39, 18, 100, 200, 300, 163, 1759, 84
INVAR-10, Run: 007, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 77, 1574, 58, 33, 24, 100, 200, 300, 177, 1574, 84
INVAR-10, Run: 008, F, 0, 0, 0, 0, 10, 10, 0, 0, 1, 600, 0, 200, 97, 1864, 55, 33, 21, 100, 200, 300, 197, 1864, 90
INVAR-10, Run: 009, F, 0, 0, 0, 0, 22, 22, 0, 0, 1, 600, 0, 200, 83, 1329, 61, 39, 21, 100, 200, 300, 183, 1329, 78
INVAR-10, Run: 010, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 83, 813, 57, 35, 21, 100, 200, 300, 183, 813, 86
INVAR-10, Run: 011, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 88, 1931, 57, 25, 31, 100, 200, 300, 188, 1931, 86
INVAR-10, Run: 012, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 76, 1864, 58, 38, 19, 100, 200, 300, 176, 1864, 84
INVAR-10, Run: 013, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 65, 1914, 56, 34, 21, 100, 200, 300, 165, 1914, 88
INVAR-10, Run: 014, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 79, 3058, 57, 29, 27, 100, 200, 300, 179, 3058, 86
INVAR-10, Run: 015, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 85, 1595, 60, 34, 25, 100, 200, 300, 185, 1595, 80
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 26, 8, 26, 0, 574, 0, 200, 71, 2181, 54, 31, 23, 100, 200, 300, 163, 2207, 92
INVAR-10, Run: 017, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 59, 1427, 57, 39, 17, 100, 200, 300, 159, 1427, 86
INVAR-10, Run: 018, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 94, 2706, 56, 39, 16, 100, 200, 300, 194, 2706, 88
INVAR-10, Run: 019, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 82, 2200, 59, 38, 20, 100, 200, 300, 182, 2200, 82
INVAR-10, Run: 020, F, 0, 0, 0, 0, 15, 15, 1, 0, 0, 600, 0, 200, 84, 1665, 58, 29, 29, 100, 200, 300, 183, 1665, 84
INVAR-10, Run: 021, F, 0, 0, 0, 0, 26, 26, 0, 0, 1, 600, 0, 200, 83, 3242, 63, 45, 17, 100, 200, 300, 183, 3242, 74
INVAR-10, Run: 022, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 69, 1613, 58, 36, 21, 100, 200, 300, 169, 1613, 84
INVAR-10, Run: 023, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 81, 2055, 57, 40, 16, 100, 200, 300, 181, 2055, 86
INVAR-10, Run: 024, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 92, 1682, 56, 28, 27, 100, 200, 300, 192, 1682, 88
INVAR-10, Run: 025, F, 0, 0, 0, 0, 10, 10, 0, 0, 1, 600, 0, 200, 82, 2053, 55, 29, 25, 100, 200, 300, 182, 2053, 90
INVAR-10, Run: 026, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 91, 1412, 58, 37, 20, 100, 200, 300, 191, 1412, 84
INVAR-10, Run: 027, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 87, 1838, 60, 36, 23, 100, 200, 300, 187, 1838, 80
INVAR-10, Run: 028, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 94, 2272, 58, 36, 21, 100, 200, 300, 194, 2272, 84
INVAR-10, Run: 029, F, 0, 0, 0, 0, 8, 8, 0, 0, 1, 600, 0, 200, 102, 1205, 54, 24, 29, 100, 200, 300, 202, 1205, 92
INVAR-10, Run: 030, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 75, 2171, 58, 36, 21, 100, 200, 300, 175, 2171, 84
INVAR-10, Run: 031, F, 0, 0, 0, 0, 10, 10, 0, 0, 1, 600, 0, 200, 69, 1986, 55, 34, 20, 100, 200, 300, 169, 1986, 90
INVAR-10, Run: 032, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 72, 1783, 57, 31, 25, 100, 200, 300, 172, 1783, 86
INVAR-10, Run: 033, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 78, 2362, 60, 30, 29, 100, 200, 300, 178, 2362, 80
INVAR-10, Run: 034, F, 0, 0, 0, 0, 22, 22, 0, 0, 1, 600, 0, 200, 88, 1880, 61, 38, 22, 100, 200, 300, 188, 1880, 78
INVAR-10, Run: 035, F, 0, 0, 0, 0, 10, 10, 0, 0, 1, 600, 0, 200, 83, 1449, 55, 36, 18, 100, 200, 300, 183, 1449, 90
INVAR-10, Run: 036, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 61, 2532, 60, 43, 16, 100, 200, 300, 161, 2532, 80
INVAR-10, Run: 037, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 70, 1941, 59, 32, 26, 100, 200, 300, 170, 1941, 82
INVAR-10, Run: 038, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 70, 1440, 58, 33, 24, 100, 200, 300, 170, 1440, 84
INVAR-10, Run: 039, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 82, 1794, 60, 42, 17, 100, 200, 300, 182, 1794, 80
INVAR-10, Run: 040, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 91, 1796, 58, 39, 18, 100, 200, 300, 191, 1796, 84
INVAR-10, Run: 041, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 97, 1620, 56, 29, 26, 100, 200, 300, 197, 1620, 88
INVAR-10, Run: 042, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 74, 1344, 57, 36, 20, 100, 200, 300, 174, 1344, 86
INVAR-10, Run: 043, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 90, 1778, 59, 32, 26, 100, 200, 300, 190, 1778, 82
INVAR-10, Run: 044, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 93, 1233, 56, 35, 20, 100, 200, 300, 193, 1233, 88
INVAR-10, Run: 045, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 72, 2404, 56, 30, 25, 100, 200, 300, 172, 2404, 88
INVAR-10, Run: 046, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 77, 1759, 57, 30, 26, 100, 200, 300, 177, 1759, 86
INVAR-10, Run: 047, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 95, 2036, 60, 40, 19, 100, 200, 300, 195, 2036, 80
INVAR-10, Run: 048, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 84, 1558, 58, 33, 24, 100, 200, 300, 184, 1558, 84
INVAR-10, Run: 049, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 67, 997, 60, 39, 20, 100, 200, 300, 167, 997, 80
INVAR-10, Run: 050, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 65, 1455, 56, 35, 20, 100, 200, 300, 165, 1455, 88
INVAR-10, Run: 051, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 94, 1970, 58, 34, 23, 100, 200, 300, 194, 1970, 84
INVAR-10, Run: 052, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 83, 1599, 57, 34, 22, 100, 200, 300, 183, 1599, 86
INVAR-10, Run: 053, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 83, 2005, 59, 45, 13, 100, 200, 300, 183, 2005, 82
INVAR-10, Run: 054, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 78, 1925, 58, 33, 24, 100, 200, 300, 178, 1925, 84
INVAR-10, Run: 055, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 91, 1435, 60, 38, 21, 100, 200, 300, 191, 1435, 80
INVAR-10, Run: 056, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 80, 1530, 56, 37, 18, 100, 200, 300, 180, 1530, 88
INVAR-10, Run: 057, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 121, 2517, 59, 37, 21, 100, 200, 300, 221, 2517, 82
INVAR-10, Run: 058, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 77, 1449, 57, 36, 20, 100, 200, 300, 177, 1449, 86
INVAR-10, Run: 059, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 72, 2049, 57, 31, 25, 100, 200, 300, 172, 2049, 86
INVAR-10, Run: 060, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 76, 2241, 57, 27, 29, 100, 200, 300, 176, 2241, 86
