Input Number, Run_Number, Result@ 100, cpd00089_c0_, cpd00290_c0_, cpd00079_c0_, cpd00008_c0_, cpd00061_c0_, cpd00067_c0_, cpd00002_c0_, cpd00020_c0_, cpd00009_c0_, cpd00022_c0_, cpd00010_c0_, cpd00029_c0_, cpd00169_c0_, cpd11620_c0_, cpd00001_c0_, cpd00102_c0_, cpd11621_c0_, cpd00072_c0_, cpd00095_c0_, cpd00003_c0_, cpd00004_c0_, cpd00203_c0_, cpd00482_c0_, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 38, 0, 0, 162, 600, 0, 0, 0, 50, 0, 0, 0, 31, 0, 2040, 38, 38, 0, 19, 19, 0, 0, 0, 31, 0, 19, 19, 38, 0, 0, 0
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 48, 0, 0, 152, 600, 0, 0, 0, 50, 0, 0, 0, 26, 0, 2030, 48, 48, 0, 24, 24, 0, 0, 0, 26, 0, 24, 24, 48, 0, 0, 0
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 48, 0, 0, 152, 600, 0, 0, 0, 50, 0, 0, 0, 26, 0, 2030, 48, 48, 0, 24, 24, 0, 0, 0, 26, 0, 24, 24, 48, 0, 0, 0
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 58, 0, 0, 142, 600, 0, 0, 0, 50, 0, 0, 0, 21, 0, 2020, 58, 58, 0, 29, 29, 0, 0, 0, 21, 0, 29, 29, 58, 0, 0, 0
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 34, 0, 0, 166, 600, 0, 0, 0, 50, 0, 0, 0, 33, 0, 2044, 34, 34, 0, 17, 17, 0, 0, 0, 33, 0, 17, 17, 34, 0, 0, 0
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 36, 0, 0, 164, 600, 0, 0, 0, 50, 0, 0, 0, 32, 0, 2042, 36, 36, 0, 18, 18, 0, 0, 0, 32, 0, 18, 18, 36, 0, 0, 0
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 62, 0, 0, 138, 600, 0, 0, 0, 50, 0, 0, 0, 19, 0, 2016, 62, 62, 0, 31, 31, 0, 0, 0, 19, 0, 31, 31, 62, 0, 0, 0
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 40, 0, 0, 160, 600, 0, 0, 0, 50, 0, 0, 0, 30, 0, 2038, 40, 40, 0, 20, 20, 0, 0, 0, 30, 0, 20, 20, 40, 0, 0, 0
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 38, 0, 0, 162, 600, 0, 0, 0, 50, 0, 0, 0, 31, 0, 2040, 38, 38, 0, 19, 19, 0, 0, 0, 31, 0, 19, 19, 38, 0, 0, 0
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 48, 0, 0, 152, 600, 0, 0, 0, 50, 0, 0, 0, 26, 0, 2030, 48, 48, 0, 24, 24, 0, 0, 0, 26, 0, 24, 24, 48, 0, 0, 0
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 46, 0, 0, 154, 600, 0, 0, 0, 50, 0, 0, 0, 27, 0, 2032, 46, 46, 0, 23, 23, 0, 0, 0, 27, 0, 23, 23, 46, 0, 0, 0
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 38, 0, 0, 162, 600, 0, 0, 0, 50, 0, 0, 0, 31, 0, 2040, 38, 38, 0, 19, 19, 0, 0, 0, 31, 0, 19, 19, 38, 0, 0, 0
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 58, 0, 0, 142, 600, 0, 0, 0, 50, 0, 0, 0, 21, 0, 2020, 58, 58, 0, 29, 29, 0, 0, 0, 21, 0, 29, 29, 58, 0, 0, 0
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 42, 0, 0, 158, 600, 0, 0, 0, 50, 0, 0, 0, 29, 0, 2036, 42, 42, 0, 21, 21, 0, 0, 0, 29, 0, 21, 21, 42, 0, 0, 0
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 58, 0, 0, 142, 600, 0, 0, 0, 50, 0, 0, 0, 21, 0, 2020, 58, 58, 0, 29, 29, 0, 0, 0, 21, 0, 29, 29, 58, 0, 0, 0
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 46, 0, 0, 154, 600, 0, 0, 0, 50, 0, 0, 0, 27, 0, 2032, 46, 46, 0, 23, 23, 0, 0, 0, 27, 0, 23, 23, 46, 0, 0, 0
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 60, 0, 0, 140, 600, 0, 0, 0, 50, 0, 0, 0, 20, 0, 2018, 60, 60, 0, 30, 30, 0, 0, 0, 20, 0, 30, 30, 60, 0, 0, 0
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 52, 0, 0, 148, 600, 0, 0, 0, 50, 0, 0, 0, 24, 0, 2026, 52, 52, 0, 26, 26, 0, 0, 0, 24, 0, 26, 26, 52, 0, 0, 0
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 52, 0, 0, 148, 600, 0, 0, 0, 50, 0, 0, 0, 24, 0, 2026, 52, 52, 0, 26, 26, 0, 0, 0, 24, 0, 26, 26, 52, 0, 0, 0
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 46, 0, 0, 154, 600, 0, 0, 0, 50, 0, 0, 0, 27, 0, 2032, 46, 46, 0, 23, 23, 0, 0, 0, 27, 0, 23, 23, 46, 0, 0, 0
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 34, 0, 0, 166, 600, 0, 0, 0, 50, 0, 0, 0, 33, 0, 2044, 34, 34, 0, 17, 17, 0, 0, 0, 33, 0, 17, 17, 34, 0, 0, 0
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 52, 0, 0, 148, 600, 0, 0, 0, 50, 0, 0, 0, 24, 0, 2026, 52, 52, 0, 26, 26, 0, 0, 0, 24, 0, 26, 26, 52, 0, 0, 0
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 58, 0, 0, 142, 600, 0, 0, 0, 50, 0, 0, 0, 21, 0, 2020, 58, 58, 0, 29, 29, 0, 0, 0, 21, 0, 29, 29, 58, 0, 0, 0
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 42, 0, 0, 158, 600, 0, 0, 0, 50, 0, 0, 0, 29, 0, 2036, 42, 42, 0, 21, 21, 0, 0, 0, 29, 0, 21, 21, 42, 0, 0, 0
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 40, 0, 0, 160, 600, 0, 0, 0, 50, 0, 0, 0, 30, 0, 2038, 40, 40, 0, 20, 20, 0, 0, 0, 30, 0, 20, 20, 40, 0, 0, 0
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 54, 0, 0, 146, 600, 0, 0, 0, 50, 0, 0, 0, 23, 0, 2024, 54, 54, 0, 27, 27, 0, 0, 0, 23, 0, 27, 27, 54, 0, 0, 0
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 62, 0, 0, 138, 600, 0, 0, 0, 50, 0, 0, 0, 19, 0, 2016, 62, 62, 0, 31, 31, 0, 0, 0, 19, 0, 31, 31, 62, 0, 0, 0
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 46, 0, 0, 154, 600, 0, 0, 0, 50, 0, 0, 0, 27, 0, 2032, 46, 46, 0, 23, 23, 0, 0, 0, 27, 0, 23, 23, 46, 0, 0, 0
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 58, 0, 0, 142, 600, 0, 0, 0, 50, 0, 0, 0, 21, 0, 2020, 58, 58, 0, 29, 29, 0, 0, 0, 21, 0, 29, 29, 58, 0, 0, 0
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 58, 0, 0, 142, 600, 0, 0, 0, 50, 0, 0, 0, 21, 0, 2020, 58, 58, 0, 29, 29, 0, 0, 0, 21, 0, 29, 29, 58, 0, 0, 0
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 54, 0, 0, 146, 600, 0, 0, 0, 50, 0, 0, 0, 23, 0, 2024, 54, 54, 0, 27, 27, 0, 0, 0, 23, 0, 27, 27, 54, 0, 0, 0
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 48, 0, 0, 152, 600, 0, 0, 0, 50, 0, 0, 0, 26, 0, 2030, 48, 48, 0, 24, 24, 0, 0, 0, 26, 0, 24, 24, 48, 0, 0, 0
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 54, 0, 0, 146, 600, 0, 0, 0, 50, 0, 0, 0, 23, 0, 2024, 54, 54, 0, 27, 27, 0, 0, 0, 23, 0, 27, 27, 54, 0, 0, 0
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 48, 0, 0, 152, 600, 0, 0, 0, 50, 0, 0, 0, 26, 0, 2030, 48, 48, 0, 24, 24, 0, 0, 0, 26, 0, 24, 24, 48, 0, 0, 0
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 60, 0, 0, 140, 600, 0, 0, 0, 50, 0, 0, 0, 20, 0, 2018, 60, 60, 0, 30, 30, 0, 0, 0, 20, 0, 30, 30, 60, 0, 0, 0
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 54, 0, 0, 146, 600, 0, 0, 0, 50, 0, 0, 0, 23, 0, 2024, 54, 54, 0, 27, 27, 0, 0, 0, 23, 0, 27, 27, 54, 0, 0, 0
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 40, 0, 0, 160, 600, 0, 0, 0, 50, 0, 0, 0, 30, 0, 2038, 40, 40, 0, 20, 20, 0, 0, 0, 30, 0, 20, 20, 40, 0, 0, 0
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 40, 0, 0, 160, 600, 0, 0, 0, 50, 0, 0, 0, 30, 0, 2038, 40, 40, 0, 20, 20, 0, 0, 0, 30, 0, 20, 20, 40, 0, 0, 0
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 36, 0, 0, 164, 600, 0, 0, 0, 50, 0, 0, 0, 32, 0, 2042, 36, 36, 0, 18, 18, 0, 0, 0, 32, 0, 18, 18, 36, 0, 0, 0
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 66, 0, 0, 134, 600, 0, 0, 0, 50, 0, 0, 0, 17, 0, 2012, 66, 66, 0, 33, 33, 0, 0, 0, 17, 0, 33, 33, 66, 0, 0, 0
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 084, F, 0, 0, 0, 0, 0, 48, 0, 0, 152, 600, 0, 0, 0, 50, 0, 0, 0, 26, 0, 2030, 48, 48, 0, 24, 24, 0, 0, 0, 26, 0, 24, 24, 48, 0, 0, 0
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 62, 0, 0, 138, 600, 0, 0, 0, 50, 0, 0, 0, 19, 0, 2016, 62, 62, 0, 31, 31, 0, 0, 0, 19, 0, 31, 31, 62, 0, 0, 0
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 46, 0, 0, 154, 600, 0, 0, 0, 50, 0, 0, 0, 27, 0, 2032, 46, 46, 0, 23, 23, 0, 0, 0, 27, 0, 23, 23, 46, 0, 0, 0
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 48, 0, 0, 152, 600, 0, 0, 0, 50, 0, 0, 0, 26, 0, 2030, 48, 48, 0, 24, 24, 0, 0, 0, 26, 0, 24, 24, 48, 0, 0, 0
INVAR-2, Run: 089, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 090, F, 0, 0, 0, 0, 0, 54, 0, 0, 146, 600, 0, 0, 0, 50, 0, 0, 0, 23, 0, 2024, 54, 54, 0, 27, 27, 0, 0, 0, 23, 0, 27, 27, 54, 0, 0, 0
INVAR-2, Run: 091, F, 0, 0, 0, 0, 0, 38, 0, 0, 162, 600, 0, 0, 0, 50, 0, 0, 0, 31, 0, 2040, 38, 38, 0, 19, 19, 0, 0, 0, 31, 0, 19, 19, 38, 0, 0, 0
INVAR-2, Run: 092, F, 0, 0, 0, 0, 0, 52, 0, 0, 148, 600, 0, 0, 0, 50, 0, 0, 0, 24, 0, 2026, 52, 52, 0, 26, 26, 0, 0, 0, 24, 0, 26, 26, 52, 0, 0, 0
INVAR-2, Run: 093, F, 0, 0, 0, 0, 0, 44, 0, 0, 156, 600, 0, 0, 0, 50, 0, 0, 0, 28, 0, 2034, 44, 44, 0, 22, 22, 0, 0, 0, 28, 0, 22, 22, 44, 0, 0, 0
INVAR-2, Run: 094, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 095, F, 0, 0, 0, 0, 0, 56, 0, 0, 144, 600, 0, 0, 0, 50, 0, 0, 0, 22, 0, 2022, 56, 56, 0, 28, 28, 0, 0, 0, 22, 0, 28, 28, 56, 0, 0, 0
INVAR-2, Run: 096, F, 0, 0, 0, 0, 0, 50, 0, 0, 150, 600, 0, 0, 0, 50, 0, 0, 0, 25, 0, 2028, 50, 50, 0, 25, 25, 0, 0, 0, 25, 0, 25, 25, 50, 0, 0, 0
INVAR-2, Run: 097, F, 0, 0, 0, 0, 0, 54, 0, 0, 146, 600, 0, 0, 0, 50, 0, 0, 0, 23, 0, 2024, 54, 54, 0, 27, 27, 0, 0, 0, 23, 0, 27, 27, 54, 0, 0, 0
INVAR-2, Run: 098, F, 0, 0, 0, 0, 0, 52, 0, 0, 148, 600, 0, 0, 0, 50, 0, 0, 0, 24, 0, 2026, 52, 52, 0, 26, 26, 0, 0, 0, 24, 0, 26, 26, 52, 0, 0, 0
INVAR-2, Run: 099, F, 0, 0, 0, 0, 0, 40, 0, 0, 160, 600, 0, 0, 0, 50, 0, 0, 0, 30, 0, 2038, 40, 40, 0, 20, 20, 0, 0, 0, 30, 0, 20, 20, 40, 0, 0, 0
INVAR-2, Run: 100, F, 0, 0, 0, 0, 0, 54, 0, 0, 146, 600, 0, 0, 0, 50, 0, 0, 0, 23, 0, 2024, 54, 54, 0, 27, 27, 0, 0, 0, 23, 0, 27, 27, 54, 0, 0, 0
