Input Number, Run_Number, Result@ 100, C, F, D, X1, A, B, PO, CO, Y, PE, CE, E
6, Run: 060, F, 0, 0, 0, 0, 1, 0, 1, 707, 707, 0, 0, 87
6, Run: 061, F, 0, 0, 0, 0, 1, 0, 1, 647, 647, 0, 0, 87
6, Run: 062, F, 0, 0, 0, 0, 1, 0, 1, 683, 683, 0, 0, 87
6, Run: 063, F, 0, 0, 0, 0, 1, 0, 1, 651, 651, 0, 0, 87
6, Run: 064, F, 0, 0, 0, 0, 1, 0, 1, 667, 667, 0, 0, 87
6, Run: 065, F, 0, 1, 0, 0, 1, 0, 1, 694, 694, 0, 0, 87
6, Run: 066, F, 0, 0, 0, 0, 1, 0, 1, 667, 667, 0, 0, 87
6, Run: 067, F, 0, 0, 0, 0, 1, 0, 1, 695, 695, 0, 0, 87
6, Run: 068, F, 0, 0, 0, 0, 1, 0, 1, 679, 679, 0, 0, 87
6, Run: 069, F, 0, 0, 0, 0, 1, 0, 1, 663, 663, 0, 0, 87
6, Run: 070, F, 0, 0, 0, 0, 1, 0, 1, 683, 683, 0, 0, 87
6, Run: 071, F, 0, 0, 0, 0, 1, 0, 1, 663, 663, 0, 0, 87
6, Run: 072, F, 0, 1, 0, 0, 1, 0, 1, 674, 674, 0, 0, 87
6, Run: 073, F, 0, 0, 0, 0, 1, 0, 1, 687, 687, 0, 0, 87
6, Run: 074, F, 0, 1, 0, 0, 1, 0, 1, 686, 686, 0, 0, 87
6, Run: 075, F, 0, 0, 0, 0, 1, 0, 1, 663, 663, 0, 0, 87
6, Run: 076, F, 0, 0, 0, 0, 1, 0, 1, 671, 671, 0, 0, 87
6, Run: 077, F, 0, 0, 0, 0, 1, 0, 1, 683, 683, 0, 0, 87
6, Run: 078, F, 0, 0, 0, 0, 1, 0, 1, 679, 679, 0, 0, 87
6, Run: 079, F, 0, 0, 0, 0, 1, 0, 1, 683, 683, 0, 0, 87
6, Run: 080, F, 0, 1, 0, 0, 1, 0, 1, 662, 662, 0, 0, 87
6, Run: 081, F, 0, 0, 0, 0, 1, 0, 1, 675, 675, 0, 0, 87
6, Run: 082, F, 0, 0, 0, 0, 1, 0, 1, 643, 643, 0, 0, 87
6, Run: 083, F, 0, 0, 0, 0, 1, 0, 1, 651, 651, 0, 0, 87
6, Run: 084, F, 0, 0, 0, 0, 1, 0, 1, 691, 691, 0, 0, 87
6, Run: 085, F, 0, 0, 0, 0, 1, 0, 1, 695, 695, 0, 0, 87
6, Run: 086, F, 0, 0, 0, 0, 1, 0, 1, 683, 683, 0, 0, 87
6, Run: 087, F, 0, 0, 0, 0, 1, 0, 1, 667, 667, 0, 0, 87
6, Run: 088, F, 0, 1, 0, 0, 1, 0, 1, 670, 670, 0, 0, 87
6, Run: 089, F, 0, 1, 0, 0, 1, 0, 1, 686, 686, 0, 0, 87
6, Run: 090, F, 0, 1, 0, 0, 1, 0, 1, 678, 678, 0, 0, 87
6, Run: 091, F, 0, 0, 0, 0, 1, 0, 1, 687, 687, 0, 0, 87
6, Run: 092, F, 0, 0, 0, 0, 1, 0, 1, 651, 651, 0, 0, 87
6, Run: 093, F, 0, 0, 0, 0, 1, 0, 1, 647, 647, 0, 0, 87
6, Run: 094, F, 0, 0, 0, 0, 1, 0, 1, 691, 691, 0, 0, 87
6, Run: 095, F, 0, 1, 0, 0, 1, 0, 1, 686, 686, 0, 0, 87
6, Run: 096, F, 0, 0, 0, 0, 1, 0, 1, 691, 691, 0, 0, 87
6, Run: 097, F, 0, 0, 0, 0, 1, 0, 1, 679, 679, 0, 0, 87
6, Run: 098, F, 0, 0, 0, 0, 1, 0, 1, 659, 659, 0, 0, 87
6, Run: 099, F, 0, 0, 0, 0, 1, 0, 1, 667, 667, 0, 0, 87
