Input Number, Run_Number, Result@ 100, X2, X1, Y
INVAR-1, Run: 001, F, 178, 0, 0
INVAR-1, Run: 002, F, 162, 0, 0
INVAR-1, Run: 003, F, 186, 0, 0
INVAR-1, Run: 004, F, 208, 0, 0
INVAR-1, Run: 005, F, 154, 0, 0
INVAR-1, Run: 006, F, 164, 0, 0
INVAR-1, Run: 007, F, 156, 0, 0
INVAR-1, Run: 008, F, 168, 0, 0
INVAR-1, Run: 009, F, 184, 0, 0
INVAR-1, Run: 010, F, 212, 0, 0
INVAR-1, Run: 011, F, 218, 0, 0
INVAR-1, Run: 012, F, 188, 0, 0
INVAR-1, Run: 013, F, 176, 0, 0
INVAR-1, Run: 014, F, 162, 0, 0
INVAR-1, Run: 015, F, 198, 0, 0
INVAR-1, Run: 016, F, 204, 0, 0
INVAR-1, Run: 017, F, 178, 0, 0
INVAR-1, Run: 018, F, 184, 0, 0
INVAR-1, Run: 019, F, 190, 0, 0
INVAR-1, Run: 020, F, 182, 0, 0
INVAR-1, Run: 021, F, 190, 0, 0
INVAR-1, Run: 022, F, 158, 0, 0
INVAR-1, Run: 023, F, 208, 0, 0
INVAR-1, Run: 024, F, 180, 0, 0
INVAR-1, Run: 025, F, 172, 0, 0
INVAR-1, Run: 026, F, 154, 0, 0
INVAR-1, Run: 027, F, 206, 0, 0
INVAR-1, Run: 028, F, 198, 0, 0
INVAR-1, Run: 029, F, 196, 0, 0
INVAR-1, Run: 030, F, 174, 0, 0
INVAR-1, Run: 031, F, 176, 0, 0
INVAR-1, Run: 032, F, 176, 0, 0
INVAR-1, Run: 033, F, 158, 0, 0
INVAR-1, Run: 034, F, 210, 0, 0
INVAR-1, Run: 035, F, 168, 0, 0
INVAR-1, Run: 036, F, 192, 0, 0
INVAR-1, Run: 037, F, 170, 0, 0
INVAR-1, Run: 038, F, 198, 0, 0
INVAR-1, Run: 039, F, 172, 0, 0
INVAR-1, Run: 040, F, 172, 0, 0
INVAR-1, Run: 041, F, 206, 0, 0
INVAR-1, Run: 042, F, 188, 0, 0
INVAR-1, Run: 043, F, 200, 0, 0
INVAR-1, Run: 044, F, 198, 0, 0
INVAR-1, Run: 045, F, 166, 0, 0
INVAR-1, Run: 046, F, 200, 0, 0
INVAR-1, Run: 047, F, 156, 0, 0
INVAR-1, Run: 048, F, 206, 0, 0
INVAR-1, Run: 049, F, 212, 0, 0
INVAR-1, Run: 050, F, 196, 0, 0
INVAR-1, Run: 051, F, 198, 0, 0
INVAR-1, Run: 052, F, 168, 0, 0
INVAR-1, Run: 053, F, 176, 0, 0
INVAR-1, Run: 054, F, 168, 0, 0
INVAR-1, Run: 055, F, 190, 0, 0
INVAR-1, Run: 056, F, 166, 0, 0
INVAR-1, Run: 057, F, 200, 0, 0
INVAR-1, Run: 058, F, 180, 0, 0
INVAR-1, Run: 059, F, 182, 0, 0
INVAR-1, Run: 060, F, 192, 0, 0
INVAR-1, Run: 061, F, 178, 0, 0
INVAR-1, Run: 062, F, 176, 0, 0
INVAR-1, Run: 063, F, 202, 0, 0
INVAR-1, Run: 064, F, 218, 0, 0
INVAR-1, Run: 065, F, 210, 0, 0
INVAR-1, Run: 066, F, 158, 0, 0
INVAR-1, Run: 067, F, 184, 0, 0
INVAR-1, Run: 068, F, 234, 0, 0
INVAR-1, Run: 069, F, 222, 0, 0
INVAR-1, Run: 070, F, 170, 0, 0
INVAR-1, Run: 071, F, 178, 0, 0
INVAR-1, Run: 072, F, 178, 0, 0
INVAR-1, Run: 073, F, 218, 0, 0
INVAR-1, Run: 074, F, 188, 0, 0
INVAR-1, Run: 075, F, 182, 0, 0
INVAR-1, Run: 076, F, 182, 0, 0
INVAR-1, Run: 077, F, 206, 0, 0
INVAR-1, Run: 078, F, 184, 0, 0
INVAR-1, Run: 079, F, 152, 0, 0
INVAR-1, Run: 080, F, 210, 0, 0
INVAR-1, Run: 081, F, 168, 0, 0
INVAR-1, Run: 082, F, 164, 0, 0
