Input Number, Run_Number, Result@ 100, LeaderX1, ao, at, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-10, Run: 080, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 96, 4, 0, 98, 2, 0, 32, 6, 39, 7, 3, 1, 192, 8, 0, 4, 0, 13, 1, 1, 1, 0, 100, 0, 0, 4, 1, 5, 2, 1, 0, 0, 17, 0, 27, 8, 27, 8, 0, 195, 5, 0, 11, 5, 0, 17, 1, 1, 1, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 98, 2, 0, 98, 2, 0, 30, 7, 35, 8, 4, 1, 196, 4, 0, 4, 2, 9, 3, 1, 1, 0, 100, 0, 0, 17, 3, 18, 4, 1, 0, 0, 26, 0, 12, 4, 13, 5, 1, 198, 2, 0, 7, 4, 1, 10, 2, 1, 1, 1, 1, 1, 48, 0, 31, 0, 272, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 43, 0, 0, 276, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 082, P, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 100, 0, 0, 0, 0, 0, 1, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 97, 3, 0, 96, 3, 0, 3, 0, 10, 1, 2, 1, 195, 4, 1, 17, 2, 23, 4, 1, 1, 0, 99, 1, 0, 1, 0, 3, 1, 1, 0, 0, 17, 0, 12, 3, 13, 4, 1, 198, 2, 0, 26, 7, 7, 28, 7, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 083, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 596, 0, 0, 0, 0, 0, 0, 0, 1, 0, 193, 97, 3, 0, 98, 1, 0, 6, 0, 11, 1, 6, 1, 195, 4, 0, 5, 1, 10, 2, 1, 1, 0, 99, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 2, 1, 1, 196, 3, 0, 18, 0, 1, 22, 2, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 293, 0, 0, 51, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 302, 1, 0, 48, 0, 0, 0, 0, 2, 1, 1, 1
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 197, 97, 2, 1, 100, 0, 0, 40, 5, 44, 7, 2, 1, 198, 2, 0, 12, 7, 15, 8, 1, 1, 1, 100, 0, 0, 5, 2, 6, 3, 1, 0, 0, 13, 0, 2, 1, 3, 2, 1, 196, 4, 0, 5, 2, 4, 10, 5, 1, 1, 1, 1, 1, 50, 0, 17, 0, 289, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 5, 1, 1, 50, 0, 0, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 580, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 99, 1, 0, 97, 2, 1, 11, 4, 16, 6, 2, 1, 194, 6, 0, 40, 10, 47, 11, 1, 1, 1, 99, 1, 0, 11, 4, 13, 5, 1, 0, 0, 3, 0, 13, 1, 14, 2, 1, 191, 2, 0, 0, 2, 0, 3, 1, 1, 1, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 086, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 601, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 100, 0, 0, 97, 3, 0, 1, 1, 5, 2, 5, 1, 198, 1, 1, 6, 1, 9, 3, 1, 1, 0, 100, 0, 0, 6, 1, 7, 2, 1, 0, 0, 24, 0, 28, 12, 28, 12, 0, 195, 5, 0, 18, 6, 2, 24, 3, 1, 1, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 087, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 26, 0, 0, 0, 0, 1, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 97, 3, 0, 98, 2, 0, 19, 5, 25, 6, 3, 1, 199, 1, 0, 23, 7, 25, 8, 1, 1, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 172, 2, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 088, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 99, 1, 0, 100, 0, 0, 9, 2, 11, 3, 2, 1, 198, 2, 0, 15, 5, 18, 6, 1, 1, 0, 100, 0, 0, 10, 6, 11, 7, 1, 0, 0, 38, 0, 0, 0, 0, 0, 0, 197, 3, 0, 4, 9, 1, 8, 2, 1, 1, 1, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 100, 0, 0, 99, 1, 0, 19, 7, 21, 8, 7, 1, 195, 5, 0, 25, 2, 31, 3, 1, 1, 0, 100, 0, 0, 1, 1, 2, 2, 1, 0, 0, 4, 0, 0, 1, 1, 2, 1, 191, 9, 0, 15, 0, 5, 25, 6, 1, 1, 1, 1, 1, 53, 0, 12, 0, 310, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4, 0, 0, 47, 0, 0, 290, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 090, P, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 98, 2, 0, 97, 2, 0, 0, 0, 5, 1, 4, 1, 193, 7, 0, 16, 2, 24, 3, 1, 1, 0, 99, 0, 0, 1, 0, 2, 1, 1, 2, 0, 30, 0, 19, 0, 20, 1, 1, 194, 6, 0, 15, 9, 3, 22, 4, 1, 1, 1, 1, 1, 0, 0, 35, 0, 0, 0, 0, 271, 0, 0, 43, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 310, 1, 0, 53, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-10, Run: 091, P, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 590, 0, 0, 0, 0, 0, 0, 0, 1, 0, 191, 94, 5, 0, 95, 3, 0, 9, 3, 18, 4, 6, 1, 192, 5, 0, 7, 2, 13, 3, 1, 1, 0, 98, 0, 0, 7, 2, 8, 3, 1, 1, 0, 1, 0, 17, 4, 18, 5, 1, 193, 4, 0, 16, 0, 1, 21, 2, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 305, 0, 0, 47, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 283, 2, 0, 51, 0, 0, 0, 1, 3, 1, 2, 1
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 100, 0, 0, 99, 1, 0, 12, 2, 14, 3, 1, 1, 198, 2, 0, 3, 0, 6, 1, 1, 1, 1, 98, 2, 0, 1, 0, 4, 1, 1, 0, 0, 3, 0, 20, 5, 21, 6, 1, 197, 3, 0, 34, 1, 8, 38, 9, 1, 1, 1, 1, 1, 42, 0, 6, 0, 305, 2, 0, 0, 0, 0, 0, 0, 0, 3, 18, 2, 20, 2, 0, 58, 0, 0, 294, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 093, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 98, 2, 0, 100, 0, 0, 8, 1, 11, 2, 4, 1, 197, 3, 0, 3, 0, 7, 1, 1, 1, 0, 100, 0, 0, 9, 5, 10, 6, 1, 0, 0, 21, 0, 23, 6, 23, 6, 0, 195, 4, 1, 10, 3, 0, 16, 2, 1, 1, 1, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 1, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 97, 3, 0, 98, 2, 0, 8, 5, 14, 6, 8, 1, 194, 5, 1, 8, 1, 15, 3, 1, 1, 1, 99, 1, 0, 27, 7, 29, 8, 1, 0, 0, 14, 0, 14, 4, 15, 5, 1, 196, 3, 1, 2, 5, 0, 7, 2, 1, 1, 1, 1, 1, 27, 0, 24, 0, 175, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 23, 0, 0, 175, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 99, 1, 0, 99, 1, 0, 11, 4, 14, 5, 3, 1, 194, 5, 0, 0, 0, 6, 1, 1, 1, 0, 99, 0, 0, 20, 5, 21, 6, 1, 1, 0, 9, 0, 6, 2, 7, 3, 1, 193, 5, 1, 3, 0, 1, 10, 3, 1, 1, 1, 1, 1, 53, 0, 13, 0, 310, 4, 0, 0, 0, 0, 0, 0, 0, 1, 28, 4, 32, 4, 0, 46, 0, 0, 284, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 198, 100, 0, 0, 100, 0, 0, 13, 4, 14, 5, 2, 1, 197, 3, 0, 6, 0, 10, 1, 1, 1, 0, 100, 0, 0, 10, 2, 11, 3, 1, 0, 0, 3, 0, 2, 0, 3, 1, 1, 193, 6, 1, 15, 0, 2, 23, 4, 1, 1, 1, 1, 1, 60, 1, 6, 0, 282, 3, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 13, 1, 1, 39, 0, 0, 316, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 99, 1, 0, 98, 2, 0, 19, 6, 23, 7, 4, 1, 199, 1, 0, 20, 3, 22, 4, 1, 1, 1, 100, 0, 0, 7, 0, 8, 1, 1, 0, 0, 2, 0, 5, 2, 6, 3, 1, 192, 8, 0, 3, 3, 0, 12, 1, 1, 1, 1, 1, 1, 47, 0, 8, 0, 301, 1, 0, 0, 0, 0, 0, 0, 0, 5, 15, 4, 16, 4, 0, 53, 0, 0, 299, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 198, 98, 2, 0, 98, 1, 1, 10, 4, 15, 6, 2, 1, 199, 1, 0, 21, 3, 23, 4, 1, 1, 0, 100, 0, 0, 7, 3, 8, 4, 1, 0, 0, 18, 0, 6, 1, 7, 2, 1, 197, 2, 1, 13, 1, 3, 17, 5, 1, 1, 1, 1, 1, 52, 1, 21, 0, 288, 1, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 9, 0, 0, 47, 0, 0, 312, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 100, 0, 0, 0, 0, 0, 1, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 96, 4, 0, 96, 4, 0, 2, 0, 11, 1, 3, 1, 198, 2, 0, 22, 4, 25, 5, 1, 1, 0, 100, 0, 0, 6, 2, 7, 3, 1, 0, 0, 8, 0, 15, 4, 16, 5, 1, 196, 4, 0, 31, 3, 8, 35, 8, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 100, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 100, 0, 0, 98, 2, 0, 8, 3, 11, 4, 2, 1, 194, 6, 0, 3, 0, 10, 1, 1, 1, 0, 99, 0, 1, 10, 2, 11, 3, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 198, 1, 1, 14, 9, 1, 17, 3, 1, 1, 1, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 001, P, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 1, 1, 1, 1, 4, 3, 1, 1, 0, 2, 0, 0, 5, 1, 6, 2, 1, 1, 0, 7, 0, 5, 2, 6, 3, 1, 4, 1, 0, 14, 1, 2, 16, 3, 1, 1, 1, 1, 1, 0, 0, 8, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 1, 1, 2, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 2, 1, 0, 2, 0, 0, 2, 1, 4, 2, 0, 1, 5, 0, 0, 17, 7, 18, 8, 1, 1, 0, 1, 0, 1, 5, 1, 7, 3, 1, 1, 0, 6, 0, 8, 1, 9, 2, 1, 4, 1, 0, 2, 3, 1, 4, 2, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 1, 0, 0, 0, 0, 29, 7, 31, 1, 8, 1
INVAR-11, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 1, 0, 2, 0, 0, 3, 0, 5, 1, 1, 1, 5, 0, 0, 19, 6, 20, 7, 1, 1, 0, 2, 0, 0, 21, 4, 22, 5, 1, 0, 1, 4, 0, 15, 3, 17, 4, 1, 2, 2, 1, 2, 0, 0, 6, 2, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 1, 0, 2, 0, 0, 11, 0, 12, 1, 0, 0
INVAR-11, Run: 004, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 3, 0, 0, 2, 0, 0, 6, 2, 7, 3, 1, 1, 4, 0, 0, 0, 1, 1, 2, 1, 1, 0, 2, 0, 0, 6, 5, 7, 6, 1, 0, 0, 10, 0, 21, 12, 22, 13, 1, 2, 2, 0, 21, 4, 4, 24, 5, 1, 1, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 6, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 1, 0, 0, 0, 0, 16, 0, 18, 1, 1, 1
INVAR-11, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 2, 0, 0, 5, 2, 6, 3, 0, 1, 4, 1, 0, 8, 3, 10, 4, 1, 1, 0, 2, 0, 0, 31, 6, 32, 7, 1, 1, 0, 2, 0, 20, 2, 21, 3, 1, 5, 0, 0, 16, 0, 1, 17, 2, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 3, 0, 0, 2, 0, 0, 30, 11, 31, 12, 1, 1, 4, 0, 1, 7, 0, 9, 2, 1, 1, 0, 1, 1, 0, 2, 3, 4, 4, 1, 1, 0, 14, 0, 25, 11, 26, 12, 1, 5, 0, 0, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 16, 0, 0, 0, 0, 7, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 0, 0, 0, 0, 7, 2, 9, 1, 3, 1
INVAR-11, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 2, 1, 0, 2, 0, 0, 4, 0, 6, 1, 0, 1, 5, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 2, 0, 3, 1, 1, 1, 0, 5, 0, 5, 5, 6, 6, 1, 3, 2, 0, 18, 2, 7, 21, 8, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 1, 1, 1, 0, 20, 6, 23, 1, 8, 1
INVAR-11, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 0, 2, 0, 0, 10, 1, 12, 2, 2, 1, 5, 0, 0, 5, 2, 6, 3, 1, 1, 0, 2, 0, 0, 8, 1, 9, 2, 1, 1, 0, 1, 0, 23, 4, 24, 5, 1, 5, 0, 0, 5, 1, 1, 6, 2, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1, 0, 0, 19, 5, 19, 1, 5, 0
