Input Number, Run_Number, Result@ 100, LeaderX1, ao, at, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 001, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 7, 2, 0, 3, 1, 6, 2, 1, 1, 17, 1, 0, 2, 1, 4, 2, 1, 1, 0, 9, 0, 0, 21, 7, 22, 7, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 17, 1, 0, 11, 16, 0, 13, 1, 1, 1, 1, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 15, 8, 1, 0, 8, 1, 0, 26, 4, 29, 5, 2, 1, 17, 1, 0, 17, 3, 19, 4, 1, 1, 1, 8, 1, 0, 0, 0, 2, 1, 1, 0, 0, 17, 0, 1, 0, 2, 1, 1, 17, 1, 0, 12, 0, 2, 14, 3, 1, 1, 1, 1, 1, 3, 0, 21, 0, 24, 2, 0, 0, 0, 0, 0, 0, 0, 2, 12, 3, 15, 4, 1, 6, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 16, 8, 1, 0, 5, 4, 0, 7, 0, 13, 1, 2, 1, 17, 1, 0, 17, 5, 19, 6, 1, 1, 0, 9, 0, 0, 1, 0, 2, 1, 1, 0, 0, 7, 0, 4, 1, 5, 2, 1, 17, 1, 0, 11, 0, 0, 13, 1, 1, 1, 1, 1, 1, 6, 0, 10, 0, 36, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 4, 1, 1, 3, 0, 0, 18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 4, 4, 5, 5, 1, 1, 15, 3, 0, 2, 0, 6, 1, 1, 1, 0, 9, 0, 0, 27, 4, 28, 5, 1, 0, 0, 8, 0, 0, 1, 1, 2, 1, 17, 1, 0, 21, 3, 2, 23, 3, 1, 1, 1, 1, 1, 5, 0, 10, 0, 35, 1, 0, 0, 0, 0, 0, 0, 0, 4, 28, 5, 29, 5, 0, 4, 0, 0, 19, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 18, 9, 0, 0, 9, 0, 0, 21, 2, 22, 3, 0, 1, 17, 1, 0, 18, 3, 20, 4, 1, 1, 0, 9, 0, 0, 12, 2, 13, 3, 1, 0, 0, 17, 0, 8, 1, 9, 2, 1, 17, 1, 0, 4, 3, 2, 6, 3, 1, 1, 1, 1, 1, 5, 0, 18, 0, 36, 1, 0, 0, 0, 0, 0, 0, 0, 4, 6, 0, 8, 1, 1, 4, 0, 0, 18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 006, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 0, 1, 8, 1, 0, 1, 1, 4, 3, 2, 1, 16, 2, 0, 53, 13, 56, 14, 1, 1, 0, 9, 0, 0, 8, 2, 9, 3, 1, 0, 0, 2, 0, 10, 7, 10, 7, 0, 17, 1, 0, 18, 1, 6, 20, 7, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 1, 0, 3, 1, 1, 1, 16, 2, 0, 3, 1, 6, 2, 1, 1, 0, 9, 0, 0, 4, 0, 5, 1, 1, 0, 0, 8, 0, 0, 0, 1, 1, 1, 15, 3, 0, 1, 1, 0, 5, 1, 1, 1, 1, 1, 1, 4, 1, 10, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30, 7, 32, 8, 1, 4, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 0, 1, 7, 2, 0, 15, 4, 19, 6, 1, 1, 18, 0, 0, 34, 6, 35, 7, 1, 1, 0, 8, 1, 0, 1, 0, 3, 1, 1, 0, 0, 4, 0, 9, 2, 10, 3, 1, 16, 2, 0, 18, 1, 1, 21, 2, 1, 1, 1, 1, 1, 1, 0, 6, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 6, 1, 0, 8, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 009, P, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 15, 7, 1, 0, 8, 0, 0, 3, 1, 5, 2, 1, 1, 14, 1, 1, 4, 4, 7, 6, 1, 1, 0, 7, 1, 0, 14, 2, 16, 3, 1, 0, 0, 0, 0, 4, 0, 5, 1, 1, 14, 2, 0, 3, 0, 1, 6, 2, 1, 1, 1, 1, 1, 5, 0, 2, 0, 23, 1, 0, 0, 0, 0, 0, 0, 0, 1, 7, 1, 9, 2, 1, 3, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 9, 0, 0, 6, 3, 0, 19, 4, 23, 5, 1, 1, 16, 2, 0, 16, 3, 19, 4, 1, 1, 0, 9, 0, 0, 2, 1, 3, 2, 1, 0, 0, 13, 0, 8, 3, 9, 4, 1, 18, 0, 0, 5, 4, 2, 6, 3, 1, 1, 1, 1, 1, 3, 1, 15, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 1, 14, 2, 1, 5, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 0, 0, 2, 1, 1, 1, 18, 0, 0, 1, 0, 2, 1, 1, 1, 0, 9, 0, 0, 1, 1, 2, 2, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 17, 1, 0, 11, 1, 4, 13, 5, 1, 1, 1, 1, 1, 5, 0, 3, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 2, 9, 6, 11, 7, 1, 4, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 1, 0, 0, 0, 0, 15, 6, 1, 0, 6, 0, 0, 0, 0, 2, 1, 2, 1, 17, 1, 0, 22, 3, 24, 4, 1, 1, 1, 9, 0, 0, 34, 6, 35, 7, 1, 0, 0, 3, 0, 6, 2, 7, 3, 1, 18, 0, 0, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 30, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 0, 0, 6, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 49, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 2, 0, 8, 1, 0, 1, 0, 5, 1, 1, 1, 16, 2, 0, 5, 1, 8, 2, 1, 1, 0, 8, 1, 0, 2, 2, 4, 3, 1, 0, 0, 21, 0, 34, 8, 35, 9, 1, 15, 1, 0, 2, 5, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 0, 16, 8, 1, 0, 6, 1, 1, 2, 2, 6, 4, 2, 1, 18, 0, 0, 17, 1, 18, 2, 1, 1, 0, 9, 0, 0, 5, 1, 6, 2, 1, 0, 0, 5, 0, 21, 10, 22, 11, 1, 17, 1, 0, 2, 2, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 25, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 27, 3, 0, 3, 1, 0, 25, 7, 30, 1, 8, 1
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 16, 7, 2, 0, 9, 0, 0, 21, 2, 24, 3, 1, 1, 17, 1, 0, 1, 0, 3, 1, 1, 1, 1, 8, 0, 1, 7, 2, 9, 4, 1, 0, 0, 16, 0, 4, 1, 5, 2, 1, 17, 1, 0, 3, 5, 0, 5, 1, 1, 1, 1, 1, 1, 8, 0, 19, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 7, 5, 2, 7, 3, 1, 1, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 18, 9, 0, 0, 9, 0, 0, 10, 8, 11, 9, 0, 1, 17, 1, 0, 7, 1, 9, 2, 1, 1, 0, 8, 1, 0, 11, 4, 13, 5, 1, 0, 0, 6, 0, 10, 3, 11, 4, 1, 17, 1, 0, 5, 2, 3, 7, 4, 1, 1, 1, 1, 1, 4, 1, 7, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 7, 14, 8, 1, 4, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 0, 0, 0, 0, 0, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 13, 8, 15, 9, 1, 1, 17, 1, 0, 9, 1, 11, 2, 1, 1, 0, 9, 0, 0, 0, 1, 1, 2, 1, 0, 0, 20, 0, 1, 0, 2, 1, 1, 16, 2, 0, 32, 4, 9, 34, 9, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 5, 0, 6, 1, 1, 1, 17, 0, 1, 9, 0, 11, 2, 1, 1, 0, 9, 0, 0, 4, 2, 5, 3, 1, 0, 0, 1, 0, 28, 10, 29, 11, 1, 16, 2, 0, 42, 1, 11, 45, 12, 1, 1, 1, 1, 1, 5, 0, 3, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 2, 8, 2, 0, 4, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 18, 8, 1, 0, 8, 1, 0, 3, 4, 6, 5, 0, 1, 17, 0, 0, 2, 0, 3, 1, 1, 1, 0, 8, 0, 0, 2, 1, 3, 2, 1, 0, 1, 3, 0, 0, 0, 2, 1, 1, 17, 0, 0, 2, 0, 0, 3, 1, 1, 1, 1, 1, 1, 3, 0, 4, 0, 24, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 2, 8, 3, 1, 5, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 8, 1, 0, 8, 0, 1, 7, 0, 10, 2, 1, 1, 17, 1, 0, 5, 1, 7, 2, 1, 1, 0, 9, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 0, 3, 1, 1, 18, 0, 0, 12, 0, 4, 13, 5, 1, 1, 1, 1, 1, 2, 0, 4, 0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 7, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 54, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 7, 2, 0, 5, 2, 8, 3, 0, 1, 16, 1, 1, 50, 10, 53, 12, 1, 1, 0, 8, 1, 0, 0, 0, 2, 1, 1, 0, 0, 6, 0, 4, 0, 5, 1, 1, 17, 1, 0, 12, 0, 2, 14, 3, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 4, 2, 5, 3, 1, 1, 15, 3, 0, 21, 3, 25, 4, 1, 1, 0, 8, 1, 0, 2, 0, 4, 1, 1, 0, 0, 11, 0, 17, 5, 18, 6, 1, 16, 2, 0, 5, 4, 4, 8, 5, 1, 1, 1, 1, 1, 6, 0, 13, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 1, 1, 3, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 0, 0, 0, 1, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 7, 2, 0, 19, 3, 22, 4, 0, 1, 16, 2, 0, 15, 4, 18, 5, 1, 1, 0, 8, 1, 0, 13, 3, 15, 4, 1, 0, 0, 11, 0, 20, 7, 21, 7, 0, 14, 3, 1, 33, 1, 10, 37, 11, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 9, 0, 0, 6, 3, 0, 30, 7, 34, 8, 1, 1, 13, 5, 0, 3, 0, 9, 1, 1, 1, 0, 8, 1, 0, 2, 0, 4, 1, 1, 0, 0, 3, 0, 6, 0, 7, 1, 1, 16, 2, 0, 7, 1, 2, 10, 3, 1, 1, 1, 1, 1, 5, 0, 5, 0, 31, 1, 0, 0, 0, 0, 0, 0, 0, 2, 8, 5, 10, 6, 1, 4, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 0, 0, 1, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 8, 0, 0, 2, 0, 4, 1, 1, 1, 16, 2, 0, 12, 2, 15, 3, 1, 1, 0, 9, 0, 0, 10, 2, 11, 3, 1, 0, 0, 16, 0, 35, 4, 35, 4, 0, 15, 2, 1, 40, 1, 10, 43, 11, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 2, 1, 4, 2, 2, 1, 17, 1, 0, 12, 2, 14, 3, 1, 1, 0, 9, 0, 0, 9, 0, 10, 1, 1, 0, 0, 5, 0, 4, 3, 5, 4, 1, 16, 2, 0, 20, 0, 7, 23, 8, 1, 1, 1, 1, 1, 5, 0, 8, 0, 34, 1, 0, 0, 0, 0, 0, 0, 0, 1, 10, 1, 12, 2, 1, 4, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 18, 9, 0, 0, 8, 1, 0, 33, 4, 35, 5, 0, 1, 18, 0, 0, 12, 6, 13, 7, 1, 1, 0, 9, 0, 0, 17, 1, 18, 2, 1, 0, 0, 10, 0, 2, 0, 3, 1, 1, 16, 2, 0, 9, 1, 1, 12, 2, 1, 1, 1, 1, 1, 8, 0, 11, 0, 31, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 2, 1, 1, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 28, 8, 30, 9, 1, 1, 14, 3, 1, 15, 5, 20, 7, 1, 1, 0, 9, 0, 0, 23, 7, 24, 8, 1, 0, 0, 3, 0, 7, 2, 8, 3, 1, 16, 2, 0, 4, 0, 1, 7, 2, 1, 1, 1, 1, 1, 0, 0, 5, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 1, 4, 1, 6, 3, 1, 9, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 14, 9, 0, 0, 7, 2, 0, 16, 4, 19, 5, 3, 1, 18, 0, 0, 8, 3, 9, 4, 1, 1, 1, 9, 0, 0, 3, 2, 4, 3, 1, 0, 0, 9, 0, 2, 0, 3, 1, 1, 17, 1, 0, 26, 2, 6, 28, 7, 1, 1, 1, 1, 1, 1, 0, 14, 0, 25, 2, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 4, 2, 1, 8, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
