Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE
INVAR-2, Run: 070, P, 0, 41, 0, 0, 0, 0, 0, 154, 0, 2, 1, 2
INVAR-2, Run: 071, P, 0, 37, 0, 0, 0, 0, 0, 158, 0, 2, 1, 2
INVAR-2, Run: 072, P, 0, 34, 0, 0, 0, 0, 0, 102, 60, 60, 0, 0
INVAR-2, Run: 073, P, 0, 42, 0, 0, 0, 0, 0, 37, 117, 117, 0, 0
INVAR-2, Run: 074, P, 0, 36, 2, 0, 0, 0, 0, 1, 161, 161, 0, 0
INVAR-2, Run: 075, P, 0, 36, 0, 0, 0, 0, 0, 34, 126, 126, 0, 0
INVAR-2, Run: 076, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 077, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 078, P, 0, 34, 0, 0, 0, 0, 0, 37, 125, 125, 0, 0
INVAR-2, Run: 079, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 080, P, 0, 42, 0, 0, 0, 0, 0, 115, 39, 39, 0, 0
INVAR-2, Run: 081, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 082, P, 0, 44, 0, 0, 0, 0, 0, 28, 124, 124, 0, 0
INVAR-2, Run: 083, P, 0, 40, 0, 0, 0, 0, 0, 135, 21, 21, 0, 0
INVAR-2, Run: 084, P, 0, 40, 0, 0, 0, 0, 0, 16, 140, 140, 0, 0
INVAR-2, Run: 085, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 086, P, 0, 38, 0, 0, 0, 0, 0, 47, 111, 111, 0, 0
INVAR-2, Run: 087, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 088, P, 0, 40, 0, 0, 0, 0, 0, 39, 117, 117, 0, 0
INVAR-2, Run: 089, P, 0, 36, 0, 0, 0, 0, 0, 68, 92, 92, 0, 0
INVAR-2, Run: 090, P, 0, 34, 0, 0, 0, 0, 0, 56, 106, 106, 0, 0
INVAR-2, Run: 091, P, 0, 44, 0, 0, 0, 0, 0, 107, 45, 45, 0, 0
INVAR-2, Run: 092, P, 0, 40, 0, 0, 0, 0, 0, 64, 92, 92, 0, 0
INVAR-2, Run: 093, P, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0
INVAR-2, Run: 094, P, 0, 36, 0, 0, 0, 0, 0, 32, 128, 128, 0, 0
INVAR-2, Run: 095, P, 0, 36, 0, 0, 0, 0, 0, 36, 124, 124, 0, 0
INVAR-2, Run: 096, P, 0, 34, 0, 0, 0, 0, 0, 71, 91, 91, 0, 0
INVAR-2, Run: 097, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 098, P, 0, 44, 0, 0, 0, 0, 0, 53, 99, 99, 0, 0
INVAR-2, Run: 099, P, 0, 40, 0, 0, 0, 0, 0, 15, 141, 141, 0, 0
INVAR-2, Run: 100, P, 0, 34, 0, 0, 0, 0, 0, 110, 52, 52, 0, 0
INVAR-3, Run: 001, P, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0
INVAR-3, Run: 002, P, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0
INVAR-3, Run: 003, P, 0, 99, 0, 0, 0, 0, 0, 474, 0, 2, 1, 2
INVAR-3, Run: 004, P, 0, 100, 0, 0, 0, 0, 0, 134, 340, 340, 0, 0
INVAR-3, Run: 005, P, 0, 92, 0, 0, 0, 0, 0, 103, 379, 379, 0, 0
INVAR-3, Run: 006, P, 0, 100, 0, 0, 0, 0, 0, 278, 196, 196, 0, 0
INVAR-3, Run: 007, P, 0, 100, 0, 0, 0, 0, 0, 122, 352, 352, 0, 0
INVAR-3, Run: 008, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 009, P, 0, 92, 0, 0, 0, 0, 0, 132, 350, 350, 0, 0
INVAR-3, Run: 010, P, 0, 98, 0, 0, 0, 0, 0, 474, 0, 4, 1, 4
INVAR-3, Run: 011, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 012, P, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0
INVAR-3, Run: 013, P, 0, 98, 0, 0, 0, 0, 0, 282, 194, 194, 0, 0
INVAR-3, Run: 014, P, 0, 98, 0, 0, 0, 0, 0, 259, 217, 217, 0, 0
INVAR-3, Run: 015, P, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0
INVAR-3, Run: 016, P, 0, 106, 0, 0, 0, 0, 0, 36, 432, 432, 0, 0
INVAR-3, Run: 017, P, 0, 100, 0, 0, 0, 0, 0, 59, 415, 415, 0, 0
INVAR-3, Run: 018, P, 0, 102, 0, 0, 0, 0, 0, 321, 151, 151, 0, 0
INVAR-3, Run: 019, P, 0, 102, 0, 0, 0, 0, 0, 151, 321, 321, 0, 0
INVAR-3, Run: 020, P, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0
INVAR-3, Run: 021, P, 0, 105, 0, 0, 0, 0, 0, 468, 0, 2, 1, 2
INVAR-3, Run: 022, P, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0
INVAR-3, Run: 023, P, 0, 100, 0, 0, 0, 0, 0, 200, 274, 274, 0, 0
INVAR-3, Run: 024, P, 0, 96, 0, 0, 0, 0, 0, 16, 462, 462, 0, 0
INVAR-3, Run: 025, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 026, P, 0, 108, 0, 0, 0, 0, 0, 74, 392, 392, 0, 0
INVAR-3, Run: 027, P, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0
INVAR-3, Run: 028, P, 0, 102, 0, 0, 0, 0, 0, 111, 361, 361, 0, 0
INVAR-3, Run: 029, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 030, P, 0, 98, 0, 0, 0, 0, 0, 300, 176, 176, 0, 0
INVAR-3, Run: 031, P, 0, 96, 0, 0, 0, 0, 0, 298, 180, 180, 0, 0
INVAR-3, Run: 032, P, 0, 96, 0, 0, 0, 0, 0, 162, 316, 316, 0, 0
INVAR-3, Run: 033, P, 0, 106, 0, 0, 0, 0, 0, 128, 340, 340, 0, 0
INVAR-3, Run: 034, P, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0
INVAR-3, Run: 035, P, 0, 100, 0, 0, 0, 0, 0, 331, 143, 143, 0, 0
INVAR-3, Run: 036, P, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0
INVAR-3, Run: 037, P, 0, 110, 0, 0, 0, 0, 0, 464, 0, 0, 1, 0
INVAR-3, Run: 038, P, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0
INVAR-3, Run: 039, P, 0, 98, 0, 0, 0, 0, 0, 117, 359, 359, 0, 0
INVAR-3, Run: 040, P, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0
INVAR-3, Run: 041, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 042, P, 0, 102, 0, 0, 0, 0, 0, 31, 441, 441, 0, 0
INVAR-3, Run: 043, P, 0, 96, 0, 0, 0, 0, 0, 146, 332, 332, 0, 0
INVAR-3, Run: 044, P, 0, 104, 0, 0, 0, 0, 0, 68, 402, 402, 0, 0
INVAR-3, Run: 045, P, 0, 96, 0, 0, 0, 0, 0, 104, 374, 374, 0, 0
INVAR-3, Run: 046, P, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0
INVAR-3, Run: 047, P, 0, 104, 0, 0, 0, 0, 0, 27, 443, 443, 0, 0
INVAR-3, Run: 048, P, 0, 102, 0, 0, 0, 0, 0, 147, 325, 325, 0, 0
INVAR-3, Run: 049, P, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0
INVAR-3, Run: 050, P, 0, 103, 0, 0, 0, 0, 0, 470, 0, 2, 1, 2
INVAR-3, Run: 051, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 052, P, 0, 100, 0, 0, 0, 0, 0, 90, 384, 384, 0, 0
INVAR-3, Run: 053, P, 0, 93, 0, 0, 0, 0, 0, 480, 0, 2, 1, 2
INVAR-3, Run: 054, P, 0, 97, 0, 0, 0, 0, 0, 476, 0, 2, 1, 2
INVAR-3, Run: 055, P, 0, 108, 0, 0, 0, 0, 0, 466, 0, 0, 1, 0
INVAR-3, Run: 056, P, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2
INVAR-3, Run: 057, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 058, P, 0, 93, 0, 0, 0, 0, 0, 480, 0, 2, 1, 2
INVAR-3, Run: 059, P, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0
INVAR-3, Run: 060, P, 0, 98, 0, 0, 0, 0, 0, 131, 345, 345, 0, 0
INVAR-3, Run: 061, P, 0, 96, 0, 0, 0, 0, 0, 223, 255, 255, 0, 0
INVAR-3, Run: 062, P, 0, 94, 0, 0, 0, 0, 0, 153, 327, 327, 0, 0
INVAR-3, Run: 063, P, 0, 103, 0, 0, 0, 0, 0, 470, 0, 2, 1, 2
INVAR-3, Run: 064, P, 0, 100, 0, 0, 0, 0, 0, 67, 407, 407, 0, 0
INVAR-3, Run: 065, P, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2
INVAR-3, Run: 066, P, 0, 102, 0, 0, 0, 0, 0, 78, 394, 394, 0, 0
INVAR-3, Run: 067, P, 0, 94, 0, 0, 0, 0, 0, 171, 309, 309, 0, 0
INVAR-3, Run: 068, P, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0
INVAR-3, Run: 069, P, 0, 104, 0, 0, 0, 0, 0, 66, 404, 404, 0, 0
INVAR-3, Run: 070, P, 0, 104, 0, 0, 0, 0, 0, 214, 256, 256, 0, 0
INVAR-3, Run: 071, P, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0
INVAR-3, Run: 072, P, 0, 98, 0, 0, 0, 0, 0, 395, 81, 81, 0, 0
INVAR-3, Run: 073, P, 0, 93, 0, 0, 0, 0, 0, 480, 0, 2, 1, 2
INVAR-3, Run: 074, P, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0
INVAR-3, Run: 075, P, 0, 98, 0, 0, 0, 0, 0, 91, 385, 385, 0, 0
INVAR-3, Run: 076, P, 0, 100, 0, 0, 0, 0, 0, 377, 97, 97, 0, 0
INVAR-3, Run: 077, P, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0
INVAR-3, Run: 078, P, 0, 104, 0, 0, 0, 0, 0, 39, 431, 431, 0, 0
INVAR-3, Run: 079, P, 0, 94, 0, 0, 0, 0, 0, 43, 437, 437, 0, 0
INVAR-3, Run: 080, P, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2
INVAR-3, Run: 081, P, 0, 110, 0, 0, 0, 0, 0, 24, 440, 440, 0, 0
INVAR-3, Run: 082, P, 0, 116, 0, 0, 0, 0, 0, 13, 445, 445, 0, 0
INVAR-3, Run: 083, P, 0, 93, 0, 0, 0, 0, 0, 480, 0, 2, 1, 2
INVAR-3, Run: 084, P, 0, 94, 0, 0, 0, 0, 0, 194, 286, 286, 0, 0
INVAR-3, Run: 085, P, 0, 98, 0, 0, 0, 0, 0, 424, 52, 52, 0, 0
INVAR-3, Run: 086, P, 0, 96, 0, 0, 0, 0, 0, 198, 280, 280, 0, 0
INVAR-3, Run: 087, P, 0, 98, 0, 0, 0, 0, 0, 44, 432, 432, 0, 0
INVAR-3, Run: 088, P, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0
INVAR-3, Run: 089, P, 0, 98, 0, 0, 0, 0, 0, 227, 249, 249, 0, 0
INVAR-3, Run: 090, P, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0
INVAR-3, Run: 091, P, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0
INVAR-3, Run: 092, P, 0, 99, 0, 0, 0, 0, 0, 474, 0, 2, 1, 2
INVAR-3, Run: 093, P, 0, 110, 0, 0, 0, 0, 0, 464, 0, 0, 1, 0
INVAR-3, Run: 094, P, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0
INVAR-3, Run: 095, P, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0
INVAR-3, Run: 096, P, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0
INVAR-3, Run: 097, P, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2
INVAR-3, Run: 098, P, 0, 102, 0, 0, 0, 0, 0, 250, 222, 222, 0, 0
INVAR-3, Run: 099, P, 0, 104, 0, 0, 0, 0, 0, 106, 364, 364, 0, 0
INVAR-3, Run: 100, P, 0, 106, 0, 0, 0, 0, 0, 468, 0, 0, 1, 0
INVAR-4, Run: 001, P, 0, 26, 2, 0, 1, 0, 0, 1, 111, 111, 0, 0
INVAR-4, Run: 002, P, 0, 26, 0, 0, 1, 0, 0, 61, 49, 49, 0, 0
INVAR-4, Run: 003, P, 0, 28, 0, 0, 1, 0, 0, 25, 83, 83, 0, 0
INVAR-4, Run: 004, P, 0, 26, 0, 0, 1, 0, 0, 31, 79, 79, 0, 0
INVAR-4, Run: 005, P, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1
INVAR-4, Run: 006, P, 0, 26, 0, 0, 1, 0, 0, 0, 110, 110, 0, 0
INVAR-4, Run: 007, P, 0, 25, 0, 0, 0, 0, 0, 110, 0, 3, 1, 3
INVAR-4, Run: 008, P, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1
INVAR-4, Run: 009, P, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1
INVAR-4, Run: 010, P, 0, 30, 0, 0, 1, 0, 0, 10, 96, 96, 0, 0
INVAR-4, Run: 011, P, 0, 26, 0, 0, 1, 0, 0, 68, 42, 42, 0, 0
INVAR-4, Run: 012, P, 0, 26, 0, 0, 1, 0, 0, 71, 39, 39, 0, 0
INVAR-4, Run: 013, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 014, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 015, P, 0, 28, 0, 0, 1, 0, 0, 8, 100, 100, 0, 0
INVAR-4, Run: 016, P, 0, 28, 0, 0, 0, 0, 0, 102, 6, 7, 0, 1
INVAR-4, Run: 017, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 018, P, 0, 26, 0, 0, 1, 0, 0, 12, 98, 98, 0, 0
INVAR-4, Run: 019, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 020, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 021, P, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1
INVAR-4, Run: 022, P, 0, 28, 0, 0, 0, 0, 0, 98, 10, 11, 0, 1
INVAR-4, Run: 023, P, 0, 30, 0, 0, 1, 0, 0, 3, 103, 103, 0, 0
INVAR-4, Run: 024, P, 0, 26, 0, 0, 1, 0, 0, 22, 88, 88, 0, 0
INVAR-4, Run: 025, P, 0, 28, 0, 0, 1, 0, 0, 12, 96, 96, 0, 0
INVAR-4, Run: 026, P, 0, 24, 0, 0, 1, 0, 0, 32, 80, 80, 0, 0
INVAR-4, Run: 027, P, 0, 28, 0, 0, 1, 0, 0, 32, 76, 76, 0, 0
INVAR-4, Run: 028, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 029, P, 0, 28, 0, 0, 1, 0, 0, 6, 102, 102, 0, 0
INVAR-4, Run: 030, P, 0, 32, 0, 0, 0, 0, 0, 104, 0, 1, 1, 1
INVAR-4, Run: 031, P, 0, 30, 0, 0, 1, 0, 0, 2, 104, 104, 0, 0
INVAR-4, Run: 032, P, 0, 32, 0, 0, 1, 0, 0, 21, 83, 83, 0, 0
INVAR-4, Run: 033, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 034, P, 0, 28, 0, 0, 1, 0, 0, 70, 38, 38, 0, 0
INVAR-4, Run: 035, P, 0, 30, 0, 0, 1, 0, 0, 7, 99, 99, 0, 0
INVAR-4, Run: 036, P, 0, 28, 0, 0, 1, 0, 0, 15, 93, 93, 0, 0
INVAR-4, Run: 037, P, 0, 26, 0, 0, 1, 0, 0, 68, 42, 42, 0, 0
INVAR-4, Run: 038, P, 0, 30, 0, 0, 1, 0, 0, 1, 105, 105, 0, 0
INVAR-4, Run: 039, P, 0, 27, 0, 0, 0, 0, 0, 108, 0, 3, 1, 3
INVAR-4, Run: 040, P, 0, 30, 0, 0, 1, 0, 0, 10, 96, 96, 0, 0
INVAR-4, Run: 041, P, 0, 28, 0, 0, 1, 0, 0, 13, 95, 95, 0, 0
INVAR-4, Run: 042, P, 0, 22, 0, 0, 0, 0, 0, 114, 0, 1, 1, 1
INVAR-4, Run: 043, P, 0, 28, 0, 0, 1, 0, 0, 1, 107, 107, 0, 0
INVAR-4, Run: 044, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 045, P, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1
INVAR-4, Run: 046, P, 0, 34, 0, 0, 1, 0, 0, 4, 98, 98, 0, 0
INVAR-4, Run: 047, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 048, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 049, P, 0, 28, 0, 0, 1, 0, 0, 13, 95, 95, 0, 0
INVAR-4, Run: 050, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 051, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 052, P, 0, 26, 0, 0, 1, 0, 0, 6, 104, 104, 0, 0
INVAR-4, Run: 053, P, 0, 26, 0, 0, 1, 0, 0, 70, 40, 40, 0, 0
INVAR-4, Run: 054, P, 0, 24, 0, 0, 1, 0, 0, 38, 74, 74, 0, 0
INVAR-4, Run: 055, P, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1
INVAR-4, Run: 056, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 057, P, 0, 25, 0, 0, 0, 0, 0, 110, 0, 3, 1, 3
INVAR-4, Run: 058, P, 0, 22, 0, 0, 0, 0, 0, 114, 0, 1, 1, 1
INVAR-4, Run: 059, P, 0, 28, 0, 0, 1, 0, 0, 9, 99, 99, 0, 0
INVAR-4, Run: 060, P, 0, 32, 0, 0, 0, 0, 0, 104, 0, 1, 1, 1
INVAR-4, Run: 061, P, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1
INVAR-4, Run: 062, P, 0, 28, 0, 0, 1, 0, 0, 0, 108, 108, 0, 0
INVAR-4, Run: 063, P, 0, 26, 0, 0, 1, 0, 0, 90, 20, 20, 0, 0
INVAR-4, Run: 064, P, 0, 30, 0, 0, 1, 0, 0, 19, 87, 87, 0, 0
INVAR-4, Run: 065, P, 0, 26, 0, 0, 1, 0, 0, 52, 58, 58, 0, 0
INVAR-4, Run: 066, P, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1
INVAR-4, Run: 067, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 068, P, 0, 28, 0, 0, 1, 0, 0, 60, 48, 48, 0, 0
INVAR-4, Run: 069, P, 0, 26, 0, 0, 1, 0, 0, 6, 104, 104, 0, 0
INVAR-4, Run: 070, P, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1
INVAR-4, Run: 071, P, 0, 30, 0, 0, 1, 0, 0, 57, 49, 49, 0, 0
INVAR-4, Run: 072, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 073, P, 0, 30, 0, 0, 1, 0, 0, 74, 32, 32, 0, 0
INVAR-4, Run: 074, P, 0, 28, 0, 0, 0, 0, 0, 99, 9, 10, 0, 1
INVAR-4, Run: 075, P, 0, 24, 0, 0, 1, 0, 0, 63, 49, 49, 0, 0
INVAR-4, Run: 076, P, 0, 26, 0, 0, 1, 0, 0, 43, 67, 67, 0, 0
INVAR-4, Run: 077, P, 0, 25, 0, 0, 0, 0, 0, 110, 0, 3, 1, 3
INVAR-4, Run: 078, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 079, P, 0, 22, 0, 0, 0, 0, 0, 114, 0, 1, 1, 1
INVAR-4, Run: 080, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-4, Run: 081, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 082, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 083, P, 0, 32, 0, 0, 1, 0, 0, 90, 14, 14, 0, 0
INVAR-4, Run: 084, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 085, P, 0, 30, 0, 0, 1, 0, 0, 90, 16, 16, 0, 0
INVAR-4, Run: 086, P, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1
INVAR-4, Run: 087, P, 0, 28, 0, 0, 1, 0, 0, 8, 100, 100, 0, 0
INVAR-4, Run: 088, P, 0, 26, 0, 0, 1, 0, 0, 28, 82, 82, 0, 0
INVAR-4, Run: 089, P, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1
INVAR-4, Run: 090, P, 0, 28, 0, 0, 1, 0, 0, 45, 63, 63, 0, 0
INVAR-4, Run: 091, P, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1
INVAR-4, Run: 092, P, 0, 28, 0, 0, 1, 0, 0, 1, 107, 107, 0, 0
INVAR-4, Run: 093, P, 0, 28, 0, 0, 1, 0, 0, 2, 106, 106, 0, 0
INVAR-4, Run: 094, P, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1
INVAR-4, Run: 095, P, 0, 28, 0, 0, 1, 0, 0, 10, 98, 98, 0, 0
INVAR-4, Run: 096, P, 0, 26, 0, 0, 1, 0, 0, 0, 110, 110, 0, 0
INVAR-4, Run: 097, P, 0, 24, 2, 0, 1, 0, 0, 1, 113, 113, 0, 0
INVAR-4, Run: 098, P, 0, 24, 0, 0, 1, 0, 0, 58, 54, 54, 0, 0
INVAR-4, Run: 099, P, 0, 28, 0, 0, 1, 0, 0, 17, 91, 91, 0, 0
INVAR-4, Run: 100, P, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1
INVAR-5, Run: 001, P, 0, 32, 0, 0, 0, 0, 0, 152, 0, 3, 1, 3
INVAR-5, Run: 002, P, 0, 37, 0, 0, 1, 0, 0, 15, 133, 133, 0, 0
INVAR-5, Run: 003, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
INVAR-5, Run: 004, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
INVAR-5, Run: 005, P, 0, 39, 0, 0, 1, 0, 0, 33, 113, 113, 0, 0
INVAR-5, Run: 006, P, 0, 31, 0, 0, 1, 0, 0, 47, 107, 107, 0, 0
INVAR-5, Run: 007, P, 0, 37, 0, 0, 1, 0, 0, 24, 124, 124, 0, 0
INVAR-5, Run: 008, P, 0, 31, 0, 0, 1, 0, 0, 15, 139, 139, 0, 0
INVAR-5, Run: 009, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
INVAR-5, Run: 010, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
INVAR-5, Run: 011, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
INVAR-5, Run: 012, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
INVAR-5, Run: 013, P, 0, 35, 0, 0, 1, 0, 0, 47, 103, 103, 0, 0
INVAR-5, Run: 014, P, 0, 37, 0, 0, 1, 0, 0, 116, 32, 32, 0, 0
INVAR-5, Run: 015, P, 0, 41, 0, 0, 1, 0, 0, 5, 139, 139, 0, 0
INVAR-5, Run: 016, P, 0, 39, 0, 0, 1, 0, 0, 18, 128, 128, 0, 0
INVAR-5, Run: 017, P, 0, 39, 0, 0, 1, 0, 0, 86, 60, 60, 0, 0
INVAR-5, Run: 018, P, 0, 39, 0, 0, 1, 0, 0, 32, 114, 114, 0, 0
INVAR-5, Run: 019, P, 0, 41, 0, 0, 0, 0, 0, 144, 0, 1, 1, 1
INVAR-5, Run: 020, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
INVAR-5, Run: 021, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
INVAR-5, Run: 022, P, 0, 37, 0, 0, 1, 0, 0, 104, 44, 44, 0, 0
INVAR-5, Run: 023, P, 0, 35, 0, 0, 1, 0, 0, 49, 101, 101, 0, 0
INVAR-5, Run: 024, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
INVAR-5, Run: 025, P, 0, 37, 0, 0, 1, 0, 0, 43, 105, 105, 0, 0
INVAR-5, Run: 026, P, 0, 31, 0, 0, 1, 0, 0, 11, 143, 143, 0, 0
INVAR-5, Run: 027, P, 0, 35, 0, 0, 1, 0, 0, 124, 26, 26, 0, 0
INVAR-5, Run: 028, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
INVAR-5, Run: 029, P, 0, 43, 0, 0, 0, 0, 0, 142, 0, 1, 1, 1
INVAR-5, Run: 030, P, 0, 37, 0, 0, 1, 0, 0, 114, 34, 34, 0, 0
INVAR-5, Run: 031, P, 0, 33, 0, 0, 1, 0, 0, 21, 131, 131, 0, 0
INVAR-5, Run: 032, P, 0, 33, 0, 0, 1, 0, 0, 19, 133, 133, 0, 0
INVAR-5, Run: 033, P, 0, 33, 0, 0, 1, 0, 0, 46, 106, 106, 0, 0
INVAR-5, Run: 034, P, 0, 36, 0, 0, 0, 0, 0, 148, 0, 3, 1, 3
INVAR-5, Run: 035, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
INVAR-5, Run: 036, P, 0, 39, 0, 0, 1, 0, 0, 100, 46, 46, 0, 0
INVAR-5, Run: 037, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
INVAR-5, Run: 038, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
INVAR-5, Run: 039, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
INVAR-5, Run: 040, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
INVAR-5, Run: 041, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
INVAR-5, Run: 042, P, 0, 33, 0, 0, 1, 0, 0, 27, 125, 125, 0, 0
