Input Number, Run_Number, Result@ 100, F, Y, CE, X1, A, B, C, PO, D, CO, PE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 091, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 1113, 31, 41, 1103, 28, 18, 9, 33, 22, 56, 230, 109
INVAR-2, Run: 092, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 6, 1, 31, 8, 56, 433, 21, 27, 427, 28, 14, 13, 31, 24, 56, 320, 156
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 896, 23, 39, 880, 28, 17, 10, 36, 20, 56, 208, 96
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 20, 1, 38, 20, 56, 825, 8, 28, 805, 28, 21, 6, 38, 18, 56, 190, 85
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 537, 25, 35, 527, 28, 21, 6, 33, 23, 56, 242, 116
INVAR-2, Run: 096, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 350, 16, 26, 340, 28, 12, 15, 33, 22, 56, 156, 72
INVAR-2, Run: 097, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 723, 21, 33, 711, 28, 18, 9, 34, 21, 56, 234, 110
INVAR-2, Run: 098, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 822, 21, 33, 810, 28, 20, 7, 34, 21, 56, 350, 168
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 664, 21, 35, 650, 28, 19, 8, 35, 21, 56, 262, 124
INVAR-2, Run: 100, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 662, 23, 37, 648, 28, 21, 6, 35, 20, 56, 346, 165
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3637, 74, 100, 3611, 82, 52, 29, 95, 69, 164, 2226, 1100
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3760, 47, 77, 3730, 82, 49, 32, 97, 67, 164, 1574, 772
INVAR-3, Run: 003, P, 0, 0, 4, 0, 0, 0, 0, 0, 496, 28, 1, 96, 32, 164, 3777, 66, 94, 3749, 82, 46, 35, 96, 66, 164, 1582, 775
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3613, 45, 75, 3583, 82, 52, 29, 97, 67, 164, 2368, 1169
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3381, 50, 74, 3357, 82, 58, 23, 94, 70, 164, 1676, 826
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 3931, 45, 79, 3897, 82, 49, 32, 99, 65, 164, 1632, 799
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3402, 56, 80, 3378, 82, 49, 32, 94, 70, 164, 1910, 943
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3058, 42, 68, 3032, 82, 51, 30, 95, 69, 164, 1946, 960
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4009, 66, 94, 3981, 82, 54, 27, 96, 68, 164, 1774, 873
INVAR-3, Run: 010, P, 1, 0, 3, 0, 0, 0, 0, 0, 496, 26, 1, 95, 29, 164, 3951, 79, 105, 3925, 82, 48, 33, 95, 67, 164, 2118, 1044
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4163, 46, 74, 4135, 82, 50, 31, 96, 68, 164, 1640, 806
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3136, 57, 81, 3112, 82, 46, 35, 94, 70, 164, 2290, 1133
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 32, 1, 98, 32, 164, 2786, 58, 90, 2754, 82, 51, 30, 98, 66, 164, 1664, 816
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3773, 64, 94, 3743, 82, 48, 33, 97, 67, 164, 1718, 844
INVAR-3, Run: 015, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 24, 1, 94, 26, 164, 4157, 59, 83, 4133, 82, 57, 24, 94, 69, 164, 1460, 717
INVAR-3, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3180, 64, 92, 3152, 82, 56, 25, 96, 68, 164, 1624, 798
INVAR-3, Run: 017, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 38, 1, 101, 40, 164, 4000, 56, 94, 3962, 82, 58, 23, 101, 62, 164, 2008, 984
INVAR-3, Run: 018, P, 0, 0, 4, 0, 0, 0, 0, 0, 496, 24, 1, 94, 28, 164, 3578, 57, 81, 3554, 82, 51, 30, 94, 68, 164, 1996, 984
INVAR-3, Run: 019, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 26, 1, 95, 27, 164, 3503, 63, 89, 3477, 82, 55, 26, 95, 68, 164, 1676, 824
INVAR-3, Run: 020, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 32, 1, 98, 34, 164, 3391, 65, 97, 3359, 82, 53, 28, 98, 65, 164, 1420, 693
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 4645, 53, 87, 4611, 82, 54, 27, 99, 65, 164, 1286, 626
INVAR-3, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3728, 61, 85, 3704, 82, 57, 24, 94, 70, 164, 1878, 927
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 2973, 54, 78, 2949, 82, 47, 34, 94, 70, 164, 2228, 1102
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3345, 73, 97, 3321, 82, 45, 36, 94, 70, 164, 2180, 1078
INVAR-3, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 4752, 52, 82, 4722, 82, 55, 26, 97, 67, 164, 2122, 1046
INVAR-3, Run: 026, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 34, 1, 99, 35, 164, 3218, 60, 94, 3184, 82, 48, 33, 99, 64, 164, 1494, 729
INVAR-3, Run: 027, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 40, 1, 102, 42, 164, 3549, 66, 106, 3509, 82, 53, 28, 102, 61, 164, 1234, 596
INVAR-3, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 4382, 56, 80, 4358, 82, 55, 26, 94, 70, 164, 1652, 814
INVAR-3, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 32, 1, 98, 32, 164, 4282, 63, 95, 4250, 82, 51, 30, 98, 66, 164, 1730, 849
INVAR-3, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3879, 60, 86, 3853, 82, 56, 25, 95, 69, 164, 1528, 751
INVAR-3, Run: 031, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 3682, 45, 75, 3652, 82, 53, 28, 97, 66, 164, 1966, 967
INVAR-3, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 2876, 63, 91, 2848, 82, 54, 27, 96, 68, 164, 1670, 821
INVAR-3, Run: 033, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 3156, 74, 102, 3128, 82, 38, 43, 96, 67, 164, 1884, 927
INVAR-3, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 3703, 54, 88, 3669, 82, 44, 37, 99, 65, 164, 1364, 665
INVAR-3, Run: 035, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 4217, 54, 78, 4193, 82, 53, 28, 94, 70, 164, 1942, 959
INVAR-3, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3835, 62, 88, 3809, 82, 61, 20, 95, 69, 164, 1746, 860
INVAR-3, Run: 037, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 2541, 62, 90, 2513, 82, 49, 32, 96, 67, 164, 3048, 1509
INVAR-3, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3872, 55, 85, 3842, 82, 53, 28, 97, 67, 164, 1860, 915
INVAR-3, Run: 039, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 26, 1, 95, 27, 164, 3698, 57, 83, 3672, 82, 57, 24, 95, 68, 164, 2556, 1264
INVAR-3, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 4582, 49, 83, 4548, 82, 50, 31, 99, 65, 164, 1366, 666
INVAR-3, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 3930, 44, 78, 3896, 82, 55, 26, 99, 65, 164, 1916, 941
INVAR-3, Run: 042, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 30, 1, 97, 31, 164, 4187, 55, 85, 4157, 82, 58, 23, 97, 66, 164, 1974, 971
INVAR-3, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 38, 1, 101, 38, 164, 3848, 52, 90, 3810, 82, 50, 31, 101, 63, 164, 1198, 580
INVAR-3, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3828, 69, 95, 3802, 82, 42, 39, 95, 69, 164, 2010, 992
INVAR-3, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 4328, 71, 101, 4298, 82, 45, 36, 97, 67, 164, 1750, 860
INVAR-3, Run: 046, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 4048, 59, 87, 4020, 82, 51, 30, 96, 67, 164, 1370, 670
INVAR-3, Run: 047, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 32, 1, 98, 32, 164, 3956, 53, 85, 3924, 82, 55, 26, 98, 66, 164, 1728, 848
INVAR-3, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3744, 62, 90, 3716, 82, 43, 38, 96, 68, 164, 1486, 729
INVAR-3, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 40, 1, 102, 40, 164, 3325, 63, 103, 3285, 82, 54, 27, 102, 62, 164, 1176, 568
INVAR-3, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 38, 1, 101, 38, 164, 3936, 44, 82, 3898, 82, 59, 22, 101, 63, 164, 1148, 555
INVAR-3, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3708, 60, 88, 3680, 82, 57, 24, 96, 68, 164, 1616, 794
INVAR-3, Run: 052, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 32, 1, 98, 34, 164, 3778, 52, 84, 3746, 82, 57, 24, 98, 65, 164, 2468, 1217
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4530, 59, 87, 4502, 82, 49, 32, 96, 68, 164, 1712, 842
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3753, 63, 89, 3727, 82, 54, 27, 95, 69, 164, 1570, 772
INVAR-3, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3717, 71, 101, 3687, 82, 52, 29, 97, 67, 164, 1748, 859
INVAR-3, Run: 056, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 3862, 52, 80, 3834, 82, 56, 25, 96, 67, 164, 1724, 847
INVAR-3, Run: 057, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 3293, 54, 82, 3265, 82, 57, 24, 96, 67, 164, 1386, 678
INVAR-3, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4199, 60, 88, 4171, 82, 50, 31, 96, 68, 164, 1992, 982
INVAR-3, Run: 059, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 4953, 68, 98, 4923, 82, 46, 35, 97, 66, 164, 2076, 1022
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 20, 1, 92, 20, 164, 4023, 65, 85, 4003, 82, 53, 28, 92, 72, 164, 1654, 817
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4953, 68, 96, 4925, 82, 56, 25, 96, 68, 164, 1896, 934
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 42, 1, 103, 42, 164, 3939, 64, 106, 3897, 82, 48, 33, 103, 61, 164, 2434, 1196
INVAR-3, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 38, 1, 101, 38, 164, 4742, 51, 89, 4704, 82, 57, 24, 101, 63, 164, 1846, 904
INVAR-3, Run: 064, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3890, 66, 92, 3864, 82, 51, 30, 95, 68, 164, 1880, 926
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 32, 1, 98, 32, 164, 4852, 55, 87, 4820, 82, 61, 20, 98, 66, 164, 1650, 809
INVAR-3, Run: 066, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 3861, 57, 85, 3833, 82, 54, 27, 96, 67, 164, 1936, 953
INVAR-3, Run: 067, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 32, 1, 98, 34, 164, 3752, 48, 80, 3720, 82, 48, 33, 98, 65, 164, 1984, 975
INVAR-3, Run: 068, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3571, 50, 76, 3545, 82, 50, 31, 95, 69, 164, 1690, 832
INVAR-3, Run: 069, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 28, 1, 96, 29, 164, 3696, 54, 82, 3668, 82, 43, 38, 96, 67, 164, 1474, 722
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3191, 58, 82, 3167, 82, 51, 30, 94, 70, 164, 2104, 1040
INVAR-3, Run: 071, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 38, 1, 101, 38, 164, 4227, 49, 87, 4189, 82, 57, 24, 101, 63, 164, 1590, 776
INVAR-3, Run: 072, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 36, 1, 100, 36, 164, 3929, 65, 101, 3893, 82, 55, 26, 100, 64, 164, 1668, 816
INVAR-3, Run: 073, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 26, 1, 95, 27, 164, 3184, 66, 92, 3158, 82, 46, 35, 95, 68, 164, 1888, 930
INVAR-3, Run: 074, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 36, 1, 100, 36, 164, 2918, 44, 80, 2882, 82, 59, 22, 100, 64, 164, 1546, 755
INVAR-3, Run: 075, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 2974, 46, 74, 2946, 82, 56, 25, 96, 68, 164, 1730, 851
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3298, 45, 69, 3274, 82, 53, 28, 94, 70, 164, 1832, 904
INVAR-3, Run: 077, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 20, 1, 92, 22, 164, 3123, 63, 83, 3103, 82, 51, 30, 92, 71, 164, 1630, 804
INVAR-3, Run: 078, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 32, 1, 98, 34, 164, 3299, 55, 87, 3267, 82, 55, 26, 98, 65, 164, 2266, 1116
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3501, 67, 93, 3475, 82, 50, 31, 95, 69, 164, 2100, 1037
INVAR-3, Run: 080, P, 1, 0, 3, 0, 0, 0, 0, 0, 496, 28, 1, 96, 31, 164, 3733, 62, 90, 3705, 82, 53, 28, 96, 66, 164, 1750, 859
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4152, 64, 92, 4124, 82, 39, 42, 96, 68, 164, 1396, 684
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 40, 1, 102, 40, 164, 4933, 66, 106, 4893, 82, 48, 33, 102, 62, 164, 1746, 853
INVAR-3, Run: 083, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 26, 1, 95, 27, 164, 3228, 43, 69, 3202, 82, 57, 24, 95, 68, 164, 1572, 772
INVAR-3, Run: 084, P, 1, 0, 1, 0, 0, 0, 0, 0, 494, 28, 1, 96, 29, 164, 4830, 77, 105, 4802, 82, 57, 24, 96, 67, 164, 2280, 1125
INVAR-3, Run: 085, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 3328, 62, 92, 3298, 82, 52, 29, 97, 66, 164, 1874, 921
INVAR-3, Run: 086, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3488, 66, 92, 3462, 82, 51, 30, 95, 68, 164, 1556, 764
INVAR-3, Run: 087, P, 0, 0, 4, 0, 0, 0, 0, 0, 496, 32, 1, 98, 36, 164, 3845, 53, 85, 3813, 82, 54, 27, 98, 64, 164, 1346, 655
INVAR-3, Run: 088, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 2794, 56, 82, 2768, 82, 50, 31, 95, 68, 164, 1226, 599
INVAR-3, Run: 089, P, 1, 0, 3, 0, 0, 0, 0, 0, 496, 28, 1, 96, 31, 164, 2874, 51, 79, 2846, 82, 53, 28, 96, 66, 164, 1488, 728
INVAR-3, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3940, 59, 89, 3910, 82, 46, 35, 97, 67, 164, 2196, 1083
INVAR-3, Run: 091, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3736, 57, 83, 3710, 82, 48, 33, 95, 68, 164, 1706, 839
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3680, 65, 93, 3652, 82, 51, 30, 96, 68, 164, 1866, 919
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3400, 60, 84, 3376, 82, 55, 26, 94, 70, 164, 1998, 987
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 4857, 50, 84, 4823, 82, 51, 30, 99, 65, 164, 1730, 848
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3724, 66, 94, 3696, 82, 54, 27, 96, 68, 164, 1928, 950
INVAR-3, Run: 096, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 24, 1, 94, 26, 164, 3115, 62, 86, 3091, 82, 51, 30, 94, 69, 164, 1488, 731
INVAR-3, Run: 097, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 38, 1, 101, 40, 164, 3980, 51, 89, 3942, 82, 59, 22, 101, 62, 164, 2122, 1041
INVAR-3, Run: 098, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 22, 1, 93, 24, 164, 2989, 65, 87, 2967, 82, 56, 25, 93, 70, 164, 2618, 1297
INVAR-3, Run: 099, P, 0, 0, 2, 0, 0, 0, 0, 0, 494, 24, 1, 94, 26, 164, 3569, 65, 89, 3545, 82, 46, 35, 94, 69, 164, 1596, 785
INVAR-3, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 3686, 58, 92, 3652, 82, 55, 26, 99, 65, 164, 1726, 846
INVAR-4, Run: 001, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 595, 11, 18, 471, 19, 11, 8, 23, 16, 39, 141, 67
INVAR-4, Run: 002, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 420, 25, 36, 292, 19, 11, 8, 25, 14, 39, 179, 84
INVAR-4, Run: 003, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 471, 13, 26, 341, 19, 11, 8, 26, 13, 39, 123, 55
INVAR-4, Run: 004, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 459, 20, 29, 333, 19, 9, 10, 24, 15, 39, 239, 115
INVAR-4, Run: 005, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 554, 16, 27, 426, 19, 12, 7, 25, 14, 39, 265, 127
INVAR-4, Run: 006, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 602, 16, 27, 474, 19, 14, 5, 25, 14, 39, 137, 63
INVAR-4, Run: 007, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 426, 19, 30, 298, 19, 12, 7, 25, 14, 39, 65, 27
INVAR-4, Run: 008, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 708, 19, 32, 578, 19, 13, 6, 26, 13, 39, 297, 142
INVAR-4, Run: 009, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 319, 10, 19, 193, 19, 8, 11, 24, 15, 39, 91, 41
INVAR-4, Run: 010, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 823, 13, 22, 697, 19, 12, 7, 24, 15, 39, 165, 78
INVAR-4, Run: 011, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 419, 14, 21, 295, 19, 13, 6, 23, 16, 39, 187, 90
INVAR-4, Run: 012, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 471, 8, 15, 347, 19, 15, 4, 23, 16, 39, 133, 63
INVAR-4, Run: 013, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 728, 23, 38, 596, 19, 13, 6, 27, 12, 39, 99, 42
INVAR-4, Run: 014, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 542, 20, 31, 414, 19, 9, 10, 25, 14, 39, 109, 49
INVAR-4, Run: 015, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 796, 14, 21, 672, 19, 13, 6, 23, 16, 39, 145, 69
INVAR-4, Run: 016, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 789, 16, 23, 665, 19, 12, 7, 23, 16, 39, 45, 19
INVAR-4, Run: 017, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 804, 15, 26, 676, 19, 14, 5, 25, 14, 39, 135, 62
INVAR-4, Run: 018, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 685, 22, 37, 553, 19, 8, 11, 27, 12, 39, 175, 80
INVAR-4, Run: 019, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 382, 17, 28, 254, 19, 13, 6, 25, 14, 39, 177, 83
INVAR-4, Run: 020, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 716, 20, 35, 584, 19, 16, 3, 27, 12, 39, 89, 37
INVAR-4, Run: 021, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 601, 14, 29, 469, 19, 8, 11, 27, 12, 39, 215, 100
INVAR-4, Run: 022, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 670, 21, 32, 542, 19, 15, 4, 25, 14, 39, 223, 106
INVAR-4, Run: 023, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 504, 20, 31, 376, 19, 11, 8, 25, 14, 39, 189, 89
INVAR-4, Run: 024, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 666, 12, 23, 538, 19, 13, 6, 25, 14, 39, 125, 57
INVAR-4, Run: 025, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 595, 19, 30, 467, 19, 12, 7, 25, 14, 39, 129, 59
INVAR-4, Run: 026, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 456, 10, 23, 326, 19, 12, 7, 26, 13, 39, 217, 102
INVAR-4, Run: 027, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 611, 14, 27, 481, 19, 14, 5, 26, 13, 39, 181, 84
INVAR-4, Run: 028, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 469, 16, 27, 341, 19, 13, 6, 25, 14, 39, 101, 45
INVAR-4, Run: 029, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 415, 19, 28, 289, 19, 12, 7, 24, 15, 39, 105, 48
INVAR-4, Run: 030, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 437, 13, 26, 307, 19, 15, 4, 26, 13, 39, 105, 46
INVAR-4, Run: 031, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 568, 15, 22, 444, 19, 14, 5, 23, 16, 39, 227, 110
INVAR-4, Run: 032, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 620, 7, 18, 492, 19, 13, 6, 25, 14, 39, 101, 45
INVAR-4, Run: 033, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 385, 17, 30, 255, 19, 10, 9, 26, 13, 39, 95, 41
INVAR-4, Run: 034, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 387, 10, 19, 261, 19, 13, 6, 24, 15, 39, 113, 52
INVAR-4, Run: 035, P, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 770, 16, 25, 644, 19, 12, 7, 24, 15, 39, 187, 89
