Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AIuAJab, AGuAIab, Leaderai, AIuAJX1, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 0, 54, 28, 0, 0, 27, 1, 0, 27, 11, 29, 12, 2, 1, 51, 5, 0, 3, 1, 9, 2, 1, 1, 0, 28, 0, 0, 11, 2, 12, 3, 1, 0, 0, 6, 0, 2, 1, 3, 2, 1, 52, 4, 0, 4, 1, 1, 9, 2, 1, 1, 1, 1, 1, 14, 0, 9, 0, 84, 1, 0, 0, 0, 0, 0, 0, 0, 2, 39, 12, 40, 12, 0, 14, 0, 0, 84, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 0, 51, 27, 1, 0, 26, 2, 0, 7, 3, 11, 4, 5, 1, 54, 2, 0, 26, 4, 29, 5, 1, 1, 0, 28, 0, 0, 25, 4, 26, 5, 1, 0, 0, 1, 0, 7, 2, 8, 3, 1, 54, 2, 0, 23, 0, 11, 26, 12, 1, 1, 1, 1, 1, 19, 0, 7, 0, 81, 3, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 8, 1, 0, 9, 0, 0, 85, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 55, 26, 2, 0, 25, 3, 0, 18, 2, 24, 3, 0, 1, 55, 1, 0, 5, 1, 7, 2, 1, 1, 1, 27, 1, 0, 2, 0, 3, 0, 0, 0, 0, 3, 0, 1, 2, 1, 2, 1, 54, 2, 0, 3, 1, 2, 6, 3, 1, 1, 1, 1, 1, 17, 0, 5, 0, 86, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7, 2, 12, 3, 1, 10, 0, 0, 79, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 55, 28, 0, 0, 26, 2, 0, 17, 5, 20, 6, 1, 1, 56, 0, 0, 15, 6, 16, 7, 1, 1, 0, 28, 0, 0, 12, 2, 13, 3, 1, 0, 0, 16, 0, 5, 1, 6, 2, 1, 55, 1, 0, 20, 0, 3, 22, 4, 1, 1, 1, 1, 1, 16, 0, 18, 0, 79, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 11, 0, 0, 85, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 040, P, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 52, 24, 4, 0, 27, 1, 0, 3, 2, 9, 3, 4, 1, 53, 1, 0, 0, 0, 2, 1, 1, 1, 0, 27, 0, 0, 4, 0, 5, 1, 1, 0, 0, 15, 0, 5, 0, 6, 1, 1, 50, 3, 1, 1, 4, 0, 6, 2, 1, 1, 1, 1, 1, 15, 0, 20, 0, 80, 2, 0, 0, 0, 0, 0, 0, 0, 5, 15, 3, 18, 4, 1, 12, 0, 0, 81, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 53, 28, 0, 0, 26, 2, 0, 1, 0, 4, 1, 2, 1, 54, 2, 0, 2, 1, 5, 2, 1, 1, 1, 27, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 52, 3, 1, 4, 0, 1, 9, 3, 1, 1, 1, 1, 1, 18, 0, 9, 0, 85, 1, 1, 0, 0, 0, 0, 0, 0, 2, 34, 8, 37, 10, 1, 9, 0, 0, 82, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 52, 28, 0, 0, 27, 1, 0, 24, 5, 26, 6, 4, 1, 52, 4, 0, 11, 7, 16, 8, 1, 1, 0, 28, 0, 0, 25, 1, 26, 2, 1, 0, 0, 3, 0, 0, 1, 1, 2, 1, 50, 5, 1, 12, 1, 7, 19, 9, 1, 1, 1, 1, 1, 14, 0, 8, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 3, 17, 4, 1, 14, 0, 0, 87, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 043, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 1, 53, 26, 2, 0, 26, 1, 0, 0, 0, 4, 1, 3, 1, 54, 2, 0, 6, 5, 9, 6, 1, 1, 0, 28, 0, 0, 8, 3, 9, 4, 1, 0, 0, 1, 0, 9, 3, 10, 4, 1, 53, 3, 0, 9, 0, 1, 13, 2, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 93, 0, 0, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 73, 2, 1, 17, 0, 0, 1, 0, 5, 1, 2, 1
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 26, 0, 0, 0, 2, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 24, 4, 0, 25, 3, 0, 9, 1, 17, 2, 2, 1, 54, 2, 0, 6, 2, 9, 3, 1, 1, 0, 26, 1, 0, 5, 1, 7, 2, 1, 0, 1, 44, 1, 11, 5, 12, 5, 0, 53, 3, 0, 11, 7, 2, 14, 2, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 56, 56, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 27, 1, 0, 26, 2, 0, 10, 1, 14, 2, 2, 1, 52, 3, 1, 46, 21, 51, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 27, 0, 1, 27, 1, 0, 20, 3, 23, 5, 1, 1, 55, 1, 0, 19, 4, 21, 5, 1, 1, 1, 28, 0, 0, 3, 1, 4, 2, 1, 0, 0, 7, 0, 32, 4, 33, 5, 1, 56, 0, 0, 16, 1, 4, 17, 5, 1, 1, 1, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 0, 0, 0, 0, 0, 0, 0, 0, 54, 28, 0, 0, 26, 2, 0, 25, 8, 28, 9, 0, 1, 54, 2, 0, 3, 0, 6, 1, 1, 1, 2, 26, 1, 0, 5, 1, 6, 1, 0, 1, 0, 1, 1, 4, 0, 5, 1, 1, 55, 1, 0, 20, 1, 10, 22, 11, 1, 1, 1, 1, 1, 15, 0, 4, 0, 83, 1, 0, 0, 0, 0, 0, 0, 0, 4, 34, 4, 35, 4, 0, 11, 0, 0, 85, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 52, 28, 0, 0, 25, 3, 0, 12, 1, 16, 2, 4, 1, 51, 4, 1, 4, 1, 10, 3, 1, 1, 0, 27, 1, 0, 4, 1, 5, 1, 0, 0, 0, 6, 0, 3, 2, 3, 2, 1, 54, 2, 0, 15, 0, 1, 18, 2, 1, 1, 1, 1, 1, 13, 0, 11, 0, 90, 1, 1, 0, 0, 0, 0, 0, 0, 1, 7, 2, 10, 4, 1, 14, 0, 0, 77, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 049, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 1, 53, 26, 2, 0, 26, 1, 0, 4, 2, 8, 3, 2, 1, 55, 0, 0, 6, 1, 7, 2, 1, 1, 0, 26, 1, 0, 7, 4, 8, 4, 0, 0, 0, 2, 1, 4, 1, 5, 2, 1, 54, 1, 0, 8, 1, 3, 10, 4, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 77, 0, 0, 11, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 86, 3, 0, 15, 0, 0, 21, 8, 25, 1, 9, 1
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 0, 0, 0, 0, 0, 0, 0, 0, 50, 27, 0, 1, 25, 3, 0, 36, 7, 41, 9, 6, 1, 53, 3, 0, 8, 3, 12, 4, 1, 1, 0, 27, 1, 0, 0, 0, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 53, 3, 0, 8, 1, 2, 12, 3, 1, 1, 1, 1, 1, 13, 0, 25, 0, 85, 1, 1, 0, 0, 0, 0, 0, 0, 2, 16, 4, 18, 5, 0, 14, 0, 0, 82, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 54, 28, 0, 0, 27, 1, 0, 22, 3, 24, 4, 2, 1, 53, 3, 0, 17, 4, 21, 5, 1, 1, 0, 28, 0, 0, 8, 0, 9, 1, 1, 0, 0, 4, 0, 1, 2, 2, 3, 1, 56, 0, 0, 21, 0, 6, 22, 7, 1, 1, 1, 1, 1, 13, 0, 7, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 4, 5, 1, 15, 0, 0, 91, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 53, 27, 1, 0, 26, 2, 0, 14, 2, 18, 3, 3, 1, 51, 4, 1, 6, 4, 12, 6, 1, 1, 0, 27, 1, 0, 2, 1, 4, 2, 1, 0, 0, 32, 0, 8, 3, 8, 3, 1, 52, 4, 0, 9, 3, 1, 14, 2, 1, 1, 1, 1, 1, 14, 0, 36, 0, 85, 1, 0, 0, 0, 0, 0, 0, 0, 4, 7, 0, 9, 1, 1, 13, 0, 0, 83, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 0, 0, 0, 1, 168, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 27, 1, 0, 27, 1, 0, 1, 0, 4, 1, 2, 1, 53, 3, 0, 18, 3, 22, 4, 1, 1, 0, 28, 0, 0, 8, 3, 9, 4, 1, 0, 0, 24, 0, 1, 0, 2, 1, 1, 55, 1, 0, 22, 6, 2, 24, 2, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 52, 27, 1, 0, 23, 5, 0, 8, 4, 15, 5, 4, 1, 55, 1, 0, 6, 1, 8, 2, 1, 1, 0, 27, 1, 0, 10, 1, 11, 1, 0, 0, 0, 9, 0, 5, 3, 5, 3, 1, 54, 2, 0, 29, 1, 4, 32, 5, 1, 1, 1, 1, 1, 17, 0, 14, 0, 90, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 7, 1, 1, 10, 0, 0, 77, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 52, 26, 2, 0, 27, 1, 0, 6, 1, 10, 2, 4, 1, 53, 2, 1, 18, 3, 22, 5, 1, 1, 0, 27, 1, 0, 10, 4, 12, 5, 1, 0, 0, 1, 0, 17, 6, 17, 6, 1, 54, 2, 0, 5, 0, 3, 8, 4, 1, 1, 1, 1, 1, 17, 0, 6, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 2, 9, 3, 1, 10, 0, 0, 81, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 056, P, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 27, 0, 0, 0, 1, 1, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 28, 0, 0, 27, 1, 0, 17, 3, 18, 3, 3, 0, 52, 3, 1, 10, 0, 15, 2, 1, 1, 0, 27, 1, 0, 0, 1, 2, 2, 1, 0, 0, 45, 0, 3, 2, 3, 1, 0, 53, 2, 0, 0, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 50, 27, 1, 0, 26, 2, 0, 2, 0, 6, 1, 6, 1, 53, 3, 0, 20, 3, 24, 4, 1, 1, 0, 27, 1, 0, 0, 0, 1, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 51, 5, 0, 13, 2, 5, 19, 6, 1, 1, 1, 1, 1, 10, 0, 34, 0, 73, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 3, 1, 0, 17, 0, 0, 95, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 0, 0, 0, 0, 56, 27, 1, 0, 28, 0, 0, 8, 4, 10, 5, 0, 1, 53, 3, 0, 8, 1, 12, 2, 1, 1, 0, 26, 1, 0, 9, 2, 10, 2, 0, 2, 0, 16, 0, 13, 3, 13, 3, 1, 55, 1, 0, 10, 6, 0, 12, 1, 1, 1, 1, 1, 1, 12, 0, 17, 0, 81, 2, 0, 0, 0, 0, 0, 0, 0, 7, 5, 1, 8, 2, 1, 14, 0, 0, 86, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 53, 28, 0, 0, 27, 1, 0, 25, 5, 27, 6, 3, 1, 56, 0, 0, 4, 1, 5, 2, 1, 1, 0, 28, 0, 0, 1, 1, 2, 2, 1, 0, 0, 0, 0, 6, 1, 7, 2, 1, 54, 2, 0, 6, 0, 0, 9, 1, 1, 1, 1, 1, 1, 16, 0, 4, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 10, 30, 11, 1, 12, 0, 0, 88, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 0, 55, 28, 0, 0, 27, 1, 0, 3, 0, 5, 1, 1, 1, 54, 2, 0, 22, 3, 25, 4, 1, 1, 0, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 11, 0, 27, 4, 28, 5, 1, 55, 0, 0, 1, 2, 0, 2, 1, 1, 1, 1, 1, 1, 16, 0, 13, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 4, 1, 0, 12, 0, 0, 91, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 50, 27, 1, 0, 26, 2, 0, 3, 0, 7, 1, 6, 1, 55, 1, 0, 11, 4, 13, 5, 1, 1, 0, 28, 0, 0, 35, 10, 36, 11, 1, 0, 0, 4, 0, 14, 3, 15, 4, 1, 55, 1, 0, 3, 1, 0, 5, 1, 1, 1, 1, 1, 1, 15, 0, 11, 0, 88, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 1, 13, 0, 0, 78, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 26, 2, 0, 28, 0, 0, 17, 3, 20, 4, 1, 1, 54, 2, 0, 27, 9, 30, 10, 1, 1, 0, 28, 0, 0, 14, 3, 15, 4, 1, 0, 0, 17, 0, 6, 6, 7, 7, 1, 56, 0, 0, 5, 3, 1, 6, 2, 1, 1, 1, 1, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 55, 26, 2, 0, 28, 0, 0, 30, 9, 33, 10, 1, 1, 53, 3, 0, 3, 3, 7, 4, 1, 1, 0, 28, 0, 0, 24, 7, 25, 8, 1, 0, 0, 4, 0, 1, 0, 2, 1, 1, 52, 4, 0, 6, 1, 2, 11, 3, 1, 1, 1, 1, 1, 10, 0, 6, 0, 93, 2, 1, 0, 0, 0, 0, 0, 0, 2, 25, 4, 29, 6, 1, 18, 0, 0, 73, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 0, 0, 0, 0, 53, 27, 1, 0, 28, 0, 0, 12, 5, 14, 6, 3, 1, 52, 4, 0, 8, 1, 13, 2, 1, 1, 0, 27, 1, 0, 18, 7, 19, 7, 0, 0, 0, 8, 0, 14, 9, 14, 9, 1, 53, 3, 0, 4, 1, 1, 8, 2, 1, 1, 1, 1, 1, 12, 0, 12, 0, 86, 3, 0, 0, 0, 0, 0, 0, 0, 2, 12, 5, 16, 6, 1, 15, 0, 0, 80, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 28, 1, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 27, 1, 0, 27, 0, 1, 1, 0, 4, 2, 3, 1, 55, 1, 0, 33, 5, 35, 6, 1, 1, 0, 28, 0, 0, 34, 7, 35, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 54, 2, 0, 25, 1, 3, 28, 4, 1, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
