Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AIuAJab, AGuAIab, Leaderai, AIuAJX1, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 8, 0, 0, 0, 0, 0, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 2, 0, 8, 1, 0, 10, 1, 14, 2, 0, 1, 17, 1, 0, 4, 0, 6, 1, 1, 1, 0, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 1, 17, 1, 0, 13, 13, 6, 14, 6, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 002, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 16, 9, 0, 0, 8, 0, 0, 1, 0, 2, 1, 2, 1, 17, 1, 0, 1, 0, 3, 1, 1, 1, 0, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 15, 3, 0, 5, 1, 0, 9, 1, 1, 1, 1, 1, 1, 0, 0, 15, 0, 0, 0, 0, 23, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 31, 1, 0, 4, 0, 0, 9, 4, 11, 1, 5, 1
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 0, 1, 8, 1, 0, 51, 17, 54, 19, 4, 1, 15, 2, 1, 22, 5, 26, 7, 1, 1, 0, 5, 2, 0, 0, 0, 3, 1, 1, 3, 1, 14, 0, 22, 7, 22, 6, 1, 16, 2, 0, 7, 2, 2, 10, 3, 1, 1, 1, 1, 1, 1, 0, 19, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 3, 5, 2, 6, 2, 0, 4, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 7, 0, 0, 0, 0, 1, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 0, 8, 1, 0, 3, 0, 5, 1, 3, 1, 17, 1, 0, 2, 0, 4, 1, 1, 1, 0, 7, 1, 0, 6, 0, 7, 0, 0, 1, 0, 62, 1, 7, 2, 8, 2, 0, 17, 1, 0, 5, 11, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 17, 8, 1, 0, 7, 2, 0, 24, 3, 28, 4, 1, 1, 17, 1, 0, 4, 1, 6, 2, 1, 1, 0, 4, 3, 0, 7, 0, 10, 0, 0, 3, 0, 34, 1, 20, 8, 19, 7, 1, 17, 1, 0, 14, 11, 4, 16, 5, 1, 1, 1, 1, 1, 2, 1, 36, 0, 32, 1, 0, 0, 0, 0, 0, 0, 0, 12, 2, 0, 5, 1, 1, 1, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 1, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 0, 7, 2, 0, 9, 2, 12, 3, 2, 1, 17, 1, 0, 15, 3, 17, 4, 1, 1, 1, 9, 0, 0, 21, 1, 22, 2, 1, 0, 0, 17, 0, 7, 0, 7, 0, 0, 17, 1, 0, 20, 4, 10, 22, 11, 1, 1, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 007, P, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 53, 19, 54, 19, 2, 0, 17, 1, 0, 0, 0, 2, 1, 1, 1, 0, 9, 0, 0, 55, 16, 55, 16, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 17, 1, 0, 4, 3, 0, 6, 1, 1, 1, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 008, P, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 13, 5, 14, 6, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 15, 6, 16, 7, 1, 1, 0, 0, 0, 13, 7, 14, 8, 1, 2, 0, 1, 3, 0, 3, 5, 5, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 1, 0, 0, 0, 0, 14, 1, 16, 1, 2, 1
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 9, 0, 0, 22, 2, 24, 3, 3, 1, 15, 3, 0, 31, 4, 35, 5, 1, 1, 0, 8, 0, 1, 6, 1, 8, 3, 1, 0, 0, 3, 0, 5, 4, 6, 5, 1, 17, 1, 0, 3, 0, 1, 5, 2, 1, 1, 1, 1, 1, 6, 0, 7, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 6, 4, 0, 3, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 14, 8, 1, 0, 9, 0, 0, 12, 4, 14, 5, 4, 1, 15, 3, 0, 11, 1, 15, 2, 1, 1, 0, 9, 0, 0, 9, 2, 10, 3, 1, 0, 0, 2, 0, 1, 1, 2, 2, 1, 18, 0, 0, 3, 0, 1, 4, 2, 1, 1, 1, 1, 1, 7, 0, 7, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 1, 27, 5, 29, 6, 1, 2, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 14, 2, 16, 3, 2, 1, 15, 3, 0, 3, 1, 7, 2, 1, 1, 0, 8, 0, 1, 28, 7, 30, 9, 1, 0, 0, 17, 0, 5, 1, 6, 2, 1, 16, 1, 1, 14, 9, 4, 17, 6, 1, 1, 1, 1, 1, 4, 1, 20, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 3, 1, 1, 4, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 1, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 1, 0, 8, 0, 1, 3, 0, 6, 2, 0, 1, 17, 1, 0, 10, 1, 12, 2, 1, 1, 0, 9, 0, 0, 14, 3, 15, 4, 1, 0, 0, 23, 0, 15, 6, 15, 6, 0, 17, 1, 0, 8, 3, 0, 10, 1, 1, 1, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 18, 8, 1, 0, 8, 1, 0, 4, 1, 7, 2, 0, 1, 15, 3, 0, 5, 1, 9, 2, 1, 1, 0, 7, 1, 0, 9, 2, 10, 2, 0, 1, 1, 6, 0, 5, 1, 6, 1, 1, 16, 2, 0, 14, 3, 3, 17, 4, 1, 1, 1, 1, 1, 1, 0, 7, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 4, 11, 4, 13, 6, 1, 6, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 15, 7, 2, 0, 9, 0, 0, 18, 2, 21, 3, 3, 1, 16, 1, 1, 25, 7, 28, 9, 1, 1, 0, 9, 0, 0, 8, 0, 9, 1, 1, 0, 0, 1, 0, 17, 3, 18, 4, 1, 18, 0, 0, 7, 0, 0, 8, 1, 1, 1, 1, 1, 1, 3, 0, 5, 0, 26, 4, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 9, 1, 1, 6, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 16, 8, 1, 0, 8, 1, 0, 12, 5, 15, 6, 2, 1, 16, 2, 0, 9, 2, 12, 3, 1, 1, 0, 7, 2, 0, 3, 0, 5, 0, 0, 0, 0, 5, 0, 7, 3, 6, 2, 1, 16, 2, 0, 10, 0, 2, 13, 3, 1, 1, 1, 1, 1, 4, 0, 8, 0, 23, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 6, 2, 1, 3, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 18, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 7, 2, 0, 16, 1, 19, 2, 0, 1, 17, 1, 0, 64, 19, 65, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 18, 9, 0, 0, 7, 2, 0, 18, 4, 21, 5, 0, 1, 16, 2, 0, 27, 10, 30, 11, 1, 1, 0, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 1, 1, 1, 1, 1, 15, 3, 0, 6, 3, 2, 10, 3, 1, 1, 1, 1, 1, 3, 0, 9, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 4, 11, 3, 13, 4, 1, 5, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 14, 9, 0, 0, 8, 1, 0, 2, 1, 4, 2, 4, 1, 17, 1, 0, 9, 2, 11, 3, 1, 1, 0, 9, 0, 0, 3, 1, 4, 2, 1, 0, 0, 10, 0, 0, 0, 1, 1, 1, 16, 2, 0, 11, 5, 4, 14, 5, 1, 1, 1, 1, 1, 3, 0, 15, 0, 30, 2, 1, 0, 0, 0, 0, 0, 0, 6, 5, 1, 9, 3, 1, 6, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 16, 7, 2, 0, 9, 0, 0, 32, 5, 35, 6, 2, 1, 16, 0, 1, 2, 0, 4, 2, 1, 1, 0, 8, 0, 0, 37, 11, 38, 12, 1, 1, 0, 1, 0, 15, 3, 16, 4, 1, 13, 3, 1, 19, 0, 7, 24, 9, 1, 1, 1, 1, 1, 4, 0, 4, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 4, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 8, 1, 0, 8, 0, 1, 0, 0, 3, 2, 0, 1, 18, 0, 0, 7, 2, 8, 3, 1, 1, 1, 9, 0, 0, 2, 1, 3, 2, 1, 0, 0, 1, 0, 0, 1, 1, 2, 1, 14, 4, 0, 6, 0, 0, 11, 1, 1, 1, 1, 1, 1, 4, 2, 3, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 6, 1, 1, 3, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 7, 2, 0, 16, 0, 19, 1, 2, 1, 16, 2, 0, 8, 4, 11, 5, 1, 1, 0, 8, 1, 0, 12, 1, 13, 1, 0, 0, 0, 17, 0, 4, 3, 4, 3, 1, 17, 1, 0, 12, 5, 2, 14, 3, 1, 1, 1, 1, 1, 4, 0, 20, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 4, 1, 1, 4, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 12, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 5, 1, 18, 0, 0, 15, 2, 16, 3, 1, 1, 1, 9, 0, 0, 2, 0, 3, 1, 1, 0, 0, 4, 0, 10, 2, 11, 3, 1, 17, 1, 0, 11, 3, 1, 13, 2, 1, 1, 1, 1, 1, 6, 0, 11, 0, 23, 1, 0, 0, 0, 0, 0, 0, 0, 5, 12, 3, 14, 4, 1, 3, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, 1, 0, 49, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 2, 0, 6, 2, 0, 27, 9, 32, 10, 0, 1, 13, 3, 0, 10, 2, 14, 3, 1, 1, 0, 8, 0, 0, 13, 6, 14, 7, 1, 0, 0, 0, 0, 36, 12, 37, 12, 0, 15, 1, 0, 21, 0, 10, 23, 11, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 9, 0, 0, 0, 0, 0, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 5, 1, 6, 2, 1, 1, 12, 4, 2, 20, 3, 27, 6, 1, 1, 0, 9, 0, 0, 5, 0, 6, 1, 1, 0, 0, 31, 0, 8, 3, 9, 4, 1, 18, 0, 0, 21, 6, 5, 21, 5, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 9, 0, 0, 2, 0, 4, 1, 3, 1, 17, 1, 0, 9, 1, 11, 2, 1, 1, 0, 9, 0, 0, 17, 2, 18, 3, 1, 0, 0, 36, 0, 1, 0, 2, 1, 1, 15, 3, 0, 0, 12, 1, 4, 2, 1, 1, 1, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 0, 15, 7, 2, 0, 9, 0, 0, 18, 7, 21, 8, 3, 1, 17, 1, 0, 6, 4, 8, 5, 1, 1, 0, 8, 1, 0, 4, 5, 6, 6, 1, 0, 0, 17, 0, 20, 3, 20, 3, 1, 17, 1, 0, 24, 5, 3, 26, 4, 1, 1, 1, 1, 1, 5, 1, 21, 0, 22, 5, 0, 0, 0, 0, 0, 0, 0, 6, 8, 1, 15, 1, 0, 2, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 6, 0, 7, 1, 0, 1, 18, 0, 0, 8, 4, 9, 5, 1, 1, 1, 8, 0, 1, 5, 0, 7, 2, 1, 0, 0, 17, 0, 6, 2, 7, 3, 1, 16, 2, 0, 19, 4, 4, 22, 5, 1, 1, 1, 1, 1, 4, 0, 19, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 7, 1, 1, 5, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 15, 8, 1, 0, 7, 1, 1, 10, 0, 14, 2, 3, 1, 16, 2, 0, 9, 2, 12, 3, 1, 1, 0, 9, 0, 0, 2, 1, 3, 2, 1, 0, 0, 6, 0, 16, 6, 17, 7, 1, 15, 2, 1, 2, 0, 0, 6, 2, 1, 1, 1, 1, 1, 7, 0, 10, 0, 26, 3, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 9, 3, 1, 2, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 7, 2, 0, 2, 0, 5, 1, 0, 1, 15, 3, 0, 12, 4, 16, 5, 1, 1, 0, 9, 0, 0, 16, 3, 17, 4, 1, 0, 0, 3, 0, 13, 5, 14, 6, 1, 17, 1, 0, 31, 0, 9, 33, 10, 1, 1, 1, 1, 1, 3, 0, 4, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 6, 1, 0, 6, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 2, 3, 4, 4, 1, 1, 13, 5, 0, 1, 0, 7, 1, 1, 1, 0, 9, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 16, 8, 17, 9, 1, 15, 3, 0, 17, 1, 4, 21, 5, 1, 1, 1, 1, 1, 5, 0, 2, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 2, 10, 2, 12, 3, 1, 4, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
