Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, CO, D, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 48, 48, 0, 82, 58, 23, 82, 82, 164, 3540, 1770
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 57, 55, 0, 82, 51, 30, 81, 82, 164, 3632, 1816
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 70, 68, 0, 82, 48, 33, 81, 82, 164, 6330, 3165
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 58, 56, 0, 82, 45, 36, 81, 82, 164, 5428, 2714
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 55, 55, 0, 82, 49, 32, 82, 82, 164, 6284, 3142
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 45, 45, 0, 82, 56, 25, 82, 82, 164, 5288, 2644
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 58, 56, 0, 82, 50, 31, 81, 82, 164, 4816, 2408
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 57, 57, 0, 82, 49, 32, 82, 82, 164, 4516, 2258
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 54, 54, 0, 82, 55, 26, 82, 82, 164, 3476, 1738
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 48, 46, 0, 82, 53, 28, 81, 82, 164, 4700, 2350
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 63, 61, 0, 82, 55, 26, 81, 82, 164, 5516, 2758
INVAR-3, Run: 015, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 32, 30, 0, 82, 48, 33, 81, 82, 164, 3898, 1949
INVAR-3, Run: 016, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 62, 62, 0, 82, 52, 29, 82, 82, 164, 5794, 2897
INVAR-3, Run: 017, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 45, 45, 0, 82, 63, 18, 82, 82, 164, 6370, 3185
INVAR-3, Run: 018, P, 0, 0, 0, 0, 0, 0, 492, 4, 1, 4, 80, 0, 164, 0, 46, 42, 0, 82, 47, 34, 80, 82, 164, 3382, 1691
INVAR-3, Run: 019, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 51, 49, 0, 82, 53, 28, 81, 82, 164, 5678, 2839
INVAR-3, Run: 020, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 58, 56, 0, 82, 56, 25, 81, 82, 164, 3348, 1674
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 58, 58, 0, 82, 61, 20, 82, 82, 164, 3542, 1771
INVAR-3, Run: 022, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 31, 31, 0, 82, 51, 30, 82, 82, 164, 3342, 1671
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 66, 64, 0, 82, 55, 26, 81, 82, 164, 5280, 2640
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 57, 55, 0, 82, 55, 26, 81, 82, 164, 4322, 2161
INVAR-3, Run: 025, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 47, 45, 0, 82, 50, 31, 81, 82, 164, 4588, 2294
INVAR-3, Run: 026, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 45, 45, 0, 82, 59, 22, 82, 82, 164, 3256, 1628
INVAR-3, Run: 027, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 73, 71, 0, 82, 46, 35, 81, 82, 164, 5014, 2507
INVAR-3, Run: 028, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 60, 60, 0, 82, 42, 39, 82, 82, 164, 3400, 1700
INVAR-3, Run: 029, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 57, 55, 0, 82, 57, 24, 81, 82, 164, 5550, 2775
INVAR-3, Run: 030, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 47, 47, 0, 82, 58, 23, 82, 82, 164, 3942, 1971
INVAR-3, Run: 031, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 44, 44, 0, 82, 59, 22, 82, 82, 164, 4648, 2324
INVAR-3, Run: 032, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 50, 48, 0, 82, 57, 24, 81, 82, 164, 3480, 1740
INVAR-3, Run: 033, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 63, 63, 0, 82, 45, 36, 82, 82, 164, 5578, 2789
INVAR-3, Run: 034, P, 0, 0, 0, 0, 0, 0, 492, 4, 1, 4, 80, 0, 164, 0, 44, 40, 0, 82, 48, 33, 80, 82, 164, 4362, 2181
INVAR-3, Run: 035, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 60, 58, 0, 82, 52, 29, 81, 82, 164, 3692, 1846
INVAR-3, Run: 036, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 57, 55, 0, 82, 52, 29, 81, 82, 164, 3830, 1915
INVAR-3, Run: 037, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 38, 38, 0, 82, 50, 31, 82, 82, 164, 6090, 3045
INVAR-3, Run: 038, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 68, 66, 0, 82, 52, 29, 81, 82, 164, 4800, 2400
INVAR-3, Run: 039, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 45, 45, 0, 82, 50, 31, 82, 82, 164, 3002, 1501
INVAR-3, Run: 040, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 68, 68, 0, 82, 46, 35, 82, 82, 164, 4130, 2065
INVAR-3, Run: 041, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 39, 37, 0, 82, 43, 38, 81, 82, 164, 6330, 3165
INVAR-3, Run: 042, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 60, 58, 0, 82, 49, 32, 81, 82, 164, 3810, 1905
INVAR-3, Run: 043, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 49, 47, 0, 82, 51, 30, 81, 82, 164, 4484, 2242
INVAR-3, Run: 044, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 48, 46, 0, 82, 50, 31, 81, 82, 164, 3054, 1527
INVAR-3, Run: 045, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 60, 60, 0, 82, 54, 27, 82, 82, 164, 4648, 2324
INVAR-3, Run: 046, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 51, 51, 0, 82, 51, 30, 82, 82, 164, 3102, 1551
INVAR-3, Run: 047, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 41, 41, 0, 82, 49, 32, 82, 82, 164, 4794, 2397
INVAR-3, Run: 048, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 49, 49, 0, 82, 61, 20, 82, 82, 164, 6134, 3067
INVAR-3, Run: 049, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 50, 50, 0, 82, 53, 28, 82, 82, 164, 6044, 3022
INVAR-3, Run: 050, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 72, 72, 0, 82, 52, 29, 82, 82, 164, 3916, 1958
INVAR-3, Run: 051, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 64, 64, 0, 82, 57, 24, 82, 82, 164, 3608, 1804
INVAR-3, Run: 052, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 65, 65, 0, 82, 51, 30, 82, 82, 164, 5536, 2768
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 68, 66, 0, 82, 55, 26, 81, 82, 164, 4120, 2060
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 49, 49, 0, 82, 49, 32, 82, 82, 164, 3086, 1543
INVAR-3, Run: 055, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 51, 51, 0, 82, 53, 28, 82, 82, 164, 3106, 1553
INVAR-3, Run: 056, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 54, 52, 0, 82, 49, 32, 81, 82, 164, 4372, 2186
INVAR-3, Run: 057, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 63, 63, 0, 82, 51, 30, 82, 82, 164, 2880, 1440
INVAR-3, Run: 058, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 60, 58, 0, 82, 43, 38, 81, 82, 164, 3978, 1989
INVAR-3, Run: 059, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 64, 62, 0, 82, 51, 30, 81, 82, 164, 5222, 2611
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 74, 74, 0, 82, 49, 32, 82, 82, 164, 5556, 2778
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 47, 45, 0, 82, 50, 31, 81, 82, 164, 5054, 2527
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 71, 71, 0, 82, 46, 35, 82, 82, 164, 5078, 2539
INVAR-3, Run: 063, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 45, 43, 0, 82, 51, 30, 81, 82, 164, 3334, 1667
INVAR-3, Run: 064, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 55, 55, 0, 82, 46, 35, 82, 82, 164, 3790, 1895
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 51, 49, 0, 82, 58, 23, 81, 82, 164, 4464, 2232
INVAR-3, Run: 066, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 53, 53, 0, 82, 48, 33, 82, 82, 164, 3398, 1699
INVAR-3, Run: 067, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 41, 41, 0, 82, 59, 22, 82, 82, 164, 5010, 2505
INVAR-3, Run: 068, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 50, 48, 0, 82, 53, 28, 81, 82, 164, 2820, 1410
INVAR-3, Run: 069, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 51, 51, 0, 82, 52, 29, 82, 82, 164, 3854, 1927
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 35, 33, 0, 82, 51, 30, 81, 82, 164, 5388, 2694
INVAR-3, Run: 071, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 48, 46, 0, 82, 52, 29, 81, 82, 164, 3708, 1854
INVAR-3, Run: 072, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 40, 40, 0, 82, 52, 29, 82, 82, 164, 4722, 2361
INVAR-3, Run: 073, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 39, 39, 0, 82, 56, 25, 82, 82, 164, 5246, 2623
INVAR-3, Run: 074, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 56, 54, 0, 82, 49, 32, 81, 82, 164, 4642, 2321
INVAR-3, Run: 075, P, 0, 0, 0, 0, 0, 0, 492, 4, 1, 4, 80, 0, 164, 0, 43, 39, 0, 82, 58, 23, 80, 82, 164, 4310, 2155
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 70, 68, 0, 82, 47, 34, 81, 82, 164, 3748, 1874
INVAR-3, Run: 077, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 36, 34, 0, 82, 50, 31, 81, 82, 164, 3890, 1945
INVAR-3, Run: 078, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 61, 59, 0, 82, 58, 23, 81, 82, 164, 4210, 2105
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 50, 50, 0, 82, 50, 31, 82, 82, 164, 4618, 2309
INVAR-3, Run: 080, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 49, 47, 0, 82, 46, 35, 81, 82, 164, 7268, 3634
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 57, 55, 0, 82, 52, 29, 81, 82, 164, 3916, 1958
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 37, 37, 0, 82, 52, 29, 82, 82, 164, 4960, 2480
INVAR-3, Run: 083, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 36, 34, 0, 82, 52, 29, 81, 82, 164, 4484, 2242
INVAR-3, Run: 084, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 53, 51, 0, 82, 63, 18, 81, 82, 164, 4294, 2147
INVAR-3, Run: 085, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 54, 54, 0, 82, 57, 24, 82, 82, 164, 4960, 2480
INVAR-3, Run: 086, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 55, 55, 0, 82, 50, 31, 82, 82, 164, 7178, 3589
INVAR-3, Run: 087, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 70, 70, 0, 82, 58, 23, 82, 82, 164, 3972, 1986
INVAR-3, Run: 088, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 64, 64, 0, 82, 50, 31, 82, 82, 164, 3158, 1579
INVAR-3, Run: 089, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 53, 53, 0, 82, 47, 34, 82, 82, 164, 3400, 1700
INVAR-3, Run: 090, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 68, 66, 0, 82, 56, 25, 81, 82, 164, 4958, 2479
INVAR-3, Run: 091, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 54, 52, 0, 82, 51, 30, 81, 82, 164, 3894, 1947
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 54, 52, 0, 82, 46, 35, 81, 82, 164, 3668, 1834
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 52, 50, 0, 82, 45, 36, 81, 82, 164, 5822, 2911
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 51, 49, 0, 82, 55, 26, 81, 82, 164, 5104, 2552
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 50, 50, 0, 82, 47, 34, 82, 82, 164, 5722, 2861
INVAR-3, Run: 096, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 57, 57, 0, 82, 51, 30, 82, 82, 164, 5370, 2685
INVAR-3, Run: 097, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 48, 48, 0, 82, 52, 29, 82, 82, 164, 4634, 2317
INVAR-3, Run: 098, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 74, 72, 0, 82, 54, 27, 81, 82, 164, 5714, 2857
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 35, 35, 0, 82, 41, 40, 82, 82, 164, 4772, 2386
INVAR-3, Run: 100, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 69, 67, 0, 82, 51, 30, 81, 82, 164, 2964, 1482
INVAR-4, Run: 001, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 19, 19, 0, 19, 10, 9, 19, 19, 39, 305, 152
INVAR-4, Run: 002, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 8, 8, 0, 19, 17, 2, 19, 19, 39, 647, 323
INVAR-4, Run: 003, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 14, 14, 0, 19, 17, 2, 19, 19, 39, 217, 108
INVAR-4, Run: 004, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 10, 10, 0, 19, 12, 7, 19, 19, 39, 357, 178
INVAR-4, Run: 005, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 10, 10, 0, 19, 12, 7, 19, 19, 39, 451, 225
INVAR-4, Run: 006, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 15, 15, 0, 19, 14, 5, 19, 19, 39, 189, 94
INVAR-4, Run: 007, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 10, 9, 19, 19, 39, 545, 272
INVAR-4, Run: 008, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 17, 2, 19, 19, 39, 461, 230
INVAR-4, Run: 009, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 7, 7, 0, 19, 12, 7, 19, 19, 39, 469, 234
INVAR-4, Run: 010, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 8, 8, 0, 19, 15, 4, 19, 19, 39, 425, 212
INVAR-4, Run: 011, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 11, 11, 0, 19, 10, 9, 19, 19, 39, 433, 216
INVAR-4, Run: 012, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 23, 23, 0, 19, 15, 4, 19, 19, 39, 507, 253
INVAR-4, Run: 013, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 16, 16, 0, 19, 15, 4, 19, 19, 39, 229, 114
INVAR-4, Run: 014, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 13, 13, 0, 19, 13, 6, 19, 19, 39, 411, 205
INVAR-4, Run: 015, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 15, 15, 0, 19, 15, 4, 19, 19, 39, 519, 259
INVAR-4, Run: 016, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 15, 15, 0, 19, 10, 9, 19, 19, 39, 345, 172
INVAR-4, Run: 017, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 21, 21, 0, 19, 14, 5, 19, 19, 39, 955, 477
INVAR-4, Run: 018, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 16, 16, 0, 19, 14, 5, 19, 19, 39, 271, 135
INVAR-4, Run: 019, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 11, 11, 0, 19, 12, 7, 19, 19, 39, 571, 285
INVAR-4, Run: 020, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 17, 17, 0, 19, 12, 7, 19, 19, 39, 463, 231
INVAR-4, Run: 021, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 18, 18, 0, 19, 10, 9, 19, 19, 39, 253, 126
INVAR-4, Run: 022, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 15, 15, 0, 19, 13, 6, 19, 19, 39, 335, 167
INVAR-4, Run: 023, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 9, 9, 0, 19, 15, 4, 19, 19, 39, 605, 302
INVAR-4, Run: 024, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 16, 3, 19, 19, 39, 463, 231
INVAR-4, Run: 025, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 14, 5, 19, 19, 39, 775, 387
INVAR-4, Run: 026, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 14, 14, 0, 19, 15, 4, 19, 19, 39, 403, 201
INVAR-4, Run: 027, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 17, 17, 0, 19, 10, 9, 19, 19, 39, 829, 414
INVAR-4, Run: 028, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 16, 16, 0, 19, 15, 4, 19, 19, 39, 449, 224
INVAR-4, Run: 029, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 14, 14, 0, 19, 14, 5, 19, 19, 39, 249, 124
INVAR-4, Run: 030, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 14, 5, 19, 19, 39, 341, 170
INVAR-4, Run: 031, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 16, 16, 0, 19, 10, 9, 19, 19, 39, 185, 92
INVAR-4, Run: 032, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 14, 14, 0, 19, 13, 6, 19, 19, 39, 371, 185
INVAR-4, Run: 033, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 10, 10, 0, 19, 14, 5, 19, 19, 39, 275, 137
INVAR-4, Run: 034, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 14, 5, 19, 19, 39, 321, 160
INVAR-4, Run: 035, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 14, 14, 0, 19, 19, 0, 19, 19, 39, 487, 243
INVAR-4, Run: 036, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 15, 15, 0, 19, 14, 5, 19, 19, 39, 327, 163
INVAR-4, Run: 037, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 17, 17, 0, 19, 16, 3, 19, 19, 39, 729, 364
INVAR-4, Run: 038, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 20, 20, 0, 19, 14, 5, 19, 19, 39, 521, 260
INVAR-4, Run: 039, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 13, 13, 0, 19, 7, 12, 19, 19, 39, 287, 143
INVAR-4, Run: 040, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 25, 25, 0, 19, 9, 10, 19, 19, 39, 369, 184
INVAR-4, Run: 041, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 6, 6, 0, 19, 14, 5, 19, 19, 39, 415, 207
INVAR-4, Run: 042, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 22, 22, 0, 19, 15, 4, 19, 19, 39, 291, 145
INVAR-4, Run: 043, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 9, 9, 0, 19, 15, 4, 19, 19, 39, 535, 267
INVAR-4, Run: 044, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 10, 10, 0, 19, 16, 3, 19, 19, 39, 355, 177
INVAR-4, Run: 045, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 9, 9, 0, 19, 17, 2, 19, 19, 39, 521, 260
INVAR-4, Run: 046, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 8, 8, 0, 19, 13, 6, 19, 19, 39, 521, 260
INVAR-4, Run: 047, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 16, 16, 0, 19, 15, 4, 19, 19, 39, 569, 284
INVAR-4, Run: 048, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 12, 7, 19, 19, 39, 507, 253
INVAR-4, Run: 049, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 13, 13, 0, 19, 13, 6, 19, 19, 39, 241, 120
INVAR-4, Run: 050, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 13, 13, 0, 19, 13, 6, 19, 19, 39, 175, 87
INVAR-4, Run: 051, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 12, 12, 0, 19, 12, 7, 19, 19, 39, 289, 144
INVAR-4, Run: 052, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 20, 20, 0, 19, 9, 10, 19, 19, 39, 263, 131
INVAR-4, Run: 053, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 14, 14, 0, 19, 11, 8, 19, 19, 39, 399, 199
INVAR-4, Run: 054, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 17, 17, 0, 19, 14, 5, 19, 19, 39, 519, 259
INVAR-4, Run: 055, P, 0, 1, 0, 0, 1, 0, 118, 0, 0, 0, 19, 1, 39, 0, 8, 8, 0, 19, 12, 7, 19, 19, 39, 391, 195
