Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 54, 0, 18, 10, 40, 9, 6, 2, 12, 18, 27, 22, 40
INVAR-1, Run: 002, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 54, 0, 18, 10, 82, 9, 8, 0, 13, 18, 27, 23, 82
INVAR-1, Run: 003, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 54, 0, 18, 7, 72, 9, 7, 1, 12, 18, 27, 19, 72
INVAR-1, Run: 004, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 54, 0, 18, 24, 119, 9, 7, 1, 12, 18, 27, 36, 119
INVAR-1, Run: 005, P, 0, 1, 0, 0, 11, 11, 0, 0, 1, 54, 0, 18, 10, 61, 9, 5, 3, 11, 18, 27, 21, 61
INVAR-1, Run: 006, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 54, 0, 18, 7, 79, 9, 6, 2, 12, 18, 27, 19, 79
INVAR-1, Run: 007, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 54, 0, 18, 25, 128, 9, 7, 1, 12, 18, 27, 37, 128
INVAR-1, Run: 008, P, 0, 0, 0, 0, 11, 11, 0, 0, 1, 54, 0, 18, 15, 39, 9, 4, 4, 11, 18, 27, 26, 39
INVAR-1, Run: 009, P, 0, 1, 0, 0, 10, 10, 0, 0, 1, 54, 0, 18, 12, 68, 9, 3, 5, 10, 18, 27, 22, 68
INVAR-1, Run: 010, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 54, 0, 18, 16, 79, 9, 8, 0, 13, 18, 27, 29, 79
INVAR-1, Run: 011, P, 0, 0, 0, 0, 11, 11, 0, 0, 1, 54, 0, 18, 11, 88, 9, 4, 4, 11, 18, 27, 22, 88
