Input Number, Run_Number, Result@ 100, CE, D, X1, H, M, PO, Y, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 058, P, 298, 2, 0, 0, 0, 0, 198, 0, 1, 600, 0, 100, 200, 818, 5099, 100, 68, 31, 100, 200, 300, 1016, 5099
INVAR-10, Run: 059, P, 304, 2, 0, 0, 0, 0, 201, 0, 1, 600, 0, 103, 200, 722, 3824, 100, 74, 25, 100, 200, 300, 923, 3824
INVAR-10, Run: 060, P, 303, 1, 0, 0, 0, 0, 201, 0, 1, 600, 0, 102, 200, 848, 4560, 100, 57, 42, 100, 200, 300, 1049, 4560
INVAR-10, Run: 061, P, 299, 1, 0, 0, 0, 0, 199, 0, 1, 600, 0, 100, 200, 1097, 4598, 100, 69, 30, 100, 200, 300, 1296, 4598
INVAR-10, Run: 062, P, 310, 0, 0, 0, 0, 0, 205, 0, 1, 600, 0, 105, 200, 859, 4522, 100, 62, 37, 100, 200, 300, 1064, 4522
INVAR-10, Run: 063, P, 290, 2, 0, 0, 0, 0, 194, 0, 1, 600, 0, 96, 200, 1042, 4443, 100, 60, 39, 100, 200, 300, 1236, 4443
INVAR-10, Run: 064, P, 270, 0, 0, 0, 0, 0, 185, 0, 1, 600, 0, 85, 200, 1033, 6819, 100, 72, 27, 100, 200, 300, 1218, 6819
INVAR-10, Run: 065, P, 271, 3, 0, 0, 0, 0, 184, 0, 1, 600, 0, 87, 200, 1011, 6173, 100, 66, 33, 100, 200, 300, 1195, 6173
INVAR-10, Run: 066, P, 295, 1, 0, 0, 0, 0, 197, 0, 1, 600, 0, 98, 200, 1251, 6316, 100, 55, 44, 100, 200, 300, 1448, 6316
INVAR-10, Run: 067, P, 296, 0, 0, 0, 0, 0, 198, 0, 1, 600, 0, 98, 200, 877, 4161, 100, 54, 45, 100, 200, 300, 1075, 4161
INVAR-10, Run: 068, P, 308, 0, 0, 0, 0, 0, 204, 0, 1, 600, 0, 104, 200, 838, 5171, 100, 62, 37, 100, 200, 300, 1042, 5171
INVAR-10, Run: 069, P, 331, 1, 0, 0, 0, 0, 215, 0, 1, 600, 0, 116, 200, 984, 5957, 100, 57, 42, 100, 200, 300, 1199, 5957
INVAR-10, Run: 070, P, 297, 1, 0, 0, 0, 0, 198, 0, 1, 600, 0, 99, 200, 965, 6133, 100, 66, 33, 100, 200, 300, 1163, 6133
INVAR-10, Run: 071, P, 288, 0, 0, 0, 0, 0, 194, 0, 1, 600, 0, 94, 200, 877, 4203, 100, 68, 31, 100, 200, 300, 1071, 4203
INVAR-10, Run: 072, P, 293, 1, 0, 0, 0, 0, 196, 0, 1, 600, 0, 97, 200, 792, 4639, 100, 55, 44, 100, 200, 300, 988, 4639
INVAR-10, Run: 073, P, 293, 1, 0, 0, 0, 0, 196, 0, 1, 600, 0, 97, 200, 993, 5012, 100, 59, 40, 100, 200, 300, 1189, 5012
INVAR-10, Run: 074, P, 301, 1, 0, 0, 0, 0, 200, 0, 1, 600, 0, 101, 200, 776, 4426, 100, 63, 36, 100, 200, 300, 976, 4426
INVAR-10, Run: 075, P, 254, 0, 0, 0, 0, 0, 177, 0, 1, 600, 0, 77, 200, 879, 5193, 100, 62, 37, 100, 200, 300, 1056, 5193
INVAR-10, Run: 076, P, 286, 0, 0, 0, 0, 0, 193, 0, 1, 600, 0, 93, 200, 833, 5662, 100, 56, 43, 100, 200, 300, 1026, 5662
INVAR-10, Run: 077, P, 309, 1, 0, 0, 0, 0, 204, 0, 1, 600, 0, 105, 200, 853, 4749, 100, 62, 37, 100, 200, 300, 1057, 4749
INVAR-10, Run: 078, P, 301, 1, 0, 0, 0, 0, 200, 0, 1, 600, 0, 101, 200, 824, 4145, 100, 67, 32, 100, 200, 300, 1024, 4145
INVAR-10, Run: 079, P, 287, 1, 0, 0, 0, 0, 193, 0, 1, 600, 0, 94, 200, 755, 5314, 100, 65, 34, 100, 200, 300, 948, 5314
INVAR-10, Run: 080, P, 326, 0, 0, 0, 0, 0, 213, 0, 1, 600, 0, 113, 200, 875, 4705, 100, 68, 31, 100, 200, 300, 1088, 4705
INVAR-10, Run: 081, P, 304, 0, 0, 0, 0, 0, 202, 0, 1, 600, 0, 102, 200, 1123, 5807, 100, 61, 38, 100, 200, 300, 1325, 5807
INVAR-10, Run: 082, P, 296, 0, 0, 0, 0, 0, 198, 0, 1, 600, 0, 98, 200, 829, 3782, 100, 64, 35, 100, 200, 300, 1027, 3782
INVAR-10, Run: 083, P, 304, 0, 0, 0, 0, 0, 202, 0, 1, 600, 0, 102, 200, 1020, 6342, 100, 57, 42, 100, 200, 300, 1222, 6342
INVAR-10, Run: 084, P, 292, 0, 0, 0, 0, 0, 196, 0, 1, 600, 0, 96, 200, 584, 4315, 100, 73, 26, 100, 200, 300, 780, 4315
INVAR-10, Run: 085, P, 303, 1, 0, 0, 0, 0, 201, 0, 1, 600, 0, 102, 200, 843, 3688, 100, 58, 41, 100, 200, 300, 1044, 3688
INVAR-10, Run: 086, P, 286, 0, 0, 0, 0, 0, 193, 0, 1, 600, 0, 93, 200, 738, 4815, 100, 69, 30, 100, 200, 300, 931, 4815
INVAR-10, Run: 087, P, 279, 1, 0, 0, 0, 0, 189, 0, 1, 600, 0, 90, 200, 836, 4359, 100, 58, 41, 100, 200, 300, 1025, 4359
INVAR-10, Run: 088, P, 307, 1, 0, 0, 0, 0, 203, 0, 1, 600, 0, 104, 200, 852, 5534, 100, 68, 31, 100, 200, 300, 1055, 5534
INVAR-10, Run: 089, P, 300, 0, 0, 0, 0, 0, 200, 0, 1, 600, 0, 100, 200, 793, 4257, 100, 66, 33, 100, 200, 300, 993, 4257
INVAR-10, Run: 090, P, 295, 1, 0, 0, 0, 0, 197, 0, 1, 600, 0, 98, 200, 920, 5035, 100, 49, 50, 100, 200, 300, 1117, 5035
INVAR-10, Run: 091, P, 292, 2, 0, 0, 0, 0, 195, 0, 1, 600, 0, 97, 200, 864, 4778, 100, 58, 41, 100, 200, 300, 1059, 4778
INVAR-10, Run: 092, P, 265, 1, 0, 0, 0, 0, 182, 0, 1, 600, 0, 83, 200, 922, 5128, 100, 65, 34, 100, 200, 300, 1104, 5128
INVAR-10, Run: 093, P, 335, 1, 0, 0, 0, 0, 217, 0, 1, 600, 0, 118, 200, 1102, 5137, 100, 60, 39, 100, 200, 300, 1319, 5137
INVAR-10, Run: 094, P, 315, 3, 0, 0, 0, 0, 206, 0, 1, 600, 0, 109, 200, 800, 4237, 100, 67, 32, 100, 200, 300, 1006, 4237
INVAR-10, Run: 095, P, 296, 0, 0, 0, 0, 0, 198, 0, 1, 600, 0, 98, 200, 1008, 4426, 100, 67, 32, 100, 200, 300, 1206, 4426
INVAR-10, Run: 096, P, 271, 1, 0, 0, 0, 0, 185, 0, 1, 600, 0, 86, 200, 970, 5479, 100, 57, 42, 100, 200, 300, 1155, 5479
INVAR-10, Run: 097, P, 309, 1, 0, 0, 0, 0, 204, 0, 1, 600, 0, 105, 200, 849, 4571, 100, 64, 35, 100, 200, 300, 1053, 4571
INVAR-10, Run: 098, P, 296, 2, 0, 0, 0, 0, 197, 0, 1, 600, 0, 99, 200, 881, 5545, 100, 58, 41, 100, 200, 300, 1078, 5545
INVAR-10, Run: 099, P, 311, 1, 0, 0, 0, 0, 205, 0, 1, 600, 0, 106, 200, 799, 4777, 100, 63, 36, 100, 200, 300, 1004, 4777
INVAR-10, Run: 100, P, 294, 0, 0, 0, 0, 0, 197, 0, 1, 600, 0, 97, 200, 804, 5153, 100, 62, 37, 100, 200, 300, 1001, 5153
INVAR-2, Run: 001, P, 222, 2, 0, 0, 0, 0, 124, 0, 1, 168, 0, 98, 56, 168, 680, 28, 18, 9, 28, 56, 84, 292, 680
INVAR-2, Run: 002, P, 215, 1, 0, 0, 0, 0, 121, 0, 1, 168, 0, 94, 56, 115, 561, 28, 17, 10, 28, 56, 84, 236, 561
INVAR-2, Run: 003, P, 252, 2, 0, 0, 0, 0, 139, 0, 1, 168, 0, 113, 56, 106, 617, 28, 19, 8, 28, 56, 84, 245, 617
INVAR-2, Run: 004, P, 226, 0, 0, 0, 0, 0, 127, 0, 1, 168, 0, 99, 56, 111, 517, 28, 19, 8, 28, 56, 84, 238, 517
INVAR-2, Run: 005, P, 216, 2, 0, 0, 0, 0, 121, 0, 1, 168, 0, 95, 56, 94, 447, 28, 19, 8, 28, 56, 84, 215, 447
INVAR-2, Run: 006, P, 240, 0, 0, 0, 0, 0, 134, 0, 1, 168, 0, 106, 56, 128, 622, 28, 20, 7, 28, 56, 84, 262, 622
INVAR-2, Run: 007, P, 202, 2, 0, 0, 0, 0, 114, 0, 1, 168, 0, 88, 56, 79, 406, 28, 19, 8, 28, 56, 84, 193, 406
INVAR-2, Run: 008, P, 246, 2, 0, 0, 0, 0, 136, 0, 1, 168, 0, 110, 56, 143, 538, 28, 18, 9, 28, 56, 84, 279, 538
INVAR-2, Run: 009, P, 244, 0, 0, 0, 0, 0, 136, 0, 1, 168, 0, 108, 56, 132, 646, 28, 12, 15, 28, 56, 84, 268, 646
INVAR-2, Run: 010, P, 256, 2, 0, 0, 0, 0, 141, 0, 1, 168, 0, 115, 56, 71, 627, 28, 21, 6, 28, 56, 84, 212, 627
INVAR-2, Run: 011, P, 200, 2, 0, 0, 0, 0, 113, 0, 1, 168, 0, 87, 56, 125, 608, 28, 13, 14, 28, 56, 84, 238, 608
INVAR-2, Run: 012, P, 206, 0, 0, 0, 0, 0, 117, 0, 1, 168, 0, 89, 56, 89, 577, 28, 16, 11, 28, 56, 84, 206, 577
INVAR-2, Run: 013, P, 222, 0, 0, 0, 0, 0, 125, 0, 1, 168, 0, 97, 56, 94, 568, 28, 20, 7, 28, 56, 84, 219, 568
INVAR-2, Run: 014, P, 190, 0, 0, 0, 0, 0, 109, 0, 1, 168, 0, 81, 56, 112, 456, 28, 16, 11, 28, 56, 84, 221, 456
INVAR-2, Run: 015, P, 186, 0, 0, 0, 0, 0, 107, 0, 1, 168, 0, 79, 56, 147, 615, 28, 18, 9, 28, 56, 84, 254, 615
INVAR-2, Run: 016, P, 209, 1, 0, 0, 0, 0, 118, 0, 1, 168, 0, 91, 56, 345, 1166, 28, 16, 11, 28, 56, 84, 463, 1166
INVAR-2, Run: 017, P, 224, 0, 0, 0, 0, 0, 126, 0, 1, 168, 0, 98, 56, 178, 553, 28, 21, 6, 28, 56, 84, 304, 553
INVAR-2, Run: 018, P, 232, 2, 0, 0, 0, 0, 129, 0, 1, 168, 0, 103, 56, 204, 728, 28, 19, 8, 28, 56, 84, 333, 728
INVAR-2, Run: 019, P, 204, 2, 0, 0, 0, 0, 115, 0, 1, 168, 0, 89, 56, 94, 503, 28, 18, 9, 28, 56, 84, 209, 503
INVAR-2, Run: 020, P, 261, 1, 0, 0, 0, 0, 144, 0, 1, 168, 0, 117, 56, 125, 699, 28, 21, 6, 28, 56, 84, 269, 699
INVAR-2, Run: 021, P, 248, 0, 0, 0, 0, 0, 138, 0, 1, 168, 0, 110, 56, 145, 654, 28, 14, 13, 28, 56, 84, 283, 654
INVAR-2, Run: 022, P, 255, 1, 0, 0, 0, 0, 141, 0, 1, 168, 0, 114, 56, 231, 689, 28, 16, 11, 28, 56, 84, 372, 689
INVAR-2, Run: 023, P, 210, 2, 0, 0, 0, 0, 118, 0, 1, 168, 0, 92, 56, 91, 574, 28, 19, 8, 28, 56, 84, 209, 574
INVAR-2, Run: 024, P, 254, 0, 0, 0, 0, 0, 141, 0, 1, 168, 0, 113, 56, 116, 346, 28, 16, 11, 28, 56, 84, 257, 346
INVAR-2, Run: 025, P, 262, 0, 0, 0, 0, 0, 145, 0, 1, 168, 0, 117, 56, 121, 722, 28, 13, 14, 28, 56, 84, 266, 722
INVAR-2, Run: 026, P, 241, 1, 0, 0, 0, 0, 134, 0, 1, 168, 0, 107, 56, 175, 758, 28, 19, 8, 28, 56, 84, 309, 758
INVAR-2, Run: 027, P, 225, 1, 0, 0, 0, 0, 126, 0, 1, 168, 0, 99, 56, 136, 484, 28, 15, 12, 28, 56, 84, 262, 484
INVAR-2, Run: 028, P, 196, 0, 0, 0, 0, 0, 112, 0, 1, 168, 0, 84, 56, 155, 563, 28, 13, 14, 28, 56, 84, 267, 563
INVAR-2, Run: 029, P, 217, 1, 0, 0, 0, 0, 122, 0, 1, 168, 0, 95, 56, 100, 405, 28, 14, 13, 28, 56, 84, 222, 405
INVAR-2, Run: 030, P, 213, 1, 0, 0, 0, 0, 120, 0, 1, 168, 0, 93, 56, 98, 683, 28, 16, 11, 28, 56, 84, 218, 683
INVAR-2, Run: 031, P, 232, 0, 0, 0, 0, 0, 130, 0, 1, 168, 0, 102, 56, 175, 606, 28, 11, 16, 28, 56, 84, 305, 606
INVAR-2, Run: 032, P, 261, 1, 0, 0, 0, 0, 144, 0, 1, 168, 0, 117, 56, 140, 575, 28, 21, 6, 28, 56, 84, 284, 575
INVAR-2, Run: 033, P, 241, 3, 0, 0, 0, 0, 133, 0, 1, 168, 0, 108, 56, 215, 766, 28, 16, 11, 28, 56, 84, 348, 766
INVAR-2, Run: 034, P, 194, 0, 0, 0, 0, 0, 111, 0, 1, 168, 0, 83, 56, 137, 601, 28, 19, 8, 28, 56, 84, 248, 601
INVAR-2, Run: 035, P, 202, 0, 0, 0, 0, 0, 115, 0, 1, 168, 0, 87, 56, 66, 488, 28, 16, 11, 28, 56, 84, 181, 488
INVAR-2, Run: 036, P, 246, 0, 0, 0, 0, 0, 137, 0, 1, 168, 0, 109, 56, 171, 613, 28, 15, 12, 28, 56, 84, 308, 613
INVAR-2, Run: 037, P, 208, 2, 0, 0, 0, 0, 117, 0, 1, 168, 0, 91, 56, 95, 625, 28, 23, 4, 28, 56, 84, 212, 625
INVAR-2, Run: 038, P, 206, 2, 0, 0, 0, 0, 116, 0, 1, 168, 0, 90, 56, 120, 615, 28, 19, 8, 28, 56, 84, 236, 615
INVAR-2, Run: 039, P, 213, 1, 0, 0, 0, 0, 120, 0, 1, 168, 0, 93, 56, 140, 392, 28, 15, 12, 28, 56, 84, 260, 392
INVAR-2, Run: 040, P, 220, 0, 0, 0, 0, 0, 124, 0, 1, 168, 0, 96, 56, 160, 696, 28, 20, 7, 28, 56, 84, 284, 696
INVAR-2, Run: 041, P, 214, 0, 0, 0, 0, 0, 121, 0, 1, 168, 0, 93, 56, 122, 428, 28, 17, 10, 28, 56, 84, 243, 428
INVAR-2, Run: 042, P, 220, 0, 0, 0, 0, 0, 124, 0, 1, 168, 0, 96, 56, 108, 753, 28, 18, 9, 28, 56, 84, 232, 753
INVAR-2, Run: 043, P, 228, 0, 0, 0, 0, 0, 128, 0, 1, 168, 0, 100, 56, 102, 457, 28, 19, 8, 28, 56, 84, 230, 457
INVAR-2, Run: 044, P, 250, 2, 0, 0, 0, 0, 138, 0, 1, 168, 0, 112, 56, 117, 583, 28, 17, 10, 28, 56, 84, 255, 583
INVAR-2, Run: 045, P, 219, 1, 0, 0, 0, 0, 123, 0, 1, 168, 0, 96, 56, 123, 923, 28, 20, 7, 28, 56, 84, 246, 923
INVAR-2, Run: 046, P, 242, 0, 0, 0, 0, 0, 135, 0, 1, 168, 0, 107, 56, 131, 485, 28, 17, 10, 28, 56, 84, 266, 485
INVAR-2, Run: 047, P, 228, 2, 0, 0, 0, 0, 127, 0, 1, 168, 0, 101, 56, 103, 781, 28, 22, 5, 28, 56, 84, 230, 781
INVAR-2, Run: 048, P, 216, 2, 0, 0, 0, 0, 121, 0, 1, 168, 0, 95, 56, 108, 608, 28, 16, 11, 28, 56, 84, 229, 608
INVAR-2, Run: 049, P, 195, 1, 0, 0, 0, 0, 111, 0, 1, 168, 0, 84, 56, 141, 636, 28, 10, 17, 28, 56, 84, 252, 636
INVAR-2, Run: 050, P, 214, 2, 0, 0, 0, 0, 120, 0, 1, 168, 0, 94, 56, 112, 1072, 28, 23, 4, 28, 56, 84, 232, 1072
INVAR-2, Run: 051, P, 198, 0, 0, 0, 0, 0, 113, 0, 1, 168, 0, 85, 56, 81, 418, 28, 17, 10, 28, 56, 84, 194, 418
INVAR-2, Run: 052, P, 208, 0, 0, 0, 0, 0, 118, 0, 1, 168, 0, 90, 56, 158, 798, 28, 18, 9, 28, 56, 84, 276, 798
INVAR-2, Run: 053, P, 208, 0, 0, 0, 0, 0, 118, 0, 1, 168, 0, 90, 56, 225, 1063, 28, 22, 5, 28, 56, 84, 343, 1063
INVAR-2, Run: 054, P, 224, 2, 0, 0, 0, 0, 125, 0, 1, 168, 0, 99, 56, 136, 656, 28, 19, 8, 28, 56, 84, 261, 656
INVAR-2, Run: 055, P, 230, 0, 0, 0, 0, 0, 129, 0, 1, 168, 0, 101, 56, 127, 369, 28, 19, 8, 28, 56, 84, 256, 369
INVAR-2, Run: 056, P, 237, 3, 0, 0, 0, 0, 131, 0, 1, 168, 0, 106, 56, 136, 561, 28, 14, 13, 28, 56, 84, 267, 561
INVAR-2, Run: 057, P, 273, 1, 0, 0, 0, 0, 150, 0, 1, 168, 0, 123, 56, 137, 833, 28, 16, 11, 28, 56, 84, 287, 833
INVAR-2, Run: 058, P, 196, 0, 0, 0, 0, 0, 112, 0, 1, 168, 0, 84, 56, 88, 737, 28, 18, 9, 28, 56, 84, 200, 737
INVAR-2, Run: 059, P, 208, 0, 0, 0, 0, 0, 118, 0, 1, 168, 0, 90, 56, 137, 834, 28, 15, 12, 28, 56, 84, 255, 834
INVAR-2, Run: 060, P, 251, 3, 0, 0, 0, 0, 138, 0, 1, 168, 0, 113, 56, 101, 734, 28, 17, 10, 28, 56, 84, 239, 734
INVAR-2, Run: 061, P, 202, 0, 0, 0, 0, 0, 115, 0, 1, 168, 0, 87, 56, 177, 1006, 28, 19, 8, 28, 56, 84, 292, 1006
INVAR-2, Run: 062, P, 245, 1, 0, 0, 0, 0, 136, 0, 1, 168, 0, 109, 56, 121, 416, 28, 16, 11, 28, 56, 84, 257, 416
INVAR-2, Run: 063, P, 237, 1, 0, 0, 0, 0, 132, 0, 1, 168, 0, 105, 56, 65, 361, 28, 20, 7, 28, 56, 84, 197, 361
INVAR-2, Run: 064, P, 192, 0, 0, 0, 0, 0, 110, 0, 1, 168, 0, 82, 56, 105, 518, 28, 17, 10, 28, 56, 84, 215, 518
INVAR-2, Run: 065, P, 224, 0, 0, 0, 0, 0, 126, 0, 1, 168, 0, 98, 56, 135, 421, 28, 18, 9, 28, 56, 84, 261, 421
INVAR-2, Run: 066, P, 241, 1, 0, 0, 0, 0, 134, 0, 1, 168, 0, 107, 56, 121, 583, 28, 19, 8, 28, 56, 84, 255, 583
INVAR-2, Run: 067, P, 256, 0, 0, 0, 0, 0, 142, 0, 1, 168, 0, 114, 56, 112, 913, 28, 18, 9, 28, 56, 84, 254, 913
INVAR-2, Run: 068, P, 206, 2, 0, 0, 0, 0, 116, 0, 1, 168, 0, 90, 56, 167, 652, 28, 19, 8, 28, 56, 84, 283, 652
INVAR-2, Run: 069, P, 254, 2, 0, 0, 0, 0, 140, 0, 1, 168, 0, 114, 56, 174, 520, 28, 16, 11, 28, 56, 84, 314, 520
INVAR-2, Run: 070, P, 235, 1, 0, 0, 0, 0, 131, 0, 1, 168, 0, 104, 56, 147, 991, 28, 18, 9, 28, 56, 84, 278, 991
INVAR-2, Run: 071, P, 243, 1, 0, 0, 0, 0, 135, 0, 1, 168, 0, 108, 56, 123, 594, 28, 12, 15, 28, 56, 84, 258, 594
INVAR-2, Run: 072, P, 232, 0, 0, 0, 0, 0, 130, 0, 1, 168, 0, 102, 56, 148, 938, 28, 18, 9, 28, 56, 84, 278, 938
INVAR-2, Run: 073, P, 212, 0, 0, 0, 0, 0, 120, 0, 1, 168, 0, 92, 56, 120, 578, 28, 15, 12, 28, 56, 84, 240, 578
INVAR-2, Run: 074, P, 237, 1, 0, 0, 0, 0, 132, 0, 1, 168, 0, 105, 56, 112, 436, 28, 14, 13, 28, 56, 84, 244, 436
INVAR-2, Run: 075, P, 223, 1, 0, 0, 0, 0, 125, 0, 1, 168, 0, 98, 56, 100, 543, 28, 14, 13, 28, 56, 84, 225, 543
INVAR-2, Run: 076, P, 240, 2, 0, 0, 0, 0, 133, 0, 1, 168, 0, 107, 56, 137, 655, 28, 17, 10, 28, 56, 84, 270, 655
INVAR-2, Run: 077, P, 206, 2, 0, 0, 0, 0, 116, 0, 1, 168, 0, 90, 56, 108, 549, 28, 21, 6, 28, 56, 84, 224, 549
INVAR-2, Run: 078, P, 213, 1, 0, 0, 0, 0, 120, 0, 1, 168, 0, 93, 56, 188, 758, 28, 16, 11, 28, 56, 84, 308, 758
INVAR-2, Run: 079, P, 202, 0, 0, 0, 0, 0, 115, 0, 1, 168, 0, 87, 56, 84, 552, 28, 22, 5, 28, 56, 84, 199, 552
INVAR-2, Run: 080, P, 232, 0, 0, 0, 0, 0, 130, 0, 1, 168, 0, 102, 56, 92, 422, 28, 15, 12, 28, 56, 84, 222, 422
INVAR-2, Run: 081, P, 236, 0, 0, 0, 0, 0, 132, 0, 1, 168, 0, 104, 56, 213, 1139, 28, 21, 6, 28, 56, 84, 345, 1139
INVAR-2, Run: 082, P, 223, 1, 0, 0, 0, 0, 125, 0, 1, 168, 0, 98, 56, 247, 806, 28, 18, 9, 28, 56, 84, 372, 806
INVAR-2, Run: 083, P, 234, 0, 0, 0, 0, 0, 131, 0, 1, 168, 0, 103, 56, 101, 541, 28, 17, 10, 28, 56, 84, 232, 541
INVAR-2, Run: 084, P, 233, 1, 0, 0, 0, 0, 130, 0, 1, 168, 0, 103, 56, 157, 687, 28, 16, 11, 28, 56, 84, 287, 687
INVAR-2, Run: 085, P, 263, 1, 0, 0, 0, 0, 145, 0, 1, 168, 0, 118, 56, 148, 562, 28, 15, 12, 28, 56, 84, 293, 562
INVAR-2, Run: 086, P, 225, 1, 0, 0, 0, 0, 126, 0, 1, 168, 0, 99, 56, 147, 843, 28, 20, 7, 28, 56, 84, 273, 843
INVAR-2, Run: 087, P, 222, 2, 0, 0, 0, 0, 124, 0, 1, 168, 0, 98, 56, 129, 766, 28, 17, 10, 28, 56, 84, 253, 766
INVAR-2, Run: 088, P, 218, 0, 0, 0, 0, 0, 123, 0, 1, 168, 0, 95, 56, 128, 634, 28, 19, 8, 28, 56, 84, 251, 634
INVAR-2, Run: 089, P, 208, 0, 0, 0, 0, 0, 118, 0, 1, 168, 0, 90, 56, 93, 331, 28, 14, 13, 28, 56, 84, 211, 331
INVAR-2, Run: 090, P, 256, 0, 0, 0, 0, 0, 142, 0, 1, 168, 0, 114, 56, 126, 593, 28, 23, 4, 28, 56, 84, 268, 593
INVAR-2, Run: 091, P, 229, 1, 0, 0, 0, 0, 128, 0, 1, 168, 0, 101, 56, 105, 604, 28, 20, 7, 28, 56, 84, 233, 604
INVAR-2, Run: 092, P, 229, 1, 0, 0, 0, 0, 128, 0, 1, 168, 0, 101, 56, 122, 668, 28, 18, 9, 28, 56, 84, 250, 668
INVAR-2, Run: 093, P, 230, 2, 0, 0, 0, 0, 128, 0, 1, 168, 0, 102, 56, 196, 654, 28, 16, 11, 28, 56, 84, 324, 654
INVAR-2, Run: 094, P, 231, 3, 0, 0, 0, 0, 128, 0, 1, 168, 0, 103, 56, 148, 735, 28, 18, 9, 28, 56, 84, 276, 735
INVAR-2, Run: 095, P, 222, 0, 0, 0, 0, 0, 125, 0, 1, 168, 0, 97, 56, 80, 533, 28, 21, 6, 28, 56, 84, 205, 533
INVAR-2, Run: 096, P, 218, 2, 0, 0, 0, 0, 122, 0, 1, 168, 0, 96, 56, 184, 829, 28, 19, 8, 28, 56, 84, 306, 829
INVAR-2, Run: 097, P, 188, 0, 0, 0, 0, 0, 108, 0, 1, 168, 0, 80, 56, 92, 756, 28, 22, 5, 28, 56, 84, 200, 756
INVAR-2, Run: 098, P, 210, 0, 0, 0, 0, 0, 119, 0, 1, 168, 0, 91, 56, 191, 1073, 28, 21, 6, 28, 56, 84, 310, 1073
INVAR-2, Run: 099, P, 272, 0, 0, 0, 0, 0, 150, 0, 1, 168, 0, 122, 56, 168, 551, 28, 21, 6, 28, 56, 84, 318, 551
INVAR-2, Run: 100, P, 216, 0, 0, 0, 0, 0, 122, 0, 1, 168, 0, 94, 56, 187, 687, 28, 19, 8, 28, 56, 84, 309, 687
INVAR-3, Run: 001, P, 306, 2, 0, 0, 0, 0, 193, 0, 1, 492, 0, 113, 164, 710, 3678, 82, 56, 25, 82, 164, 246, 903, 3678
INVAR-3, Run: 002, P, 256, 0, 0, 0, 0, 0, 169, 0, 1, 492, 0, 87, 164, 858, 4434, 82, 45, 36, 82, 164, 246, 1027, 4434
INVAR-3, Run: 003, P, 266, 2, 0, 0, 0, 0, 173, 0, 1, 492, 0, 93, 164, 582, 2637, 82, 44, 37, 82, 164, 246, 755, 2637
INVAR-3, Run: 004, P, 276, 0, 0, 0, 0, 0, 179, 0, 1, 492, 0, 97, 164, 656, 3387, 82, 57, 24, 82, 164, 246, 835, 3387
INVAR-3, Run: 005, P, 272, 2, 0, 0, 0, 0, 176, 0, 1, 492, 0, 96, 164, 770, 4099, 82, 58, 23, 82, 164, 246, 946, 4099
INVAR-3, Run: 006, P, 270, 4, 0, 0, 0, 0, 174, 0, 1, 492, 0, 96, 164, 743, 3526, 82, 48, 33, 82, 164, 246, 917, 3526
INVAR-3, Run: 007, P, 331, 1, 0, 0, 0, 0, 206, 0, 1, 492, 0, 125, 164, 633, 3670, 82, 58, 23, 82, 164, 246, 839, 3670
INVAR-3, Run: 008, P, 306, 0, 0, 0, 0, 0, 194, 0, 1, 492, 0, 112, 164, 463, 3523, 82, 60, 21, 82, 164, 246, 657, 3523
INVAR-3, Run: 009, P, 283, 1, 0, 0, 0, 0, 182, 0, 1, 492, 0, 101, 164, 716, 4238, 82, 57, 24, 82, 164, 246, 898, 4238
INVAR-3, Run: 010, P, 278, 0, 0, 0, 0, 0, 180, 0, 1, 492, 0, 98, 164, 578, 3629, 82, 56, 25, 82, 164, 246, 758, 3629
INVAR-3, Run: 011, P, 254, 2, 0, 0, 0, 0, 167, 0, 1, 492, 0, 87, 164, 641, 3092, 82, 57, 24, 82, 164, 246, 808, 3092
INVAR-3, Run: 012, P, 295, 1, 0, 0, 0, 0, 188, 0, 1, 492, 0, 107, 164, 621, 2714, 82, 43, 38, 82, 164, 246, 809, 2714
INVAR-3, Run: 013, P, 278, 2, 0, 0, 0, 0, 179, 0, 1, 492, 0, 99, 164, 641, 3873, 82, 54, 27, 82, 164, 246, 820, 3873
INVAR-3, Run: 014, P, 294, 0, 0, 0, 0, 0, 188, 0, 1, 492, 0, 106, 164, 652, 3374, 82, 60, 21, 82, 164, 246, 840, 3374
INVAR-3, Run: 015, P, 282, 0, 0, 0, 0, 0, 182, 0, 1, 492, 0, 100, 164, 838, 3843, 82, 48, 33, 82, 164, 246, 1020, 3843
INVAR-3, Run: 016, P, 281, 1, 0, 0, 0, 0, 181, 0, 1, 492, 0, 100, 164, 650, 2916, 82, 47, 34, 82, 164, 246, 831, 2916
INVAR-3, Run: 017, P, 266, 0, 0, 0, 0, 0, 174, 0, 1, 492, 0, 92, 164, 647, 4325, 82, 66, 15, 82, 164, 246, 821, 4325
INVAR-3, Run: 018, P, 260, 0, 0, 0, 0, 0, 171, 0, 1, 492, 0, 89, 164, 664, 3923, 82, 48, 33, 82, 164, 246, 835, 3923
INVAR-3, Run: 019, P, 284, 2, 0, 0, 0, 0, 182, 0, 1, 492, 0, 102, 164, 679, 3908, 82, 46, 35, 82, 164, 246, 861, 3908
INVAR-3, Run: 020, P, 269, 3, 0, 0, 0, 0, 174, 0, 1, 492, 0, 95, 164, 674, 4655, 82, 57, 24, 82, 164, 246, 848, 4655
