Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 18, 0, 309, 0, 0, 1, 0, 9, 0, 18, 17, 7, 7, 17, 9, 7, 1, 9, 9, 103, 12, 6
INVAR-1, Run: 002, P, 0, 0, 0, 18, 0, 288, 0, 2, 1, 2, 8, 0, 18, 20, 7, 5, 20, 9, 8, 0, 8, 9, 96, 10, 5
INVAR-1, Run: 003, P, 0, 0, 0, 18, 0, 294, 0, 0, 1, 0, 9, 0, 18, 14, 1, 1, 14, 9, 4, 4, 9, 9, 98, 46, 23
INVAR-1, Run: 004, P, 0, 0, 0, 18, 0, 354, 0, 0, 1, 0, 9, 0, 18, 46, 10, 10, 46, 9, 6, 2, 9, 9, 118, 44, 22
INVAR-1, Run: 005, P, 0, 0, 0, 18, 0, 294, 0, 2, 1, 2, 8, 0, 18, 9, 11, 9, 9, 9, 5, 3, 8, 9, 98, 6, 3
INVAR-1, Run: 006, P, 0, 0, 0, 18, 0, 297, 0, 0, 1, 0, 9, 0, 18, 57, 2, 2, 57, 9, 6, 2, 9, 9, 99, 60, 30
INVAR-1, Run: 007, P, 0, 0, 0, 18, 0, 339, 0, 2, 1, 2, 8, 0, 18, 15, 5, 3, 15, 9, 3, 5, 8, 9, 113, 42, 21
INVAR-1, Run: 008, P, 0, 0, 0, 18, 0, 300, 0, 0, 1, 0, 9, 0, 18, 38, 5, 5, 38, 9, 5, 3, 9, 9, 100, 74, 37
INVAR-1, Run: 009, P, 0, 0, 0, 18, 0, 312, 0, 0, 1, 0, 9, 0, 18, 3, 7, 7, 3, 9, 6, 2, 9, 9, 104, 14, 7
INVAR-1, Run: 010, P, 0, 0, 0, 18, 0, 291, 0, 0, 1, 0, 9, 0, 18, 22, 7, 7, 22, 9, 5, 3, 9, 9, 97, 78, 39
INVAR-1, Run: 011, P, 0, 0, 0, 18, 0, 279, 0, 0, 1, 0, 9, 0, 18, 6, 4, 4, 6, 9, 4, 4, 9, 9, 93, 38, 19
INVAR-1, Run: 012, P, 0, 0, 0, 18, 0, 324, 0, 0, 1, 0, 9, 0, 18, 16, 3, 3, 16, 9, 7, 1, 9, 9, 108, 28, 14
INVAR-1, Run: 013, P, 0, 0, 0, 18, 0, 276, 0, 0, 1, 0, 9, 0, 18, 44, 5, 5, 44, 9, 4, 4, 9, 9, 92, 278, 139
