Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 9, 0, 11, 1, 1, 1, 18, 0, 0, 51, 11, 52, 12, 1, 1, 0, 9, 0, 0, 16, 1, 17, 2, 1, 0, 0, 18, 0, 5, 0, 6, 1, 1, 15, 2, 1, 12, 3, 4, 16, 6, 1, 1, 1, 1, 1, 5, 0, 20, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 9, 25, 9, 0, 4, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 15, 8, 1, 0, 8, 1, 0, 14, 3, 17, 4, 2, 1, 18, 0, 0, 4, 0, 5, 1, 1, 1, 1, 9, 0, 0, 3, 0, 4, 1, 1, 0, 0, 5, 0, 0, 0, 1, 1, 1, 16, 1, 0, 0, 2, 0, 2, 1, 1, 1, 1, 1, 1, 3, 1, 9, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 4, 15, 3, 18, 4, 1, 5, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 7, 2, 0, 8, 3, 11, 4, 2, 1, 18, 0, 0, 13, 2, 14, 3, 1, 1, 0, 9, 0, 0, 8, 2, 9, 3, 1, 0, 0, 14, 0, 21, 6, 22, 7, 1, 17, 1, 0, 17, 5, 4, 19, 5, 1, 1, 1, 1, 1, 6, 1, 17, 0, 17, 1, 0, 0, 0, 0, 0, 0, 0, 6, 6, 3, 9, 4, 1, 2, 0, 0, 37, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 0, 1, 9, 0, 0, 32, 10, 34, 12, 4, 1, 18, 0, 0, 51, 16, 52, 17, 1, 1, 0, 8, 1, 0, 24, 4, 26, 5, 1, 0, 0, 26, 0, 11, 2, 12, 3, 1, 15, 2, 0, 3, 4, 1, 6, 2, 1, 1, 1, 1, 1, 0, 0, 31, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 18, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 9, 0, 0, 3, 0, 4, 1, 2, 1, 18, 0, 0, 37, 9, 38, 10, 1, 1, 0, 8, 1, 0, 22, 6, 23, 6, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 17, 1, 0, 11, 14, 5, 13, 6, 1, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 0, 0, 2, 0, 3, 1, 1, 1, 18, 0, 0, 8, 1, 9, 2, 1, 1, 0, 9, 0, 0, 14, 2, 15, 3, 1, 0, 0, 29, 0, 32, 7, 32, 7, 0, 18, 0, 0, 14, 6, 2, 15, 3, 1, 1, 1, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 3, 0, 5, 1, 2, 1, 18, 0, 0, 18, 4, 19, 5, 1, 1, 0, 9, 0, 0, 5, 3, 6, 4, 1, 0, 0, 18, 0, 20, 6, 21, 7, 1, 16, 2, 0, 6, 3, 0, 9, 1, 1, 1, 1, 1, 1, 3, 0, 21, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 4, 6, 1, 8, 3, 1, 6, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 8, 0, 1, 8, 1, 0, 15, 2, 18, 4, 2, 1, 18, 0, 0, 11, 2, 12, 3, 1, 1, 0, 9, 0, 0, 1, 0, 2, 1, 1, 0, 0, 13, 0, 16, 4, 17, 5, 1, 16, 2, 0, 6, 2, 1, 9, 2, 1, 1, 1, 1, 1, 5, 0, 16, 0, 32, 2, 0, 0, 0, 0, 0, 0, 0, 3, 6, 6, 9, 7, 1, 4, 0, 0, 21, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 16, 8, 1, 0, 8, 1, 0, 29, 6, 32, 7, 2, 1, 18, 0, 0, 17, 5, 18, 6, 1, 1, 0, 9, 0, 0, 32, 10, 33, 11, 1, 0, 0, 18, 0, 1, 1, 2, 2, 1, 16, 2, 0, 18, 5, 8, 21, 9, 1, 1, 1, 1, 1, 5, 0, 21, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 9, 9, 0, 4, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 15, 8, 1, 0, 7, 2, 0, 33, 7, 37, 8, 3, 1, 18, 0, 0, 9, 1, 10, 2, 1, 1, 0, 8, 1, 0, 9, 4, 11, 5, 1, 0, 0, 4, 0, 5, 4, 6, 5, 1, 17, 1, 0, 16, 0, 4, 18, 5, 1, 1, 1, 1, 1, 3, 0, 8, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 4, 18, 5, 1, 6, 0, 0, 32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 8, 0, 1, 19, 4, 21, 6, 2, 1, 18, 0, 0, 30, 7, 31, 8, 1, 1, 0, 9, 0, 0, 8, 0, 9, 1, 1, 0, 0, 2, 0, 25, 6, 26, 7, 1, 16, 2, 0, 7, 0, 1, 10, 2, 1, 1, 1, 1, 1, 5, 0, 5, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 1, 10, 0, 12, 2, 1, 4, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 7, 2, 0, 9, 3, 12, 4, 2, 1, 18, 0, 0, 6, 1, 7, 2, 1, 1, 0, 9, 0, 0, 16, 4, 17, 5, 1, 0, 0, 4, 0, 17, 8, 18, 9, 1, 18, 0, 0, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 5, 0, 7, 0, 22, 1, 0, 0, 0, 0, 0, 0, 0, 2, 11, 3, 13, 4, 1, 4, 0, 0, 32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 8, 0, 1, 3, 1, 5, 3, 2, 1, 18, 0, 0, 20, 2, 21, 3, 1, 1, 0, 9, 0, 0, 8, 2, 9, 3, 1, 0, 0, 8, 0, 0, 0, 1, 1, 1, 16, 2, 0, 24, 1, 6, 27, 7, 1, 1, 1, 1, 1, 3, 0, 11, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 6, 2, 1, 6, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 7, 2, 0, 9, 0, 0, 5, 0, 8, 1, 0, 1, 18, 0, 0, 10, 3, 11, 4, 1, 1, 1, 9, 0, 0, 2, 1, 3, 2, 1, 0, 0, 22, 0, 1, 1, 2, 2, 1, 17, 1, 0, 23, 7, 6, 25, 7, 1, 1, 1, 1, 1, 4, 0, 24, 0, 31, 2, 0, 0, 0, 0, 0, 0, 0, 9, 3, 0, 6, 1, 1, 5, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 7, 2, 0, 6, 3, 0, 50, 12, 56, 13, 1, 1, 17, 1, 0, 46, 9, 48, 10, 1, 1, 0, 8, 1, 0, 3, 2, 5, 3, 1, 0, 0, 3, 0, 15, 3, 16, 4, 1, 17, 1, 0, 20, 0, 4, 22, 5, 1, 1, 1, 1, 1, 4, 0, 5, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 8, 1, 1, 5, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 12, 3, 14, 4, 2, 1, 18, 0, 0, 14, 2, 15, 3, 1, 1, 0, 9, 0, 0, 23, 10, 24, 11, 1, 0, 0, 11, 0, 7, 2, 8, 3, 1, 15, 3, 0, 1, 3, 0, 5, 1, 1, 1, 1, 1, 1, 3, 1, 14, 0, 28, 4, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 8, 1, 1, 5, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 39, 12, 41, 13, 2, 1, 18, 0, 0, 7, 1, 8, 2, 1, 1, 0, 9, 0, 0, 11, 5, 12, 6, 1, 0, 0, 13, 0, 18, 4, 19, 5, 1, 15, 2, 1, 27, 1, 4, 31, 6, 1, 1, 1, 1, 1, 4, 1, 16, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 2, 12, 3, 15, 4, 1, 4, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 8, 1, 0, 7, 2, 0, 3, 2, 7, 3, 1, 1, 18, 0, 0, 6, 0, 7, 1, 1, 1, 0, 9, 0, 0, 2, 0, 3, 1, 1, 0, 0, 17, 0, 3, 0, 4, 1, 1, 15, 3, 0, 37, 2, 2, 41, 3, 1, 1, 1, 1, 1, 5, 0, 19, 0, 23, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 6, 1, 1, 4, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
