Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, F
INVAR-2, Run: 090, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 091, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 092, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 093, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 094, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 095, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 096, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 097, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 098, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 099, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 100, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-3, Run: 001, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 002, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 003, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 004, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 005, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 006, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 007, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 008, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 009, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 010, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 011, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 012, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 013, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 014, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 015, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 016, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 017, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 018, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 019, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 020, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 021, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 022, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 023, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 024, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 025, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 026, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 027, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 028, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 029, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 030, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 031, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 032, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 033, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 034, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 035, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 036, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 037, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 038, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 039, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 040, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 041, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 042, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 043, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 044, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 045, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 046, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 047, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 048, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 049, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 050, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 051, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 052, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 053, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 054, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 055, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 056, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 057, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 058, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 059, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 060, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 061, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 062, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 063, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 064, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 065, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 066, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 067, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 068, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 069, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 070, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 071, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 072, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 073, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 074, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 075, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 076, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 077, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 078, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 079, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 080, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 081, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 082, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 083, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 084, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 085, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 086, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 087, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 088, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 089, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 090, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 091, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 092, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 093, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 094, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 095, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 096, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 097, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 098, E, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0
INVAR-3, Run: 099, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-3, Run: 100, E, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0
INVAR-4, Run: 001, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 002, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 003, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 004, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 005, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 006, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 007, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 008, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 009, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 010, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 011, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 012, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 013, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 014, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 015, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 016, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 017, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 018, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 019, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 020, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 021, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 022, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 023, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 024, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 025, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 026, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 027, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 028, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 029, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 030, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 031, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 032, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 033, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 034, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 035, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 036, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 037, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 038, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 039, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 040, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 041, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 042, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 043, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 044, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 045, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 046, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 047, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 048, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 049, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 050, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 051, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 052, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 053, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 054, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 055, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 056, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 057, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 058, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 059, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 060, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 061, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 062, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 063, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 064, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 065, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 066, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 067, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 068, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 069, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 070, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 071, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 072, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 073, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 074, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 075, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 076, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 077, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 078, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 079, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 080, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 081, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 082, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 083, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 084, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 085, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 086, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 087, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 088, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 089, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 090, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 091, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 092, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 093, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 094, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 095, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 096, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 097, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 098, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 099, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-4, Run: 100, E, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1
INVAR-5, Run: 001, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 002, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 003, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 004, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 005, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 006, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 007, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 008, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 009, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 010, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 011, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 012, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 013, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 014, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 015, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 016, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 017, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 018, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 019, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 020, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 021, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 022, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 023, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 024, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 025, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 026, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 027, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 028, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 029, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 030, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 031, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 032, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 033, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 034, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 035, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 036, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 037, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 038, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 039, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 040, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 041, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 042, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 043, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 044, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 045, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 046, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 047, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 048, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 049, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 050, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 051, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 052, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 053, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 054, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 055, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 056, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 057, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 058, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 059, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 060, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 061, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 062, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 063, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 064, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 065, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 066, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 067, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 068, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 069, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 070, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 071, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 072, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 073, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 074, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 075, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 076, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 077, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 078, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 079, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
