Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 15, 1, 39, 0, 18, 0, 9, 9, 5, 3, 9, 18, 27, 9, 24
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0, 18, 1, 9, 9, 6, 2, 9, 18, 27, 10, 19
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 16, 1, 38, 0, 18, 4, 9, 9, 6, 2, 9, 18, 27, 13, 25
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0, 18, 2, 9, 9, 6, 2, 9, 18, 27, 11, 16
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 13, 1, 41, 0, 18, 2, 9, 9, 3, 5, 9, 18, 27, 11, 22
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 18, 1, 36, 0, 18, 3, 9, 9, 5, 3, 9, 18, 27, 12, 27
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 21, 1, 33, 0, 18, 3, 9, 9, 6, 2, 9, 18, 27, 12, 30
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0, 18, 2, 9, 9, 3, 5, 9, 18, 27, 11, 19
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0, 18, 4, 9, 9, 5, 3, 9, 18, 27, 13, 18
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 16, 1, 38, 0, 18, 3, 9, 9, 4, 4, 9, 18, 27, 12, 25
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 17, 1, 37, 0, 18, 1, 9, 9, 5, 3, 9, 18, 27, 10, 26
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0, 18, 1, 9, 9, 5, 3, 9, 18, 27, 10, 13
