Input Number, Run_Number, Result@ 100, A2, A1, F1, F1P, F2, F2P, Y
19, Run: 001, F, 13, 1313, 0, 0, 0, 0, 5
19, Run: 002, F, 15, 1497, 0, 0, 0, 0, 5
19, Run: 003, F, 13, 1313, 0, 0, 0, 0, 5
19, Run: 004, F, 13, 1262, 0, 0, 0, 0, 5
19, Run: 005, F, 13, 1259, 0, 0, 0, 0, 5
19, Run: 006, F, 13, 1201, 0, 0, 0, 0, 5
19, Run: 007, F, 13, 1321, 0, 0, 0, 0, 5
19, Run: 008, F, 13, 1292, 0, 0, 0, 0, 5
19, Run: 009, F, 13, 1218, 0, 0, 0, 0, 5
19, Run: 010, F, 15, 1578, 0, 0, 0, 0, 5
19, Run: 011, F, 14, 1427, 0, 0, 0, 0, 5
19, Run: 012, F, 13, 1255, 0, 0, 0, 0, 5
19, Run: 013, F, 14, 1412, 0, 0, 0, 0, 5
19, Run: 014, F, 14, 1429, 0, 0, 0, 0, 5
19, Run: 015, F, 15, 1482, 0, 0, 0, 0, 5
19, Run: 016, F, 13, 1303, 0, 0, 0, 0, 5
19, Run: 017, F, 14, 1356, 0, 0, 0, 0, 5
19, Run: 018, F, 13, 1337, 0, 0, 0, 0, 5
19, Run: 019, F, 13, 1301, 0, 0, 0, 0, 5
19, Run: 020, F, 14, 1369, 0, 0, 0, 0, 5
19, Run: 021, F, 14, 1358, 0, 0, 0, 0, 5
19, Run: 022, F, 13, 1298, 0, 0, 0, 0, 5
19, Run: 023, F, 14, 1378, 0, 0, 0, 0, 5
19, Run: 024, F, 13, 1333, 0, 0, 0, 0, 5
19, Run: 025, F, 14, 1353, 0, 0, 0, 0, 5
19, Run: 026, F, 13, 1288, 0, 0, 0, 0, 5
19, Run: 027, F, 13, 1317, 0, 0, 0, 0, 5
19, Run: 028, F, 13, 1301, 0, 0, 0, 0, 5
19, Run: 029, F, 13, 1285, 0, 0, 0, 0, 5
19, Run: 030, F, 14, 1389, 0, 0, 0, 0, 5
19, Run: 031, F, 13, 1301, 0, 0, 0, 0, 5
19, Run: 032, F, 13, 1296, 0, 0, 0, 0, 5
19, Run: 033, F, 13, 1292, 0, 0, 0, 0, 5
19, Run: 034, F, 15, 1528, 0, 0, 0, 0, 5
19, Run: 035, F, 13, 1302, 0, 0, 0, 0, 5
19, Run: 036, F, 13, 1289, 0, 0, 0, 0, 5
19, Run: 037, F, 15, 1471, 0, 0, 0, 0, 5
19, Run: 038, F, 13, 1291, 0, 0, 0, 0, 5
19, Run: 039, F, 13, 1268, 0, 0, 0, 0, 5
19, Run: 040, F, 15, 1536, 0, 0, 0, 0, 5
19, Run: 041, F, 14, 1443, 0, 0, 0, 0, 5
19, Run: 042, F, 13, 1353, 0, 0, 0, 0, 5
19, Run: 043, F, 13, 1288, 0, 0, 0, 0, 5
19, Run: 044, F, 14, 1380, 0, 0, 0, 0, 5
19, Run: 045, F, 14, 1407, 0, 0, 0, 0, 5
19, Run: 046, F, 14, 1397, 0, 0, 0, 0, 5
19, Run: 047, F, 15, 1490, 0, 0, 0, 0, 5
19, Run: 048, F, 14, 1374, 0, 0, 0, 0, 5
19, Run: 049, F, 15, 1425, 0, 0, 0, 0, 5
19, Run: 050, F, 13, 1263, 0, 0, 0, 0, 5
19, Run: 051, F, 13, 1336, 0, 0, 0, 0, 5
19, Run: 052, F, 15, 1460, 0, 0, 0, 0, 5
19, Run: 053, F, 13, 1315, 0, 0, 0, 0, 5
19, Run: 054, F, 13, 1248, 0, 0, 0, 0, 5
19, Run: 055, F, 13, 1285, 0, 0, 0, 0, 5
19, Run: 056, F, 13, 1274, 0, 0, 0, 0, 5
19, Run: 057, F, 13, 1361, 0, 0, 0, 0, 5
19, Run: 058, F, 13, 1320, 0, 0, 0, 0, 5
19, Run: 059, F, 14, 1416, 0, 0, 0, 0, 5
19, Run: 060, F, 13, 1263, 0, 0, 0, 0, 5
19, Run: 061, F, 16, 1601, 0, 0, 0, 0, 5
19, Run: 062, F, 13, 1341, 0, 0, 0, 0, 5
19, Run: 063, F, 13, 1273, 0, 0, 0, 0, 5
19, Run: 064, F, 14, 1480, 0, 0, 0, 0, 5
19, Run: 065, F, 14, 1401, 0, 0, 0, 0, 5
19, Run: 066, F, 13, 1314, 0, 0, 0, 0, 5
19, Run: 067, F, 15, 1420, 0, 0, 0, 0, 5
19, Run: 068, F, 13, 1342, 0, 0, 0, 0, 5
19, Run: 069, F, 14, 1366, 0, 0, 0, 0, 5
19, Run: 070, F, 14, 1402, 0, 0, 0, 0, 5
19, Run: 071, F, 14, 1394, 0, 0, 0, 0, 5
19, Run: 072, F, 13, 1294, 0, 0, 0, 0, 5
19, Run: 073, F, 14, 1402, 0, 0, 0, 0, 5
19, Run: 074, F, 14, 1383, 0, 0, 0, 0, 5
19, Run: 075, F, 14, 1394, 0, 0, 0, 0, 5
19, Run: 076, F, 13, 1266, 0, 0, 0, 0, 5
19, Run: 077, F, 13, 1316, 0, 0, 0, 0, 5
19, Run: 078, F, 14, 1464, 0, 0, 0, 0, 5
19, Run: 079, F, 13, 1281, 0, 0, 0, 0, 5
19, Run: 080, F, 13, 1272, 0, 0, 0, 0, 5
19, Run: 081, F, 13, 1309, 0, 0, 0, 0, 5
19, Run: 082, F, 14, 1478, 0, 0, 0, 0, 5
19, Run: 083, F, 13, 1212, 0, 0, 0, 0, 5
19, Run: 084, F, 13, 1276, 0, 0, 0, 0, 5
19, Run: 085, F, 13, 1264, 0, 0, 0, 0, 5
19, Run: 086, F, 13, 1323, 0, 0, 0, 0, 5
19, Run: 087, F, 13, 1283, 0, 0, 0, 0, 5
19, Run: 088, F, 14, 1356, 0, 0, 0, 0, 5
19, Run: 089, F, 13, 1336, 0, 0, 0, 0, 5
19, Run: 090, F, 13, 1267, 0, 0, 0, 0, 5
19, Run: 091, F, 13, 1329, 0, 0, 0, 0, 5
19, Run: 092, F, 14, 1446, 0, 0, 0, 0, 5
19, Run: 093, F, 13, 1325, 0, 0, 0, 0, 5
19, Run: 094, F, 13, 1294, 0, 0, 0, 0, 5
19, Run: 095, F, 13, 1364, 0, 0, 0, 0, 5
19, Run: 096, F, 13, 1255, 0, 0, 0, 0, 5
19, Run: 097, F, 14, 1317, 0, 0, 0, 0, 5
19, Run: 098, F, 15, 1452, 0, 0, 0, 0, 5
19, Run: 099, F, 14, 1369, 0, 0, 0, 0, 5
19, Run: 100, F, 14, 1407, 0, 0, 0, 0, 5
20, Run: 001, F, 83, 8229, 0, 0, 0, 0, 5
20, Run: 002, F, 83, 8396, 0, 0, 0, 0, 5
20, Run: 003, F, 84, 8402, 0, 0, 0, 0, 5
20, Run: 004, F, 84, 8619, 0, 0, 0, 0, 5
20, Run: 005, F, 83, 8171, 0, 0, 0, 0, 5
20, Run: 006, F, 83, 8227, 0, 0, 0, 0, 5
20, Run: 007, F, 83, 8461, 0, 0, 0, 0, 5
20, Run: 008, F, 83, 8377, 0, 0, 0, 0, 5
20, Run: 009, F, 83, 8248, 0, 0, 0, 0, 5
