Input Number, Run_Number, Result@ 100, X, XP, Z, YP
INVAR-12, Run: 009, E, 0, 29, 130, 0
INVAR-12, Run: 010, E, 0, 25, 130, 0
INVAR-12, Run: 011, E, 0, 46, 130, 0
INVAR-12, Run: 012, E, 0, 41, 130, 0
INVAR-12, Run: 013, E, 0, 22, 130, 0
INVAR-12, Run: 014, E, 0, 48, 130, 0
INVAR-12, Run: 015, E, 0, 27, 130, 0
INVAR-12, Run: 016, E, 0, 37, 130, 0
INVAR-12, Run: 017, E, 0, 24, 130, 0
INVAR-12, Run: 018, E, 0, 27, 130, 0
INVAR-12, Run: 019, E, 0, 33, 130, 0
INVAR-12, Run: 020, E, 0, 23, 130, 0
INVAR-12, Run: 021, E, 0, 32, 130, 0
INVAR-12, Run: 022, E, 0, 19, 130, 0
INVAR-12, Run: 023, E, 0, 22, 130, 0
INVAR-12, Run: 024, E, 0, 30, 130, 0
INVAR-12, Run: 025, E, 0, 39, 130, 0
INVAR-12, Run: 026, E, 0, 43, 130, 0
INVAR-12, Run: 027, E, 0, 25, 130, 0
INVAR-12, Run: 028, E, 0, 26, 130, 0
INVAR-12, Run: 029, E, 0, 43, 130, 0
INVAR-12, Run: 030, E, 0, 13, 130, 0
INVAR-12, Run: 031, E, 0, 25, 130, 0
INVAR-12, Run: 032, E, 0, 36, 130, 0
INVAR-12, Run: 033, E, 0, 19, 130, 0
INVAR-12, Run: 034, E, 0, 21, 130, 0
INVAR-12, Run: 035, E, 0, 20, 130, 0
INVAR-12, Run: 036, E, 0, 17, 130, 0
INVAR-12, Run: 037, E, 0, 27, 130, 0
INVAR-12, Run: 038, E, 0, 13, 130, 0
INVAR-12, Run: 039, E, 0, 32, 130, 0
INVAR-12, Run: 040, E, 0, 30, 130, 0
INVAR-12, Run: 041, E, 0, 47, 130, 0
INVAR-12, Run: 042, E, 0, 13, 130, 0
INVAR-12, Run: 043, E, 0, 21, 130, 0
INVAR-12, Run: 044, E, 0, 36, 130, 0
INVAR-12, Run: 045, E, 0, 40, 130, 0
INVAR-12, Run: 046, E, 0, 25, 130, 0
INVAR-12, Run: 047, E, 0, 25, 130, 0
INVAR-12, Run: 048, E, 0, 36, 130, 0
INVAR-12, Run: 049, E, 0, 38, 130, 0
INVAR-12, Run: 050, E, 0, 43, 130, 0
INVAR-12, Run: 051, E, 0, 50, 130, 0
INVAR-12, Run: 052, E, 0, 33, 130, 0
INVAR-12, Run: 053, E, 0, 33, 130, 0
INVAR-12, Run: 054, E, 0, 34, 130, 0
INVAR-12, Run: 055, E, 0, 37, 130, 0
INVAR-12, Run: 056, E, 0, 30, 130, 0
INVAR-12, Run: 057, E, 0, 54, 130, 0
INVAR-12, Run: 058, E, 0, 14, 130, 0
INVAR-12, Run: 059, E, 0, 33, 130, 0
INVAR-12, Run: 060, E, 0, 40, 130, 0
INVAR-12, Run: 061, E, 0, 17, 130, 0
INVAR-12, Run: 062, E, 0, 37, 130, 0
INVAR-12, Run: 063, E, 0, 41, 130, 0
INVAR-12, Run: 064, E, 0, 41, 130, 0
INVAR-12, Run: 065, E, 0, 48, 130, 0
INVAR-12, Run: 066, E, 0, 26, 130, 0
INVAR-12, Run: 067, E, 0, 29, 130, 0
INVAR-12, Run: 068, E, 0, 19, 130, 0
INVAR-12, Run: 069, E, 0, 18, 130, 0
INVAR-12, Run: 070, E, 0, 30, 130, 0
INVAR-12, Run: 071, E, 0, 19, 130, 0
INVAR-12, Run: 072, E, 0, 51, 130, 0
INVAR-12, Run: 073, E, 0, 23, 130, 0
INVAR-12, Run: 074, E, 0, 31, 130, 0
INVAR-12, Run: 075, E, 0, 41, 130, 0
INVAR-12, Run: 076, E, 0, 34, 130, 0
INVAR-12, Run: 077, E, 0, 37, 130, 0
INVAR-12, Run: 078, E, 0, 41, 130, 0
INVAR-12, Run: 079, E, 0, 37, 130, 0
INVAR-12, Run: 080, E, 0, 39, 130, 0
INVAR-12, Run: 081, E, 0, 11, 130, 0
INVAR-12, Run: 082, E, 0, 19, 130, 0
INVAR-12, Run: 083, E, 0, 23, 130, 0
INVAR-12, Run: 084, E, 0, 29, 130, 0
INVAR-12, Run: 085, E, 0, 37, 130, 0
INVAR-12, Run: 086, E, 0, 36, 130, 0
INVAR-12, Run: 087, E, 0, 21, 130, 0
INVAR-12, Run: 088, E, 0, 29, 130, 0
INVAR-12, Run: 089, E, 0, 26, 130, 0
INVAR-12, Run: 090, E, 0, 27, 130, 0
INVAR-12, Run: 091, E, 0, 34, 130, 0
INVAR-12, Run: 092, E, 0, 49, 130, 0
INVAR-12, Run: 093, E, 0, 42, 130, 0
INVAR-12, Run: 094, E, 0, 33, 130, 0
INVAR-12, Run: 095, E, 0, 14, 130, 0
INVAR-12, Run: 096, E, 0, 29, 130, 0
INVAR-12, Run: 097, E, 0, 13, 130, 0
INVAR-12, Run: 098, E, 0, 41, 130, 0
INVAR-12, Run: 099, E, 0, 28, 130, 0
INVAR-12, Run: 100, E, 0, 26, 130, 0
INVAR-13, Run: 001, E, 0, 0, 101, 96
INVAR-13, Run: 002, E, 0, 0, 111, 106
INVAR-13, Run: 003, E, 0, 0, 93, 88
INVAR-13, Run: 004, E, 0, 0, 92, 87
INVAR-13, Run: 005, E, 0, 0, 99, 94
INVAR-13, Run: 006, E, 0, 0, 98, 93
INVAR-13, Run: 007, E, 0, 0, 102, 97
INVAR-13, Run: 008, E, 0, 0, 100, 95
INVAR-13, Run: 009, E, 0, 0, 101, 96
INVAR-13, Run: 010, E, 0, 0, 90, 85
INVAR-13, Run: 011, E, 0, 0, 107, 102
INVAR-13, Run: 012, E, 0, 0, 104, 99
INVAR-13, Run: 013, E, 0, 0, 110, 105
INVAR-13, Run: 014, E, 0, 0, 99, 94
INVAR-13, Run: 015, E, 0, 0, 113, 108
INVAR-13, Run: 016, E, 0, 0, 104, 99
INVAR-13, Run: 017, E, 0, 0, 102, 97
INVAR-13, Run: 018, E, 0, 0, 108, 103
INVAR-13, Run: 019, E, 0, 0, 111, 106
INVAR-13, Run: 020, E, 0, 0, 101, 96
INVAR-13, Run: 021, E, 0, 0, 86, 81
INVAR-13, Run: 022, E, 0, 0, 99, 94
INVAR-13, Run: 023, E, 0, 0, 95, 90
INVAR-13, Run: 024, E, 0, 0, 113, 108
INVAR-13, Run: 025, E, 0, 0, 112, 107
INVAR-13, Run: 026, E, 0, 0, 106, 101
INVAR-13, Run: 027, E, 0, 0, 115, 110
INVAR-13, Run: 028, E, 0, 0, 123, 118
INVAR-13, Run: 029, E, 0, 0, 101, 96
INVAR-13, Run: 030, E, 0, 0, 102, 97
INVAR-13, Run: 031, E, 0, 0, 79, 74
INVAR-13, Run: 032, E, 0, 0, 112, 107
INVAR-13, Run: 033, E, 0, 0, 76, 71
INVAR-13, Run: 034, E, 0, 0, 94, 89
INVAR-13, Run: 035, E, 0, 0, 98, 93
INVAR-13, Run: 036, E, 0, 0, 95, 90
INVAR-13, Run: 037, E, 0, 0, 89, 84
INVAR-13, Run: 038, E, 0, 0, 106, 101
INVAR-13, Run: 039, E, 0, 0, 103, 98
INVAR-13, Run: 040, E, 0, 0, 119, 114
INVAR-13, Run: 041, E, 0, 0, 98, 93
INVAR-13, Run: 042, E, 0, 0, 89, 84
INVAR-13, Run: 043, E, 0, 0, 94, 89
INVAR-13, Run: 044, E, 0, 0, 90, 85
INVAR-13, Run: 045, E, 0, 0, 112, 107
INVAR-13, Run: 046, E, 0, 0, 109, 104
INVAR-13, Run: 047, E, 0, 0, 103, 98
INVAR-13, Run: 048, E, 0, 0, 101, 96
INVAR-13, Run: 049, E, 0, 0, 116, 111
INVAR-13, Run: 050, E, 0, 0, 94, 89
INVAR-13, Run: 051, E, 0, 0, 110, 105
INVAR-13, Run: 052, E, 0, 0, 105, 100
INVAR-13, Run: 053, E, 0, 0, 86, 81
INVAR-13, Run: 054, E, 0, 0, 109, 104
INVAR-13, Run: 055, E, 0, 0, 101, 96
INVAR-13, Run: 056, E, 0, 0, 117, 112
INVAR-13, Run: 057, E, 0, 0, 112, 107
INVAR-13, Run: 058, E, 0, 0, 90, 85
INVAR-13, Run: 059, E, 0, 0, 103, 98
INVAR-13, Run: 060, E, 0, 0, 104, 99
INVAR-13, Run: 061, E, 0, 0, 110, 105
INVAR-13, Run: 062, E, 0, 0, 111, 106
INVAR-13, Run: 063, E, 0, 0, 114, 109
INVAR-13, Run: 064, E, 0, 0, 90, 85
INVAR-13, Run: 065, E, 0, 0, 101, 96
INVAR-13, Run: 066, E, 0, 0, 90, 85
INVAR-13, Run: 067, E, 0, 0, 98, 93
INVAR-13, Run: 068, E, 0, 0, 109, 104
INVAR-13, Run: 069, E, 0, 0, 98, 93
INVAR-13, Run: 070, E, 0, 0, 92, 87
INVAR-13, Run: 071, E, 0, 0, 94, 89
INVAR-13, Run: 072, E, 0, 0, 92, 87
INVAR-13, Run: 073, E, 0, 0, 99, 94
INVAR-13, Run: 074, E, 0, 0, 99, 94
INVAR-13, Run: 075, E, 0, 0, 97, 92
INVAR-13, Run: 076, E, 0, 0, 99, 94
INVAR-13, Run: 077, E, 0, 0, 84, 79
INVAR-13, Run: 078, E, 0, 0, 108, 103
INVAR-13, Run: 079, E, 0, 0, 116, 111
INVAR-13, Run: 080, E, 0, 0, 114, 109
INVAR-13, Run: 081, E, 0, 0, 93, 88
INVAR-13, Run: 082, E, 0, 0, 79, 74
INVAR-13, Run: 083, E, 0, 0, 85, 80
INVAR-13, Run: 084, E, 0, 0, 85, 80
INVAR-13, Run: 085, E, 0, 0, 105, 100
INVAR-13, Run: 086, E, 0, 0, 104, 99
INVAR-13, Run: 087, E, 0, 0, 105, 100
INVAR-13, Run: 088, E, 0, 0, 104, 99
INVAR-13, Run: 089, E, 0, 0, 103, 98
INVAR-13, Run: 090, E, 0, 0, 102, 97
INVAR-13, Run: 091, E, 0, 0, 100, 95
INVAR-13, Run: 092, E, 0, 0, 101, 96
INVAR-13, Run: 093, E, 0, 0, 115, 110
INVAR-13, Run: 094, E, 0, 0, 84, 79
INVAR-13, Run: 095, E, 0, 0, 107, 102
INVAR-13, Run: 096, E, 0, 0, 89, 84
INVAR-13, Run: 097, E, 0, 0, 93, 88
INVAR-13, Run: 098, E, 0, 0, 96, 91
INVAR-13, Run: 099, E, 0, 0, 94, 89
INVAR-13, Run: 100, E, 0, 0, 95, 90
INVAR-14, Run: 001, E, 0, 8, 93, 0
INVAR-14, Run: 002, E, 0, 0, 97, 4
INVAR-14, Run: 003, E, 0, 1, 93, 0
INVAR-14, Run: 004, E, 0, 9, 93, 0
INVAR-14, Run: 005, E, 0, 9, 93, 0
INVAR-14, Run: 006, E, 0, 6, 93, 0
INVAR-14, Run: 007, E, 0, 8, 93, 0
INVAR-14, Run: 008, E, 0, 0, 94, 1
INVAR-14, Run: 009, E, 0, 0, 106, 13
INVAR-14, Run: 010, E, 0, 0, 115, 22
INVAR-14, Run: 011, E, 0, 11, 93, 0
