Input Number, Run_Number, Result@ 100, predator_g494, predator_mrna495, predator_g532_Q2b_H2, predator_mrna533, predator_A, predator_g555, predator_mrna556, predator_ccdB, predator_Q1a, predator_H1, predator_H2, predator_Q2b, predator_Q2b_H2, prey_g594, prey_mrna595, prey_H1_Q1b, prey_g594_H1_Q1b, prey_ccdB, prey_g616, prey_mrna617, prey_Q1b, prey_Q2a, prey_H2, prey_H1, H1, H2, predator_g532, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 011, F, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 3, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 117, 16, 96, 86, 0, 112, 112, 123, 123, 57, 17, 117, 16, 0, 28, 20, 43, 107, 11, 11, 13, 117, 132, 117, 116, 101, 100, 91, 90, 88, 48, 41, 20, 131, 20, 20, 27, 39, 29, 28, 21, 21, 130, 86, 81, 16, 16
INVAR-1, Run: 012, F, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 101, 26, 75, 62, 0, 99, 99, 111, 111, 56, 41, 101, 40, 0, 26, 34, 25, 83, 17, 17, 10, 93, 87, 111, 111, 110, 109, 119, 119, 113, 73, 83, 24, 86, 24, 48, 28, 40, 30, 28, 35, 35, 93, 67, 49, 25, 25
INVAR-1, Run: 013, F, 1, 0, 1, 2, 0, 1, 0, 0, 3, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 1, 0, 106, 17, 110, 75, 0, 89, 89, 82, 82, 39, 12, 106, 10, 0, 15, 22, 26, 79, 13, 13, 9, 88, 94, 90, 90, 91, 91, 85, 85, 77, 59, 52, 20, 90, 20, 26, 20, 17, 24, 22, 25, 24, 82, 53, 95, 13, 12
INVAR-1, Run: 014, F, 1, 1, 0, 1, 0, 1, 1, 2, 0, 0, 2, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 88, 9, 111, 129, 0, 102, 101, 82, 80, 67, 16, 87, 15, 0, 29, 19, 21, 68, 26, 26, 28, 95, 82, 96, 95, 102, 102, 98, 97, 91, 58, 47, 60, 81, 59, 24, 37, 33, 38, 38, 22, 22, 78, 57, 103, 15, 15
INVAR-1, Run: 015, F, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 107, 12, 82, 109, 0, 102, 102, 104, 103, 74, 31, 106, 31, 0, 38, 34, 36, 87, 21, 21, 13, 100, 110, 92, 92, 87, 86, 87, 86, 100, 54, 49, 29, 109, 29, 15, 36, 46, 36, 36, 34, 34, 95, 59, 71, 18, 18
INVAR-1, Run: 016, F, 1, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 3, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 126, 34, 97, 100, 0, 87, 86, 112, 111, 74, 37, 124, 37, 0, 45, 34, 47, 95, 24, 23, 13, 107, 117, 83, 82, 90, 90, 87, 86, 78, 58, 69, 33, 114, 32, 35, 27, 20, 28, 28, 34, 34, 134, 85, 63, 22, 22
INVAR-1, Run: 017, F, 1, 3, 0, 2, 0, 1, 1, 0, 1, 0, 0, 3, 1, 1, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 105, 20, 99, 101, 0, 102, 101, 102, 102, 62, 22, 102, 21, 0, 26, 25, 45, 91, 23, 23, 19, 108, 90, 110, 110, 93, 92, 114, 113, 106, 74, 63, 41, 86, 41, 37, 36, 32, 36, 36, 26, 26, 110, 64, 81, 17, 17
INVAR-1, Run: 018, F, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 3, 1, 0, 0, 0, 0, 0, 3, 0, 1, 102, 13, 99, 110, 0, 96, 95, 85, 85, 61, 21, 101, 20, 0, 30, 27, 41, 78, 17, 17, 19, 95, 109, 105, 102, 98, 98, 88, 88, 94, 63, 57, 30, 107, 30, 28, 28, 31, 31, 28, 29, 29, 99, 58, 88, 14, 14
INVAR-1, Run: 019, F, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 1, 1, 80, 18, 93, 108, 0, 101, 101, 92, 91, 62, 18, 79, 18, 0, 33, 19, 23, 91, 12, 12, 13, 103, 93, 84, 84, 89, 87, 66, 66, 77, 45, 33, 28, 93, 28, 13, 28, 30, 28, 28, 20, 19, 81, 56, 75, 14, 14
INVAR-1, Run: 020, F, 1, 1, 0, 0, 0, 1, 6, 6, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 103, 12, 106, 104, 0, 113, 107, 122, 116, 48, 28, 102, 28, 0, 19, 21, 45, 75, 14, 14, 9, 82, 86, 81, 80, 95, 95, 104, 104, 76, 52, 46, 18, 86, 18, 25, 28, 24, 29, 29, 21, 21, 94, 49, 94, 18, 18
INVAR-1, Run: 021, F, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 1, 114, 9, 110, 102, 0, 122, 121, 123, 123, 75, 22, 113, 22, 0, 37, 24, 41, 90, 16, 16, 7, 97, 111, 96, 96, 98, 96, 86, 85, 103, 60, 55, 18, 111, 18, 30, 38, 42, 38, 38, 25, 24, 102, 61, 101, 16, 16
INVAR-1, Run: 022, F, 1, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 107, 24, 99, 107, 0, 95, 93, 93, 93, 72, 46, 107, 45, 0, 35, 28, 40, 87, 17, 17, 12, 97, 104, 105, 103, 98, 96, 82, 81, 128, 81, 67, 23, 102, 23, 38, 37, 46, 37, 37, 29, 29, 105, 65, 76, 34, 33
INVAR-1, Run: 023, F, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 1, 2, 2, 0, 0, 1, 0, 0, 1, 96, 40, 101, 81, 0, 102, 102, 97, 97, 78, 45, 94, 45, 0, 38, 35, 37, 63, 17, 17, 24, 85, 126, 81, 79, 128, 126, 122, 120, 141, 94, 78, 37, 126, 37, 42, 39, 47, 40, 40, 36, 36, 93, 56, 61, 34, 34
INVAR-1, Run: 024, F, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 113, 20, 98, 107, 0, 105, 105, 108, 108, 43, 13, 113, 13, 0, 23, 24, 43, 91, 7, 7, 9, 99, 120, 108, 107, 109, 109, 86, 84, 90, 45, 52, 7, 120, 7, 28, 20, 45, 20, 20, 24, 24, 98, 55, 79, 19, 19
INVAR-1, Run: 025, F, 1, 0, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 90, 22, 114, 85, 0, 111, 108, 97, 96, 58, 27, 90, 27, 0, 32, 25, 35, 102, 13, 13, 13, 113, 85, 100, 98, 89, 88, 90, 90, 88, 49, 56, 11, 85, 11, 31, 26, 39, 26, 26, 25, 25, 97, 62, 93, 13, 13
INVAR-1, Run: 026, F, 1, 0, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 2, 3, 0, 0, 0, 0, 0, 1, 87, 10, 109, 100, 0, 123, 122, 133, 131, 53, 12, 87, 12, 0, 31, 19, 38, 86, 21, 21, 7, 91, 74, 101, 99, 104, 102, 115, 112, 112, 64, 59, 27, 74, 27, 40, 22, 48, 22, 22, 19, 19, 88, 50, 101, 8, 8
INVAR-1, Run: 027, F, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 2, 0, 0, 3, 1, 2, 2, 0, 0, 0, 1, 0, 1, 101, 12, 98, 117, 0, 103, 102, 98, 97, 79, 54, 100, 53, 0, 41, 52, 23, 69, 25, 25, 26, 93, 110, 84, 81, 105, 103, 137, 135, 128, 80, 107, 37, 108, 37, 53, 37, 48, 38, 37, 54, 54, 88, 65, 87, 24, 24
INVAR-1, Run: 028, F, 1, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 98, 21, 108, 110, 0, 119, 117, 122, 120, 87, 19, 98, 19, 0, 41, 27, 63, 47, 34, 34, 37, 83, 125, 96, 94, 116, 116, 133, 133, 114, 60, 56, 53, 125, 53, 28, 46, 54, 46, 46, 28, 28, 147, 84, 87, 19, 19
INVAR-1, Run: 029, F, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 103, 23, 96, 89, 0, 85, 84, 75, 75, 58, 29, 103, 29, 0, 28, 32, 31, 79, 23, 23, 11, 90, 98, 80, 80, 103, 103, 85, 85, 109, 82, 67, 38, 98, 38, 35, 30, 27, 30, 30, 32, 32, 108, 77, 74, 24, 24
INVAR-1, Run: 030, F, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 109, 10, 94, 109, 0, 84, 84, 80, 79, 83, 13, 109, 13, 0, 38, 35, 33, 56, 23, 23, 26, 80, 76, 72, 72, 90, 89, 112, 112, 100, 64, 69, 43, 76, 43, 34, 45, 34, 45, 45, 35, 35, 93, 60, 84, 8, 8
INVAR-1, Run: 031, F, 1, 0, 1, 1, 0, 1, 1, 3, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 105, 36, 103, 85, 0, 95, 94, 79, 76, 53, 44, 105, 43, 0, 27, 42, 37, 84, 11, 11, 8, 92, 96, 72, 71, 108, 107, 103, 101, 125, 91, 85, 9, 93, 8, 41, 25, 33, 26, 26, 44, 43, 92, 55, 68, 20, 19
INVAR-1, Run: 032, F, 1, 0, 1, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 1, 3, 0, 1, 1, 0, 1, 0, 0, 97, 32, 108, 104, 0, 104, 103, 100, 100, 59, 43, 97, 42, 0, 30, 33, 51, 56, 35, 35, 44, 100, 106, 99, 97, 112, 109, 110, 109, 103, 60, 66, 39, 105, 38, 30, 27, 42, 29, 28, 35, 35, 121, 70, 79, 26, 25
INVAR-1, Run: 033, F, 1, 0, 0, 5, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 96, 18, 94, 94, 0, 121, 119, 140, 139, 53, 38, 96, 38, 0, 27, 31, 45, 75, 21, 21, 23, 97, 89, 84, 82, 86, 85, 67, 67, 81, 50, 66, 24, 88, 24, 35, 26, 31, 26, 26, 31, 31, 103, 58, 81, 19, 19
INVAR-1, Run: 034, F, 1, 1, 0, 0, 0, 1, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 96, 7, 108, 99, 0, 100, 98, 87, 87, 78, 5, 95, 5, 0, 37, 16, 26, 67, 28, 28, 20, 86, 79, 81, 80, 91, 91, 87, 87, 77, 47, 38, 23, 78, 23, 21, 40, 30, 40, 40, 17, 16, 101, 74, 101, 4, 4
INVAR-1, Run: 035, F, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 96, 10, 86, 91, 0, 128, 128, 158, 158, 66, 13, 96, 10, 0, 31, 21, 64, 81, 11, 11, 6, 86, 93, 85, 84, 98, 96, 79, 78, 77, 45, 49, 13, 90, 13, 25, 35, 32, 35, 35, 24, 24, 116, 52, 76, 9, 8
INVAR-1, Run: 036, F, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 92, 24, 122, 102, 0, 102, 101, 118, 118, 65, 46, 90, 46, 0, 32, 44, 36, 93, 19, 18, 14, 106, 86, 120, 119, 97, 97, 90, 89, 78, 49, 68, 35, 85, 34, 24, 31, 29, 33, 32, 44, 44, 79, 43, 99, 30, 30
INVAR-1, Run: 037, F, 1, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 88, 6, 85, 81, 0, 100, 100, 79, 78, 51, 13, 85, 13, 0, 33, 28, 36, 93, 3, 3, 4, 95, 67, 80, 80, 88, 87, 73, 73, 81, 56, 64, 4, 67, 4, 36, 18, 24, 18, 18, 28, 28, 83, 47, 82, 7, 7
INVAR-1, Run: 038, F, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 96, 9, 97, 104, 0, 110, 110, 106, 105, 55, 13, 95, 13, 0, 36, 23, 37, 99, 22, 22, 21, 119, 91, 124, 124, 92, 91, 102, 102, 92, 52, 48, 12, 91, 12, 24, 18, 39, 18, 18, 23, 23, 88, 51, 89, 7, 7
INVAR-1, Run: 039, F, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 101, 11, 108, 115, 0, 99, 99, 103, 103, 45, 18, 100, 17, 0, 24, 16, 34, 82, 17, 16, 16, 97, 128, 99, 99, 117, 117, 114, 111, 96, 70, 49, 34, 123, 32, 31, 18, 26, 21, 20, 18, 18, 90, 55, 98, 11, 10
INVAR-1, Run: 040, F, 1, 0, 1, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 1, 2, 0, 0, 97, 8, 77, 98, 0, 95, 93, 106, 104, 94, 16, 97, 15, 0, 51, 26, 34, 63, 28, 27, 28, 91, 92, 63, 62, 79, 77, 89, 87, 70, 55, 68, 37, 91, 36, 41, 39, 15, 43, 41, 27, 27, 103, 69, 70, 11, 10
INVAR-1, Run: 041, F, 1, 0, 0, 1, 0, 1, 2, 3, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 1, 1, 3, 0, 0, 0, 0, 0, 1, 73, 0, 91, 114, 0, 97, 95, 101, 98, 38, 5, 73, 5, 0, 23, 28, 27, 84, 22, 22, 18, 100, 56, 103, 102, 101, 100, 101, 96, 95, 63, 62, 17, 55, 15, 34, 13, 32, 15, 15, 28, 28, 80, 53, 92, 2, 2
INVAR-1, Run: 042, F, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 3, 1, 0, 2, 0, 1, 0, 1, 1, 1, 1, 0, 0, 2, 0, 0, 113, 8, 113, 114, 0, 101, 100, 105, 104, 62, 22, 112, 20, 0, 34, 15, 53, 73, 19, 18, 26, 97, 118, 109, 109, 90, 89, 97, 95, 84, 45, 39, 24, 113, 23, 22, 25, 38, 28, 26, 17, 17, 107, 53, 106, 11, 10
INVAR-1, Run: 043, F, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 2, 2, 1, 0, 0, 0, 1, 97, 16, 98, 95, 0, 96, 95, 128, 126, 35, 17, 96, 16, 0, 16, 20, 32, 113, 8, 8, 7, 119, 86, 105, 105, 93, 91, 85, 83, 94, 60, 44, 14, 83, 14, 22, 19, 32, 19, 19, 21, 21, 80, 48, 82, 10, 10
INVAR-1, Run: 044, F, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 94, 5, 83, 85, 0, 113, 112, 111, 111, 65, 14, 93, 13, 0, 30, 24, 27, 65, 25, 24, 15, 80, 99, 94, 94, 107, 106, 84, 83, 103, 69, 60, 24, 97, 23, 33, 34, 34, 35, 35, 26, 25, 84, 55, 79, 11, 10
INVAR-1, Run: 045, F, 1, 0, 0, 2, 0, 1, 2, 1, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 1, 1, 3, 0, 0, 0, 0, 1, 1, 100, 15, 107, 90, 0, 101, 99, 112, 111, 71, 33, 100, 33, 0, 37, 24, 43, 61, 49, 49, 40, 101, 86, 95, 95, 77, 76, 89, 85, 80, 49, 53, 46, 84, 45, 28, 33, 31, 34, 34, 25, 24, 108, 65, 94, 21, 21
INVAR-1, Run: 046, F, 1, 1, 1, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 0, 0, 0, 105, 16, 111, 108, 0, 98, 97, 111, 108, 41, 11, 104, 10, 0, 28, 40, 33, 83, 7, 7, 4, 87, 80, 75, 74, 90, 88, 99, 97, 95, 56, 93, 12, 79, 12, 52, 13, 38, 13, 13, 41, 41, 81, 48, 95, 16, 15
INVAR-1, Run: 047, F, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 95, 1, 110, 98, 0, 96, 96, 115, 114, 70, 7, 95, 7, 0, 39, 15, 33, 113, 12, 12, 6, 116, 74, 129, 128, 85, 85, 69, 67, 71, 39, 31, 13, 74, 13, 16, 31, 32, 31, 31, 15, 15, 95, 62, 109, 6, 6
INVAR-1, Run: 048, F, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 3, 0, 1, 1, 1, 3, 3, 1, 0, 1, 0, 0, 1, 96, 10, 90, 95, 0, 98, 98, 99, 99, 55, 10, 96, 9, 0, 31, 17, 39, 84, 9, 8, 11, 92, 83, 87, 86, 103, 100, 85, 81, 92, 55, 42, 14, 81, 13, 24, 22, 36, 24, 24, 18, 18, 91, 50, 80, 13, 13
INVAR-1, Run: 049, F, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 3, 0, 1, 97, 8, 109, 150, 0, 96, 95, 93, 93, 52, 34, 97, 34, 0, 21, 37, 23, 52, 36, 36, 37, 88, 95, 74, 73, 95, 94, 117, 117, 104, 72, 80, 30, 94, 30, 43, 28, 32, 31, 28, 37, 37, 72, 49, 101, 17, 17
INVAR-1, Run: 050, F, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 79, 19, 91, 101, 0, 107, 106, 100, 100, 60, 14, 79, 14, 0, 30, 22, 37, 103, 11, 11, 9, 110, 82, 130, 129, 113, 112, 92, 92, 103, 57, 51, 22, 82, 22, 29, 30, 46, 30, 30, 22, 22, 99, 62, 72, 10, 10
INVAR-1, Run: 051, F, 1, 3, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 94, 9, 81, 81, 0, 104, 104, 89, 88, 73, 10, 91, 10, 0, 31, 29, 43, 79, 20, 19, 14, 92, 81, 73, 73, 87, 87, 73, 72, 77, 48, 54, 24, 80, 23, 24, 36, 29, 40, 39, 30, 30, 89, 46, 72, 10, 10
INVAR-1, Run: 052, F, 1, 2, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 98, 4, 98, 90, 0, 105, 104, 111, 110, 67, 9, 96, 9, 0, 36, 27, 46, 75, 19, 19, 17, 92, 110, 109, 109, 105, 104, 84, 84, 76, 45, 46, 27, 108, 27, 19, 30, 31, 31, 30, 27, 27, 116, 70, 95, 9, 9
INVAR-1, Run: 053, F, 1, 3, 0, 0, 0, 1, 0, 2, 1, 0, 0, 3, 1, 1, 0, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 1, 101, 30, 92, 92, 0, 125, 125, 148, 146, 35, 54, 98, 53, 0, 21, 44, 26, 89, 13, 13, 10, 99, 102, 90, 89, 109, 107, 126, 125, 105, 61, 75, 16, 98, 15, 30, 13, 43, 14, 14, 45, 45, 79, 52, 62, 27, 27
INVAR-1, Run: 054, F, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 2, 0, 1, 0, 1, 0, 0, 1, 114, 13, 95, 94, 0, 83, 82, 102, 101, 95, 26, 113, 26, 0, 46, 18, 43, 106, 22, 22, 14, 119, 156, 128, 127, 94, 92, 99, 98, 80, 39, 38, 43, 156, 42, 20, 47, 40, 49, 49, 18, 18, 133, 90, 82, 13, 13
