Input Number, Run_Number, Result@ 100, H, X1, M, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 618, 4535, 100, 62, 37, 92, 200, 300, 710, 4535
INVAR-10, Run: 064, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 798, 4668, 100, 56, 43, 88, 200, 300, 886, 4668
INVAR-10, Run: 065, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 699, 5181, 100, 66, 33, 91, 200, 300, 790, 5181
INVAR-10, Run: 066, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 909, 5479, 100, 58, 41, 91, 200, 300, 1000, 5479
INVAR-10, Run: 067, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 811, 3957, 100, 60, 39, 94, 200, 300, 905, 3957
INVAR-10, Run: 068, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 952, 5239, 100, 61, 38, 91, 200, 300, 1043, 5239
INVAR-10, Run: 069, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 789, 5361, 100, 65, 34, 91, 200, 300, 880, 5361
INVAR-10, Run: 070, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 699, 4782, 100, 65, 34, 93, 200, 300, 792, 4782
INVAR-10, Run: 071, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 724, 5576, 100, 70, 29, 92, 200, 300, 816, 5576
INVAR-10, Run: 072, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 847, 4878, 100, 70, 29, 91, 200, 300, 938, 4878
INVAR-10, Run: 073, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 832, 5005, 100, 68, 31, 91, 200, 300, 923, 5005
INVAR-10, Run: 074, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 927, 4448, 100, 55, 44, 93, 200, 300, 1020, 4448
INVAR-10, Run: 075, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 772, 4273, 100, 64, 35, 89, 200, 300, 861, 4273
INVAR-10, Run: 076, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 815, 5236, 100, 58, 41, 93, 200, 300, 908, 5236
INVAR-10, Run: 077, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 959, 5071, 100, 57, 42, 90, 200, 300, 1049, 5071
INVAR-10, Run: 078, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 674, 4326, 100, 66, 33, 91, 200, 300, 765, 4326
INVAR-10, Run: 079, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1028, 5895, 100, 68, 31, 91, 200, 300, 1119, 5895
INVAR-10, Run: 080, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 726, 4219, 100, 55, 44, 87, 200, 300, 813, 4219
INVAR-10, Run: 081, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 765, 5095, 100, 71, 28, 88, 200, 300, 853, 5095
INVAR-10, Run: 082, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 633, 4398, 100, 61, 38, 88, 200, 300, 721, 4398
INVAR-10, Run: 083, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 831, 5311, 100, 63, 36, 89, 200, 300, 920, 5311
INVAR-10, Run: 084, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 783, 5068, 100, 62, 37, 94, 200, 300, 877, 5068
INVAR-10, Run: 085, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 872, 5226, 100, 65, 34, 93, 200, 300, 965, 5226
INVAR-10, Run: 086, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 802, 5571, 100, 62, 37, 87, 200, 300, 889, 5571
INVAR-10, Run: 087, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 698, 4497, 100, 62, 37, 90, 200, 300, 788, 4497
INVAR-10, Run: 088, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 589, 5181, 100, 76, 23, 89, 200, 300, 678, 5181
INVAR-10, Run: 089, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 804, 5109, 100, 59, 40, 89, 200, 300, 893, 5109
INVAR-10, Run: 090, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 807, 4365, 100, 58, 41, 89, 200, 300, 896, 4365
INVAR-10, Run: 091, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 713, 4413, 100, 65, 34, 92, 200, 300, 805, 4413
INVAR-10, Run: 092, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 935, 5056, 100, 57, 42, 89, 200, 300, 1024, 5056
INVAR-10, Run: 093, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 710, 5349, 100, 70, 29, 89, 200, 300, 799, 5349
INVAR-10, Run: 094, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 639, 4076, 100, 65, 34, 89, 200, 300, 728, 4076
INVAR-10, Run: 095, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 716, 4367, 100, 64, 35, 93, 200, 300, 809, 4367
INVAR-10, Run: 096, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 790, 5334, 100, 53, 46, 89, 200, 300, 879, 5334
INVAR-10, Run: 097, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 641, 4003, 100, 62, 37, 88, 200, 300, 729, 4003
INVAR-10, Run: 098, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 596, 5223, 100, 65, 34, 89, 200, 300, 685, 5223
INVAR-10, Run: 099, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 718, 5520, 100, 68, 31, 88, 200, 300, 806, 5520
INVAR-10, Run: 100, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 682, 4168, 100, 60, 39, 91, 200, 300, 773, 4168
INVAR-2, Run: 001, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 82, 808, 28, 21, 6, 23, 56, 84, 105, 808
INVAR-2, Run: 002, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 98, 645, 28, 13, 14, 23, 56, 84, 121, 645
INVAR-2, Run: 003, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 81, 576, 28, 23, 4, 21, 56, 84, 102, 576
INVAR-2, Run: 004, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 112, 687, 28, 16, 11, 25, 56, 84, 137, 687
INVAR-2, Run: 005, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 77, 647, 28, 16, 11, 24, 56, 84, 101, 647
INVAR-2, Run: 006, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 89, 555, 28, 17, 10, 23, 56, 84, 112, 555
INVAR-2, Run: 007, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 73, 830, 28, 19, 8, 21, 56, 84, 94, 830
INVAR-2, Run: 008, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 103, 615, 28, 20, 7, 23, 56, 84, 126, 615
INVAR-2, Run: 009, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 79, 553, 28, 18, 9, 20, 56, 84, 99, 553
INVAR-2, Run: 010, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 115, 754, 28, 16, 11, 23, 56, 84, 138, 754
INVAR-2, Run: 011, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 77, 502, 28, 15, 12, 24, 56, 84, 101, 502
INVAR-2, Run: 012, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 122, 884, 28, 21, 6, 25, 56, 84, 147, 884
INVAR-2, Run: 013, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 95, 754, 28, 17, 10, 24, 56, 84, 119, 754
INVAR-2, Run: 014, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 155, 967, 28, 20, 7, 26, 56, 84, 181, 967
INVAR-2, Run: 015, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 105, 577, 28, 17, 10, 24, 56, 84, 129, 577
INVAR-2, Run: 016, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 90, 553, 28, 19, 8, 23, 56, 84, 113, 553
INVAR-2, Run: 017, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 79, 654, 28, 21, 6, 21, 56, 84, 100, 654
INVAR-2, Run: 018, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 111, 622, 28, 22, 5, 25, 56, 84, 136, 622
INVAR-2, Run: 019, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 84, 479, 28, 19, 8, 21, 56, 84, 105, 479
INVAR-2, Run: 020, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 64, 562, 28, 19, 8, 24, 56, 84, 88, 562
INVAR-2, Run: 021, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 74, 468, 28, 18, 9, 22, 56, 84, 96, 468
INVAR-2, Run: 022, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 81, 522, 28, 18, 9, 21, 56, 84, 102, 522
INVAR-2, Run: 023, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 96, 815, 28, 17, 10, 24, 56, 84, 120, 815
INVAR-2, Run: 024, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 99, 690, 28, 20, 7, 24, 56, 84, 123, 690
INVAR-2, Run: 025, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 92, 708, 28, 18, 9, 21, 56, 84, 113, 708
INVAR-2, Run: 026, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 62, 533, 28, 17, 10, 22, 56, 84, 84, 533
INVAR-2, Run: 027, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 111, 619, 28, 16, 11, 24, 56, 84, 135, 619
INVAR-2, Run: 028, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 123, 750, 28, 15, 12, 24, 56, 84, 147, 750
INVAR-2, Run: 029, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 135, 945, 28, 20, 7, 25, 56, 84, 160, 945
INVAR-2, Run: 030, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 55, 460, 28, 23, 4, 23, 56, 84, 78, 460
INVAR-2, Run: 031, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 76, 801, 28, 19, 8, 21, 56, 84, 97, 801
INVAR-2, Run: 032, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 106, 615, 28, 17, 10, 21, 56, 84, 127, 615
INVAR-2, Run: 033, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 78, 834, 28, 16, 11, 23, 56, 84, 101, 834
INVAR-2, Run: 034, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 142, 736, 28, 15, 12, 21, 56, 84, 163, 736
INVAR-2, Run: 035, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 122, 869, 28, 20, 7, 21, 56, 84, 143, 869
INVAR-2, Run: 036, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 85, 624, 28, 20, 7, 21, 56, 84, 106, 624
INVAR-2, Run: 037, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 111, 767, 28, 15, 12, 22, 56, 84, 133, 767
INVAR-2, Run: 038, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 104, 835, 28, 16, 11, 24, 56, 84, 128, 835
INVAR-2, Run: 039, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 68, 424, 28, 17, 10, 23, 56, 84, 91, 424
INVAR-2, Run: 040, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 104, 895, 28, 19, 8, 22, 56, 84, 126, 895
INVAR-2, Run: 041, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 112, 538, 28, 22, 5, 24, 56, 84, 136, 538
INVAR-2, Run: 042, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 50, 569, 28, 15, 12, 21, 56, 84, 71, 569
INVAR-2, Run: 043, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 92, 642, 28, 16, 11, 23, 56, 84, 115, 642
INVAR-2, Run: 044, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 90, 399, 28, 17, 10, 24, 56, 84, 114, 399
INVAR-2, Run: 045, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 74, 688, 28, 20, 7, 21, 56, 84, 95, 688
INVAR-2, Run: 046, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 87, 379, 28, 17, 10, 22, 56, 84, 109, 379
INVAR-2, Run: 047, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 85, 749, 28, 18, 9, 23, 56, 84, 108, 749
INVAR-2, Run: 048, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 86, 518, 28, 21, 6, 25, 56, 84, 111, 518
INVAR-2, Run: 049, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 117, 696, 28, 17, 10, 20, 56, 84, 137, 696
INVAR-2, Run: 050, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 85, 714, 28, 21, 6, 25, 56, 84, 110, 714
INVAR-2, Run: 051, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 112, 768, 28, 13, 14, 26, 56, 84, 138, 768
INVAR-2, Run: 052, P, 0, 0, 0, 0, 19, 19, 0, 0, 1, 168, 0, 18, 56, 101, 1107, 28, 17, 10, 19, 56, 84, 120, 1107
INVAR-2, Run: 053, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 127, 856, 28, 16, 11, 22, 56, 84, 149, 856
INVAR-2, Run: 054, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 96, 743, 28, 13, 14, 24, 56, 84, 120, 743
INVAR-2, Run: 055, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 83, 558, 28, 19, 8, 24, 56, 84, 107, 558
INVAR-2, Run: 056, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 110, 641, 28, 17, 10, 24, 56, 84, 134, 641
INVAR-2, Run: 057, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 86, 567, 28, 16, 11, 22, 56, 84, 108, 567
INVAR-2, Run: 058, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 108, 570, 28, 20, 7, 25, 56, 84, 133, 570
INVAR-2, Run: 059, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 125, 856, 28, 20, 7, 23, 56, 84, 148, 856
INVAR-2, Run: 060, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 79, 548, 28, 18, 9, 23, 56, 84, 102, 548
INVAR-2, Run: 061, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 89, 481, 28, 17, 10, 22, 56, 84, 111, 481
INVAR-2, Run: 062, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 81, 535, 28, 17, 10, 23, 56, 84, 104, 535
INVAR-2, Run: 063, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 158, 670, 28, 16, 11, 25, 56, 84, 183, 670
INVAR-2, Run: 064, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 104, 559, 28, 12, 15, 22, 56, 84, 126, 559
INVAR-2, Run: 065, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 84, 670, 28, 20, 7, 23, 56, 84, 107, 670
INVAR-2, Run: 066, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 111, 493, 28, 18, 9, 23, 56, 84, 134, 493
INVAR-2, Run: 067, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 84, 622, 28, 14, 13, 23, 56, 84, 107, 622
INVAR-2, Run: 068, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 91, 623, 28, 14, 13, 23, 56, 84, 114, 623
INVAR-2, Run: 069, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 99, 607, 28, 15, 12, 24, 56, 84, 123, 607
INVAR-2, Run: 070, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 127, 696, 28, 16, 11, 21, 56, 84, 148, 696
INVAR-2, Run: 071, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 113, 747, 28, 11, 16, 21, 56, 84, 134, 747
INVAR-2, Run: 072, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 97, 909, 28, 20, 7, 24, 56, 84, 121, 909
INVAR-2, Run: 073, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 135, 798, 28, 19, 8, 21, 56, 84, 156, 798
INVAR-2, Run: 074, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 88, 609, 28, 21, 6, 20, 56, 84, 108, 609
INVAR-2, Run: 075, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 110, 663, 28, 23, 4, 25, 56, 84, 135, 663
INVAR-2, Run: 076, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 85, 436, 28, 18, 9, 26, 56, 84, 111, 436
INVAR-2, Run: 077, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 65, 523, 28, 20, 7, 23, 56, 84, 88, 523
INVAR-2, Run: 078, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 104, 609, 28, 18, 9, 24, 56, 84, 128, 609
INVAR-2, Run: 079, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 81, 772, 28, 17, 10, 22, 56, 84, 103, 772
INVAR-2, Run: 080, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 72, 344, 28, 20, 7, 22, 56, 84, 94, 344
INVAR-2, Run: 081, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 65, 814, 28, 21, 6, 22, 56, 84, 87, 814
INVAR-2, Run: 082, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 81, 649, 28, 18, 9, 23, 56, 84, 104, 649
INVAR-2, Run: 083, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 64, 332, 28, 18, 9, 24, 56, 84, 88, 332
INVAR-2, Run: 084, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 57, 497, 28, 24, 3, 21, 56, 84, 78, 497
INVAR-2, Run: 085, P, 0, 0, 0, 0, 27, 27, 0, 0, 1, 168, 0, 2, 56, 72, 437, 28, 16, 11, 27, 56, 84, 99, 437
INVAR-2, Run: 086, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 83, 488, 28, 14, 13, 24, 56, 84, 107, 488
INVAR-2, Run: 087, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 109, 796, 28, 17, 10, 24, 56, 84, 133, 796
INVAR-2, Run: 088, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 96, 761, 28, 17, 10, 24, 56, 84, 120, 761
INVAR-2, Run: 089, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 182, 784, 28, 15, 12, 22, 56, 84, 204, 784
INVAR-2, Run: 090, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 83, 633, 28, 11, 16, 23, 56, 84, 106, 633
INVAR-2, Run: 091, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 134, 985, 28, 20, 7, 24, 56, 84, 158, 985
INVAR-2, Run: 092, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 85, 898, 28, 21, 6, 25, 56, 84, 110, 898
INVAR-2, Run: 093, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 74, 446, 28, 20, 7, 23, 56, 84, 97, 446
INVAR-2, Run: 094, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 53, 527, 28, 16, 11, 23, 56, 84, 76, 527
INVAR-2, Run: 095, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 116, 939, 28, 16, 11, 22, 56, 84, 138, 939
INVAR-2, Run: 096, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 124, 771, 28, 17, 10, 24, 56, 84, 148, 771
INVAR-2, Run: 097, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 88, 797, 28, 23, 4, 20, 56, 84, 108, 797
INVAR-2, Run: 098, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 105, 664, 28, 21, 6, 22, 56, 84, 127, 664
INVAR-2, Run: 099, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 100, 688, 28, 19, 8, 23, 56, 84, 123, 688
INVAR-2, Run: 100, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 104, 572, 28, 20, 7, 23, 56, 84, 127, 572
INVAR-3, Run: 001, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 605, 4113, 82, 53, 28, 74, 164, 246, 679, 4113
INVAR-3, Run: 002, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 476, 3881, 82, 62, 19, 75, 164, 246, 551, 3881
INVAR-3, Run: 003, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 727, 4507, 82, 54, 27, 75, 164, 246, 802, 4507
INVAR-3, Run: 004, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 483, 3097, 82, 52, 29, 72, 164, 246, 555, 3097
INVAR-3, Run: 005, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 562, 3258, 82, 52, 29, 72, 164, 246, 634, 3258
INVAR-3, Run: 006, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 513, 3940, 82, 53, 28, 70, 164, 246, 583, 3940
INVAR-3, Run: 007, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 584, 4834, 82, 55, 26, 74, 164, 246, 658, 4834
INVAR-3, Run: 008, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 604, 3655, 82, 47, 34, 76, 164, 246, 680, 3655
INVAR-3, Run: 009, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 488, 2725, 82, 51, 30, 76, 164, 246, 564, 2725
INVAR-3, Run: 010, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 611, 3657, 82, 55, 26, 75, 164, 246, 686, 3657
INVAR-3, Run: 011, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 596, 3728, 82, 54, 27, 73, 164, 246, 669, 3728
INVAR-3, Run: 012, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 426, 3199, 82, 53, 28, 74, 164, 246, 500, 3199
INVAR-3, Run: 013, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 689, 4461, 82, 47, 34, 74, 164, 246, 763, 4461
INVAR-3, Run: 014, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 540, 3665, 82, 55, 26, 72, 164, 246, 612, 3665
INVAR-3, Run: 015, P, 0, 0, 0, 0, 69, 69, 0, 0, 1, 492, 0, 26, 164, 602, 3030, 82, 45, 36, 69, 164, 246, 671, 3030
INVAR-3, Run: 016, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 757, 3809, 82, 51, 30, 71, 164, 246, 828, 3809
INVAR-3, Run: 017, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 542, 3562, 82, 47, 34, 73, 164, 246, 615, 3562
INVAR-3, Run: 018, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 504, 3642, 82, 59, 22, 76, 164, 246, 580, 3642
INVAR-3, Run: 019, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 405, 4592, 82, 44, 37, 71, 164, 246, 476, 4592
INVAR-3, Run: 020, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 650, 4620, 82, 50, 31, 72, 164, 246, 722, 4620
INVAR-3, Run: 021, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 625, 3551, 82, 46, 35, 74, 164, 246, 699, 3551
INVAR-3, Run: 022, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 440, 3835, 82, 59, 22, 75, 164, 246, 515, 3835
INVAR-3, Run: 023, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 598, 3486, 82, 45, 36, 74, 164, 246, 672, 3486
INVAR-3, Run: 024, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 623, 3688, 82, 47, 34, 74, 164, 246, 697, 3688
INVAR-3, Run: 025, P, 0, 0, 0, 0, 77, 77, 0, 0, 1, 492, 0, 10, 164, 617, 3278, 82, 56, 25, 77, 164, 246, 694, 3278
