Input Number, Run_Number, Result@ 100, F1P, F2P, A1, F1, A2, F2, Y
3, Run: 099, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 100, P, 3, 0, 119, 0, 111, 0, 2
4, Run: 001, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 002, P, 4, 0, 10, 0, 44, 0, 1
4, Run: 003, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 004, P, 4, 0, 9, 0, 44, 0, 1
4, Run: 005, P, 1, 0, 6, 0, 44, 0, 4
4, Run: 006, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 007, P, 2, 0, 9, 0, 44, 0, 3
4, Run: 008, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 009, P, 1, 0, 6, 0, 44, 0, 4
4, Run: 010, P, 2, 0, 9, 0, 44, 0, 3
4, Run: 011, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 012, P, 1, 0, 6, 0, 44, 0, 4
4, Run: 013, P, 3, 0, 9, 0, 45, 0, 2
4, Run: 014, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 015, P, 3, 0, 10, 0, 44, 0, 2
4, Run: 016, P, 4, 0, 9, 0, 45, 0, 1
4, Run: 017, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 018, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 019, P, 0, 0, 7, 0, 44, 0, 5
4, Run: 020, P, 4, 0, 10, 0, 44, 0, 1
4, Run: 021, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 022, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 023, P, 1, 0, 7, 0, 44, 0, 4
4, Run: 024, P, 1, 0, 7, 0, 45, 0, 4
4, Run: 025, P, 2, 0, 7, 0, 45, 0, 3
4, Run: 026, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 027, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 028, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 029, P, 2, 0, 9, 0, 46, 0, 3
4, Run: 030, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 031, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 032, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 033, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 034, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 035, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 036, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 037, P, 0, 0, 6, 0, 44, 0, 5
4, Run: 038, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 039, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 040, P, 4, 0, 11, 0, 44, 0, 1
4, Run: 041, P, 4, 0, 11, 0, 44, 0, 1
4, Run: 042, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 043, P, 1, 0, 6, 0, 45, 0, 4
4, Run: 044, P, 2, 0, 8, 0, 45, 0, 3
4, Run: 045, P, 4, 0, 10, 0, 44, 0, 1
4, Run: 046, P, 1, 0, 7, 0, 44, 0, 4
4, Run: 047, P, 2, 0, 7, 0, 45, 0, 3
4, Run: 048, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 049, P, 1, 0, 6, 0, 44, 0, 4
4, Run: 050, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 051, P, 1, 0, 6, 0, 44, 0, 4
4, Run: 052, P, 4, 0, 10, 0, 44, 0, 1
4, Run: 053, P, 1, 0, 8, 0, 44, 0, 4
4, Run: 054, P, 1, 0, 7, 0, 44, 0, 4
4, Run: 055, P, 1, 0, 6, 0, 44, 0, 4
4, Run: 056, P, 3, 0, 10, 0, 45, 0, 2
4, Run: 057, P, 3, 0, 9, 0, 45, 0, 2
4, Run: 058, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 059, P, 1, 0, 7, 0, 44, 0, 4
4, Run: 060, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 061, P, 4, 0, 11, 0, 44, 0, 1
4, Run: 062, P, 4, 0, 9, 0, 44, 0, 1
4, Run: 063, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 064, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 065, P, 3, 0, 9, 0, 44, 0, 2
4, Run: 066, P, 1, 0, 9, 0, 44, 0, 4
4, Run: 067, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 068, P, 4, 0, 12, 0, 44, 0, 1
4, Run: 069, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 070, P, 3, 0, 10, 0, 44, 0, 2
4, Run: 071, P, 4, 0, 9, 0, 44, 0, 1
4, Run: 072, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 073, P, 3, 0, 9, 0, 45, 0, 2
4, Run: 074, P, 1, 0, 6, 0, 44, 0, 4
4, Run: 075, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 076, P, 4, 0, 9, 0, 45, 0, 1
4, Run: 077, P, 2, 0, 7, 0, 44, 0, 3
4, Run: 078, F, 5, 0, 11, 0, 44, 0, 0
4, Run: 079, P, 4, 0, 9, 0, 44, 0, 1
4, Run: 080, P, 1, 0, 8, 0, 44, 0, 4
4, Run: 081, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 082, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 083, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 084, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 085, P, 3, 0, 9, 0, 45, 0, 2
4, Run: 086, P, 2, 0, 8, 0, 45, 0, 3
4, Run: 087, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 088, P, 3, 0, 10, 0, 44, 0, 2
4, Run: 089, P, 0, 0, 6, 0, 45, 0, 5
4, Run: 090, P, 1, 0, 6, 0, 45, 0, 4
4, Run: 091, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 092, P, 1, 0, 8, 0, 44, 0, 4
4, Run: 093, P, 2, 0, 10, 0, 44, 0, 3
4, Run: 094, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 095, P, 3, 0, 8, 0, 44, 0, 2
4, Run: 096, P, 1, 0, 7, 0, 44, 0, 4
4, Run: 097, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 098, P, 2, 0, 8, 0, 44, 0, 3
4, Run: 099, P, 4, 0, 11, 0, 44, 0, 1
4, Run: 100, P, 2, 0, 9, 0, 44, 0, 3
5, Run: 001, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 002, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 003, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 004, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 005, P, 4, 0, 70, 0, 59, 0, 1
5, Run: 006, P, 2, 0, 68, 0, 58, 0, 3
5, Run: 007, P, 2, 0, 67, 0, 59, 0, 3
5, Run: 008, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 009, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 010, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 011, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 012, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 013, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 014, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 015, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 016, F, 5, 0, 70, 0, 58, 0, 0
5, Run: 017, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 018, P, 0, 0, 65, 0, 58, 0, 5
5, Run: 019, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 020, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 021, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 022, P, 2, 0, 68, 0, 58, 0, 3
5, Run: 023, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 024, P, 2, 0, 67, 0, 59, 0, 3
5, Run: 025, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 026, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 027, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 028, P, 2, 0, 68, 0, 58, 0, 3
5, Run: 029, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 030, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 031, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 032, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 033, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 034, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 035, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 036, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 037, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 038, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 039, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 040, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 041, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 042, P, 3, 0, 68, 0, 59, 0, 2
5, Run: 043, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 044, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 045, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 046, F, 5, 0, 70, 0, 58, 0, 0
5, Run: 047, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 048, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 049, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 050, P, 0, 0, 65, 0, 58, 0, 5
5, Run: 051, F, 5, 0, 70, 0, 58, 0, 0
5, Run: 052, P, 3, 0, 69, 0, 58, 0, 2
5, Run: 053, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 054, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 055, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 056, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 057, P, 2, 0, 68, 0, 58, 0, 3
5, Run: 058, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 059, P, 4, 0, 70, 0, 58, 0, 1
5, Run: 060, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 061, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 062, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 063, P, 4, 0, 70, 0, 58, 0, 1
5, Run: 064, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 065, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 066, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 067, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 068, P, 2, 0, 69, 0, 58, 0, 3
5, Run: 069, P, 2, 0, 68, 0, 58, 0, 3
5, Run: 070, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 071, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 072, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 073, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 074, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 075, P, 2, 0, 68, 0, 58, 0, 3
5, Run: 076, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 077, P, 1, 0, 67, 0, 58, 0, 4
5, Run: 078, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 079, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 080, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 081, F, 5, 0, 70, 0, 58, 0, 0
5, Run: 082, P, 3, 0, 68, 0, 59, 0, 2
5, Run: 083, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 084, P, 0, 0, 66, 0, 58, 0, 5
5, Run: 085, P, 4, 0, 70, 0, 59, 0, 1
5, Run: 086, F, 5, 0, 70, 0, 58, 0, 0
5, Run: 087, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 088, P, 3, 0, 68, 0, 59, 0, 2
5, Run: 089, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 090, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 091, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 092, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 093, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 094, P, 4, 0, 69, 0, 58, 0, 1
5, Run: 095, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 096, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 097, P, 3, 0, 68, 0, 58, 0, 2
5, Run: 098, P, 2, 0, 67, 0, 58, 0, 3
5, Run: 099, P, 1, 0, 66, 0, 58, 0, 4
5, Run: 100, P, 3, 0, 69, 0, 58, 0, 2
6, Run: 001, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 002, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 003, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 004, P, 0, 0, 187, 0, 164, 0, 5
6, Run: 005, P, 0, 0, 187, 0, 165, 0, 5
6, Run: 006, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 007, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 008, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 009, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 010, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 011, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 012, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 013, P, 2, 0, 189, 0, 165, 0, 3
6, Run: 014, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 015, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 016, P, 3, 0, 191, 0, 164, 0, 2
6, Run: 017, F, 5, 0, 192, 0, 164, 0, 0
6, Run: 018, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 019, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 020, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 021, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 022, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 023, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 024, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 025, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 026, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 027, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 028, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 029, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 030, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 031, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 032, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 033, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 034, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 035, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 036, P, 2, 0, 190, 0, 164, 0, 3
6, Run: 037, P, 0, 0, 187, 0, 164, 0, 5
6, Run: 038, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 039, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 040, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 041, P, 4, 0, 191, 0, 165, 0, 1
6, Run: 042, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 043, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 044, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 045, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 046, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 047, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 048, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 049, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 050, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 051, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 052, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 053, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 054, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 055, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 056, P, 3, 0, 190, 0, 165, 0, 2
6, Run: 057, P, 3, 0, 191, 0, 164, 0, 2
6, Run: 058, P, 2, 0, 189, 0, 165, 0, 3
6, Run: 059, P, 4, 0, 191, 0, 164, 0, 1
6, Run: 060, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 061, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 062, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 063, P, 3, 0, 191, 0, 164, 0, 2
6, Run: 064, F, 5, 0, 192, 0, 164, 0, 0
6, Run: 065, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 066, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 067, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 068, P, 3, 0, 190, 0, 165, 0, 2
6, Run: 069, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 070, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 071, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 072, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 073, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 074, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 075, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 076, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 077, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 078, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 079, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 080, F, 5, 0, 192, 0, 164, 0, 0
6, Run: 081, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 082, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 083, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 084, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 085, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 086, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 087, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 088, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 089, P, 3, 0, 191, 0, 164, 0, 2
6, Run: 090, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 091, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 092, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 093, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 094, P, 1, 0, 188, 0, 164, 0, 4
6, Run: 095, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 096, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 097, P, 2, 0, 189, 0, 164, 0, 3
6, Run: 098, P, 3, 0, 190, 0, 164, 0, 2
6, Run: 099, P, 3, 0, 190, 0, 165, 0, 2
6, Run: 100, F, 5, 0, 192, 0, 164, 0, 0
