Input Number, Run_Number, Result@ 100, U, X2, X1, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, F, 0, 0, 30, 4, 20, 25, 10, 19
INVAR-1, Run: 002, F, 0, 0, 26, 6, 12, 29, 4, 27
INVAR-1, Run: 003, F, 0, 0, 36, 1, 14, 16, 1, 4
INVAR-1, Run: 004, F, 0, 0, 26, 6, 14, 21, 6, 19
INVAR-1, Run: 005, F, 0, 0, 32, 3, 13, 21, 2, 13
INVAR-1, Run: 006, F, 0, 0, 28, 5, 13, 23, 4, 19
INVAR-1, Run: 007, F, 0, 0, 30, 4, 13, 23, 3, 17
INVAR-1, Run: 008, F, 0, 0, 34, 2, 12, 20, 0, 10
INVAR-1, Run: 009, F, 0, 0, 30, 4, 11, 17, 1, 11
INVAR-1, Run: 010, F, 0, 0, 24, 7, 10, 17, 3, 17
INVAR-1, Run: 011, F, 0, 0, 28, 5, 15, 20, 6, 16
INVAR-1, Run: 012, F, 0, 0, 32, 3, 14, 17, 3, 9
INVAR-1, Run: 013, F, 0, 0, 28, 5, 14, 17, 5, 13
INVAR-1, Run: 014, F, 0, 0, 32, 3, 12, 18, 1, 10
INVAR-1, Run: 015, F, 0, 0, 30, 4, 11, 23, 1, 17
INVAR-1, Run: 016, F, 0, 0, 34, 2, 17, 21, 5, 11
INVAR-1, Run: 017, F, 0, 0, 28, 5, 14, 25, 5, 21
INVAR-1, Run: 018, F, 0, 0, 30, 4, 10, 16, 0, 10
INVAR-1, Run: 019, F, 0, 0, 34, 2, 12, 19, 0, 9
INVAR-1, Run: 020, F, 0, 0, 28, 5, 11, 17, 2, 13
INVAR-1, Run: 021, F, 0, 0, 28, 5, 20, 28, 11, 24
INVAR-1, Run: 022, F, 0, 0, 32, 3, 16, 35, 5, 27
INVAR-1, Run: 023, F, 0, 0, 32, 3, 17, 22, 6, 14
INVAR-1, Run: 024, F, 0, 0, 28, 5, 14, 26, 5, 22
INVAR-1, Run: 025, F, 0, 0, 28, 5, 16, 25, 7, 21
INVAR-1, Run: 026, P, 0, 0, 38, 0, 17, 24, 3, 10
INVAR-1, Run: 027, F, 0, 0, 34, 2, 15, 18, 3, 8
INVAR-1, Run: 028, F, 0, 0, 34, 2, 14, 30, 2, 20
INVAR-1, Run: 029, F, 0, 0, 34, 2, 13, 20, 1, 10
INVAR-1, Run: 030, P, 0, 0, 38, 0, 15, 18, 1, 4
INVAR-1, Run: 031, F, 0, 0, 30, 4, 17, 30, 7, 24
INVAR-1, Run: 032, F, 0, 0, 28, 5, 17, 20, 8, 16
INVAR-1, Run: 033, F, 0, 0, 28, 5, 11, 14, 2, 10
INVAR-1, Run: 034, F, 0, 0, 36, 1, 14, 15, 1, 3
INVAR-1, Run: 035, F, 0, 0, 20, 9, 20, 20, 15, 24
INVAR-1, Run: 036, F, 0, 0, 32, 3, 13, 25, 2, 17
INVAR-1, Run: 037, F, 0, 0, 34, 2, 13, 19, 1, 9
INVAR-1, Run: 038, F, 0, 0, 32, 3, 17, 23, 6, 15
INVAR-1, Run: 039, F, 0, 0, 36, 1, 14, 27, 1, 15
INVAR-1, Run: 040, F, 0, 0, 28, 5, 13, 16, 4, 12
INVAR-1, Run: 041, F, 0, 0, 34, 2, 13, 19, 1, 9
INVAR-1, Run: 042, F, 0, 0, 34, 2, 13, 14, 1, 4
INVAR-1, Run: 043, F, 0, 0, 30, 4, 14, 29, 4, 23
INVAR-1, Run: 044, F, 0, 0, 32, 3, 13, 21, 2, 13
INVAR-1, Run: 045, F, 0, 0, 28, 5, 9, 10, 0, 6
INVAR-1, Run: 046, F, 0, 0, 32, 3, 16, 20, 5, 12
INVAR-1, Run: 047, F, 0, 0, 32, 3, 15, 23, 4, 15
INVAR-1, Run: 048, F, 0, 0, 34, 2, 12, 19, 0, 9
INVAR-1, Run: 049, F, 0, 0, 34, 2, 12, 19, 0, 9
INVAR-1, Run: 050, F, 0, 0, 32, 3, 14, 25, 3, 17
INVAR-1, Run: 051, F, 0, 0, 32, 3, 15, 32, 4, 24
INVAR-1, Run: 052, F, 0, 0, 32, 3, 12, 21, 1, 13
INVAR-1, Run: 053, F, 0, 0, 22, 8, 8, 18, 2, 20
INVAR-1, Run: 054, F, 0, 0, 32, 3, 13, 18, 2, 10
INVAR-1, Run: 055, F, 0, 0, 30, 4, 12, 18, 2, 12
INVAR-1, Run: 056, F, 0, 0, 30, 4, 12, 13, 2, 7
INVAR-1, Run: 057, F, 0, 0, 30, 4, 16, 17, 6, 11
INVAR-1, Run: 058, F, 0, 0, 34, 2, 16, 18, 4, 8
INVAR-1, Run: 059, F, 0, 0, 30, 4, 17, 23, 7, 17
INVAR-1, Run: 060, F, 0, 0, 28, 5, 9, 15, 0, 11
INVAR-1, Run: 061, F, 0, 0, 32, 3, 15, 20, 4, 12
INVAR-1, Run: 062, F, 0, 0, 32, 3, 12, 13, 1, 5
INVAR-1, Run: 063, F, 0, 0, 28, 5, 15, 21, 6, 17
INVAR-1, Run: 064, F, 0, 0, 32, 3, 14, 24, 3, 16
INVAR-1, Run: 065, F, 0, 0, 28, 5, 13, 22, 4, 18
INVAR-1, Run: 066, F, 0, 0, 32, 3, 13, 16, 2, 8
INVAR-1, Run: 067, F, 0, 0, 28, 5, 13, 14, 4, 10
INVAR-1, Run: 068, F, 0, 0, 32, 3, 16, 28, 5, 20
INVAR-1, Run: 069, F, 0, 0, 26, 6, 12, 16, 4, 14
INVAR-1, Run: 070, F, 0, 0, 34, 2, 12, 19, 0, 9
INVAR-1, Run: 071, F, 0, 0, 28, 5, 14, 19, 5, 15
INVAR-1, Run: 072, F, 0, 0, 26, 6, 13, 19, 5, 17
INVAR-1, Run: 073, F, 0, 0, 28, 5, 13, 17, 4, 13
INVAR-1, Run: 074, F, 0, 0, 30, 4, 16, 32, 6, 26
INVAR-1, Run: 075, F, 0, 0, 34, 2, 14, 27, 2, 17
INVAR-1, Run: 076, F, 0, 0, 28, 5, 12, 13, 3, 9
INVAR-1, Run: 077, F, 0, 0, 32, 3, 11, 18, 0, 10
INVAR-1, Run: 078, F, 0, 0, 34, 2, 18, 28, 6, 18
INVAR-1, Run: 079, F, 0, 0, 26, 6, 11, 18, 3, 16
INVAR-1, Run: 080, F, 0, 0, 30, 4, 13, 23, 3, 17
INVAR-1, Run: 081, F, 0, 0, 32, 3, 16, 21, 5, 13
INVAR-1, Run: 082, F, 0, 0, 34, 2, 18, 28, 6, 18
INVAR-1, Run: 083, F, 0, 0, 32, 3, 14, 17, 3, 9
INVAR-1, Run: 084, F, 0, 0, 30, 4, 14, 18, 4, 12
INVAR-1, Run: 085, F, 0, 0, 34, 2, 12, 18, 0, 8
INVAR-1, Run: 086, F, 0, 0, 34, 2, 13, 16, 1, 6
INVAR-1, Run: 087, F, 0, 0, 30, 4, 12, 20, 2, 14
INVAR-1, Run: 088, F, 0, 0, 32, 3, 16, 22, 5, 14
INVAR-1, Run: 089, F, 0, 0, 28, 5, 13, 18, 4, 14
INVAR-1, Run: 090, F, 0, 0, 30, 4, 13, 17, 3, 11
INVAR-1, Run: 091, F, 0, 0, 28, 5, 10, 18, 1, 14
INVAR-1, Run: 092, F, 0, 0, 28, 5, 13, 16, 4, 12
INVAR-1, Run: 093, F, 0, 0, 30, 4, 20, 30, 10, 24
INVAR-1, Run: 094, F, 0, 0, 34, 2, 13, 20, 1, 10
INVAR-1, Run: 095, F, 0, 0, 24, 7, 11, 19, 4, 19
INVAR-1, Run: 096, F, 0, 0, 32, 3, 11, 14, 0, 6
INVAR-1, Run: 097, F, 0, 0, 32, 3, 14, 17, 3, 9
INVAR-1, Run: 098, F, 0, 0, 30, 4, 10, 14, 0, 8
