Input Number, Run_Number, Result@ 100, H, CO, M, X1, PO, CE, Y, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 023, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 497, 3669, 82, 58, 23, 75, 178, 267, 572, 3655
INVAR-3, Run: 024, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 473, 3415, 82, 48, 33, 74, 180, 270, 547, 3399
INVAR-3, Run: 025, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 523, 4500, 82, 45, 36, 75, 178, 267, 598, 4486
INVAR-3, Run: 026, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 512, 3963, 82, 41, 40, 74, 180, 270, 586, 3947
INVAR-3, Run: 027, F, 0, 0, 0, 0, 0, 77, 67, 0, 1, 532, 0, 10, 164, 488, 3171, 82, 55, 26, 77, 174, 261, 565, 3161
INVAR-3, Run: 028, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0, 12, 164, 606, 3211, 82, 42, 39, 76, 176, 264, 682, 3199
INVAR-3, Run: 029, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 390, 4017, 82, 54, 27, 72, 184, 276, 462, 3997
INVAR-3, Run: 030, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 446, 3359, 82, 52, 29, 75, 178, 267, 521, 3345
INVAR-3, Run: 031, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 477, 3794, 82, 48, 33, 74, 180, 270, 551, 3778
INVAR-3, Run: 032, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0, 12, 164, 464, 3172, 82, 57, 24, 76, 176, 264, 540, 3160
INVAR-3, Run: 033, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 492, 3305, 82, 49, 32, 73, 182, 273, 565, 3287
INVAR-3, Run: 034, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 460, 4349, 82, 47, 34, 71, 186, 279, 531, 4327
INVAR-3, Run: 035, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 455, 3762, 82, 52, 29, 73, 182, 273, 528, 3744
INVAR-3, Run: 036, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 535, 3665, 82, 51, 30, 72, 184, 276, 607, 3645
INVAR-3, Run: 037, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 638, 4792, 82, 54, 27, 75, 178, 267, 713, 4778
INVAR-3, Run: 038, F, 0, 0, 0, 0, 0, 68, 40, 0, 1, 604, 0, 28, 164, 650, 5096, 82, 47, 34, 68, 192, 288, 718, 5068
INVAR-3, Run: 039, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 634, 5375, 82, 44, 37, 71, 186, 279, 705, 5353
INVAR-3, Run: 040, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 654, 4356, 82, 47, 34, 74, 180, 270, 728, 4340
INVAR-3, Run: 041, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 505, 3692, 82, 53, 28, 72, 184, 276, 577, 3672
INVAR-3, Run: 042, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 615, 3345, 82, 43, 38, 75, 178, 267, 690, 3331
INVAR-3, Run: 043, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 591, 5922, 82, 56, 25, 71, 186, 279, 662, 5900
INVAR-3, Run: 044, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 518, 3387, 82, 51, 30, 71, 186, 279, 589, 3365
INVAR-3, Run: 045, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 622, 5583, 82, 54, 27, 74, 180, 270, 696, 5567
INVAR-3, Run: 046, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 536, 4608, 82, 51, 30, 74, 180, 270, 610, 4592
INVAR-3, Run: 047, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 489, 4458, 82, 60, 21, 72, 184, 276, 561, 4438
INVAR-3, Run: 048, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 657, 5029, 82, 58, 23, 75, 178, 267, 732, 5015
INVAR-3, Run: 049, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0, 12, 164, 510, 3304, 82, 45, 36, 76, 176, 264, 586, 3292
INVAR-3, Run: 050, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 596, 3881, 82, 36, 45, 74, 180, 270, 670, 3865
INVAR-3, Run: 051, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 554, 4179, 82, 47, 34, 72, 184, 276, 626, 4159
INVAR-3, Run: 052, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 517, 5000, 82, 47, 34, 75, 178, 267, 592, 4986
INVAR-3, Run: 053, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 686, 5863, 82, 57, 24, 73, 182, 273, 759, 5845
INVAR-3, Run: 054, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 460, 3240, 82, 47, 34, 71, 186, 279, 531, 3218
INVAR-3, Run: 055, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 634, 4007, 82, 51, 30, 72, 184, 276, 706, 3987
INVAR-3, Run: 056, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 469, 4348, 82, 57, 24, 72, 184, 276, 541, 4328
INVAR-3, Run: 057, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 601, 3524, 82, 60, 21, 74, 180, 270, 675, 3508
INVAR-3, Run: 058, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 523, 4023, 82, 47, 34, 73, 182, 273, 596, 4005
INVAR-3, Run: 059, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 639, 4130, 82, 54, 27, 74, 180, 270, 713, 4114
INVAR-3, Run: 060, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 530, 4422, 82, 53, 28, 72, 184, 276, 602, 4402
INVAR-3, Run: 061, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 533, 4123, 82, 48, 33, 73, 182, 273, 606, 4105
INVAR-3, Run: 062, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 471, 4483, 82, 48, 33, 72, 184, 276, 543, 4463
INVAR-3, Run: 063, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 611, 4530, 82, 43, 38, 75, 178, 267, 686, 4516
INVAR-3, Run: 064, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 538, 3580, 82, 42, 39, 74, 180, 270, 612, 3564
INVAR-3, Run: 065, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 489, 4180, 82, 51, 30, 72, 184, 276, 561, 4160
INVAR-3, Run: 066, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 451, 4150, 82, 55, 26, 73, 182, 273, 524, 4132
INVAR-3, Run: 067, F, 0, 0, 0, 0, 0, 78, 70, 0, 1, 524, 0, 8, 164, 515, 4012, 82, 51, 30, 78, 172, 258, 593, 4004
INVAR-3, Run: 068, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 734, 3733, 82, 45, 36, 75, 178, 267, 809, 3719
INVAR-3, Run: 069, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 685, 5063, 82, 53, 28, 73, 182, 273, 758, 5045
INVAR-3, Run: 070, F, 0, 0, 0, 0, 0, 77, 67, 0, 1, 532, 0, 10, 164, 738, 4279, 82, 50, 31, 77, 174, 261, 815, 4269
INVAR-3, Run: 071, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 641, 4249, 82, 55, 26, 73, 182, 273, 714, 4231
INVAR-3, Run: 072, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 500, 2856, 82, 50, 31, 73, 182, 273, 573, 2838
INVAR-3, Run: 073, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 632, 3748, 82, 49, 32, 74, 180, 270, 706, 3732
INVAR-3, Run: 074, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 600, 4701, 82, 55, 26, 72, 184, 276, 672, 4681
INVAR-3, Run: 075, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 515, 3638, 82, 55, 26, 75, 178, 267, 590, 3624
INVAR-3, Run: 076, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 453, 3635, 82, 53, 28, 73, 182, 273, 526, 3617
INVAR-3, Run: 077, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 518, 4121, 82, 53, 28, 73, 182, 273, 591, 4103
INVAR-3, Run: 078, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 500, 3767, 82, 55, 26, 75, 178, 267, 575, 3753
INVAR-3, Run: 079, F, 0, 0, 0, 0, 0, 68, 40, 0, 1, 604, 0, 28, 164, 565, 4229, 82, 48, 33, 68, 192, 288, 633, 4201
INVAR-3, Run: 080, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 601, 4532, 82, 50, 31, 73, 182, 273, 674, 4514
INVAR-3, Run: 081, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 515, 5074, 82, 49, 32, 73, 182, 273, 588, 5056
INVAR-3, Run: 082, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 560, 3969, 82, 52, 29, 75, 178, 267, 635, 3955
INVAR-3, Run: 083, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 742, 5448, 82, 49, 32, 73, 182, 273, 815, 5430
INVAR-3, Run: 084, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 560, 3609, 82, 50, 31, 74, 180, 270, 634, 3593
INVAR-3, Run: 085, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 566, 4467, 82, 56, 25, 73, 182, 273, 639, 4449
INVAR-3, Run: 086, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 786, 5187, 82, 46, 35, 74, 180, 270, 860, 5171
INVAR-3, Run: 087, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 650, 3574, 82, 49, 32, 75, 178, 267, 725, 3560
INVAR-3, Run: 088, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0, 12, 164, 511, 3425, 82, 53, 28, 76, 176, 264, 587, 3413
INVAR-3, Run: 089, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 532, 2900, 82, 48, 33, 72, 184, 276, 604, 2880
INVAR-3, Run: 090, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 394, 3339, 82, 54, 27, 74, 180, 270, 468, 3323
INVAR-3, Run: 091, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 415, 4438, 82, 53, 28, 73, 182, 273, 488, 4420
INVAR-3, Run: 092, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 555, 4862, 82, 54, 27, 74, 180, 270, 629, 4846
INVAR-3, Run: 093, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 352, 3879, 82, 46, 35, 71, 186, 279, 423, 3857
INVAR-3, Run: 094, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 632, 3716, 82, 46, 35, 72, 184, 276, 704, 3696
INVAR-3, Run: 095, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 648, 5240, 82, 50, 31, 73, 182, 273, 721, 5222
INVAR-3, Run: 096, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 661, 3326, 82, 55, 26, 72, 184, 276, 733, 3306
INVAR-3, Run: 097, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 554, 3549, 82, 51, 30, 72, 184, 276, 626, 3529
INVAR-3, Run: 098, F, 0, 0, 0, 0, 0, 77, 67, 0, 1, 532, 0, 10, 164, 450, 3747, 82, 53, 28, 77, 174, 261, 527, 3737
INVAR-3, Run: 099, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 657, 4200, 82, 53, 28, 74, 180, 270, 731, 4184
INVAR-3, Run: 100, F, 0, 0, 0, 0, 0, 67, 37, 0, 1, 612, 0, 30, 164, 560, 4142, 82, 62, 19, 67, 194, 291, 627, 4112
INVAR-4, Run: 001, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 73, 179, 19, 11, 8, 17, 44, 66, 73, 311
INVAR-4, Run: 002, F, 0, 185, 0, 0, 1, 0, 168, 11, 0, 0, 0, 17, 39, 44, 443, 19, 11, 8, 11, 56, 84, 44, 611
INVAR-4, Run: 003, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 46, 479, 19, 12, 7, 17, 44, 66, 46, 611
INVAR-4, Run: 004, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 73, 865, 19, 17, 2, 14, 50, 75, 73, 1015
INVAR-4, Run: 005, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 44, 252, 19, 11, 8, 16, 46, 69, 44, 390
INVAR-4, Run: 006, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 71, 650, 19, 11, 8, 14, 50, 75, 71, 800
INVAR-4, Run: 007, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 79, 510, 19, 8, 11, 14, 50, 75, 79, 660
INVAR-4, Run: 008, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 58, 486, 19, 13, 6, 14, 50, 75, 58, 636
INVAR-4, Run: 009, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 99, 942, 19, 15, 4, 14, 50, 75, 99, 1092
INVAR-4, Run: 010, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 46, 360, 19, 12, 7, 14, 50, 75, 46, 510
INVAR-4, Run: 011, F, 0, 169, 0, 0, 1, 0, 156, 13, 0, 0, 0, 13, 39, 39, 358, 19, 10, 9, 13, 52, 78, 39, 514
INVAR-4, Run: 012, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 71, 592, 19, 16, 3, 17, 44, 66, 71, 724
INVAR-4, Run: 013, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 39, 192, 19, 8, 11, 16, 46, 69, 39, 330
INVAR-4, Run: 014, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 58, 396, 19, 12, 7, 15, 48, 72, 58, 540
INVAR-4, Run: 015, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 75, 229, 19, 15, 4, 16, 46, 69, 75, 367
INVAR-4, Run: 016, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 57, 380, 19, 11, 8, 15, 48, 72, 57, 524
INVAR-4, Run: 017, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 81, 764, 19, 10, 9, 14, 50, 75, 81, 914
INVAR-4, Run: 018, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 57, 463, 19, 14, 5, 17, 44, 66, 57, 595
INVAR-4, Run: 019, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 58, 428, 19, 13, 6, 17, 44, 66, 58, 560
INVAR-4, Run: 020, F, 0, 169, 0, 0, 1, 0, 156, 13, 0, 0, 0, 13, 39, 41, 582, 19, 15, 4, 13, 52, 78, 41, 738
INVAR-4, Run: 021, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 74, 425, 19, 11, 8, 16, 46, 69, 74, 563
INVAR-4, Run: 022, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 84, 534, 19, 13, 6, 17, 44, 66, 84, 666
INVAR-4, Run: 023, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 50, 362, 19, 10, 9, 15, 48, 72, 50, 506
INVAR-4, Run: 024, F, 0, 129, 0, 0, 1, 0, 126, 18, 0, 0, 0, 3, 39, 77, 334, 19, 7, 12, 18, 42, 63, 77, 460
INVAR-4, Run: 025, F, 0, 177, 0, 0, 1, 0, 162, 12, 0, 0, 0, 15, 39, 37, 525, 19, 13, 6, 12, 54, 81, 37, 687
INVAR-4, Run: 026, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 60, 379, 19, 15, 4, 15, 48, 72, 60, 523
INVAR-4, Run: 027, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 87, 470, 19, 15, 4, 16, 46, 69, 87, 608
INVAR-4, Run: 028, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 57, 501, 19, 15, 4, 15, 48, 72, 57, 645
INVAR-4, Run: 029, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 59, 484, 19, 13, 6, 14, 50, 75, 59, 634
INVAR-4, Run: 030, F, 0, 185, 0, 0, 1, 0, 168, 11, 0, 0, 0, 17, 39, 85, 1162, 19, 13, 6, 11, 56, 84, 85, 1330
INVAR-4, Run: 031, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 41, 292, 19, 14, 5, 15, 48, 72, 41, 436
INVAR-4, Run: 032, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 54, 474, 19, 13, 6, 15, 48, 72, 54, 618
INVAR-4, Run: 033, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 58, 323, 19, 15, 4, 17, 44, 66, 58, 455
INVAR-4, Run: 034, F, 0, 169, 0, 0, 1, 0, 156, 13, 0, 0, 0, 13, 39, 73, 988, 19, 13, 6, 13, 52, 78, 73, 1144
INVAR-4, Run: 035, F, 0, 169, 0, 0, 1, 0, 156, 13, 0, 0, 0, 13, 39, 63, 750, 19, 14, 5, 13, 52, 78, 63, 906
INVAR-4, Run: 036, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 25, 292, 19, 12, 7, 15, 48, 72, 25, 436
INVAR-4, Run: 037, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 59, 380, 19, 13, 6, 17, 44, 66, 59, 512
INVAR-4, Run: 038, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 63, 458, 19, 16, 3, 17, 44, 66, 63, 590
INVAR-4, Run: 039, F, 0, 169, 0, 0, 1, 0, 156, 13, 0, 0, 0, 13, 39, 59, 789, 19, 10, 9, 13, 52, 78, 59, 945
INVAR-4, Run: 040, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 81, 448, 19, 11, 8, 17, 44, 66, 81, 580
INVAR-4, Run: 041, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 56, 530, 19, 10, 9, 15, 48, 72, 56, 674
INVAR-4, Run: 042, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 39, 548, 19, 12, 7, 16, 46, 69, 39, 686
INVAR-4, Run: 043, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 45, 249, 19, 14, 5, 16, 46, 69, 45, 387
INVAR-4, Run: 044, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 78, 286, 19, 13, 6, 16, 46, 69, 78, 424
INVAR-4, Run: 045, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 103, 949, 19, 10, 9, 15, 48, 72, 103, 1093
INVAR-4, Run: 046, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 63, 564, 19, 15, 4, 14, 50, 75, 63, 714
INVAR-4, Run: 047, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 44, 476, 19, 15, 4, 14, 50, 75, 44, 626
INVAR-4, Run: 048, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 72, 500, 19, 11, 8, 14, 50, 75, 72, 650
INVAR-4, Run: 049, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 54, 472, 19, 12, 7, 15, 48, 72, 54, 616
INVAR-4, Run: 050, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 68, 544, 19, 12, 7, 16, 46, 69, 68, 682
INVAR-4, Run: 051, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 53, 440, 19, 13, 6, 15, 48, 72, 53, 584
INVAR-4, Run: 052, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 58, 486, 19, 13, 6, 14, 50, 75, 58, 636
INVAR-4, Run: 053, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 31, 268, 19, 10, 9, 15, 48, 72, 31, 412
INVAR-4, Run: 054, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 94, 873, 19, 15, 4, 15, 48, 72, 94, 1017
INVAR-4, Run: 055, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 78, 390, 19, 14, 5, 17, 44, 66, 78, 522
INVAR-4, Run: 056, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 103, 505, 19, 14, 5, 17, 44, 66, 103, 637
INVAR-4, Run: 057, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 89, 731, 19, 16, 3, 15, 48, 72, 89, 875
INVAR-4, Run: 058, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 41, 387, 19, 12, 7, 17, 44, 66, 41, 519
INVAR-4, Run: 059, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 34, 311, 19, 13, 6, 15, 48, 72, 34, 455
INVAR-4, Run: 060, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 84, 574, 19, 11, 8, 16, 46, 69, 84, 712
INVAR-4, Run: 061, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 72, 465, 19, 9, 10, 16, 46, 69, 72, 603
INVAR-4, Run: 062, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 53, 288, 19, 12, 7, 16, 46, 69, 53, 426
INVAR-4, Run: 063, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 61, 245, 19, 14, 5, 16, 46, 69, 61, 383
INVAR-4, Run: 064, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 56, 539, 19, 10, 9, 14, 50, 75, 56, 689
INVAR-4, Run: 065, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 55, 355, 19, 10, 9, 15, 48, 72, 55, 499
INVAR-4, Run: 066, F, 0, 129, 0, 0, 1, 0, 126, 18, 0, 0, 0, 3, 39, 83, 376, 19, 14, 5, 18, 42, 63, 83, 502
INVAR-4, Run: 067, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 49, 487, 19, 12, 7, 16, 46, 69, 49, 625
INVAR-4, Run: 068, F, 0, 129, 0, 0, 1, 0, 126, 18, 0, 0, 0, 3, 39, 76, 526, 19, 15, 4, 18, 42, 63, 76, 652
INVAR-4, Run: 069, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 56, 507, 19, 13, 6, 17, 44, 66, 56, 639
INVAR-4, Run: 070, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 85, 406, 19, 16, 3, 17, 44, 66, 85, 538
INVAR-4, Run: 071, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 72, 435, 19, 13, 6, 17, 44, 66, 72, 567
INVAR-4, Run: 072, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 59, 411, 19, 14, 5, 17, 44, 66, 59, 543
INVAR-4, Run: 073, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 46, 586, 19, 15, 4, 15, 48, 72, 46, 730
INVAR-4, Run: 074, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 37, 278, 19, 13, 6, 15, 48, 72, 37, 422
INVAR-4, Run: 075, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 49, 339, 19, 12, 7, 15, 48, 72, 49, 483
INVAR-4, Run: 076, F, 0, 137, 0, 0, 1, 0, 132, 17, 0, 0, 0, 5, 39, 68, 401, 19, 8, 11, 17, 44, 66, 68, 533
INVAR-4, Run: 077, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 99, 747, 19, 9, 10, 15, 48, 72, 99, 891
INVAR-4, Run: 078, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 45, 333, 19, 12, 7, 16, 46, 69, 45, 471
INVAR-4, Run: 079, F, 0, 177, 0, 0, 1, 0, 162, 12, 0, 0, 0, 15, 39, 43, 424, 19, 11, 8, 12, 54, 81, 43, 586
INVAR-4, Run: 080, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 73, 563, 19, 13, 6, 14, 50, 75, 73, 713
INVAR-4, Run: 081, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 74, 332, 19, 13, 6, 15, 48, 72, 74, 476
INVAR-4, Run: 082, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 73, 645, 19, 9, 10, 15, 48, 72, 73, 789
INVAR-4, Run: 083, F, 0, 145, 0, 0, 1, 0, 138, 16, 0, 0, 0, 7, 39, 49, 335, 19, 11, 8, 16, 46, 69, 49, 473
INVAR-4, Run: 084, F, 0, 161, 0, 0, 1, 0, 150, 14, 0, 0, 0, 11, 39, 87, 706, 19, 7, 12, 14, 50, 75, 87, 856
INVAR-4, Run: 085, F, 0, 153, 0, 0, 1, 0, 144, 15, 0, 0, 0, 9, 39, 39, 289, 19, 15, 4, 15, 48, 72, 39, 433
