Input Number, Run_Number, Result@ 100, H, CO, M, X1, PO, CE, Y, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 727, 5075, 100, 56, 43, 91, 218, 327, 818, 5057
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 532, 4295, 100, 71, 28, 89, 222, 333, 621, 4273
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 894, 6665, 100, 57, 42, 89, 222, 333, 983, 6643
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 744, 4941, 100, 66, 33, 92, 216, 324, 836, 4925
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0, 26, 200, 951, 5371, 100, 52, 47, 87, 226, 339, 1038, 5345
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 85, 55, 0, 1, 720, 0, 30, 200, 902, 5825, 100, 67, 32, 85, 230, 345, 987, 5795
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 828, 5937, 100, 63, 36, 91, 218, 327, 919, 5919
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0, 14, 200, 898, 6599, 100, 62, 37, 93, 214, 321, 991, 6585
INVAR-10, Run: 068, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 803, 6830, 100, 59, 40, 88, 224, 336, 891, 6806
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 691, 4366, 100, 62, 37, 90, 220, 330, 781, 4346
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 640, 4585, 100, 64, 35, 92, 216, 324, 732, 4569
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 763, 4480, 100, 66, 33, 90, 220, 330, 853, 4460
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 911, 6658, 100, 68, 31, 89, 222, 333, 1000, 6636
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 662, 4112, 100, 65, 34, 89, 222, 333, 751, 4090
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 859, 5477, 100, 53, 46, 88, 224, 336, 947, 5453
INVAR-10, Run: 075, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 825, 7092, 100, 67, 32, 91, 218, 327, 916, 7074
INVAR-10, Run: 076, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 745, 5132, 100, 67, 32, 90, 220, 330, 835, 5112
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 618, 5395, 100, 65, 34, 91, 218, 327, 709, 5377
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 694, 5102, 100, 61, 38, 91, 218, 327, 785, 5084
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 94, 82, 0, 1, 648, 0, 12, 200, 799, 5222, 100, 67, 32, 94, 212, 318, 893, 5210
INVAR-10, Run: 080, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 647, 6058, 100, 69, 30, 88, 224, 336, 735, 6034
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 94, 82, 0, 1, 648, 0, 12, 200, 745, 4857, 100, 60, 39, 94, 212, 318, 839, 4845
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 599, 5091, 100, 73, 26, 91, 218, 327, 690, 5073
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0, 26, 200, 737, 4685, 100, 65, 34, 87, 226, 339, 824, 4659
INVAR-10, Run: 084, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 961, 5226, 100, 66, 33, 92, 216, 324, 1053, 5210
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 824, 5504, 100, 65, 34, 91, 218, 327, 915, 5486
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 746, 5099, 100, 59, 40, 91, 218, 327, 837, 5081
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 782, 4556, 100, 64, 35, 92, 216, 324, 874, 4540
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 606, 4933, 100, 67, 32, 90, 220, 330, 696, 4913
INVAR-10, Run: 089, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 744, 4858, 100, 59, 40, 91, 218, 327, 835, 4840
INVAR-10, Run: 090, F, 0, 0, 0, 0, 0, 94, 82, 0, 1, 648, 0, 12, 200, 900, 4586, 100, 50, 49, 94, 212, 318, 994, 4574
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 905, 6988, 100, 57, 42, 91, 218, 327, 996, 6970
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 642, 4906, 100, 67, 32, 91, 218, 327, 733, 4888
INVAR-10, Run: 093, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 621, 6180, 100, 65, 34, 90, 220, 330, 711, 6160
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 748, 5651, 100, 64, 35, 89, 222, 333, 837, 5629
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 799, 5537, 100, 61, 38, 89, 222, 333, 888, 5515
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 741, 4763, 100, 74, 25, 91, 218, 327, 832, 4745
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 609, 5689, 100, 61, 38, 89, 222, 333, 698, 5667
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 826, 7142, 100, 68, 31, 92, 216, 324, 918, 7126
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0, 14, 200, 772, 5269, 100, 65, 34, 93, 214, 321, 865, 5255
INVAR-10, Run: 100, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 934, 5368, 100, 57, 42, 89, 222, 333, 1023, 5346
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 117, 847, 28, 16, 11, 22, 68, 102, 139, 835
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 84, 536, 28, 15, 12, 24, 64, 96, 108, 528
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 112, 856, 28, 19, 8, 23, 66, 99, 135, 846
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 96, 672, 28, 12, 15, 22, 68, 102, 118, 660
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 70, 687, 28, 18, 9, 25, 62, 93, 95, 681
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 120, 803, 28, 15, 12, 23, 66, 99, 143, 793
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 63, 485, 28, 18, 9, 22, 68, 102, 85, 473
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 72, 521, 28, 19, 8, 24, 64, 96, 96, 513
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 19, 1, 0, 1, 240, 0, 18, 56, 67, 776, 28, 18, 9, 19, 74, 111, 86, 758
INVAR-2, Run: 010, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 98, 785, 28, 14, 13, 24, 64, 96, 122, 777
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 82, 797, 28, 20, 7, 24, 64, 96, 106, 789
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 83, 902, 28, 20, 7, 24, 64, 96, 107, 894
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 64, 668, 28, 16, 11, 24, 64, 96, 88, 660
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 78, 715, 28, 16, 11, 23, 66, 99, 101, 705
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 88, 699, 28, 20, 7, 23, 66, 99, 111, 689
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 69, 391, 28, 14, 13, 25, 62, 93, 94, 385
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 93, 861, 28, 18, 9, 23, 66, 99, 116, 851
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 67, 893, 28, 21, 6, 24, 64, 96, 91, 885
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 110, 788, 28, 18, 9, 23, 66, 99, 133, 778
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 140, 656, 28, 16, 11, 24, 64, 96, 164, 648
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 91, 564, 28, 15, 12, 24, 64, 96, 115, 556
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 84, 944, 28, 23, 4, 24, 64, 96, 108, 936
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 111, 844, 28, 16, 11, 24, 64, 96, 135, 836
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 100, 855, 28, 18, 9, 23, 66, 99, 123, 845
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 95, 952, 28, 14, 13, 22, 68, 102, 117, 940
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 65, 725, 28, 18, 9, 24, 64, 96, 89, 717
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 101, 652, 28, 17, 10, 22, 68, 102, 123, 640
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 109, 799, 28, 13, 14, 21, 70, 105, 130, 785
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 75, 714, 28, 16, 11, 22, 68, 102, 97, 702
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 116, 790, 28, 19, 8, 25, 62, 93, 141, 784
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 81, 654, 28, 19, 8, 25, 62, 93, 106, 648
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 80, 1243, 28, 23, 4, 21, 70, 105, 101, 1229
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 20, 4, 0, 1, 232, 0, 16, 56, 80, 1034, 28, 15, 12, 20, 72, 108, 100, 1018
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 96, 879, 28, 21, 6, 24, 64, 96, 120, 871
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 107, 1215, 28, 16, 11, 21, 70, 105, 128, 1201
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 54, 711, 28, 21, 6, 23, 66, 99, 77, 701
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 107, 899, 28, 15, 12, 22, 68, 102, 129, 887
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 64, 929, 28, 19, 8, 21, 70, 105, 85, 915
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 77, 559, 28, 21, 6, 23, 66, 99, 100, 549
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 87, 640, 28, 22, 5, 24, 64, 96, 111, 632
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 106, 1088, 28, 15, 12, 21, 70, 105, 127, 1074
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 78, 854, 28, 16, 11, 24, 64, 96, 102, 846
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 88, 914, 28, 20, 7, 24, 64, 96, 112, 906
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 100, 585, 28, 14, 13, 23, 66, 99, 123, 575
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 68, 694, 28, 20, 7, 21, 70, 105, 89, 680
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 77, 762, 28, 22, 5, 22, 68, 102, 99, 750
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 92, 846, 28, 19, 8, 23, 66, 99, 115, 836
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 95, 743, 28, 17, 10, 23, 66, 99, 118, 733
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 67, 755, 28, 17, 10, 23, 66, 99, 90, 745
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 72, 657, 28, 22, 5, 22, 68, 102, 94, 645
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 114, 575, 28, 16, 11, 23, 66, 99, 137, 565
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 67, 606, 28, 14, 13, 22, 68, 102, 89, 594
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 88, 578, 28, 19, 8, 24, 64, 96, 112, 570
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 20, 4, 0, 1, 232, 0, 16, 56, 90, 1231, 28, 17, 10, 20, 72, 108, 110, 1215
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 65, 727, 28, 23, 4, 22, 68, 102, 87, 715
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 89, 1105, 28, 17, 10, 21, 70, 105, 110, 1091
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 82, 742, 28, 20, 7, 23, 66, 99, 105, 732
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 85, 788, 28, 19, 8, 25, 62, 93, 110, 782
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 77, 365, 28, 14, 13, 25, 62, 93, 102, 359
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 87, 817, 28, 16, 11, 23, 66, 99, 110, 807
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 149, 1241, 28, 16, 11, 22, 68, 102, 171, 1229
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 80, 725, 28, 15, 12, 22, 68, 102, 102, 713
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 83, 771, 28, 18, 9, 23, 66, 99, 106, 761
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 114, 828, 28, 14, 13, 23, 66, 99, 137, 818
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 66, 798, 28, 15, 12, 21, 70, 105, 87, 784
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 102, 842, 28, 19, 8, 23, 66, 99, 125, 832
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 68, 1125, 28, 22, 5, 24, 64, 96, 92, 1117
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 102, 774, 28, 13, 14, 24, 64, 96, 126, 766
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 66, 786, 28, 18, 9, 23, 66, 99, 89, 776
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 26, 22, 0, 1, 184, 0, 4, 56, 75, 443, 28, 17, 10, 26, 60, 90, 101, 439
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 101, 554, 28, 19, 8, 24, 64, 96, 125, 546
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 87, 1126, 28, 17, 10, 21, 70, 105, 108, 1112
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 82, 1061, 28, 20, 7, 25, 62, 93, 107, 1055
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 65, 1030, 28, 18, 9, 21, 70, 105, 86, 1016
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 122, 743, 28, 11, 16, 23, 66, 99, 145, 733
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 131, 832, 28, 16, 11, 24, 64, 96, 155, 824
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 66, 744, 28, 21, 6, 23, 66, 99, 89, 734
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 56, 796, 28, 24, 3, 22, 68, 102, 78, 784
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 119, 957, 28, 20, 7, 24, 64, 96, 143, 949
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 74, 825, 28, 17, 10, 23, 66, 99, 97, 815
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 89, 528, 28, 15, 12, 21, 70, 105, 110, 514
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 116, 754, 28, 19, 8, 23, 66, 99, 139, 744
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 86, 558, 28, 16, 11, 23, 66, 99, 109, 548
INVAR-2, Run: 084, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 82, 558, 28, 12, 15, 22, 68, 102, 104, 546
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 63, 734, 28, 20, 7, 22, 68, 102, 85, 722
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0, 10, 56, 58, 912, 28, 18, 9, 23, 66, 99, 81, 902
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 97, 618, 28, 15, 12, 24, 64, 96, 121, 610
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 73, 1060, 28, 20, 7, 21, 70, 105, 94, 1046
INVAR-2, Run: 089, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 128, 693, 28, 17, 10, 24, 64, 96, 152, 685
INVAR-2, Run: 090, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 107, 876, 28, 20, 7, 24, 64, 96, 131, 868
INVAR-2, Run: 091, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 58, 783, 28, 22, 5, 21, 70, 105, 79, 769
INVAR-2, Run: 092, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 106, 922, 28, 17, 10, 22, 68, 102, 128, 910
INVAR-2, Run: 093, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 84, 578, 28, 13, 14, 21, 70, 105, 105, 564
INVAR-2, Run: 094, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 86, 696, 28, 18, 9, 24, 64, 96, 110, 688
INVAR-2, Run: 095, F, 0, 0, 0, 0, 0, 26, 22, 0, 1, 184, 0, 4, 56, 71, 599, 28, 21, 6, 26, 60, 90, 97, 595
INVAR-2, Run: 096, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 69, 615, 28, 16, 11, 25, 62, 93, 94, 609
INVAR-2, Run: 097, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0, 6, 56, 84, 653, 28, 14, 13, 25, 62, 93, 109, 647
INVAR-2, Run: 098, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0, 8, 56, 144, 1197, 28, 20, 7, 24, 64, 96, 168, 1189
INVAR-2, Run: 099, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0, 14, 56, 93, 1219, 28, 16, 11, 21, 70, 105, 114, 1205
INVAR-2, Run: 100, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0, 12, 56, 67, 547, 28, 15, 12, 22, 68, 102, 89, 535
INVAR-3, Run: 001, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 600, 4578, 82, 50, 31, 75, 178, 267, 675, 4564
INVAR-3, Run: 002, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0, 12, 164, 518, 3736, 82, 44, 37, 76, 176, 264, 594, 3724
INVAR-3, Run: 003, F, 0, 0, 0, 0, 0, 69, 43, 0, 1, 596, 0, 26, 164, 534, 5103, 82, 45, 36, 69, 190, 285, 603, 5077
INVAR-3, Run: 004, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0, 14, 164, 420, 3412, 82, 64, 17, 75, 178, 267, 495, 3398
INVAR-3, Run: 005, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 613, 4626, 82, 52, 29, 72, 184, 276, 685, 4606
INVAR-3, Run: 006, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 468, 4522, 82, 51, 30, 72, 184, 276, 540, 4502
INVAR-3, Run: 007, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 385, 3802, 82, 53, 28, 73, 182, 273, 458, 3784
INVAR-3, Run: 008, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 485, 4942, 82, 53, 28, 71, 186, 279, 556, 4920
INVAR-3, Run: 009, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 465, 3074, 82, 50, 31, 72, 184, 276, 537, 3054
INVAR-3, Run: 010, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 623, 4562, 82, 45, 36, 72, 184, 276, 695, 4542
INVAR-3, Run: 011, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 554, 3253, 82, 46, 35, 72, 184, 276, 626, 3233
INVAR-3, Run: 012, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 544, 3247, 82, 49, 32, 74, 180, 270, 618, 3231
INVAR-3, Run: 013, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 594, 4032, 82, 49, 32, 72, 184, 276, 666, 4012
INVAR-3, Run: 014, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0, 12, 164, 641, 4281, 82, 47, 34, 76, 176, 264, 717, 4269
INVAR-3, Run: 015, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 602, 4308, 82, 45, 36, 72, 184, 276, 674, 4288
INVAR-3, Run: 016, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0, 22, 164, 505, 4049, 82, 52, 29, 71, 186, 279, 576, 4027
INVAR-3, Run: 017, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0, 12, 164, 601, 3816, 82, 54, 27, 76, 176, 264, 677, 3804
INVAR-3, Run: 018, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0, 16, 164, 508, 3560, 82, 48, 33, 74, 180, 270, 582, 3544
INVAR-3, Run: 019, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 491, 4873, 82, 53, 28, 72, 184, 276, 563, 4853
INVAR-3, Run: 020, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0, 20, 164, 545, 4538, 82, 53, 28, 72, 184, 276, 617, 4518
INVAR-3, Run: 021, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 453, 3730, 82, 50, 31, 73, 182, 273, 526, 3712
INVAR-3, Run: 022, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0, 18, 164, 597, 4844, 82, 59, 22, 73, 182, 273, 670, 4826
