Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 15, 0, 2, 1, 2, 8, 0, 18, 39, 24, 22, 39, 9, 20, 27, 8, 9, 18, 30, 15
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 2, 8, 0, 18, 45, 6, 4, 45, 9, 15, 38, 8, 9, 18, 50, 25
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 24, 0, 2, 1, 2, 8, 0, 18, 30, 12, 10, 30, 9, 19, 19, 8, 9, 18, 36, 18
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 17, 0, 0, 1, 0, 9, 0, 18, 37, 8, 8, 37, 9, 12, 33, 9, 9, 18, 170, 85
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 9, 0, 18, 44, 11, 11, 44, 9, 26, 26, 9, 9, 18, 32, 16
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 8, 0, 2, 1, 2, 8, 0, 18, 46, 12, 10, 46, 9, 21, 33, 8, 9, 18, 28, 14
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 9, 0, 18, 47, 6, 6, 47, 9, 20, 35, 9, 9, 18, 52, 26
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 17, 0, 2, 1, 2, 8, 0, 18, 37, 15, 13, 37, 9, 12, 33, 8, 9, 18, 54, 27
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 21, 0, 0, 1, 0, 9, 0, 18, 33, 8, 8, 33, 9, 18, 23, 9, 9, 18, 108, 54
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 7, 0, 2, 1, 2, 8, 0, 18, 47, 12, 10, 47, 9, 20, 35, 8, 9, 18, 18, 9
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 9, 0, 18, 52, 11, 11, 52, 9, 26, 34, 9, 9, 18, 36, 18
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 9, 0, 18, 44, 17, 17, 44, 9, 17, 35, 9, 9, 18, 44, 22
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 18, 0, 4, 1, 4, 7, 0, 18, 36, 17, 13, 36, 9, 12, 32, 7, 9, 18, 44, 22
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 13, 0, 0, 1, 0, 9, 0, 18, 41, 14, 14, 41, 9, 24, 25, 9, 9, 18, 20, 10
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 9, 0, 18, 48, 15, 15, 48, 9, 14, 42, 9, 9, 18, 22, 11
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 17, 0, 2, 1, 2, 8, 0, 18, 37, 13, 11, 37, 9, 14, 31, 8, 9, 18, 32, 16
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 13, 0, 4, 1, 4, 7, 0, 18, 41, 20, 16, 41, 9, 21, 28, 7, 9, 18, 100, 50
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 10, 0, 2, 1, 2, 8, 0, 18, 44, 14, 12, 44, 9, 19, 33, 8, 9, 18, 52, 26
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 27, 0, 4, 1, 4, 7, 0, 18, 27, 13, 9, 27, 9, 11, 24, 7, 9, 18, 18, 9
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 24, 0, 2, 1, 2, 8, 0, 18, 30, 4, 2, 30, 9, 11, 27, 8, 9, 18, 92, 46
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 6, 0, 2, 1, 2, 8, 0, 18, 48, 10, 8, 48, 9, 16, 40, 8, 9, 18, 40, 20
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 9, 0, 18, 34, 11, 11, 34, 9, 9, 33, 9, 9, 18, 90, 45
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 57, 0, 2, 1, 2, 99, 0, 200, 543, 164, 162, 543, 100, 179, 463, 99, 100, 200, 478, 239
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 21, 0, 2, 1, 2, 99, 0, 200, 579, 200, 198, 579, 100, 199, 479, 99, 100, 200, 530, 265
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 99, 0, 200, 544, 214, 212, 544, 100, 168, 475, 99, 100, 200, 666, 333
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 29, 0, 2, 1, 2, 99, 0, 200, 571, 174, 172, 571, 100, 218, 452, 99, 100, 200, 628, 314
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 31, 0, 2, 1, 2, 99, 0, 200, 569, 179, 177, 569, 100, 202, 466, 99, 100, 200, 640, 320
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 3, 0, 2, 1, 2, 99, 0, 200, 597, 200, 198, 597, 100, 232, 464, 99, 100, 200, 492, 246
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 99, 0, 200, 589, 209, 207, 589, 100, 215, 473, 99, 100, 200, 516, 258
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 100, 0, 200, 595, 201, 201, 595, 100, 189, 505, 100, 100, 200, 592, 296
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 62, 0, 2, 1, 2, 99, 0, 200, 538, 189, 187, 538, 100, 201, 436, 99, 100, 200, 642, 321
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 92, 0, 4, 1, 4, 98, 0, 200, 508, 180, 176, 508, 100, 181, 426, 98, 100, 200, 612, 306
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 4, 0, 2, 1, 2, 99, 0, 200, 596, 202, 200, 596, 100, 191, 504, 99, 100, 200, 470, 235
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 19, 0, 2, 1, 2, 99, 0, 200, 581, 174, 172, 581, 100, 216, 464, 99, 100, 200, 596, 298
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 25, 0, 2, 1, 2, 99, 0, 200, 575, 224, 222, 575, 100, 190, 484, 99, 100, 200, 602, 301
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 65, 0, 2, 1, 2, 99, 0, 200, 535, 177, 175, 535, 100, 190, 444, 99, 100, 200, 842, 421
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 51, 0, 6, 1, 6, 97, 0, 200, 549, 172, 166, 549, 100, 195, 453, 97, 100, 200, 792, 396
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 100, 0, 200, 588, 232, 232, 588, 100, 169, 518, 100, 100, 200, 678, 339
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 2, 99, 0, 200, 591, 217, 215, 591, 100, 201, 489, 99, 100, 200, 542, 271
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 17, 0, 2, 1, 2, 99, 0, 200, 583, 189, 187, 583, 100, 208, 474, 99, 100, 200, 606, 303
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2, 99, 0, 200, 598, 190, 188, 598, 100, 200, 497, 99, 100, 200, 552, 276
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 3, 0, 2, 1, 2, 99, 0, 200, 597, 176, 174, 597, 100, 236, 460, 99, 100, 200, 488, 244
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 100, 0, 200, 590, 202, 202, 590, 100, 193, 496, 100, 100, 200, 626, 313
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 70, 0, 2, 1, 2, 99, 0, 200, 530, 142, 140, 530, 100, 194, 435, 99, 100, 200, 528, 264
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 100, 0, 200, 593, 192, 192, 593, 100, 193, 499, 100, 100, 200, 548, 274
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 40, 0, 2, 1, 2, 99, 0, 200, 560, 171, 169, 560, 100, 191, 468, 99, 100, 200, 990, 495
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 100, 0, 200, 590, 206, 206, 590, 100, 190, 499, 100, 100, 200, 518, 259
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 43, 0, 2, 1, 2, 99, 0, 200, 557, 195, 193, 557, 100, 198, 458, 99, 100, 200, 504, 252
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 22, 0, 2, 1, 2, 99, 0, 200, 578, 190, 188, 578, 100, 182, 495, 99, 100, 200, 722, 361
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 8, 0, 2, 1, 2, 99, 0, 200, 592, 208, 206, 592, 100, 199, 492, 99, 100, 200, 546, 273
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 16, 0, 0, 1, 0, 100, 0, 200, 584, 190, 190, 584, 100, 213, 470, 100, 100, 200, 484, 242
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 2, 99, 0, 200, 572, 192, 190, 572, 100, 178, 493, 99, 100, 200, 882, 441
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 10, 0, 4, 1, 4, 98, 0, 200, 590, 184, 180, 590, 100, 203, 486, 98, 100, 200, 542, 271
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 14, 0, 0, 1, 0, 100, 0, 200, 586, 224, 224, 586, 100, 200, 485, 100, 100, 200, 576, 288
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 21, 0, 2, 1, 2, 99, 0, 200, 579, 207, 205, 579, 100, 214, 464, 99, 100, 200, 554, 277
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 24, 0, 2, 1, 2, 99, 0, 200, 576, 221, 219, 576, 100, 194, 481, 99, 100, 200, 558, 279
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 17, 0, 2, 1, 2, 99, 0, 200, 583, 191, 189, 583, 100, 200, 482, 99, 100, 200, 526, 263
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 14, 0, 0, 1, 0, 100, 0, 200, 586, 187, 187, 586, 100, 201, 484, 100, 100, 200, 584, 292
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 100, 0, 200, 592, 205, 205, 592, 100, 190, 501, 100, 100, 200, 616, 308
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 15, 0, 2, 1, 2, 99, 0, 200, 585, 216, 214, 585, 100, 169, 515, 99, 100, 200, 596, 298
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 35, 0, 2, 1, 2, 99, 0, 200, 565, 194, 192, 565, 100, 178, 486, 99, 100, 200, 748, 374
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 10, 0, 2, 1, 2, 99, 0, 200, 590, 188, 186, 590, 100, 211, 478, 99, 100, 200, 704, 352
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 17, 0, 2, 1, 2, 99, 0, 200, 583, 210, 208, 583, 100, 176, 506, 99, 100, 200, 650, 325
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 10, 0, 2, 1, 2, 99, 0, 200, 590, 205, 203, 590, 100, 194, 495, 99, 100, 200, 486, 243
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2, 99, 0, 200, 598, 173, 171, 598, 100, 238, 459, 99, 100, 200, 564, 282
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 51, 0, 2, 1, 2, 99, 0, 200, 549, 159, 157, 549, 100, 215, 433, 99, 100, 200, 512, 256
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 14, 0, 2, 1, 2, 99, 0, 200, 586, 215, 213, 586, 100, 199, 486, 99, 100, 200, 498, 249
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 36, 0, 4, 1, 4, 98, 0, 200, 564, 207, 203, 564, 100, 225, 438, 98, 100, 200, 542, 271
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 31, 0, 4, 1, 4, 98, 0, 200, 569, 218, 214, 569, 100, 215, 453, 98, 100, 200, 548, 274
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 99, 0, 200, 589, 231, 229, 589, 100, 185, 503, 99, 100, 200, 628, 314
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 8, 0, 2, 1, 2, 99, 0, 200, 592, 212, 210, 592, 100, 208, 483, 99, 100, 200, 518, 259
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 100, 0, 200, 590, 179, 179, 590, 100, 180, 509, 100, 100, 200, 690, 345
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 41, 0, 2, 1, 2, 99, 0, 200, 559, 200, 198, 559, 100, 171, 487, 99, 100, 200, 644, 322
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 32, 0, 0, 1, 0, 100, 0, 200, 568, 177, 177, 568, 100, 222, 445, 100, 100, 200, 526, 263
