Input Number, Run_Number, Result@ 100, Y, X1, H, M, PO, CE, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 100, 0, 325, 1, 275, 0, 425, 200, 805, 4289, 100, 64, 35, 100, 200, 300, 905, 4614
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 970, 4600, 100, 56, 43, 100, 200, 300, 1070, 4600
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 901, 4138, 100, 53, 46, 100, 200, 300, 1001, 4138
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 100, 0, 33, 1, 567, 0, 133, 200, 851, 4064, 100, 53, 46, 100, 200, 300, 951, 4097
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 100, 0, 251, 1, 349, 0, 351, 200, 769, 4677, 100, 57, 42, 100, 200, 300, 869, 4928
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 793, 4122, 100, 76, 23, 100, 200, 300, 893, 4122
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 100, 0, 11, 1, 589, 0, 111, 200, 709, 4408, 100, 62, 37, 100, 200, 300, 809, 4419
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 100, 0, 441, 1, 159, 0, 541, 200, 971, 4348, 100, 57, 42, 100, 200, 300, 1071, 4789
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 852, 5129, 100, 68, 31, 100, 200, 300, 952, 5129
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 100, 0, 25, 1, 575, 0, 125, 200, 910, 4787, 100, 56, 43, 100, 200, 300, 1010, 4812
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 740, 3778, 100, 59, 40, 100, 200, 300, 840, 3778
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 100, 0, 333, 1, 267, 0, 433, 200, 752, 4133, 100, 66, 33, 100, 200, 300, 852, 4466
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 100, 0, 148, 1, 452, 0, 248, 200, 753, 3521, 100, 53, 46, 100, 200, 300, 853, 3669
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 100, 0, 56, 1, 544, 0, 156, 200, 743, 4228, 100, 56, 43, 100, 200, 300, 843, 4284
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 100, 0, 36, 1, 564, 0, 136, 200, 693, 4800, 100, 67, 32, 100, 200, 300, 793, 4836
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 853, 4594, 100, 66, 33, 100, 200, 300, 953, 4594
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 811, 3860, 100, 54, 45, 100, 200, 300, 911, 3860
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 771, 4590, 100, 69, 30, 100, 200, 300, 871, 4590
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 100, 0, 60, 1, 540, 0, 160, 200, 1008, 5727, 100, 62, 37, 100, 200, 300, 1108, 5787
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 100, 0, 12, 1, 588, 0, 112, 200, 911, 5236, 100, 59, 40, 100, 200, 300, 1011, 5248
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 100, 0, 124, 1, 476, 0, 224, 200, 678, 3614, 100, 62, 37, 100, 200, 300, 778, 3738
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 100, 0, 192, 1, 408, 0, 292, 200, 857, 4605, 100, 64, 35, 100, 200, 300, 957, 4797
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 100, 0, 37, 1, 563, 0, 137, 200, 773, 4313, 100, 76, 23, 100, 200, 300, 873, 4350
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 100, 0, 248, 1, 352, 0, 348, 200, 711, 3720, 100, 63, 36, 100, 200, 300, 811, 3968
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 100, 0, 41, 1, 559, 0, 141, 200, 883, 4969, 100, 61, 38, 100, 200, 300, 983, 5010
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 100, 0, 160, 1, 440, 0, 260, 200, 975, 4250, 100, 56, 43, 100, 200, 300, 1075, 4410
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 100, 0, 75, 1, 525, 0, 175, 200, 1071, 6468, 100, 63, 36, 100, 200, 300, 1171, 6543
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 100, 0, 219, 1, 381, 0, 319, 200, 805, 4668, 100, 67, 32, 100, 200, 300, 905, 4887
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 100, 0, 83, 1, 517, 0, 183, 200, 769, 3734, 100, 55, 44, 100, 200, 300, 869, 3817
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 908, 4810, 100, 60, 39, 100, 200, 300, 1008, 4810
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 100, 0, 243, 1, 357, 0, 343, 200, 804, 4286, 100, 62, 37, 100, 200, 300, 904, 4529
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 100, 0, 96, 1, 504, 0, 196, 200, 681, 4298, 100, 69, 30, 100, 200, 300, 781, 4394
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 100, 0, 227, 1, 373, 0, 327, 200, 697, 4064, 100, 63, 36, 100, 200, 300, 797, 4291
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 914, 4260, 100, 59, 40, 100, 200, 300, 1014, 4260
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 100, 0, 69, 1, 531, 0, 169, 200, 754, 4565, 100, 55, 44, 100, 200, 300, 854, 4634
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 100, 0, 431, 1, 169, 0, 531, 200, 850, 4057, 100, 56, 43, 100, 200, 300, 950, 4488
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 802, 4182, 100, 59, 40, 100, 200, 300, 902, 4182
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 100, 0, 65, 1, 535, 0, 165, 200, 735, 5171, 100, 68, 31, 100, 200, 300, 835, 5236
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 28, 0, 39, 1, 129, 0, 67, 56, 87, 441, 28, 16, 11, 28, 56, 84, 115, 480
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 62, 394, 28, 18, 9, 28, 56, 84, 90, 394
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 106, 557, 28, 20, 7, 28, 56, 84, 134, 559
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 28, 0, 3, 1, 165, 0, 31, 56, 97, 551, 28, 19, 8, 28, 56, 84, 125, 554
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 28, 0, 28, 1, 140, 0, 56, 56, 68, 593, 28, 16, 11, 28, 56, 84, 96, 621
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0, 38, 56, 87, 524, 28, 18, 9, 28, 56, 84, 115, 534
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 28, 0, 100, 1, 68, 0, 128, 56, 132, 620, 28, 16, 11, 28, 56, 84, 160, 720
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0, 38, 56, 141, 657, 28, 14, 13, 28, 56, 84, 169, 667
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 28, 0, 64, 1, 104, 0, 92, 56, 114, 600, 28, 21, 6, 28, 56, 84, 142, 664
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 28, 0, 21, 1, 147, 0, 49, 56, 110, 652, 28, 16, 11, 28, 56, 84, 138, 673
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 133, 591, 28, 14, 13, 28, 56, 84, 161, 593
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 28, 0, 90, 1, 78, 0, 118, 56, 120, 532, 28, 12, 15, 28, 56, 84, 148, 622
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 28, 0, 85, 1, 83, 0, 113, 56, 90, 480, 28, 18, 9, 28, 56, 84, 118, 565
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 28, 0, 6, 1, 162, 0, 34, 56, 82, 504, 28, 17, 10, 28, 56, 84, 110, 510
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 28, 0, 41, 1, 127, 0, 69, 56, 66, 404, 28, 21, 6, 28, 56, 84, 94, 445
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 28, 0, 40, 1, 128, 0, 68, 56, 101, 497, 28, 18, 9, 28, 56, 84, 129, 537
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 28, 0, 9, 1, 159, 0, 37, 56, 109, 685, 28, 16, 11, 28, 56, 84, 137, 694
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 109, 664, 28, 20, 7, 28, 56, 84, 137, 664
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 28, 0, 38, 1, 130, 0, 66, 56, 91, 611, 28, 18, 9, 28, 56, 84, 119, 649
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 28, 0, 41, 1, 127, 0, 69, 56, 96, 564, 28, 18, 9, 28, 56, 84, 124, 605
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 28, 0, 41, 1, 127, 0, 69, 56, 67, 634, 28, 19, 8, 28, 56, 84, 95, 675
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 28, 0, 41, 1, 127, 0, 69, 56, 229, 1208, 28, 20, 7, 28, 56, 84, 257, 1249
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 28, 0, 65, 1, 103, 0, 93, 56, 101, 693, 28, 16, 11, 28, 56, 84, 129, 758
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 28, 0, 24, 1, 144, 0, 52, 56, 75, 379, 28, 18, 9, 28, 56, 84, 103, 403
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 28, 0, 98, 1, 70, 0, 126, 56, 99, 566, 28, 12, 15, 28, 56, 84, 127, 664
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0, 33, 56, 80, 428, 28, 17, 10, 28, 56, 84, 108, 433
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 28, 0, 105, 1, 63, 0, 133, 56, 122, 690, 28, 19, 8, 28, 56, 84, 150, 795
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 28, 0, 33, 1, 135, 0, 61, 56, 93, 451, 28, 20, 7, 28, 56, 84, 121, 484
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 28, 0, 14, 1, 154, 0, 42, 56, 127, 719, 28, 13, 14, 28, 56, 84, 155, 733
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 28, 0, 96, 1, 72, 0, 124, 56, 84, 434, 28, 18, 9, 28, 56, 84, 112, 530
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 28, 0, 27, 1, 141, 0, 55, 56, 125, 619, 28, 12, 15, 28, 56, 84, 153, 646
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 28, 0, 24, 1, 144, 0, 52, 56, 122, 625, 28, 15, 12, 28, 56, 84, 150, 649
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 28, 0, 130, 1, 38, 0, 158, 56, 104, 397, 28, 13, 14, 28, 56, 84, 132, 527
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 28, 0, 72, 1, 96, 0, 100, 56, 76, 373, 28, 13, 14, 28, 56, 84, 104, 445
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 28, 0, 48, 1, 120, 0, 76, 56, 95, 486, 28, 15, 12, 28, 56, 84, 123, 534
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 28, 0, 89, 1, 79, 0, 117, 56, 94, 533, 28, 19, 8, 28, 56, 84, 122, 622
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 28, 0, 51, 1, 117, 0, 79, 56, 131, 722, 28, 18, 9, 28, 56, 84, 159, 773
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 28, 0, 66, 1, 102, 0, 94, 56, 55, 348, 28, 16, 11, 28, 56, 84, 83, 414
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 28, 0, 50, 1, 118, 0, 78, 56, 140, 571, 28, 14, 13, 28, 56, 84, 168, 621
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 28, 0, 11, 1, 157, 0, 39, 56, 78, 400, 28, 20, 7, 28, 56, 84, 106, 411
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 28, 0, 22, 1, 146, 0, 50, 56, 122, 600, 28, 13, 14, 28, 56, 84, 150, 622
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0, 29, 56, 116, 511, 28, 18, 9, 28, 56, 84, 144, 512
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 28, 0, 49, 1, 119, 0, 77, 56, 159, 654, 28, 14, 13, 28, 56, 84, 187, 703
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 111, 457, 28, 16, 11, 28, 56, 84, 139, 457
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 28, 0, 32, 1, 136, 0, 60, 56, 116, 783, 28, 17, 10, 28, 56, 84, 144, 815
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 103, 506, 28, 14, 13, 28, 56, 84, 131, 508
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 28, 0, 115, 1, 53, 0, 143, 56, 107, 547, 28, 17, 10, 28, 56, 84, 135, 662
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 28, 0, 6, 1, 162, 0, 34, 56, 82, 528, 28, 18, 9, 28, 56, 84, 110, 534
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 28, 0, 30, 1, 138, 0, 58, 56, 85, 644, 28, 20, 7, 28, 56, 84, 113, 674
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 125, 597, 28, 20, 7, 28, 56, 84, 153, 597
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 99, 585, 28, 16, 11, 28, 56, 84, 127, 587
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0, 32, 56, 137, 590, 28, 19, 8, 28, 56, 84, 165, 594
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 28, 0, 11, 1, 157, 0, 39, 56, 90, 551, 28, 17, 10, 28, 56, 84, 118, 562
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 28, 0, 99, 1, 69, 0, 127, 56, 156, 676, 28, 18, 9, 28, 56, 84, 184, 775
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 28, 0, 33, 1, 135, 0, 61, 56, 90, 488, 28, 20, 7, 28, 56, 84, 118, 521
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 28, 0, 23, 1, 145, 0, 51, 56, 119, 558, 28, 16, 11, 28, 56, 84, 147, 581
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 28, 0, 58, 1, 110, 0, 86, 56, 124, 750, 28, 20, 7, 28, 56, 84, 152, 808
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0, 32, 56, 76, 449, 28, 20, 7, 28, 56, 84, 104, 453
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 28, 0, 42, 1, 126, 0, 70, 56, 87, 686, 28, 21, 6, 28, 56, 84, 115, 728
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 28, 0, 35, 1, 133, 0, 63, 56, 132, 857, 28, 19, 8, 28, 56, 84, 160, 892
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 110, 604, 28, 15, 12, 28, 56, 84, 138, 604
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 28, 0, 82, 1, 86, 0, 110, 56, 85, 523, 28, 19, 8, 28, 56, 84, 113, 605
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 28, 0, 38, 1, 130, 0, 66, 56, 98, 526, 28, 19, 8, 28, 56, 84, 126, 564
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 28, 0, 58, 1, 110, 0, 86, 56, 102, 614, 28, 22, 5, 28, 56, 84, 130, 672
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 166, 640, 28, 18, 9, 28, 56, 84, 194, 642
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 28, 0, 54, 1, 114, 0, 82, 56, 98, 496, 28, 18, 9, 28, 56, 84, 126, 550
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 28, 0, 12, 1, 156, 0, 40, 56, 98, 746, 28, 18, 9, 28, 56, 84, 126, 758
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 28, 0, 23, 1, 145, 0, 51, 56, 160, 879, 28, 15, 12, 28, 56, 84, 188, 902
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 28, 0, 28, 1, 140, 0, 56, 56, 129, 563, 28, 19, 8, 28, 56, 84, 157, 591
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 28, 0, 33, 1, 135, 0, 61, 56, 117, 714, 28, 19, 8, 28, 56, 84, 145, 747
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0, 29, 56, 101, 498, 28, 11, 16, 28, 56, 84, 129, 499
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 28, 0, 73, 1, 95, 0, 101, 56, 133, 832, 28, 21, 6, 28, 56, 84, 161, 905
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 105, 679, 28, 12, 15, 28, 56, 84, 133, 679
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 28, 0, 85, 1, 83, 0, 113, 56, 85, 584, 28, 21, 6, 28, 56, 84, 113, 669
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 28, 0, 69, 1, 99, 0, 97, 56, 89, 443, 28, 18, 9, 28, 56, 84, 117, 512
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0, 32, 56, 73, 610, 28, 21, 6, 28, 56, 84, 101, 614
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 28, 0, 67, 1, 101, 0, 95, 56, 107, 622, 28, 16, 11, 28, 56, 84, 135, 689
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 28, 0, 6, 1, 162, 0, 34, 56, 139, 703, 28, 19, 8, 28, 56, 84, 167, 709
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 28, 0, 3, 1, 165, 0, 31, 56, 134, 552, 28, 18, 9, 28, 56, 84, 162, 555
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 28, 0, 30, 1, 138, 0, 58, 56, 117, 530, 28, 18, 9, 28, 56, 84, 145, 560
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 125, 661, 28, 14, 13, 28, 56, 84, 153, 663
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 28, 0, 12, 1, 156, 0, 40, 56, 182, 949, 28, 11, 16, 28, 56, 84, 210, 961
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 28, 0, 115, 1, 53, 0, 143, 56, 105, 670, 28, 18, 9, 28, 56, 84, 133, 785
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 28, 0, 18, 1, 150, 0, 46, 56, 111, 534, 28, 16, 11, 28, 56, 84, 139, 552
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 28, 0, 44, 1, 124, 0, 72, 56, 142, 743, 28, 17, 10, 28, 56, 84, 170, 787
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 28, 0, 14, 1, 154, 0, 42, 56, 101, 516, 28, 15, 12, 28, 56, 84, 129, 530
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 28, 0, 13, 1, 155, 0, 41, 56, 133, 810, 28, 15, 12, 28, 56, 84, 161, 823
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 28, 0, 27, 1, 141, 0, 55, 56, 137, 645, 28, 12, 15, 28, 56, 84, 165, 672
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 28, 0, 93, 1, 75, 0, 121, 56, 142, 571, 28, 17, 10, 28, 56, 84, 170, 664
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 28, 0, 49, 1, 119, 0, 77, 56, 117, 875, 28, 19, 8, 28, 56, 84, 145, 924
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 28, 0, 89, 1, 79, 0, 117, 56, 104, 728, 28, 22, 5, 28, 56, 84, 132, 817
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 28, 0, 108, 1, 60, 0, 136, 56, 132, 634, 28, 16, 11, 28, 56, 84, 160, 742
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 28, 0, 109, 1, 59, 0, 137, 56, 97, 400, 28, 20, 7, 28, 56, 84, 125, 509
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 28, 0, 76, 1, 92, 0, 104, 56, 76, 576, 28, 17, 10, 28, 56, 84, 104, 652
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 28, 0, 46, 1, 122, 0, 74, 56, 73, 671, 28, 23, 4, 28, 56, 84, 101, 717
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0, 36, 56, 125, 647, 28, 19, 8, 28, 56, 84, 153, 655
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 28, 0, 45, 1, 123, 0, 73, 56, 91, 488, 28, 19, 8, 28, 56, 84, 119, 533
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 91, 464, 28, 19, 8, 28, 56, 84, 119, 464
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 28, 0, 52, 1, 116, 0, 80, 56, 89, 468, 28, 16, 11, 28, 56, 84, 117, 520
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 28, 0, 53, 1, 115, 0, 81, 56, 92, 503, 28, 14, 13, 28, 56, 84, 120, 556
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 82, 0, 234, 1, 258, 0, 316, 164, 680, 2970, 82, 48, 33, 82, 164, 246, 762, 3204
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 82, 0, 88, 1, 404, 0, 170, 164, 518, 2893, 82, 55, 26, 82, 164, 246, 600, 2981
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 622, 3118, 82, 49, 32, 82, 164, 246, 704, 3118
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 82, 0, 300, 1, 192, 0, 382, 164, 723, 3481, 82, 49, 32, 82, 164, 246, 805, 3781
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 82, 0, 197, 1, 295, 0, 279, 164, 608, 3666, 82, 52, 29, 82, 164, 246, 690, 3863
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 649, 3284, 82, 45, 36, 82, 164, 246, 731, 3284
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 82, 0, 17, 1, 475, 0, 99, 164, 585, 3889, 82, 51, 30, 82, 164, 246, 667, 3906
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 643, 3828, 82, 48, 33, 82, 164, 246, 725, 3828
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 82, 0, 101, 1, 391, 0, 183, 164, 681, 2908, 82, 50, 31, 82, 164, 246, 763, 3009
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 82, 0, 48, 1, 444, 0, 130, 164, 754, 3944, 82, 47, 34, 82, 164, 246, 836, 3992
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 82, 0, 114, 1, 378, 0, 196, 164, 450, 2744, 82, 50, 31, 82, 164, 246, 532, 2858
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 82, 0, 122, 1, 370, 0, 204, 164, 481, 3001, 82, 57, 24, 82, 164, 246, 563, 3123
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 82, 0, 249, 1, 243, 0, 331, 164, 594, 3471, 82, 52, 29, 82, 164, 246, 676, 3720
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 679, 3125, 82, 51, 30, 82, 164, 246, 761, 3125
INVAR-3, Run: 015, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 474, 2376, 82, 43, 38, 82, 164, 246, 556, 2376
INVAR-3, Run: 016, P, 0, 0, 0, 0, 0, 82, 0, 73, 1, 419, 0, 155, 164, 634, 3142, 82, 41, 40, 82, 164, 246, 716, 3215
INVAR-3, Run: 017, P, 0, 0, 0, 0, 0, 82, 0, 150, 1, 342, 0, 232, 164, 498, 3483, 82, 55, 26, 82, 164, 246, 580, 3633
INVAR-3, Run: 018, P, 0, 0, 0, 0, 0, 82, 0, 40, 1, 452, 0, 122, 164, 575, 3114, 82, 50, 31, 82, 164, 246, 657, 3154
INVAR-3, Run: 019, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 634, 2793, 82, 47, 34, 82, 164, 246, 716, 2793
INVAR-3, Run: 020, P, 0, 0, 0, 0, 0, 82, 0, 394, 1, 98, 0, 476, 164, 559, 3558, 82, 54, 27, 82, 164, 246, 641, 3952
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 82, 0, 202, 1, 290, 0, 284, 164, 604, 3660, 82, 49, 32, 82, 164, 246, 686, 3862
INVAR-3, Run: 022, P, 0, 0, 0, 0, 0, 82, 0, 7, 1, 485, 0, 89, 164, 468, 3664, 82, 57, 24, 82, 164, 246, 550, 3671
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 82, 0, 1, 1, 491, 0, 83, 164, 568, 3033, 82, 50, 31, 82, 164, 246, 650, 3034
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 82, 0, 194, 1, 298, 0, 276, 164, 520, 2856, 82, 54, 27, 82, 164, 246, 602, 3050
INVAR-3, Run: 025, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 596, 3099, 82, 48, 33, 82, 164, 246, 678, 3099
