Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 55, 8, 6, 55, 9, 10, 7, 8, 9, 18, 118, 59
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 69, 7, 5, 69, 9, 10, 7, 8, 9, 18, 76, 38
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 92, 15, 13, 92, 9, 9, 8, 8, 9, 18, 64, 32
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 74, 8, 6, 74, 9, 9, 8, 8, 9, 18, 50, 25
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 90, 9, 9, 90, 9, 7, 10, 9, 9, 18, 106, 53
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 87, 5, 5, 87, 9, 10, 7, 9, 9, 18, 32, 16
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 144, 11, 9, 144, 9, 10, 7, 8, 9, 18, 318, 159
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 78, 16, 14, 78, 9, 5, 12, 8, 9, 18, 338, 169
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 108, 12, 12, 108, 9, 8, 9, 9, 9, 18, 38, 19
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 83, 16, 14, 83, 9, 7, 10, 8, 9, 18, 284, 142
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 122, 9, 9, 122, 9, 10, 7, 9, 9, 18, 96, 48
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 114, 16, 14, 114, 9, 9, 8, 8, 9, 18, 100, 50
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 107, 12, 12, 107, 9, 8, 9, 9, 9, 18, 60, 30
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 91, 9, 7, 91, 9, 8, 9, 8, 9, 18, 212, 106
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 120, 5, 3, 120, 9, 10, 7, 8, 9, 18, 82, 41
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 210, 13, 13, 210, 9, 6, 11, 9, 9, 18, 62, 31
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 128, 7, 7, 128, 9, 7, 10, 9, 9, 18, 80, 40
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 117, 4, 4, 117, 9, 11, 6, 9, 9, 18, 98, 49
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 125, 8, 8, 125, 9, 8, 9, 9, 9, 18, 148, 74
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 83, 7, 5, 83, 9, 12, 5, 8, 9, 18, 284, 142
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 104, 13, 13, 104, 9, 5, 12, 9, 9, 18, 124, 62
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 80, 17, 15, 80, 9, 10, 7, 8, 9, 18, 446, 223
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 128, 13, 11, 128, 9, 7, 10, 8, 9, 18, 372, 186
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 62, 10, 8, 62, 9, 8, 9, 8, 9, 18, 96, 48
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 131, 15, 13, 131, 9, 9, 8, 8, 9, 18, 114, 57
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 160, 1, 1, 160, 9, 5, 12, 9, 9, 18, 200, 100
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 153, 10, 10, 153, 9, 7, 10, 9, 9, 18, 238, 119
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 130, 5, 5, 130, 9, 8, 9, 9, 9, 18, 84, 42
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 95, 5, 5, 95, 9, 5, 12, 9, 9, 18, 174, 87
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 51, 4, 2, 51, 9, 9, 8, 8, 9, 18, 68, 34
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 78, 4, 4, 78, 9, 9, 8, 9, 9, 18, 132, 66
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 168, 10, 10, 168, 9, 9, 8, 9, 9, 18, 194, 97
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 83, 11, 9, 83, 9, 9, 8, 8, 9, 18, 154, 77
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 54, 0, 4, 1, 4, 7, 0, 18, 86, 22, 18, 86, 9, 4, 13, 7, 9, 18, 296, 148
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 119, 17, 15, 119, 9, 3, 14, 8, 9, 18, 292, 146
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 223, 12, 12, 223, 9, 9, 8, 9, 9, 18, 84, 42
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 179, 11, 11, 179, 9, 8, 9, 9, 9, 18, 210, 105
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 133, 5, 5, 133, 9, 9, 8, 9, 9, 18, 336, 168
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 92, 9, 7, 92, 9, 8, 9, 8, 9, 18, 256, 128
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 150, 11, 11, 150, 9, 10, 7, 9, 9, 18, 98, 49
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 153, 8, 8, 153, 9, 11, 6, 9, 9, 18, 182, 91
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 92, 9, 9, 92, 9, 10, 7, 9, 9, 18, 138, 69
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 115, 5, 5, 115, 9, 5, 12, 9, 9, 18, 56, 28
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 123, 13, 13, 123, 9, 5, 12, 9, 9, 18, 86, 43
