Input Number, Run_Number, Result@ 100, PE, X1, A, B, C, PO, D, CO, Y, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-9, Run: 080, P, 0, 0, 1, 0, 0, 1, 0, 334, 334, 0, 55, 1, 11, 111, 2595, 34, 34, 2261, 55, 31, 13, 55, 55, 111, 2207, 1103
INVAR-9, Run: 081, P, 0, 0, 1, 0, 0, 1, 0, 328, 328, 0, 54, 1, 9, 109, 3173, 39, 39, 2845, 54, 34, 11, 54, 54, 109, 2993, 1496
INVAR-9, Run: 082, P, 0, 0, 1, 0, 0, 1, 0, 316, 316, 0, 52, 1, 5, 105, 2018, 34, 34, 1702, 52, 30, 17, 52, 52, 105, 1901, 950
INVAR-9, Run: 083, P, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 56, 1, 13, 113, 2311, 32, 32, 1971, 56, 31, 12, 56, 56, 113, 2345, 1172
INVAR-9, Run: 084, P, 0, 0, 1, 0, 0, 1, 0, 346, 346, 0, 57, 1, 15, 115, 3230, 34, 34, 2884, 57, 27, 15, 57, 57, 115, 2163, 1081
INVAR-9, Run: 085, P, 0, 0, 1, 0, 0, 1, 0, 334, 334, 0, 55, 1, 11, 111, 2491, 23, 23, 2157, 55, 27, 17, 55, 55, 111, 2179, 1089
INVAR-9, Run: 086, P, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 56, 1, 13, 113, 2874, 36, 36, 2534, 56, 29, 14, 56, 56, 113, 2897, 1448
INVAR-9, Run: 087, P, 0, 0, 1, 0, 0, 1, 0, 322, 322, 0, 53, 1, 7, 107, 2488, 26, 26, 2166, 53, 25, 21, 53, 53, 107, 2381, 1190
INVAR-9, Run: 088, P, 0, 0, 1, 0, 0, 1, 0, 322, 322, 0, 53, 1, 7, 107, 2370, 31, 31, 2048, 53, 39, 7, 53, 53, 107, 1669, 834
INVAR-9, Run: 089, P, 0, 0, 1, 0, 0, 1, 0, 316, 316, 0, 52, 1, 5, 105, 1863, 28, 28, 1547, 52, 36, 11, 52, 52, 105, 1409, 704
INVAR-9, Run: 090, P, 0, 0, 1, 0, 0, 1, 0, 328, 328, 0, 54, 1, 9, 109, 2053, 28, 28, 1725, 54, 25, 20, 54, 54, 109, 2467, 1233
INVAR-9, Run: 091, P, 0, 0, 1, 0, 0, 1, 0, 346, 346, 0, 57, 1, 15, 115, 2539, 35, 35, 2193, 57, 29, 13, 57, 57, 115, 1509, 754
INVAR-9, Run: 092, P, 0, 0, 1, 0, 0, 1, 0, 334, 334, 0, 55, 1, 11, 111, 2026, 35, 35, 1692, 55, 25, 19, 55, 55, 111, 2511, 1255
INVAR-9, Run: 093, P, 0, 0, 1, 0, 0, 1, 0, 328, 328, 0, 54, 1, 9, 109, 2488, 29, 29, 2160, 54, 31, 14, 54, 54, 109, 1475, 737
INVAR-9, Run: 094, P, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 56, 1, 13, 113, 2218, 41, 41, 1878, 56, 28, 15, 56, 56, 113, 1951, 975
INVAR-9, Run: 095, P, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 56, 1, 13, 113, 2485, 41, 41, 2145, 56, 26, 17, 56, 56, 113, 2031, 1015
INVAR-9, Run: 096, P, 0, 0, 1, 0, 0, 1, 0, 316, 316, 0, 52, 1, 5, 105, 2272, 33, 33, 1956, 52, 28, 19, 52, 52, 105, 1665, 832
INVAR-9, Run: 097, P, 0, 0, 1, 0, 0, 1, 0, 346, 346, 0, 57, 1, 15, 115, 2586, 36, 36, 2240, 57, 25, 17, 57, 57, 115, 1723, 861
INVAR-9, Run: 098, P, 0, 0, 1, 0, 0, 1, 0, 334, 334, 0, 55, 1, 11, 111, 2237, 28, 28, 1903, 55, 32, 12, 55, 55, 111, 2453, 1226
INVAR-9, Run: 099, P, 0, 0, 1, 0, 0, 1, 0, 322, 322, 0, 53, 1, 7, 107, 2575, 35, 35, 2253, 53, 33, 13, 53, 53, 107, 1943, 971
INVAR-9, Run: 100, P, 0, 0, 1, 0, 0, 1, 0, 334, 334, 0, 55, 1, 11, 111, 2671, 39, 39, 2337, 55, 35, 9, 55, 55, 111, 3167, 1583
