Input Number, Run_Number, Result@ 100, PE, X1, A, B, C, PO, D, CO, Y, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 191, 6, 6, 121, 11, 4, 2, 11, 11, 23, 199, 99
INVAR-1, Run: 002, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 185, 6, 6, 121, 10, 5, 2, 10, 10, 21, 109, 54
INVAR-1, Run: 003, P, 0, 0, 1, 0, 0, 1, 0, 82, 82, 0, 13, 1, 9, 27, 282, 6, 6, 200, 13, 4, 0, 13, 13, 27, 157, 78
INVAR-1, Run: 004, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 112, 7, 7, 54, 9, 4, 4, 9, 9, 19, 45, 22
INVAR-1, Run: 005, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 107, 4, 4, 43, 10, 6, 1, 10, 10, 21, 79, 39
INVAR-1, Run: 006, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 204, 5, 5, 134, 11, 6, 0, 11, 11, 23, 233, 116
INVAR-1, Run: 007, P, 0, 0, 1, 0, 0, 1, 0, 82, 82, 0, 13, 1, 9, 27, 298, 9, 9, 216, 13, 0, 4, 13, 13, 27, 303, 151
INVAR-1, Run: 008, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 259, 17, 17, 189, 11, 6, 0, 11, 11, 23, 183, 91
INVAR-1, Run: 009, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 195, 6, 6, 131, 10, 4, 3, 10, 10, 21, 167, 83
INVAR-1, Run: 010, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 204, 2, 2, 134, 11, 5, 1, 11, 11, 23, 107, 53
INVAR-1, Run: 011, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 225, 9, 9, 155, 11, 4, 2, 11, 11, 23, 293, 146
INVAR-1, Run: 012, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 214, 7, 7, 144, 11, 5, 1, 11, 11, 23, 359, 179
INVAR-1, Run: 013, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 180, 4, 4, 110, 11, 3, 3, 11, 11, 23, 335, 167
INVAR-1, Run: 014, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 132, 1, 1, 74, 9, 7, 1, 9, 9, 19, 83, 41
INVAR-1, Run: 015, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 268, 6, 6, 198, 11, 4, 2, 11, 11, 23, 151, 75
INVAR-1, Run: 016, P, 0, 0, 1, 0, 0, 1, 0, 76, 76, 0, 12, 1, 7, 25, 281, 2, 2, 205, 12, 4, 1, 12, 12, 25, 575, 287
INVAR-1, Run: 017, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 258, 9, 9, 188, 11, 5, 1, 11, 11, 23, 353, 176
INVAR-1, Run: 018, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 142, 3, 3, 84, 9, 7, 1, 9, 9, 19, 199, 99
INVAR-1, Run: 019, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 168, 7, 7, 104, 10, 5, 2, 10, 10, 21, 333, 166
INVAR-1, Run: 020, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 293, 8, 8, 223, 11, 2, 4, 11, 11, 23, 159, 79
INVAR-1, Run: 021, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 296, 9, 9, 232, 10, 5, 2, 10, 10, 21, 279, 139
INVAR-1, Run: 022, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 239, 5, 5, 175, 10, 6, 1, 10, 10, 21, 149, 74
INVAR-1, Run: 023, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 163, 7, 7, 99, 10, 7, 0, 10, 10, 21, 129, 64
INVAR-1, Run: 024, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 229, 3, 3, 159, 11, 5, 1, 11, 11, 23, 401, 200
INVAR-1, Run: 025, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 198, 12, 12, 128, 11, 5, 1, 11, 11, 23, 147, 73
INVAR-1, Run: 026, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 158, 5, 5, 100, 9, 5, 3, 9, 9, 19, 73, 36
INVAR-1, Run: 027, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 165, 3, 3, 101, 10, 7, 0, 10, 10, 21, 199, 99
INVAR-1, Run: 028, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 222, 5, 5, 158, 10, 6, 1, 10, 10, 21, 41, 20
INVAR-1, Run: 029, P, 0, 0, 1, 0, 0, 1, 0, 76, 76, 0, 12, 1, 7, 25, 310, 8, 8, 234, 12, 2, 3, 12, 12, 25, 337, 168
INVAR-1, Run: 030, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 175, 4, 4, 117, 9, 6, 2, 9, 9, 19, 55, 27
INVAR-1, Run: 031, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 224, 6, 6, 154, 11, 4, 2, 11, 11, 23, 181, 90
INVAR-1, Run: 032, P, 0, 0, 1, 0, 0, 1, 0, 88, 88, 0, 14, 1, 11, 29, 354, 4, 4, 266, 14, 2, 1, 14, 14, 29, 327, 163
INVAR-1, Run: 033, P, 0, 0, 1, 0, 0, 1, 0, 82, 82, 0, 13, 1, 9, 27, 320, 7, 7, 238, 13, 1, 3, 13, 13, 27, 409, 204
INVAR-1, Run: 034, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 128, 3, 3, 64, 10, 3, 4, 10, 10, 21, 113, 56
INVAR-1, Run: 035, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 166, 4, 4, 102, 10, 5, 2, 10, 10, 21, 115, 57
INVAR-1, Run: 036, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 256, 4, 4, 186, 11, 6, 0, 11, 11, 23, 73, 36
INVAR-1, Run: 037, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 167, 1, 1, 103, 10, 7, 0, 10, 10, 21, 51, 25
INVAR-1, Run: 038, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 176, 6, 6, 112, 10, 6, 1, 10, 10, 21, 155, 77
INVAR-1, Run: 039, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 234, 4, 4, 170, 10, 7, 0, 10, 10, 21, 157, 78
INVAR-1, Run: 040, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 199, 6, 6, 129, 11, 5, 1, 11, 11, 23, 137, 68
INVAR-1, Run: 041, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 205, 3, 3, 135, 11, 5, 1, 11, 11, 23, 325, 162
INVAR-1, Run: 042, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 98, 5, 5, 40, 9, 7, 1, 9, 9, 19, 45, 22
INVAR-1, Run: 043, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 174, 9, 9, 110, 10, 6, 1, 10, 10, 21, 129, 64
INVAR-1, Run: 044, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 166, 3, 3, 108, 9, 7, 1, 9, 9, 19, 59, 29
INVAR-1, Run: 045, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 256, 8, 8, 192, 10, 5, 2, 10, 10, 21, 101, 50
INVAR-1, Run: 046, P, 0, 0, 1, 0, 0, 1, 0, 76, 76, 0, 12, 1, 7, 25, 284, 4, 4, 208, 12, 3, 2, 12, 12, 25, 259, 129
INVAR-1, Run: 047, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 155, 3, 3, 85, 11, 5, 1, 11, 11, 23, 195, 97
INVAR-1, Run: 048, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 184, 2, 2, 120, 10, 6, 1, 10, 10, 21, 223, 111
INVAR-1, Run: 049, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 222, 8, 8, 152, 11, 5, 1, 11, 11, 23, 139, 69
INVAR-1, Run: 050, P, 0, 0, 1, 0, 0, 1, 0, 76, 76, 0, 12, 1, 7, 25, 233, 0, 0, 157, 12, 4, 1, 12, 12, 25, 193, 96
INVAR-1, Run: 051, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 332, 5, 5, 262, 11, 3, 3, 11, 11, 23, 125, 62
INVAR-1, Run: 052, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 167, 6, 6, 103, 10, 3, 4, 10, 10, 21, 217, 108
INVAR-1, Run: 053, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 142, 9, 9, 78, 10, 5, 2, 10, 10, 21, 47, 23
INVAR-1, Run: 054, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 167, 9, 9, 103, 10, 1, 6, 10, 10, 21, 121, 60
INVAR-1, Run: 055, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 206, 3, 3, 136, 11, 6, 0, 11, 11, 23, 465, 232
INVAR-1, Run: 056, P, 0, 0, 1, 0, 0, 1, 0, 82, 82, 0, 13, 1, 9, 27, 244, 8, 8, 162, 13, 3, 1, 13, 13, 27, 453, 226
INVAR-1, Run: 057, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 149, 2, 2, 91, 9, 6, 2, 9, 9, 19, 55, 27
INVAR-1, Run: 058, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 115, 6, 6, 57, 9, 4, 4, 9, 9, 19, 89, 44
INVAR-1, Run: 059, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 190, 10, 10, 126, 10, 4, 3, 10, 10, 21, 167, 83
INVAR-1, Run: 060, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 144, 5, 5, 80, 10, 3, 4, 10, 10, 21, 173, 86
INVAR-1, Run: 061, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 186, 12, 12, 128, 9, 4, 4, 9, 9, 19, 89, 44
INVAR-1, Run: 062, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 205, 1, 1, 135, 11, 5, 1, 11, 11, 23, 117, 58
INVAR-1, Run: 063, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 164, 1, 1, 100, 10, 7, 0, 10, 10, 21, 85, 42
INVAR-1, Run: 064, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 214, 7, 7, 150, 10, 7, 0, 10, 10, 21, 79, 39
INVAR-1, Run: 065, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 176, 4, 4, 106, 11, 3, 3, 11, 11, 23, 223, 111
INVAR-1, Run: 066, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 254, 4, 4, 184, 11, 5, 1, 11, 11, 23, 195, 97
INVAR-1, Run: 067, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 122, 5, 5, 64, 9, 6, 2, 9, 9, 19, 115, 57
INVAR-1, Run: 068, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 99, 3, 3, 41, 9, 7, 1, 9, 9, 19, 35, 17
INVAR-1, Run: 069, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 166, 3, 3, 108, 9, 8, 0, 9, 9, 19, 99, 49
INVAR-1, Run: 070, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 162, 2, 2, 98, 10, 7, 0, 10, 10, 21, 107, 53
INVAR-1, Run: 071, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 247, 2, 2, 177, 11, 5, 1, 11, 11, 23, 473, 236
INVAR-1, Run: 072, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 130, 0, 0, 66, 10, 5, 2, 10, 10, 21, 167, 83
INVAR-1, Run: 073, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 123, 7, 7, 59, 10, 6, 1, 10, 10, 21, 69, 34
INVAR-1, Run: 074, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 318, 8, 8, 254, 10, 6, 1, 10, 10, 21, 129, 64
INVAR-1, Run: 075, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 198, 8, 8, 134, 10, 5, 2, 10, 10, 21, 383, 191
INVAR-1, Run: 076, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 277, 0, 0, 213, 10, 5, 2, 10, 10, 21, 137, 68
INVAR-1, Run: 077, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 123, 12, 12, 59, 10, 4, 3, 10, 10, 21, 99, 49
INVAR-1, Run: 078, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 299, 8, 8, 235, 10, 5, 2, 10, 10, 21, 155, 77
INVAR-1, Run: 079, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 327, 18, 18, 257, 11, 5, 1, 11, 11, 23, 109, 54
INVAR-1, Run: 080, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 191, 14, 14, 121, 11, 3, 3, 11, 11, 23, 129, 64
INVAR-1, Run: 081, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 136, 1, 1, 72, 10, 4, 3, 10, 10, 21, 39, 19
INVAR-1, Run: 082, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 192, 6, 6, 134, 9, 7, 1, 9, 9, 19, 131, 65
INVAR-1, Run: 083, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 174, 6, 6, 104, 11, 4, 2, 11, 11, 23, 115, 57
INVAR-1, Run: 084, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 148, 3, 3, 78, 11, 4, 2, 11, 11, 23, 157, 78
INVAR-1, Run: 085, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 286, 4, 4, 216, 11, 4, 2, 11, 11, 23, 205, 102
INVAR-1, Run: 086, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 232, 7, 7, 162, 11, 3, 3, 11, 11, 23, 257, 128
INVAR-1, Run: 087, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 201, 5, 5, 131, 11, 4, 2, 11, 11, 23, 255, 127
INVAR-1, Run: 088, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 242, 3, 3, 172, 11, 4, 2, 11, 11, 23, 327, 163
INVAR-1, Run: 089, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 168, 9, 9, 98, 11, 2, 4, 11, 11, 23, 259, 129
INVAR-1, Run: 090, P, 0, 0, 1, 0, 0, 1, 0, 76, 76, 0, 12, 1, 7, 25, 258, 1, 1, 182, 12, 3, 2, 12, 12, 25, 273, 136
INVAR-1, Run: 091, P, 0, 0, 1, 0, 0, 1, 0, 76, 76, 0, 12, 1, 7, 25, 247, 4, 4, 171, 12, 3, 2, 12, 12, 25, 169, 84
INVAR-1, Run: 092, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 144, 4, 4, 86, 9, 8, 0, 9, 9, 19, 43, 21
INVAR-1, Run: 093, P, 0, 0, 1, 0, 0, 1, 0, 88, 88, 0, 14, 1, 11, 29, 421, 11, 11, 333, 14, 2, 1, 14, 14, 29, 449, 224
INVAR-1, Run: 094, P, 0, 0, 1, 0, 0, 1, 0, 76, 76, 0, 12, 1, 7, 25, 288, 6, 6, 212, 12, 4, 1, 12, 12, 25, 225, 112
INVAR-1, Run: 095, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 207, 3, 3, 143, 10, 7, 0, 10, 10, 21, 135, 67
INVAR-1, Run: 096, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 167, 6, 6, 103, 10, 4, 3, 10, 10, 21, 285, 142
INVAR-1, Run: 097, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 224, 4, 4, 160, 10, 6, 1, 10, 10, 21, 91, 45
INVAR-1, Run: 098, P, 0, 0, 1, 0, 0, 1, 0, 58, 58, 0, 9, 1, 1, 19, 108, 5, 5, 50, 9, 5, 3, 9, 9, 19, 107, 53
INVAR-1, Run: 099, P, 0, 0, 1, 0, 0, 1, 0, 64, 64, 0, 10, 1, 3, 21, 191, 2, 2, 127, 10, 7, 0, 10, 10, 21, 71, 35
INVAR-1, Run: 100, P, 0, 0, 1, 0, 0, 1, 0, 70, 70, 0, 11, 1, 5, 23, 216, 5, 5, 146, 11, 3, 3, 11, 11, 23, 273, 136
INVAR-10, Run: 001, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 6621, 54, 54, 5981, 106, 58, 35, 106, 106, 213, 7705, 3852
INVAR-10, Run: 002, P, 0, 0, 1, 0, 0, 1, 0, 652, 652, 0, 108, 1, 17, 217, 7230, 72, 72, 6578, 108, 48, 43, 108, 108, 217, 6617, 3308
INVAR-10, Run: 003, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 7008, 72, 72, 6362, 107, 64, 28, 107, 107, 215, 5983, 2991
INVAR-10, Run: 004, P, 0, 0, 1, 0, 0, 1, 0, 658, 658, 0, 109, 1, 19, 219, 7410, 68, 68, 6752, 109, 64, 26, 109, 109, 219, 6493, 3246
INVAR-10, Run: 005, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 5895, 49, 49, 5255, 106, 58, 35, 106, 106, 213, 5037, 2518
INVAR-10, Run: 006, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 5244, 74, 74, 4598, 107, 56, 36, 107, 107, 215, 7357, 3678
INVAR-10, Run: 007, P, 0, 0, 1, 0, 0, 1, 0, 652, 652, 0, 108, 1, 17, 217, 6477, 83, 83, 5825, 108, 53, 38, 108, 108, 217, 7675, 3837
INVAR-10, Run: 008, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 8410, 84, 84, 7770, 106, 56, 37, 106, 106, 213, 4141, 2070
INVAR-10, Run: 009, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 6825, 72, 72, 6179, 107, 58, 34, 107, 107, 215, 5789, 2894
INVAR-10, Run: 010, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 6609, 90, 90, 5969, 106, 64, 29, 106, 106, 213, 6481, 3240
INVAR-10, Run: 011, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 5704, 52, 52, 5070, 105, 64, 30, 105, 105, 211, 3891, 1945
INVAR-10, Run: 012, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 6644, 66, 66, 6010, 105, 56, 38, 105, 105, 211, 7237, 3618
INVAR-10, Run: 013, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 6424, 55, 55, 5778, 107, 58, 34, 107, 107, 215, 7301, 3650
INVAR-10, Run: 014, P, 0, 0, 1, 0, 0, 1, 0, 628, 628, 0, 104, 1, 9, 209, 6946, 85, 85, 6318, 104, 53, 42, 104, 104, 209, 5571, 2785
INVAR-10, Run: 015, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 6807, 63, 63, 6167, 106, 67, 26, 106, 106, 213, 6787, 3393
INVAR-10, Run: 016, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 6266, 62, 62, 5632, 105, 64, 30, 105, 105, 211, 5157, 2578
INVAR-10, Run: 017, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 5745, 68, 68, 5105, 106, 61, 32, 106, 106, 213, 5985, 2992
INVAR-10, Run: 018, P, 0, 0, 1, 0, 0, 1, 0, 616, 616, 0, 102, 1, 5, 205, 4788, 75, 75, 4172, 102, 52, 45, 102, 102, 205, 6207, 3103
INVAR-10, Run: 019, P, 0, 0, 1, 0, 0, 1, 0, 658, 658, 0, 109, 1, 19, 219, 5845, 57, 57, 5187, 109, 59, 31, 109, 109, 219, 5593, 2796
INVAR-10, Run: 020, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 5761, 56, 56, 5115, 107, 61, 31, 107, 107, 215, 4313, 2156
INVAR-10, Run: 021, P, 0, 0, 1, 0, 0, 1, 0, 652, 652, 0, 108, 1, 17, 217, 6742, 74, 74, 6090, 108, 63, 28, 108, 108, 217, 6253, 3126
INVAR-10, Run: 022, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 6320, 61, 61, 5686, 105, 72, 22, 105, 105, 211, 6205, 3102
INVAR-10, Run: 023, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 6157, 66, 66, 5511, 107, 60, 32, 107, 107, 215, 6877, 3438
INVAR-10, Run: 024, P, 0, 0, 1, 0, 0, 1, 0, 652, 652, 0, 108, 1, 17, 217, 8111, 63, 63, 7459, 108, 66, 25, 108, 108, 217, 7771, 3885
INVAR-10, Run: 025, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 5786, 73, 73, 5146, 106, 63, 30, 106, 106, 213, 5571, 2785
INVAR-10, Run: 026, P, 0, 0, 1, 0, 0, 1, 0, 652, 652, 0, 108, 1, 17, 217, 7385, 49, 49, 6733, 108, 55, 36, 108, 108, 217, 6353, 3176
INVAR-10, Run: 027, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 7081, 60, 60, 6435, 107, 60, 32, 107, 107, 215, 5815, 2907
INVAR-10, Run: 028, P, 0, 0, 1, 0, 0, 1, 0, 628, 628, 0, 104, 1, 9, 209, 6311, 57, 57, 5683, 104, 61, 34, 104, 104, 209, 5183, 2591
INVAR-10, Run: 029, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 6798, 73, 73, 6164, 105, 64, 30, 105, 105, 211, 4871, 2435
INVAR-10, Run: 030, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 7551, 52, 52, 6911, 106, 60, 33, 106, 106, 213, 6063, 3031
INVAR-10, Run: 031, P, 0, 0, 1, 0, 0, 1, 0, 628, 628, 0, 104, 1, 9, 209, 5720, 70, 70, 5092, 104, 63, 32, 104, 104, 209, 5829, 2914
INVAR-10, Run: 032, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 6107, 59, 59, 5467, 106, 60, 33, 106, 106, 213, 9911, 4955
INVAR-10, Run: 033, P, 0, 0, 1, 0, 0, 1, 0, 664, 664, 0, 110, 1, 21, 221, 8427, 70, 70, 7763, 110, 66, 23, 110, 110, 221, 7911, 3955
INVAR-10, Run: 034, P, 0, 0, 1, 0, 0, 1, 0, 658, 658, 0, 109, 1, 19, 219, 8127, 74, 74, 7469, 109, 60, 30, 109, 109, 219, 10791, 5395
INVAR-10, Run: 035, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 6370, 72, 72, 5736, 105, 62, 32, 105, 105, 211, 7821, 3910
INVAR-10, Run: 036, P, 0, 0, 1, 0, 0, 1, 0, 652, 652, 0, 108, 1, 17, 217, 6149, 75, 75, 5497, 108, 53, 38, 108, 108, 217, 7115, 3557
INVAR-10, Run: 037, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 6249, 63, 63, 5609, 106, 66, 27, 106, 106, 213, 5685, 2842
INVAR-10, Run: 038, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 6125, 52, 52, 5491, 105, 58, 36, 105, 105, 211, 4457, 2228
INVAR-10, Run: 039, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 7660, 82, 82, 7014, 107, 62, 30, 107, 107, 215, 4699, 2349
INVAR-10, Run: 040, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 7113, 65, 65, 6473, 106, 72, 21, 106, 106, 213, 6239, 3119
INVAR-10, Run: 041, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 6735, 74, 74, 6095, 106, 58, 35, 106, 106, 213, 5245, 2622
INVAR-10, Run: 042, P, 0, 0, 1, 0, 0, 1, 0, 634, 634, 0, 105, 1, 11, 211, 5520, 60, 60, 4886, 105, 59, 35, 105, 105, 211, 4775, 2387
INVAR-10, Run: 043, P, 0, 0, 1, 0, 0, 1, 0, 646, 646, 0, 107, 1, 15, 215, 6632, 73, 73, 5986, 107, 53, 39, 107, 107, 215, 6633, 3316
INVAR-10, Run: 044, P, 0, 0, 1, 0, 0, 1, 0, 628, 628, 0, 104, 1, 9, 209, 5914, 48, 48, 5286, 104, 55, 40, 104, 104, 209, 4375, 2187
INVAR-10, Run: 045, P, 0, 0, 1, 0, 0, 1, 0, 640, 640, 0, 106, 1, 13, 213, 6590, 52, 52, 5950, 106, 67, 26, 106, 106, 213, 6969, 3484
INVAR-10, Run: 046, P, 0, 0, 1, 0, 0, 1, 0, 652, 652, 0, 108, 1, 17, 217, 7289, 85, 85, 6637, 108, 51, 40, 108, 108, 217, 4929, 2464
INVAR-10, Run: 047, P, 0, 0, 1, 0, 0, 1, 0, 658, 658, 0, 109, 1, 19, 219, 8822, 62, 62, 8164, 109, 59, 31, 109, 109, 219, 9043, 4521
