Input Number, Run_Number, Result@ 100, CE, X1, H, M, PO, Y, D, CO, PE, A, B
INVAR-1, Run: 068, F, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0
INVAR-1, Run: 069, F, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0
INVAR-1, Run: 070, F, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1
INVAR-1, Run: 071, F, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0
INVAR-1, Run: 072, F, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1
INVAR-1, Run: 073, F, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0
INVAR-1, Run: 074, F, 6, 0, 0, 0, 0, 12, 0, 0, 1, 72, 0
INVAR-1, Run: 075, F, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0
INVAR-1, Run: 076, F, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1
INVAR-1, Run: 077, F, 0, 0, 1, 0, 1, 83, 5, 76, 0, 0, 1
INVAR-1, Run: 078, F, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1
INVAR-1, Run: 079, F, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0
INVAR-1, Run: 080, F, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0
INVAR-1, Run: 081, F, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1
INVAR-1, Run: 082, F, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1
INVAR-1, Run: 083, F, 0, 0, 1, 0, 1, 107, 2, 94, 0, 0, 1
INVAR-1, Run: 084, F, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1
INVAR-1, Run: 085, F, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1
INVAR-1, Run: 086, F, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0
INVAR-1, Run: 087, F, 8, 0, 0, 0, 0, 10, 0, 0, 1, 60, 0
INVAR-1, Run: 088, F, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1
INVAR-1, Run: 089, P, 9, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0
INVAR-1, Run: 090, F, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1
INVAR-1, Run: 091, F, 8, 0, 0, 0, 0, 10, 0, 0, 1, 60, 0
INVAR-1, Run: 092, F, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1
INVAR-1, Run: 093, F, 0, 0, 1, 0, 1, 83, 5, 76, 0, 0, 1
INVAR-1, Run: 094, F, 8, 0, 0, 0, 0, 10, 0, 0, 1, 60, 0
INVAR-1, Run: 095, F, 0, 0, 1, 0, 1, 91, 4, 82, 0, 0, 1
INVAR-1, Run: 096, F, 8, 0, 0, 0, 0, 10, 0, 0, 1, 60, 0
INVAR-1, Run: 097, F, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0
INVAR-1, Run: 098, F, 0, 0, 1, 0, 1, 91, 4, 82, 0, 0, 1
INVAR-1, Run: 099, F, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1
INVAR-1, Run: 100, F, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1
INVAR-10, Run: 001, F, 41, 0, 0, 0, 0, 159, 0, 0, 1, 954, 0
INVAR-10, Run: 002, F, 51, 0, 0, 0, 0, 149, 0, 0, 1, 894, 0
INVAR-10, Run: 003, F, 0, 0, 1, 0, 1, 965, 54, 874, 0, 0, 1
INVAR-10, Run: 004, F, 46, 0, 0, 0, 0, 154, 0, 0, 1, 924, 0
INVAR-10, Run: 005, F, 0, 0, 1, 0, 1, 1021, 47, 916, 0, 0, 1
INVAR-10, Run: 006, F, 52, 0, 0, 0, 0, 148, 0, 0, 1, 888, 0
INVAR-10, Run: 007, F, 0, 0, 1, 0, 1, 1261, 17, 1096, 0, 0, 1
INVAR-10, Run: 008, F, 49, 0, 0, 0, 0, 151, 0, 0, 1, 906, 0
INVAR-10, Run: 009, F, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0
INVAR-10, Run: 010, F, 0, 0, 1, 0, 1, 965, 54, 874, 0, 0, 1
INVAR-10, Run: 011, F, 35, 0, 0, 0, 0, 165, 0, 0, 1, 990, 0
INVAR-10, Run: 012, F, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0
INVAR-10, Run: 013, F, 0, 0, 1, 0, 1, 1109, 36, 982, 0, 0, 1
INVAR-10, Run: 014, F, 45, 0, 0, 0, 0, 155, 0, 0, 1, 930, 0
INVAR-10, Run: 015, F, 42, 0, 0, 0, 0, 158, 0, 0, 1, 948, 0
INVAR-10, Run: 016, F, 0, 0, 1, 0, 1, 1237, 20, 1078, 0, 0, 1
INVAR-10, Run: 017, F, 24, 0, 0, 0, 0, 176, 0, 0, 1, 1056, 0
INVAR-10, Run: 018, F, 47, 0, 0, 0, 0, 153, 0, 0, 1, 918, 0
INVAR-10, Run: 019, F, 45, 0, 0, 0, 0, 155, 0, 0, 1, 930, 0
INVAR-10, Run: 020, F, 19, 0, 0, 0, 0, 181, 0, 0, 1, 1086, 0
INVAR-10, Run: 021, F, 25, 0, 0, 0, 0, 175, 0, 0, 1, 1050, 0
INVAR-10, Run: 022, F, 0, 0, 1, 0, 1, 1237, 20, 1078, 0, 0, 1
INVAR-10, Run: 023, F, 43, 0, 0, 0, 0, 157, 0, 0, 1, 942, 0
INVAR-10, Run: 024, F, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0
INVAR-10, Run: 025, F, 25, 0, 0, 0, 0, 175, 0, 0, 1, 1050, 0
INVAR-10, Run: 026, F, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0
INVAR-10, Run: 027, F, 50, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0
INVAR-10, Run: 028, F, 0, 0, 1, 0, 1, 1021, 47, 916, 0, 0, 1
INVAR-10, Run: 029, F, 18, 0, 0, 0, 0, 182, 0, 0, 1, 1092, 0
INVAR-10, Run: 030, F, 0, 0, 1, 0, 1, 1221, 22, 1066, 0, 0, 1
INVAR-10, Run: 031, F, 24, 0, 0, 0, 0, 176, 0, 0, 1, 1056, 0
INVAR-10, Run: 032, F, 50, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0
INVAR-10, Run: 033, F, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0
INVAR-10, Run: 034, F, 0, 0, 1, 0, 1, 1245, 19, 1084, 0, 0, 1
INVAR-10, Run: 035, F, 47, 0, 0, 0, 0, 153, 0, 0, 1, 918, 0
INVAR-10, Run: 036, F, 0, 0, 1, 0, 1, 1021, 47, 916, 0, 0, 1
INVAR-10, Run: 037, F, 0, 0, 1, 0, 1, 941, 57, 856, 0, 0, 1
INVAR-10, Run: 038, F, 43, 0, 0, 0, 0, 157, 0, 0, 1, 942, 0
INVAR-10, Run: 039, F, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0
INVAR-10, Run: 040, F, 0, 0, 1, 0, 1, 1253, 18, 1090, 0, 0, 1
INVAR-10, Run: 041, F, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0
INVAR-10, Run: 042, F, 41, 0, 0, 0, 0, 159, 0, 0, 1, 954, 0
INVAR-10, Run: 043, F, 0, 0, 1, 0, 1, 1117, 35, 988, 0, 0, 1
INVAR-10, Run: 044, F, 41, 0, 0, 0, 0, 159, 0, 0, 1, 954, 0
INVAR-10, Run: 045, F, 34, 0, 0, 0, 0, 166, 0, 0, 1, 996, 0
INVAR-10, Run: 046, F, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0
INVAR-10, Run: 047, F, 41, 0, 0, 0, 0, 159, 0, 0, 1, 954, 0
INVAR-10, Run: 048, F, 0, 0, 1, 0, 1, 1061, 42, 946, 0, 0, 1
INVAR-10, Run: 049, F, 34, 0, 0, 0, 0, 166, 0, 0, 1, 996, 0
INVAR-10, Run: 050, F, 0, 0, 1, 0, 1, 1173, 28, 1030, 0, 0, 1
INVAR-10, Run: 051, F, 0, 0, 1, 0, 1, 1149, 31, 1012, 0, 0, 1
INVAR-10, Run: 052, F, 0, 0, 1, 0, 1, 1045, 44, 934, 0, 0, 1
INVAR-10, Run: 053, F, 59, 0, 0, 0, 0, 141, 0, 0, 1, 846, 0
INVAR-10, Run: 054, F, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0
INVAR-10, Run: 055, F, 37, 0, 0, 0, 0, 163, 0, 0, 1, 978, 0
INVAR-10, Run: 056, F, 30, 0, 0, 0, 0, 170, 0, 0, 1, 1020, 0
INVAR-10, Run: 057, F, 0, 0, 1, 0, 1, 1053, 43, 940, 0, 0, 1
INVAR-10, Run: 058, F, 24, 0, 0, 0, 0, 176, 0, 0, 1, 1056, 0
INVAR-10, Run: 059, F, 0, 0, 1, 0, 1, 965, 54, 874, 0, 0, 1
INVAR-10, Run: 060, F, 57, 0, 0, 0, 0, 143, 0, 0, 1, 858, 0
INVAR-10, Run: 061, F, 0, 0, 1, 0, 1, 1245, 19, 1084, 0, 0, 1
INVAR-10, Run: 062, F, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0
INVAR-10, Run: 063, F, 22, 0, 0, 0, 0, 178, 0, 0, 1, 1068, 0
INVAR-10, Run: 064, F, 39, 0, 0, 0, 0, 161, 0, 0, 1, 966, 0
INVAR-10, Run: 065, F, 10, 0, 0, 0, 0, 190, 0, 0, 1, 1140, 0
INVAR-10, Run: 066, F, 0, 0, 1, 0, 1, 949, 56, 862, 0, 0, 1
INVAR-10, Run: 067, F, 0, 0, 1, 0, 1, 1229, 21, 1072, 0, 0, 1
INVAR-10, Run: 068, F, 21, 0, 0, 0, 0, 179, 0, 0, 1, 1074, 0
INVAR-10, Run: 069, F, 28, 0, 0, 0, 0, 172, 0, 0, 1, 1032, 0
INVAR-10, Run: 070, F, 0, 0, 1, 0, 1, 1037, 45, 928, 0, 0, 1
INVAR-10, Run: 071, F, 51, 0, 0, 0, 0, 149, 0, 0, 1, 894, 0
INVAR-10, Run: 072, F, 0, 0, 1, 0, 1, 1141, 32, 1006, 0, 0, 1
INVAR-10, Run: 073, F, 0, 0, 1, 0, 1, 1053, 43, 940, 0, 0, 1
INVAR-10, Run: 074, F, 0, 0, 1, 0, 1, 1085, 39, 964, 0, 0, 1
INVAR-10, Run: 075, F, 0, 0, 1, 0, 1, 1053, 43, 940, 0, 0, 1
INVAR-10, Run: 076, F, 0, 0, 1, 0, 1, 965, 54, 874, 0, 0, 1
INVAR-10, Run: 077, F, 0, 0, 1, 0, 1, 1013, 48, 910, 0, 0, 1
INVAR-10, Run: 078, F, 55, 0, 0, 0, 0, 145, 0, 0, 1, 870, 0
INVAR-10, Run: 079, F, 22, 0, 0, 0, 0, 178, 0, 0, 1, 1068, 0
INVAR-10, Run: 080, F, 42, 0, 0, 0, 0, 158, 0, 0, 1, 948, 0
INVAR-10, Run: 081, F, 0, 0, 1, 0, 1, 1061, 42, 946, 0, 0, 1
INVAR-10, Run: 082, F, 43, 0, 0, 0, 0, 157, 0, 0, 1, 942, 0
INVAR-10, Run: 083, F, 35, 0, 0, 0, 0, 165, 0, 0, 1, 990, 0
INVAR-10, Run: 084, F, 0, 0, 1, 0, 1, 1037, 45, 928, 0, 0, 1
INVAR-10, Run: 085, F, 37, 0, 0, 0, 0, 163, 0, 0, 1, 978, 0
INVAR-10, Run: 086, F, 0, 0, 1, 0, 1, 1077, 40, 958, 0, 0, 1
INVAR-10, Run: 087, F, 0, 0, 1, 0, 1, 1085, 39, 964, 0, 0, 1
INVAR-10, Run: 088, F, 0, 0, 1, 0, 1, 1077, 40, 958, 0, 0, 1
INVAR-10, Run: 089, F, 57, 0, 0, 0, 0, 143, 0, 0, 1, 858, 0
INVAR-10, Run: 090, F, 0, 0, 1, 0, 1, 965, 54, 874, 0, 0, 1
INVAR-10, Run: 091, F, 0, 0, 1, 0, 1, 1013, 48, 910, 0, 0, 1
INVAR-10, Run: 092, F, 30, 0, 0, 0, 0, 170, 0, 0, 1, 1020, 0
INVAR-10, Run: 093, F, 19, 0, 0, 0, 0, 181, 0, 0, 1, 1086, 0
INVAR-10, Run: 094, F, 0, 0, 1, 0, 1, 1221, 22, 1066, 0, 0, 1
INVAR-10, Run: 095, F, 45, 0, 0, 0, 0, 155, 0, 0, 1, 930, 0
INVAR-10, Run: 096, F, 0, 0, 1, 0, 1, 965, 54, 874, 0, 0, 1
INVAR-10, Run: 097, F, 0, 0, 1, 0, 1, 1141, 32, 1006, 0, 0, 1
INVAR-10, Run: 098, F, 51, 0, 0, 0, 0, 149, 0, 0, 1, 894, 0
INVAR-10, Run: 099, F, 0, 0, 1, 0, 1, 1061, 42, 946, 0, 0, 1
INVAR-10, Run: 100, F, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0
INVAR-2, Run: 001, F, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-2, Run: 002, F, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-2, Run: 003, F, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-2, Run: 004, F, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-2, Run: 005, F, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0
INVAR-2, Run: 006, F, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1
INVAR-2, Run: 007, F, 5, 0, 0, 0, 0, 51, 0, 0, 1, 306, 0
INVAR-2, Run: 008, F, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1
INVAR-2, Run: 009, F, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1
INVAR-2, Run: 010, F, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0
INVAR-2, Run: 011, F, 0, 0, 1, 0, 1, 333, 7, 292, 0, 0, 1
INVAR-2, Run: 012, F, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-2, Run: 013, F, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
INVAR-2, Run: 014, F, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-2, Run: 015, F, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-2, Run: 016, F, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1
INVAR-2, Run: 017, F, 0, 0, 1, 0, 1, 317, 9, 280, 0, 0, 1
INVAR-2, Run: 018, F, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 019, F, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0
INVAR-2, Run: 020, F, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1
INVAR-2, Run: 021, F, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-2, Run: 022, F, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1
INVAR-2, Run: 023, F, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-2, Run: 024, F, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-2, Run: 025, F, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-2, Run: 026, F, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1
INVAR-2, Run: 027, F, 21, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
INVAR-2, Run: 028, F, 6, 0, 0, 0, 0, 50, 0, 0, 1, 300, 0
INVAR-2, Run: 029, F, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-2, Run: 030, F, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 031, F, 7, 0, 0, 0, 0, 49, 0, 0, 1, 294, 0
INVAR-2, Run: 032, F, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0
INVAR-2, Run: 033, F, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-2, Run: 034, F, 0, 0, 1, 0, 1, 245, 18, 226, 0, 0, 1
INVAR-2, Run: 035, F, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1
INVAR-2, Run: 036, F, 0, 0, 1, 0, 1, 237, 19, 220, 0, 0, 1
INVAR-2, Run: 037, F, 0, 0, 1, 0, 1, 325, 8, 286, 0, 0, 1
INVAR-2, Run: 038, F, 0, 0, 1, 0, 1, 245, 18, 226, 0, 0, 1
INVAR-2, Run: 039, F, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-2, Run: 040, F, 0, 0, 1, 0, 1, 317, 9, 280, 0, 0, 1
INVAR-2, Run: 041, F, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 042, F, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1
INVAR-2, Run: 043, F, 21, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
INVAR-2, Run: 044, F, 21, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
INVAR-2, Run: 045, F, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-2, Run: 046, F, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 047, F, 0, 0, 1, 0, 1, 341, 6, 298, 0, 0, 1
INVAR-2, Run: 048, F, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1
INVAR-2, Run: 049, F, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 050, F, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
INVAR-2, Run: 051, F, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1
INVAR-2, Run: 052, F, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-2, Run: 053, F, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1
INVAR-2, Run: 054, F, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1
INVAR-2, Run: 055, F, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1
INVAR-2, Run: 056, F, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0
INVAR-2, Run: 057, F, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-2, Run: 058, F, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
INVAR-2, Run: 059, F, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-2, Run: 060, F, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0
INVAR-2, Run: 061, F, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0
INVAR-2, Run: 062, F, 8, 0, 0, 0, 0, 48, 0, 0, 1, 288, 0
INVAR-2, Run: 063, F, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-2, Run: 064, F, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 065, F, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1
INVAR-2, Run: 066, F, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
INVAR-2, Run: 067, F, 0, 0, 1, 0, 1, 205, 23, 196, 0, 0, 1
INVAR-2, Run: 068, F, 9, 0, 0, 0, 0, 47, 0, 0, 1, 282, 0
INVAR-2, Run: 069, F, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0
INVAR-2, Run: 070, F, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-2, Run: 071, F, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1
INVAR-2, Run: 072, F, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-2, Run: 073, F, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-2, Run: 074, F, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1
INVAR-2, Run: 075, F, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1
INVAR-2, Run: 076, F, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1
INVAR-2, Run: 077, F, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-2, Run: 078, F, 0, 0, 1, 0, 1, 317, 9, 280, 0, 0, 1
INVAR-2, Run: 079, F, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 080, F, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-2, Run: 081, F, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1
INVAR-2, Run: 082, F, 0, 0, 1, 0, 1, 229, 20, 214, 0, 0, 1
INVAR-2, Run: 083, F, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-2, Run: 084, F, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1
INVAR-2, Run: 085, F, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-2, Run: 086, F, 8, 0, 0, 0, 0, 48, 0, 0, 1, 288, 0
INVAR-2, Run: 087, F, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1
