Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE
INVAR-1, Run: 069, P, 0, 15, 2, 0, 0, 0, 0, 0, 50, 50, 0, 0
INVAR-1, Run: 070, P, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2
INVAR-1, Run: 071, P, 0, 13, 0, 0, 0, 0, 0, 19, 31, 31, 0, 0
INVAR-1, Run: 072, P, 0, 10, 0, 0, 0, 0, 0, 52, 0, 2, 1, 2
INVAR-1, Run: 073, P, 0, 11, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0
INVAR-1, Run: 074, P, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2
INVAR-1, Run: 075, P, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0
INVAR-1, Run: 076, P, 0, 11, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0
INVAR-1, Run: 077, P, 0, 15, 0, 0, 0, 0, 0, 17, 31, 31, 0, 0
INVAR-1, Run: 078, P, 0, 13, 0, 0, 0, 0, 0, 31, 19, 19, 0, 0
INVAR-1, Run: 079, P, 0, 13, 0, 0, 0, 0, 0, 20, 30, 30, 0, 0
INVAR-1, Run: 080, P, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0
INVAR-1, Run: 081, P, 0, 11, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0
INVAR-1, Run: 082, P, 0, 13, 0, 0, 0, 0, 0, 16, 34, 34, 0, 0
INVAR-1, Run: 083, P, 0, 15, 2, 0, 0, 0, 0, 0, 50, 50, 0, 0
INVAR-1, Run: 084, P, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0
INVAR-1, Run: 085, P, 0, 11, 2, 0, 0, 0, 0, 1, 53, 53, 0, 0
INVAR-1, Run: 086, P, 0, 11, 0, 0, 0, 0, 0, 5, 47, 47, 0, 0
INVAR-1, Run: 087, P, 0, 15, 0, 0, 0, 0, 0, 28, 20, 20, 0, 0
INVAR-1, Run: 088, P, 0, 11, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0
INVAR-1, Run: 089, P, 0, 17, 0, 0, 0, 0, 0, 27, 19, 19, 0, 0
INVAR-1, Run: 090, P, 0, 17, 0, 0, 0, 0, 0, 3, 43, 43, 0, 0
INVAR-1, Run: 091, P, 0, 19, 0, 0, 0, 0, 0, 44, 0, 0, 1, 0
INVAR-1, Run: 092, P, 0, 13, 0, 0, 0, 0, 0, 26, 24, 24, 0, 0
INVAR-1, Run: 093, P, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2
INVAR-1, Run: 094, P, 0, 13, 0, 0, 0, 0, 0, 9, 41, 41, 0, 0
INVAR-1, Run: 095, P, 0, 15, 0, 0, 0, 0, 0, 2, 46, 46, 0, 0
INVAR-1, Run: 096, P, 0, 13, 0, 0, 0, 0, 0, 3, 47, 47, 0, 0
INVAR-1, Run: 097, P, 0, 13, 0, 0, 0, 0, 0, 2, 48, 48, 0, 0
INVAR-1, Run: 098, P, 0, 15, 0, 0, 0, 0, 0, 39, 9, 9, 0, 0
INVAR-1, Run: 099, P, 0, 17, 0, 0, 0, 0, 0, 28, 18, 18, 0, 0
INVAR-1, Run: 100, P, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0
INVAR-10, Run: 001, P, 0, 121, 0, 0, 0, 0, 0, 578, 0, 2, 1, 2
INVAR-10, Run: 002, P, 0, 122, 0, 0, 0, 0, 0, 335, 243, 243, 0, 0
INVAR-10, Run: 003, P, 0, 116, 0, 0, 0, 0, 0, 526, 58, 58, 0, 0
INVAR-10, Run: 004, P, 0, 120, 0, 0, 0, 0, 0, 270, 310, 310, 0, 0
INVAR-10, Run: 005, P, 0, 114, 0, 0, 0, 0, 0, 18, 568, 568, 0, 0
INVAR-10, Run: 006, P, 0, 126, 0, 0, 0, 0, 0, 510, 64, 64, 0, 0
INVAR-10, Run: 007, P, 0, 126, 0, 0, 0, 0, 0, 574, 0, 0, 1, 0
INVAR-10, Run: 008, P, 0, 116, 0, 0, 0, 0, 0, 155, 429, 429, 0, 0
INVAR-10, Run: 009, P, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2
INVAR-10, Run: 010, P, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0
INVAR-10, Run: 011, P, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0
INVAR-10, Run: 012, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 013, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 014, P, 0, 120, 0, 0, 0, 0, 0, 169, 411, 411, 0, 0
INVAR-10, Run: 015, P, 0, 112, 0, 0, 0, 0, 0, 588, 0, 0, 1, 0
INVAR-10, Run: 016, P, 0, 130, 0, 0, 0, 0, 0, 97, 473, 473, 0, 0
INVAR-10, Run: 017, P, 0, 122, 0, 0, 0, 0, 0, 5, 573, 573, 0, 0
INVAR-10, Run: 018, P, 0, 123, 0, 0, 0, 0, 0, 576, 0, 2, 1, 2
INVAR-10, Run: 019, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 020, P, 0, 116, 0, 0, 0, 0, 0, 173, 411, 411, 0, 0
INVAR-10, Run: 021, P, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2
INVAR-10, Run: 022, P, 0, 116, 0, 0, 0, 0, 0, 209, 375, 375, 0, 0
INVAR-10, Run: 023, P, 0, 114, 0, 0, 0, 0, 0, 455, 131, 131, 0, 0
INVAR-10, Run: 024, P, 0, 122, 0, 0, 0, 0, 0, 343, 235, 235, 0, 0
INVAR-10, Run: 025, P, 0, 120, 0, 0, 0, 0, 0, 199, 381, 381, 0, 0
INVAR-10, Run: 026, P, 0, 118, 0, 0, 0, 0, 0, 208, 374, 374, 0, 0
INVAR-10, Run: 027, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 028, P, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2
INVAR-10, Run: 029, P, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0
INVAR-10, Run: 030, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 031, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 032, P, 0, 118, 0, 0, 0, 0, 0, 482, 100, 100, 0, 0
INVAR-10, Run: 033, P, 0, 124, 0, 0, 0, 0, 0, 31, 545, 545, 0, 0
INVAR-10, Run: 034, P, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2
INVAR-10, Run: 035, P, 0, 126, 0, 0, 0, 0, 0, 186, 388, 388, 0, 0
INVAR-10, Run: 036, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 037, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 038, P, 0, 112, 0, 0, 0, 0, 0, 258, 330, 330, 0, 0
INVAR-10, Run: 039, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 040, P, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0
INVAR-10, Run: 041, P, 0, 114, 0, 0, 0, 0, 0, 363, 223, 223, 0, 0
INVAR-10, Run: 042, P, 0, 132, 0, 0, 0, 0, 0, 307, 261, 261, 0, 0
INVAR-10, Run: 043, P, 0, 124, 0, 0, 0, 0, 0, 54, 522, 522, 0, 0
INVAR-10, Run: 044, P, 0, 120, 0, 0, 0, 0, 0, 478, 102, 102, 0, 0
INVAR-10, Run: 045, P, 0, 118, 0, 0, 0, 0, 0, 455, 127, 127, 0, 0
INVAR-10, Run: 046, P, 0, 120, 0, 0, 0, 0, 0, 402, 178, 178, 0, 0
INVAR-10, Run: 047, P, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0
INVAR-10, Run: 048, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 049, P, 0, 122, 0, 0, 0, 0, 0, 222, 356, 356, 0, 0
INVAR-10, Run: 050, P, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2
INVAR-10, Run: 051, P, 0, 118, 0, 0, 0, 0, 0, 203, 379, 379, 0, 0
INVAR-10, Run: 052, P, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2
INVAR-10, Run: 053, P, 0, 126, 0, 0, 0, 0, 0, 574, 0, 0, 1, 0
INVAR-10, Run: 054, P, 0, 124, 0, 0, 0, 0, 0, 115, 461, 461, 0, 0
INVAR-10, Run: 055, P, 0, 116, 0, 0, 0, 0, 0, 266, 318, 318, 0, 0
INVAR-10, Run: 056, P, 0, 122, 0, 0, 0, 0, 0, 14, 564, 564, 0, 0
INVAR-10, Run: 057, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 058, P, 0, 118, 0, 0, 0, 0, 0, 57, 525, 525, 0, 0
INVAR-10, Run: 059, P, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0
INVAR-10, Run: 060, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 061, P, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2
INVAR-10, Run: 062, P, 0, 122, 0, 0, 0, 0, 0, 71, 507, 507, 0, 0
INVAR-10, Run: 063, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 064, P, 0, 122, 0, 0, 0, 0, 0, 57, 521, 521, 0, 0
INVAR-10, Run: 065, P, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2
INVAR-10, Run: 066, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 067, P, 0, 118, 0, 0, 0, 0, 0, 500, 82, 82, 0, 0
INVAR-10, Run: 068, P, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0
INVAR-10, Run: 069, P, 0, 124, 0, 0, 0, 0, 0, 347, 229, 229, 0, 0
INVAR-10, Run: 070, P, 0, 120, 0, 0, 0, 0, 0, 514, 66, 66, 0, 0
INVAR-10, Run: 071, P, 0, 120, 0, 0, 0, 0, 0, 485, 95, 95, 0, 0
INVAR-10, Run: 072, P, 0, 112, 0, 0, 0, 0, 0, 32, 556, 556, 0, 0
INVAR-10, Run: 073, P, 0, 116, 0, 0, 0, 0, 0, 61, 523, 523, 0, 0
INVAR-10, Run: 074, P, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2
INVAR-10, Run: 075, P, 0, 114, 0, 0, 0, 0, 0, 207, 379, 379, 0, 0
INVAR-10, Run: 076, P, 0, 118, 0, 0, 0, 0, 0, 477, 105, 105, 0, 0
INVAR-10, Run: 077, P, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0
INVAR-10, Run: 078, P, 0, 112, 0, 0, 0, 0, 0, 588, 0, 0, 1, 0
INVAR-10, Run: 079, P, 0, 122, 0, 0, 0, 0, 0, 528, 50, 50, 0, 0
INVAR-10, Run: 080, P, 0, 122, 0, 0, 0, 0, 0, 459, 119, 119, 0, 0
INVAR-10, Run: 081, P, 0, 118, 0, 0, 0, 0, 0, 41, 541, 541, 0, 0
INVAR-10, Run: 082, P, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0
INVAR-10, Run: 083, P, 0, 124, 0, 0, 0, 0, 0, 147, 429, 429, 0, 0
INVAR-10, Run: 084, P, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0
INVAR-10, Run: 085, P, 0, 120, 0, 0, 0, 0, 0, 3, 577, 577, 0, 0
INVAR-10, Run: 086, P, 0, 124, 0, 0, 0, 0, 0, 190, 386, 386, 0, 0
INVAR-10, Run: 087, P, 0, 116, 0, 0, 0, 0, 0, 277, 307, 307, 0, 0
INVAR-10, Run: 088, P, 0, 120, 0, 0, 0, 0, 0, 381, 199, 199, 0, 0
INVAR-10, Run: 089, P, 0, 126, 0, 0, 0, 0, 0, 574, 0, 0, 1, 0
INVAR-10, Run: 090, P, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0
INVAR-10, Run: 091, P, 0, 118, 0, 0, 0, 0, 0, 304, 278, 278, 0, 0
INVAR-10, Run: 092, P, 0, 118, 0, 0, 0, 0, 0, 263, 319, 319, 0, 0
INVAR-10, Run: 093, P, 0, 124, 0, 0, 0, 0, 0, 468, 108, 108, 0, 0
INVAR-10, Run: 094, P, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0
INVAR-10, Run: 095, P, 0, 120, 0, 0, 0, 0, 0, 532, 48, 48, 0, 0
INVAR-10, Run: 096, P, 0, 120, 0, 0, 0, 0, 0, 268, 312, 312, 0, 0
INVAR-10, Run: 097, P, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0
INVAR-10, Run: 098, P, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0
INVAR-10, Run: 099, P, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0
INVAR-10, Run: 100, P, 0, 124, 0, 0, 0, 0, 0, 59, 517, 517, 0, 0
INVAR-2, Run: 001, P, 0, 32, 0, 0, 0, 0, 0, 164, 0, 0, 1, 0
INVAR-2, Run: 002, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 003, P, 0, 40, 0, 0, 0, 0, 0, 109, 47, 47, 0, 0
INVAR-2, Run: 004, P, 0, 44, 0, 0, 0, 0, 0, 12, 140, 140, 0, 0
INVAR-2, Run: 005, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 006, P, 0, 36, 0, 0, 0, 0, 0, 119, 41, 41, 0, 0
INVAR-2, Run: 007, P, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2
INVAR-2, Run: 008, P, 0, 34, 0, 0, 0, 0, 0, 129, 33, 33, 0, 0
INVAR-2, Run: 009, P, 0, 42, 0, 0, 0, 0, 0, 8, 146, 146, 0, 0
INVAR-2, Run: 010, P, 0, 34, 0, 0, 0, 0, 0, 12, 150, 150, 0, 0
INVAR-2, Run: 011, P, 0, 40, 0, 0, 0, 0, 0, 21, 135, 135, 0, 0
INVAR-2, Run: 012, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 013, P, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2
INVAR-2, Run: 014, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 015, P, 0, 42, 0, 0, 0, 0, 0, 94, 60, 60, 0, 0
INVAR-2, Run: 016, P, 0, 34, 0, 0, 0, 0, 0, 61, 101, 101, 0, 0
INVAR-2, Run: 017, P, 0, 40, 0, 0, 0, 0, 0, 7, 149, 149, 0, 0
INVAR-2, Run: 018, P, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0
INVAR-2, Run: 019, P, 0, 38, 0, 0, 0, 0, 0, 133, 25, 25, 0, 0
INVAR-2, Run: 020, P, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0
INVAR-2, Run: 021, P, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0
INVAR-2, Run: 022, P, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2
INVAR-2, Run: 023, P, 0, 38, 0, 0, 0, 0, 0, 114, 44, 44, 0, 0
INVAR-2, Run: 024, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 025, P, 0, 40, 0, 0, 0, 0, 0, 46, 110, 110, 0, 0
INVAR-2, Run: 026, P, 0, 44, 0, 0, 0, 0, 0, 40, 112, 112, 0, 0
INVAR-2, Run: 027, P, 0, 36, 0, 0, 0, 0, 0, 64, 96, 96, 0, 0
INVAR-2, Run: 028, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 029, P, 0, 41, 0, 0, 0, 0, 0, 154, 0, 2, 1, 2
INVAR-2, Run: 030, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 031, P, 0, 43, 0, 0, 0, 0, 0, 152, 0, 2, 1, 2
INVAR-2, Run: 032, P, 0, 38, 0, 0, 0, 0, 0, 26, 132, 132, 0, 0
INVAR-2, Run: 033, P, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0
INVAR-2, Run: 034, P, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0
INVAR-2, Run: 035, P, 0, 36, 0, 0, 0, 0, 0, 14, 146, 146, 0, 0
INVAR-2, Run: 036, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 037, P, 0, 38, 0, 0, 0, 0, 0, 104, 54, 54, 0, 0
INVAR-2, Run: 038, P, 0, 38, 0, 0, 0, 0, 0, 111, 47, 47, 0, 0
INVAR-2, Run: 039, P, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0
INVAR-2, Run: 040, P, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2
INVAR-2, Run: 041, P, 0, 36, 0, 0, 0, 0, 0, 64, 96, 96, 0, 0
INVAR-2, Run: 042, P, 0, 36, 0, 0, 0, 0, 0, 55, 105, 105, 0, 0
INVAR-2, Run: 043, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 044, P, 0, 46, 0, 0, 0, 0, 0, 4, 146, 146, 0, 0
INVAR-2, Run: 045, P, 0, 38, 0, 0, 0, 0, 0, 7, 151, 151, 0, 0
INVAR-2, Run: 046, P, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2
INVAR-2, Run: 047, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 048, P, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0
INVAR-2, Run: 049, P, 0, 36, 0, 0, 0, 0, 0, 130, 30, 30, 0, 0
INVAR-2, Run: 050, P, 0, 37, 0, 0, 0, 0, 0, 158, 0, 2, 1, 2
INVAR-2, Run: 051, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 052, P, 0, 40, 0, 0, 0, 0, 0, 17, 139, 139, 0, 0
INVAR-2, Run: 053, P, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0
INVAR-2, Run: 054, P, 0, 41, 0, 0, 1, 0, 0, 136, 18, 19, 0, 1
INVAR-2, Run: 055, P, 0, 44, 0, 0, 0, 0, 0, 63, 89, 89, 0, 0
INVAR-2, Run: 056, P, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2
INVAR-2, Run: 057, P, 0, 36, 0, 0, 0, 0, 0, 39, 121, 121, 0, 0
INVAR-2, Run: 058, P, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0
INVAR-2, Run: 059, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 060, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 061, P, 0, 40, 0, 0, 0, 0, 0, 123, 33, 33, 0, 0
INVAR-2, Run: 062, P, 0, 40, 0, 0, 0, 0, 0, 29, 127, 127, 0, 0
INVAR-2, Run: 063, P, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0
INVAR-2, Run: 064, P, 0, 40, 0, 0, 0, 0, 0, 81, 75, 75, 0, 0
INVAR-2, Run: 065, P, 0, 36, 0, 0, 0, 0, 0, 34, 126, 126, 0, 0
INVAR-2, Run: 066, P, 0, 40, 0, 0, 0, 0, 0, 41, 115, 115, 0, 0
INVAR-2, Run: 067, P, 0, 44, 0, 0, 0, 0, 0, 150, 0, 4, 1, 4
INVAR-2, Run: 068, P, 0, 34, 0, 0, 0, 0, 0, 3, 159, 159, 0, 0
INVAR-2, Run: 069, P, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2
INVAR-2, Run: 070, P, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0
INVAR-2, Run: 071, P, 0, 34, 0, 0, 0, 0, 0, 56, 106, 106, 0, 0
INVAR-2, Run: 072, P, 0, 38, 0, 0, 0, 0, 0, 25, 133, 133, 0, 0
