Input Number, Run_Number, Result@ 100, E, PE, B, X1, A, C, PO, D, CO, Y, CE, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 089, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1735, 10, 10, 1480, 42, 12, 1, 42, 57, 85, 2058, 1029
INVAR-2, Run: 090, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1630, 14, 14, 1369, 43, 9, 3, 43, 59, 87, 1936, 968
INVAR-2, Run: 091, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1565, 15, 15, 1298, 44, 7, 4, 44, 61, 89, 2146, 1073
INVAR-2, Run: 092, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1873, 10, 10, 1606, 44, 9, 2, 44, 61, 89, 1626, 813
INVAR-2, Run: 093, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1453, 9, 9, 1192, 43, 10, 2, 43, 59, 87, 1572, 786
INVAR-2, Run: 094, P, 16, 0, 0, 0, 1, 0, 1, 0, 237, 237, 0, 0, 23, 79, 1024, 9, 9, 787, 39, 11, 5, 39, 51, 79, 1196, 598
INVAR-2, Run: 095, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1842, 15, 15, 1587, 42, 12, 1, 42, 57, 85, 2136, 1068
INVAR-2, Run: 096, P, 7, 0, 0, 0, 1, 0, 1, 0, 291, 291, 0, 0, 41, 97, 2449, 12, 12, 2158, 48, 5, 2, 48, 69, 97, 2898, 1449
INVAR-2, Run: 097, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1422, 15, 15, 1173, 41, 11, 3, 41, 55, 83, 1646, 823
INVAR-2, Run: 098, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1181, 8, 8, 926, 42, 9, 4, 42, 57, 85, 1690, 845
INVAR-2, Run: 099, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1611, 18, 18, 1356, 42, 10, 3, 42, 57, 85, 2066, 1033
INVAR-2, Run: 100, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1475, 8, 8, 1220, 42, 12, 1, 42, 57, 85, 2198, 1099
INVAR-3, Run: 001, P, 34, 0, 1, 0, 1, 0, 1, 0, 778, 778, 0, 1, 95, 259, 8859, 32, 32, 8081, 129, 25, 9, 129, 176, 259, 10067, 5033
INVAR-3, Run: 002, P, 28, 0, 0, 0, 1, 0, 1, 0, 813, 813, 0, 0, 107, 271, 11185, 31, 31, 10372, 135, 19, 9, 135, 189, 271, 13430, 6715
INVAR-3, Run: 003, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 9557, 24, 24, 8774, 130, 26, 7, 130, 179, 261, 10892, 5446
INVAR-3, Run: 004, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 8305, 23, 23, 7522, 130, 28, 5, 130, 179, 261, 10650, 5325
INVAR-3, Run: 005, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 8421, 14, 14, 7638, 130, 28, 5, 130, 179, 261, 10500, 5250
INVAR-3, Run: 006, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0, 91, 255, 8954, 25, 25, 8189, 127, 32, 4, 127, 173, 255, 11260, 5630
INVAR-3, Run: 007, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 8819, 32, 32, 8042, 129, 29, 5, 129, 177, 259, 10302, 5151
INVAR-3, Run: 008, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 10031, 29, 29, 9254, 129, 23, 11, 129, 177, 259, 12264, 6132
INVAR-3, Run: 009, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 10267, 32, 32, 9472, 132, 26, 5, 132, 183, 265, 12438, 6219
INVAR-3, Run: 010, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 10651, 20, 20, 9868, 130, 27, 6, 130, 179, 261, 13124, 6562
INVAR-3, Run: 011, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9733, 25, 25, 8944, 131, 26, 6, 131, 181, 263, 11120, 5560
INVAR-3, Run: 012, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 8963, 37, 37, 8180, 130, 27, 6, 130, 179, 261, 10008, 5004
INVAR-3, Run: 013, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0, 91, 255, 8617, 32, 32, 7852, 127, 31, 5, 127, 173, 255, 12956, 6478
INVAR-3, Run: 014, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 8385, 22, 22, 7614, 128, 29, 6, 128, 175, 257, 10648, 5324
INVAR-3, Run: 015, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 8754, 30, 30, 7959, 132, 22, 9, 132, 183, 265, 12784, 6392
INVAR-3, Run: 016, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0, 103, 267, 9285, 31, 31, 8484, 133, 22, 8, 133, 185, 267, 11450, 5725
INVAR-3, Run: 017, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0, 91, 255, 8470, 26, 26, 7705, 127, 29, 7, 127, 173, 255, 10368, 5184
INVAR-3, Run: 018, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 10048, 24, 24, 9253, 132, 25, 6, 132, 183, 265, 12382, 6191
INVAR-3, Run: 019, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 8801, 28, 28, 8030, 128, 33, 2, 128, 175, 257, 12030, 6015
INVAR-3, Run: 020, P, 27, 0, 0, 0, 1, 0, 1, 0, 819, 819, 0, 0, 109, 273, 10438, 24, 24, 9619, 136, 18, 9, 136, 191, 273, 11152, 5576
INVAR-3, Run: 021, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 9830, 31, 31, 9035, 132, 25, 6, 132, 183, 265, 11794, 5897
INVAR-3, Run: 022, P, 28, 0, 0, 0, 1, 0, 1, 0, 813, 813, 0, 0, 107, 271, 9834, 22, 22, 9021, 135, 21, 7, 135, 189, 271, 13662, 6831
INVAR-3, Run: 023, P, 38, 0, 0, 0, 1, 0, 1, 0, 753, 753, 0, 0, 87, 251, 7843, 17, 17, 7090, 125, 30, 8, 125, 169, 251, 8080, 4040
INVAR-3, Run: 024, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 11499, 18, 18, 10716, 130, 31, 2, 130, 179, 261, 13850, 6925
INVAR-3, Run: 025, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 8611, 27, 27, 7828, 130, 24, 9, 130, 179, 261, 10684, 5342
INVAR-3, Run: 026, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 10538, 27, 27, 9767, 128, 24, 11, 128, 175, 257, 14256, 7128
INVAR-3, Run: 027, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 9770, 23, 23, 8975, 132, 28, 3, 132, 183, 265, 13016, 6508
INVAR-3, Run: 028, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 8506, 21, 21, 7735, 128, 30, 5, 128, 175, 257, 10418, 5209
INVAR-3, Run: 029, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 9447, 27, 27, 8670, 129, 31, 3, 129, 177, 259, 11030, 5515
INVAR-3, Run: 030, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 11198, 26, 26, 10403, 132, 28, 3, 132, 183, 265, 11816, 5908
INVAR-3, Run: 031, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0, 103, 267, 9598, 36, 36, 8797, 133, 22, 8, 133, 185, 267, 11922, 5961
INVAR-3, Run: 032, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0, 105, 269, 10215, 30, 30, 9408, 134, 26, 3, 134, 187, 269, 13446, 6723
INVAR-3, Run: 033, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 9427, 29, 29, 8644, 130, 29, 4, 130, 179, 261, 13698, 6849
INVAR-3, Run: 034, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0, 91, 255, 9232, 28, 28, 8467, 127, 28, 8, 127, 173, 255, 11356, 5678
INVAR-3, Run: 035, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 10923, 34, 34, 10134, 131, 27, 5, 131, 181, 263, 12108, 6054
INVAR-3, Run: 036, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0, 103, 267, 9361, 28, 28, 8560, 133, 23, 7, 133, 185, 267, 13422, 6711
INVAR-3, Run: 037, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 10485, 28, 28, 9702, 130, 29, 4, 130, 179, 261, 12438, 6219
INVAR-3, Run: 038, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9319, 26, 26, 8530, 131, 24, 8, 131, 181, 263, 13554, 6777
INVAR-3, Run: 039, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 9383, 39, 39, 8612, 128, 25, 10, 128, 175, 257, 11098, 5549
INVAR-3, Run: 040, P, 27, 0, 0, 0, 1, 0, 1, 0, 819, 819, 0, 0, 109, 273, 10691, 36, 36, 9872, 136, 24, 3, 136, 191, 273, 12778, 6389
INVAR-3, Run: 041, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 10791, 29, 29, 10002, 131, 28, 4, 131, 181, 263, 14128, 7064
INVAR-3, Run: 042, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0, 105, 269, 9248, 19, 19, 8441, 134, 25, 4, 134, 187, 269, 13972, 6986
INVAR-3, Run: 043, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 8877, 28, 28, 8094, 130, 25, 8, 130, 179, 261, 11328, 5664
INVAR-3, Run: 044, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9396, 20, 20, 8607, 131, 28, 4, 131, 181, 263, 10312, 5156
INVAR-3, Run: 045, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 9530, 30, 30, 8735, 132, 24, 7, 132, 183, 265, 10896, 5448
INVAR-3, Run: 046, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 8555, 21, 21, 7784, 128, 26, 9, 128, 175, 257, 11332, 5666
INVAR-3, Run: 047, P, 38, 0, 0, 0, 1, 0, 1, 0, 753, 753, 0, 0, 87, 251, 7650, 27, 27, 6897, 125, 32, 6, 125, 169, 251, 9980, 4990
INVAR-3, Run: 048, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 10089, 41, 41, 9306, 130, 29, 4, 130, 179, 261, 10584, 5292
INVAR-3, Run: 049, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9382, 31, 31, 8593, 131, 26, 6, 131, 181, 263, 12154, 6077
INVAR-3, Run: 050, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 10425, 22, 22, 9630, 132, 24, 7, 132, 183, 265, 12994, 6497
INVAR-3, Run: 051, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 9688, 23, 23, 8905, 130, 27, 6, 130, 179, 261, 11392, 5696
INVAR-3, Run: 052, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 11118, 26, 26, 10323, 132, 22, 9, 132, 183, 265, 13406, 6703
INVAR-3, Run: 053, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 9542, 28, 28, 8765, 129, 26, 8, 129, 177, 259, 11426, 5713
INVAR-3, Run: 054, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 10179, 27, 27, 9396, 130, 27, 6, 130, 179, 261, 14936, 7468
INVAR-3, Run: 055, P, 39, 0, 0, 0, 1, 0, 1, 0, 747, 747, 0, 0, 85, 249, 8403, 21, 21, 7656, 124, 31, 8, 124, 167, 249, 9960, 4980
INVAR-3, Run: 056, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0, 105, 269, 11042, 26, 26, 10235, 134, 22, 7, 134, 187, 269, 13132, 6566
INVAR-3, Run: 057, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 10632, 41, 41, 9855, 129, 29, 5, 129, 177, 259, 13142, 6571
INVAR-3, Run: 058, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 9216, 28, 28, 8439, 129, 27, 7, 129, 177, 259, 10460, 5230
INVAR-3, Run: 059, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0, 103, 267, 8570, 28, 28, 7769, 133, 23, 7, 133, 185, 267, 10436, 5218
INVAR-3, Run: 060, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 8901, 24, 24, 8112, 131, 26, 6, 131, 181, 263, 10556, 5278
INVAR-3, Run: 061, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 10047, 33, 33, 9270, 129, 26, 8, 129, 177, 259, 14222, 7111
INVAR-3, Run: 062, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 7891, 21, 21, 7114, 129, 32, 2, 129, 177, 259, 12862, 6431
INVAR-3, Run: 063, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0, 105, 269, 10051, 22, 22, 9244, 134, 23, 6, 134, 187, 269, 13446, 6723
INVAR-3, Run: 064, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0, 103, 267, 9348, 36, 36, 8547, 133, 24, 6, 133, 185, 267, 11972, 5986
INVAR-3, Run: 065, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 8100, 21, 21, 7311, 131, 28, 4, 131, 181, 263, 11070, 5535
INVAR-3, Run: 066, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 9576, 16, 16, 8781, 132, 24, 7, 132, 183, 265, 11992, 5996
INVAR-3, Run: 067, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9160, 23, 23, 8371, 131, 21, 11, 131, 181, 263, 10184, 5092
INVAR-3, Run: 068, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9098, 28, 28, 8309, 131, 27, 5, 131, 181, 263, 11240, 5620
INVAR-3, Run: 069, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 10978, 37, 37, 10183, 132, 20, 11, 132, 183, 265, 13106, 6553
INVAR-3, Run: 070, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9594, 29, 29, 8805, 131, 28, 4, 131, 181, 263, 12268, 6134
INVAR-3, Run: 071, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9254, 44, 44, 8465, 131, 24, 8, 131, 181, 263, 11110, 5555
INVAR-3, Run: 072, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 7606, 31, 31, 6829, 129, 24, 10, 129, 177, 259, 10826, 5413
INVAR-3, Run: 073, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 9179, 29, 29, 8402, 129, 28, 6, 129, 177, 259, 11812, 5906
INVAR-3, Run: 074, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 9230, 24, 24, 8453, 129, 30, 4, 129, 177, 259, 11844, 5922
INVAR-3, Run: 075, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0, 99, 263, 9522, 34, 34, 8733, 131, 25, 7, 131, 181, 263, 10074, 5037
INVAR-3, Run: 076, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0, 91, 255, 9442, 13, 13, 8677, 127, 33, 3, 127, 173, 255, 14882, 7441
INVAR-3, Run: 077, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 9400, 35, 35, 8629, 128, 27, 8, 128, 175, 257, 10998, 5499
INVAR-3, Run: 078, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0, 103, 267, 10174, 25, 25, 9373, 133, 26, 4, 133, 185, 267, 13518, 6759
INVAR-3, Run: 079, P, 37, 0, 0, 0, 1, 0, 1, 0, 759, 759, 0, 0, 89, 253, 7447, 32, 32, 6688, 126, 32, 5, 126, 171, 253, 12016, 6008
INVAR-3, Run: 080, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 9722, 23, 23, 8927, 132, 25, 6, 132, 183, 265, 11738, 5869
INVAR-3, Run: 081, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 9553, 24, 24, 8770, 130, 26, 7, 130, 179, 261, 10942, 5471
INVAR-3, Run: 082, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0, 103, 267, 10146, 32, 32, 9345, 133, 24, 6, 133, 185, 267, 11992, 5996
INVAR-3, Run: 083, P, 31, 0, 1, 0, 1, 0, 1, 0, 796, 796, 0, 1, 101, 265, 10117, 33, 33, 9321, 132, 30, 1, 132, 182, 265, 11207, 5603
INVAR-3, Run: 084, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 8873, 42, 42, 8090, 130, 21, 12, 130, 179, 261, 12534, 6267
INVAR-3, Run: 085, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 8951, 23, 23, 8174, 129, 25, 9, 129, 177, 259, 11036, 5518
INVAR-3, Run: 086, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0, 91, 255, 8892, 29, 29, 8127, 127, 29, 7, 127, 173, 255, 9888, 4944
INVAR-3, Run: 087, P, 37, 0, 0, 0, 1, 0, 1, 0, 759, 759, 0, 0, 89, 253, 8565, 29, 29, 7806, 126, 30, 7, 126, 171, 253, 9694, 4847
INVAR-3, Run: 088, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 10137, 23, 23, 9366, 128, 32, 3, 128, 175, 257, 12470, 6235
INVAR-3, Run: 089, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0, 95, 259, 9129, 20, 20, 8352, 129, 28, 6, 129, 177, 259, 11300, 5650
INVAR-3, Run: 090, P, 27, 0, 0, 0, 1, 0, 1, 0, 819, 819, 0, 0, 109, 273, 11074, 28, 28, 10255, 136, 23, 4, 136, 191, 273, 13002, 6501
INVAR-3, Run: 091, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 9472, 23, 23, 8677, 132, 25, 6, 132, 183, 265, 13680, 6840
INVAR-3, Run: 092, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0, 101, 265, 9838, 30, 30, 9043, 132, 24, 7, 132, 183, 265, 13330, 6665
INVAR-3, Run: 093, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 9560, 25, 25, 8777, 130, 23, 10, 130, 179, 261, 10832, 5416
INVAR-3, Run: 094, P, 37, 0, 0, 0, 1, 0, 1, 0, 759, 759, 0, 0, 89, 253, 8433, 27, 27, 7674, 126, 32, 5, 126, 171, 253, 10544, 5272
INVAR-3, Run: 095, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 11653, 28, 28, 10870, 130, 24, 9, 130, 179, 261, 11898, 5949
INVAR-3, Run: 096, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 9306, 34, 34, 8535, 128, 32, 3, 128, 175, 257, 8638, 4319
INVAR-3, Run: 097, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0, 97, 261, 9300, 26, 26, 8517, 130, 29, 4, 130, 179, 261, 12436, 6218
INVAR-3, Run: 098, P, 27, 0, 0, 0, 1, 0, 1, 0, 819, 819, 0, 0, 109, 273, 10204, 30, 30, 9385, 136, 23, 4, 136, 191, 273, 13428, 6714
INVAR-3, Run: 099, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 8818, 22, 22, 8047, 128, 30, 5, 128, 175, 257, 12736, 6368
INVAR-3, Run: 100, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0, 93, 257, 9210, 27, 27, 8439, 128, 31, 4, 128, 175, 257, 10936, 5468
INVAR-4, Run: 001, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1, 18, 57, 739, 8, 8, 567, 28, 9, 1, 28, 37, 57, 1211, 605
INVAR-4, Run: 002, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1, 22, 61, 865, 7, 7, 681, 30, 5, 3, 30, 41, 61, 937, 468
INVAR-4, Run: 003, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1, 18, 57, 819, 8, 8, 647, 28, 6, 4, 28, 37, 57, 1045, 522
INVAR-4, Run: 004, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1, 16, 55, 743, 6, 6, 577, 27, 10, 1, 27, 35, 55, 881, 440
INVAR-4, Run: 005, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 930, 12, 12, 752, 29, 8, 1, 29, 39, 59, 1043, 521
INVAR-4, Run: 006, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1, 18, 57, 968, 8, 8, 796, 28, 7, 3, 28, 37, 57, 853, 426
INVAR-4, Run: 007, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1, 24, 63, 810, 19, 19, 620, 31, 4, 3, 31, 43, 63, 753, 376
INVAR-4, Run: 008, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1, 18, 57, 842, 16, 16, 670, 28, 8, 2, 28, 37, 57, 1049, 524
INVAR-4, Run: 009, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 801, 10, 10, 623, 29, 9, 0, 29, 39, 59, 813, 406
INVAR-4, Run: 010, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1, 18, 57, 803, 12, 12, 631, 28, 9, 1, 28, 37, 57, 1091, 545
INVAR-4, Run: 011, P, 12, 0, 0, 0, 1, 0, 1, 0, 160, 160, 0, 1, 14, 53, 850, 3, 3, 690, 26, 9, 3, 26, 33, 53, 635, 317
INVAR-4, Run: 012, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1, 22, 61, 966, 12, 12, 782, 30, 8, 0, 30, 41, 61, 1349, 674
INVAR-4, Run: 013, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 969, 6, 6, 791, 29, 6, 3, 29, 39, 59, 1419, 709
INVAR-4, Run: 014, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1, 22, 61, 1128, 3, 3, 944, 30, 8, 0, 30, 41, 61, 1397, 698
INVAR-4, Run: 015, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1, 22, 61, 1072, 5, 5, 888, 30, 7, 1, 30, 41, 61, 1159, 579
INVAR-4, Run: 016, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1, 24, 63, 931, 8, 8, 741, 31, 5, 2, 31, 43, 63, 857, 428
INVAR-4, Run: 017, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1, 24, 63, 1049, 7, 7, 859, 31, 5, 2, 31, 43, 63, 1601, 800
INVAR-4, Run: 018, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1, 22, 61, 871, 7, 7, 687, 30, 7, 1, 30, 41, 61, 1327, 663
INVAR-4, Run: 019, P, 6, 0, 0, 0, 1, 0, 1, 0, 196, 196, 0, 1, 26, 65, 1091, 9, 9, 895, 32, 5, 1, 32, 45, 65, 1425, 712
INVAR-4, Run: 020, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1, 16, 55, 719, 4, 4, 553, 27, 9, 2, 27, 35, 55, 1073, 536
INVAR-4, Run: 021, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 824, 16, 16, 646, 29, 4, 5, 29, 39, 59, 1345, 672
INVAR-4, Run: 022, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1, 18, 57, 631, 11, 11, 459, 28, 6, 4, 28, 37, 57, 1047, 523
INVAR-4, Run: 023, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1, 24, 63, 908, 13, 13, 718, 31, 7, 0, 31, 43, 63, 1095, 547
INVAR-4, Run: 024, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1, 22, 61, 845, 12, 12, 661, 30, 8, 0, 30, 41, 61, 679, 339
INVAR-4, Run: 025, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1, 16, 55, 843, 5, 5, 677, 27, 9, 2, 27, 35, 55, 897, 448
INVAR-4, Run: 026, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 956, 12, 12, 778, 29, 8, 1, 29, 39, 59, 1411, 705
INVAR-4, Run: 027, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1, 16, 55, 779, 2, 2, 613, 27, 8, 3, 27, 35, 55, 873, 436
INVAR-4, Run: 028, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 900, 12, 12, 722, 29, 6, 3, 29, 39, 59, 1349, 674
INVAR-4, Run: 029, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1, 18, 57, 914, 7, 7, 742, 28, 7, 3, 28, 37, 57, 1239, 619
INVAR-4, Run: 030, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 691, 9, 9, 513, 29, 6, 3, 29, 39, 59, 585, 292
INVAR-4, Run: 031, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1, 20, 59, 851, 7, 7, 673, 29, 7, 2, 29, 39, 59, 1249, 624
INVAR-4, Run: 032, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1, 16, 55, 825, 5, 5, 659, 27, 7, 4, 27, 35, 55, 671, 335
