Input Number, Run_Number, Result@ 100, X2, X1, Y, NEW_REACTION, Reaction1, Reaction2
INVAR-1, Run: 032, F, 190, 0, 0, 102, 38, 38
INVAR-1, Run: 033, F, 222, 0, 0, 118, 38, 38
INVAR-1, Run: 034, F, 200, 0, 0, 107, 38, 38
INVAR-1, Run: 035, F, 196, 0, 0, 105, 38, 38
INVAR-1, Run: 036, F, 214, 0, 0, 114, 38, 38
INVAR-1, Run: 037, F, 192, 0, 0, 103, 38, 38
INVAR-1, Run: 038, F, 198, 0, 0, 106, 38, 38
INVAR-1, Run: 039, F, 160, 0, 0, 87, 38, 38
INVAR-1, Run: 040, F, 200, 0, 0, 107, 38, 38
INVAR-1, Run: 041, F, 210, 0, 0, 112, 38, 38
INVAR-1, Run: 042, F, 170, 0, 0, 92, 38, 38
INVAR-1, Run: 043, F, 204, 0, 0, 109, 38, 38
INVAR-1, Run: 044, F, 166, 0, 0, 90, 38, 38
INVAR-1, Run: 045, F, 160, 0, 0, 87, 38, 38
INVAR-1, Run: 046, F, 200, 0, 0, 107, 38, 38
INVAR-1, Run: 047, F, 178, 0, 0, 96, 38, 38
INVAR-1, Run: 048, F, 176, 0, 0, 95, 38, 38
INVAR-1, Run: 049, F, 138, 0, 0, 76, 38, 38
INVAR-1, Run: 050, F, 180, 0, 0, 97, 38, 38
INVAR-1, Run: 051, F, 164, 0, 0, 89, 38, 38
INVAR-1, Run: 052, F, 198, 0, 0, 106, 38, 38
INVAR-1, Run: 053, F, 174, 0, 0, 94, 38, 38
INVAR-1, Run: 054, F, 228, 0, 0, 121, 38, 38
INVAR-1, Run: 055, F, 188, 0, 0, 101, 38, 38
INVAR-1, Run: 056, F, 170, 0, 0, 92, 38, 38
INVAR-1, Run: 057, F, 210, 0, 0, 112, 38, 38
INVAR-1, Run: 058, F, 194, 0, 0, 104, 38, 38
INVAR-1, Run: 059, F, 166, 0, 0, 90, 38, 38
INVAR-1, Run: 060, F, 214, 0, 0, 114, 38, 38
INVAR-1, Run: 061, F, 214, 0, 0, 114, 38, 38
INVAR-1, Run: 062, F, 208, 0, 0, 111, 38, 38
INVAR-1, Run: 063, F, 206, 0, 0, 110, 38, 38
INVAR-1, Run: 064, F, 194, 0, 0, 104, 38, 38
INVAR-1, Run: 065, F, 172, 0, 0, 93, 38, 38
INVAR-1, Run: 066, F, 210, 0, 0, 112, 38, 38
INVAR-1, Run: 067, F, 202, 0, 0, 108, 38, 38
INVAR-1, Run: 068, F, 192, 0, 0, 103, 38, 38
INVAR-1, Run: 069, F, 170, 0, 0, 92, 38, 38
INVAR-1, Run: 070, F, 190, 0, 0, 102, 38, 38
INVAR-1, Run: 071, F, 208, 0, 0, 111, 38, 38
INVAR-1, Run: 072, F, 180, 0, 0, 97, 38, 38
INVAR-1, Run: 073, F, 190, 0, 0, 102, 38, 38
INVAR-1, Run: 074, F, 184, 0, 0, 99, 38, 38
INVAR-1, Run: 075, F, 202, 0, 0, 108, 38, 38
INVAR-1, Run: 076, F, 188, 0, 0, 101, 38, 38
INVAR-1, Run: 077, F, 214, 0, 0, 114, 38, 38
INVAR-1, Run: 078, F, 192, 0, 0, 103, 38, 38
INVAR-1, Run: 079, F, 180, 0, 0, 97, 38, 38
INVAR-1, Run: 080, F, 194, 0, 0, 104, 38, 38
INVAR-1, Run: 081, F, 160, 0, 0, 87, 38, 38
INVAR-1, Run: 082, F, 218, 0, 0, 116, 38, 38
INVAR-1, Run: 083, F, 176, 0, 0, 95, 38, 38
INVAR-1, Run: 084, F, 164, 0, 0, 89, 38, 38
INVAR-1, Run: 085, F, 222, 0, 0, 118, 38, 38
INVAR-1, Run: 086, F, 210, 0, 0, 112, 38, 38
INVAR-1, Run: 087, F, 170, 0, 0, 92, 38, 38
INVAR-1, Run: 088, F, 174, 0, 0, 94, 38, 38
INVAR-1, Run: 089, F, 182, 0, 0, 98, 38, 38
INVAR-1, Run: 090, F, 198, 0, 0, 106, 38, 38
INVAR-1, Run: 091, F, 146, 0, 0, 80, 38, 38
INVAR-1, Run: 092, F, 188, 0, 0, 101, 38, 38
INVAR-1, Run: 093, F, 188, 0, 0, 101, 38, 38
INVAR-1, Run: 094, F, 160, 0, 0, 87, 38, 38
INVAR-1, Run: 095, F, 186, 0, 0, 100, 38, 38
INVAR-1, Run: 096, F, 132, 0, 0, 73, 38, 38
INVAR-1, Run: 097, F, 196, 0, 0, 105, 38, 38
INVAR-1, Run: 098, F, 184, 0, 0, 99, 38, 38
INVAR-1, Run: 099, F, 212, 0, 0, 113, 38, 38
INVAR-1, Run: 100, F, 222, 0, 0, 118, 38, 38
INVAR-10, Run: 001, F, 190, 0, 0, 99, 50, 50
INVAR-10, Run: 002, F, 174, 0, 0, 91, 50, 50
INVAR-10, Run: 003, F, 202, 0, 0, 105, 50, 50
INVAR-10, Run: 004, F, 174, 0, 0, 91, 50, 50
INVAR-10, Run: 005, F, 174, 0, 0, 91, 50, 50
INVAR-10, Run: 006, F, 184, 0, 0, 96, 50, 50
INVAR-10, Run: 007, F, 168, 0, 0, 88, 50, 50
INVAR-10, Run: 008, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 009, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 010, F, 200, 0, 0, 104, 50, 50
INVAR-10, Run: 011, F, 138, 0, 0, 73, 50, 50
INVAR-10, Run: 012, F, 182, 0, 0, 95, 50, 50
INVAR-10, Run: 013, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 014, F, 224, 0, 0, 116, 50, 50
INVAR-10, Run: 015, F, 196, 0, 0, 102, 50, 50
INVAR-10, Run: 016, F, 228, 0, 0, 118, 50, 50
INVAR-10, Run: 017, F, 158, 0, 0, 83, 50, 50
INVAR-10, Run: 018, F, 204, 0, 0, 106, 50, 50
INVAR-10, Run: 019, F, 208, 0, 0, 108, 50, 50
INVAR-10, Run: 020, F, 188, 0, 0, 98, 50, 50
INVAR-10, Run: 021, F, 150, 0, 0, 79, 50, 50
INVAR-10, Run: 022, F, 172, 0, 0, 90, 50, 50
INVAR-10, Run: 023, F, 196, 0, 0, 102, 50, 50
INVAR-10, Run: 024, F, 178, 0, 0, 93, 50, 50
INVAR-10, Run: 025, F, 162, 0, 0, 85, 50, 50
INVAR-10, Run: 026, F, 164, 0, 0, 86, 50, 50
INVAR-10, Run: 027, F, 196, 0, 0, 102, 50, 50
INVAR-10, Run: 028, F, 206, 0, 0, 107, 50, 50
INVAR-10, Run: 029, F, 178, 0, 0, 93, 50, 50
INVAR-10, Run: 030, F, 172, 0, 0, 90, 50, 50
INVAR-10, Run: 031, F, 206, 0, 0, 107, 50, 50
INVAR-10, Run: 032, F, 208, 0, 0, 108, 50, 50
INVAR-10, Run: 033, F, 218, 0, 0, 113, 50, 50
INVAR-10, Run: 034, F, 232, 0, 0, 120, 50, 50
INVAR-10, Run: 035, F, 196, 0, 0, 102, 50, 50
INVAR-10, Run: 036, F, 176, 0, 0, 92, 50, 50
INVAR-10, Run: 037, F, 216, 0, 0, 112, 50, 50
INVAR-10, Run: 038, F, 164, 0, 0, 86, 50, 50
INVAR-10, Run: 039, F, 224, 0, 0, 116, 50, 50
INVAR-10, Run: 040, F, 208, 0, 0, 108, 50, 50
INVAR-10, Run: 041, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 042, F, 166, 0, 0, 87, 50, 50
INVAR-10, Run: 043, F, 210, 0, 0, 109, 50, 50
INVAR-10, Run: 044, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 045, F, 208, 0, 0, 108, 50, 50
INVAR-10, Run: 046, F, 176, 0, 0, 92, 50, 50
INVAR-10, Run: 047, F, 176, 0, 0, 92, 50, 50
INVAR-10, Run: 048, F, 180, 0, 0, 94, 50, 50
INVAR-10, Run: 049, F, 174, 0, 0, 91, 50, 50
INVAR-10, Run: 050, F, 172, 0, 0, 90, 50, 50
INVAR-10, Run: 051, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 052, F, 202, 0, 0, 105, 50, 50
INVAR-10, Run: 053, F, 194, 0, 0, 101, 50, 50
INVAR-10, Run: 054, F, 180, 0, 0, 94, 50, 50
INVAR-10, Run: 055, F, 186, 0, 0, 97, 50, 50
INVAR-10, Run: 056, F, 174, 0, 0, 91, 50, 50
INVAR-10, Run: 057, F, 168, 0, 0, 88, 50, 50
INVAR-10, Run: 058, F, 202, 0, 0, 105, 50, 50
INVAR-10, Run: 059, F, 186, 0, 0, 97, 50, 50
INVAR-10, Run: 060, F, 180, 0, 0, 94, 50, 50
INVAR-10, Run: 061, F, 198, 0, 0, 103, 50, 50
INVAR-10, Run: 062, F, 168, 0, 0, 88, 50, 50
INVAR-10, Run: 063, F, 196, 0, 0, 102, 50, 50
INVAR-10, Run: 064, F, 210, 0, 0, 109, 50, 50
INVAR-10, Run: 065, F, 200, 0, 0, 104, 50, 50
INVAR-10, Run: 066, F, 162, 0, 0, 85, 50, 50
INVAR-10, Run: 067, F, 202, 0, 0, 105, 50, 50
INVAR-10, Run: 068, F, 214, 0, 0, 111, 50, 50
INVAR-10, Run: 069, F, 230, 0, 0, 119, 50, 50
INVAR-10, Run: 070, F, 160, 0, 0, 84, 50, 50
INVAR-10, Run: 071, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 072, F, 190, 0, 0, 99, 50, 50
INVAR-10, Run: 073, F, 160, 0, 0, 84, 50, 50
INVAR-10, Run: 074, F, 180, 0, 0, 94, 50, 50
INVAR-10, Run: 075, F, 182, 0, 0, 95, 50, 50
INVAR-10, Run: 076, F, 176, 0, 0, 92, 50, 50
INVAR-10, Run: 077, F, 196, 0, 0, 102, 50, 50
INVAR-10, Run: 078, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 079, F, 198, 0, 0, 103, 50, 50
INVAR-10, Run: 080, F, 222, 0, 0, 115, 50, 50
INVAR-10, Run: 081, F, 178, 0, 0, 93, 50, 50
INVAR-10, Run: 082, F, 162, 0, 0, 85, 50, 50
INVAR-10, Run: 083, F, 220, 0, 0, 114, 50, 50
INVAR-10, Run: 084, F, 192, 0, 0, 100, 50, 50
INVAR-10, Run: 085, F, 180, 0, 0, 94, 50, 50
INVAR-10, Run: 086, F, 198, 0, 0, 103, 50, 50
INVAR-10, Run: 087, F, 208, 0, 0, 108, 50, 50
INVAR-10, Run: 088, F, 184, 0, 0, 96, 50, 50
INVAR-10, Run: 089, F, 188, 0, 0, 98, 50, 50
INVAR-10, Run: 090, F, 182, 0, 0, 95, 50, 50
INVAR-10, Run: 091, F, 190, 0, 0, 99, 50, 50
INVAR-10, Run: 092, F, 176, 0, 0, 92, 50, 50
INVAR-10, Run: 093, F, 182, 0, 0, 95, 50, 50
INVAR-10, Run: 094, F, 184, 0, 0, 96, 50, 50
INVAR-10, Run: 095, F, 180, 0, 0, 94, 50, 50
INVAR-10, Run: 096, F, 180, 0, 0, 94, 50, 50
INVAR-10, Run: 097, F, 194, 0, 0, 101, 50, 50
INVAR-10, Run: 098, F, 214, 0, 0, 111, 50, 50
INVAR-10, Run: 099, F, 230, 0, 0, 119, 50, 50
INVAR-10, Run: 100, F, 174, 0, 0, 91, 50, 50
INVAR-11, Run: 001, F, 132, 0, 0, 87, 100, 100
INVAR-11, Run: 002, F, 166, 0, 0, 104, 100, 100
INVAR-11, Run: 003, F, 170, 0, 0, 106, 100, 100
INVAR-11, Run: 004, F, 154, 0, 0, 98, 100, 100
INVAR-11, Run: 005, F, 146, 0, 0, 94, 100, 100
INVAR-11, Run: 006, F, 172, 0, 0, 107, 100, 100
INVAR-11, Run: 007, F, 180, 0, 0, 111, 100, 100
INVAR-11, Run: 008, F, 188, 0, 0, 115, 100, 100
INVAR-11, Run: 009, F, 158, 0, 0, 100, 100, 100
INVAR-11, Run: 010, F, 134, 0, 0, 88, 100, 100
INVAR-11, Run: 011, F, 124, 0, 0, 83, 100, 100
INVAR-11, Run: 012, F, 162, 0, 0, 102, 100, 100
INVAR-11, Run: 013, F, 184, 0, 0, 113, 100, 100
INVAR-11, Run: 014, F, 188, 0, 0, 115, 100, 100
INVAR-11, Run: 015, F, 172, 0, 0, 107, 100, 100
INVAR-11, Run: 016, F, 168, 0, 0, 105, 100, 100
INVAR-11, Run: 017, F, 188, 0, 0, 115, 100, 100
INVAR-11, Run: 018, F, 112, 0, 0, 77, 100, 100
INVAR-11, Run: 019, F, 170, 0, 0, 106, 100, 100
INVAR-11, Run: 020, F, 120, 0, 0, 81, 100, 100
INVAR-11, Run: 021, F, 178, 0, 0, 110, 100, 100
INVAR-11, Run: 022, F, 162, 0, 0, 102, 100, 100
INVAR-11, Run: 023, F, 162, 0, 0, 102, 100, 100
INVAR-11, Run: 024, F, 156, 0, 0, 99, 100, 100
INVAR-11, Run: 025, F, 146, 0, 0, 94, 100, 100
INVAR-11, Run: 026, F, 190, 0, 0, 116, 100, 100
INVAR-11, Run: 027, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 028, F, 174, 0, 0, 108, 100, 100
INVAR-11, Run: 029, F, 160, 0, 0, 101, 100, 100
INVAR-11, Run: 030, F, 138, 0, 0, 90, 100, 100
INVAR-11, Run: 031, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 032, F, 170, 0, 0, 106, 100, 100
INVAR-11, Run: 033, F, 120, 0, 0, 81, 100, 100
INVAR-11, Run: 034, F, 164, 0, 0, 103, 100, 100
INVAR-11, Run: 035, F, 158, 0, 0, 100, 100, 100
INVAR-11, Run: 036, F, 124, 0, 0, 83, 100, 100
INVAR-11, Run: 037, F, 186, 0, 0, 114, 100, 100
INVAR-11, Run: 038, F, 202, 0, 0, 122, 100, 100
INVAR-11, Run: 039, F, 136, 0, 0, 89, 100, 100
INVAR-11, Run: 040, F, 150, 0, 0, 96, 100, 100
INVAR-11, Run: 041, F, 110, 0, 0, 76, 100, 100
INVAR-11, Run: 042, F, 154, 0, 0, 98, 100, 100
INVAR-11, Run: 043, F, 196, 0, 0, 119, 100, 100
INVAR-11, Run: 044, F, 178, 0, 0, 110, 100, 100
INVAR-11, Run: 045, F, 154, 0, 0, 98, 100, 100
INVAR-11, Run: 046, F, 140, 0, 0, 91, 100, 100
INVAR-11, Run: 047, F, 162, 0, 0, 102, 100, 100
INVAR-11, Run: 048, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 049, F, 158, 0, 0, 100, 100, 100
INVAR-11, Run: 050, F, 148, 0, 0, 95, 100, 100
INVAR-11, Run: 051, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 052, F, 158, 0, 0, 100, 100, 100
INVAR-11, Run: 053, F, 136, 0, 0, 89, 100, 100
INVAR-11, Run: 054, F, 164, 0, 0, 103, 100, 100
INVAR-11, Run: 055, F, 178, 0, 0, 110, 100, 100
INVAR-11, Run: 056, F, 146, 0, 0, 94, 100, 100
INVAR-11, Run: 057, F, 164, 0, 0, 103, 100, 100
INVAR-11, Run: 058, F, 134, 0, 0, 88, 100, 100
INVAR-11, Run: 059, F, 146, 0, 0, 94, 100, 100
INVAR-11, Run: 060, F, 126, 0, 0, 84, 100, 100
INVAR-11, Run: 061, F, 182, 0, 0, 112, 100, 100
INVAR-11, Run: 062, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 063, F, 132, 0, 0, 87, 100, 100
INVAR-11, Run: 064, F, 152, 0, 0, 97, 100, 100
INVAR-11, Run: 065, F, 148, 0, 0, 95, 100, 100
INVAR-11, Run: 066, F, 172, 0, 0, 107, 100, 100
INVAR-11, Run: 067, F, 160, 0, 0, 101, 100, 100
INVAR-11, Run: 068, F, 126, 0, 0, 84, 100, 100
INVAR-11, Run: 069, F, 154, 0, 0, 98, 100, 100
INVAR-11, Run: 070, F, 146, 0, 0, 94, 100, 100
INVAR-11, Run: 071, F, 162, 0, 0, 102, 100, 100
INVAR-11, Run: 072, F, 202, 0, 0, 122, 100, 100
INVAR-11, Run: 073, F, 164, 0, 0, 103, 100, 100
INVAR-11, Run: 074, F, 152, 0, 0, 97, 100, 100
INVAR-11, Run: 075, F, 158, 0, 0, 100, 100, 100
INVAR-11, Run: 076, F, 148, 0, 0, 95, 100, 100
INVAR-11, Run: 077, F, 160, 0, 0, 101, 100, 100
INVAR-11, Run: 078, F, 154, 0, 0, 98, 100, 100
INVAR-11, Run: 079, F, 150, 0, 0, 96, 100, 100
INVAR-11, Run: 080, F, 168, 0, 0, 105, 100, 100
INVAR-11, Run: 081, F, 152, 0, 0, 97, 100, 100
INVAR-11, Run: 082, F, 144, 0, 0, 93, 100, 100
INVAR-11, Run: 083, F, 180, 0, 0, 111, 100, 100
INVAR-11, Run: 084, F, 170, 0, 0, 106, 100, 100
INVAR-11, Run: 085, F, 186, 0, 0, 114, 100, 100
INVAR-11, Run: 086, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 087, F, 170, 0, 0, 106, 100, 100
INVAR-11, Run: 088, F, 144, 0, 0, 93, 100, 100
INVAR-11, Run: 089, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 090, F, 170, 0, 0, 106, 100, 100
INVAR-11, Run: 091, F, 156, 0, 0, 99, 100, 100
INVAR-11, Run: 092, F, 176, 0, 0, 109, 100, 100
INVAR-11, Run: 093, F, 178, 0, 0, 110, 100, 100
INVAR-11, Run: 094, F, 150, 0, 0, 96, 100, 100
INVAR-11, Run: 095, F, 142, 0, 0, 92, 100, 100
INVAR-11, Run: 096, F, 158, 0, 0, 100, 100, 100
INVAR-11, Run: 097, F, 154, 0, 0, 98, 100, 100
INVAR-11, Run: 098, F, 176, 0, 0, 109, 100, 100
INVAR-11, Run: 099, F, 144, 0, 0, 93, 100, 100
INVAR-11, Run: 100, F, 156, 0, 0, 99, 100, 100
INVAR-12, Run: 001, F, 100, 0, 0, 85, 200, 200
INVAR-12, Run: 002, F, 118, 0, 0, 94, 200, 200
INVAR-12, Run: 003, F, 124, 0, 0, 97, 200, 200
INVAR-12, Run: 004, F, 150, 0, 0, 110, 200, 200
INVAR-12, Run: 005, F, 140, 0, 0, 105, 200, 200
INVAR-12, Run: 006, F, 112, 0, 0, 91, 200, 200
INVAR-12, Run: 007, F, 158, 0, 0, 114, 200, 200
INVAR-12, Run: 008, F, 96, 0, 0, 83, 200, 200
INVAR-12, Run: 009, F, 122, 0, 0, 96, 200, 200
INVAR-12, Run: 010, F, 120, 0, 0, 95, 200, 200
INVAR-12, Run: 011, F, 156, 0, 0, 113, 200, 200
INVAR-12, Run: 012, F, 158, 0, 0, 114, 200, 200
INVAR-12, Run: 013, F, 140, 0, 0, 105, 200, 200
INVAR-12, Run: 014, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 015, F, 158, 0, 0, 114, 200, 200
INVAR-12, Run: 016, F, 116, 0, 0, 93, 200, 200
INVAR-12, Run: 017, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 018, F, 116, 0, 0, 93, 200, 200
INVAR-12, Run: 019, F, 166, 0, 0, 118, 200, 200
INVAR-12, Run: 020, F, 156, 0, 0, 113, 200, 200
INVAR-12, Run: 021, F, 110, 0, 0, 90, 200, 200
INVAR-12, Run: 022, F, 128, 0, 0, 99, 200, 200
INVAR-12, Run: 023, F, 118, 0, 0, 94, 200, 200
INVAR-12, Run: 024, F, 136, 0, 0, 103, 200, 200
INVAR-12, Run: 025, F, 110, 0, 0, 90, 200, 200
INVAR-12, Run: 026, F, 146, 0, 0, 108, 200, 200
INVAR-12, Run: 027, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 028, F, 132, 0, 0, 101, 200, 200
INVAR-12, Run: 029, F, 116, 0, 0, 93, 200, 200
INVAR-12, Run: 030, F, 124, 0, 0, 97, 200, 200
INVAR-12, Run: 031, F, 126, 0, 0, 98, 200, 200
INVAR-12, Run: 032, F, 124, 0, 0, 97, 200, 200
INVAR-12, Run: 033, F, 126, 0, 0, 98, 200, 200
INVAR-12, Run: 034, F, 150, 0, 0, 110, 200, 200
INVAR-12, Run: 035, F, 122, 0, 0, 96, 200, 200
INVAR-12, Run: 036, F, 136, 0, 0, 103, 200, 200
INVAR-12, Run: 037, F, 128, 0, 0, 99, 200, 200
INVAR-12, Run: 038, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 039, F, 126, 0, 0, 98, 200, 200
INVAR-12, Run: 040, F, 128, 0, 0, 99, 200, 200
INVAR-12, Run: 041, F, 142, 0, 0, 106, 200, 200
INVAR-12, Run: 042, F, 118, 0, 0, 94, 200, 200
INVAR-12, Run: 043, F, 130, 0, 0, 100, 200, 200
INVAR-12, Run: 044, F, 162, 0, 0, 116, 200, 200
INVAR-12, Run: 045, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 046, F, 126, 0, 0, 98, 200, 200
INVAR-12, Run: 047, F, 126, 0, 0, 98, 200, 200
INVAR-12, Run: 048, F, 158, 0, 0, 114, 200, 200
INVAR-12, Run: 049, F, 126, 0, 0, 98, 200, 200
INVAR-12, Run: 050, F, 122, 0, 0, 96, 200, 200
INVAR-12, Run: 051, F, 94, 0, 0, 82, 200, 200
INVAR-12, Run: 052, F, 120, 0, 0, 95, 200, 200
INVAR-12, Run: 053, F, 102, 0, 0, 86, 200, 200
INVAR-12, Run: 054, F, 160, 0, 0, 115, 200, 200
INVAR-12, Run: 055, F, 128, 0, 0, 99, 200, 200
INVAR-12, Run: 056, F, 172, 0, 0, 121, 200, 200
INVAR-12, Run: 057, F, 134, 0, 0, 102, 200, 200
INVAR-12, Run: 058, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 059, F, 182, 0, 0, 126, 200, 200
INVAR-12, Run: 060, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 061, F, 102, 0, 0, 86, 200, 200
INVAR-12, Run: 062, F, 144, 0, 0, 107, 200, 200
INVAR-12, Run: 063, F, 138, 0, 0, 104, 200, 200
INVAR-12, Run: 064, F, 128, 0, 0, 99, 200, 200
INVAR-12, Run: 065, F, 116, 0, 0, 93, 200, 200
INVAR-12, Run: 066, F, 100, 0, 0, 85, 200, 200
INVAR-12, Run: 067, F, 130, 0, 0, 100, 200, 200
INVAR-12, Run: 068, F, 90, 0, 0, 80, 200, 200
INVAR-12, Run: 069, F, 130, 0, 0, 100, 200, 200
INVAR-12, Run: 070, F, 136, 0, 0, 103, 200, 200
INVAR-12, Run: 071, F, 130, 0, 0, 100, 200, 200
INVAR-12, Run: 072, F, 150, 0, 0, 110, 200, 200
INVAR-12, Run: 073, F, 92, 0, 0, 81, 200, 200
INVAR-12, Run: 074, F, 88, 0, 0, 79, 200, 200
INVAR-12, Run: 075, F, 142, 0, 0, 106, 200, 200
INVAR-12, Run: 076, F, 166, 0, 0, 118, 200, 200
INVAR-12, Run: 077, F, 112, 0, 0, 91, 200, 200
INVAR-12, Run: 078, F, 172, 0, 0, 121, 200, 200
INVAR-12, Run: 079, F, 134, 0, 0, 102, 200, 200
INVAR-12, Run: 080, F, 158, 0, 0, 114, 200, 200
INVAR-12, Run: 081, F, 104, 0, 0, 87, 200, 200
INVAR-12, Run: 082, F, 144, 0, 0, 107, 200, 200
INVAR-12, Run: 083, F, 130, 0, 0, 100, 200, 200
INVAR-12, Run: 084, F, 120, 0, 0, 95, 200, 200
INVAR-12, Run: 085, F, 128, 0, 0, 99, 200, 200
INVAR-12, Run: 086, F, 160, 0, 0, 115, 200, 200
INVAR-12, Run: 087, F, 122, 0, 0, 96, 200, 200
INVAR-12, Run: 088, F, 162, 0, 0, 116, 200, 200
INVAR-12, Run: 089, F, 152, 0, 0, 111, 200, 200
INVAR-12, Run: 090, F, 122, 0, 0, 96, 200, 200
INVAR-12, Run: 091, F, 160, 0, 0, 115, 200, 200
INVAR-12, Run: 092, F, 108, 0, 0, 89, 200, 200
INVAR-12, Run: 093, F, 118, 0, 0, 94, 200, 200
INVAR-12, Run: 094, F, 92, 0, 0, 81, 200, 200
INVAR-12, Run: 095, F, 118, 0, 0, 94, 200, 200
INVAR-12, Run: 096, F, 140, 0, 0, 105, 200, 200
INVAR-12, Run: 097, F, 158, 0, 0, 114, 200, 200
INVAR-12, Run: 098, F, 124, 0, 0, 97, 200, 200
INVAR-12, Run: 099, F, 142, 0, 0, 106, 200, 200
INVAR-12, Run: 100, F, 112, 0, 0, 91, 200, 200
INVAR-13, Run: 001, F, 215, 0, 0, 114, 18, 18
INVAR-13, Run: 002, F, 183, 0, 0, 98, 18, 18
INVAR-13, Run: 003, F, 203, 0, 0, 108, 18, 18
INVAR-13, Run: 004, F, 163, 0, 0, 88, 18, 18
INVAR-13, Run: 005, F, 223, 0, 0, 118, 18, 18
INVAR-13, Run: 006, F, 229, 0, 0, 121, 18, 18
INVAR-13, Run: 007, F, 213, 0, 0, 113, 18, 18
INVAR-13, Run: 008, F, 173, 0, 0, 93, 18, 18
INVAR-13, Run: 009, F, 157, 0, 0, 85, 18, 18
INVAR-13, Run: 010, F, 187, 0, 0, 100, 18, 18
INVAR-13, Run: 011, F, 191, 0, 0, 102, 18, 18
INVAR-13, Run: 012, F, 243, 0, 0, 128, 18, 18
INVAR-13, Run: 013, F, 181, 0, 0, 97, 18, 18
INVAR-13, Run: 014, F, 163, 0, 0, 88, 18, 18
INVAR-13, Run: 015, F, 191, 0, 0, 102, 18, 18
INVAR-13, Run: 016, F, 205, 0, 0, 109, 18, 18
INVAR-13, Run: 017, F, 179, 0, 0, 96, 18, 18
INVAR-13, Run: 018, F, 187, 0, 0, 100, 18, 18
INVAR-13, Run: 019, F, 187, 0, 0, 100, 18, 18
INVAR-13, Run: 020, F, 155, 0, 0, 84, 18, 18
INVAR-13, Run: 021, F, 185, 0, 0, 99, 18, 18
