Input Number, Run_Number, Result@ 100, Y, B, X1, A, C, PO, D, CO, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 0, 474, 127, 1, 2, 99, 1, 129, 200, 4692, 55, 53, 4565, 100, 64, 35, 99, 164, 200, 7547, 3773
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 0, 214, 387, 1, 0, 100, 1, 387, 200, 4985, 68, 68, 4598, 100, 63, 36, 100, 293, 200, 9437, 4718
INVAR-10, Run: 048, F, 0, 0, 0, 0, 0, 0, 78, 523, 1, 2, 99, 1, 525, 200, 4390, 70, 68, 3867, 100, 54, 45, 99, 362, 200, 9101, 4550
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 0, 344, 257, 1, 0, 100, 1, 257, 200, 4956, 43, 43, 4699, 100, 63, 36, 100, 228, 200, 9845, 4922
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 0, 168, 433, 1, 2, 99, 1, 435, 200, 4518, 64, 62, 4085, 100, 59, 40, 99, 317, 200, 10733, 5366
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 0, 490, 111, 1, 0, 100, 1, 111, 200, 3781, 65, 65, 3670, 100, 63, 36, 100, 155, 200, 8061, 4030
INVAR-10, Run: 052, F, 0, 0, 0, 0, 0, 0, 528, 73, 1, 2, 99, 1, 75, 200, 3541, 60, 58, 3468, 100, 61, 38, 99, 137, 200, 5761, 2880
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 0, 342, 259, 1, 0, 100, 1, 259, 200, 3757, 69, 69, 3498, 100, 63, 36, 100, 229, 200, 8903, 4451
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 266, 335, 1, 2, 99, 1, 337, 200, 4671, 72, 70, 4336, 100, 58, 41, 99, 268, 200, 10083, 5041
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 0, 10, 590, 1, 0, 100, 0, 590, 200, 5606, 57, 57, 5016, 100, 56, 43, 100, 395, 200, 11818, 5909
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 196, 405, 1, 0, 100, 1, 405, 200, 5728, 66, 66, 5323, 100, 57, 42, 100, 302, 200, 11969, 5984
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 0, 228, 372, 1, 0, 100, 0, 372, 200, 4852, 92, 92, 4480, 100, 67, 32, 100, 286, 200, 8854, 4427
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 0, 404, 197, 1, 0, 100, 1, 197, 200, 4235, 82, 82, 4038, 100, 60, 39, 100, 198, 200, 8171, 4085
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 0, 150, 450, 1, 2, 99, 0, 452, 200, 5343, 64, 62, 4893, 100, 69, 30, 99, 326, 200, 10308, 5154
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 0, 306, 295, 1, 0, 100, 1, 295, 200, 6080, 58, 58, 5785, 100, 73, 26, 100, 247, 200, 10247, 5123
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 0, 156, 445, 1, 0, 100, 1, 445, 200, 4983, 58, 58, 4538, 100, 60, 39, 100, 322, 200, 10187, 5093
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 0, 544, 57, 1, 0, 100, 1, 57, 200, 3903, 73, 73, 3846, 100, 54, 45, 100, 128, 200, 6085, 3042
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 0, 538, 63, 1, 0, 100, 1, 63, 200, 4050, 53, 53, 3987, 100, 55, 44, 100, 131, 200, 6521, 3260
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 0, 510, 91, 1, 0, 100, 1, 91, 200, 4980, 87, 87, 4889, 100, 57, 42, 100, 145, 200, 7009, 3504
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 0, 192, 408, 1, 0, 100, 0, 408, 200, 4051, 64, 64, 3643, 100, 59, 40, 100, 304, 200, 8928, 4464
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 0, 340, 260, 1, 2, 99, 0, 262, 200, 5330, 53, 51, 5070, 100, 74, 25, 99, 231, 200, 10054, 5027
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 0, 528, 73, 1, 0, 100, 1, 73, 200, 4265, 87, 87, 4192, 100, 61, 38, 100, 136, 200, 7817, 3908
INVAR-10, Run: 068, F, 0, 0, 0, 0, 0, 0, 298, 303, 1, 0, 100, 1, 303, 200, 4974, 81, 81, 4671, 100, 49, 50, 100, 251, 200, 9513, 4756
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 0, 308, 293, 1, 0, 100, 1, 293, 200, 4749, 72, 72, 4456, 100, 54, 45, 100, 246, 200, 8097, 4048
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 0, 450, 151, 1, 0, 100, 1, 151, 200, 3475, 78, 78, 3324, 100, 69, 30, 100, 175, 200, 8207, 4103
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 0, 474, 126, 1, 0, 100, 0, 126, 200, 4135, 79, 79, 4009, 100, 57, 42, 100, 163, 200, 7906, 3953
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 0, 542, 59, 1, 0, 100, 1, 59, 200, 5760, 76, 76, 5701, 100, 56, 43, 100, 129, 200, 7577, 3788
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 0, 102, 499, 1, 0, 100, 1, 499, 200, 5732, 55, 55, 5233, 100, 65, 34, 100, 349, 200, 10139, 5069
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 0, 292, 308, 1, 0, 100, 0, 308, 200, 4869, 60, 60, 4561, 100, 61, 38, 100, 254, 200, 10720, 5360
INVAR-10, Run: 075, F, 0, 0, 0, 0, 0, 0, 418, 182, 1, 0, 100, 0, 182, 200, 3976, 68, 68, 3794, 100, 55, 44, 100, 191, 200, 8060, 4030
INVAR-10, Run: 076, F, 0, 0, 0, 0, 0, 0, 188, 413, 1, 0, 100, 1, 413, 200, 4452, 69, 69, 4039, 100, 61, 38, 100, 306, 200, 8085, 4042
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 0, 544, 57, 1, 0, 100, 1, 57, 200, 3603, 48, 48, 3546, 100, 60, 39, 100, 128, 200, 6015, 3007
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 510, 91, 1, 0, 100, 1, 91, 200, 4518, 74, 74, 4427, 100, 55, 44, 100, 145, 200, 7571, 3785
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 0, 228, 373, 1, 0, 100, 1, 373, 200, 5549, 73, 73, 5176, 100, 68, 31, 100, 286, 200, 7403, 3701
INVAR-10, Run: 080, F, 0, 0, 0, 0, 0, 0, 368, 233, 1, 0, 100, 1, 233, 200, 4873, 62, 62, 4640, 100, 58, 41, 100, 216, 200, 9565, 4782
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 0, 348, 252, 1, 0, 100, 0, 252, 200, 5691, 63, 63, 5439, 100, 71, 28, 100, 226, 200, 8276, 4138
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 0, 120, 480, 1, 0, 100, 0, 480, 200, 4482, 47, 47, 4002, 100, 61, 38, 100, 340, 200, 10140, 5070
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 0, 536, 65, 1, 2, 99, 1, 67, 200, 4612, 61, 59, 4547, 100, 65, 34, 99, 133, 200, 6749, 3374
INVAR-10, Run: 084, F, 0, 0, 0, 0, 0, 0, 10, 590, 1, 0, 100, 0, 590, 200, 4067, 62, 62, 3477, 100, 70, 29, 100, 395, 200, 8336, 4168
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 0, 462, 138, 1, 2, 99, 0, 140, 200, 5067, 92, 90, 4929, 100, 62, 37, 99, 170, 200, 10386, 5193
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 0, 348, 252, 1, 0, 100, 0, 252, 200, 5338, 66, 66, 5086, 100, 67, 32, 100, 226, 200, 10276, 5138
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 0, 456, 144, 1, 0, 100, 0, 144, 200, 6281, 80, 80, 6137, 100, 68, 31, 100, 172, 200, 11718, 5859
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 0, 384, 217, 1, 0, 100, 1, 217, 200, 4883, 44, 44, 4666, 100, 68, 31, 100, 208, 200, 10807, 5403
INVAR-10, Run: 089, F, 0, 0, 0, 0, 0, 0, 226, 374, 1, 0, 100, 0, 374, 200, 5526, 60, 60, 5152, 100, 66, 33, 100, 287, 200, 8692, 4346
INVAR-10, Run: 090, F, 0, 0, 0, 0, 0, 0, 516, 85, 1, 0, 100, 1, 85, 200, 5553, 59, 59, 5468, 100, 66, 33, 100, 142, 200, 8041, 4020
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 0, 294, 306, 1, 0, 100, 0, 306, 200, 4649, 81, 81, 4343, 100, 67, 32, 100, 253, 200, 8130, 4065
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 0, 546, 54, 1, 0, 100, 0, 54, 200, 4841, 55, 55, 4787, 100, 59, 40, 100, 127, 200, 6166, 3083
INVAR-10, Run: 093, F, 0, 0, 0, 0, 0, 0, 534, 67, 1, 0, 100, 1, 67, 200, 4651, 64, 64, 4584, 100, 65, 34, 100, 133, 200, 6763, 3381
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 0, 538, 63, 1, 2, 99, 1, 65, 200, 3757, 71, 69, 3694, 100, 59, 40, 99, 132, 200, 5873, 2936
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 0, 552, 49, 1, 4, 98, 1, 53, 200, 3874, 72, 68, 3825, 100, 59, 40, 98, 126, 200, 6335, 3167
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 0, 550, 50, 1, 2, 99, 0, 52, 200, 3929, 62, 60, 3879, 100, 58, 41, 99, 126, 200, 7068, 3534
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 0, 526, 75, 1, 0, 100, 1, 75, 200, 3640, 52, 52, 3565, 100, 68, 31, 100, 137, 200, 6501, 3250
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 0, 408, 193, 1, 2, 99, 1, 195, 200, 4047, 54, 52, 3854, 100, 63, 36, 99, 197, 200, 7069, 3534
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 0, 222, 378, 1, 0, 100, 0, 378, 200, 4109, 59, 59, 3731, 100, 60, 39, 100, 289, 200, 8384, 4192
INVAR-10, Run: 100, F, 0, 0, 0, 0, 0, 0, 394, 207, 1, 0, 100, 1, 207, 200, 5013, 77, 77, 4806, 100, 65, 34, 100, 203, 200, 9059, 4529
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 0, 20, 149, 1, 0, 28, 1, 149, 56, 506, 21, 21, 357, 28, 17, 10, 28, 102, 56, 1415, 707
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 0, 134, 35, 1, 0, 28, 1, 35, 56, 801, 21, 21, 766, 28, 18, 9, 28, 45, 56, 1033, 516
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 0, 132, 37, 1, 0, 28, 1, 37, 56, 684, 19, 19, 647, 28, 18, 9, 28, 46, 56, 1129, 564
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 0, 144, 24, 1, 2, 27, 0, 26, 56, 673, 22, 20, 649, 28, 17, 10, 27, 41, 56, 882, 441
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 42, 127, 1, 0, 28, 1, 127, 56, 524, 19, 19, 397, 28, 15, 12, 28, 91, 56, 919, 459
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 0, 52, 117, 1, 2, 27, 1, 119, 56, 562, 16, 14, 445, 28, 20, 7, 27, 87, 56, 1101, 550
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 0, 100, 68, 1, 0, 28, 0, 68, 56, 620, 25, 25, 552, 28, 15, 12, 28, 62, 56, 1266, 633
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 0, 58, 110, 1, 0, 28, 0, 110, 56, 540, 13, 13, 430, 28, 20, 7, 28, 83, 56, 1246, 623
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 0, 148, 21, 1, 0, 28, 1, 21, 56, 508, 23, 23, 487, 28, 17, 10, 28, 38, 56, 901, 450
INVAR-2, Run: 010, F, 0, 0, 0, 0, 0, 0, 130, 38, 1, 2, 27, 0, 40, 56, 629, 17, 15, 591, 28, 19, 8, 27, 48, 56, 1274, 637
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 0, 136, 33, 1, 0, 28, 1, 33, 56, 692, 28, 28, 659, 28, 17, 10, 28, 44, 56, 929, 464
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 0, 122, 46, 1, 0, 28, 0, 46, 56, 629, 19, 19, 583, 28, 17, 10, 28, 51, 56, 1320, 660
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 0, 96, 73, 1, 0, 28, 1, 73, 56, 1116, 32, 32, 1043, 28, 16, 11, 28, 64, 56, 1715, 857
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 152, 17, 1, 2, 27, 1, 19, 56, 538, 30, 28, 521, 28, 16, 11, 27, 37, 56, 839, 419
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 28, 0, 28, 56, 402, 26, 26, 374, 28, 12, 15, 28, 42, 56, 966, 483
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 0, 30, 138, 1, 2, 27, 0, 140, 56, 743, 26, 24, 605, 28, 20, 7, 27, 98, 56, 1310, 655
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 0, 56, 113, 1, 0, 28, 1, 113, 56, 586, 25, 25, 473, 28, 20, 7, 28, 84, 56, 1061, 530
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 0, 144, 25, 1, 0, 28, 1, 25, 56, 519, 20, 20, 494, 28, 20, 7, 28, 40, 56, 899, 449
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 0, 54, 114, 1, 0, 28, 0, 114, 56, 758, 30, 30, 644, 28, 14, 13, 28, 85, 56, 974, 487
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 0, 126, 43, 1, 2, 27, 1, 45, 56, 409, 19, 17, 366, 28, 17, 10, 27, 50, 56, 603, 301
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 106, 63, 1, 0, 28, 1, 63, 56, 644, 9, 9, 581, 28, 20, 7, 28, 59, 56, 1213, 606
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 0, 50, 119, 1, 0, 28, 1, 119, 56, 1052, 9, 9, 933, 28, 17, 10, 28, 87, 56, 1401, 700
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 0, 134, 35, 1, 2, 27, 1, 37, 56, 773, 23, 21, 738, 28, 15, 12, 27, 46, 56, 971, 485
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 0, 126, 43, 1, 2, 27, 1, 45, 56, 575, 16, 14, 532, 28, 16, 11, 27, 50, 56, 831, 415
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 0, 98, 70, 1, 2, 27, 0, 72, 56, 485, 16, 14, 415, 28, 19, 8, 27, 64, 56, 1270, 635
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 156, 12, 1, 2, 27, 0, 14, 56, 312, 18, 16, 300, 28, 17, 10, 27, 35, 56, 736, 368
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 0, 94, 74, 1, 0, 28, 0, 74, 56, 660, 11, 11, 586, 28, 18, 9, 28, 65, 56, 1380, 690
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 0, 140, 29, 1, 2, 27, 1, 31, 56, 591, 27, 25, 562, 28, 16, 11, 27, 43, 56, 961, 480
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 0, 146, 23, 1, 2, 27, 1, 25, 56, 687, 13, 11, 664, 28, 16, 11, 27, 40, 56, 1001, 500
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 0, 128, 40, 1, 2, 27, 0, 42, 56, 636, 21, 19, 596, 28, 18, 9, 27, 49, 56, 814, 407
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 0, 18, 151, 1, 0, 28, 1, 151, 56, 633, 17, 17, 482, 28, 19, 8, 28, 103, 56, 1355, 677
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 0, 138, 31, 1, 0, 28, 1, 31, 56, 717, 23, 23, 686, 28, 15, 12, 28, 43, 56, 1093, 546
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 28, 0, 28, 56, 683, 13, 13, 655, 28, 18, 9, 28, 42, 56, 1198, 599
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 0, 28, 0, 26, 56, 500, 18, 18, 474, 28, 19, 8, 28, 41, 56, 904, 452
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 0, 28, 0, 32, 56, 540, 23, 23, 508, 28, 20, 7, 28, 44, 56, 934, 467
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 0, 148, 20, 1, 0, 28, 0, 20, 56, 412, 20, 20, 392, 28, 19, 8, 28, 38, 56, 678, 339
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 0, 140, 29, 1, 2, 27, 1, 31, 56, 447, 31, 29, 418, 28, 17, 10, 27, 43, 56, 1069, 534
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 0, 124, 44, 1, 0, 28, 0, 44, 56, 910, 18, 18, 866, 28, 17, 10, 28, 50, 56, 1540, 770
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 0, 108, 61, 1, 0, 28, 1, 61, 56, 684, 18, 18, 623, 28, 16, 11, 28, 58, 56, 1231, 615
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 0, 142, 27, 1, 2, 27, 1, 29, 56, 782, 22, 20, 755, 28, 18, 9, 27, 42, 56, 941, 470
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 0, 76, 92, 1, 0, 28, 0, 92, 56, 542, 19, 19, 450, 28, 19, 8, 28, 74, 56, 1176, 588
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 0, 106, 63, 1, 0, 28, 1, 63, 56, 664, 25, 25, 601, 28, 11, 16, 28, 59, 56, 1215, 607
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 0, 122, 47, 1, 0, 28, 1, 47, 56, 633, 28, 28, 586, 28, 21, 6, 28, 51, 56, 1053, 526
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 0, 120, 49, 1, 2, 27, 1, 51, 56, 440, 20, 18, 391, 28, 18, 9, 27, 53, 56, 741, 370
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 0, 144, 24, 1, 0, 28, 0, 24, 56, 669, 16, 16, 645, 28, 17, 10, 28, 40, 56, 776, 388
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 0, 32, 137, 1, 0, 28, 1, 137, 56, 516, 11, 11, 379, 28, 21, 6, 28, 96, 56, 1631, 815
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 0, 82, 86, 1, 0, 28, 0, 86, 56, 619, 23, 23, 533, 28, 21, 6, 28, 71, 56, 994, 497
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 0, 94, 75, 1, 0, 28, 1, 75, 56, 681, 21, 21, 606, 28, 20, 7, 28, 65, 56, 1217, 608
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 0, 98, 70, 1, 0, 28, 0, 70, 56, 713, 22, 22, 643, 28, 13, 14, 28, 63, 56, 1224, 612
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 0, 102, 66, 1, 2, 27, 0, 68, 56, 692, 26, 24, 626, 28, 16, 11, 27, 62, 56, 1166, 583
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 28, 0, 28, 56, 773, 22, 22, 745, 28, 15, 12, 28, 42, 56, 1010, 505
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 0, 6, 163, 1, 0, 28, 1, 163, 56, 644, 12, 12, 481, 28, 16, 11, 28, 109, 56, 1479, 739
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 0, 148, 21, 1, 0, 28, 1, 21, 56, 477, 21, 21, 456, 28, 16, 11, 28, 38, 56, 693, 346
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 0, 152, 16, 1, 2, 27, 0, 18, 56, 468, 26, 24, 452, 28, 18, 9, 27, 37, 56, 1588, 794
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 0, 114, 54, 1, 0, 28, 0, 54, 56, 559, 8, 8, 505, 28, 18, 9, 28, 55, 56, 1008, 504
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 0, 116, 53, 1, 0, 28, 1, 53, 56, 632, 14, 14, 579, 28, 20, 7, 28, 54, 56, 787, 393
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 27, 0, 24, 56, 424, 22, 20, 402, 28, 15, 12, 27, 40, 56, 1002, 501
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 0, 136, 33, 1, 0, 28, 1, 33, 56, 823, 24, 24, 790, 28, 17, 10, 28, 44, 56, 989, 494
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 0, 114, 54, 1, 2, 27, 0, 56, 56, 539, 23, 21, 485, 28, 14, 13, 27, 56, 56, 1054, 527
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 0, 34, 135, 1, 0, 28, 1, 135, 56, 544, 23, 23, 409, 28, 17, 10, 28, 95, 56, 1009, 504
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 0, 102, 66, 1, 2, 27, 0, 68, 56, 423, 24, 22, 357, 28, 15, 12, 27, 62, 56, 1112, 556
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 0, 70, 98, 1, 0, 28, 0, 98, 56, 741, 22, 22, 643, 28, 16, 11, 28, 77, 56, 1320, 660
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 0, 66, 103, 1, 0, 28, 1, 103, 56, 572, 19, 19, 469, 28, 20, 7, 28, 79, 56, 937, 468
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 0, 28, 0, 34, 56, 636, 20, 20, 602, 28, 15, 12, 28, 45, 56, 1018, 509
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 0, 112, 57, 1, 0, 28, 1, 57, 56, 858, 28, 28, 801, 28, 20, 7, 28, 56, 56, 1353, 676
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 0, 130, 38, 1, 2, 27, 0, 40, 56, 512, 28, 26, 474, 28, 20, 7, 27, 48, 56, 1288, 644
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 0, 64, 104, 1, 2, 27, 0, 106, 56, 684, 21, 19, 580, 28, 15, 12, 27, 81, 56, 1612, 806
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 0, 158, 10, 1, 0, 28, 0, 10, 56, 318, 11, 11, 308, 28, 20, 7, 28, 33, 56, 888, 444
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 0, 126, 42, 1, 0, 28, 0, 42, 56, 499, 14, 14, 457, 28, 19, 8, 28, 49, 56, 1100, 550
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 0, 116, 53, 1, 2, 27, 1, 55, 56, 595, 22, 20, 542, 28, 16, 11, 27, 55, 56, 1229, 614
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 0, 58, 111, 1, 0, 28, 1, 111, 56, 678, 16, 16, 567, 28, 18, 9, 28, 83, 56, 1197, 598
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 0, 80, 89, 1, 0, 28, 1, 89, 56, 917, 10, 10, 828, 28, 19, 8, 28, 72, 56, 1421, 710
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 0, 148, 21, 1, 2, 27, 1, 23, 56, 366, 15, 13, 345, 28, 16, 11, 27, 39, 56, 601, 300
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 0, 110, 58, 1, 0, 28, 0, 58, 56, 618, 19, 19, 560, 28, 16, 11, 28, 57, 56, 636, 318
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 0, 104, 64, 1, 0, 28, 0, 64, 56, 490, 23, 23, 426, 28, 22, 5, 28, 60, 56, 1146, 573
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 0, 144, 25, 1, 0, 28, 1, 25, 56, 653, 18, 18, 628, 28, 19, 8, 28, 40, 56, 881, 440
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 0, 156, 12, 1, 2, 27, 0, 14, 56, 300, 18, 16, 288, 28, 18, 9, 27, 35, 56, 706, 353
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 0, 144, 24, 1, 2, 27, 0, 26, 56, 399, 16, 14, 375, 28, 16, 11, 27, 41, 56, 844, 422
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 0, 80, 89, 1, 2, 27, 1, 91, 56, 779, 14, 12, 690, 28, 21, 6, 27, 73, 56, 1567, 783
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 0, 142, 27, 1, 2, 27, 1, 29, 56, 503, 21, 19, 476, 28, 20, 7, 27, 42, 56, 791, 395
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 0, 144, 24, 1, 0, 28, 0, 24, 56, 341, 17, 17, 317, 28, 19, 8, 28, 40, 56, 894, 447
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 0, 24, 144, 1, 0, 28, 0, 144, 56, 691, 23, 23, 547, 28, 11, 16, 28, 100, 56, 1276, 638
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 0, 98, 70, 1, 0, 28, 0, 70, 56, 480, 20, 20, 410, 28, 19, 8, 28, 63, 56, 828, 414
INVAR-2, Run: 084, F, 0, 0, 0, 0, 0, 0, 70, 98, 1, 0, 28, 0, 98, 56, 647, 19, 19, 549, 28, 15, 12, 28, 77, 56, 1034, 517
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 0, 82, 86, 1, 0, 28, 0, 86, 56, 582, 21, 21, 496, 28, 22, 5, 28, 71, 56, 982, 491
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 0, 152, 17, 1, 2, 27, 1, 19, 56, 484, 17, 15, 467, 28, 18, 9, 27, 37, 56, 687, 343
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 0, 142, 27, 1, 2, 27, 1, 29, 56, 696, 14, 12, 669, 28, 23, 4, 27, 42, 56, 1329, 664
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 0, 112, 56, 1, 0, 28, 0, 56, 56, 539, 9, 9, 483, 28, 16, 11, 28, 56, 56, 1048, 524
INVAR-2, Run: 089, F, 0, 0, 0, 0, 0, 0, 98, 70, 1, 0, 28, 0, 70, 56, 684, 15, 15, 614, 28, 22, 5, 28, 63, 56, 1634, 817
INVAR-2, Run: 090, F, 0, 0, 0, 0, 0, 0, 118, 50, 1, 0, 28, 0, 50, 56, 614, 26, 26, 564, 28, 19, 8, 28, 53, 56, 912, 456
INVAR-2, Run: 091, F, 0, 0, 0, 0, 0, 0, 108, 60, 1, 0, 28, 0, 60, 56, 808, 14, 14, 748, 28, 23, 4, 28, 58, 56, 1094, 547
