Input Number, Run_Number, Result@ 100, Y, B, X1, A, C, PO, D, CO, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 024, F, 0, 0, 0, 0, 0, 0, 50, 5, 1, 2, 8, 1, 7, 18, 62, 7, 5, 57, 9, 3, 5, 8, 12, 18, 115, 57
INVAR-1, Run: 025, F, 0, 0, 0, 0, 0, 0, 42, 13, 1, 0, 9, 1, 13, 18, 150, 6, 6, 137, 9, 3, 5, 9, 15, 18, 165, 82
INVAR-1, Run: 026, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 8, 0, 10, 18, 105, 4, 2, 97, 9, 4, 4, 8, 14, 18, 318, 159
INVAR-1, Run: 027, F, 0, 0, 0, 0, 0, 0, 30, 24, 1, 2, 8, 0, 26, 18, 87, 4, 2, 63, 9, 6, 2, 8, 22, 18, 98, 49
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 0, 9, 0, 20, 18, 98, 7, 7, 78, 9, 5, 3, 9, 19, 18, 234, 117
INVAR-1, Run: 029, F, 0, 0, 0, 0, 0, 0, 12, 42, 1, 0, 9, 0, 42, 18, 113, 7, 7, 71, 9, 7, 1, 9, 30, 18, 212, 106
INVAR-1, Run: 030, F, 0, 0, 0, 0, 0, 0, 34, 21, 1, 0, 9, 1, 21, 18, 138, 6, 6, 117, 9, 4, 4, 9, 19, 18, 181, 90
INVAR-1, Run: 031, F, 0, 0, 0, 0, 0, 0, 40, 15, 1, 0, 9, 1, 15, 18, 70, 5, 5, 55, 9, 6, 2, 9, 16, 18, 97, 48
INVAR-1, Run: 032, F, 0, 0, 0, 0, 0, 0, 16, 38, 1, 0, 9, 0, 38, 18, 106, 8, 8, 68, 9, 5, 3, 9, 28, 18, 222, 111
INVAR-1, Run: 033, F, 0, 0, 0, 0, 0, 0, 38, 17, 1, 0, 9, 1, 17, 18, 244, 8, 8, 227, 9, 7, 1, 9, 17, 18, 177, 88
INVAR-1, Run: 034, F, 0, 0, 0, 0, 0, 0, 24, 31, 1, 2, 8, 1, 33, 18, 94, 7, 5, 63, 9, 4, 4, 8, 25, 18, 185, 92
INVAR-1, Run: 035, F, 0, 0, 0, 0, 0, 0, 24, 31, 1, 0, 9, 1, 31, 18, 132, 6, 6, 101, 9, 7, 1, 9, 24, 18, 221, 110
INVAR-1, Run: 036, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 0, 9, 0, 20, 18, 140, 5, 5, 120, 9, 7, 1, 9, 19, 18, 194, 97
INVAR-1, Run: 037, F, 0, 0, 0, 0, 0, 0, 44, 11, 1, 0, 9, 1, 11, 18, 94, 7, 7, 83, 9, 4, 4, 9, 14, 18, 149, 74
INVAR-1, Run: 038, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 2, 8, 0, 6, 18, 83, 6, 4, 79, 9, 6, 2, 8, 12, 18, 28, 14
INVAR-1, Run: 039, F, 0, 0, 0, 0, 0, 0, 30, 25, 1, 0, 9, 1, 25, 18, 143, 2, 2, 118, 9, 8, 0, 9, 21, 18, 145, 72
INVAR-1, Run: 040, F, 0, 0, 0, 0, 0, 0, 10, 45, 1, 0, 9, 1, 45, 18, 113, 7, 7, 68, 9, 6, 2, 9, 31, 18, 119, 59
INVAR-1, Run: 041, F, 0, 0, 0, 0, 0, 0, 32, 23, 1, 0, 9, 1, 23, 18, 57, 6, 6, 34, 9, 5, 3, 9, 20, 18, 271, 135
INVAR-1, Run: 042, F, 0, 0, 0, 0, 0, 0, 34, 21, 1, 2, 8, 1, 23, 18, 84, 7, 5, 63, 9, 5, 3, 8, 20, 18, 119, 59
INVAR-1, Run: 043, F, 0, 0, 0, 0, 0, 0, 36, 18, 1, 0, 9, 0, 18, 18, 96, 3, 3, 78, 9, 8, 0, 9, 18, 18, 184, 92
INVAR-1, Run: 044, F, 0, 0, 0, 0, 0, 0, 48, 7, 1, 2, 8, 1, 9, 18, 118, 4, 2, 111, 9, 5, 3, 8, 13, 18, 323, 161
INVAR-1, Run: 045, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 0, 9, 0, 10, 18, 115, 5, 5, 105, 9, 7, 1, 9, 14, 18, 188, 94
INVAR-1, Run: 046, F, 0, 0, 0, 0, 0, 0, 12, 42, 1, 0, 9, 0, 42, 18, 115, 1, 1, 73, 9, 5, 3, 9, 30, 18, 166, 83
INVAR-1, Run: 047, F, 0, 0, 0, 0, 0, 0, 52, 2, 1, 2, 8, 0, 4, 18, 63, 6, 4, 61, 9, 6, 2, 8, 11, 18, 128, 64
INVAR-1, Run: 048, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 8, 0, 10, 18, 87, 8, 6, 79, 9, 2, 6, 8, 14, 18, 146, 73
INVAR-1, Run: 049, F, 0, 0, 0, 0, 0, 0, 42, 13, 1, 0, 9, 1, 13, 18, 92, 13, 13, 79, 9, 6, 2, 9, 15, 18, 131, 65
INVAR-1, Run: 050, F, 0, 0, 0, 0, 0, 0, 40, 15, 1, 0, 9, 1, 15, 18, 163, 12, 12, 148, 9, 5, 3, 9, 16, 18, 303, 151
INVAR-1, Run: 051, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 0, 9, 0, 6, 18, 34, 3, 3, 28, 9, 7, 1, 9, 12, 18, 138, 69
INVAR-1, Run: 052, F, 0, 0, 0, 0, 0, 0, 22, 32, 1, 0, 9, 0, 32, 18, 70, 1, 1, 38, 9, 6, 2, 9, 25, 18, 132, 66
INVAR-1, Run: 053, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 0, 9, 0, 20, 18, 71, 6, 6, 51, 9, 6, 2, 9, 19, 18, 382, 191
INVAR-1, Run: 054, F, 0, 0, 0, 0, 0, 0, 48, 7, 1, 0, 9, 1, 7, 18, 30, 5, 5, 23, 9, 5, 3, 9, 12, 18, 139, 69
INVAR-1, Run: 055, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 0, 9, 0, 4, 18, 32, 2, 2, 28, 9, 5, 3, 9, 11, 18, 302, 151
INVAR-1, Run: 056, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 2, 8, 0, 8, 18, 58, 13, 11, 52, 9, 3, 5, 8, 13, 18, 174, 87
INVAR-1, Run: 057, F, 0, 0, 0, 0, 0, 0, 28, 26, 1, 0, 9, 0, 26, 18, 181, 11, 11, 155, 9, 7, 1, 9, 22, 18, 176, 88
INVAR-1, Run: 058, F, 0, 0, 0, 0, 0, 0, 10, 44, 1, 0, 9, 0, 44, 18, 127, 3, 3, 83, 9, 6, 2, 9, 31, 18, 246, 123
INVAR-1, Run: 059, F, 0, 0, 0, 0, 0, 0, 24, 31, 1, 0, 9, 1, 31, 18, 116, 3, 3, 85, 9, 6, 2, 9, 24, 18, 201, 100
INVAR-1, Run: 060, F, 0, 0, 0, 0, 0, 0, 26, 29, 1, 2, 8, 1, 31, 18, 160, 5, 3, 131, 9, 8, 0, 8, 24, 18, 203, 101
INVAR-1, Run: 061, F, 0, 0, 0, 0, 0, 0, 38, 17, 1, 0, 9, 1, 17, 18, 74, 9, 9, 57, 9, 4, 4, 9, 17, 18, 89, 44
INVAR-1, Run: 062, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 0, 9, 0, 6, 18, 42, 8, 8, 36, 9, 6, 2, 9, 12, 18, 124, 62
INVAR-1, Run: 063, F, 0, 0, 0, 0, 0, 0, 36, 19, 1, 0, 9, 1, 19, 18, 121, 4, 4, 102, 9, 5, 3, 9, 18, 18, 123, 61
INVAR-1, Run: 064, F, 0, 0, 0, 0, 0, 0, 28, 26, 1, 0, 9, 0, 26, 18, 125, 4, 4, 99, 9, 5, 3, 9, 22, 18, 250, 125
INVAR-1, Run: 065, F, 0, 0, 0, 0, 0, 0, 42, 12, 1, 2, 8, 0, 14, 18, 97, 3, 1, 85, 9, 6, 2, 8, 16, 18, 92, 46
INVAR-1, Run: 066, F, 0, 0, 0, 0, 0, 0, 32, 22, 1, 0, 9, 0, 22, 18, 107, 12, 12, 85, 9, 3, 5, 9, 20, 18, 178, 89
INVAR-1, Run: 067, F, 0, 0, 0, 0, 0, 0, 40, 14, 1, 0, 9, 0, 14, 18, 184, 4, 4, 170, 9, 6, 2, 9, 16, 18, 272, 136
INVAR-1, Run: 068, F, 0, 0, 0, 0, 0, 0, 46, 9, 1, 2, 8, 1, 11, 18, 62, 9, 7, 53, 9, 6, 2, 8, 14, 18, 159, 79
INVAR-1, Run: 069, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 0, 9, 0, 28, 18, 81, 3, 3, 53, 9, 7, 1, 9, 23, 18, 320, 160
INVAR-1, Run: 070, F, 0, 0, 0, 0, 0, 0, 26, 29, 1, 0, 9, 1, 29, 18, 146, 8, 8, 117, 9, 6, 2, 9, 23, 18, 173, 86
INVAR-1, Run: 071, F, 0, 0, 0, 0, 0, 0, 48, 7, 1, 0, 9, 1, 7, 18, 49, 1, 1, 42, 9, 6, 2, 9, 12, 18, 49, 24
INVAR-1, Run: 072, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 0, 9, 0, 28, 18, 91, 4, 4, 63, 9, 6, 2, 9, 23, 18, 170, 85
INVAR-1, Run: 073, F, 0, 0, 0, 0, 0, 0, 38, 17, 1, 0, 9, 1, 17, 18, 167, 6, 6, 150, 9, 3, 5, 9, 17, 18, 127, 63
INVAR-1, Run: 074, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 2, 8, 0, 6, 18, 102, 11, 9, 98, 9, 5, 3, 8, 12, 18, 76, 38
INVAR-1, Run: 075, F, 0, 0, 0, 0, 0, 0, 38, 17, 1, 0, 9, 1, 17, 18, 110, 6, 6, 93, 9, 6, 2, 9, 17, 18, 97, 48
INVAR-1, Run: 076, F, 0, 0, 0, 0, 0, 0, 50, 5, 1, 0, 9, 1, 5, 18, 32, 3, 3, 27, 9, 4, 4, 9, 11, 18, 63, 31
INVAR-1, Run: 077, F, 0, 0, 0, 0, 0, 0, 50, 5, 1, 2, 8, 1, 7, 18, 57, 4, 2, 52, 9, 3, 5, 8, 12, 18, 187, 93
INVAR-1, Run: 078, F, 0, 0, 0, 0, 0, 0, 32, 23, 1, 0, 9, 1, 23, 18, 112, 4, 4, 89, 9, 7, 1, 9, 20, 18, 171, 85
INVAR-1, Run: 079, F, 0, 0, 0, 0, 0, 0, 42, 13, 1, 2, 8, 1, 15, 18, 90, 7, 5, 77, 9, 6, 2, 8, 16, 18, 131, 65
INVAR-1, Run: 080, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 0, 9, 0, 20, 18, 135, 4, 4, 115, 9, 8, 0, 9, 19, 18, 212, 106
INVAR-1, Run: 081, F, 0, 0, 0, 0, 0, 0, 12, 43, 1, 0, 9, 1, 43, 18, 105, 0, 0, 62, 9, 7, 1, 9, 30, 18, 173, 86
INVAR-1, Run: 082, F, 0, 0, 0, 0, 0, 0, 26, 29, 1, 0, 9, 1, 29, 18, 92, 4, 4, 63, 9, 5, 3, 9, 23, 18, 229, 114
INVAR-1, Run: 083, F, 0, 0, 0, 0, 0, 0, 50, 5, 1, 0, 9, 1, 5, 18, 80, 3, 3, 75, 9, 3, 5, 9, 11, 18, 131, 65
INVAR-1, Run: 084, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 2, 8, 0, 6, 18, 62, 11, 9, 58, 9, 5, 3, 8, 12, 18, 182, 91
INVAR-1, Run: 085, F, 0, 0, 0, 0, 0, 0, 40, 14, 1, 2, 8, 0, 16, 18, 119, 6, 4, 105, 9, 5, 3, 8, 17, 18, 198, 99
INVAR-1, Run: 086, F, 0, 0, 0, 0, 0, 0, 6, 48, 1, 0, 9, 0, 48, 18, 90, 5, 5, 42, 9, 7, 1, 9, 33, 18, 236, 118
INVAR-1, Run: 087, F, 0, 0, 0, 0, 0, 0, 42, 12, 1, 0, 9, 0, 12, 18, 131, 10, 10, 119, 9, 6, 2, 9, 15, 18, 206, 103
INVAR-1, Run: 088, F, 0, 0, 0, 0, 0, 0, 34, 21, 1, 2, 8, 1, 23, 18, 113, 8, 6, 92, 9, 7, 1, 8, 20, 18, 217, 108
INVAR-1, Run: 089, F, 0, 0, 0, 0, 0, 0, 20, 34, 1, 0, 9, 0, 34, 18, 152, 7, 7, 118, 9, 7, 1, 9, 26, 18, 180, 90
INVAR-1, Run: 090, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 2, 8, 0, 6, 18, 59, 8, 6, 55, 9, 6, 2, 8, 12, 18, 94, 47
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 0, 48, 7, 1, 2, 8, 1, 9, 18, 69, 5, 3, 62, 9, 3, 5, 8, 13, 18, 85, 42
INVAR-1, Run: 092, F, 0, 0, 0, 0, 0, 0, 36, 19, 1, 0, 9, 1, 19, 18, 81, 6, 6, 62, 9, 6, 2, 9, 18, 18, 135, 67
INVAR-1, Run: 093, F, 0, 0, 0, 0, 0, 0, 26, 29, 1, 0, 9, 1, 29, 18, 133, 5, 5, 104, 9, 7, 1, 9, 23, 18, 229, 114
INVAR-1, Run: 094, F, 0, 0, 0, 0, 0, 0, 24, 30, 1, 2, 8, 0, 32, 18, 184, 8, 6, 154, 9, 4, 4, 8, 25, 18, 322, 161
INVAR-1, Run: 095, F, 0, 0, 0, 0, 0, 0, 10, 44, 1, 2, 8, 0, 46, 18, 95, 3, 1, 51, 9, 4, 4, 8, 32, 18, 194, 97
INVAR-1, Run: 096, F, 0, 0, 0, 0, 0, 0, 20, 34, 1, 0, 9, 0, 34, 18, 93, 2, 2, 59, 9, 7, 1, 9, 26, 18, 174, 87
INVAR-1, Run: 097, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 0, 9, 0, 10, 18, 135, 6, 6, 125, 9, 4, 4, 9, 14, 18, 246, 123
INVAR-1, Run: 098, F, 0, 0, 0, 0, 0, 0, 16, 38, 1, 0, 9, 0, 38, 18, 107, 8, 8, 69, 9, 5, 3, 9, 28, 18, 136, 68
INVAR-1, Run: 099, F, 0, 0, 0, 0, 0, 0, 36, 18, 1, 0, 9, 0, 18, 18, 42, 5, 5, 24, 9, 5, 3, 9, 18, 18, 338, 169
INVAR-1, Run: 100, F, 0, 0, 0, 0, 0, 0, 28, 26, 1, 0, 9, 0, 26, 18, 56, 8, 8, 30, 9, 5, 3, 9, 22, 18, 74, 37
INVAR-10, Run: 001, F, 0, 0, 0, 0, 0, 0, 476, 125, 1, 0, 100, 1, 125, 200, 3759, 65, 65, 3634, 100, 66, 33, 100, 162, 200, 5863, 2931
INVAR-10, Run: 002, F, 0, 0, 0, 0, 0, 0, 514, 86, 1, 0, 100, 0, 86, 200, 4467, 86, 86, 4381, 100, 69, 30, 100, 143, 200, 7796, 3898
INVAR-10, Run: 003, F, 0, 0, 0, 0, 0, 0, 20, 580, 1, 0, 100, 0, 580, 200, 4504, 73, 73, 3924, 100, 53, 46, 100, 390, 200, 9702, 4851
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 0, 458, 142, 1, 0, 100, 0, 142, 200, 5022, 68, 68, 4880, 100, 62, 37, 100, 171, 200, 7970, 3985
INVAR-10, Run: 005, F, 0, 0, 0, 0, 0, 0, 460, 140, 1, 0, 100, 0, 140, 200, 3753, 78, 78, 3613, 100, 58, 41, 100, 170, 200, 6708, 3354
INVAR-10, Run: 006, F, 0, 0, 0, 0, 0, 0, 516, 84, 1, 2, 99, 0, 86, 200, 4204, 87, 85, 4120, 100, 59, 40, 99, 143, 200, 6966, 3483
INVAR-10, Run: 007, F, 0, 0, 0, 0, 0, 0, 544, 57, 1, 0, 100, 1, 57, 200, 4010, 63, 63, 3953, 100, 58, 41, 100, 128, 200, 5877, 2938
INVAR-10, Run: 008, F, 0, 0, 0, 0, 0, 0, 142, 458, 1, 0, 100, 0, 458, 200, 6250, 77, 77, 5792, 100, 66, 33, 100, 329, 200, 9886, 4943
INVAR-10, Run: 009, F, 0, 0, 0, 0, 0, 0, 416, 185, 1, 0, 100, 1, 185, 200, 4092, 72, 72, 3907, 100, 60, 39, 100, 192, 200, 8471, 4235
INVAR-10, Run: 010, F, 0, 0, 0, 0, 0, 0, 102, 498, 1, 0, 100, 0, 498, 200, 5139, 87, 87, 4641, 100, 66, 33, 100, 349, 200, 11808, 5904
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 0, 528, 73, 1, 0, 100, 1, 73, 200, 4612, 67, 67, 4539, 100, 67, 32, 100, 136, 200, 8839, 4419
INVAR-10, Run: 012, F, 0, 0, 0, 0, 0, 0, 512, 89, 1, 2, 99, 1, 91, 200, 4368, 79, 77, 4279, 100, 64, 35, 99, 145, 200, 8139, 4069
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 0, 408, 193, 1, 2, 99, 1, 195, 200, 4188, 49, 47, 3995, 100, 68, 31, 99, 197, 200, 8561, 4280
INVAR-10, Run: 014, F, 0, 0, 0, 0, 0, 0, 218, 382, 1, 0, 100, 0, 382, 200, 5930, 56, 56, 5548, 100, 56, 43, 100, 291, 200, 11282, 5641
INVAR-10, Run: 015, F, 0, 0, 0, 0, 0, 0, 532, 68, 1, 0, 100, 0, 68, 200, 3757, 73, 73, 3689, 100, 61, 38, 100, 134, 200, 5884, 2942
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 0, 34, 567, 1, 0, 100, 1, 567, 200, 4195, 77, 77, 3628, 100, 59, 40, 100, 383, 200, 10265, 5132
INVAR-10, Run: 017, F, 0, 0, 0, 0, 0, 0, 212, 389, 1, 0, 100, 1, 389, 200, 4235, 65, 65, 3846, 100, 69, 30, 100, 294, 200, 9267, 4633
INVAR-10, Run: 018, F, 0, 0, 0, 0, 0, 0, 330, 271, 1, 0, 100, 1, 271, 200, 4751, 64, 64, 4480, 100, 65, 34, 100, 235, 200, 8773, 4386
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 0, 190, 410, 1, 0, 100, 0, 410, 200, 5175, 57, 57, 4765, 100, 68, 31, 100, 305, 200, 8824, 4412
INVAR-10, Run: 020, F, 0, 0, 0, 0, 0, 0, 376, 225, 1, 0, 100, 1, 225, 200, 4595, 47, 47, 4370, 100, 70, 29, 100, 212, 200, 8053, 4026
INVAR-10, Run: 021, F, 0, 0, 0, 0, 0, 0, 532, 68, 1, 0, 100, 0, 68, 200, 4532, 59, 59, 4464, 100, 74, 25, 100, 134, 200, 6206, 3103
INVAR-10, Run: 022, F, 0, 0, 0, 0, 0, 0, 328, 272, 1, 2, 99, 0, 274, 200, 4548, 79, 77, 4276, 100, 55, 44, 99, 237, 200, 10278, 5139
INVAR-10, Run: 023, F, 0, 0, 0, 0, 0, 0, 76, 525, 1, 2, 99, 1, 527, 200, 5160, 87, 85, 4635, 100, 68, 31, 99, 363, 200, 10855, 5427
INVAR-10, Run: 024, F, 0, 0, 0, 0, 0, 0, 190, 411, 1, 0, 100, 1, 411, 200, 5655, 80, 80, 5244, 100, 66, 33, 100, 305, 200, 10467, 5233
INVAR-10, Run: 025, F, 0, 0, 0, 0, 0, 0, 500, 100, 1, 0, 100, 0, 100, 200, 4878, 65, 65, 4778, 100, 61, 38, 100, 150, 200, 9416, 4708
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 0, 40, 561, 1, 0, 100, 1, 561, 200, 5359, 61, 61, 4798, 100, 62, 37, 100, 380, 200, 11431, 5715
INVAR-10, Run: 027, F, 0, 0, 0, 0, 0, 0, 544, 56, 1, 2, 99, 0, 58, 200, 3847, 79, 77, 3791, 100, 67, 32, 99, 129, 200, 10884, 5442
INVAR-10, Run: 028, F, 0, 0, 0, 0, 0, 0, 522, 78, 1, 0, 100, 0, 78, 200, 4296, 54, 54, 4218, 100, 64, 35, 100, 139, 200, 7412, 3706
INVAR-10, Run: 029, F, 0, 0, 0, 0, 0, 0, 534, 66, 1, 2, 99, 0, 68, 200, 4346, 66, 64, 4280, 100, 58, 41, 99, 134, 200, 11952, 5976
INVAR-10, Run: 030, F, 0, 0, 0, 0, 0, 0, 470, 131, 1, 0, 100, 1, 131, 200, 4592, 58, 58, 4461, 100, 65, 34, 100, 165, 200, 7053, 3526
INVAR-10, Run: 031, F, 0, 0, 0, 0, 0, 0, 412, 189, 1, 2, 99, 1, 191, 200, 4333, 74, 72, 4144, 100, 51, 48, 99, 195, 200, 6953, 3476
INVAR-10, Run: 032, F, 0, 0, 0, 0, 0, 0, 512, 89, 1, 2, 99, 1, 91, 200, 3427, 61, 59, 3338, 100, 71, 28, 99, 145, 200, 7609, 3804
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 0, 472, 128, 1, 2, 99, 0, 130, 200, 5288, 72, 70, 5160, 100, 64, 35, 99, 165, 200, 8370, 4185
INVAR-10, Run: 034, F, 0, 0, 0, 0, 0, 0, 380, 221, 1, 0, 100, 1, 221, 200, 5070, 51, 51, 4849, 100, 66, 33, 100, 210, 200, 9255, 4627
INVAR-10, Run: 035, F, 0, 0, 0, 0, 0, 0, 232, 368, 1, 0, 100, 0, 368, 200, 4411, 62, 62, 4043, 100, 56, 43, 100, 284, 200, 9290, 4645
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 0, 532, 68, 1, 2, 99, 0, 70, 200, 4645, 49, 47, 4577, 100, 69, 30, 99, 135, 200, 7618, 3809
INVAR-10, Run: 037, F, 0, 0, 0, 0, 0, 0, 126, 475, 1, 0, 100, 1, 475, 200, 5352, 63, 63, 4877, 100, 66, 33, 100, 337, 200, 9059, 4529
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 0, 512, 88, 1, 2, 99, 0, 90, 200, 5007, 78, 76, 4919, 100, 64, 35, 99, 145, 200, 8646, 4323
INVAR-10, Run: 039, F, 0, 0, 0, 0, 0, 0, 536, 65, 1, 2, 99, 1, 67, 200, 3848, 62, 60, 3783, 100, 64, 35, 99, 133, 200, 6553, 3276
INVAR-10, Run: 040, F, 0, 0, 0, 0, 0, 0, 520, 80, 1, 0, 100, 0, 80, 200, 4205, 56, 56, 4125, 100, 61, 38, 100, 140, 200, 8192, 4096
INVAR-10, Run: 041, F, 0, 0, 0, 0, 0, 0, 524, 76, 1, 2, 99, 0, 78, 200, 5777, 58, 56, 5701, 100, 63, 36, 99, 139, 200, 7494, 3747
INVAR-10, Run: 042, F, 0, 0, 0, 0, 0, 0, 180, 421, 1, 0, 100, 1, 421, 200, 4624, 50, 50, 4203, 100, 54, 45, 100, 310, 200, 9277, 4638
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 478, 122, 1, 0, 100, 0, 122, 200, 4653, 49, 49, 4531, 100, 70, 29, 100, 161, 200, 6734, 3367
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 0, 134, 466, 1, 0, 100, 0, 466, 200, 5636, 69, 69, 5170, 100, 64, 35, 100, 333, 200, 10262, 5131
INVAR-10, Run: 045, F, 0, 0, 0, 0, 0, 0, 400, 201, 1, 0, 100, 1, 201, 200, 4694, 52, 52, 4493, 100, 63, 36, 100, 200, 200, 7551, 3775
