Input Number, Run_Number, Result@ 100, X1, Y, X2
In01, Run: 001, F, 0, 216, 0
In01, Run: 002, F, 0, 220, 0
In01, Run: 003, F, 1, 199, 0
In01, Run: 004, F, 0, 244, 0
In01, Run: 005, F, 2, 186, 0
In01, Run: 006, F, 2, 222, 0
In01, Run: 007, F, 5, 207, 0
In01, Run: 008, F, 4, 236, 0
In01, Run: 009, F, 0, 218, 0
In01, Run: 010, F, 1, 205, 0
In01, Run: 011, F, 3, 237, 0
In01, Run: 012, F, 0, 212, 0
In01, Run: 013, F, 4, 202, 0
In01, Run: 014, F, 1, 211, 0
In01, Run: 015, F, 5, 225, 0
In01, Run: 016, F, 2, 198, 0
In01, Run: 017, F, 0, 198, 0
In01, Run: 018, F, 1, 213, 0
In01, Run: 019, F, 0, 176, 0
In01, Run: 020, F, 3, 263, 0
In01, Run: 021, F, 2, 206, 0
In01, Run: 022, F, 1, 197, 0
In01, Run: 023, F, 2, 194, 0
In01, Run: 024, F, 3, 199, 0
In01, Run: 025, F, 4, 252, 0
In01, Run: 026, F, 0, 182, 0
In01, Run: 027, F, 2, 206, 0
In01, Run: 028, F, 0, 216, 0
In01, Run: 029, F, 2, 244, 0
In01, Run: 030, F, 0, 218, 0
In01, Run: 031, F, 5, 215, 0
In01, Run: 032, F, 2, 198, 0
In01, Run: 033, F, 3, 215, 0
In01, Run: 034, F, 0, 260, 0
In01, Run: 035, F, 3, 225, 0
In01, Run: 036, F, 2, 254, 0
In01, Run: 037, F, 1, 225, 0
In01, Run: 038, F, 2, 188, 0
In01, Run: 039, F, 2, 230, 0
In01, Run: 040, F, 0, 200, 0
In01, Run: 041, F, 4, 204, 0
In01, Run: 042, F, 2, 216, 0
In01, Run: 043, F, 3, 179, 0
In01, Run: 044, F, 4, 212, 0
In01, Run: 045, F, 6, 220, 0
In01, Run: 046, F, 1, 211, 0
In01, Run: 047, F, 4, 244, 0
In01, Run: 048, F, 4, 228, 0
In01, Run: 049, F, 1, 181, 0
In01, Run: 050, F, 4, 218, 0
In01, Run: 051, F, 4, 220, 0
In01, Run: 052, F, 0, 232, 0
In01, Run: 053, F, 1, 223, 0
In01, Run: 054, F, 1, 233, 0
In01, Run: 055, F, 1, 171, 0
In01, Run: 056, F, 2, 208, 0
In01, Run: 057, F, 5, 197, 0
In01, Run: 058, F, 6, 230, 0
In01, Run: 059, F, 1, 215, 0
In01, Run: 060, F, 2, 194, 0
In01, Run: 061, F, 1, 231, 0
In01, Run: 062, F, 2, 194, 0
In01, Run: 063, F, 3, 205, 0
In01, Run: 064, F, 0, 216, 0
In01, Run: 065, F, 0, 206, 0
In01, Run: 066, F, 1, 181, 0
In01, Run: 067, F, 3, 267, 0
In01, Run: 068, F, 4, 218, 0
In01, Run: 069, F, 2, 206, 0
In01, Run: 070, F, 0, 206, 0
In01, Run: 071, F, 1, 233, 0
In01, Run: 072, F, 1, 241, 0
In01, Run: 073, F, 2, 196, 0
In01, Run: 074, F, 2, 206, 0
In01, Run: 075, F, 0, 232, 0
In01, Run: 076, F, 2, 202, 0
In01, Run: 077, F, 3, 207, 0
In01, Run: 078, F, 2, 176, 0
In01, Run: 079, F, 1, 213, 0
In01, Run: 080, F, 0, 232, 0
In01, Run: 081, F, 2, 196, 0
In01, Run: 082, F, 4, 192, 0
In01, Run: 083, F, 2, 214, 0
In01, Run: 084, F, 3, 229, 0
In01, Run: 085, F, 4, 236, 0
In01, Run: 086, F, 1, 169, 0
In01, Run: 087, F, 2, 212, 0
In01, Run: 088, F, 0, 210, 0
In01, Run: 089, F, 1, 201, 0
In01, Run: 090, F, 0, 232, 0
In01, Run: 091, F, 4, 222, 0
In01, Run: 092, F, 1, 209, 0
In01, Run: 093, F, 1, 225, 0
In01, Run: 094, F, 4, 208, 0
In01, Run: 095, F, 1, 213, 0
In01, Run: 096, F, 6, 198, 0
In01, Run: 097, F, 1, 189, 0
In01, Run: 098, F, 0, 196, 0
In01, Run: 099, F, 0, 196, 0
In01, Run: 100, F, 2, 202, 0
In02, Run: 001, F, 4, 212, 0
In02, Run: 002, F, 5, 197, 0
In02, Run: 003, F, 0, 226, 0
In02, Run: 004, F, 2, 182, 0
In02, Run: 005, F, 2, 212, 0
In02, Run: 006, F, 2, 248, 0
In02, Run: 007, F, 1, 225, 0
In02, Run: 008, F, 4, 190, 0
In02, Run: 009, F, 1, 191, 0
In02, Run: 010, F, 2, 188, 0
In02, Run: 011, F, 4, 188, 0
In02, Run: 012, F, 3, 201, 0
In02, Run: 013, F, 0, 232, 0
In02, Run: 014, F, 4, 210, 0
In02, Run: 015, F, 4, 212, 0
In02, Run: 016, F, 0, 220, 0
In02, Run: 017, F, 3, 207, 0
In02, Run: 018, F, 1, 193, 0
In02, Run: 019, F, 6, 220, 0
In02, Run: 020, F, 4, 182, 0
In02, Run: 021, F, 4, 184, 0
In02, Run: 022, F, 4, 164, 0
In02, Run: 023, F, 2, 222, 0
In02, Run: 024, F, 2, 254, 0
In02, Run: 025, F, 1, 199, 0
In02, Run: 026, F, 4, 214, 0
In02, Run: 027, F, 6, 186, 0
In02, Run: 028, F, 1, 193, 0
In02, Run: 029, F, 2, 192, 0
In02, Run: 030, F, 3, 205, 0
In02, Run: 031, F, 2, 182, 0
In02, Run: 032, F, 1, 185, 0
In02, Run: 033, F, 4, 202, 0
In02, Run: 034, F, 2, 196, 0
In02, Run: 035, F, 2, 210, 0
In02, Run: 036, F, 1, 219, 0
In02, Run: 037, F, 0, 192, 0
In02, Run: 038, F, 0, 192, 0
In02, Run: 039, F, 0, 216, 0
In02, Run: 040, F, 2, 226, 0
In02, Run: 041, F, 1, 209, 0
In02, Run: 042, F, 1, 207, 0
In02, Run: 043, F, 2, 204, 0
In02, Run: 044, F, 3, 253, 0
In02, Run: 045, F, 4, 184, 0
In02, Run: 046, F, 5, 179, 0
In02, Run: 047, F, 0, 208, 0
In02, Run: 048, F, 0, 234, 0
In02, Run: 049, F, 0, 208, 0
In02, Run: 050, F, 0, 192, 0
In02, Run: 051, F, 1, 211, 0
In02, Run: 052, F, 0, 238, 0
In02, Run: 053, F, 2, 190, 0
In02, Run: 054, F, 3, 209, 0
