Input Number, Run_Number, Result@ 100, X1, Y, X2
In01, Run: 001, F, 5, 177, 0
In01, Run: 002, F, 0, 182, 0
In01, Run: 003, F, 4, 192, 0
In01, Run: 004, F, 1, 185, 0
In01, Run: 005, F, 0, 214, 0
In01, Run: 006, F, 4, 238, 0
In01, Run: 007, F, 1, 195, 0
In01, Run: 008, F, 1, 197, 0
In01, Run: 009, F, 4, 164, 0
In01, Run: 010, F, 1, 179, 0
In01, Run: 011, F, 4, 168, 0
In01, Run: 012, F, 0, 210, 0
In01, Run: 013, F, 2, 142, 0
In01, Run: 014, F, 1, 181, 0
In01, Run: 015, F, 2, 168, 0
In01, Run: 016, F, 2, 192, 0
In01, Run: 017, F, 3, 175, 0
In01, Run: 018, F, 1, 181, 0
In01, Run: 019, F, 7, 165, 0
In01, Run: 020, F, 1, 171, 0
In01, Run: 021, F, 3, 183, 0
In01, Run: 022, F, 0, 202, 0
In01, Run: 023, F, 2, 176, 0
In01, Run: 024, F, 2, 194, 0
In01, Run: 025, F, 2, 212, 0
In01, Run: 026, F, 3, 181, 0
In01, Run: 027, F, 1, 231, 0
In01, Run: 028, F, 1, 157, 0
In01, Run: 029, F, 0, 186, 0
In01, Run: 030, F, 0, 200, 0
In01, Run: 031, F, 5, 213, 0
In01, Run: 032, F, 1, 205, 0
In01, Run: 033, F, 1, 173, 0
In01, Run: 034, F, 1, 193, 0
In01, Run: 035, F, 0, 178, 0
In01, Run: 036, F, 2, 212, 0
In01, Run: 037, F, 1, 161, 0
In01, Run: 038, F, 2, 184, 0
In01, Run: 039, F, 4, 208, 0
In01, Run: 040, F, 2, 186, 0
In01, Run: 041, F, 3, 189, 0
In01, Run: 042, F, 6, 188, 0
In01, Run: 043, F, 2, 214, 0
In01, Run: 044, F, 2, 196, 0
In01, Run: 045, F, 3, 195, 0
In01, Run: 046, F, 0, 194, 0
In01, Run: 047, F, 2, 198, 0
In01, Run: 048, F, 0, 170, 0
In01, Run: 049, F, 0, 186, 0
In01, Run: 050, F, 1, 179, 0
In01, Run: 051, F, 1, 155, 0
In01, Run: 052, F, 1, 167, 0
In01, Run: 053, F, 1, 175, 0
In01, Run: 054, F, 2, 200, 0
In01, Run: 055, F, 1, 173, 0
In01, Run: 056, F, 4, 194, 0
In01, Run: 057, F, 1, 159, 0
In01, Run: 058, F, 2, 152, 0
In01, Run: 059, F, 0, 190, 0
In01, Run: 060, F, 1, 187, 0
In01, Run: 061, F, 5, 181, 0
In01, Run: 062, F, 1, 181, 0
In01, Run: 063, F, 0, 178, 0
In01, Run: 064, F, 0, 182, 0
In01, Run: 065, F, 0, 176, 0
In01, Run: 066, F, 1, 229, 0
In01, Run: 067, F, 3, 207, 0
In01, Run: 068, F, 3, 193, 0
In01, Run: 069, F, 3, 195, 0
In01, Run: 070, F, 1, 191, 0
In01, Run: 071, F, 0, 216, 0
