Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 054, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 23, 281, 9, 1, 7, 9, 18, 32, 281
INVAR-1, Run: 055, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 18, 238, 9, 8, 0, 9, 18, 27, 238
INVAR-1, Run: 056, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 18, 155, 9, 5, 3, 9, 18, 27, 155
INVAR-1, Run: 057, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 29, 180, 9, 5, 3, 9, 18, 38, 180
INVAR-1, Run: 058, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 20, 275, 9, 5, 3, 9, 18, 29, 275
INVAR-1, Run: 059, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 8, 174, 9, 7, 1, 9, 18, 17, 174
INVAR-1, Run: 060, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 11, 247, 9, 7, 1, 9, 18, 20, 247
INVAR-1, Run: 061, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 19, 301, 9, 6, 2, 9, 18, 28, 301
INVAR-1, Run: 062, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 14, 144, 9, 4, 4, 9, 18, 23, 144
INVAR-1, Run: 063, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 22, 274, 9, 8, 0, 9, 18, 31, 274
INVAR-1, Run: 064, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 11, 203, 9, 4, 4, 9, 18, 20, 203
INVAR-1, Run: 065, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 15, 168, 9, 6, 2, 9, 18, 24, 168
INVAR-1, Run: 066, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 21, 144, 9, 4, 4, 9, 18, 30, 144
INVAR-1, Run: 067, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 24, 337, 9, 4, 4, 9, 18, 33, 337
INVAR-1, Run: 068, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 17, 161, 9, 5, 3, 9, 18, 26, 161
INVAR-1, Run: 069, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 27, 396, 9, 6, 2, 9, 18, 36, 396
INVAR-1, Run: 070, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 15, 239, 9, 1, 7, 9, 18, 24, 239
INVAR-1, Run: 071, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 26, 266, 9, 5, 3, 9, 18, 35, 266
INVAR-1, Run: 072, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 21, 133, 9, 3, 5, 9, 18, 30, 133
INVAR-1, Run: 073, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 19, 155, 9, 4, 4, 9, 18, 28, 155
INVAR-1, Run: 074, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 14, 177, 9, 4, 4, 9, 18, 23, 177
INVAR-1, Run: 075, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 7, 250, 9, 6, 2, 9, 18, 16, 250
INVAR-1, Run: 076, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 15, 233, 9, 6, 2, 9, 18, 24, 233
INVAR-1, Run: 077, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 12, 150, 9, 4, 4, 9, 18, 21, 150
INVAR-1, Run: 078, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 14, 308, 9, 8, 0, 9, 18, 23, 308
INVAR-1, Run: 079, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 13, 185, 9, 4, 4, 9, 18, 22, 185
INVAR-1, Run: 080, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 7, 221, 9, 6, 2, 9, 18, 16, 221
INVAR-1, Run: 081, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 27, 254, 9, 6, 2, 9, 18, 36, 254
INVAR-1, Run: 082, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 33, 332, 9, 5, 3, 9, 18, 42, 332
INVAR-1, Run: 083, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 14, 292, 9, 6, 2, 9, 18, 23, 292
INVAR-1, Run: 084, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 26, 279, 9, 6, 2, 9, 18, 35, 279
INVAR-1, Run: 085, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 25, 237, 9, 6, 2, 9, 18, 34, 237
INVAR-1, Run: 086, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 9, 93, 9, 6, 2, 9, 18, 18, 93
INVAR-1, Run: 087, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 24, 169, 9, 3, 5, 9, 18, 33, 169
INVAR-1, Run: 088, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 6, 240, 9, 7, 1, 9, 18, 15, 240
INVAR-1, Run: 089, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 23, 324, 9, 8, 0, 9, 18, 32, 324
INVAR-1, Run: 090, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 37, 505, 9, 4, 4, 9, 18, 46, 505
INVAR-1, Run: 091, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 7, 136, 9, 4, 4, 9, 18, 16, 136
INVAR-1, Run: 092, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 11, 133, 9, 3, 5, 9, 18, 20, 133
INVAR-1, Run: 093, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 8, 127, 9, 4, 4, 9, 18, 17, 127
INVAR-1, Run: 094, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 12, 212, 9, 8, 0, 9, 18, 21, 212
INVAR-1, Run: 095, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 14, 258, 9, 5, 3, 9, 18, 23, 258
INVAR-1, Run: 096, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 31, 338, 9, 4, 4, 9, 18, 40, 338
INVAR-1, Run: 097, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 16, 150, 9, 5, 3, 9, 18, 25, 150
INVAR-1, Run: 098, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 8, 150, 9, 6, 2, 9, 18, 17, 150
INVAR-1, Run: 099, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 21, 201, 9, 7, 1, 9, 18, 30, 201
INVAR-1, Run: 100, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 108, 54, 18, 11, 99, 9, 5, 3, 9, 18, 20, 99
INVAR-10, Run: 001, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 794, 7725, 100, 57, 42, 100, 200, 894, 7725
INVAR-10, Run: 002, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 850, 10974, 100, 72, 27, 100, 200, 950, 10974
INVAR-10, Run: 003, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 919, 8907, 100, 52, 47, 100, 200, 1019, 8907
INVAR-10, Run: 004, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 900, 8354, 100, 66, 33, 100, 200, 1000, 8354
INVAR-10, Run: 005, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 765, 6662, 100, 61, 38, 100, 200, 865, 6662
INVAR-10, Run: 006, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 980, 9711, 100, 64, 35, 100, 200, 1080, 9711
INVAR-10, Run: 007, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 893, 9982, 100, 63, 36, 100, 200, 993, 9982
INVAR-10, Run: 008, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 630, 9477, 100, 69, 30, 100, 200, 730, 9477
INVAR-10, Run: 009, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 785, 9599, 100, 64, 35, 100, 200, 885, 9599
INVAR-10, Run: 010, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 840, 10469, 100, 59, 40, 100, 200, 940, 10469
INVAR-10, Run: 011, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 772, 11671, 100, 75, 24, 100, 200, 872, 11671
INVAR-10, Run: 012, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 777, 10326, 100, 63, 36, 100, 200, 877, 10326
INVAR-10, Run: 013, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 921, 9134, 100, 59, 40, 100, 200, 1021, 9134
INVAR-10, Run: 014, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 720, 7839, 100, 56, 43, 100, 200, 820, 7839
INVAR-10, Run: 015, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 978, 11037, 100, 60, 39, 100, 200, 1078, 11037
INVAR-10, Run: 016, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 693, 8706, 100, 66, 33, 100, 200, 793, 8706
INVAR-10, Run: 017, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 909, 7643, 100, 50, 49, 100, 200, 1009, 7643
INVAR-10, Run: 018, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 867, 9683, 100, 61, 38, 100, 200, 967, 9683
INVAR-10, Run: 019, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1092, 13172, 100, 68, 31, 100, 200, 1192, 13172
INVAR-10, Run: 020, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 624, 8705, 100, 73, 26, 100, 200, 724, 8705
INVAR-10, Run: 021, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 721, 10942, 100, 66, 33, 100, 200, 821, 10942
INVAR-10, Run: 022, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 667, 9080, 100, 68, 31, 100, 200, 767, 9080
INVAR-10, Run: 023, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 873, 8440, 100, 53, 46, 100, 200, 973, 8440
INVAR-10, Run: 024, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 759, 10438, 100, 67, 32, 100, 200, 859, 10438
INVAR-10, Run: 025, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 915, 12594, 100, 57, 42, 100, 200, 1015, 12594
INVAR-10, Run: 026, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1045, 10710, 100, 49, 50, 100, 200, 1145, 10710
INVAR-10, Run: 027, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1026, 11465, 100, 64, 35, 100, 200, 1126, 11465
INVAR-10, Run: 028, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 943, 10561, 100, 65, 34, 100, 200, 1043, 10561
INVAR-10, Run: 029, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 771, 9805, 100, 64, 35, 100, 200, 871, 9805
INVAR-10, Run: 030, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 938, 9738, 100, 64, 35, 100, 200, 1038, 9738
INVAR-10, Run: 031, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 803, 10675, 100, 70, 29, 100, 200, 903, 10675
INVAR-10, Run: 032, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 972, 10243, 100, 65, 34, 100, 200, 1072, 10243
INVAR-10, Run: 033, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 778, 12287, 100, 63, 36, 100, 200, 878, 12287
INVAR-10, Run: 034, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 672, 11299, 100, 71, 28, 100, 200, 772, 11299
INVAR-10, Run: 035, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 828, 12885, 100, 70, 29, 100, 200, 928, 12885
INVAR-10, Run: 036, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 625, 7830, 100, 69, 30, 100, 200, 725, 7830
INVAR-10, Run: 037, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 720, 9887, 100, 69, 30, 100, 200, 820, 9887
INVAR-10, Run: 038, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 743, 8474, 100, 56, 43, 100, 200, 843, 8474
INVAR-10, Run: 039, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 783, 9228, 100, 66, 33, 100, 200, 883, 9228
INVAR-10, Run: 040, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1036, 9850, 100, 55, 44, 100, 200, 1136, 9850
INVAR-10, Run: 041, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 879, 12311, 100, 74, 25, 100, 200, 979, 12311
INVAR-10, Run: 042, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 891, 11415, 100, 63, 36, 100, 200, 991, 11415
INVAR-10, Run: 043, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 842, 12124, 100, 56, 43, 100, 200, 942, 12124
INVAR-10, Run: 044, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1059, 7916, 100, 58, 41, 100, 200, 1159, 7916
INVAR-10, Run: 045, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 966, 11586, 100, 66, 33, 100, 200, 1066, 11586
INVAR-10, Run: 046, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 747, 8958, 100, 62, 37, 100, 200, 847, 8958
INVAR-10, Run: 047, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 943, 8750, 100, 63, 36, 100, 200, 1043, 8750
INVAR-10, Run: 048, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 746, 9221, 100, 68, 31, 100, 200, 846, 9221
INVAR-10, Run: 049, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 838, 9931, 100, 67, 32, 100, 200, 938, 9931
INVAR-10, Run: 050, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 697, 10056, 100, 58, 41, 100, 200, 797, 10056
INVAR-10, Run: 051, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 787, 9520, 100, 67, 32, 100, 200, 887, 9520
INVAR-10, Run: 052, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1031, 9166, 100, 72, 27, 100, 200, 1131, 9166
INVAR-10, Run: 053, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 799, 9639, 100, 70, 29, 100, 200, 899, 9639
INVAR-10, Run: 054, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 819, 8762, 100, 58, 41, 100, 200, 919, 8762
INVAR-10, Run: 055, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 926, 10335, 100, 54, 45, 100, 200, 1026, 10335
INVAR-10, Run: 056, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 984, 11811, 100, 58, 41, 100, 200, 1084, 11811
INVAR-10, Run: 057, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 957, 9800, 100, 55, 44, 100, 200, 1057, 9800
INVAR-10, Run: 058, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 826, 11870, 100, 61, 38, 100, 200, 926, 11870
INVAR-10, Run: 059, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 754, 8695, 100, 76, 23, 100, 200, 854, 8695
INVAR-10, Run: 060, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 841, 10606, 100, 54, 45, 100, 200, 941, 10606
INVAR-10, Run: 061, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 700, 9054, 100, 66, 33, 100, 200, 800, 9054
INVAR-10, Run: 062, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1157, 10536, 100, 60, 39, 100, 200, 1257, 10536
INVAR-10, Run: 063, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 641, 9468, 100, 63, 36, 100, 200, 741, 9468
INVAR-10, Run: 064, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1103, 11776, 100, 64, 35, 100, 200, 1203, 11776
INVAR-10, Run: 065, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 758, 9583, 100, 59, 40, 100, 200, 858, 9583
INVAR-10, Run: 066, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 969, 10131, 100, 56, 43, 100, 200, 1069, 10131
INVAR-10, Run: 067, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 836, 11004, 100, 69, 30, 100, 200, 936, 11004
INVAR-10, Run: 068, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 737, 8991, 100, 56, 43, 100, 200, 837, 8991
INVAR-10, Run: 069, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1001, 10632, 100, 63, 36, 100, 200, 1101, 10632
INVAR-10, Run: 070, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 879, 11333, 100, 68, 31, 100, 200, 979, 11333
INVAR-10, Run: 071, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 856, 9687, 100, 59, 40, 100, 200, 956, 9687
INVAR-10, Run: 072, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 845, 11349, 100, 61, 38, 100, 200, 945, 11349
INVAR-10, Run: 073, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 785, 10288, 100, 69, 30, 100, 200, 885, 10288
