Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F
4, Run: 001, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 17, 78, 1
4, Run: 002, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 16, 78, 1
4, Run: 003, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 20, 78, 1
4, Run: 004, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 23, 78, 1
4, Run: 005, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 14, 78, 1
4, Run: 006, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 16, 78, 1
4, Run: 007, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 23, 78, 1
4, Run: 008, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 12, 78, 1
4, Run: 009, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 15, 78, 1
4, Run: 010, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 78, 1
4, Run: 011, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 20, 78, 1
4, Run: 012, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 11, 78, 1
4, Run: 013, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 15, 78, 1
4, Run: 014, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 20, 78, 1
4, Run: 015, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 21, 78, 1
4, Run: 016, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 18, 78, 1
4, Run: 017, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 14, 78, 1
4, Run: 018, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 5, 78, 1
4, Run: 019, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 13, 78, 1
4, Run: 020, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 28, 78, 1
4, Run: 021, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 8, 78, 1
4, Run: 022, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 16, 78, 1
4, Run: 023, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 14, 78, 1
4, Run: 024, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 11, 78, 1
4, Run: 025, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 21, 78, 1
4, Run: 026, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 78, 1
4, Run: 027, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 21, 78, 1
4, Run: 028, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 8, 78, 1
4, Run: 029, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 22, 78, 1
4, Run: 030, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 21, 78, 1
4, Run: 031, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 13, 78, 1
4, Run: 032, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 17, 78, 1
4, Run: 033, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 14, 78, 1
4, Run: 034, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 78, 1
4, Run: 035, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 10, 78, 1
4, Run: 036, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 11, 78, 1
4, Run: 037, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 78, 1
4, Run: 038, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 78, 1
4, Run: 039, F, 0, 1, 0, 0, 1, 0, 118, 0, 0, 15, 78, 1
