Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B
2, Run: 026, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 027, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 028, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 029, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 030, F, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1
2, Run: 031, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 032, F, 117, 0, 143, 1, 0, 1, 0, 21, 0, 0, 1
2, Run: 033, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 034, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 035, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 036, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 037, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 038, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 039, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 040, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 041, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 042, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 043, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 044, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 045, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 046, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 047, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 048, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 049, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 050, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1
2, Run: 051, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 052, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 053, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 054, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 055, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 056, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 057, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 058, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 059, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 060, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 061, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 062, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 063, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 064, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 065, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 066, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 067, F, 0, 0, 49, 0, 0, 0, 21, 0, 1, 112, 0
2, Run: 068, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 069, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 070, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 071, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 072, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 073, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 074, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 075, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 076, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 077, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 078, F, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1
2, Run: 079, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 080, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 081, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 082, F, 0, 0, 49, 0, 0, 0, 21, 0, 1, 112, 0
2, Run: 083, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 084, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 085, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 086, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 087, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0
2, Run: 088, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 089, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 090, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 091, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 092, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 093, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 094, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 095, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 096, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 097, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 098, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 099, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 100, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1
3, Run: 001, F, 201, 0, 347, 1, 0, 1, 0, 45, 0, 0, 1
3, Run: 002, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1
3, Run: 003, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0
3, Run: 004, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1
3, Run: 005, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1
3, Run: 006, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1
3, Run: 007, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1
3, Run: 008, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1
3, Run: 009, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1
3, Run: 010, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1
3, Run: 011, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0
3, Run: 012, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 013, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 014, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1
3, Run: 015, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1
3, Run: 016, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1
3, Run: 017, F, 0, 0, 166, 0, 0, 0, 54, 0, 1, 268, 0
3, Run: 018, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0
3, Run: 019, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0
3, Run: 020, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 021, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0
3, Run: 022, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 023, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1
