Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B
1, Run: 001, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 002, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0
1, Run: 003, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 004, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 005, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 006, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 007, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 008, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 009, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 010, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1
1, Run: 011, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 012, F, 51, 0, 53, 1, 0, 1, 0, 8, 0, 0, 1
1, Run: 013, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0
1, Run: 014, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 015, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 016, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 017, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 018, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 019, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 020, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 021, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 022, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 023, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 024, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1
1, Run: 025, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 026, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 027, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 028, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 029, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 030, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 031, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 032, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 033, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 034, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 035, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 036, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 037, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 038, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 039, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 040, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 041, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 042, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 043, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 044, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 045, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 046, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0
1, Run: 047, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 048, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 049, F, 0, 0, 12, 0, 0, 0, 8, 0, 1, 46, 0
1, Run: 050, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 051, F, 0, 0, 24, 0, 0, 0, 4, 0, 1, 14, 0
1, Run: 052, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 053, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 054, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 055, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 056, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 057, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 058, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 059, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 060, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 061, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 062, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 063, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 064, F, 51, 0, 53, 1, 0, 1, 0, 8, 0, 0, 1
1, Run: 065, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 066, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 067, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 068, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1
1, Run: 069, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1
1, Run: 070, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 071, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 072, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 073, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0
1, Run: 074, F, 0, 0, 12, 0, 0, 0, 8, 0, 1, 46, 0
1, Run: 075, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0
1, Run: 076, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 077, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 078, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 079, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 080, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 081, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0
1, Run: 082, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 083, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 084, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 085, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1
1, Run: 086, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
1, Run: 087, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 088, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 089, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 090, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
1, Run: 091, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0
1, Run: 092, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 093, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 094, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 095, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 096, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1
1, Run: 097, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 098, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
1, Run: 099, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
1, Run: 100, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1
10, Run: 001, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 002, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 003, F, 0, 0, 232, 0, 0, 0, 56, 0, 1, 248, 0
10, Run: 004, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 005, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
10, Run: 006, F, 0, 0, 202, 0, 0, 0, 66, 0, 1, 328, 0
10, Run: 007, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 008, F, 0, 0, 235, 0, 0, 0, 55, 0, 1, 240, 0
10, Run: 009, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 010, F, 0, 0, 202, 0, 0, 0, 66, 0, 1, 328, 0
10, Run: 011, F, 245, 0, 423, 1, 0, 1, 0, 55, 0, 0, 1
10, Run: 012, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 013, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
10, Run: 014, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 015, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 016, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1
10, Run: 017, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 018, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
10, Run: 019, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 020, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 021, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 022, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1
10, Run: 023, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
10, Run: 024, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 025, F, 325, 0, 463, 1, 0, 1, 0, 65, 0, 0, 1
10, Run: 026, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 027, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 028, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 029, F, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
10, Run: 030, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 031, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 032, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 033, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 034, F, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1
10, Run: 035, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 036, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 037, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 038, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
10, Run: 039, F, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0
10, Run: 040, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
10, Run: 041, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1
10, Run: 042, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
10, Run: 043, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
10, Run: 044, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
10, Run: 045, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 046, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 047, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
10, Run: 048, F, 333, 0, 467, 1, 0, 1, 0, 66, 0, 0, 1
10, Run: 049, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 050, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 051, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 052, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1
10, Run: 053, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
10, Run: 054, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
10, Run: 055, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
10, Run: 056, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 057, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 058, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 059, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 060, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 061, F, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
10, Run: 062, F, 0, 0, 235, 0, 0, 0, 55, 0, 1, 240, 0
10, Run: 063, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 064, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1
10, Run: 065, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 066, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 067, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 068, F, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
10, Run: 069, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
10, Run: 070, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 071, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 072, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 073, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 074, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 075, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1
10, Run: 076, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 077, F, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1
10, Run: 078, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 079, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 080, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 081, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 082, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 083, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 084, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
10, Run: 085, F, 0, 0, 235, 0, 0, 0, 55, 0, 1, 240, 0
10, Run: 086, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 087, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 088, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 089, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 090, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 091, F, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
10, Run: 092, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 093, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 094, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 095, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 096, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 097, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
10, Run: 098, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 099, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 100, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
2, Run: 001, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 002, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 003, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1
2, Run: 004, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 005, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0
2, Run: 006, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 007, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 008, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 009, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0
2, Run: 010, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 011, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 012, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 013, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 014, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 015, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 016, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 017, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 018, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 019, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 020, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 021, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 022, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 023, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 024, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 025, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
