Input Number, Run_Number, Result@ 100, A2, F2P, F2, A1, F1, F1P, Y
13, Run: 044, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 045, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 046, P, 4, 0, 0, 11, 0, 0, 5
13, Run: 047, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 048, P, 0, 0, 3, 10, 0, 3, 2
13, Run: 049, P, 0, 0, 1, 10, 0, 1, 4
13, Run: 050, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 051, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 052, P, 0, 0, 2, 11, 0, 2, 3
13, Run: 053, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 054, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 055, P, 0, 0, 0, 10, 0, 0, 5
13, Run: 056, P, 0, 0, 0, 12, 0, 0, 5
13, Run: 057, P, 0, 0, 0, 12, 0, 0, 5
13, Run: 058, P, 0, 0, 0, 10, 0, 0, 5
13, Run: 059, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 060, P, 2, 0, 0, 11, 0, 0, 5
13, Run: 061, P, 0, 0, 2, 11, 0, 2, 3
13, Run: 062, P, 8, 0, 0, 12, 0, 0, 5
13, Run: 063, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 064, P, 0, 0, 1, 10, 0, 1, 4
13, Run: 065, P, 5, 0, 0, 10, 0, 0, 5
13, Run: 066, P, 0, 0, 1, 10, 0, 1, 4
13, Run: 067, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 068, P, 2, 0, 0, 10, 0, 0, 5
13, Run: 069, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 070, P, 0, 0, 0, 12, 0, 0, 5
13, Run: 071, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 072, P, 0, 0, 1, 10, 0, 1, 4
13, Run: 073, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 074, P, 0, 0, 0, 12, 0, 0, 5
13, Run: 075, P, 0, 0, 0, 10, 0, 0, 5
13, Run: 076, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 077, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 078, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 079, P, 0, 0, 0, 12, 0, 0, 5
13, Run: 080, P, 0, 0, 0, 12, 0, 0, 5
13, Run: 081, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 082, P, 2, 0, 0, 11, 0, 0, 5
13, Run: 083, P, 1, 0, 0, 11, 0, 0, 5
13, Run: 084, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 085, P, 0, 0, 0, 10, 0, 0, 5
13, Run: 086, P, 0, 0, 0, 10, 0, 0, 5
13, Run: 087, P, 2, 0, 0, 10, 0, 0, 5
13, Run: 088, P, 0, 0, 0, 10, 0, 0, 5
13, Run: 089, P, 0, 0, 2, 10, 0, 2, 3
13, Run: 090, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 091, P, 0, 0, 3, 12, 0, 3, 2
13, Run: 092, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 093, P, 0, 0, 0, 11, 0, 0, 5
13, Run: 094, P, 0, 0, 2, 12, 0, 2, 3
13, Run: 095, P, 0, 0, 0, 12, 0, 0, 5
13, Run: 096, P, 1, 0, 0, 10, 0, 0, 5
13, Run: 097, P, 0, 0, 1, 12, 0, 1, 4
13, Run: 098, P, 0, 0, 1, 11, 0, 1, 4
13, Run: 099, P, 0, 0, 1, 10, 0, 1, 4
13, Run: 100, F, 0, 0, 5, 10, 0, 5, 0
14, Run: 001, P, 0, 0, 1, 78, 0, 1, 4
14, Run: 002, P, 0, 0, 2, 76, 0, 2, 3
14, Run: 003, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 004, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 005, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 006, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 007, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 008, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 009, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 010, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 011, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 012, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 013, P, 4, 0, 0, 76, 0, 0, 5
14, Run: 014, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 015, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 016, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 017, P, 4, 0, 0, 76, 0, 0, 5
14, Run: 018, P, 1, 0, 0, 77, 0, 0, 5
14, Run: 019, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 020, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 021, P, 8, 0, 0, 76, 0, 0, 5
14, Run: 022, P, 1, 0, 0, 77, 0, 0, 5
14, Run: 023, P, 8, 0, 0, 76, 0, 0, 5
14, Run: 024, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 025, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 026, P, 0, 0, 0, 77, 0, 0, 5
14, Run: 027, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 028, P, 9, 0, 0, 76, 0, 0, 5
14, Run: 029, P, 6, 0, 0, 76, 0, 0, 5
14, Run: 030, P, 3, 0, 0, 76, 0, 0, 5
14, Run: 031, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 032, P, 24, 0, 0, 76, 0, 0, 5
14, Run: 033, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 034, P, 12, 0, 0, 76, 0, 0, 5
14, Run: 035, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 036, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 037, P, 5, 0, 0, 76, 0, 0, 5
14, Run: 038, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 039, P, 12, 0, 0, 76, 0, 0, 5
14, Run: 040, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 041, P, 14, 0, 0, 76, 0, 0, 5
14, Run: 042, P, 5, 0, 0, 77, 0, 0, 5
14, Run: 043, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 044, P, 2, 0, 0, 77, 0, 0, 5
14, Run: 045, P, 5, 0, 0, 76, 0, 0, 5
14, Run: 046, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 047, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 048, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 049, P, 6, 0, 0, 76, 0, 0, 5
14, Run: 050, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 051, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 052, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 053, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 054, P, 0, 0, 2, 76, 0, 2, 3
14, Run: 055, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 056, P, 5, 0, 0, 76, 0, 0, 5
14, Run: 057, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 058, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 059, P, 20, 0, 0, 76, 0, 0, 5
14, Run: 060, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 061, P, 4, 0, 0, 76, 0, 0, 5
14, Run: 062, P, 12, 0, 0, 76, 0, 0, 5
14, Run: 063, P, 0, 0, 1, 77, 0, 1, 4
14, Run: 064, P, 0, 0, 2, 76, 0, 2, 3
14, Run: 065, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 066, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 067, P, 4, 0, 0, 77, 0, 0, 5
14, Run: 068, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 069, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 070, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 071, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 072, P, 5, 0, 0, 77, 0, 0, 5
14, Run: 073, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 074, P, 0, 0, 1, 76, 0, 1, 4
14, Run: 075, P, 11, 0, 0, 76, 0, 0, 5
14, Run: 076, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 077, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 078, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 079, P, 5, 0, 0, 77, 0, 0, 5
14, Run: 080, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 081, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 082, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 083, P, 13, 0, 0, 76, 0, 0, 5
14, Run: 084, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 085, P, 0, 0, 2, 76, 0, 2, 3
14, Run: 086, P, 8, 0, 0, 76, 0, 0, 5
14, Run: 087, P, 15, 0, 0, 76, 0, 0, 5
14, Run: 088, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 089, P, 14, 0, 0, 76, 0, 0, 5
14, Run: 090, P, 6, 0, 0, 76, 0, 0, 5
14, Run: 091, P, 4, 0, 0, 76, 0, 0, 5
14, Run: 092, P, 10, 0, 0, 76, 0, 0, 5
14, Run: 093, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 094, P, 3, 0, 0, 76, 0, 0, 5
14, Run: 095, P, 0, 0, 0, 76, 0, 0, 5
14, Run: 096, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 097, P, 1, 0, 0, 76, 0, 0, 5
14, Run: 098, P, 16, 0, 0, 76, 0, 0, 5
14, Run: 099, P, 2, 0, 0, 76, 0, 0, 5
14, Run: 100, P, 0, 0, 0, 76, 0, 0, 5
15, Run: 001, P, 3, 0, 0, 160, 0, 0, 5
15, Run: 002, P, 33, 0, 0, 160, 0, 0, 5
15, Run: 003, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 004, P, 25, 0, 0, 160, 0, 0, 5
15, Run: 005, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 006, P, 6, 0, 0, 160, 0, 0, 5
15, Run: 007, P, 1, 0, 0, 161, 0, 0, 5
15, Run: 008, P, 40, 0, 0, 160, 0, 0, 5
15, Run: 009, P, 14, 0, 0, 160, 0, 0, 5
15, Run: 010, P, 8, 0, 0, 160, 0, 0, 5
15, Run: 011, P, 7, 0, 0, 160, 0, 0, 5
15, Run: 012, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 013, P, 4, 0, 0, 160, 0, 0, 5
15, Run: 014, P, 0, 0, 2, 160, 0, 2, 3
15, Run: 015, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 016, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 017, P, 6, 0, 0, 160, 0, 0, 5
15, Run: 018, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 019, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 020, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 021, P, 19, 0, 0, 160, 0, 0, 5
15, Run: 022, P, 50, 0, 0, 161, 0, 0, 5
15, Run: 023, P, 5, 0, 0, 160, 0, 0, 5
15, Run: 024, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 025, P, 10, 0, 0, 160, 0, 0, 5
15, Run: 026, P, 3, 0, 0, 160, 0, 0, 5
15, Run: 027, P, 11, 0, 0, 160, 0, 0, 5
15, Run: 028, P, 13, 0, 0, 160, 0, 0, 5
15, Run: 029, P, 58, 0, 0, 160, 0, 0, 5
15, Run: 030, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 031, P, 14, 0, 0, 160, 0, 0, 5
15, Run: 032, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 033, P, 19, 0, 0, 160, 0, 0, 5
15, Run: 034, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 035, P, 2, 0, 0, 160, 0, 0, 5
15, Run: 036, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 037, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 038, P, 12, 0, 0, 160, 0, 0, 5
15, Run: 039, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 040, P, 14, 0, 0, 160, 0, 0, 5
15, Run: 041, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 042, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 043, P, 3, 0, 0, 160, 0, 0, 5
15, Run: 044, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 045, P, 10, 0, 0, 160, 0, 0, 5
15, Run: 046, P, 11, 0, 0, 160, 0, 0, 5
15, Run: 047, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 048, P, 31, 0, 0, 160, 0, 0, 5
15, Run: 049, P, 42, 0, 0, 160, 0, 0, 5
15, Run: 050, P, 6, 0, 0, 160, 0, 0, 5
15, Run: 051, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 052, P, 38, 0, 0, 160, 0, 0, 5
15, Run: 053, P, 0, 0, 1, 161, 0, 1, 4
15, Run: 054, P, 4, 0, 0, 160, 0, 0, 5
15, Run: 055, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 056, P, 0, 0, 2, 160, 0, 2, 3
15, Run: 057, P, 3, 0, 0, 160, 0, 0, 5
15, Run: 058, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 059, P, 4, 0, 0, 160, 0, 0, 5
15, Run: 060, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 061, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 062, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 063, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 064, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 065, P, 2, 0, 0, 160, 0, 0, 5
15, Run: 066, P, 15, 0, 0, 160, 0, 0, 5
15, Run: 067, P, 16, 0, 0, 160, 0, 0, 5
15, Run: 068, P, 3, 0, 0, 160, 0, 0, 5
15, Run: 069, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 070, P, 2, 0, 0, 160, 0, 0, 5
15, Run: 071, P, 5, 0, 0, 160, 0, 0, 5
15, Run: 072, P, 5, 0, 0, 160, 0, 0, 5
15, Run: 073, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 074, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 075, P, 2, 0, 0, 160, 0, 0, 5
15, Run: 076, P, 46, 0, 0, 160, 0, 0, 5
15, Run: 077, P, 4, 0, 0, 160, 0, 0, 5
15, Run: 078, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 079, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 080, P, 2, 0, 0, 160, 0, 0, 5
15, Run: 081, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 082, P, 2, 0, 0, 160, 0, 0, 5
15, Run: 083, P, 25, 0, 0, 160, 0, 0, 5
15, Run: 084, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 085, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 086, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 087, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 088, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 089, P, 5, 0, 0, 160, 0, 0, 5
15, Run: 090, P, 30, 0, 0, 160, 0, 0, 5
15, Run: 091, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 092, P, 4, 0, 0, 160, 0, 0, 5
15, Run: 093, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 094, P, 9, 0, 0, 160, 0, 0, 5
15, Run: 095, P, 2, 0, 0, 160, 0, 0, 5
15, Run: 096, P, 1, 0, 0, 160, 0, 0, 5
15, Run: 097, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 098, P, 0, 0, 0, 160, 0, 0, 5
15, Run: 099, P, 0, 0, 1, 160, 0, 1, 4
15, Run: 100, P, 5, 0, 0, 160, 0, 0, 5
2, Run: 001, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 002, P, 4, 0, 0, 55, 0, 0, 5
2, Run: 003, P, 0, 0, 1, 56, 0, 1, 4
2, Run: 004, P, 5, 0, 0, 55, 0, 0, 5
2, Run: 005, P, 5, 0, 0, 55, 0, 0, 5
2, Run: 006, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 007, P, 0, 0, 0, 56, 0, 0, 5
2, Run: 008, P, 4, 0, 0, 55, 0, 0, 5
2, Run: 009, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 010, P, 1, 0, 0, 56, 0, 0, 5
2, Run: 011, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 012, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 013, P, 5, 0, 0, 56, 0, 0, 5
2, Run: 014, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 015, P, 8, 0, 0, 55, 0, 0, 5
2, Run: 016, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 017, P, 2, 0, 0, 55, 0, 0, 5
2, Run: 018, P, 0, 0, 2, 55, 0, 2, 3
2, Run: 019, P, 13, 0, 0, 55, 0, 0, 5
2, Run: 020, P, 10, 0, 0, 55, 0, 0, 5
2, Run: 021, P, 2, 0, 0, 56, 0, 0, 5
2, Run: 022, P, 3, 0, 0, 55, 0, 0, 5
2, Run: 023, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 024, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 025, P, 2, 0, 0, 55, 0, 0, 5
2, Run: 026, P, 5, 0, 0, 55, 0, 0, 5
2, Run: 027, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 028, P, 14, 0, 0, 55, 0, 0, 5
2, Run: 029, P, 1, 0, 0, 56, 0, 0, 5
2, Run: 030, P, 9, 0, 0, 55, 0, 0, 5
2, Run: 031, P, 12, 0, 0, 55, 0, 0, 5
2, Run: 032, P, 3, 0, 0, 55, 0, 0, 5
2, Run: 033, P, 0, 0, 2, 55, 0, 2, 3
2, Run: 034, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 035, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 036, P, 17, 0, 0, 55, 0, 0, 5
2, Run: 037, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 038, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 039, P, 2, 0, 0, 55, 0, 0, 5
2, Run: 040, P, 0, 0, 1, 56, 0, 1, 4
2, Run: 041, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 042, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 043, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 044, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 045, P, 0, 0, 0, 56, 0, 0, 5
2, Run: 046, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 047, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 048, P, 9, 0, 0, 55, 0, 0, 5
2, Run: 049, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 050, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 051, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 052, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 053, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 054, P, 5, 0, 0, 55, 0, 0, 5
2, Run: 055, P, 7, 0, 0, 57, 0, 0, 5
2, Run: 056, P, 0, 0, 1, 56, 0, 1, 4
2, Run: 057, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 058, P, 0, 0, 1, 56, 0, 1, 4
2, Run: 059, P, 0, 0, 1, 56, 0, 1, 4
2, Run: 060, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 061, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 062, P, 8, 0, 0, 55, 0, 0, 5
2, Run: 063, P, 7, 0, 0, 56, 0, 0, 5
2, Run: 064, P, 4, 0, 0, 55, 0, 0, 5
2, Run: 065, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 066, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 067, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 068, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 069, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 070, P, 3, 0, 0, 55, 0, 0, 5
2, Run: 071, P, 13, 0, 0, 55, 0, 0, 5
2, Run: 072, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 073, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 074, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 075, P, 2, 0, 0, 56, 0, 0, 5
2, Run: 076, P, 0, 0, 1, 56, 0, 1, 4
2, Run: 077, P, 7, 0, 0, 56, 0, 0, 5
2, Run: 078, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 079, P, 6, 0, 0, 55, 0, 0, 5
2, Run: 080, P, 1, 0, 0, 56, 0, 0, 5
2, Run: 081, P, 0, 0, 2, 55, 0, 2, 3
2, Run: 082, P, 0, 0, 2, 55, 0, 2, 3
2, Run: 083, P, 3, 0, 0, 55, 0, 0, 5
2, Run: 084, P, 3, 0, 0, 56, 0, 0, 5
2, Run: 085, P, 2, 0, 0, 55, 0, 0, 5
2, Run: 086, P, 5, 0, 0, 55, 0, 0, 5
2, Run: 087, P, 0, 0, 0, 56, 0, 0, 5
2, Run: 088, P, 2, 0, 0, 55, 0, 0, 5
2, Run: 089, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 090, P, 4, 0, 0, 55, 0, 0, 5
2, Run: 091, P, 2, 0, 0, 55, 0, 0, 5
2, Run: 092, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 093, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 094, P, 4, 0, 0, 55, 0, 0, 5
2, Run: 095, P, 10, 0, 0, 55, 0, 0, 5
2, Run: 096, P, 0, 0, 1, 55, 0, 1, 4
2, Run: 097, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 098, P, 1, 0, 0, 55, 0, 0, 5
2, Run: 099, P, 0, 0, 0, 55, 0, 0, 5
2, Run: 100, P, 0, 0, 0, 55, 0, 0, 5
3, Run: 001, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 002, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 003, P, 0, 0, 1, 116, 0, 1, 4
3, Run: 004, P, 11, 0, 0, 115, 0, 0, 5
3, Run: 005, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 006, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 007, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 008, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 009, P, 6, 0, 0, 115, 0, 0, 5
3, Run: 010, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 011, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 012, P, 2, 0, 0, 115, 0, 0, 5
3, Run: 013, P, 2, 0, 0, 115, 0, 0, 5
3, Run: 014, P, 6, 0, 0, 115, 0, 0, 5
3, Run: 015, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 016, P, 25, 0, 0, 115, 0, 0, 5
3, Run: 017, P, 4, 0, 0, 115, 0, 0, 5
3, Run: 018, P, 38, 0, 0, 115, 0, 0, 5
3, Run: 019, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 020, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 021, P, 6, 0, 0, 115, 0, 0, 5
3, Run: 022, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 023, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 024, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 025, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 026, P, 27, 0, 0, 115, 0, 0, 5
3, Run: 027, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 028, P, 9, 0, 0, 115, 0, 0, 5
3, Run: 029, P, 0, 0, 0, 116, 0, 0, 5
3, Run: 030, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 031, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 032, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 033, P, 6, 0, 0, 115, 0, 0, 5
3, Run: 034, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 035, P, 0, 0, 1, 116, 0, 1, 4
3, Run: 036, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 037, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 038, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 039, P, 2, 0, 0, 115, 0, 0, 5
3, Run: 040, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 041, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 042, P, 8, 0, 0, 115, 0, 0, 5
3, Run: 043, P, 7, 0, 0, 115, 0, 0, 5
3, Run: 044, P, 31, 0, 0, 115, 0, 0, 5
3, Run: 045, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 046, P, 2, 0, 0, 115, 0, 0, 5
3, Run: 047, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 048, P, 7, 0, 0, 115, 0, 0, 5
3, Run: 049, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 050, P, 3, 0, 0, 115, 0, 0, 5
3, Run: 051, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 052, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 053, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 054, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 055, P, 5, 0, 0, 115, 0, 0, 5
3, Run: 056, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 057, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 058, P, 3, 0, 0, 115, 0, 0, 5
3, Run: 059, P, 2, 0, 0, 115, 0, 0, 5
3, Run: 060, P, 6, 0, 0, 115, 0, 0, 5
3, Run: 061, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 062, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 063, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 064, P, 3, 0, 0, 115, 0, 0, 5
3, Run: 065, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 066, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 067, P, 6, 0, 0, 115, 0, 0, 5
3, Run: 068, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 069, P, 5, 0, 0, 115, 0, 0, 5
3, Run: 070, P, 14, 0, 0, 115, 0, 0, 5
3, Run: 071, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 072, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 073, P, 11, 0, 0, 115, 0, 0, 5
3, Run: 074, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 075, P, 4, 0, 0, 115, 0, 0, 5
3, Run: 076, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 077, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 078, P, 20, 0, 0, 115, 0, 0, 5
3, Run: 079, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 080, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 081, P, 2, 0, 0, 116, 0, 0, 5
3, Run: 082, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 083, P, 0, 0, 0, 115, 0, 0, 5
3, Run: 084, P, 4, 0, 0, 115, 0, 0, 5
3, Run: 085, P, 5, 0, 0, 115, 0, 0, 5
3, Run: 086, P, 1, 0, 0, 116, 0, 0, 5
3, Run: 087, P, 0, 0, 2, 115, 0, 2, 3
3, Run: 088, P, 1, 0, 0, 115, 0, 0, 5
3, Run: 089, P, 16, 0, 0, 115, 0, 0, 5
3, Run: 090, P, 31, 0, 0, 115, 0, 0, 5
3, Run: 091, P, 16, 0, 0, 115, 0, 0, 5
3, Run: 092, P, 6, 0, 0, 115, 0, 0, 5
3, Run: 093, P, 0, 0, 1, 115, 0, 1, 4
