Input Number, Run_Number, Result@ 100, A2, F2P, F2, A1, F1, F1P, Y
3, Run: 094, P, 3, 0, 0, 115, 0, 0, 5
3, Run: 095, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 096, P, 48, 0, 0, 115, 0, 0, 5
3, Run: 097, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 098, P, 0, 0, 1, 115, 0, 1, 4
3, Run: 099, P, 3, 0, 0, 115, 0, 0, 5
3, Run: 100, P, 5, 0, 0, 115, 0, 0, 5
4, Run: 001, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 002, P, 1, 0, 0, 6, 0, 0, 5
4, Run: 003, P, 0, 0, 0, 7, 0, 0, 5
4, Run: 004, P, 2, 0, 0, 6, 0, 0, 5
4, Run: 005, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 006, P, 0, 0, 1, 7, 0, 1, 4
4, Run: 007, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 008, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 009, P, 0, 0, 1, 6, 0, 1, 4
4, Run: 010, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 011, P, 6, 0, 0, 7, 0, 0, 5
4, Run: 012, P, 0, 0, 1, 7, 0, 1, 4
4, Run: 013, P, 6, 0, 0, 5, 0, 0, 5
4, Run: 014, P, 0, 0, 1, 6, 0, 1, 4
4, Run: 015, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 016, P, 0, 0, 2, 6, 0, 2, 3
4, Run: 017, P, 1, 0, 0, 5, 0, 0, 5
4, Run: 018, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 019, P, 10, 0, 0, 5, 0, 0, 5
4, Run: 020, P, 2, 0, 0, 5, 0, 0, 5
4, Run: 021, P, 2, 0, 0, 5, 0, 0, 5
4, Run: 022, P, 0, 0, 1, 7, 0, 1, 4
4, Run: 023, P, 0, 0, 2, 6, 0, 2, 3
4, Run: 024, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 025, P, 3, 0, 0, 5, 0, 0, 5
4, Run: 026, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 027, P, 2, 0, 0, 5, 0, 0, 5
4, Run: 028, P, 3, 0, 0, 5, 0, 0, 5
4, Run: 029, P, 1, 0, 0, 6, 0, 0, 5
4, Run: 030, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 031, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 032, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 033, P, 1, 0, 0, 5, 0, 0, 5
4, Run: 034, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 035, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 036, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 037, P, 14, 0, 0, 5, 0, 0, 5
4, Run: 038, P, 10, 0, 0, 5, 0, 0, 5
4, Run: 039, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 040, P, 0, 0, 2, 6, 0, 2, 3
4, Run: 041, P, 2, 0, 0, 5, 0, 0, 5
4, Run: 042, P, 0, 0, 2, 5, 0, 2, 3
4, Run: 043, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 044, P, 1, 0, 0, 7, 0, 0, 5
4, Run: 045, P, 0, 0, 0, 7, 0, 0, 5
4, Run: 046, P, 2, 0, 0, 6, 0, 0, 5
4, Run: 047, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 048, P, 0, 0, 2, 6, 0, 2, 3
4, Run: 049, P, 4, 0, 0, 6, 0, 0, 5
4, Run: 050, P, 1, 0, 0, 6, 0, 0, 5
4, Run: 051, P, 12, 0, 0, 7, 0, 0, 5
4, Run: 052, P, 6, 0, 0, 6, 0, 0, 5
4, Run: 053, P, 0, 0, 2, 6, 0, 2, 3
4, Run: 054, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 055, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 056, P, 5, 0, 0, 6, 0, 0, 5
4, Run: 057, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 058, P, 0, 0, 0, 7, 0, 0, 5
4, Run: 059, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 060, P, 1, 0, 0, 5, 0, 0, 5
4, Run: 061, P, 1, 0, 0, 5, 0, 0, 5
4, Run: 062, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 063, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 064, P, 4, 0, 0, 7, 0, 0, 5
4, Run: 065, P, 3, 0, 0, 6, 0, 0, 5
4, Run: 066, P, 5, 0, 0, 5, 0, 0, 5
4, Run: 067, P, 0, 0, 3, 5, 0, 3, 2
4, Run: 068, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 069, P, 12, 0, 0, 5, 0, 0, 5
4, Run: 070, P, 4, 0, 0, 5, 0, 0, 5
4, Run: 071, P, 1, 0, 0, 5, 0, 0, 5
4, Run: 072, P, 2, 0, 0, 5, 0, 0, 5
4, Run: 073, P, 0, 0, 1, 8, 0, 1, 4
4, Run: 074, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 075, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 076, P, 0, 0, 0, 7, 0, 0, 5
4, Run: 077, P, 1, 0, 0, 6, 0, 0, 5
4, Run: 078, P, 1, 0, 0, 5, 0, 0, 5
4, Run: 079, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 080, P, 0, 0, 1, 6, 0, 1, 4
4, Run: 081, P, 0, 0, 1, 7, 0, 1, 4
4, Run: 082, P, 0, 0, 1, 6, 0, 1, 4
4, Run: 083, P, 9, 0, 0, 6, 0, 0, 5
4, Run: 084, P, 8, 0, 0, 5, 0, 0, 5
4, Run: 085, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 086, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 087, P, 0, 0, 1, 5, 0, 1, 4
4, Run: 088, P, 0, 0, 3, 5, 0, 3, 2
4, Run: 089, P, 0, 0, 0, 5, 0, 0, 5
4, Run: 090, P, 6, 0, 0, 7, 0, 0, 5
4, Run: 091, P, 3, 0, 0, 5, 0, 0, 5
4, Run: 092, P, 3, 0, 0, 6, 0, 0, 5
4, Run: 093, P, 2, 0, 0, 6, 0, 0, 5
4, Run: 094, P, 0, 0, 1, 7, 0, 1, 4
4, Run: 095, P, 0, 0, 1, 6, 0, 1, 4
4, Run: 096, P, 6, 0, 0, 5, 0, 0, 5
4, Run: 097, P, 0, 0, 1, 7, 0, 1, 4
4, Run: 098, P, 3, 0, 0, 7, 0, 0, 5
4, Run: 099, P, 0, 0, 0, 6, 0, 0, 5
4, Run: 100, P, 0, 0, 1, 5, 0, 1, 4
5, Run: 001, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 002, P, 3, 0, 0, 65, 0, 0, 5
5, Run: 003, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 004, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 005, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 006, P, 20, 0, 0, 65, 0, 0, 5
5, Run: 007, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 008, P, 3, 0, 0, 65, 0, 0, 5
5, Run: 009, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 010, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 011, P, 14, 0, 0, 65, 0, 0, 5
5, Run: 012, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 013, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 014, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 015, P, 1, 0, 0, 66, 0, 0, 5
5, Run: 016, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 017, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 018, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 019, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 020, P, 11, 0, 0, 65, 0, 0, 5
5, Run: 021, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 022, P, 3, 0, 0, 65, 0, 0, 5
5, Run: 023, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 024, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 025, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 026, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 027, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 028, P, 0, 0, 1, 66, 0, 1, 4
5, Run: 029, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 030, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 031, P, 5, 0, 0, 65, 0, 0, 5
5, Run: 032, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 033, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 034, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 035, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 036, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 037, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 038, P, 2, 0, 0, 66, 0, 0, 5
5, Run: 039, P, 3, 0, 0, 65, 0, 0, 5
5, Run: 040, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 041, P, 15, 0, 0, 66, 0, 0, 5
5, Run: 042, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 043, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 044, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 045, P, 4, 0, 0, 65, 0, 0, 5
5, Run: 046, P, 0, 0, 1, 66, 0, 1, 4
5, Run: 047, P, 24, 0, 0, 65, 0, 0, 5
5, Run: 048, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 049, P, 13, 0, 0, 65, 0, 0, 5
5, Run: 050, P, 11, 0, 0, 65, 0, 0, 5
5, Run: 051, P, 14, 0, 0, 66, 0, 0, 5
5, Run: 052, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 053, P, 5, 0, 0, 66, 0, 0, 5
5, Run: 054, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 055, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 056, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 057, P, 4, 0, 0, 65, 0, 0, 5
5, Run: 058, P, 8, 0, 0, 65, 0, 0, 5
5, Run: 059, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 060, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 061, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 062, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 063, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 064, P, 6, 0, 0, 65, 0, 0, 5
5, Run: 065, P, 0, 0, 2, 65, 0, 2, 3
5, Run: 066, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 067, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 068, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 069, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 070, P, 8, 0, 0, 65, 0, 0, 5
5, Run: 071, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 072, P, 10, 0, 0, 65, 0, 0, 5
5, Run: 073, P, 2, 0, 0, 66, 0, 0, 5
5, Run: 074, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 075, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 076, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 077, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 078, P, 6, 0, 0, 65, 0, 0, 5
5, Run: 079, P, 14, 0, 0, 65, 0, 0, 5
5, Run: 080, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 081, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 082, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 083, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 084, P, 14, 0, 0, 65, 0, 0, 5
5, Run: 085, P, 6, 0, 0, 65, 0, 0, 5
5, Run: 086, P, 0, 0, 1, 65, 0, 1, 4
5, Run: 087, P, 0, 0, 3, 65, 0, 3, 2
5, Run: 088, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 089, P, 2, 0, 0, 65, 0, 0, 5
5, Run: 090, P, 1, 0, 0, 65, 0, 0, 5
5, Run: 091, P, 6, 0, 0, 65, 0, 0, 5
5, Run: 092, P, 0, 0, 2, 65, 0, 2, 3
5, Run: 093, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 094, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 095, P, 0, 0, 0, 66, 0, 0, 5
5, Run: 096, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 097, P, 0, 0, 1, 66, 0, 1, 4
5, Run: 098, P, 0, 0, 0, 65, 0, 0, 5
5, Run: 099, P, 3, 0, 0, 65, 0, 0, 5
5, Run: 100, P, 2, 0, 0, 65, 0, 0, 5
6, Run: 001, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 002, P, 4, 0, 0, 187, 0, 0, 5
6, Run: 003, P, 42, 0, 0, 187, 0, 0, 5
6, Run: 004, P, 3, 0, 0, 187, 0, 0, 5
6, Run: 005, P, 14, 0, 0, 187, 0, 0, 5
6, Run: 006, P, 7, 0, 0, 188, 0, 0, 5
6, Run: 007, P, 9, 0, 0, 187, 0, 0, 5
6, Run: 008, P, 5, 0, 0, 187, 0, 0, 5
6, Run: 009, P, 3, 0, 0, 187, 0, 0, 5
6, Run: 010, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 011, P, 3, 0, 0, 187, 0, 0, 5
6, Run: 012, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 013, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 014, P, 3, 0, 0, 187, 0, 0, 5
6, Run: 015, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 016, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 017, P, 10, 0, 0, 187, 0, 0, 5
6, Run: 018, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 019, P, 12, 0, 0, 187, 0, 0, 5
6, Run: 020, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 021, P, 30, 0, 0, 187, 0, 0, 5
6, Run: 022, P, 77, 0, 0, 187, 0, 0, 5
6, Run: 023, P, 44, 0, 0, 187, 0, 0, 5
6, Run: 024, P, 19, 0, 0, 187, 0, 0, 5
6, Run: 025, P, 20, 0, 0, 187, 0, 0, 5
6, Run: 026, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 027, P, 8, 0, 0, 187, 0, 0, 5
6, Run: 028, P, 3, 0, 0, 188, 0, 0, 5
6, Run: 029, P, 3, 0, 0, 187, 0, 0, 5
6, Run: 030, P, 23, 0, 0, 187, 0, 0, 5
6, Run: 031, P, 8, 0, 0, 187, 0, 0, 5
6, Run: 032, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 033, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 034, P, 6, 0, 0, 188, 0, 0, 5
6, Run: 035, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 036, P, 5, 0, 0, 187, 0, 0, 5
6, Run: 037, P, 11, 0, 0, 188, 0, 0, 5
6, Run: 038, P, 48, 0, 0, 187, 0, 0, 5
6, Run: 039, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 040, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 041, P, 4, 0, 0, 187, 0, 0, 5
6, Run: 042, P, 6, 0, 0, 187, 0, 0, 5
6, Run: 043, P, 3, 0, 0, 187, 0, 0, 5
6, Run: 044, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 045, P, 43, 0, 0, 188, 0, 0, 5
6, Run: 046, P, 35, 0, 0, 187, 0, 0, 5
6, Run: 047, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 048, P, 7, 0, 0, 187, 0, 0, 5
6, Run: 049, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 050, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 051, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 052, P, 4, 0, 0, 187, 0, 0, 5
6, Run: 053, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 054, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 055, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 056, P, 9, 0, 0, 187, 0, 0, 5
6, Run: 057, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 058, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 059, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 060, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 061, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 062, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 063, P, 0, 0, 3, 187, 0, 3, 2
6, Run: 064, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 065, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 066, P, 14, 0, 0, 187, 0, 0, 5
6, Run: 067, P, 2, 0, 0, 187, 0, 0, 5
6, Run: 068, P, 2, 0, 0, 187, 0, 0, 5
6, Run: 069, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 070, P, 17, 0, 0, 187, 0, 0, 5
6, Run: 071, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 072, P, 6, 0, 0, 187, 0, 0, 5
6, Run: 073, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 074, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 075, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 076, P, 1, 0, 0, 188, 0, 0, 5
6, Run: 077, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 078, P, 0, 0, 1, 187, 0, 1, 4
6, Run: 079, P, 9, 0, 0, 187, 0, 0, 5
6, Run: 080, P, 55, 0, 0, 187, 0, 0, 5
6, Run: 081, P, 50, 0, 0, 187, 0, 0, 5
6, Run: 082, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 083, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 084, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 085, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 086, P, 9, 0, 0, 187, 0, 0, 5
6, Run: 087, P, 2, 0, 0, 187, 0, 0, 5
6, Run: 088, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 089, P, 46, 0, 0, 187, 0, 0, 5
6, Run: 090, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 091, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 092, P, 13, 0, 0, 187, 0, 0, 5
6, Run: 093, P, 24, 0, 0, 187, 0, 0, 5
6, Run: 094, P, 41, 0, 0, 187, 0, 0, 5
6, Run: 095, P, 1, 0, 0, 187, 0, 0, 5
6, Run: 096, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 097, P, 0, 0, 0, 187, 0, 0, 5
6, Run: 098, P, 13, 0, 0, 187, 0, 0, 5
6, Run: 099, P, 11, 0, 0, 187, 0, 0, 5
6, Run: 100, P, 5, 0, 0, 187, 0, 0, 5
