Input Number, Run_Number, Result@ 1000, L1, U, L2, L3, L4, L5, Y, H, T1, T2, T3, T4, T5, T6, R, D, A, B, C, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, O1, O2, O3, O4
INVAR-2, Run: 069, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 16, 4, 9, 0, 1, 1, 8, 100, 0, 0, 374, 225, 154, 123, 111, 149, 71, 31, 12, 11, 36305, 25658, 18140, 12907, 9158, 10631, 7514, 5224, 3749, 2583, 6574, 6566, 210, 220, 230, 210
INVAR-2, Run: 070, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 6, 7, 3, 5, 4, 1, 6, 0, 0, 100, 203, 139, 109, 102, 100, 64, 30, 7, 2, 0, 37163, 26259, 18695, 13343, 9451, 10898, 7557, 5349, 3887, 2683, 6764, 6758, 95, 105, 15, 95
INVAR-2, Run: 071, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 8, 11, 8, 1, 3, 1, 7, 0, 100, 0, 991, 537, 318, 208, 154, 454, 219, 110, 54, 54, 33271, 23529, 16792, 12074, 8617, 9734, 6726, 4710, 3456, 2505, 6109, 6102, 665, 575, 585, 665
INVAR-2, Run: 072, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 15, 7, 4, 0, 1, 1, 9, 100, 0, 0, 166, 116, 105, 101, 101, 50, 11, 4, 0, 1, 36970, 26273, 18699, 13210, 9321, 10682, 7567, 5485, 3889, 2667, 6653, 6644, 93, 103, 113, 93
INVAR-2, Run: 073, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 9, 9, 3, 3, 2, 1, 6, 100, 0, 0, 173, 129, 107, 102, 101, 44, 22, 5, 1, 1, 37139, 26285, 18797, 13392, 9563, 10845, 7479, 5402, 3826, 2770, 6791, 6785, 91, 101, 111, 91
INVAR-2, Run: 074, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 6, 17, 9, 1, 5, 1, 2, 0, 0, 100, 167, 113, 103, 100, 100, 54, 10, 3, 0, 0, 37448, 26531, 18702, 13276, 9388, 10911, 7812, 5417, 3887, 2676, 6707, 6705, 89, 99, 9, 89
INVAR-2, Run: 075, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 8, 6, 7, 1, 1, 1, 10, 0, 0, 100, 203, 132, 109, 102, 102, 71, 23, 7, 0, 2, 37341, 26404, 18669, 13314, 9397, 10929, 7729, 5348, 3916, 2646, 6750, 6740, 95, 105, 15, 95
INVAR-2, Run: 076, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 7, 7, 4, 3, 4, 1, 6, 100, 0, 0, 350, 213, 154, 131, 120, 137, 59, 23, 11, 20, 36040, 25528, 18273, 12996, 9338, 10505, 7248, 5273, 3655, 2697, 6637, 6631, 201, 211, 221, 201
INVAR-2, Run: 077, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 9, 4, 6, 7, 3, 1, 6, 0, 100, 0, 181, 121, 108, 103, 100, 60, 13, 5, 3, 0, 36766, 26204, 18711, 13431, 9564, 10553, 7489, 5274, 3860, 2646, 6915, 6909, 91, 1, 11, 91
INVAR-2, Run: 078, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 7, 10, 1, 1, 1, 5, 0, 100, 0, 197, 130, 106, 103, 101, 67, 24, 3, 2, 1, 37377, 26530, 18752, 13337, 9529, 10836, 7771, 5405, 3807, 2729, 6799, 6794, 91, 1, 11, 91
INVAR-2, Run: 079, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 14, 7, 6, 4, 1, 1, 7, 100, 0, 0, 188, 131, 112, 102, 101, 57, 19, 10, 1, 1, 37298, 26479, 18826, 13319, 9536, 10805, 7646, 5501, 3779, 2728, 6807, 6800, 91, 101, 111, 91
INVAR-2, Run: 080, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 16, 8, 5, 3, 2, 1, 6, 100, 0, 0, 688, 380, 246, 188, 147, 308, 134, 58, 41, 47, 35024, 24527, 17395, 12360, 8739, 10481, 7124, 5030, 3618, 2444, 6293, 6287, 417, 427, 437, 417
INVAR-2, Run: 081, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 13, 10, 3, 2, 3, 1, 5, 0, 100, 0, 1198, 624, 361, 235, 169, 574, 263, 126, 66, 69, 32702, 22761, 16143, 11446, 8162, 9928, 6608, 4694, 3282, 2234, 5925, 5920, 773, 683, 693, 773
INVAR-2, Run: 082, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 12, 8, 5, 6, 1, 1, 6, 0, 100, 0, 192, 131, 109, 102, 100, 61, 22, 7, 2, 0, 36931, 26304, 18830, 13425, 9552, 10615, 7466, 5400, 3867, 2694, 6857, 6851, 90, 0, 10, 90
INVAR-2, Run: 083, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 11, 9, 3, 4, 4, 1, 6, 100, 0, 0, 210, 131, 108, 101, 101, 79, 23, 7, 0, 1, 36911, 26218, 18714, 13448, 9612, 10682, 7495, 5263, 3832, 2820, 6788, 6782, 98, 108, 118, 98
INVAR-2, Run: 084, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 11, 7, 8, 6, 2, 1, 5, 0, 0, 100, 189, 127, 106, 103, 100, 62, 21, 3, 3, 0, 36953, 26262, 18736, 13469, 9566, 10680, 7519, 5259, 3897, 2649, 6915, 6910, 92, 102, 12, 92
INVAR-2, Run: 085, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 14, 5, 4, 3, 2, 1, 7, 0, 100, 0, 189, 120, 106, 101, 100, 69, 14, 5, 1, 0, 36979, 26201, 18625, 13280, 9521, 10764, 7571, 5341, 3756, 2722, 6797, 6790, 91, 1, 11, 91
INVAR-2, Run: 086, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 11, 7, 7, 2, 3, 1, 9, 100, 0, 0, 307, 181, 130, 113, 103, 126, 51, 17, 10, 3, 36760, 26134, 18487, 13173, 9373, 10615, 7640, 5307, 3798, 2643, 6727, 6718, 191, 201, 211, 191
INVAR-2, Run: 087, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 6, 2, 6, 1, 1, 10, 100, 0, 0, 185, 133, 107, 101, 100, 52, 26, 6, 1, 0, 37083, 26280, 18660, 13199, 9463, 10794, 7614, 5459, 3730, 2711, 6751, 6741, 95, 105, 115, 95
INVAR-2, Run: 088, P, 0, 6, 0, 0, 0, 0, 100, 0, 7, 18, 8, 7, 5, 2, 1, 3, 0, 100, 0, 178, 123, 105, 102, 100, 55, 18, 3, 2, 0, 37035, 26189, 18647, 13361, 9471, 10828, 7534, 5279, 3885, 2731, 6738, 6735, 94, 4, 14, 94
INVAR-2, Run: 089, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 7, 6, 12, 2, 0, 1, 8, 0, 0, 100, 920, 428, 229, 158, 124, 492, 199, 71, 34, 24, 33968, 23911, 17111, 12201, 8706, 10050, 6794, 4898, 3493, 2488, 6218, 6210, 585, 595, 505, 585
INVAR-2, Run: 090, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 8, 9, 8, 4, 3, 1, 7, 0, 100, 0, 176, 121, 104, 101, 100, 55, 17, 3, 1, 0, 36960, 26153, 18741, 13447, 9640, 10799, 7403, 5286, 3803, 2745, 6892, 6885, 90, 0, 10, 90
INVAR-2, Run: 091, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 6, 8, 6, 3, 4, 1, 8, 0, 100, 0, 170, 118, 103, 102, 102, 52, 15, 1, 0, 2, 37380, 26396, 18752, 13301, 9460, 10978, 7636, 5445, 3838, 2726, 6730, 6722, 91, 1, 11, 91
INVAR-2, Run: 092, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 14, 4, 4, 6, 2, 1, 7, 0, 0, 100, 337, 223, 180, 157, 137, 114, 43, 23, 20, 37, 36132, 25580, 18197, 13066, 9263, 10538, 7379, 5127, 3797, 2706, 6555, 6548, 195, 205, 115, 195
INVAR-2, Run: 093, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 12, 3, 8, 2, 3, 1, 11, 0, 0, 100, 1086, 537, 305, 205, 149, 549, 232, 100, 56, 49, 33322, 23487, 16627, 11796, 8442, 9823, 6857, 4823, 3352, 2468, 5971, 5960, 680, 690, 600, 680
INVAR-2, Run: 094, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 9, 9, 5, 7, 1, 1, 7, 100, 0, 0, 516, 309, 202, 158, 125, 207, 107, 44, 33, 25, 35751, 25066, 17833, 12779, 9087, 10676, 7224, 5049, 3685, 2523, 6563, 6556, 309, 319, 329, 309
INVAR-2, Run: 095, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 8, 8, 6, 5, 1, 1, 7, 0, 0, 100, 190, 129, 104, 103, 101, 61, 25, 1, 2, 1, 36974, 26321, 18733, 13310, 9418, 10645, 7580, 5417, 3887, 2743, 6674, 6667, 93, 103, 13, 93
INVAR-2, Run: 096, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 15, 5, 2, 3, 2, 1, 5, 0, 100, 0, 197, 122, 106, 103, 101, 75, 16, 3, 2, 1, 36884, 26211, 18653, 13397, 9565, 10658, 7553, 5254, 3829, 2744, 6819, 6814, 90, 0, 10, 90
INVAR-2, Run: 097, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 10, 6, 6, 4, 2, 1, 12, 0, 100, 0, 917, 525, 351, 249, 193, 392, 174, 102, 56, 93, 33861, 23446, 16509, 11679, 8265, 10405, 6931, 4824, 3410, 2358, 5905, 5893, 522, 432, 442, 522
INVAR-2, Run: 098, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 9, 4, 5, 7, 4, 1, 10, 0, 100, 0, 209, 132, 108, 103, 101, 77, 24, 5, 2, 1, 36805, 26208, 18689, 13286, 9437, 10588, 7515, 5398, 3842, 2678, 6755, 6745, 90, 0, 10, 90
INVAR-2, Run: 099, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 3, 6, 3, 3, 1, 9, 0, 100, 0, 988, 486, 282, 198, 143, 502, 204, 84, 55, 43, 33909, 23983, 17052, 12129, 8592, 9915, 6928, 4917, 3534, 2463, 6126, 6117, 654, 564, 574, 654
INVAR-2, Run: 100, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 10, 6, 4, 4, 2, 1, 9, 100, 0, 0, 197, 128, 107, 103, 101, 69, 21, 4, 2, 1, 36768, 26293, 18734, 13272, 9407, 10465, 7553, 5458, 3861, 2667, 6738, 6729, 92, 102, 112, 92
INVAR-3, Run: 001, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 5, 6, 7, 3, 4, 1, 7, 0, 1000, 0, 639, 102, 100, 100, 100, 537, 2, 0, 0, 0, 36079, 25650, 18242, 12954, 9221, 10424, 7402, 5281, 3730, 2700, 6517, 6510, 11319, 10419, 10519, 11319
INVAR-3, Run: 002, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 4, 6, 5, 2, 1, 8, 0, 1000, 0, 273, 107, 100, 100, 100, 166, 7, 0, 0, 0, 36908, 26175, 18594, 13209, 9381, 10722, 7577, 5379, 3823, 2641, 6738, 6730, 3062, 2162, 2262, 3062
INVAR-3, Run: 003, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 8, 4, 8, 7, 4, 1, 7, 0, 1000, 0, 781, 109, 101, 100, 100, 672, 8, 1, 0, 0, 35904, 25402, 18060, 12840, 9223, 10494, 7338, 5212, 3610, 2597, 6622, 6615, 16998, 16098, 16198, 16998
INVAR-3, Run: 004, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 12, 8, 2, 4, 2, 1, 9, 0, 0, 1000, 272, 111, 101, 100, 100, 161, 10, 1, 0, 0, 36874, 26063, 18492, 13119, 9411, 10799, 7563, 5371, 3704, 2689, 6720, 6711, 3028, 3128, 2228, 3028
INVAR-3, Run: 005, P, 0, 6, 0, 0, 0, 0, 100, 0, 8, 10, 9, 7, 5, 1, 1, 10, 0, 0, 1000, 485, 109, 100, 100, 100, 376, 9, 0, 0, 0, 36036, 25665, 18321, 13079, 9303, 10361, 7335, 5235, 3771, 2647, 6655, 6645, 8267, 8367, 7467, 8267
INVAR-3, Run: 006, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 9, 5, 1, 2, 1, 8, 0, 0, 1000, 377, 112, 101, 100, 100, 265, 11, 1, 0, 0, 36972, 26073, 18534, 13280, 9519, 10890, 7530, 5249, 3760, 2750, 6767, 6759, 5084, 5184, 4284, 5084
INVAR-3, Run: 007, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 9, 9, 5, 5, 3, 1, 8, 0, 0, 1000, 253, 107, 102, 100, 100, 146, 5, 2, 0, 0, 36657, 26004, 18515, 13192, 9417, 10644, 7480, 5318, 3770, 2748, 6666, 6658, 3057, 3157, 2257, 3057
INVAR-3, Run: 008, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 8, 7, 5, 7, 2, 1, 8, 0, 0, 1000, 628, 110, 101, 100, 100, 518, 9, 1, 0, 0, 35741, 25541, 18268, 13030, 9315, 10192, 7266, 5233, 3708, 2731, 6582, 6574, 12504, 12604, 11704, 12504
INVAR-3, Run: 009, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 6, 10, 5, 4, 1, 1, 4, 0, 0, 1000, 257, 108, 100, 100, 100, 149, 8, 0, 0, 0, 36958, 26233, 18720, 13301, 9452, 10719, 7503, 5414, 3845, 2764, 6687, 6683, 3049, 3149, 2249, 3049
INVAR-3, Run: 010, P, 0, 6, 0, 0, 0, 0, 100, 0, 24, 11, 4, 1, 3, 0, 1, 7, 1000, 0, 0, 1110, 116, 100, 100, 100, 994, 16, 0, 0, 0, 34974, 24901, 17789, 12724, 9100, 10062, 7108, 5064, 3621, 2628, 6472, 6465, 32694, 32794, 32894, 32694
INVAR-3, Run: 011, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 8, 8, 5, 2, 3, 1, 8, 0, 1000, 0, 1571, 114, 100, 100, 100, 1457, 14, 0, 0, 0, 33889, 23992, 17213, 12251, 8705, 9889, 6771, 4957, 3544, 2495, 6207, 6199, 48741, 47841, 47941, 48741
INVAR-3, Run: 012, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 8, 11, 5, 4, 1, 1, 6, 0, 1000, 0, 330, 109, 101, 100, 100, 221, 8, 1, 0, 0, 36738, 26053, 18495, 13084, 9346, 10677, 7547, 5406, 3734, 2650, 6695, 6689, 3993, 3093, 3193, 3993
INVAR-3, Run: 013, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 11, 7, 4, 5, 5, 1, 8, 0, 0, 1000, 388, 107, 100, 100, 100, 281, 7, 0, 0, 0, 36690, 26070, 18536, 13189, 9375, 10609, 7527, 5343, 3809, 2682, 6688, 6680, 6256, 6356, 5456, 6256
INVAR-3, Run: 014, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 7, 7, 3, 2, 1, 6, 0, 1000, 0, 230, 107, 100, 100, 100, 123, 7, 0, 0, 0, 36949, 26327, 18744, 13289, 9426, 10613, 7576, 5448, 3860, 2703, 6721, 6715, 1971, 1071, 1171, 1971
INVAR-3, Run: 015, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 11, 10, 2, 3, 5, 1, 3, 1000, 0, 0, 573, 111, 101, 100, 100, 462, 10, 1, 0, 0, 36166, 25767, 18413, 13117, 9408, 10388, 7344, 5294, 3706, 2724, 6679, 6676, 10564, 10664, 10764, 10564
INVAR-3, Run: 016, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 7, 5, 10, 1, 1, 1, 7, 1000, 0, 0, 446, 110, 100, 100, 100, 336, 10, 0, 0, 0, 36656, 25963, 18426, 13049, 9383, 10686, 7532, 5367, 3665, 2684, 6698, 6691, 8501, 8601, 8701, 8501
INVAR-3, Run: 017, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 13, 5, 7, 3, 7, 1, 4, 1000, 0, 0, 494, 113, 100, 100, 100, 381, 13, 0, 0, 0, 36473, 25832, 18511, 13237, 9352, 10628, 7316, 5267, 3882, 2661, 6684, 6680, 9684, 9784, 9884, 9684
INVAR-3, Run: 018, P, 0, 6, 0, 0, 0, 0, 100, 0, 8, 12, 13, 6, 2, 2, 1, 7, 0, 1000, 0, 748, 113, 100, 100, 100, 635, 13, 0, 0, 0, 35618, 25210, 17897, 12808, 9195, 10396, 7300, 5083, 3611, 2615, 6578, 6571, 16836, 15936, 16036, 16836
INVAR-3, Run: 019, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 10, 9, 5, 8, 1, 1, 5, 0, 0, 1000, 755, 114, 102, 101, 100, 641, 12, 1, 1, 0, 35818, 25343, 17949, 12903, 9182, 10465, 7385, 5041, 3713, 2722, 6459, 6454, 19649, 19749, 18849, 19649
INVAR-3, Run: 020, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 15, 6, 7, 4, 0, 1, 0, 0, 0, 1000, 284, 106, 100, 100, 100, 178, 6, 0, 0, 0, 37071, 26370, 18692, 13208, 9349, 10686, 7672, 5477, 3855, 2667, 6682, 6682, 2970, 3070, 2170, 2970
INVAR-3, Run: 021, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 15, 12, 2, 1, 2, 1, 3, 0, 1000, 0, 2591, 123, 100, 100, 100, 2468, 23, 0, 0, 0, 31476, 22193, 15800, 11318, 8155, 9268, 6381, 4480, 3162, 2366, 5787, 5784, 74825, 73925, 74025, 74825
INVAR-3, Run: 022, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 9, 16, 5, 2, 4, 1, 5, 1000, 0, 0, 411, 107, 101, 100, 100, 304, 6, 1, 0, 0, 36424, 25861, 18474, 13097, 9350, 10554, 7371, 5372, 3745, 2684, 6662, 6657, 7238, 7338, 7438, 7238
INVAR-3, Run: 023, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 8, 6, 8, 5, 4, 1, 6, 0, 1000, 0, 394, 109, 100, 100, 100, 285, 9, 0, 0, 0, 36429, 25927, 18470, 13210, 9475, 10494, 7451, 5252, 3730, 2711, 6760, 6754, 5038, 4138, 4238, 5038
INVAR-3, Run: 024, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 9, 3, 5, 6, 2, 1, 8, 1000, 0, 0, 316, 104, 100, 100, 100, 212, 4, 0, 0, 0, 36704, 25976, 18530, 13279, 9505, 10719, 7443, 5246, 3768, 2683, 6820, 6812, 4094, 4194, 4294, 4094
INVAR-3, Run: 025, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 8, 8, 7, 4, 3, 1, 4, 0, 1000, 0, 459, 105, 100, 100, 100, 354, 5, 0, 0, 0, 36725, 26056, 18433, 13002, 9269, 10661, 7615, 5424, 3729, 2670, 6596, 6592, 8249, 7349, 7449, 8249
INVAR-3, Run: 026, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 8, 8, 4, 4, 2, 1, 5, 1000, 0, 0, 340, 111, 100, 100, 100, 229, 11, 0, 0, 0, 36987, 26160, 18629, 13284, 9466, 10819, 7523, 5341, 3814, 2772, 6692, 6687, 3995, 4095, 4195, 3995
INVAR-3, Run: 027, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 10, 10, 8, 3, 1, 1, 9, 0, 1000, 0, 1480, 117, 100, 100, 100, 1363, 17, 0, 0, 0, 34209, 24250, 17260, 12282, 8686, 9949, 6980, 4970, 3593, 2466, 6219, 6210, 45484, 44584, 44684, 45484
INVAR-3, Run: 028, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 10, 11, 3, 2, 1, 1, 9, 1000, 0, 0, 585, 108, 100, 100, 100, 477, 8, 0, 0, 0, 35933, 25597, 18193, 12935, 9267, 10326, 7393, 5255, 3666, 2587, 6679, 6670, 14195, 14295, 14395, 14195
INVAR-3, Run: 029, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 8, 6, 6, 5, 3, 1, 13, 0, 0, 1000, 771, 113, 101, 100, 100, 658, 12, 1, 0, 0, 35781, 25336, 17879, 12783, 9156, 10437, 7451, 5090, 3622, 2681, 6472, 6459, 15674, 15774, 14874, 15674
INVAR-3, Run: 030, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 9, 7, 1, 4, 5, 1, 5, 1000, 0, 0, 1323, 119, 101, 100, 100, 1204, 18, 1, 0, 0, 34661, 24477, 17473, 12380, 8801, 10175, 6997, 5092, 3575, 2468, 6328, 6323, 33345, 33445, 33545, 33345
INVAR-3, Run: 031, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 8, 7, 8, 3, 1, 1, 5, 0, 0, 1000, 454, 111, 100, 100, 100, 343, 11, 0, 0, 0, 36492, 25876, 18423, 13079, 9266, 10608, 7446, 5336, 3810, 2644, 6621, 6616, 8430, 8530, 7630, 8430
INVAR-3, Run: 032, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 12, 7, 4, 2, 3, 1, 7, 0, 1000, 0, 836, 117, 100, 100, 100, 719, 17, 0, 0, 0, 35444, 25211, 17861, 12676, 9028, 10221, 7343, 5181, 3646, 2596, 6429, 6422, 17988, 17088, 17188, 17988
INVAR-3, Run: 033, P, 0, 6, 0, 0, 0, 0, 100, 0, 8, 16, 8, 7, 6, 1, 1, 4, 0, 0, 1000, 368, 111, 100, 100, 100, 257, 11, 0, 0, 0, 36538, 25780, 18466, 13241, 9483, 10742, 7306, 5218, 3752, 2729, 6753, 6749, 5057, 5157, 4257, 5057
INVAR-3, Run: 034, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 10, 10, 6, 1, 6, 1, 2, 0, 0, 1000, 260, 104, 100, 100, 100, 156, 4, 0, 0, 0, 37336, 26518, 18733, 13276, 9445, 10808, 7775, 5451, 3830, 2733, 6706, 6704, 2977, 3077, 2177, 2977
INVAR-3, Run: 035, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 8, 3, 3, 5, 1, 8, 0, 0, 1000, 290, 106, 100, 100, 100, 184, 6, 0, 0, 0, 36648, 26093, 18637, 13308, 9497, 10546, 7448, 5326, 3808, 2645, 6847, 6839, 2964, 3064, 2164, 2964
INVAR-3, Run: 036, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 6, 9, 6, 4, 4, 1, 5, 0, 1000, 0, 3226, 131, 101, 100, 100, 3095, 30, 1, 0, 0, 29940, 21229, 15022, 10700, 7624, 8705, 6198, 4316, 3072, 2184, 5436, 5431, 112243, 111343, 111443, 112243
INVAR-3, Run: 037, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 9, 8, 7, 4, 1, 1, 4, 1000, 0, 0, 1316, 113, 100, 100, 100, 1203, 13, 0, 0, 0, 34366, 24449, 17298, 12329, 8861, 9908, 7143, 4962, 3464, 2516, 6344, 6340, 34949, 35049, 35149, 34949
INVAR-3, Run: 038, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 8, 7, 6, 3, 4, 1, 9, 0, 1000, 0, 516, 111, 100, 100, 100, 405, 11, 0, 0, 0, 36450, 25945, 18495, 13253, 9390, 10497, 7443, 5236, 3860, 2765, 6621, 6612, 8181, 7281, 7381, 8181
INVAR-3, Run: 039, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 10, 7, 3, 5, 4, 1, 6, 1000, 0, 0, 668, 114, 101, 101, 100, 554, 13, 0, 1, 0, 35914, 25527, 18217, 12884, 9167, 10377, 7303, 5330, 3712, 2625, 6538, 6532, 12451, 12551, 12651, 12451
INVAR-3, Run: 040, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 7, 11, 8, 2, 3, 1, 7, 0, 0, 1000, 1257, 110, 100, 100, 100, 1147, 10, 0, 0, 0, 34719, 24519, 17512, 12427, 8783, 10193, 6996, 5077, 3642, 2567, 6213, 6206, 36699, 36799, 35899, 36699
INVAR-3, Run: 041, P, 0, 6, 0, 0, 0, 0, 100, 0, 6, 12, 6, 7, 6, 3, 1, 10, 0, 1000, 0, 599, 110, 101, 100, 100, 489, 9, 1, 0, 0, 36167, 25830, 18258, 12936, 9190, 10325, 7566, 5315, 3740, 2652, 6535, 6525, 11500, 10600, 10700, 11500
INVAR-3, Run: 042, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 7, 6, 4, 1, 1, 7, 1000, 0, 0, 273, 106, 100, 100, 100, 167, 6, 0, 0, 0, 36983, 26357, 18821, 13339, 9507, 10617, 7529, 5476, 3828, 2708, 6798, 6791, 1955, 2055, 2155, 1955
INVAR-3, Run: 043, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 9, 8, 6, 4, 4, 1, 6, 0, 0, 1000, 226, 109, 100, 100, 100, 117, 9, 0, 0, 0, 36935, 26278, 18661, 13346, 9490, 10648, 7609, 5309, 3852, 2707, 6779, 6773, 1965, 2065, 1165, 1965
INVAR-3, Run: 044, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 16, 7, 2, 4, 1, 1, 5, 0, 0, 1000, 781, 108, 100, 100, 100, 673, 8, 0, 0, 0, 35893, 25457, 18084, 12938, 9215, 10420, 7366, 5144, 3719, 2643, 6571, 6566, 17073, 17173, 16273, 17073
INVAR-3, Run: 045, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 5, 8, 5, 8, 3, 1, 4, 0, 0, 1000, 300, 102, 100, 100, 100, 198, 2, 0, 0, 0, 36921, 26247, 18647, 13281, 9445, 10669, 7592, 5361, 3828, 2718, 6724, 6720, 4066, 4166, 3266, 4066
INVAR-3, Run: 046, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 15, 7, 3, 2, 2, 1, 6, 0, 1000, 0, 273, 109, 101, 100, 100, 164, 8, 1, 0, 0, 36844, 26109, 18547, 13192, 9359, 10720, 7555, 5352, 3831, 2649, 6708, 6702, 2985, 2085, 2185, 2985
INVAR-3, Run: 047, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 8, 4, 9, 5, 1, 1, 8, 0, 1000, 0, 491, 105, 100, 100, 100, 386, 5, 0, 0, 0, 36275, 25729, 18346, 13028, 9292, 10538, 7379, 5309, 3731, 2691, 6600, 6592, 8218, 7318, 7418, 8218
INVAR-3, Run: 048, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 10, 7, 4, 8, 1, 1, 9, 1000, 0, 0, 261, 104, 100, 100, 100, 157, 4, 0, 0, 0, 37046, 26302, 18809, 13400, 9549, 10734, 7486, 5405, 3843, 2747, 6801, 6792, 3009, 3109, 3209, 3009
INVAR-3, Run: 049, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 12, 6, 3, 3, 2, 1, 14, 0, 1000, 0, 1389, 110, 101, 100, 100, 1279, 9, 1, 0, 0, 34375, 24505, 17525, 12362, 8834, 9858, 6974, 5160, 3525, 2511, 6321, 6307, 42472, 41572, 41672, 42472
INVAR-3, Run: 050, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 15, 2, 5, 1, 2, 1, 8, 0, 0, 1000, 221, 104, 100, 100, 100, 117, 4, 0, 0, 0, 37311, 26384, 18795, 13346, 9518, 10912, 7587, 5444, 3827, 2765, 6751, 6743, 1966, 2066, 1166, 1966
INVAR-3, Run: 051, P, 0, 6, 0, 0, 0, 0, 100, 0, 7, 8, 5, 7, 7, 2, 1, 14, 0, 1000, 0, 338, 115, 101, 100, 100, 223, 14, 1, 0, 0, 36674, 25907, 18560, 13157, 9366, 10759, 7342, 5396, 3784, 2709, 6655, 6641, 3966, 3066, 3166, 3966
