Input Number, Run_Number, Result@ 100, Y, B, X1, A, C, PO, D, CO, PE, CE, E, F
2, Run: 099, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 0, 28, 0
2, Run: 100, P, 0, 0, 0, 0, 0, 0, 122, 47, 1, 2, 27, 1
3, Run: 001, P, 0, 0, 0, 0, 0, 0, 438, 54, 1, 0, 82, 0
3, Run: 002, P, 0, 0, 0, 0, 0, 0, 336, 156, 1, 0, 82, 0
3, Run: 003, P, 0, 0, 0, 0, 0, 0, 94, 399, 1, 0, 82, 1
3, Run: 004, P, 0, 0, 0, 0, 0, 0, 412, 80, 1, 0, 82, 0
3, Run: 005, P, 0, 0, 0, 0, 0, 0, 334, 158, 1, 0, 82, 0
3, Run: 006, P, 0, 0, 0, 0, 0, 0, 406, 86, 1, 0, 82, 0
3, Run: 007, P, 0, 0, 0, 0, 0, 0, 424, 69, 1, 0, 82, 1
3, Run: 008, P, 0, 0, 0, 0, 0, 0, 446, 47, 1, 2, 81, 1
3, Run: 009, P, 0, 0, 0, 0, 0, 0, 382, 110, 1, 2, 81, 0
3, Run: 010, P, 0, 0, 0, 0, 0, 0, 408, 85, 1, 0, 82, 1
3, Run: 011, P, 0, 0, 0, 0, 0, 0, 260, 233, 1, 2, 81, 1
3, Run: 012, P, 0, 0, 0, 0, 0, 0, 378, 115, 1, 2, 81, 1
3, Run: 013, P, 0, 0, 0, 0, 0, 0, 406, 87, 1, 0, 82, 1
3, Run: 014, P, 0, 0, 0, 0, 0, 0, 300, 192, 1, 0, 82, 0
3, Run: 015, P, 0, 0, 0, 0, 0, 0, 446, 46, 1, 2, 81, 0
3, Run: 016, P, 0, 0, 0, 0, 0, 0, 426, 67, 1, 2, 81, 1
3, Run: 017, P, 0, 0, 0, 0, 0, 0, 376, 116, 1, 2, 81, 0
3, Run: 018, P, 0, 0, 0, 0, 0, 0, 342, 150, 1, 0, 82, 0
3, Run: 019, P, 0, 0, 0, 0, 0, 0, 432, 61, 1, 2, 81, 1
3, Run: 020, P, 0, 0, 0, 0, 0, 0, 368, 125, 1, 0, 82, 1
3, Run: 021, P, 0, 0, 0, 0, 0, 0, 392, 101, 1, 0, 82, 1
3, Run: 022, P, 0, 0, 0, 0, 0, 0, 78, 414, 1, 0, 82, 0
3, Run: 023, P, 0, 0, 0, 0, 0, 0, 340, 152, 1, 0, 82, 0
3, Run: 024, P, 0, 0, 0, 0, 0, 0, 312, 181, 1, 0, 82, 1
3, Run: 025, P, 0, 0, 0, 0, 0, 0, 176, 317, 1, 0, 82, 1
3, Run: 026, P, 0, 0, 0, 0, 0, 0, 446, 47, 1, 0, 82, 1
3, Run: 027, P, 0, 0, 0, 0, 0, 0, 170, 323, 1, 0, 82, 1
3, Run: 028, P, 0, 0, 0, 0, 0, 0, 334, 159, 1, 0, 82, 1
3, Run: 029, P, 0, 0, 0, 0, 0, 0, 222, 271, 1, 0, 82, 1
3, Run: 030, P, 0, 0, 0, 0, 0, 0, 452, 41, 1, 2, 81, 1
3, Run: 031, P, 0, 0, 0, 0, 0, 0, 434, 59, 1, 0, 82, 1
3, Run: 032, P, 0, 0, 0, 0, 0, 0, 456, 37, 1, 0, 82, 1
3, Run: 033, P, 0, 0, 0, 0, 0, 0, 348, 145, 1, 0, 82, 1
3, Run: 034, P, 0, 0, 0, 0, 0, 0, 318, 174, 1, 0, 82, 0
3, Run: 035, P, 0, 0, 0, 0, 0, 0, 210, 282, 1, 0, 82, 0
3, Run: 036, P, 0, 0, 0, 0, 0, 0, 386, 106, 1, 2, 81, 0
3, Run: 037, P, 0, 0, 0, 0, 0, 0, 376, 116, 1, 0, 82, 0
3, Run: 038, P, 0, 0, 0, 0, 0, 0, 420, 72, 1, 0, 82, 0
3, Run: 039, P, 0, 0, 0, 0, 0, 0, 258, 235, 1, 0, 82, 1
3, Run: 040, P, 0, 0, 0, 0, 0, 0, 416, 77, 1, 0, 82, 1
3, Run: 041, P, 0, 0, 0, 0, 0, 0, 432, 60, 1, 2, 81, 0
3, Run: 042, P, 0, 0, 0, 0, 0, 0, 10, 482, 1, 2, 81, 0
3, Run: 043, P, 0, 0, 0, 0, 0, 0, 34, 458, 1, 0, 82, 0
3, Run: 044, P, 0, 0, 0, 0, 0, 0, 438, 55, 1, 0, 82, 1
3, Run: 045, P, 0, 0, 0, 0, 0, 0, 404, 88, 1, 0, 82, 0
3, Run: 046, P, 0, 0, 0, 0, 0, 0, 314, 179, 1, 0, 82, 1
3, Run: 047, P, 0, 0, 0, 0, 0, 0, 416, 76, 1, 0, 82, 0
3, Run: 048, P, 0, 0, 0, 0, 0, 0, 422, 70, 1, 2, 81, 0
3, Run: 049, P, 0, 0, 0, 0, 0, 0, 410, 83, 1, 0, 82, 1
3, Run: 050, P, 0, 0, 0, 0, 0, 0, 446, 46, 1, 0, 82, 0
3, Run: 051, P, 0, 0, 0, 0, 0, 0, 74, 418, 1, 0, 82, 0
3, Run: 052, P, 0, 0, 0, 0, 0, 0, 406, 87, 1, 0, 82, 1
3, Run: 053, P, 0, 0, 0, 0, 0, 0, 350, 142, 1, 0, 82, 0
3, Run: 054, P, 0, 0, 0, 0, 0, 0, 384, 108, 1, 0, 82, 0
3, Run: 055, P, 0, 0, 0, 0, 0, 0, 110, 383, 1, 0, 82, 1
3, Run: 056, P, 0, 0, 0, 0, 0, 0, 296, 196, 1, 2, 81, 0
3, Run: 057, P, 0, 0, 0, 0, 0, 0, 122, 370, 1, 0, 82, 0
3, Run: 058, P, 0, 0, 0, 0, 0, 0, 450, 42, 1, 2, 81, 0
3, Run: 059, P, 0, 0, 0, 0, 0, 0, 408, 85, 1, 2, 81, 1
3, Run: 060, P, 0, 0, 0, 0, 0, 0, 452, 41, 1, 0, 82, 1
3, Run: 061, P, 0, 0, 0, 0, 0, 0, 358, 134, 1, 0, 82, 0
3, Run: 062, P, 0, 0, 0, 0, 0, 0, 396, 97, 1, 0, 82, 1
3, Run: 063, P, 0, 0, 0, 0, 0, 0, 84, 409, 1, 0, 82, 1
3, Run: 064, P, 0, 0, 0, 0, 0, 0, 306, 187, 1, 0, 82, 1
3, Run: 065, P, 0, 0, 0, 0, 0, 0, 414, 79, 1, 0, 82, 1
3, Run: 066, P, 0, 0, 0, 0, 0, 0, 316, 176, 1, 0, 82, 0
3, Run: 067, P, 0, 0, 0, 0, 0, 0, 378, 115, 1, 0, 82, 1
3, Run: 068, P, 0, 0, 0, 0, 0, 0, 394, 98, 1, 0, 82, 0
3, Run: 069, P, 0, 0, 0, 0, 0, 0, 424, 68, 1, 2, 81, 0
3, Run: 070, P, 0, 0, 0, 0, 0, 0, 388, 104, 1, 2, 81, 0
3, Run: 071, P, 0, 0, 0, 0, 0, 0, 436, 57, 1, 4, 80, 1
3, Run: 072, P, 0, 0, 0, 0, 0, 0, 234, 259, 1, 2, 81, 1
3, Run: 073, P, 0, 0, 0, 0, 0, 0, 440, 53, 1, 0, 82, 1
3, Run: 074, P, 0, 0, 0, 0, 0, 0, 318, 175, 1, 0, 82, 1
3, Run: 075, P, 0, 0, 0, 0, 0, 0, 46, 446, 1, 0, 82, 0
3, Run: 076, P, 0, 0, 0, 0, 0, 0, 268, 225, 1, 0, 82, 1
3, Run: 077, P, 0, 0, 0, 0, 0, 0, 416, 77, 1, 0, 82, 1
3, Run: 078, P, 0, 0, 0, 0, 0, 0, 412, 81, 1, 0, 82, 1
3, Run: 079, P, 0, 0, 0, 0, 0, 0, 186, 307, 1, 0, 82, 1
3, Run: 080, P, 0, 0, 0, 0, 0, 0, 198, 294, 1, 0, 82, 0
3, Run: 081, P, 0, 0, 0, 0, 0, 0, 324, 169, 1, 0, 82, 1
3, Run: 082, P, 0, 0, 0, 0, 0, 0, 346, 146, 1, 0, 82, 0
3, Run: 083, P, 0, 0, 0, 0, 0, 0, 232, 261, 1, 0, 82, 1
3, Run: 084, P, 0, 0, 0, 0, 0, 0, 384, 108, 1, 0, 82, 0
3, Run: 085, P, 0, 0, 0, 0, 0, 0, 344, 148, 1, 0, 82, 0
3, Run: 086, P, 0, 0, 0, 0, 0, 0, 426, 66, 1, 2, 81, 0
3, Run: 087, P, 0, 0, 0, 0, 0, 0, 390, 102, 1, 0, 82, 0
3, Run: 088, P, 0, 0, 0, 0, 0, 0, 370, 122, 1, 0, 82, 0
3, Run: 089, P, 0, 0, 0, 0, 0, 0, 152, 341, 1, 0, 82, 1
3, Run: 090, P, 0, 0, 0, 0, 0, 0, 440, 52, 1, 2, 81, 0
3, Run: 091, P, 0, 0, 0, 0, 0, 0, 414, 78, 1, 0, 82, 0
3, Run: 092, P, 0, 0, 0, 0, 0, 0, 90, 402, 1, 0, 82, 0
3, Run: 093, P, 0, 0, 0, 0, 0, 0, 336, 157, 1, 2, 81, 1
3, Run: 094, P, 0, 0, 0, 0, 0, 0, 424, 69, 1, 0, 82, 1
3, Run: 095, P, 0, 0, 0, 0, 0, 0, 112, 381, 1, 0, 82, 1
3, Run: 096, P, 0, 0, 0, 0, 0, 0, 342, 151, 1, 2, 81, 1
3, Run: 097, P, 0, 0, 0, 0, 0, 0, 358, 134, 1, 0, 82, 0
3, Run: 098, P, 0, 0, 0, 0, 0, 0, 150, 343, 1, 2, 81, 1
3, Run: 099, P, 0, 0, 0, 0, 0, 0, 68, 425, 1, 0, 82, 1
3, Run: 100, P, 0, 0, 0, 0, 0, 0, 448, 44, 1, 0, 82, 0
4, Run: 001, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 002, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 003, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 004, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 005, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 006, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 007, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 008, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 009, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 010, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 011, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 012, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 013, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 014, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 015, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 016, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 017, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 018, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 019, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 020, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 021, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 022, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 023, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 024, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 025, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 026, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 027, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 028, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 029, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 030, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 031, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 032, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 033, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 034, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 035, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 036, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 037, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 038, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 039, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 040, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 041, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 042, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 043, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 044, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 045, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 046, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 047, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 048, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 049, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 050, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 051, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 052, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 053, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 054, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 055, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 056, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 057, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 058, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 059, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 060, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 061, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 062, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 063, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 064, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 065, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 066, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 067, P, 0, 0, 0, 1, 0, 1, 0, 120, 0, 0, 19, 3
4, Run: 068, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 069, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 070, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 071, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 072, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 073, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 074, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 075, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 076, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 077, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 078, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 079, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 080, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 081, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 082, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 083, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 084, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 085, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 086, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 087, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 088, P, 0, 0, 0, 1, 0, 1, 0, 119, 0, 0, 19, 2
4, Run: 089, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 090, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 091, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
4, Run: 092, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 093, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 094, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 095, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 096, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 097, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 098, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 099, P, 0, 0, 0, 1, 0, 1, 0, 117, 0, 0, 19, 0
4, Run: 100, P, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 19, 1
5, Run: 001, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 002, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 003, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 004, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 005, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 006, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 007, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 008, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 009, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 010, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 011, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 012, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 013, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 014, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 015, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 016, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 017, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 018, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 019, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 020, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 021, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 022, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 023, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 024, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 025, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 026, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 027, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 028, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 029, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 030, P, 0, 0, 0, 1, 0, 1, 0, 161, 0, 0, 26, 2
5, Run: 031, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 032, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 033, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 034, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 035, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 036, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 037, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 038, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 039, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 040, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 041, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 042, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 043, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 044, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 045, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 046, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 047, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 048, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 049, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 050, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 051, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 052, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 053, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 054, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 055, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 056, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 057, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 058, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 059, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 060, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 061, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 062, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 063, P, 0, 0, 0, 1, 0, 1, 0, 161, 0, 0, 26, 2
5, Run: 064, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 065, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 066, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 067, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 068, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 069, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 070, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 071, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 072, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 073, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 074, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 075, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 076, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 077, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 078, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 079, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 080, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 081, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 082, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 083, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 084, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 085, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 086, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 087, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 088, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 089, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 090, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 091, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 092, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 093, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 094, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 095, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 096, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 097, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 098, P, 0, 0, 0, 1, 0, 1, 0, 160, 0, 0, 26, 1
5, Run: 099, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
5, Run: 100, P, 0, 0, 0, 1, 0, 1, 0, 159, 0, 0, 26, 0
6, Run: 001, P, 0, 0, 0, 1, 0, 1, 0, 525, 0, 0, 87, 0
