Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F
1, Run: 001, P, 0, 0, 0, 18, 0, 312, 0, 0, 1, 0, 9, 0
1, Run: 002, P, 0, 0, 0, 18, 0, 309, 0, 0, 1, 0, 9, 0
1, Run: 003, P, 0, 0, 0, 18, 0, 312, 0, 2, 1, 2, 8, 0
1, Run: 004, P, 0, 0, 0, 18, 0, 312, 0, 0, 1, 0, 9, 0
1, Run: 005, P, 0, 0, 0, 18, 0, 303, 0, 2, 1, 2, 8, 0
1, Run: 006, P, 0, 0, 0, 18, 0, 285, 0, 4, 1, 4, 7, 0
1, Run: 007, P, 0, 0, 0, 18, 0, 312, 0, 0, 1, 0, 9, 0
1, Run: 008, P, 0, 0, 0, 18, 0, 315, 0, 0, 1, 0, 9, 0
1, Run: 009, P, 0, 0, 0, 18, 0, 282, 0, 0, 1, 0, 9, 0
1, Run: 010, P, 0, 0, 0, 18, 0, 249, 0, 2, 1, 2, 8, 0
1, Run: 011, P, 0, 0, 0, 18, 0, 345, 0, 0, 1, 0, 9, 0
1, Run: 012, P, 0, 0, 0, 18, 0, 288, 0, 2, 1, 2, 8, 0
1, Run: 013, P, 0, 0, 0, 18, 0, 282, 0, 2, 1, 2, 8, 0
1, Run: 014, P, 0, 0, 0, 18, 0, 357, 0, 2, 1, 2, 8, 0
1, Run: 015, P, 0, 0, 0, 18, 0, 309, 0, 2, 1, 2, 8, 0
1, Run: 016, P, 0, 0, 0, 18, 0, 303, 0, 2, 1, 2, 8, 0
1, Run: 017, P, 0, 0, 0, 18, 0, 252, 0, 0, 1, 0, 9, 0
1, Run: 018, P, 0, 0, 0, 18, 0, 297, 0, 0, 1, 0, 9, 0
1, Run: 019, P, 0, 0, 0, 18, 0, 297, 0, 0, 1, 0, 9, 0
1, Run: 020, P, 0, 0, 0, 18, 0, 303, 0, 0, 1, 0, 9, 0
1, Run: 021, P, 0, 0, 0, 18, 0, 312, 0, 0, 1, 0, 9, 0
1, Run: 022, P, 0, 0, 0, 18, 0, 315, 0, 2, 1, 2, 8, 0
1, Run: 023, P, 0, 0, 0, 18, 0, 288, 0, 2, 1, 2, 8, 0
1, Run: 024, P, 0, 0, 0, 18, 0, 276, 0, 2, 1, 2, 8, 0
1, Run: 025, P, 0, 0, 0, 18, 0, 237, 0, 4, 1, 4, 7, 0
1, Run: 026, P, 0, 0, 0, 18, 0, 330, 0, 2, 1, 2, 8, 0
1, Run: 027, P, 0, 0, 0, 18, 0, 270, 0, 4, 1, 4, 7, 0
1, Run: 028, P, 0, 0, 0, 18, 0, 282, 0, 2, 1, 2, 8, 0
1, Run: 029, P, 0, 0, 0, 18, 0, 336, 0, 0, 1, 0, 9, 0
1, Run: 030, P, 0, 0, 0, 18, 0, 303, 0, 0, 1, 0, 9, 0
1, Run: 031, P, 0, 0, 0, 18, 0, 300, 0, 0, 1, 0, 9, 0
1, Run: 032, P, 0, 0, 0, 18, 0, 342, 0, 2, 1, 2, 8, 0
1, Run: 033, P, 0, 0, 0, 18, 0, 270, 0, 0, 1, 0, 9, 0
1, Run: 034, P, 0, 0, 0, 18, 0, 312, 0, 0, 1, 0, 9, 0
1, Run: 035, P, 0, 0, 0, 18, 0, 294, 0, 0, 1, 0, 9, 0
1, Run: 036, P, 0, 0, 0, 18, 0, 303, 0, 0, 1, 0, 9, 0
1, Run: 037, P, 0, 0, 0, 18, 0, 315, 0, 0, 1, 0, 9, 0
1, Run: 038, P, 0, 0, 0, 18, 0, 258, 0, 2, 1, 2, 8, 0
1, Run: 039, P, 0, 0, 0, 18, 0, 243, 0, 0, 1, 0, 9, 0
1, Run: 040, P, 0, 0, 0, 18, 0, 270, 0, 0, 1, 0, 9, 0
1, Run: 041, P, 0, 0, 0, 18, 0, 282, 0, 0, 1, 0, 9, 0
1, Run: 042, P, 0, 0, 0, 18, 0, 318, 0, 0, 1, 0, 9, 0
1, Run: 043, P, 0, 0, 0, 18, 0, 291, 0, 0, 1, 0, 9, 0
1, Run: 044, P, 0, 0, 0, 18, 0, 318, 0, 0, 1, 0, 9, 0
1, Run: 045, P, 0, 0, 0, 18, 0, 327, 0, 0, 1, 0, 9, 0
1, Run: 046, P, 0, 0, 0, 18, 0, 291, 0, 2, 1, 2, 8, 0
1, Run: 047, P, 0, 0, 0, 18, 0, 321, 0, 2, 1, 2, 8, 0
1, Run: 048, P, 0, 0, 0, 18, 0, 273, 0, 2, 1, 2, 8, 0
1, Run: 049, P, 0, 0, 0, 18, 0, 303, 0, 2, 1, 2, 8, 0
1, Run: 050, P, 0, 0, 0, 18, 0, 321, 0, 2, 1, 2, 8, 0
1, Run: 051, P, 0, 0, 0, 18, 0, 324, 0, 2, 1, 2, 8, 0
1, Run: 052, P, 0, 0, 0, 18, 0, 324, 0, 0, 1, 0, 9, 0
1, Run: 053, P, 0, 0, 0, 18, 0, 327, 0, 2, 1, 2, 8, 0
