Input Number, Run_Number, Result@ 100, PE, Y, M, X1, H, PO, CE, D, CO, A, B
INVAR-1, Run: 071, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0
INVAR-1, Run: 072, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1
INVAR-1, Run: 073, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1
INVAR-1, Run: 074, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0
INVAR-1, Run: 075, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0
INVAR-1, Run: 076, F, 1, 0, 0, 0, 0, 0, 9, 0, 12, 106, 1
INVAR-1, Run: 077, F, 1, 0, 0, 0, 0, 0, 9, 0, 13, 107, 0
INVAR-1, Run: 078, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1
INVAR-1, Run: 079, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0
INVAR-1, Run: 080, F, 1, 0, 0, 0, 0, 0, 9, 0, 9, 99, 0
INVAR-1, Run: 081, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0
INVAR-1, Run: 082, F, 1, 0, 0, 0, 0, 0, 9, 0, 13, 107, 0
INVAR-1, Run: 083, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1
INVAR-1, Run: 084, F, 1, 0, 0, 0, 0, 0, 9, 0, 9, 99, 0
INVAR-1, Run: 085, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1
INVAR-1, Run: 086, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1
INVAR-1, Run: 087, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1
INVAR-1, Run: 088, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0
INVAR-1, Run: 089, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0
INVAR-1, Run: 090, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0
INVAR-1, Run: 091, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1
INVAR-1, Run: 092, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1
INVAR-1, Run: 093, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0
INVAR-1, Run: 094, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1
INVAR-1, Run: 095, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1
INVAR-1, Run: 096, F, 1, 0, 0, 0, 0, 0, 9, 0, 7, 95, 0
INVAR-1, Run: 097, F, 1, 0, 0, 0, 0, 0, 9, 0, 12, 106, 1
INVAR-1, Run: 098, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0
INVAR-1, Run: 099, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1
INVAR-1, Run: 100, F, 1, 0, 0, 0, 0, 0, 9, 0, 5, 91, 0
INVAR-10, Run: 001, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1
INVAR-10, Run: 002, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0
INVAR-10, Run: 003, F, 1, 0, 0, 0, 0, 0, 100, 0, 11, 923, 1
INVAR-10, Run: 004, F, 1, 0, 0, 0, 0, 0, 100, 0, 10, 920, 0
INVAR-10, Run: 005, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0
INVAR-10, Run: 006, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1
INVAR-10, Run: 007, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0
INVAR-10, Run: 008, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0
INVAR-10, Run: 009, F, 1, 0, 0, 0, 0, 0, 100, 0, 22, 944, 0
INVAR-10, Run: 010, F, 1, 0, 0, 0, 0, 0, 100, 0, 9, 919, 1
INVAR-10, Run: 011, F, 1, 0, 0, 0, 0, 0, 100, 0, 28, 956, 0
INVAR-10, Run: 012, F, 1, 0, 0, 0, 0, 0, 100, 0, 5, 911, 1
