Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 88, 7, 7, 88, 9, 4, 4, 9, 9, 18, 94, 47
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 120, 8, 8, 120, 9, 4, 4, 9, 9, 18, 92, 46
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 9, 0, 18, 41, 5, 5, 41, 9, 2, 6, 9, 9, 18, 60, 30
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 142, 5, 5, 142, 9, 3, 5, 9, 9, 18, 56, 28
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 8, 0, 18, 55, 11, 9, 55, 9, 2, 6, 8, 9, 18, 110, 55
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 51, 0, 0, 1, 0, 9, 0, 18, 98, 3, 3, 98, 9, 5, 3, 9, 9, 18, 196, 98
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 8, 0, 18, 80, 5, 3, 80, 9, 4, 4, 8, 9, 18, 72, 36
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 9, 0, 18, 68, 4, 4, 68, 9, 6, 2, 9, 9, 18, 60, 30
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 23, 5, 5, 23, 9, 3, 5, 9, 9, 18, 342, 171
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 171, 1, 1, 171, 9, 4, 4, 9, 9, 18, 86, 43
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 92, 7, 7, 92, 9, 3, 5, 9, 9, 18, 46, 23
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 49, 0, 2, 1, 2, 8, 0, 18, 62, 8, 6, 62, 9, 3, 5, 8, 9, 18, 220, 110
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 107, 7, 7, 107, 9, 3, 5, 9, 9, 18, 68, 34
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 9, 0, 18, 56, 2, 2, 56, 9, 6, 2, 9, 9, 18, 34, 17
