Input Number, Run_Number, Result@ 100, X, YP, Z, XP, Y
38, Run: 009, F, 0, 21, 51, 0, 0
38, Run: 010, F, 0, 33, 57, 0, 0
38, Run: 011, F, 0, 35, 58, 0, 0
38, Run: 012, F, 0, 33, 57, 0, 0
38, Run: 013, F, 0, 35, 58, 0, 0
38, Run: 014, P, 0, 19, 50, 0, 0
38, Run: 015, F, 0, 29, 55, 0, 0
38, Run: 016, F, 0, 29, 55, 0, 0
38, Run: 017, F, 0, 41, 61, 0, 0
38, Run: 018, F, 0, 29, 55, 0, 0
38, Run: 019, F, 0, 23, 52, 0, 0
38, Run: 020, F, 0, 43, 62, 0, 0
38, Run: 021, F, 0, 31, 56, 0, 0
38, Run: 022, P, 0, 19, 50, 0, 0
38, Run: 023, F, 0, 27, 54, 0, 0
38, Run: 024, F, 0, 35, 58, 0, 0
38, Run: 025, F, 0, 27, 54, 0, 0
38, Run: 026, F, 0, 33, 57, 0, 0
38, Run: 027, F, 0, 27, 54, 0, 0
38, Run: 028, F, 0, 33, 57, 0, 0
38, Run: 029, F, 0, 31, 56, 0, 0
38, Run: 030, F, 0, 35, 58, 0, 0
38, Run: 031, F, 0, 27, 54, 0, 0
38, Run: 032, F, 0, 25, 53, 0, 0
38, Run: 033, F, 0, 25, 53, 0, 0
38, Run: 034, F, 0, 37, 59, 0, 0
38, Run: 035, F, 0, 31, 56, 0, 0
38, Run: 036, F, 0, 21, 51, 0, 0
38, Run: 037, F, 0, 37, 59, 0, 0
38, Run: 038, F, 0, 13, 47, 0, 0
38, Run: 039, F, 0, 27, 54, 0, 0
38, Run: 040, P, 0, 19, 50, 0, 0
38, Run: 041, F, 0, 17, 49, 0, 0
38, Run: 042, F, 0, 25, 53, 0, 0
38, Run: 043, F, 0, 35, 58, 0, 0
38, Run: 044, F, 0, 35, 58, 0, 0
38, Run: 045, F, 0, 45, 63, 0, 0
38, Run: 046, F, 0, 43, 62, 0, 0
38, Run: 047, F, 0, 37, 59, 0, 0
38, Run: 048, F, 0, 33, 57, 0, 0
38, Run: 049, F, 0, 41, 61, 0, 0
38, Run: 050, F, 0, 25, 53, 0, 0
38, Run: 051, F, 0, 33, 57, 0, 0
38, Run: 052, F, 0, 23, 52, 0, 0
38, Run: 053, F, 0, 39, 60, 0, 0
38, Run: 054, F, 0, 25, 53, 0, 0
38, Run: 055, F, 0, 29, 55, 0, 0
38, Run: 056, F, 0, 37, 59, 0, 0
38, Run: 057, F, 0, 29, 55, 0, 0
38, Run: 058, F, 0, 39, 60, 0, 0
38, Run: 059, F, 0, 23, 52, 0, 0
38, Run: 060, F, 0, 33, 57, 0, 0
38, Run: 061, F, 0, 31, 56, 0, 0
38, Run: 062, F, 0, 37, 59, 0, 0
38, Run: 063, F, 0, 39, 60, 0, 0
38, Run: 064, F, 0, 27, 54, 0, 0
38, Run: 065, F, 0, 33, 57, 0, 0
38, Run: 066, F, 0, 39, 60, 0, 0
38, Run: 067, F, 0, 25, 53, 0, 0
38, Run: 068, F, 0, 25, 53, 0, 0
38, Run: 069, F, 0, 23, 52, 0, 0
38, Run: 070, F, 0, 35, 58, 0, 0
38, Run: 071, F, 0, 37, 59, 0, 0
38, Run: 072, F, 0, 39, 60, 0, 0
38, Run: 073, F, 0, 35, 58, 0, 0
38, Run: 074, F, 0, 29, 55, 0, 0
38, Run: 075, F, 0, 29, 55, 0, 0
38, Run: 076, F, 0, 29, 55, 0, 0
38, Run: 077, F, 0, 23, 52, 0, 0
38, Run: 078, F, 0, 35, 58, 0, 0
38, Run: 079, F, 0, 43, 62, 0, 0
38, Run: 080, F, 0, 35, 58, 0, 0
38, Run: 081, F, 0, 27, 54, 0, 0
38, Run: 082, F, 0, 27, 54, 0, 0
38, Run: 083, F, 0, 39, 60, 0, 0
38, Run: 084, F, 0, 35, 58, 0, 0
38, Run: 085, F, 0, 39, 60, 0, 0
38, Run: 086, F, 0, 35, 58, 0, 0
38, Run: 087, F, 0, 33, 57, 0, 0
38, Run: 088, F, 0, 29, 55, 0, 0
38, Run: 089, F, 0, 37, 59, 0, 0
38, Run: 090, F, 0, 29, 55, 0, 0
38, Run: 091, F, 0, 37, 59, 0, 0
38, Run: 092, F, 0, 21, 51, 0, 0
38, Run: 093, F, 0, 25, 53, 0, 0
38, Run: 094, F, 0, 33, 57, 0, 0
38, Run: 095, F, 0, 37, 59, 0, 0
38, Run: 096, F, 0, 25, 53, 0, 0
38, Run: 097, F, 0, 33, 57, 0, 0
38, Run: 098, F, 0, 35, 58, 0, 0
38, Run: 099, F, 0, 27, 54, 0, 0
38, Run: 100, F, 0, 33, 57, 0, 0
39, Run: 001, F, 0, 61, 113, 0, 0
39, Run: 002, F, 0, 77, 121, 0, 0
39, Run: 003, F, 0, 55, 110, 0, 0
39, Run: 004, F, 0, 47, 106, 0, 0
39, Run: 005, F, 0, 51, 108, 0, 0
39, Run: 006, F, 0, 71, 118, 0, 0
39, Run: 007, F, 0, 61, 113, 0, 0
39, Run: 008, F, 0, 63, 114, 0, 0
39, Run: 009, F, 0, 63, 114, 0, 0
39, Run: 010, F, 0, 69, 117, 0, 0
39, Run: 011, F, 0, 67, 116, 0, 0
39, Run: 012, F, 0, 79, 122, 0, 0
39, Run: 013, F, 0, 65, 115, 0, 0
39, Run: 014, F, 0, 55, 110, 0, 0
39, Run: 015, F, 0, 53, 109, 0, 0
39, Run: 016, F, 0, 81, 123, 0, 0
39, Run: 017, F, 0, 79, 122, 0, 0
39, Run: 018, F, 0, 63, 114, 0, 0
39, Run: 019, F, 0, 61, 113, 0, 0
39, Run: 020, F, 0, 63, 114, 0, 0
39, Run: 021, F, 0, 57, 111, 0, 0
39, Run: 022, F, 0, 57, 111, 0, 0
39, Run: 023, F, 0, 63, 114, 0, 0
39, Run: 024, F, 0, 81, 123, 0, 0
39, Run: 025, F, 0, 55, 110, 0, 0
39, Run: 026, F, 0, 69, 117, 0, 0
39, Run: 027, F, 0, 65, 115, 0, 0
39, Run: 028, F, 0, 65, 115, 0, 0
39, Run: 029, F, 0, 69, 117, 0, 0
39, Run: 030, F, 0, 69, 117, 0, 0
39, Run: 031, F, 0, 65, 115, 0, 0
39, Run: 032, F, 0, 75, 120, 0, 0
39, Run: 033, F, 0, 77, 121, 0, 0
39, Run: 034, F, 0, 55, 110, 0, 0
39, Run: 035, F, 0, 59, 112, 0, 0
39, Run: 036, F, 0, 59, 112, 0, 0
39, Run: 037, F, 0, 63, 114, 0, 0
39, Run: 038, F, 0, 53, 109, 0, 0
39, Run: 039, F, 0, 65, 115, 0, 0
39, Run: 040, F, 0, 47, 106, 0, 0
39, Run: 041, F, 0, 53, 109, 0, 0
39, Run: 042, F, 0, 79, 122, 0, 0
39, Run: 043, F, 0, 77, 121, 0, 0
39, Run: 044, F, 0, 59, 112, 0, 0
39, Run: 045, F, 0, 65, 115, 0, 0
39, Run: 046, F, 0, 67, 116, 0, 0
39, Run: 047, F, 0, 59, 112, 0, 0
39, Run: 048, F, 0, 65, 115, 0, 0
39, Run: 049, F, 0, 67, 116, 0, 0
39, Run: 050, F, 0, 83, 124, 0, 0
39, Run: 051, F, 0, 59, 112, 0, 0
39, Run: 052, F, 0, 71, 118, 0, 0
39, Run: 053, F, 0, 61, 113, 0, 0
39, Run: 054, F, 0, 53, 109, 0, 0
39, Run: 055, F, 0, 67, 116, 0, 0
39, Run: 056, F, 0, 81, 123, 0, 0
39, Run: 057, F, 0, 45, 105, 0, 0
39, Run: 058, F, 0, 71, 118, 0, 0
39, Run: 059, F, 0, 73, 119, 0, 0
39, Run: 060, F, 0, 79, 122, 0, 0
39, Run: 061, F, 0, 61, 113, 0, 0
39, Run: 062, F, 0, 47, 106, 0, 0
39, Run: 063, F, 0, 77, 121, 0, 0
39, Run: 064, F, 0, 69, 117, 0, 0
39, Run: 065, F, 0, 75, 120, 0, 0
39, Run: 066, F, 0, 75, 120, 0, 0
39, Run: 067, F, 0, 69, 117, 0, 0
39, Run: 068, F, 0, 65, 115, 0, 0
39, Run: 069, F, 0, 81, 123, 0, 0
39, Run: 070, F, 0, 69, 117, 0, 0
39, Run: 071, F, 0, 71, 118, 0, 0
39, Run: 072, F, 0, 61, 113, 0, 0
39, Run: 073, F, 0, 79, 122, 0, 0
39, Run: 074, F, 0, 51, 108, 0, 0
39, Run: 075, F, 0, 51, 108, 0, 0
39, Run: 076, F, 0, 57, 111, 0, 0
39, Run: 077, F, 0, 57, 111, 0, 0
39, Run: 078, F, 0, 67, 116, 0, 0
39, Run: 079, F, 0, 71, 118, 0, 0
39, Run: 080, F, 0, 59, 112, 0, 0
39, Run: 081, F, 0, 55, 110, 0, 0
39, Run: 082, F, 0, 81, 123, 0, 0
39, Run: 083, F, 0, 73, 119, 0, 0
39, Run: 084, F, 0, 63, 114, 0, 0
39, Run: 085, F, 0, 67, 116, 0, 0
39, Run: 086, F, 0, 73, 119, 0, 0
39, Run: 087, F, 0, 85, 125, 0, 0
39, Run: 088, F, 0, 59, 112, 0, 0
39, Run: 089, F, 0, 63, 114, 0, 0
39, Run: 090, F, 0, 47, 106, 0, 0
39, Run: 091, F, 0, 57, 111, 0, 0
39, Run: 092, F, 0, 71, 118, 0, 0
39, Run: 093, F, 0, 59, 112, 0, 0
39, Run: 094, F, 0, 57, 111, 0, 0
39, Run: 095, F, 0, 73, 119, 0, 0
39, Run: 096, F, 0, 63, 114, 0, 0
39, Run: 097, F, 0, 73, 119, 0, 0
39, Run: 098, F, 0, 59, 112, 0, 0
39, Run: 099, F, 0, 81, 123, 0, 0
39, Run: 100, F, 0, 55, 110, 0, 0
4, Run: 001, F, 0, 15, 37, 0, 0
4, Run: 002, F, 0, 5, 32, 0, 0
4, Run: 003, F, 0, 13, 36, 0, 0
4, Run: 004, F, 0, 9, 34, 0, 0
4, Run: 005, F, 0, 15, 37, 0, 0
4, Run: 006, F, 0, 1, 30, 0, 0
4, Run: 007, F, 0, 3, 31, 0, 0
4, Run: 008, F, 0, 5, 32, 0, 0
4, Run: 009, F, 0, 21, 40, 0, 0
4, Run: 010, F, 0, 11, 35, 0, 0
4, Run: 011, F, 0, 15, 37, 0, 0
4, Run: 012, F, 0, 9, 34, 0, 0
4, Run: 013, F, 0, 11, 35, 0, 0
4, Run: 014, F, 0, 7, 33, 0, 0
4, Run: 015, F, 0, 27, 43, 0, 0
4, Run: 016, F, 0, 13, 36, 0, 0
4, Run: 017, F, 0, 15, 37, 0, 0
4, Run: 018, F, 0, 1, 30, 0, 0
4, Run: 019, F, 0, 7, 33, 0, 0
4, Run: 020, F, 0, 9, 34, 0, 0
4, Run: 021, F, 0, 1, 30, 0, 0
4, Run: 022, F, 0, 21, 40, 0, 0
4, Run: 023, F, 0, 11, 35, 0, 0
4, Run: 024, F, 0, 7, 33, 0, 0
4, Run: 025, F, 0, 5, 32, 0, 0
4, Run: 026, F, 0, 15, 37, 0, 0
4, Run: 027, F, 0, 7, 33, 0, 0
4, Run: 028, F, 0, 13, 36, 0, 0
4, Run: 029, F, 0, 13, 36, 0, 0
4, Run: 030, F, 0, 11, 35, 0, 0
4, Run: 031, F, 0, 15, 37, 0, 0
4, Run: 032, F, 0, 3, 31, 0, 0
4, Run: 033, F, 0, 1, 30, 0, 0
4, Run: 034, F, 0, 5, 32, 0, 0
4, Run: 035, F, 0, 13, 36, 0, 0
4, Run: 036, F, 0, 17, 38, 0, 0
4, Run: 037, F, 0, 7, 33, 0, 0
4, Run: 038, F, 0, 1, 30, 0, 0
4, Run: 039, F, 0, 19, 39, 0, 0
4, Run: 040, F, 0, 17, 38, 0, 0
4, Run: 041, F, 0, 15, 37, 0, 0
4, Run: 042, F, 0, 15, 37, 0, 0
4, Run: 043, F, 0, 15, 37, 0, 0
4, Run: 044, F, 0, 13, 36, 0, 0
4, Run: 045, F, 0, 15, 37, 0, 0
4, Run: 046, F, 0, 5, 32, 0, 0
4, Run: 047, F, 0, 19, 39, 0, 0
4, Run: 048, F, 0, 0, 31, 3, 0
4, Run: 049, F, 0, 5, 32, 0, 0
4, Run: 050, F, 0, 15, 37, 0, 0
4, Run: 051, F, 0, 9, 34, 0, 0
4, Run: 052, F, 0, 11, 35, 0, 0
4, Run: 053, F, 0, 5, 32, 0, 0
4, Run: 054, F, 0, 9, 34, 0, 0
4, Run: 055, F, 0, 13, 36, 0, 0
4, Run: 056, F, 0, 1, 30, 0, 0
4, Run: 057, F, 0, 1, 30, 0, 0
4, Run: 058, F, 0, 3, 31, 0, 0
4, Run: 059, F, 0, 5, 32, 0, 0
4, Run: 060, F, 0, 11, 35, 0, 0
4, Run: 061, F, 0, 9, 34, 0, 0
4, Run: 062, F, 0, 7, 33, 0, 0
4, Run: 063, F, 0, 9, 34, 0, 0
4, Run: 064, F, 0, 5, 32, 0, 0
4, Run: 065, F, 0, 13, 36, 0, 0
4, Run: 066, F, 0, 13, 36, 0, 0
4, Run: 067, F, 0, 11, 35, 0, 0
4, Run: 068, F, 0, 23, 41, 0, 0
4, Run: 069, F, 0, 11, 35, 0, 0
4, Run: 070, F, 0, 7, 33, 0, 0
4, Run: 071, F, 0, 25, 42, 0, 0
4, Run: 072, F, 0, 15, 37, 0, 0
4, Run: 073, F, 0, 17, 38, 0, 0
4, Run: 074, F, 0, 21, 40, 0, 0
4, Run: 075, F, 0, 0, 35, 11, 0
4, Run: 076, F, 0, 17, 38, 0, 0
4, Run: 077, F, 0, 3, 31, 0, 0
4, Run: 078, F, 0, 11, 35, 0, 0
4, Run: 079, F, 0, 21, 40, 0, 0
4, Run: 080, F, 0, 15, 37, 0, 0
4, Run: 081, F, 0, 23, 41, 0, 0
4, Run: 082, F, 0, 15, 37, 0, 0
4, Run: 083, F, 0, 11, 35, 0, 0
4, Run: 084, F, 0, 15, 37, 0, 0
4, Run: 085, F, 0, 17, 38, 0, 0
4, Run: 086, F, 0, 7, 33, 0, 0
4, Run: 087, F, 0, 13, 36, 0, 0
4, Run: 088, F, 0, 7, 33, 0, 0
4, Run: 089, F, 0, 23, 41, 0, 0
4, Run: 090, F, 0, 0, 30, 1, 0
4, Run: 091, F, 0, 15, 37, 0, 0
4, Run: 092, F, 0, 7, 33, 0, 0
4, Run: 093, F, 0, 13, 36, 0, 0
4, Run: 094, F, 0, 7, 33, 0, 0
4, Run: 095, F, 0, 9, 34, 0, 0
4, Run: 096, F, 0, 5, 32, 0, 0
4, Run: 097, F, 0, 9, 34, 0, 0
4, Run: 098, F, 0, 7, 33, 0, 0
4, Run: 099, F, 0, 13, 36, 0, 0
4, Run: 100, F, 0, 13, 36, 0, 0
40, Run: 001, F, 0, 145, 237, 0, 0
40, Run: 002, F, 0, 83, 206, 0, 0
40, Run: 003, F, 0, 151, 240, 0, 0
40, Run: 004, F, 0, 149, 239, 0, 0
40, Run: 005, F, 0, 139, 234, 0, 0
40, Run: 006, F, 0, 123, 226, 0, 0
40, Run: 007, F, 0, 119, 224, 0, 0
40, Run: 008, F, 0, 115, 222, 0, 0
40, Run: 009, F, 0, 119, 224, 0, 0
40, Run: 010, F, 0, 125, 227, 0, 0
40, Run: 011, F, 0, 153, 241, 0, 0
40, Run: 012, F, 0, 167, 248, 0, 0
40, Run: 013, F, 0, 131, 230, 0, 0
40, Run: 014, F, 0, 135, 232, 0, 0
40, Run: 015, F, 0, 151, 240, 0, 0
40, Run: 016, F, 0, 139, 234, 0, 0
40, Run: 017, F, 0, 135, 232, 0, 0
40, Run: 018, F, 0, 159, 244, 0, 0
40, Run: 019, F, 0, 123, 226, 0, 0
40, Run: 020, F, 0, 129, 229, 0, 0
40, Run: 021, F, 0, 117, 223, 0, 0
40, Run: 022, F, 0, 137, 233, 0, 0
40, Run: 023, F, 0, 121, 225, 0, 0
40, Run: 024, F, 0, 121, 225, 0, 0
40, Run: 025, F, 0, 131, 230, 0, 0
40, Run: 026, F, 0, 125, 227, 0, 0
40, Run: 027, F, 0, 121, 225, 0, 0
40, Run: 028, F, 0, 161, 245, 0, 0
40, Run: 029, F, 0, 117, 223, 0, 0
40, Run: 030, F, 0, 117, 223, 0, 0
40, Run: 031, F, 0, 125, 227, 0, 0
40, Run: 032, F, 0, 133, 231, 0, 0
40, Run: 033, F, 0, 151, 240, 0, 0
40, Run: 034, F, 0, 143, 236, 0, 0
40, Run: 035, F, 0, 143, 236, 0, 0
40, Run: 036, F, 0, 125, 227, 0, 0
40, Run: 037, F, 0, 113, 221, 0, 0
40, Run: 038, F, 0, 117, 223, 0, 0
40, Run: 039, F, 0, 147, 238, 0, 0
40, Run: 040, F, 0, 117, 223, 0, 0
40, Run: 041, F, 0, 147, 238, 0, 0
40, Run: 042, F, 0, 117, 223, 0, 0
40, Run: 043, F, 0, 131, 230, 0, 0
40, Run: 044, F, 0, 133, 231, 0, 0
40, Run: 045, F, 0, 125, 227, 0, 0
40, Run: 046, F, 0, 155, 242, 0, 0
40, Run: 047, F, 0, 115, 222, 0, 0
40, Run: 048, F, 0, 137, 233, 0, 0
40, Run: 049, F, 0, 119, 224, 0, 0
40, Run: 050, F, 0, 123, 226, 0, 0
40, Run: 051, F, 0, 139, 234, 0, 0
40, Run: 052, F, 0, 123, 226, 0, 0
40, Run: 053, F, 0, 119, 224, 0, 0
40, Run: 054, F, 0, 145, 237, 0, 0
40, Run: 055, F, 0, 117, 223, 0, 0
40, Run: 056, F, 0, 165, 247, 0, 0
40, Run: 057, F, 0, 157, 243, 0, 0
40, Run: 058, F, 0, 129, 229, 0, 0
40, Run: 059, F, 0, 147, 238, 0, 0
40, Run: 060, F, 0, 155, 242, 0, 0
40, Run: 061, F, 0, 123, 226, 0, 0
40, Run: 062, F, 0, 153, 241, 0, 0
40, Run: 063, F, 0, 143, 236, 0, 0
40, Run: 064, F, 0, 139, 234, 0, 0
40, Run: 065, F, 0, 127, 228, 0, 0
40, Run: 066, F, 0, 121, 225, 0, 0
40, Run: 067, F, 0, 133, 231, 0, 0
40, Run: 068, F, 0, 145, 237, 0, 0
40, Run: 069, F, 0, 129, 229, 0, 0
40, Run: 070, F, 0, 105, 217, 0, 0
40, Run: 071, F, 0, 141, 235, 0, 0
40, Run: 072, F, 0, 149, 239, 0, 0
40, Run: 073, F, 0, 141, 235, 0, 0
40, Run: 074, F, 0, 117, 223, 0, 0
40, Run: 075, F, 0, 147, 238, 0, 0
40, Run: 076, F, 0, 153, 241, 0, 0
40, Run: 077, F, 0, 133, 231, 0, 0
40, Run: 078, F, 0, 131, 230, 0, 0
40, Run: 079, F, 0, 105, 217, 0, 0
40, Run: 080, F, 0, 127, 228, 0, 0
40, Run: 081, F, 0, 125, 227, 0, 0
40, Run: 082, F, 0, 121, 225, 0, 0
40, Run: 083, F, 0, 145, 237, 0, 0
40, Run: 084, F, 0, 121, 225, 0, 0
40, Run: 085, F, 0, 129, 229, 0, 0
40, Run: 086, F, 0, 115, 222, 0, 0
40, Run: 087, F, 0, 93, 211, 0, 0
40, Run: 088, F, 0, 153, 241, 0, 0
40, Run: 089, F, 0, 137, 233, 0, 0
40, Run: 090, F, 0, 137, 233, 0, 0
40, Run: 091, F, 0, 115, 222, 0, 0
40, Run: 092, F, 0, 159, 244, 0, 0
40, Run: 093, F, 0, 139, 234, 0, 0
40, Run: 094, F, 0, 121, 225, 0, 0
40, Run: 095, F, 0, 143, 236, 0, 0
40, Run: 096, F, 0, 117, 223, 0, 0
40, Run: 097, F, 0, 129, 229, 0, 0
40, Run: 098, F, 0, 135, 232, 0, 0
40, Run: 099, F, 0, 143, 236, 0, 0
40, Run: 100, F, 0, 103, 216, 0, 0
41, Run: 001, F, 0, 4, 27, 0, 0
41, Run: 002, F, 0, 8, 29, 0, 0
41, Run: 003, F, 0, 0, 30, 10, 0
41, Run: 004, F, 0, 6, 28, 0, 0
41, Run: 005, F, 0, 0, 27, 4, 0
41, Run: 006, F, 0, 0, 27, 4, 0
41, Run: 007, F, 0, 0, 30, 10, 0
41, Run: 008, F, 0, 2, 26, 0, 0
41, Run: 009, F, 0, 2, 26, 0, 0
41, Run: 010, F, 0, 4, 27, 0, 0
41, Run: 011, F, 0, 10, 30, 0, 0
41, Run: 012, F, 0, 0, 25, 0, 0
41, Run: 013, F, 0, 0, 25, 0, 0
41, Run: 014, F, 0, 0, 25, 0, 0
41, Run: 015, F, 0, 0, 26, 2, 0
41, Run: 016, F, 0, 0, 25, 0, 0
41, Run: 017, F, 0, 12, 31, 0, 0
41, Run: 018, F, 0, 0, 27, 4, 0
41, Run: 019, F, 0, 0, 25, 0, 0
41, Run: 020, F, 0, 10, 30, 0, 0
41, Run: 021, F, 0, 8, 29, 0, 0
41, Run: 022, F, 0, 0, 28, 6, 0
41, Run: 023, F, 0, 8, 29, 0, 0
41, Run: 024, F, 0, 6, 28, 0, 0
41, Run: 025, F, 0, 0, 26, 2, 0
41, Run: 026, F, 0, 6, 28, 0, 0
41, Run: 027, F, 0, 0, 25, 0, 0
41, Run: 028, F, 0, 0, 30, 10, 0
41, Run: 029, F, 0, 0, 31, 12, 0
41, Run: 030, F, 0, 0, 26, 2, 0
41, Run: 031, F, 0, 0, 26, 2, 0
41, Run: 032, F, 0, 16, 33, 0, 0
41, Run: 033, F, 0, 0, 25, 0, 0
41, Run: 034, F, 0, 6, 28, 0, 0
41, Run: 035, F, 0, 0, 27, 4, 0
41, Run: 036, F, 0, 14, 32, 0, 0
41, Run: 037, F, 0, 2, 26, 0, 0
41, Run: 038, F, 0, 2, 26, 0, 0
41, Run: 039, F, 0, 10, 30, 0, 0
41, Run: 040, F, 0, 0, 28, 6, 0
41, Run: 041, F, 0, 0, 27, 4, 0
41, Run: 042, F, 0, 0, 27, 4, 0
41, Run: 043, F, 0, 14, 32, 0, 0
41, Run: 044, F, 0, 16, 33, 0, 0
41, Run: 045, F, 0, 6, 28, 0, 0
41, Run: 046, F, 0, 0, 36, 22, 0
41, Run: 047, F, 0, 0, 28, 6, 0
41, Run: 048, F, 0, 2, 26, 0, 0
41, Run: 049, F, 0, 8, 29, 0, 0
41, Run: 050, F, 0, 0, 32, 14, 0
41, Run: 051, F, 0, 0, 26, 2, 0
41, Run: 052, F, 0, 0, 26, 2, 0
41, Run: 053, F, 0, 14, 32, 0, 0
41, Run: 054, F, 0, 6, 28, 0, 0
41, Run: 055, F, 0, 10, 30, 0, 0
41, Run: 056, F, 0, 0, 27, 4, 0
41, Run: 057, F, 0, 0, 26, 2, 0
41, Run: 058, F, 0, 0, 28, 6, 0
41, Run: 059, F, 0, 2, 26, 0, 0
41, Run: 060, F, 0, 0, 26, 2, 0
41, Run: 061, F, 0, 0, 35, 20, 0
41, Run: 062, F, 0, 0, 28, 6, 0
41, Run: 063, F, 0, 0, 26, 2, 0
41, Run: 064, F, 0, 2, 26, 0, 0
41, Run: 065, F, 0, 0, 26, 2, 0
41, Run: 066, F, 0, 6, 28, 0, 0
41, Run: 067, F, 0, 0, 28, 6, 0
41, Run: 068, F, 0, 6, 28, 0, 0
41, Run: 069, F, 0, 0, 27, 4, 0
41, Run: 070, F, 0, 4, 27, 0, 0
41, Run: 071, F, 0, 0, 26, 2, 0
41, Run: 072, F, 0, 8, 29, 0, 0
41, Run: 073, F, 0, 6, 28, 0, 0
41, Run: 074, F, 0, 0, 27, 4, 0
41, Run: 075, F, 0, 12, 31, 0, 0
41, Run: 076, F, 0, 0, 30, 10, 0
41, Run: 077, F, 0, 4, 27, 0, 0
41, Run: 078, F, 0, 0, 26, 2, 0
41, Run: 079, F, 0, 0, 31, 12, 0
41, Run: 080, F, 0, 0, 26, 2, 0
41, Run: 081, F, 0, 0, 26, 2, 0
41, Run: 082, F, 0, 0, 25, 0, 0
41, Run: 083, F, 0, 0, 30, 10, 0
41, Run: 084, F, 0, 0, 30, 10, 0
41, Run: 085, F, 0, 0, 28, 6, 0
41, Run: 086, F, 0, 0, 30, 10, 0
41, Run: 087, F, 0, 0, 26, 2, 0
41, Run: 088, F, 0, 14, 32, 0, 0
41, Run: 089, F, 0, 14, 32, 0, 0
41, Run: 090, F, 0, 8, 29, 0, 0
41, Run: 091, F, 0, 8, 29, 0, 0
41, Run: 092, F, 0, 0, 28, 6, 0
41, Run: 093, F, 0, 0, 25, 0, 0
41, Run: 094, F, 0, 0, 25, 0, 0
41, Run: 095, F, 0, 0, 27, 4, 0
41, Run: 096, F, 0, 12, 31, 0, 0
41, Run: 097, F, 0, 8, 29, 0, 0
41, Run: 098, F, 0, 0, 25, 0, 0
41, Run: 099, F, 0, 0, 28, 6, 0
41, Run: 100, F, 0, 10, 30, 0, 0
42, Run: 001, F, 0, 20, 60, 0, 0
42, Run: 002, F, 0, 0, 57, 14, 0
42, Run: 003, F, 0, 10, 55, 0, 0
42, Run: 004, F, 0, 12, 56, 0, 0
42, Run: 005, F, 0, 0, 57, 14, 0
42, Run: 006, F, 0, 0, 50, 0, 0
42, Run: 007, F, 0, 0, 50, 0, 0
42, Run: 008, F, 0, 8, 54, 0, 0
42, Run: 009, F, 0, 6, 53, 0, 0
42, Run: 010, F, 0, 8, 54, 0, 0
42, Run: 011, F, 0, 0, 50, 0, 0
42, Run: 012, F, 0, 0, 51, 2, 0
42, Run: 013, F, 0, 0, 56, 12, 0
42, Run: 014, F, 0, 0, 50, 0, 0
42, Run: 015, F, 0, 6, 53, 0, 0
42, Run: 016, F, 0, 2, 51, 0, 0
42, Run: 017, F, 0, 0, 55, 10, 0
42, Run: 018, F, 0, 0, 50, 0, 0
42, Run: 019, F, 0, 4, 52, 0, 0
42, Run: 020, F, 0, 2, 51, 0, 0
42, Run: 021, F, 0, 6, 53, 0, 0
42, Run: 022, F, 0, 6, 53, 0, 0
42, Run: 023, F, 0, 0, 54, 8, 0
42, Run: 024, F, 0, 26, 63, 0, 0
42, Run: 025, F, 0, 0, 50, 0, 0
42, Run: 026, F, 0, 8, 54, 0, 0
42, Run: 027, F, 0, 0, 50, 0, 0
42, Run: 028, F, 0, 2, 51, 0, 0
42, Run: 029, F, 0, 0, 54, 8, 0
42, Run: 030, F, 0, 0, 52, 4, 0
42, Run: 031, F, 0, 0, 61, 22, 0
42, Run: 032, F, 0, 4, 52, 0, 0
42, Run: 033, F, 0, 10, 55, 0, 0
42, Run: 034, F, 0, 0, 53, 6, 0
42, Run: 035, F, 0, 4, 52, 0, 0
42, Run: 036, F, 0, 0, 50, 0, 0
42, Run: 037, F, 0, 16, 58, 0, 0
42, Run: 038, F, 0, 0, 53, 6, 0
42, Run: 039, F, 0, 8, 54, 0, 0
42, Run: 040, F, 0, 0, 50, 0, 0
42, Run: 041, F, 0, 0, 54, 8, 0
42, Run: 042, F, 0, 4, 52, 0, 0
42, Run: 043, F, 0, 4, 52, 0, 0
42, Run: 044, F, 0, 6, 53, 0, 0
42, Run: 045, F, 0, 6, 53, 0, 0
42, Run: 046, F, 0, 2, 51, 0, 0
42, Run: 047, F, 0, 0, 53, 6, 0
42, Run: 048, F, 0, 4, 52, 0, 0
42, Run: 049, F, 0, 0, 55, 10, 0
42, Run: 050, F, 0, 4, 52, 0, 0
42, Run: 051, F, 0, 0, 54, 8, 0
42, Run: 052, F, 0, 18, 59, 0, 0
42, Run: 053, F, 0, 6, 53, 0, 0
42, Run: 054, F, 0, 20, 60, 0, 0
42, Run: 055, F, 0, 2, 51, 0, 0
42, Run: 056, F, 0, 0, 53, 6, 0
42, Run: 057, F, 0, 4, 52, 0, 0
42, Run: 058, F, 0, 4, 52, 0, 0
42, Run: 059, F, 0, 4, 52, 0, 0
42, Run: 060, F, 0, 0, 53, 6, 0
42, Run: 061, F, 0, 0, 51, 2, 0
42, Run: 062, F, 0, 18, 59, 0, 0
42, Run: 063, F, 0, 0, 52, 4, 0
42, Run: 064, F, 0, 0, 51, 2, 0
42, Run: 065, F, 0, 0, 53, 6, 0
42, Run: 066, F, 0, 0, 50, 0, 0
