Input Number, Run_Number, Result@ 100, X, YP, Z, XP, Y
42, Run: 067, F, 0, 0, 53, 6, 0
42, Run: 068, F, 0, 8, 54, 0, 0
42, Run: 069, F, 0, 10, 55, 0, 0
42, Run: 070, F, 0, 0, 50, 0, 0
42, Run: 071, F, 0, 0, 57, 14, 0
42, Run: 072, F, 0, 12, 56, 0, 0
42, Run: 073, F, 0, 0, 55, 10, 0
42, Run: 074, F, 0, 0, 56, 12, 0
42, Run: 075, F, 0, 4, 52, 0, 0
42, Run: 076, F, 0, 0, 51, 2, 0
42, Run: 077, F, 0, 0, 50, 0, 0
42, Run: 078, F, 0, 16, 58, 0, 0
42, Run: 079, F, 0, 2, 51, 0, 0
42, Run: 080, F, 0, 0, 50, 0, 0
42, Run: 081, F, 0, 24, 62, 0, 0
42, Run: 082, F, 0, 0, 57, 14, 0
42, Run: 083, F, 0, 12, 56, 0, 0
42, Run: 084, F, 0, 0, 53, 6, 0
42, Run: 085, F, 0, 10, 55, 0, 0
42, Run: 086, F, 0, 14, 57, 0, 0
42, Run: 087, F, 0, 18, 59, 0, 0
42, Run: 088, F, 0, 2, 51, 0, 0
42, Run: 089, F, 0, 4, 52, 0, 0
42, Run: 090, F, 0, 0, 57, 14, 0
42, Run: 091, F, 0, 0, 61, 22, 0
42, Run: 092, F, 0, 0, 54, 8, 0
42, Run: 093, F, 0, 16, 58, 0, 0
42, Run: 094, F, 0, 0, 55, 10, 0
42, Run: 095, F, 0, 6, 53, 0, 0
42, Run: 096, F, 0, 0, 51, 2, 0
42, Run: 097, F, 0, 0, 54, 8, 0
42, Run: 098, F, 0, 0, 51, 2, 0
42, Run: 099, F, 0, 4, 52, 0, 0
42, Run: 100, F, 0, 0, 51, 2, 0
43, Run: 001, F, 0, 0, 104, 8, 0
43, Run: 002, F, 0, 0, 110, 20, 0
43, Run: 003, F, 0, 4, 102, 0, 0
43, Run: 004, F, 0, 10, 105, 0, 0
43, Run: 005, F, 0, 0, 103, 6, 0
43, Run: 006, F, 0, 8, 104, 0, 0
43, Run: 007, F, 0, 12, 106, 0, 0
43, Run: 008, F, 0, 0, 113, 26, 0
43, Run: 009, F, 0, 16, 108, 0, 0
43, Run: 010, F, 0, 0, 102, 4, 0
43, Run: 011, F, 0, 10, 105, 0, 0
43, Run: 012, F, 0, 6, 103, 0, 0
43, Run: 013, F, 0, 14, 107, 0, 0
43, Run: 014, F, 0, 0, 105, 10, 0
43, Run: 015, F, 0, 0, 109, 18, 0
43, Run: 016, F, 0, 0, 107, 14, 0
43, Run: 017, F, 0, 2, 101, 0, 0
43, Run: 018, F, 0, 8, 104, 0, 0
43, Run: 019, F, 0, 20, 110, 0, 0
43, Run: 020, F, 0, 0, 107, 14, 0
43, Run: 021, F, 0, 0, 103, 6, 0
43, Run: 022, F, 0, 6, 103, 0, 0
43, Run: 023, F, 0, 0, 107, 14, 0
43, Run: 024, F, 0, 0, 101, 2, 0
43, Run: 025, F, 0, 12, 106, 0, 0
43, Run: 026, F, 0, 28, 114, 0, 0
43, Run: 027, F, 0, 4, 102, 0, 0
43, Run: 028, F, 0, 4, 102, 0, 0
43, Run: 029, F, 0, 8, 104, 0, 0
43, Run: 030, F, 0, 0, 100, 0, 0
43, Run: 031, F, 0, 4, 102, 0, 0
43, Run: 032, F, 0, 8, 104, 0, 0
43, Run: 033, F, 0, 0, 103, 6, 0
43, Run: 034, F, 0, 0, 102, 4, 0
43, Run: 035, F, 0, 30, 115, 0, 0
43, Run: 036, F, 0, 14, 107, 0, 0
43, Run: 037, F, 0, 0, 102, 4, 0
43, Run: 038, F, 0, 6, 103, 0, 0
43, Run: 039, F, 0, 4, 102, 0, 0
43, Run: 040, F, 0, 2, 101, 0, 0
43, Run: 041, F, 0, 0, 109, 18, 0
43, Run: 042, F, 0, 24, 112, 0, 0
43, Run: 043, F, 0, 0, 101, 2, 0
43, Run: 044, F, 0, 20, 110, 0, 0
43, Run: 045, F, 0, 0, 112, 24, 0
43, Run: 046, F, 0, 0, 115, 30, 0
43, Run: 047, F, 0, 0, 116, 32, 0
43, Run: 048, F, 0, 8, 104, 0, 0
43, Run: 049, F, 0, 4, 102, 0, 0
43, Run: 050, F, 0, 10, 105, 0, 0
43, Run: 051, F, 0, 0, 107, 14, 0
43, Run: 052, F, 0, 2, 101, 0, 0
43, Run: 053, F, 0, 10, 105, 0, 0
43, Run: 054, F, 0, 0, 104, 8, 0
43, Run: 055, F, 0, 10, 105, 0, 0
43, Run: 056, F, 0, 4, 102, 0, 0
43, Run: 057, F, 0, 6, 103, 0, 0
43, Run: 058, F, 0, 0, 100, 0, 0
43, Run: 059, F, 0, 0, 103, 6, 0
43, Run: 060, F, 0, 0, 101, 2, 0
43, Run: 061, F, 0, 22, 111, 0, 0
43, Run: 062, F, 0, 0, 100, 0, 0
43, Run: 063, F, 0, 4, 102, 0, 0
43, Run: 064, F, 0, 0, 100, 0, 0
43, Run: 065, F, 0, 20, 110, 0, 0
43, Run: 066, F, 0, 0, 102, 4, 0
43, Run: 067, F, 0, 0, 107, 14, 0
43, Run: 068, F, 0, 2, 101, 0, 0
43, Run: 069, F, 0, 0, 108, 16, 0
43, Run: 070, F, 0, 4, 102, 0, 0
43, Run: 071, F, 0, 16, 108, 0, 0
43, Run: 072, F, 0, 18, 109, 0, 0
43, Run: 073, F, 0, 18, 109, 0, 0
43, Run: 074, F, 0, 8, 104, 0, 0
43, Run: 075, F, 0, 0, 114, 28, 0
43, Run: 076, F, 0, 0, 105, 10, 0
43, Run: 077, F, 0, 0, 105, 10, 0
43, Run: 078, F, 0, 4, 102, 0, 0
43, Run: 079, F, 0, 2, 101, 0, 0
43, Run: 080, F, 0, 2, 101, 0, 0
43, Run: 081, F, 0, 0, 106, 12, 0
43, Run: 082, F, 0, 0, 103, 6, 0
43, Run: 083, F, 0, 30, 115, 0, 0
43, Run: 084, F, 0, 0, 109, 18, 0
43, Run: 085, F, 0, 0, 104, 8, 0
43, Run: 086, F, 0, 20, 110, 0, 0
43, Run: 087, F, 0, 14, 107, 0, 0
43, Run: 088, F, 0, 0, 100, 0, 0
43, Run: 089, F, 0, 0, 100, 0, 0
43, Run: 090, F, 0, 0, 101, 2, 0
43, Run: 091, F, 0, 4, 102, 0, 0
43, Run: 092, F, 0, 0, 105, 10, 0
43, Run: 093, F, 0, 16, 108, 0, 0
43, Run: 094, F, 0, 0, 104, 8, 0
43, Run: 095, F, 0, 20, 110, 0, 0
43, Run: 096, F, 0, 0, 105, 10, 0
43, Run: 097, F, 0, 0, 105, 10, 0
43, Run: 098, F, 0, 0, 107, 14, 0
43, Run: 099, F, 0, 0, 109, 18, 0
43, Run: 100, F, 0, 0, 102, 4, 0
5, Run: 001, F, 0, 69, 101, 0, 0
5, Run: 002, F, 0, 71, 102, 0, 0
5, Run: 003, F, 0, 63, 98, 0, 0
5, Run: 004, F, 0, 63, 98, 0, 0
5, Run: 005, F, 0, 65, 99, 0, 0
5, Run: 006, F, 0, 55, 94, 0, 0
5, Run: 007, F, 0, 73, 103, 0, 0
5, Run: 008, F, 0, 67, 100, 0, 0
5, Run: 009, F, 0, 81, 107, 0, 0
5, Run: 010, F, 0, 73, 103, 0, 0
5, Run: 011, F, 0, 43, 88, 0, 0
5, Run: 012, F, 0, 63, 98, 0, 0
5, Run: 013, F, 0, 63, 98, 0, 0
5, Run: 014, F, 0, 61, 97, 0, 0
5, Run: 015, F, 0, 65, 99, 0, 0
5, Run: 016, F, 0, 65, 99, 0, 0
5, Run: 017, F, 0, 57, 95, 0, 0
5, Run: 018, F, 0, 61, 97, 0, 0
5, Run: 019, F, 0, 79, 106, 0, 0
5, Run: 020, F, 0, 61, 97, 0, 0
5, Run: 021, F, 0, 57, 95, 0, 0
5, Run: 022, F, 0, 63, 98, 0, 0
5, Run: 023, F, 0, 67, 100, 0, 0
5, Run: 024, F, 0, 69, 101, 0, 0
5, Run: 025, F, 0, 73, 103, 0, 0
5, Run: 026, F, 0, 71, 102, 0, 0
5, Run: 027, F, 0, 51, 92, 0, 0
5, Run: 028, F, 0, 53, 93, 0, 0
5, Run: 029, F, 0, 49, 91, 0, 0
5, Run: 030, F, 0, 63, 98, 0, 0
5, Run: 031, F, 0, 59, 96, 0, 0
5, Run: 032, F, 0, 61, 97, 0, 0
5, Run: 033, F, 0, 53, 93, 0, 0
5, Run: 034, F, 0, 59, 96, 0, 0
5, Run: 035, F, 0, 69, 101, 0, 0
5, Run: 036, F, 0, 57, 95, 0, 0
5, Run: 037, F, 0, 65, 99, 0, 0
5, Run: 038, F, 0, 65, 99, 0, 0
5, Run: 039, F, 0, 61, 97, 0, 0
5, Run: 040, F, 0, 55, 94, 0, 0
5, Run: 041, F, 0, 75, 104, 0, 0
5, Run: 042, F, 0, 59, 96, 0, 0
5, Run: 043, F, 0, 67, 100, 0, 0
5, Run: 044, F, 0, 67, 100, 0, 0
5, Run: 045, F, 0, 49, 91, 0, 0
5, Run: 046, F, 0, 57, 95, 0, 0
5, Run: 047, F, 0, 81, 107, 0, 0
5, Run: 048, F, 0, 49, 91, 0, 0
5, Run: 049, F, 0, 55, 94, 0, 0
5, Run: 050, F, 0, 65, 99, 0, 0
5, Run: 051, F, 0, 67, 100, 0, 0
5, Run: 052, F, 0, 83, 108, 0, 0
5, Run: 053, F, 0, 59, 96, 0, 0
5, Run: 054, F, 0, 65, 99, 0, 0
5, Run: 055, F, 0, 57, 95, 0, 0
5, Run: 056, F, 0, 53, 93, 0, 0
5, Run: 057, F, 0, 61, 97, 0, 0
5, Run: 058, F, 0, 61, 97, 0, 0
5, Run: 059, F, 0, 65, 99, 0, 0
5, Run: 060, F, 0, 61, 97, 0, 0
5, Run: 061, F, 0, 71, 102, 0, 0
5, Run: 062, F, 0, 53, 93, 0, 0
5, Run: 063, F, 0, 75, 104, 0, 0
5, Run: 064, F, 0, 69, 101, 0, 0
5, Run: 065, F, 0, 57, 95, 0, 0
5, Run: 066, F, 0, 65, 99, 0, 0
5, Run: 067, F, 0, 51, 92, 0, 0
5, Run: 068, F, 0, 71, 102, 0, 0
5, Run: 069, F, 0, 61, 97, 0, 0
5, Run: 070, F, 0, 67, 100, 0, 0
5, Run: 071, F, 0, 69, 101, 0, 0
5, Run: 072, F, 0, 63, 98, 0, 0
5, Run: 073, F, 0, 63, 98, 0, 0
5, Run: 074, F, 0, 77, 105, 0, 0
5, Run: 075, F, 0, 55, 94, 0, 0
5, Run: 076, F, 0, 63, 98, 0, 0
5, Run: 077, F, 0, 45, 89, 0, 0
5, Run: 078, F, 0, 71, 102, 0, 0
5, Run: 079, F, 0, 71, 102, 0, 0
5, Run: 080, F, 0, 77, 105, 0, 0
5, Run: 081, F, 0, 47, 90, 0, 0
5, Run: 082, F, 0, 51, 92, 0, 0
5, Run: 083, F, 0, 61, 97, 0, 0
5, Run: 084, F, 0, 71, 102, 0, 0
5, Run: 085, F, 0, 61, 97, 0, 0
5, Run: 086, F, 0, 61, 97, 0, 0
5, Run: 087, F, 0, 55, 94, 0, 0
5, Run: 088, F, 0, 65, 99, 0, 0
5, Run: 089, F, 0, 55, 94, 0, 0
5, Run: 090, F, 0, 69, 101, 0, 0
5, Run: 091, F, 0, 67, 100, 0, 0
5, Run: 092, F, 0, 65, 99, 0, 0
5, Run: 093, F, 0, 63, 98, 0, 0
5, Run: 094, F, 0, 57, 95, 0, 0
5, Run: 095, F, 0, 67, 100, 0, 0
5, Run: 096, F, 0, 77, 105, 0, 0
5, Run: 097, F, 0, 53, 93, 0, 0
5, Run: 098, F, 0, 59, 96, 0, 0
5, Run: 099, F, 0, 67, 100, 0, 0
5, Run: 100, F, 0, 59, 96, 0, 0
6, Run: 001, F, 0, 167, 264, 0, 0
6, Run: 002, F, 0, 167, 264, 0, 0
6, Run: 003, F, 0, 165, 263, 0, 0
6, Run: 004, F, 0, 175, 268, 0, 0
6, Run: 005, F, 0, 145, 253, 0, 0
6, Run: 006, F, 0, 161, 261, 0, 0
6, Run: 007, F, 0, 193, 277, 0, 0
6, Run: 008, F, 0, 189, 275, 0, 0
6, Run: 009, F, 0, 159, 260, 0, 0
6, Run: 010, F, 0, 157, 259, 0, 0
6, Run: 011, F, 0, 177, 269, 0, 0
6, Run: 012, F, 0, 177, 269, 0, 0
6, Run: 013, F, 0, 141, 251, 0, 0
6, Run: 014, F, 0, 171, 266, 0, 0
6, Run: 015, F, 0, 149, 255, 0, 0
6, Run: 016, F, 0, 175, 268, 0, 0
6, Run: 017, F, 0, 171, 266, 0, 0
6, Run: 018, F, 0, 187, 274, 0, 0
6, Run: 019, F, 0, 181, 271, 0, 0
6, Run: 020, F, 0, 173, 267, 0, 0
6, Run: 021, F, 0, 143, 252, 0, 0
6, Run: 022, F, 0, 195, 278, 0, 0
6, Run: 023, F, 0, 185, 273, 0, 0
6, Run: 024, F, 0, 153, 257, 0, 0
6, Run: 025, F, 0, 169, 265, 0, 0
6, Run: 026, F, 0, 167, 264, 0, 0
6, Run: 027, F, 0, 173, 267, 0, 0
6, Run: 028, F, 0, 199, 280, 0, 0
6, Run: 029, F, 0, 157, 259, 0, 0
6, Run: 030, F, 0, 145, 253, 0, 0
6, Run: 031, F, 0, 171, 266, 0, 0
6, Run: 032, F, 0, 155, 258, 0, 0
6, Run: 033, F, 0, 147, 254, 0, 0
6, Run: 034, F, 0, 175, 268, 0, 0
6, Run: 035, F, 0, 169, 265, 0, 0
6, Run: 036, F, 0, 159, 260, 0, 0
6, Run: 037, F, 0, 165, 263, 0, 0
6, Run: 038, F, 0, 169, 265, 0, 0
6, Run: 039, F, 0, 175, 268, 0, 0
6, Run: 040, F, 0, 163, 262, 0, 0
6, Run: 041, F, 0, 157, 259, 0, 0
6, Run: 042, F, 0, 169, 265, 0, 0
6, Run: 043, F, 0, 159, 260, 0, 0
6, Run: 044, F, 0, 171, 266, 0, 0
6, Run: 045, F, 0, 183, 272, 0, 0
6, Run: 046, F, 0, 173, 267, 0, 0
6, Run: 047, F, 0, 185, 273, 0, 0
6, Run: 048, F, 0, 153, 257, 0, 0
6, Run: 049, F, 0, 155, 258, 0, 0
6, Run: 050, F, 0, 189, 275, 0, 0
6, Run: 051, F, 0, 169, 265, 0, 0
6, Run: 052, F, 0, 181, 271, 0, 0
6, Run: 053, F, 0, 159, 260, 0, 0
6, Run: 054, F, 0, 173, 267, 0, 0
6, Run: 055, F, 0, 171, 266, 0, 0
6, Run: 056, F, 0, 179, 270, 0, 0
6, Run: 057, F, 0, 175, 268, 0, 0
6, Run: 058, F, 0, 157, 259, 0, 0
6, Run: 059, F, 0, 163, 262, 0, 0
6, Run: 060, F, 0, 169, 265, 0, 0
6, Run: 061, F, 0, 167, 264, 0, 0
6, Run: 062, F, 0, 141, 251, 0, 0
6, Run: 063, F, 0, 153, 257, 0, 0
6, Run: 064, F, 0, 163, 262, 0, 0
6, Run: 065, F, 0, 155, 258, 0, 0
6, Run: 066, F, 0, 143, 252, 0, 0
6, Run: 067, F, 0, 149, 255, 0, 0
6, Run: 068, F, 0, 189, 275, 0, 0
6, Run: 069, F, 0, 191, 276, 0, 0
6, Run: 070, F, 0, 167, 264, 0, 0
6, Run: 071, F, 0, 165, 263, 0, 0
6, Run: 072, F, 0, 191, 276, 0, 0
6, Run: 073, F, 0, 155, 258, 0, 0
6, Run: 074, F, 0, 171, 266, 0, 0
6, Run: 075, F, 0, 165, 263, 0, 0
6, Run: 076, F, 0, 161, 261, 0, 0
6, Run: 077, F, 0, 189, 275, 0, 0
6, Run: 078, F, 0, 163, 262, 0, 0
6, Run: 079, F, 0, 177, 269, 0, 0
6, Run: 080, F, 0, 171, 266, 0, 0
6, Run: 081, F, 0, 191, 276, 0, 0
6, Run: 082, F, 0, 163, 262, 0, 0
6, Run: 083, F, 0, 181, 271, 0, 0
6, Run: 084, F, 0, 193, 277, 0, 0
6, Run: 085, F, 0, 161, 261, 0, 0
6, Run: 086, F, 0, 189, 275, 0, 0
6, Run: 087, F, 0, 171, 266, 0, 0
6, Run: 088, F, 0, 167, 264, 0, 0
6, Run: 089, F, 0, 161, 261, 0, 0
6, Run: 090, F, 0, 175, 268, 0, 0
6, Run: 091, F, 0, 161, 261, 0, 0
6, Run: 092, F, 0, 185, 273, 0, 0
6, Run: 093, F, 0, 177, 269, 0, 0
6, Run: 094, F, 0, 151, 256, 0, 0
6, Run: 095, F, 0, 129, 245, 0, 0
6, Run: 096, F, 0, 175, 268, 0, 0
6, Run: 097, F, 0, 179, 270, 0, 0
6, Run: 098, F, 0, 189, 275, 0, 0
6, Run: 099, F, 0, 169, 265, 0, 0
6, Run: 100, F, 0, 159, 260, 0, 0
7, Run: 001, F, 0, 0, 8, 2, 0
7, Run: 002, F, 0, 0, 10, 6, 0
7, Run: 003, F, 0, 6, 10, 0, 0
7, Run: 004, F, 0, 4, 9, 0, 0
7, Run: 005, F, 0, 0, 11, 8, 0
7, Run: 006, F, 0, 2, 8, 0, 0
7, Run: 007, F, 0, 0, 7, 0, 0
7, Run: 008, F, 0, 0, 8, 2, 0
7, Run: 009, F, 0, 2, 8, 0, 0
7, Run: 010, F, 0, 0, 9, 4, 0
7, Run: 011, F, 0, 0, 9, 4, 0
7, Run: 012, F, 0, 0, 7, 0, 0
7, Run: 013, F, 0, 4, 9, 0, 0
7, Run: 014, F, 0, 2, 8, 0, 0
7, Run: 015, F, 0, 2, 8, 0, 0
7, Run: 016, F, 0, 0, 7, 0, 0
7, Run: 017, F, 0, 0, 7, 0, 0
7, Run: 018, F, 0, 4, 9, 0, 0
7, Run: 019, F, 0, 0, 8, 2, 0
7, Run: 020, F, 0, 0, 10, 6, 0
7, Run: 021, F, 0, 2, 8, 0, 0
7, Run: 022, F, 0, 0, 8, 2, 0
7, Run: 023, F, 0, 0, 7, 0, 0
7, Run: 024, F, 0, 8, 11, 0, 0
7, Run: 025, F, 0, 2, 8, 0, 0
7, Run: 026, F, 0, 0, 7, 0, 0
7, Run: 027, F, 0, 2, 8, 0, 0
7, Run: 028, F, 0, 0, 12, 10, 0
7, Run: 029, F, 0, 0, 8, 2, 0
7, Run: 030, F, 0, 0, 7, 0, 0
7, Run: 031, F, 0, 0, 7, 0, 0
7, Run: 032, F, 0, 0, 8, 2, 0
7, Run: 033, F, 0, 2, 8, 0, 0
7, Run: 034, F, 0, 0, 8, 2, 0
7, Run: 035, F, 0, 4, 9, 0, 0
7, Run: 036, F, 0, 0, 10, 6, 0
7, Run: 037, F, 0, 0, 8, 2, 0
7, Run: 038, F, 0, 4, 9, 0, 0
7, Run: 039, F, 0, 0, 9, 4, 0
7, Run: 040, F, 0, 6, 10, 0, 0
7, Run: 041, F, 0, 4, 9, 0, 0
7, Run: 042, F, 0, 0, 7, 0, 0
7, Run: 043, F, 0, 8, 11, 0, 0
7, Run: 044, F, 0, 4, 9, 0, 0
7, Run: 045, F, 0, 2, 8, 0, 0
7, Run: 046, F, 0, 2, 8, 0, 0
7, Run: 047, F, 0, 0, 7, 0, 0
7, Run: 048, F, 0, 0, 7, 0, 0
7, Run: 049, F, 0, 2, 8, 0, 0
7, Run: 050, F, 0, 2, 8, 0, 0
7, Run: 051, F, 0, 8, 11, 0, 0
7, Run: 052, F, 0, 0, 7, 0, 0
7, Run: 053, F, 0, 4, 9, 0, 0
7, Run: 054, F, 0, 0, 9, 4, 0
7, Run: 055, F, 0, 4, 9, 0, 0
7, Run: 056, F, 0, 0, 9, 4, 0
7, Run: 057, F, 0, 2, 8, 0, 0
7, Run: 058, F, 0, 0, 10, 6, 0
7, Run: 059, F, 0, 4, 9, 0, 0
7, Run: 060, F, 0, 2, 8, 0, 0
7, Run: 061, F, 0, 6, 10, 0, 0
7, Run: 062, F, 0, 6, 10, 0, 0
7, Run: 063, F, 0, 2, 8, 0, 0
7, Run: 064, F, 0, 2, 8, 0, 0
7, Run: 065, F, 0, 2, 8, 0, 0
7, Run: 066, F, 0, 2, 8, 0, 0
7, Run: 067, F, 0, 4, 9, 0, 0
7, Run: 068, F, 0, 0, 8, 2, 0
7, Run: 069, F, 0, 0, 8, 2, 0
7, Run: 070, F, 0, 0, 7, 0, 0
7, Run: 071, F, 0, 0, 8, 2, 0
7, Run: 072, F, 0, 0, 9, 4, 0
7, Run: 073, F, 0, 0, 8, 2, 0
7, Run: 074, F, 0, 0, 9, 4, 0
7, Run: 075, F, 0, 0, 9, 4, 0
7, Run: 076, F, 0, 0, 9, 4, 0
7, Run: 077, F, 0, 2, 8, 0, 0
7, Run: 078, F, 0, 0, 11, 8, 0
7, Run: 079, F, 0, 4, 9, 0, 0
7, Run: 080, F, 0, 0, 10, 6, 0
7, Run: 081, F, 0, 0, 8, 2, 0
7, Run: 082, F, 0, 2, 8, 0, 0
7, Run: 083, F, 0, 0, 9, 4, 0
7, Run: 084, F, 0, 6, 10, 0, 0
7, Run: 085, F, 0, 6, 10, 0, 0
7, Run: 086, F, 0, 0, 7, 0, 0
7, Run: 087, F, 0, 0, 7, 0, 0
7, Run: 088, F, 0, 0, 10, 6, 0
7, Run: 089, F, 0, 0, 9, 4, 0
7, Run: 090, F, 0, 0, 7, 0, 0
7, Run: 091, F, 0, 4, 9, 0, 0
7, Run: 092, F, 0, 6, 10, 0, 0
7, Run: 093, F, 0, 2, 8, 0, 0
7, Run: 094, F, 0, 2, 8, 0, 0
7, Run: 095, F, 0, 0, 8, 2, 0
7, Run: 096, F, 0, 0, 9, 4, 0
7, Run: 097, F, 0, 4, 9, 0, 0
7, Run: 098, F, 0, 2, 8, 0, 0
7, Run: 099, F, 0, 4, 9, 0, 0
7, Run: 100, F, 0, 6, 10, 0, 0
8, Run: 001, F, 0, 0, 52, 14, 0
8, Run: 002, F, 0, 0, 49, 8, 0
8, Run: 003, F, 0, 0, 47, 4, 0
8, Run: 004, F, 0, 0, 47, 4, 0
8, Run: 005, F, 0, 0, 45, 0, 0
8, Run: 006, F, 0, 0, 46, 2, 0
8, Run: 007, F, 0, 14, 52, 0, 0
8, Run: 008, F, 0, 2, 46, 0, 0
8, Run: 009, F, 0, 0, 48, 6, 0
8, Run: 010, F, 0, 0, 49, 8, 0
8, Run: 011, F, 0, 0, 50, 10, 0
8, Run: 012, F, 0, 2, 46, 0, 0
8, Run: 013, F, 0, 0, 46, 2, 0
8, Run: 014, F, 0, 8, 49, 0, 0
8, Run: 015, F, 0, 8, 49, 0, 0
8, Run: 016, F, 0, 18, 54, 0, 0
8, Run: 017, F, 0, 0, 47, 4, 0
8, Run: 018, F, 0, 0, 48, 6, 0
8, Run: 019, F, 0, 0, 48, 6, 0
8, Run: 020, F, 0, 0, 51, 12, 0
8, Run: 021, F, 0, 2, 46, 0, 0
8, Run: 022, F, 0, 0, 46, 2, 0
8, Run: 023, F, 0, 0, 55, 20, 0
8, Run: 024, F, 0, 8, 49, 0, 0
8, Run: 025, F, 0, 0, 49, 8, 0
8, Run: 026, F, 0, 0, 49, 8, 0
8, Run: 027, F, 0, 10, 50, 0, 0
8, Run: 028, F, 0, 0, 51, 12, 0
8, Run: 029, F, 0, 6, 48, 0, 0
8, Run: 030, F, 0, 0, 46, 2, 0
8, Run: 031, F, 0, 0, 51, 12, 0
8, Run: 032, F, 0, 0, 45, 0, 0
8, Run: 033, F, 0, 0, 48, 6, 0
8, Run: 034, F, 0, 6, 48, 0, 0
8, Run: 035, F, 0, 0, 54, 18, 0
8, Run: 036, F, 0, 14, 52, 0, 0
8, Run: 037, F, 0, 0, 56, 22, 0
8, Run: 038, F, 0, 16, 53, 0, 0
8, Run: 039, F, 0, 6, 48, 0, 0
8, Run: 040, F, 0, 0, 51, 12, 0
8, Run: 041, F, 0, 0, 56, 22, 0
8, Run: 042, F, 0, 0, 52, 14, 0
8, Run: 043, F, 0, 4, 47, 0, 0
8, Run: 044, F, 0, 4, 47, 0, 0
8, Run: 045, F, 0, 0, 46, 2, 0
8, Run: 046, F, 0, 6, 48, 0, 0
8, Run: 047, F, 0, 16, 53, 0, 0
8, Run: 048, F, 0, 6, 48, 0, 0
8, Run: 049, F, 0, 2, 46, 0, 0
8, Run: 050, F, 0, 12, 51, 0, 0
8, Run: 051, F, 0, 4, 47, 0, 0
8, Run: 052, F, 0, 0, 52, 14, 0
8, Run: 053, F, 0, 0, 46, 2, 0
8, Run: 054, F, 0, 0, 54, 18, 0
8, Run: 055, F, 0, 10, 50, 0, 0
8, Run: 056, F, 0, 10, 50, 0, 0
8, Run: 057, F, 0, 0, 49, 8, 0
8, Run: 058, F, 0, 0, 46, 2, 0
8, Run: 059, F, 0, 6, 48, 0, 0
8, Run: 060, F, 0, 10, 50, 0, 0
8, Run: 061, F, 0, 0, 47, 4, 0
8, Run: 062, F, 0, 0, 46, 2, 0
8, Run: 063, F, 0, 0, 47, 4, 0
8, Run: 064, F, 0, 2, 46, 0, 0
8, Run: 065, F, 0, 10, 50, 0, 0
8, Run: 066, F, 0, 0, 50, 10, 0
8, Run: 067, F, 0, 4, 47, 0, 0
8, Run: 068, F, 0, 10, 50, 0, 0
8, Run: 069, F, 0, 0, 46, 2, 0
8, Run: 070, F, 0, 10, 50, 0, 0
8, Run: 071, F, 0, 0, 52, 14, 0
8, Run: 072, F, 0, 0, 48, 6, 0
8, Run: 073, F, 0, 0, 49, 8, 0
8, Run: 074, F, 0, 0, 49, 8, 0
8, Run: 075, F, 0, 0, 48, 6, 0
8, Run: 076, F, 0, 18, 54, 0, 0
8, Run: 077, F, 0, 0, 60, 30, 0
8, Run: 078, F, 0, 0, 45, 0, 0
8, Run: 079, F, 0, 0, 46, 2, 0
8, Run: 080, F, 0, 8, 49, 0, 0
8, Run: 081, F, 0, 2, 46, 0, 0
8, Run: 082, F, 0, 0, 45, 0, 0
8, Run: 083, F, 0, 0, 45, 0, 0
8, Run: 084, F, 0, 2, 46, 0, 0
8, Run: 085, F, 0, 18, 54, 0, 0
8, Run: 086, F, 0, 16, 53, 0, 0
8, Run: 087, F, 0, 0, 45, 0, 0
8, Run: 088, F, 0, 16, 53, 0, 0
8, Run: 089, F, 0, 2, 46, 0, 0
8, Run: 090, F, 0, 18, 54, 0, 0
8, Run: 091, F, 0, 2, 46, 0, 0
8, Run: 092, F, 0, 0, 47, 4, 0
8, Run: 093, F, 0, 4, 47, 0, 0
8, Run: 094, F, 0, 6, 48, 0, 0
8, Run: 095, F, 0, 0, 47, 4, 0
8, Run: 096, F, 0, 0, 45, 0, 0
8, Run: 097, F, 0, 2, 46, 0, 0
8, Run: 098, F, 0, 4, 47, 0, 0
8, Run: 099, F, 0, 2, 46, 0, 0
8, Run: 100, F, 0, 6, 48, 0, 0
9, Run: 001, F, 0, 0, 110, 22, 0
9, Run: 002, F, 0, 0, 103, 8, 0
9, Run: 003, F, 0, 8, 103, 0, 0
9, Run: 004, F, 0, 0, 106, 14, 0
9, Run: 005, F, 0, 0, 110, 22, 0
9, Run: 006, F, 0, 0, 105, 12, 0
9, Run: 007, F, 0, 6, 102, 0, 0
9, Run: 008, F, 0, 0, 100, 2, 0
9, Run: 009, F, 0, 0, 100, 2, 0
9, Run: 010, F, 0, 0, 103, 8, 0
9, Run: 011, F, 0, 0, 107, 16, 0
9, Run: 012, F, 0, 14, 106, 0, 0
9, Run: 013, F, 0, 0, 104, 10, 0
9, Run: 014, F, 0, 0, 102, 6, 0
9, Run: 015, F, 0, 0, 103, 8, 0
9, Run: 016, F, 0, 0, 104, 10, 0
9, Run: 017, F, 0, 4, 101, 0, 0
9, Run: 018, F, 0, 4, 101, 0, 0
9, Run: 019, F, 0, 0, 104, 10, 0
9, Run: 020, F, 0, 0, 102, 6, 0
9, Run: 021, F, 0, 0, 112, 26, 0
9, Run: 022, F, 0, 0, 108, 18, 0
9, Run: 023, F, 0, 18, 108, 0, 0
9, Run: 024, F, 0, 8, 103, 0, 0
