Input Number, Run_Number, Result@ 100, A2, F1, F2, A1, F1P, F2P, Y
INVAR-16, Run: 082, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 083, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 084, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 085, P, 0, 0, 5, 31, 5, 0, 0
INVAR-16, Run: 086, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 087, P, 0, 0, 5, 31, 5, 0, 0
INVAR-16, Run: 088, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 089, P, 0, 0, 5, 31, 5, 0, 0
INVAR-16, Run: 090, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 091, P, 0, 0, 5, 32, 5, 0, 0
INVAR-16, Run: 092, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 093, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 094, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 095, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 096, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 097, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 098, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 099, P, 0, 0, 5, 30, 5, 0, 0
INVAR-16, Run: 100, P, 0, 0, 5, 31, 5, 0, 0
INVAR-17, Run: 001, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 002, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 003, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 004, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 005, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 006, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 007, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 008, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 009, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 010, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 011, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 012, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 013, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 014, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 015, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 016, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 017, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 018, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 019, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 020, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 021, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 022, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 023, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 024, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 025, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 026, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 027, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 028, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 029, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 030, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 031, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 032, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 033, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 034, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 035, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 036, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 037, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 038, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 039, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 040, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 041, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 042, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 043, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 044, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 045, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 046, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 047, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 048, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 049, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 050, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 051, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 052, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 053, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 054, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 055, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 056, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 057, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 058, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 059, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 060, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 061, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 062, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 063, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 064, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 065, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 066, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 067, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 068, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 069, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 070, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 071, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 072, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 073, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 074, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 075, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 076, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 077, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 078, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 079, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 080, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 081, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 082, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 083, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 084, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 085, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 086, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 087, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 088, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 089, P, 0, 0, 5, 87, 5, 0, 0
INVAR-17, Run: 090, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 091, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 092, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 093, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 094, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 095, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 096, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 097, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 098, P, 0, 0, 5, 88, 5, 0, 0
INVAR-17, Run: 099, P, 0, 0, 5, 86, 5, 0, 0
INVAR-17, Run: 100, P, 0, 0, 5, 86, 5, 0, 0
INVAR-18, Run: 001, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 002, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 003, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 004, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 005, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 006, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 007, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 008, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 009, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 010, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 011, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 012, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 013, P, 0, 0, 5, 129, 5, 0, 0
INVAR-18, Run: 014, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 015, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 016, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 017, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 018, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 019, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 020, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 021, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 022, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 023, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 024, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 025, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 026, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 027, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 028, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 029, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 030, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 031, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 032, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 033, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 034, P, 0, 0, 5, 129, 5, 0, 0
INVAR-18, Run: 035, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 036, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 037, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 038, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 039, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 040, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 041, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 042, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 043, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 044, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 045, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 046, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 047, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 048, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 049, P, 0, 0, 5, 129, 5, 0, 0
INVAR-18, Run: 050, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 051, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 052, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 053, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 054, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 055, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 056, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 057, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 058, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 059, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 060, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 061, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 062, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 063, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 064, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 065, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 066, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 067, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 068, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 069, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 070, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 071, P, 0, 0, 5, 129, 5, 0, 0
INVAR-18, Run: 072, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 073, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 074, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 075, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 076, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 077, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 078, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 079, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 080, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 081, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 082, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 083, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 084, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 085, P, 0, 0, 5, 129, 5, 0, 0
INVAR-18, Run: 086, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 087, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 088, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 089, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 090, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 091, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 092, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 093, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 094, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 095, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 096, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 097, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 098, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 099, P, 0, 0, 5, 128, 5, 0, 0
INVAR-18, Run: 100, P, 0, 0, 5, 128, 5, 0, 0
INVAR-19, Run: 001, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 002, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 003, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 004, F, 7, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 005, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 006, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 007, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 008, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 009, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 010, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 011, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 012, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 013, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 014, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 015, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 016, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 017, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 018, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 019, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 020, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 021, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 022, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 023, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 024, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 025, F, 7, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 026, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 027, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 028, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 029, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 030, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 031, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 032, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 033, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 034, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 035, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 036, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 037, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 038, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 039, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 040, F, 1, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 041, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 042, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 043, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 044, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 045, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 046, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 047, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 048, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 049, F, 7, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 050, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 051, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 052, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 053, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 054, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 055, F, 7, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 056, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 057, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 058, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 059, F, 7, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 060, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 061, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 062, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 063, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 064, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 065, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 066, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 067, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 068, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 069, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 070, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 071, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 072, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 073, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 074, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 075, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 076, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 077, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 078, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 079, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 080, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 081, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 082, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 083, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 084, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 085, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 086, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 087, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 088, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 089, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 090, F, 5, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 091, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 092, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 093, F, 3, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 094, F, 2, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 095, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 096, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 097, F, 4, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 098, F, 6, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 099, F, 7, 0, 0, 0, 0, 15, 0
INVAR-19, Run: 100, F, 4, 0, 0, 0, 0, 15, 0
INVAR-2, Run: 001, F, 56, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 002, F, 58, 0, 0, 58, 0, 6, 3
INVAR-2, Run: 003, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 004, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 005, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 006, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 007, F, 54, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 008, F, 61, 0, 0, 56, 0, 3, 4
INVAR-2, Run: 009, F, 51, 0, 0, 60, 0, 15, 0
INVAR-2, Run: 010, F, 53, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 011, F, 54, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 012, F, 54, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 013, F, 52, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 014, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 015, F, 57, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 016, F, 59, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 017, F, 49, 0, 0, 60, 0, 15, 0
INVAR-2, Run: 018, F, 56, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 019, F, 56, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 020, F, 54, 0, 0, 59, 0, 9, 2
INVAR-2, Run: 021, F, 52, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 022, F, 48, 0, 0, 60, 0, 15, 0
INVAR-2, Run: 023, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 024, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 025, F, 60, 0, 0, 56, 0, 3, 4
INVAR-2, Run: 026, F, 51, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 027, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 028, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 029, F, 56, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 030, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 031, F, 52, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 032, F, 54, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 033, F, 56, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 034, F, 54, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 035, F, 61, 0, 0, 56, 0, 3, 4
INVAR-2, Run: 036, F, 62, 0, 0, 57, 0, 3, 4
INVAR-2, Run: 037, F, 54, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 038, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 039, F, 53, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 040, F, 58, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 041, F, 54, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 042, F, 49, 0, 0, 60, 0, 15, 0
INVAR-2, Run: 043, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 044, F, 51, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 045, F, 51, 0, 0, 60, 0, 15, 0
INVAR-2, Run: 046, F, 58, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 047, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 048, F, 53, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 049, F, 61, 0, 0, 57, 0, 3, 4
INVAR-2, Run: 050, F, 58, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 051, F, 54, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 052, F, 54, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 053, F, 56, 0, 0, 59, 0, 9, 2
INVAR-2, Run: 054, F, 52, 0, 0, 59, 0, 12, 1
INVAR-2, Run: 055, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 056, F, 54, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 057, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 058, F, 56, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 059, F, 59, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 060, F, 60, 0, 0, 56, 0, 3, 4
INVAR-2, Run: 061, F, 61, 0, 0, 56, 0, 3, 4
INVAR-2, Run: 062, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 063, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 064, F, 58, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 065, F, 55, 0, 0, 58, 0, 9, 2
INVAR-2, Run: 066, F, 51, 0, 0, 60, 0, 15, 0
INVAR-2, Run: 067, F, 57, 0, 0, 57, 0, 6, 3
INVAR-2, Run: 068, F, 58, 0, 0, 57, 0, 6, 3
