Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
A100,INVAR-1,100,0,0,0,0,0
A101,INVAR-1,100,0,0,0,0,0
A102,INVAR-1,100,0,0,0,0,0
A103,INVAR-1,100,0,0,0,0,0
A104,INVAR-1,100,0,0,0,0,0
A105,INVAR-1,100,0,0,0,0,0
A106,INVAR-1,100,100,0,0,0,100
A107,INVAR-1,100,0,0,0,0,0
A108,INVAR-1,100,100,0,0,0,100
A109,INVAR-1,100,0,0,0,0,0
A110,INVAR-1,100,0,0,0,0,0
A111,INVAR-1,100,0,0,0,0,0
A112,INVAR-1,100,100,0,0,0,100
A113,INVAR-1,100,0,0,0,0,0
A114,INVAR-1,100,0,0,0,0,0
A115,INVAR-1,100,0,0,0,0,0
A116,INVAR-1,100,0,0,0,0,0
A117,INVAR-1,100,0,0,0,0,0
A118,INVAR-1,100,0,0,0,0,0
A119,INVAR-1,100,100,0,0,0,100
A120,INVAR-1,100,0,0,0,0,0
A121,INVAR-1,100,100,0,0,0,100
A122,INVAR-1,100,0,0,0,0,0
A123,INVAR-1,100,100,0,0,0,100
A124,INVAR-1,100,100,0,0,0,100
A125,INVAR-1,100,0,0,0,0,0
A126,INVAR-1,100,100,0,0,0,100
A127,INVAR-1,100,0,0,0,0,0
A128,INVAR-1,100,100,0,0,0,100
A129,INVAR-1,100,100,0,0,0,100
A130,INVAR-1,100,0,0,0,0,0
A131,INVAR-1,100,100,0,0,0,100
A132,INVAR-1,100,100,0,0,0,100
A133,INVAR-1,100,0,0,0,0,0
A134,INVAR-1,100,0,0,0,0,0
A135,INVAR-1,100,100,0,0,0,100
A136,INVAR-1,100,0,0,0,0,0
A137,INVAR-1,100,0,0,0,0,0
A138,INVAR-1,100,0,0,0,0,0
A139,INVAR-1,100,0,0,0,0,0
A140,INVAR-1,100,100,0,0,0,100
A141,INVAR-1,100,0,0,0,0,0
A142,INVAR-1,100,0,0,0,0,0
A143,INVAR-1,100,0,0,0,0,0
A144,INVAR-1,100,0,0,0,0,0
A145,INVAR-1,100,0,0,0,0,0
A146,INVAR-1,100,0,0,0,0,0
A147,INVAR-1,100,0,0,0,0,0
A148,INVAR-1,100,0,0,0,0,0
A149,INVAR-1,100,0,0,0,0,0
A150,INVAR-1,100,0,0,0,0,0
A151,INVAR-1,100,0,0,0,0,0
A152,INVAR-1,100,0,0,0,0,0
A153,INVAR-1,100,100,0,0,0,100
A154,INVAR-1,100,0,0,0,0,0
A155,INVAR-1,100,100,0,0,0,100
A156,INVAR-1,100,0,0,0,0,0
A157,INVAR-1,100,100,0,0,0,100
A158,INVAR-1,100,0,0,0,0,0
A159,INVAR-1,100,0,0,0,0,0
A160,INVAR-1,100,0,0,0,0,0
A161,INVAR-1,100,0,0,0,0,0
A162,INVAR-1,100,100,0,0,0,100
A163,INVAR-1,100,0,0,0,0,0
A164,INVAR-1,100,0,0,0,0,0
A165,INVAR-1,100,0,0,0,0,0
A166,INVAR-1,100,0,0,0,0,0
A167,INVAR-1,100,0,0,0,0,0
A168,INVAR-1,100,0,0,0,0,0
A169,INVAR-1,100,0,0,0,0,0
A170,INVAR-1,100,100,0,0,0,100
A171,INVAR-1,100,0,0,0,0,0
A172,INVAR-1,100,0,0,0,0,0
A173,INVAR-1,100,0,0,0,0,0
A174,INVAR-1,100,0,0,0,0,0
A175,INVAR-1,100,0,0,0,0,0
A176,INVAR-1,100,100,0,0,0,100
A177,INVAR-1,100,0,0,0,0,0
A178,INVAR-1,100,0,0,0,0,0
A179,INVAR-1,100,0,0,0,0,0
A180,INVAR-1,100,0,0,0,0,0
A181,INVAR-1,100,0,0,0,0,0
A182,INVAR-1,100,100,0,0,0,100
A183,INVAR-1,100,0,0,0,0,0
A184,INVAR-1,100,0,0,0,0,0
A185,INVAR-1,100,0,0,0,0,0
A186,INVAR-1,100,0,0,0,0,0
A187,INVAR-1,100,100,0,0,0,100
A188,INVAR-1,100,0,0,0,0,0
A189,INVAR-1,100,0,0,0,0,0
A190,INVAR-1,100,0,0,0,0,0
A191,INVAR-1,100,0,0,0,0,0
A192,INVAR-1,100,0,0,0,0,0
A193,INVAR-1,100,0,0,0,0,0
A194,INVAR-1,100,100,0,0,0,100
A195,INVAR-1,100,100,0,0,0,100
A196,INVAR-1,100,0,0,0,0,0
A197,INVAR-1,100,0,0,0,0,0
A198,INVAR-1,100,100,0,0,0,100
