Input Number, Run_Number, Result@ 100, E, PE, B, X1, A, C, PO, D, CO, Y, CE, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 045, F, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 13161, 54, 54, 12174, 164, 28, 7, 164, 229, 329, 17012, 8506
INVAR-10, Run: 046, F, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 12396, 40, 40, 11445, 158, 29, 12, 158, 217, 317, 16394, 8197
INVAR-10, Run: 047, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 14085, 22, 22, 13116, 161, 31, 7, 161, 223, 323, 16794, 8397
INVAR-10, Run: 048, F, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 13139, 32, 32, 12164, 162, 34, 3, 162, 225, 325, 15482, 7741
INVAR-10, Run: 049, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 12978, 27, 27, 12015, 160, 36, 3, 160, 221, 321, 17522, 8761
INVAR-10, Run: 050, F, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0, 115, 315, 11581, 39, 39, 10636, 157, 35, 7, 157, 215, 315, 16000, 8000
INVAR-10, Run: 051, F, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 15203, 26, 26, 14216, 164, 26, 9, 164, 229, 329, 16304, 8152
INVAR-10, Run: 052, F, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 14882, 42, 42, 13907, 162, 29, 8, 162, 225, 325, 19798, 9899
INVAR-10, Run: 053, F, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 13703, 28, 28, 12704, 166, 25, 8, 166, 233, 333, 19150, 9575
INVAR-10, Run: 054, F, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0, 131, 331, 12254, 31, 31, 11261, 165, 27, 7, 165, 231, 331, 15088, 7544
INVAR-10, Run: 055, F, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0, 115, 315, 10262, 31, 31, 9317, 157, 37, 5, 157, 215, 315, 15080, 7540
INVAR-10, Run: 056, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 14555, 46, 46, 13586, 161, 30, 8, 161, 223, 323, 15362, 7681
INVAR-10, Run: 057, F, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 14718, 39, 39, 13737, 163, 30, 6, 163, 227, 327, 16684, 8342
INVAR-10, Run: 058, F, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 13056, 39, 39, 12081, 162, 27, 10, 162, 225, 325, 15958, 7979
INVAR-10, Run: 059, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13079, 28, 28, 12110, 161, 30, 8, 161, 223, 323, 13748, 6874
INVAR-10, Run: 060, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13869, 32, 32, 12900, 161, 30, 8, 161, 223, 323, 17304, 8652
INVAR-10, Run: 061, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 15156, 25, 25, 14193, 160, 31, 8, 160, 221, 321, 16628, 8314
INVAR-10, Run: 062, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 13841, 29, 29, 12878, 160, 33, 6, 160, 221, 321, 16048, 8024
INVAR-10, Run: 063, F, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0, 131, 331, 15029, 26, 26, 14036, 165, 24, 10, 165, 231, 331, 17722, 8861
INVAR-10, Run: 064, F, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 13821, 33, 33, 12870, 158, 32, 9, 158, 217, 317, 16518, 8259
INVAR-10, Run: 065, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 14516, 33, 33, 13553, 160, 35, 4, 160, 221, 321, 17646, 8823
INVAR-10, Run: 066, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 12672, 34, 34, 11709, 160, 31, 8, 160, 221, 321, 16262, 8131
INVAR-10, Run: 067, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13075, 45, 45, 12106, 161, 29, 9, 161, 223, 323, 18076, 9038
INVAR-10, Run: 068, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 14367, 22, 22, 13398, 161, 37, 1, 161, 223, 323, 14778, 7389
INVAR-10, Run: 069, F, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 13999, 35, 35, 13000, 166, 29, 4, 166, 233, 333, 16860, 8430
INVAR-10, Run: 070, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 13301, 21, 21, 12338, 160, 31, 8, 160, 221, 321, 16132, 8066
INVAR-10, Run: 071, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 12698, 35, 35, 11729, 161, 31, 7, 161, 223, 323, 19040, 9520
INVAR-10, Run: 072, F, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0, 131, 331, 14482, 38, 38, 13489, 165, 30, 4, 165, 231, 331, 18644, 9322
INVAR-10, Run: 073, F, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 12928, 37, 37, 11953, 162, 32, 5, 162, 225, 325, 17504, 8752
INVAR-10, Run: 074, F, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 15126, 40, 40, 14139, 164, 29, 6, 164, 229, 329, 18258, 9129
INVAR-10, Run: 075, F, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 12237, 20, 20, 11250, 164, 28, 7, 164, 229, 329, 16436, 8218
INVAR-10, Run: 076, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 11862, 48, 48, 10899, 160, 32, 7, 160, 221, 321, 14606, 7303
INVAR-10, Run: 077, F, 45, 0, 0, 0, 1, 0, 1, 0, 927, 927, 0, 0, 109, 309, 11841, 26, 26, 10914, 154, 35, 10, 154, 209, 309, 13178, 6589
INVAR-10, Run: 078, F, 32, 0, 0, 0, 1, 0, 1, 0, 1005, 1005, 0, 0, 135, 335, 13091, 49, 49, 12086, 167, 19, 13, 167, 235, 335, 17396, 8698
INVAR-10, Run: 079, F, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 14738, 40, 40, 13739, 166, 25, 8, 166, 233, 333, 20188, 10094
INVAR-10, Run: 080, F, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 13936, 24, 24, 12979, 159, 31, 9, 159, 219, 319, 18078, 9039
INVAR-10, Run: 081, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 12304, 32, 32, 11335, 161, 30, 8, 161, 223, 323, 14950, 7475
INVAR-10, Run: 082, F, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 14204, 29, 29, 13229, 162, 31, 6, 162, 225, 325, 16564, 8282
INVAR-10, Run: 083, F, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 13996, 43, 43, 12997, 166, 27, 6, 166, 233, 333, 15112, 7556
INVAR-10, Run: 084, F, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 14278, 25, 25, 13291, 164, 29, 6, 164, 229, 329, 15122, 7561
INVAR-10, Run: 085, F, 43, 0, 0, 0, 1, 0, 1, 0, 939, 939, 0, 0, 113, 313, 11543, 33, 33, 10604, 156, 35, 8, 156, 213, 313, 15824, 7912
INVAR-10, Run: 086, F, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 13576, 30, 30, 12619, 159, 36, 4, 159, 219, 319, 13290, 6645
INVAR-10, Run: 087, F, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 13523, 46, 46, 12542, 163, 24, 12, 163, 227, 327, 17326, 8663
INVAR-10, Run: 088, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13926, 33, 33, 12957, 161, 28, 10, 161, 223, 323, 14844, 7422
INVAR-10, Run: 089, F, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 12909, 26, 26, 11940, 161, 30, 8, 161, 223, 323, 16226, 8113
INVAR-10, Run: 090, F, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0, 115, 315, 12987, 27, 27, 12042, 157, 36, 6, 157, 215, 315, 15254, 7627
INVAR-10, Run: 091, F, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0, 131, 331, 12997, 42, 42, 12004, 165, 27, 7, 165, 231, 331, 16372, 8186
INVAR-10, Run: 092, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 11773, 24, 24, 10810, 160, 29, 10, 160, 221, 321, 16302, 8151
INVAR-10, Run: 093, F, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 13688, 27, 27, 12707, 163, 31, 5, 163, 227, 327, 18084, 9042
INVAR-10, Run: 094, F, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 12951, 41, 41, 11994, 159, 34, 6, 159, 219, 319, 16914, 8457
INVAR-10, Run: 095, F, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 13607, 34, 34, 12656, 158, 30, 11, 158, 217, 317, 17852, 8926
INVAR-10, Run: 096, F, 44, 0, 0, 0, 1, 0, 1, 0, 933, 933, 0, 0, 111, 311, 11051, 31, 31, 10118, 155, 31, 13, 155, 211, 311, 12668, 6334
INVAR-10, Run: 097, F, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 14613, 39, 39, 13650, 160, 30, 9, 160, 221, 321, 21250, 10625
INVAR-10, Run: 098, F, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 13611, 38, 38, 12660, 158, 34, 7, 158, 217, 317, 18596, 9298
INVAR-10, Run: 099, F, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 12600, 34, 34, 11649, 158, 31, 10, 158, 217, 317, 12980, 6490
INVAR-10, Run: 100, F, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 13170, 30, 30, 12213, 159, 36, 4, 159, 219, 319, 15930, 7965
INVAR-2, Run: 001, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1827, 13, 13, 1554, 45, 8, 2, 45, 63, 91, 2310, 1155
INVAR-2, Run: 002, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1402, 19, 19, 1153, 41, 11, 3, 41, 55, 83, 1400, 700
INVAR-2, Run: 003, F, 16, 0, 0, 0, 1, 0, 1, 0, 237, 237, 0, 0, 23, 79, 1376, 16, 16, 1139, 39, 11, 5, 39, 51, 79, 1316, 658
INVAR-2, Run: 004, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1757, 16, 16, 1502, 42, 10, 3, 42, 57, 85, 1936, 968
INVAR-2, Run: 005, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1494, 8, 8, 1233, 43, 10, 2, 43, 59, 87, 1862, 931
INVAR-2, Run: 006, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1945, 10, 10, 1672, 45, 8, 2, 45, 63, 91, 2478, 1239
INVAR-2, Run: 007, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1692, 17, 17, 1425, 44, 9, 2, 44, 61, 89, 2264, 1132
INVAR-2, Run: 008, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1938, 15, 15, 1671, 44, 8, 3, 44, 61, 89, 2416, 1208
INVAR-2, Run: 009, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1403, 15, 15, 1148, 42, 9, 4, 42, 57, 85, 1392, 696
INVAR-2, Run: 010, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1847, 9, 9, 1580, 44, 9, 2, 44, 61, 89, 1852, 926
INVAR-2, Run: 011, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1479, 7, 7, 1218, 43, 9, 3, 43, 59, 87, 1700, 850
INVAR-2, Run: 012, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1564, 20, 20, 1309, 42, 10, 3, 42, 57, 85, 1554, 777
INVAR-2, Run: 013, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 2064, 18, 18, 1803, 43, 10, 2, 43, 59, 87, 3052, 1526
INVAR-2, Run: 014, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1830, 6, 6, 1575, 42, 12, 1, 42, 57, 85, 2278, 1139
INVAR-2, Run: 015, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1944, 16, 16, 1671, 45, 10, 0, 45, 63, 91, 1930, 965
INVAR-2, Run: 016, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1533, 12, 12, 1284, 41, 6, 8, 41, 55, 83, 2036, 1018
INVAR-2, Run: 017, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1649, 9, 9, 1400, 41, 12, 2, 41, 55, 83, 1966, 983
INVAR-2, Run: 018, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1639, 9, 9, 1378, 43, 9, 3, 43, 59, 87, 1614, 807
INVAR-2, Run: 019, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1932, 15, 15, 1671, 43, 10, 2, 43, 59, 87, 1700, 850
INVAR-2, Run: 020, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 2206, 16, 16, 1933, 45, 8, 2, 45, 63, 91, 2568, 1284
INVAR-2, Run: 021, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1528, 9, 9, 1279, 41, 11, 3, 41, 55, 83, 1624, 812
INVAR-2, Run: 022, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 2118, 17, 17, 1845, 45, 7, 3, 45, 63, 91, 2720, 1360
INVAR-2, Run: 023, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1321, 16, 16, 1072, 41, 10, 4, 41, 55, 83, 1598, 799
INVAR-2, Run: 024, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1349, 12, 12, 1094, 42, 10, 3, 42, 57, 85, 2356, 1178
INVAR-2, Run: 025, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 2071, 13, 13, 1798, 45, 6, 4, 45, 63, 91, 1958, 979
INVAR-2, Run: 026, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1881, 12, 12, 1632, 41, 12, 2, 41, 55, 83, 1764, 882
INVAR-2, Run: 027, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1571, 6, 6, 1310, 43, 10, 2, 43, 59, 87, 1980, 990
INVAR-2, Run: 028, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1632, 8, 8, 1383, 41, 12, 2, 41, 55, 83, 1682, 841
INVAR-2, Run: 029, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1804, 5, 5, 1537, 44, 10, 1, 44, 61, 89, 1996, 998
INVAR-2, Run: 030, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1756, 8, 8, 1489, 44, 11, 0, 44, 61, 89, 1754, 877
INVAR-2, Run: 031, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1351, 12, 12, 1090, 43, 11, 1, 43, 59, 87, 1560, 780
INVAR-2, Run: 032, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1322, 7, 7, 1067, 42, 9, 4, 42, 57, 85, 1660, 830
INVAR-2, Run: 033, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1392, 8, 8, 1143, 41, 12, 2, 41, 55, 83, 2296, 1148
INVAR-2, Run: 034, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1843, 7, 7, 1570, 45, 5, 5, 45, 63, 91, 2442, 1221
INVAR-2, Run: 035, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1873, 16, 16, 1606, 44, 9, 2, 44, 61, 89, 2380, 1190
INVAR-2, Run: 036, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1764, 22, 22, 1503, 43, 10, 2, 43, 59, 87, 1606, 803
INVAR-2, Run: 037, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1523, 16, 16, 1256, 44, 6, 5, 44, 61, 89, 2308, 1154
INVAR-2, Run: 038, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1609, 10, 10, 1360, 41, 12, 2, 41, 55, 83, 1932, 966
INVAR-2, Run: 039, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1944, 7, 7, 1689, 42, 8, 5, 42, 57, 85, 1978, 989
INVAR-2, Run: 040, F, 9, 0, 0, 0, 1, 0, 1, 0, 279, 279, 0, 0, 37, 93, 1689, 11, 11, 1410, 46, 7, 2, 46, 65, 93, 1734, 867
INVAR-2, Run: 041, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1639, 13, 13, 1372, 44, 5, 6, 44, 61, 89, 1740, 870
INVAR-2, Run: 042, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1611, 11, 11, 1350, 43, 9, 3, 43, 59, 87, 2198, 1099
INVAR-2, Run: 043, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1615, 9, 9, 1354, 43, 11, 1, 43, 59, 87, 2336, 1168
INVAR-2, Run: 044, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1489, 9, 9, 1240, 41, 11, 3, 41, 55, 83, 1720, 860
INVAR-2, Run: 045, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1829, 10, 10, 1580, 41, 11, 3, 41, 55, 83, 1638, 819
INVAR-2, Run: 046, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1674, 4, 4, 1413, 43, 7, 5, 43, 59, 87, 1568, 784
INVAR-2, Run: 047, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1515, 9, 9, 1266, 41, 13, 1, 41, 55, 83, 1674, 837
INVAR-2, Run: 048, F, 9, 0, 0, 0, 1, 0, 1, 0, 279, 279, 0, 0, 37, 93, 2152, 10, 10, 1873, 46, 5, 4, 46, 65, 93, 3206, 1603
INVAR-2, Run: 049, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1553, 16, 16, 1280, 45, 8, 2, 45, 63, 91, 1974, 987
INVAR-2, Run: 050, F, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1128, 11, 11, 885, 40, 13, 2, 40, 53, 81, 902, 451
INVAR-2, Run: 051, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1464, 8, 8, 1203, 43, 9, 3, 43, 59, 87, 1944, 972
INVAR-2, Run: 052, F, 16, 0, 0, 0, 1, 0, 1, 0, 237, 237, 0, 0, 23, 79, 1184, 13, 13, 947, 39, 14, 2, 39, 51, 79, 1178, 589
INVAR-2, Run: 053, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1308, 22, 22, 1053, 42, 12, 1, 42, 57, 85, 1776, 888
INVAR-2, Run: 054, F, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1311, 12, 12, 1068, 40, 15, 0, 40, 53, 81, 1368, 684
INVAR-2, Run: 055, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1441, 11, 11, 1186, 42, 12, 1, 42, 57, 85, 1008, 504
INVAR-2, Run: 056, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1603, 13, 13, 1336, 44, 10, 1, 44, 61, 89, 1720, 860
INVAR-2, Run: 057, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1552, 8, 8, 1303, 41, 12, 2, 41, 55, 83, 1790, 895
INVAR-2, Run: 058, F, 11, 0, 1, 0, 1, 0, 1, 0, 268, 268, 0, 1, 33, 89, 1683, 15, 15, 1415, 44, 10, 1, 44, 60, 89, 2111, 1055
INVAR-2, Run: 059, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1459, 11, 11, 1198, 43, 8, 4, 43, 59, 87, 1812, 906
INVAR-2, Run: 060, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1205, 12, 12, 956, 41, 13, 1, 41, 55, 83, 1384, 692
INVAR-2, Run: 061, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1928, 9, 9, 1661, 44, 10, 1, 44, 61, 89, 2100, 1050
INVAR-2, Run: 062, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1547, 12, 12, 1286, 43, 8, 4, 43, 59, 87, 2140, 1070
INVAR-2, Run: 063, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1416, 1, 1, 1167, 41, 12, 2, 41, 55, 83, 1720, 860
INVAR-2, Run: 064, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 2176, 13, 13, 1915, 43, 9, 3, 43, 59, 87, 2642, 1321
INVAR-2, Run: 065, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1460, 4, 4, 1211, 41, 11, 3, 41, 55, 83, 1328, 664
INVAR-2, Run: 066, F, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1809, 14, 14, 1542, 44, 9, 2, 44, 61, 89, 2414, 1207
INVAR-2, Run: 067, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1333, 7, 7, 1084, 41, 12, 2, 41, 55, 83, 1496, 748
INVAR-2, Run: 068, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1253, 11, 11, 1004, 41, 12, 2, 41, 55, 83, 1394, 697
INVAR-2, Run: 069, F, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1737, 20, 20, 1464, 45, 10, 0, 45, 63, 91, 2210, 1105
INVAR-2, Run: 070, F, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1217, 8, 8, 974, 40, 13, 2, 40, 53, 81, 1420, 710
INVAR-2, Run: 071, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1437, 9, 9, 1176, 43, 9, 3, 43, 59, 87, 1828, 914
INVAR-2, Run: 072, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1402, 10, 10, 1141, 43, 10, 2, 43, 59, 87, 1828, 914
INVAR-2, Run: 073, F, 16, 0, 0, 0, 1, 0, 1, 0, 237, 237, 0, 0, 23, 79, 1314, 7, 7, 1077, 39, 13, 3, 39, 51, 79, 1684, 842
INVAR-2, Run: 074, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1323, 14, 14, 1074, 41, 13, 1, 41, 55, 83, 1436, 718
INVAR-2, Run: 075, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1486, 4, 4, 1231, 42, 10, 3, 42, 57, 85, 1862, 931
INVAR-2, Run: 076, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1613, 7, 7, 1352, 43, 10, 2, 43, 59, 87, 2170, 1085
INVAR-2, Run: 077, F, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1488, 15, 15, 1239, 41, 9, 5, 41, 55, 83, 1514, 757
INVAR-2, Run: 078, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1919, 22, 22, 1658, 43, 9, 3, 43, 59, 87, 2318, 1159
INVAR-2, Run: 079, F, 9, 0, 1, 0, 1, 0, 1, 0, 280, 280, 0, 1, 37, 93, 2111, 15, 15, 1831, 46, 7, 2, 46, 64, 93, 2931, 1465
INVAR-2, Run: 080, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1729, 13, 13, 1468, 43, 10, 2, 43, 59, 87, 1644, 822
INVAR-2, Run: 081, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1625, 23, 23, 1370, 42, 8, 5, 42, 57, 85, 1916, 958
INVAR-2, Run: 082, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1476, 8, 8, 1221, 42, 10, 3, 42, 57, 85, 1972, 986
INVAR-2, Run: 083, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1585, 20, 20, 1324, 43, 9, 3, 43, 59, 87, 2514, 1257
INVAR-2, Run: 084, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1820, 7, 7, 1559, 43, 10, 2, 43, 59, 87, 2272, 1136
INVAR-2, Run: 085, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1668, 14, 14, 1407, 43, 11, 1, 43, 59, 87, 2068, 1034
INVAR-2, Run: 086, F, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1609, 14, 14, 1354, 42, 10, 3, 42, 57, 85, 1786, 893
INVAR-2, Run: 087, F, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1534, 13, 13, 1273, 43, 8, 4, 43, 59, 87, 2266, 1133
