Input Number, Run_Number, Result@ 100, Leaderan, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-12, Run: 081, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 25, 4, 26, 5, 0, 1, 3, 0, 0, 4, 0, 5, 1, 1, 1, 0, 1, 0, 0, 23, 6, 24, 7, 1, 1, 0, 10, 0, 7, 0, 8, 1, 1, 3, 0, 0, 15, 3, 3, 16, 4, 1, 1, 1, 1, 1, 0, 0, 11, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0
INVAR-12, Run: 082, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 7, 1, 8, 2, 1, 1, 3, 0, 0, 22, 5, 23, 6, 1, 1, 0, 1, 0, 0, 9, 1, 10, 2, 1, 0, 1, 19, 0, 9, 1, 10, 1, 0, 3, 0, 0, 7, 5, 2, 8, 3, 1, 1, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 083, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 5, 3, 6, 4, 0, 1, 3, 0, 0, 10, 1, 11, 2, 1, 1, 0, 1, 0, 0, 7, 1, 8, 2, 1, 1, 0, 1, 0, 4, 0, 5, 1, 1, 2, 1, 0, 13, 1, 2, 15, 3, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 2, 0, 2, 1, 0, 0
INVAR-12, Run: 084, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 1, 1, 3, 2, 1, 1, 1, 2, 0, 3, 3, 6, 4, 1, 1, 0, 1, 0, 0, 4, 0, 5, 1, 1, 1, 0, 2, 0, 3, 0, 4, 1, 1, 3, 0, 0, 43, 0, 7, 44, 8, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
INVAR-12, Run: 085, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 1, 0, 13, 3, 17, 4, 0, 1, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 4, 0, 33, 6, 34, 7, 1, 3, 0, 0, 3, 2, 2, 4, 3, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 086, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 18, 3, 20, 4, 0, 1, 1, 2, 0, 3, 0, 6, 1, 1, 1, 0, 1, 0, 0, 11, 2, 12, 3, 1, 1, 0, 11, 0, 49, 6, 50, 6, 0, 3, 0, 0, 6, 5, 1, 7, 2, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 087, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 0, 1, 0, 7, 0, 9, 1, 0, 1, 3, 0, 0, 3, 0, 4, 1, 1, 1, 0, 1, 0, 0, 2, 0, 3, 1, 1, 1, 0, 1, 0, 17, 5, 18, 6, 1, 3, 0, 0, 23, 0, 5, 24, 6, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 088, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 1, 0, 4, 1, 0, 1, 3, 0, 0, 55, 9, 56, 10, 1, 1, 0, 0, 1, 0, 3, 0, 5, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 089, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 11, 3, 13, 4, 1, 1, 3, 0, 0, 4, 3, 5, 4, 1, 1, 0, 1, 0, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 13, 1, 14, 2, 1, 2, 1, 0, 4, 1, 0, 6, 1, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-12, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 18, 8, 19, 9, 0, 1, 1, 2, 0, 33, 14, 36, 15, 1, 1, 0, 1, 0, 0, 3, 2, 4, 3, 1, 1, 0, 10, 0, 17, 6, 17, 6, 0, 3, 0, 0, 8, 4, 3, 9, 4, 1, 1, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 091, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 15, 2, 16, 3, 0, 1, 2, 1, 0, 10, 4, 12, 5, 1, 1, 0, 1, 0, 0, 8, 2, 9, 3, 1, 1, 0, 4, 0, 3, 2, 4, 3, 1, 2, 0, 0, 0, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-12, Run: 092, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 0, 1, 0, 6, 1, 8, 2, 0, 1, 2, 0, 1, 4, 2, 6, 4, 1, 1, 0, 1, 0, 0, 2, 2, 3, 3, 1, 0, 0, 20, 0, 0, 0, 1, 1, 1, 1, 2, 0, 5, 1, 2, 8, 3, 1, 1, 1, 1, 1, 0, 0, 21, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-12, Run: 093, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 15, 2, 16, 3, 1, 1, 3, 0, 0, 24, 11, 25, 12, 1, 1, 0, 0, 1, 0, 17, 7, 19, 8, 1, 1, 0, 8, 0, 3, 0, 4, 1, 1, 3, 0, 0, 4, 3, 0, 5, 1, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 094, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 0, 0, 1, 18, 4, 20, 6, 0, 1, 3, 0, 0, 15, 5, 16, 6, 1, 1, 0, 1, 0, 0, 18, 6, 19, 7, 1, 1, 0, 9, 0, 1, 1, 2, 2, 1, 2, 1, 0, 15, 2, 5, 17, 6, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 11, 4, 13, 5, 0, 1, 3, 0, 0, 40, 11, 41, 12, 1, 1, 0, 1, 0, 0, 13, 3, 14, 4, 1, 1, 0, 8, 0, 6, 4, 7, 5, 1, 2, 1, 0, 10, 2, 2, 12, 3, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 096, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 2, 1, 1, 1, 3, 0, 0, 3, 0, 4, 1, 1, 1, 0, 1, 0, 0, 11, 2, 12, 3, 1, 1, 0, 25, 0, 2, 0, 3, 1, 1, 3, 0, 0, 26, 5, 6, 27, 7, 1, 1, 1, 1, 1, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 097, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 11, 2, 13, 3, 1, 1, 2, 1, 0, 6, 2, 8, 3, 1, 1, 0, 1, 0, 0, 6, 3, 7, 4, 1, 0, 0, 23, 0, 0, 0, 1, 1, 1, 3, 0, 0, 5, 4, 0, 6, 1, 1, 1, 1, 1, 1, 0, 0, 25, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 098, P, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 3, 0, 0, 3, 1, 4, 2, 1, 1, 0, 1, 0, 0, 24, 4, 25, 5, 1, 1, 0, 20, 0, 17, 5, 18, 6, 1, 3, 0, 0, 14, 3, 1, 15, 2, 1, 1, 1, 1, 1, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 1, 0, 6, 0, 9, 2, 0, 1, 3, 0, 0, 54, 16, 55, 17, 1, 1, 0, 1, 0, 0, 7, 1, 7, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 1, 0, 6, 1, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 100, P, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 3, 1, 4, 2, 0, 1, 2, 1, 0, 4, 1, 6, 2, 1, 1, 0, 1, 0, 0, 19, 5, 20, 6, 1, 1, 0, 11, 0, 3, 1, 4, 2, 1, 2, 1, 0, 5, 1, 3, 7, 4, 1, 1, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 001, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 1, 0, 2, 1, 0, 10, 4, 13, 5, 0, 1, 5, 1, 0, 19, 5, 21, 6, 1, 1, 1, 3, 0, 0, 4, 1, 5, 2, 1, 0, 0, 3, 0, 10, 5, 11, 6, 1, 6, 0, 0, 13, 0, 1, 14, 2, 1, 1, 1, 1, 1, 2, 0, 5, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 002, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 1, 0, 2, 1, 0, 14, 5, 17, 6, 1, 1, 5, 1, 0, 5, 0, 7, 1, 1, 1, 0, 3, 0, 0, 12, 2, 13, 3, 1, 0, 0, 9, 0, 11, 0, 12, 1, 1, 6, 0, 0, 7, 2, 2, 8, 3, 1, 1, 1, 1, 1, 0, 0, 11, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 1, 2, 0, 5, 1, 8, 2, 0, 1, 5, 1, 0, 21, 8, 23, 9, 1, 1, 0, 3, 0, 0, 1, 0, 2, 1, 1, 0, 0, 14, 0, 0, 0, 1, 1, 1, 5, 0, 1, 36, 2, 11, 38, 12, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 19, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 3, 0, 0, 14, 2, 15, 3, 0, 1, 5, 1, 0, 12, 3, 14, 4, 1, 1, 1, 2, 0, 1, 30, 5, 32, 7, 1, 0, 0, 9, 0, 12, 0, 13, 1, 1, 4, 2, 0, 19, 1, 6, 22, 7, 1, 1, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 005, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 6, 2, 1, 0, 3, 0, 0, 4, 0, 6, 1, 0, 1, 5, 1, 0, 2, 0, 4, 1, 1, 1, 0, 3, 0, 0, 6, 1, 7, 2, 1, 0, 0, 9, 0, 10, 1, 11, 2, 1, 5, 1, 0, 41, 3, 11, 43, 12, 1, 1, 1, 1, 1, 0, 0, 10, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 006, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 0, 1, 3, 0, 0, 11, 2, 13, 4, 1, 1, 6, 0, 0, 13, 6, 14, 7, 1, 1, 0, 3, 0, 0, 2, 0, 3, 1, 1, 0, 0, 8, 0, 1, 0, 2, 1, 1, 5, 1, 0, 8, 1, 3, 10, 4, 1, 1, 1, 1, 1, 2, 0, 10, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 007, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 0, 0, 2, 1, 0, 13, 4, 15, 5, 1, 1, 6, 0, 0, 24, 6, 25, 7, 1, 1, 0, 3, 0, 0, 7, 3, 8, 4, 1, 0, 0, 5, 0, 9, 1, 10, 2, 1, 5, 1, 0, 9, 0, 6, 11, 7, 1, 1, 1, 1, 1, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 008, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 4, 3, 0, 0, 3, 0, 0, 3, 2, 4, 3, 2, 1, 6, 0, 0, 1, 0, 2, 1, 1, 1, 0, 3, 0, 0, 1, 1, 2, 2, 1, 0, 0, 17, 0, 27, 9, 28, 10, 1, 5, 0, 1, 10, 2, 2, 12, 4, 1, 1, 1, 1, 1, 1, 0, 20, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 009, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 3, 0, 0, 3, 0, 0, 13, 3, 14, 4, 0, 1, 5, 1, 0, 16, 3, 18, 4, 1, 1, 0, 3, 0, 0, 19, 5, 20, 6, 1, 0, 0, 24, 0, 3, 0, 4, 1, 1, 6, 0, 0, 6, 5, 3, 7, 4, 1, 1, 1, 1, 1, 0, 0, 25, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
