Input Number, Run_Number, Result@ 100, F1P, A1, F1, A2, F2, F2P, Y
8, Run: 045, P, 5, 587, 0, 0, 5, 0, 0
8, Run: 046, P, 5, 574, 0, 0, 5, 0, 0
8, Run: 047, P, 5, 547, 0, 0, 5, 0, 0
8, Run: 048, P, 5, 579, 0, 0, 5, 0, 0
8, Run: 049, P, 5, 578, 0, 0, 5, 0, 0
8, Run: 050, P, 5, 583, 0, 0, 5, 0, 0
8, Run: 051, P, 5, 615, 0, 0, 5, 0, 0
8, Run: 052, P, 5, 598, 0, 0, 5, 0, 0
8, Run: 053, P, 5, 568, 0, 0, 5, 0, 0
8, Run: 054, P, 5, 600, 0, 0, 5, 0, 0
8, Run: 055, P, 5, 555, 0, 0, 5, 0, 0
8, Run: 056, P, 5, 616, 0, 0, 5, 0, 0
8, Run: 057, P, 5, 589, 0, 0, 5, 0, 0
8, Run: 058, P, 5, 585, 0, 0, 5, 0, 0
8, Run: 059, P, 5, 553, 0, 0, 5, 0, 0
8, Run: 060, P, 5, 646, 0, 0, 5, 0, 0
8, Run: 061, P, 5, 584, 0, 0, 5, 0, 0
8, Run: 062, P, 5, 602, 0, 0, 5, 0, 0
8, Run: 063, P, 5, 557, 0, 0, 5, 0, 0
8, Run: 064, P, 5, 631, 0, 0, 5, 0, 0
8, Run: 065, P, 5, 586, 0, 0, 5, 0, 0
8, Run: 066, P, 5, 570, 0, 0, 5, 0, 0
8, Run: 067, P, 5, 574, 0, 0, 5, 0, 0
8, Run: 068, P, 5, 612, 0, 0, 5, 0, 0
8, Run: 069, P, 5, 583, 0, 0, 5, 0, 0
8, Run: 070, P, 5, 548, 0, 0, 5, 0, 0
8, Run: 071, P, 5, 618, 0, 0, 5, 0, 0
8, Run: 072, P, 5, 552, 0, 0, 5, 0, 0
8, Run: 073, P, 5, 565, 0, 0, 5, 0, 0
8, Run: 074, P, 5, 620, 0, 0, 5, 0, 0
8, Run: 075, P, 5, 585, 0, 0, 5, 0, 0
8, Run: 076, P, 5, 562, 0, 0, 5, 0, 0
8, Run: 077, P, 5, 563, 0, 0, 5, 0, 0
8, Run: 078, P, 5, 576, 0, 0, 5, 0, 0
8, Run: 079, P, 5, 562, 0, 0, 5, 0, 0
8, Run: 080, P, 5, 582, 0, 0, 5, 0, 0
8, Run: 081, P, 5, 593, 0, 0, 5, 0, 0
8, Run: 082, P, 5, 573, 0, 0, 5, 0, 0
8, Run: 083, P, 5, 583, 0, 0, 5, 0, 0
8, Run: 084, P, 5, 560, 0, 0, 5, 0, 0
8, Run: 085, P, 5, 605, 0, 0, 5, 0, 0
8, Run: 086, P, 5, 574, 0, 0, 5, 0, 0
8, Run: 087, P, 5, 565, 0, 0, 5, 0, 0
8, Run: 088, P, 5, 584, 0, 0, 5, 0, 0
8, Run: 089, P, 5, 593, 0, 0, 5, 0, 0
8, Run: 090, P, 5, 585, 0, 0, 5, 0, 0
8, Run: 091, P, 5, 596, 0, 0, 5, 0, 0
8, Run: 092, P, 5, 614, 0, 0, 5, 0, 0
8, Run: 093, P, 5, 587, 0, 0, 5, 0, 0
8, Run: 094, P, 5, 572, 0, 0, 5, 0, 0
8, Run: 095, P, 5, 590, 0, 0, 5, 0, 0
8, Run: 096, P, 5, 555, 0, 0, 5, 0, 0
8, Run: 097, P, 5, 577, 0, 0, 5, 0, 0
8, Run: 098, P, 5, 580, 0, 0, 5, 0, 0
8, Run: 099, P, 5, 662, 0, 0, 5, 0, 0
8, Run: 100, P, 5, 564, 0, 0, 5, 0, 0
9, Run: 001, P, 5, 690, 0, 0, 5, 0, 0
9, Run: 002, P, 5, 684, 0, 0, 5, 0, 0
9, Run: 003, P, 5, 707, 0, 0, 5, 0, 0
9, Run: 004, P, 5, 706, 0, 0, 5, 0, 0
9, Run: 005, P, 5, 699, 0, 0, 5, 0, 0
9, Run: 006, P, 5, 709, 0, 0, 5, 0, 0
9, Run: 007, P, 5, 663, 0, 0, 5, 0, 0
9, Run: 008, P, 5, 696, 0, 0, 5, 0, 0
9, Run: 009, P, 5, 693, 0, 0, 5, 0, 0
9, Run: 010, P, 5, 674, 0, 0, 5, 0, 0
9, Run: 011, P, 5, 679, 0, 0, 5, 0, 0
9, Run: 012, P, 5, 696, 0, 0, 5, 0, 0
9, Run: 013, P, 5, 696, 0, 0, 5, 0, 0
9, Run: 014, P, 5, 696, 0, 0, 5, 0, 0
9, Run: 015, P, 5, 660, 0, 0, 5, 0, 0
9, Run: 016, P, 5, 696, 0, 0, 5, 0, 0
9, Run: 017, P, 5, 687, 0, 0, 5, 0, 0
9, Run: 018, P, 5, 737, 0, 0, 5, 0, 0
9, Run: 019, P, 5, 665, 0, 0, 5, 0, 0
9, Run: 020, P, 5, 679, 0, 0, 5, 0, 0
9, Run: 021, P, 5, 684, 0, 0, 5, 0, 0
9, Run: 022, P, 5, 694, 0, 0, 5, 0, 0
9, Run: 023, P, 5, 699, 0, 0, 5, 0, 0
9, Run: 024, P, 5, 683, 0, 0, 5, 0, 0
9, Run: 025, P, 5, 677, 0, 0, 5, 0, 0
9, Run: 026, P, 5, 687, 0, 0, 5, 0, 0
9, Run: 027, P, 5, 707, 0, 0, 5, 0, 0
9, Run: 028, P, 5, 692, 0, 0, 5, 0, 0
9, Run: 029, P, 5, 700, 0, 0, 5, 0, 0
9, Run: 030, P, 5, 706, 0, 0, 5, 0, 0
9, Run: 031, P, 5, 740, 0, 0, 5, 0, 0
9, Run: 032, P, 5, 726, 0, 0, 5, 0, 0
9, Run: 033, P, 5, 707, 0, 0, 5, 0, 0
9, Run: 034, P, 5, 697, 0, 0, 5, 0, 0
9, Run: 035, P, 5, 711, 0, 0, 5, 0, 0
9, Run: 036, P, 5, 720, 0, 0, 5, 0, 0
9, Run: 037, P, 5, 694, 0, 0, 5, 0, 0
9, Run: 038, P, 5, 672, 0, 0, 5, 0, 0
9, Run: 039, P, 5, 669, 0, 0, 5, 0, 0
9, Run: 040, P, 5, 693, 0, 0, 5, 0, 0
9, Run: 041, P, 5, 669, 0, 0, 5, 0, 0
9, Run: 042, P, 5, 735, 0, 0, 5, 0, 0
9, Run: 043, P, 5, 733, 0, 0, 5, 0, 0
9, Run: 044, P, 5, 751, 0, 0, 5, 0, 0
9, Run: 045, P, 5, 697, 0, 0, 5, 0, 0
9, Run: 046, P, 5, 668, 0, 0, 5, 0, 0
9, Run: 047, P, 5, 647, 0, 0, 5, 0, 0
9, Run: 048, P, 5, 677, 0, 0, 5, 0, 0
9, Run: 049, P, 5, 691, 0, 0, 5, 0, 0
9, Run: 050, P, 5, 693, 0, 0, 5, 0, 0
9, Run: 051, P, 5, 704, 0, 0, 5, 0, 0
9, Run: 052, P, 5, 671, 0, 0, 5, 0, 0
9, Run: 053, P, 5, 687, 0, 0, 5, 0, 0
9, Run: 054, P, 5, 693, 0, 0, 5, 0, 0
9, Run: 055, P, 5, 689, 0, 0, 5, 0, 0
9, Run: 056, P, 5, 720, 0, 0, 5, 0, 0
9, Run: 057, P, 5, 682, 0, 0, 5, 0, 0
9, Run: 058, P, 5, 683, 0, 0, 5, 0, 0
9, Run: 059, P, 5, 707, 0, 0, 5, 0, 0
9, Run: 060, P, 5, 685, 0, 0, 5, 0, 0
9, Run: 061, P, 5, 692, 0, 0, 5, 0, 0
9, Run: 062, P, 5, 691, 0, 0, 5, 0, 0
9, Run: 063, P, 5, 706, 0, 0, 5, 0, 0
9, Run: 064, P, 5, 711, 0, 0, 5, 0, 0
9, Run: 065, P, 5, 664, 0, 0, 5, 0, 0
9, Run: 066, P, 5, 746, 0, 0, 5, 0, 0
9, Run: 067, P, 5, 716, 0, 0, 5, 0, 0
9, Run: 068, P, 5, 721, 0, 0, 5, 0, 0
9, Run: 069, P, 5, 720, 0, 0, 5, 0, 0
9, Run: 070, P, 5, 672, 0, 0, 5, 0, 0
9, Run: 071, P, 5, 689, 0, 0, 5, 0, 0
9, Run: 072, P, 5, 723, 0, 0, 5, 0, 0
9, Run: 073, P, 5, 700, 0, 0, 5, 0, 0
9, Run: 074, P, 5, 666, 0, 0, 5, 0, 0
9, Run: 075, P, 5, 713, 0, 0, 5, 0, 0
9, Run: 076, P, 5, 730, 0, 0, 5, 0, 0
9, Run: 077, P, 5, 666, 0, 0, 5, 0, 0
9, Run: 078, P, 5, 674, 0, 0, 5, 0, 0
9, Run: 079, P, 5, 710, 0, 0, 5, 0, 0
9, Run: 080, P, 5, 683, 0, 0, 5, 0, 0
9, Run: 081, P, 5, 708, 0, 0, 5, 0, 0
9, Run: 082, P, 5, 658, 0, 0, 5, 0, 0
9, Run: 083, P, 5, 641, 0, 0, 5, 0, 0
9, Run: 084, P, 5, 710, 0, 0, 5, 0, 0
9, Run: 085, P, 5, 686, 0, 0, 5, 0, 0
9, Run: 086, P, 5, 670, 0, 0, 5, 0, 0
9, Run: 087, P, 5, 695, 0, 0, 5, 0, 0
9, Run: 088, P, 5, 692, 0, 0, 5, 0, 0
9, Run: 089, P, 5, 679, 0, 0, 5, 0, 0
9, Run: 090, P, 5, 685, 0, 0, 5, 0, 0
9, Run: 091, P, 5, 682, 0, 0, 5, 0, 0
9, Run: 092, P, 5, 710, 0, 0, 5, 0, 0
9, Run: 093, P, 5, 712, 0, 0, 5, 0, 0
9, Run: 094, P, 5, 664, 0, 0, 5, 0, 0
9, Run: 095, P, 5, 712, 0, 0, 5, 0, 0
9, Run: 096, P, 5, 688, 0, 0, 5, 0, 0
9, Run: 097, P, 5, 729, 0, 0, 5, 0, 0
9, Run: 098, P, 5, 703, 0, 0, 5, 0, 0
9, Run: 099, P, 5, 674, 0, 0, 5, 0, 0
9, Run: 100, P, 5, 723, 0, 0, 5, 0, 0
