Input Number, Run_Number, Result@ 100, E, X1, F, A, B, C, PO, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 045, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1653, 58, 58, 1653, 67, 38, 28, 67, 100, 134, 1486, 776
INVAR-10, Run: 046, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1329, 40, 40, 1329, 67, 46, 20, 67, 100, 134, 1166, 616
INVAR-10, Run: 047, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1592, 36, 36, 1592, 67, 42, 24, 67, 100, 134, 1856, 961
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1644, 37, 35, 1644, 67, 29, 37, 66, 100, 134, 3456, 1761
INVAR-10, Run: 049, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1792, 47, 47, 1452, 67, 43, 24, 67, 100, 135, 1857, 961
INVAR-10, Run: 050, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2553, 52, 52, 2213, 67, 41, 26, 67, 100, 135, 1325, 695
INVAR-10, Run: 051, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 843, 34, 34, 843, 67, 35, 31, 67, 100, 134, 1694, 880
INVAR-10, Run: 052, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1579, 50, 50, 1239, 67, 40, 27, 67, 100, 135, 1679, 872
INVAR-10, Run: 053, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1278, 29, 29, 1278, 67, 41, 25, 67, 100, 134, 3182, 1624
INVAR-10, Run: 054, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1837, 48, 48, 1837, 67, 30, 36, 67, 100, 134, 4604, 2335
INVAR-10, Run: 055, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1838, 76, 76, 1838, 67, 42, 24, 67, 100, 134, 1584, 825
INVAR-10, Run: 056, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1253, 45, 45, 1253, 67, 39, 27, 67, 100, 134, 1882, 974
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 937, 53, 51, 937, 67, 42, 24, 66, 100, 134, 1582, 824
INVAR-10, Run: 058, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1566, 43, 43, 1566, 67, 38, 28, 67, 100, 134, 1466, 766
INVAR-10, Run: 059, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1279, 49, 49, 1279, 67, 43, 23, 67, 100, 134, 1624, 845
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1417, 40, 38, 1417, 67, 39, 27, 66, 100, 134, 1744, 905
INVAR-10, Run: 061, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1355, 46, 46, 1355, 67, 39, 27, 67, 100, 134, 1604, 835
INVAR-10, Run: 062, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1659, 46, 46, 1659, 67, 43, 23, 67, 100, 134, 1700, 883
INVAR-10, Run: 063, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1295, 56, 56, 1295, 67, 40, 26, 67, 100, 134, 2544, 1305
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 887, 49, 47, 887, 67, 40, 26, 66, 100, 134, 2024, 1045
INVAR-10, Run: 065, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1321, 47, 47, 1321, 67, 50, 16, 67, 100, 134, 1498, 782
INVAR-10, Run: 066, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1764, 40, 40, 1764, 67, 45, 21, 67, 100, 134, 1942, 1004
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1562, 43, 41, 1562, 67, 37, 29, 66, 100, 134, 1116, 591
INVAR-10, Run: 068, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 957, 64, 64, 957, 67, 39, 27, 67, 100, 134, 1570, 818
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 995, 54, 52, 995, 67, 37, 29, 66, 100, 134, 2662, 1364
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 764, 43, 41, 764, 67, 44, 22, 66, 100, 134, 2112, 1089
INVAR-10, Run: 071, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1613, 42, 42, 1613, 67, 48, 18, 67, 100, 134, 3194, 1630
INVAR-10, Run: 072, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1759, 43, 43, 1419, 67, 48, 19, 67, 100, 135, 2551, 1308
INVAR-10, Run: 073, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1163, 41, 41, 1163, 67, 39, 27, 67, 100, 134, 1756, 911
INVAR-10, Run: 074, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1464, 42, 42, 1124, 67, 40, 27, 67, 100, 135, 1503, 784
INVAR-10, Run: 075, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2176, 40, 40, 1836, 67, 39, 28, 67, 100, 135, 2551, 1308
INVAR-10, Run: 076, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1315, 45, 45, 975, 67, 39, 28, 67, 100, 135, 1487, 776
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1621, 40, 38, 1621, 67, 46, 20, 66, 100, 134, 1942, 1004
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1380, 49, 47, 1380, 67, 44, 22, 66, 100, 134, 2548, 1307
INVAR-10, Run: 079, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2465, 61, 61, 2125, 67, 41, 26, 67, 100, 135, 2577, 1321
INVAR-10, Run: 080, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 804, 40, 40, 804, 67, 41, 25, 67, 100, 134, 2036, 1051
INVAR-10, Run: 081, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1358, 31, 31, 1358, 67, 46, 20, 67, 100, 134, 2326, 1196
INVAR-10, Run: 082, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1432, 35, 35, 1432, 67, 39, 27, 67, 100, 134, 1978, 1022
INVAR-10, Run: 083, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 919, 38, 38, 919, 67, 42, 24, 67, 100, 134, 2280, 1173
INVAR-10, Run: 084, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2319, 41, 41, 1979, 67, 47, 20, 67, 100, 135, 2079, 1072
INVAR-10, Run: 085, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1819, 45, 45, 1819, 67, 42, 24, 67, 100, 134, 2644, 1355
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1205, 45, 43, 1205, 67, 37, 29, 66, 100, 134, 2556, 1311
INVAR-10, Run: 087, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1542, 54, 54, 1202, 67, 41, 26, 67, 100, 135, 2287, 1176
INVAR-10, Run: 088, P, 2, 0, 1, 1, 1, 0, 1, 0, 341, 341, 0, 0, 65, 135, 1802, 41, 41, 1461, 67, 45, 22, 67, 99, 135, 2194, 1129
INVAR-10, Run: 089, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2311, 45, 45, 1971, 67, 48, 19, 67, 100, 135, 2121, 1093
INVAR-10, Run: 090, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1666, 48, 48, 1666, 67, 36, 30, 67, 100, 134, 1758, 912
INVAR-10, Run: 091, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1306, 31, 31, 966, 67, 41, 26, 67, 100, 135, 1245, 655
INVAR-10, Run: 092, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1574, 55, 55, 1574, 67, 38, 28, 67, 100, 134, 1646, 856
INVAR-10, Run: 093, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1293, 41, 41, 1293, 67, 36, 30, 67, 100, 134, 1746, 906
INVAR-10, Run: 094, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2203, 45, 45, 1863, 67, 46, 21, 67, 100, 135, 2189, 1127
INVAR-10, Run: 095, P, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1572, 57, 57, 1232, 67, 46, 21, 67, 100, 135, 1331, 698
INVAR-10, Run: 096, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1640, 50, 50, 1640, 67, 39, 27, 67, 100, 134, 1530, 798
INVAR-10, Run: 097, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 920, 48, 48, 920, 67, 35, 31, 67, 100, 134, 2454, 1260
INVAR-10, Run: 098, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1726, 62, 62, 1726, 67, 46, 20, 67, 100, 134, 2090, 1078
INVAR-10, Run: 099, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1382, 33, 33, 1382, 67, 46, 20, 67, 100, 134, 2182, 1124
INVAR-10, Run: 100, P, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1180, 37, 37, 1180, 67, 32, 34, 67, 100, 134, 1206, 636
INVAR-2, Run: 001, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 296, 14, 14, 196, 19, 11, 8, 19, 28, 39, 245, 131
INVAR-2, Run: 002, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 230, 7, 7, 130, 19, 8, 11, 19, 28, 39, 249, 133
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 232, 8, 6, 232, 19, 14, 4, 18, 28, 38, 608, 313
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 132, 14, 12, 132, 19, 10, 8, 18, 28, 38, 196, 107
INVAR-2, Run: 005, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 198, 16, 16, 198, 19, 14, 4, 19, 28, 38, 382, 200
INVAR-2, Run: 006, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 246, 16, 16, 146, 19, 9, 10, 19, 28, 39, 281, 149
INVAR-2, Run: 007, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 82, 18, 18, 82, 19, 13, 5, 19, 28, 38, 412, 215
INVAR-2, Run: 008, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 122, 11, 11, 122, 19, 7, 11, 19, 28, 38, 82, 50
INVAR-2, Run: 009, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 166, 11, 11, 166, 19, 11, 7, 19, 28, 38, 312, 165
INVAR-2, Run: 010, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 258, 14, 14, 258, 19, 7, 11, 19, 28, 38, 364, 191
INVAR-2, Run: 011, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 162, 12, 12, 162, 19, 10, 8, 19, 28, 38, 394, 206
INVAR-2, Run: 012, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 422, 9, 9, 322, 19, 12, 7, 19, 28, 39, 293, 155
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 60, 20, 18, 60, 19, 10, 8, 18, 28, 38, 330, 174
INVAR-2, Run: 014, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 339, 13, 13, 339, 19, 13, 5, 19, 28, 38, 320, 169
INVAR-2, Run: 015, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 221, 14, 14, 221, 19, 18, 0, 19, 28, 38, 590, 304
INVAR-2, Run: 016, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 420, 16, 16, 320, 19, 15, 4, 19, 28, 39, 431, 224
INVAR-2, Run: 017, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 353, 10, 10, 353, 19, 11, 7, 19, 28, 38, 516, 267
INVAR-2, Run: 018, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 153, 10, 10, 153, 19, 8, 10, 19, 28, 38, 218, 118
INVAR-2, Run: 019, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 175, 8, 8, 175, 19, 12, 6, 19, 28, 38, 438, 228
INVAR-2, Run: 020, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 335, 10, 10, 235, 19, 14, 5, 19, 28, 39, 155, 86
INVAR-2, Run: 021, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 198, 11, 11, 198, 19, 13, 5, 19, 28, 38, 260, 139
INVAR-2, Run: 022, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 134, 8, 8, 134, 19, 16, 2, 19, 28, 38, 222, 120
INVAR-2, Run: 023, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 156, 5, 5, 156, 19, 17, 1, 19, 28, 38, 208, 113
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 225, 13, 11, 225, 19, 11, 7, 18, 28, 38, 438, 228
INVAR-2, Run: 025, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 274, 16, 16, 174, 19, 13, 6, 19, 28, 39, 229, 123
INVAR-2, Run: 026, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 71, 23, 23, 71, 19, 8, 10, 19, 28, 38, 174, 96
INVAR-2, Run: 027, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 227, 11, 11, 127, 19, 12, 7, 19, 28, 39, 261, 139
INVAR-2, Run: 028, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 262, 14, 14, 262, 19, 7, 11, 19, 28, 38, 530, 274
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 89, 19, 17, 89, 19, 10, 8, 18, 28, 38, 264, 141
INVAR-2, Run: 030, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 211, 10, 10, 211, 19, 11, 7, 19, 28, 38, 234, 126
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 118, 16, 14, 118, 19, 11, 7, 18, 28, 38, 622, 320
INVAR-2, Run: 032, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 231, 12, 12, 231, 19, 12, 6, 19, 28, 38, 188, 103
INVAR-2, Run: 033, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 315, 18, 18, 315, 19, 14, 4, 19, 28, 38, 206, 112
INVAR-2, Run: 034, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 289, 14, 14, 189, 19, 11, 8, 19, 28, 39, 351, 184
INVAR-2, Run: 035, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 183, 7, 7, 183, 19, 10, 8, 19, 28, 38, 392, 205
INVAR-2, Run: 036, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 220, 13, 13, 220, 19, 10, 8, 19, 28, 38, 262, 140
INVAR-2, Run: 037, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 133, 15, 15, 133, 19, 13, 5, 19, 28, 38, 374, 196
INVAR-2, Run: 038, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 246, 17, 17, 146, 19, 14, 5, 19, 28, 39, 271, 144
INVAR-2, Run: 039, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 338, 26, 26, 238, 19, 12, 7, 19, 28, 39, 303, 160
INVAR-2, Run: 040, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 131, 20, 20, 131, 19, 13, 5, 19, 28, 38, 360, 189
INVAR-2, Run: 041, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 132, 8, 8, 132, 19, 12, 6, 19, 28, 38, 196, 107
INVAR-2, Run: 042, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 199, 11, 11, 199, 19, 13, 5, 19, 28, 38, 248, 133
INVAR-2, Run: 043, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 54, 13, 13, 54, 19, 9, 9, 19, 28, 38, 252, 135
INVAR-2, Run: 044, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 221, 15, 15, 121, 19, 14, 5, 19, 28, 39, 181, 99
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 245, 19, 17, 245, 19, 10, 8, 18, 28, 38, 112, 65
INVAR-2, Run: 046, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 435, 10, 10, 335, 19, 16, 3, 19, 28, 39, 295, 156
INVAR-2, Run: 047, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 283, 16, 16, 183, 19, 14, 5, 19, 28, 39, 491, 254
INVAR-2, Run: 048, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 131, 14, 14, 131, 19, 11, 7, 19, 28, 38, 446, 232
INVAR-2, Run: 049, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 151, 11, 11, 151, 19, 11, 7, 19, 28, 38, 284, 151
INVAR-2, Run: 050, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 159, 6, 6, 159, 19, 12, 6, 19, 28, 38, 262, 140
INVAR-2, Run: 051, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 218, 7, 7, 218, 19, 9, 9, 19, 28, 38, 148, 83
INVAR-2, Run: 052, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 277, 13, 13, 177, 19, 12, 7, 19, 28, 39, 187, 102
INVAR-2, Run: 053, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 208, 5, 5, 208, 19, 12, 6, 19, 28, 38, 116, 67
INVAR-2, Run: 054, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 112, 13, 13, 112, 19, 10, 8, 19, 28, 38, 290, 154
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 153, 11, 9, 153, 19, 12, 6, 18, 28, 38, 334, 176
INVAR-2, Run: 056, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 169, 12, 12, 169, 19, 11, 7, 19, 28, 38, 556, 287
INVAR-2, Run: 057, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 224, 11, 11, 224, 19, 15, 3, 19, 28, 38, 236, 127
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 220, 9, 7, 220, 19, 13, 5, 18, 28, 38, 300, 159
INVAR-2, Run: 059, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 136, 19, 19, 136, 19, 7, 11, 19, 28, 38, 438, 228
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 224, 12, 10, 224, 19, 14, 4, 18, 28, 38, 330, 174
INVAR-2, Run: 061, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 136, 18, 18, 136, 19, 10, 8, 19, 28, 38, 446, 232
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 191, 16, 14, 191, 19, 11, 7, 18, 28, 38, 322, 170
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 374, 9, 7, 374, 19, 14, 4, 18, 28, 38, 898, 458
INVAR-2, Run: 064, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 309, 15, 15, 309, 19, 14, 4, 19, 28, 38, 220, 119
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 132, 11, 9, 132, 19, 9, 9, 18, 28, 38, 676, 347
INVAR-2, Run: 066, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 427, 14, 14, 427, 19, 14, 4, 19, 28, 38, 184, 101
INVAR-2, Run: 067, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 260, 15, 15, 260, 19, 10, 8, 19, 28, 38, 310, 164
INVAR-2, Run: 068, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 554, 17, 17, 454, 19, 14, 5, 19, 28, 39, 179, 98
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 193, 13, 11, 193, 19, 14, 4, 18, 28, 38, 238, 128
INVAR-2, Run: 070, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 178, 6, 6, 78, 19, 14, 5, 19, 28, 39, 163, 90
INVAR-2, Run: 071, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 218, 7, 7, 218, 19, 15, 3, 19, 28, 38, 310, 164
INVAR-2, Run: 072, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 407, 4, 4, 307, 19, 13, 6, 19, 28, 39, 307, 162
INVAR-2, Run: 073, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 171, 9, 9, 171, 19, 8, 10, 19, 28, 38, 266, 142
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 217, 22, 20, 217, 19, 10, 8, 18, 28, 38, 1016, 517
INVAR-2, Run: 075, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 240, 10, 10, 240, 19, 11, 7, 19, 28, 38, 272, 145
INVAR-2, Run: 076, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 131, 12, 12, 131, 19, 14, 4, 19, 28, 38, 604, 311
INVAR-2, Run: 077, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 261, 11, 11, 161, 19, 12, 7, 19, 28, 39, 203, 110
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 206, 19, 17, 206, 19, 7, 11, 18, 28, 38, 472, 245
INVAR-2, Run: 079, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 290, 10, 10, 190, 19, 15, 4, 19, 28, 39, 129, 73
INVAR-2, Run: 080, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 298, 17, 17, 298, 19, 7, 11, 19, 28, 38, 402, 210
INVAR-2, Run: 081, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 292, 15, 15, 292, 19, 15, 3, 19, 28, 38, 442, 230
INVAR-2, Run: 082, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 159, 12, 12, 159, 19, 12, 6, 19, 28, 38, 74, 46
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 361, 26, 24, 361, 19, 13, 5, 18, 28, 38, 322, 170
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 245, 20, 18, 245, 19, 9, 9, 18, 28, 38, 582, 300
INVAR-2, Run: 085, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 265, 10, 10, 265, 19, 11, 7, 19, 28, 38, 632, 325
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 72, 17, 15, 72, 19, 11, 7, 18, 28, 38, 848, 433
INVAR-2, Run: 087, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 212, 9, 9, 212, 19, 10, 8, 19, 28, 38, 98, 58
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 208, 10, 8, 208, 19, 8, 10, 18, 28, 38, 916, 467
INVAR-2, Run: 089, P, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 360, 5, 5, 260, 19, 16, 3, 19, 28, 39, 215, 116
INVAR-2, Run: 090, P, 4, 0, 0, 0, 0, 0, 0, 104, 0, 0, 1, 0, 16, 40, 386, 15, 15, 386, 20, 12, 7, 20, 28, 40, 270, 143
INVAR-2, Run: 091, P, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 87, 7, 7, 87, 19, 10, 8, 19, 28, 38, 338, 178
