Input Number, Run_Number, Result@ 100, B, F, X1, A, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 035, F, 0, 0, 0, 0, 0, 0, 612, 0, 2, 1, 2, 99, 12, 200, 4503, 80, 78, 4503, 100, 50, 49, 99, 88, 200, 4154, 2071
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 0, 617, 0, 0, 1, 0, 100, 17, 200, 4990, 74, 74, 4990, 100, 60, 39, 100, 83, 200, 3539, 1761
INVAR-10, Run: 037, F, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 5546, 72, 72, 5546, 100, 63, 36, 100, 93, 200, 2823, 1408
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 4446, 62, 62, 4446, 100, 53, 46, 100, 89, 200, 3719, 1854
INVAR-10, Run: 039, F, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 3932, 47, 47, 3932, 100, 71, 28, 100, 94, 200, 6704, 3349
INVAR-10, Run: 040, F, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 5186, 62, 62, 5186, 100, 62, 37, 100, 93, 200, 5963, 2978
INVAR-10, Run: 041, F, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5846, 66, 66, 5846, 100, 56, 43, 100, 94, 200, 4106, 2050
INVAR-10, Run: 042, F, 0, 0, 0, 0, 0, 0, 603, 0, 2, 1, 2, 99, 3, 200, 4519, 80, 78, 4519, 100, 55, 44, 99, 97, 200, 5621, 2809
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 608, 0, 2, 1, 2, 99, 8, 200, 4630, 66, 64, 4630, 100, 59, 40, 99, 92, 200, 5032, 2512
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5605, 59, 59, 5605, 100, 56, 43, 100, 89, 200, 5079, 2534
INVAR-10, Run: 045, F, 0, 0, 0, 0, 0, 0, 614, 0, 2, 1, 2, 99, 14, 200, 4225, 74, 72, 4225, 100, 65, 34, 99, 86, 200, 7610, 3798
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 0, 613, 0, 0, 1, 0, 100, 13, 200, 6342, 60, 60, 6342, 100, 63, 36, 100, 87, 200, 3855, 1921
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 4505, 74, 74, 4505, 100, 56, 43, 100, 91, 200, 3841, 1916
INVAR-10, Run: 048, F, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5574, 64, 64, 5574, 100, 68, 31, 100, 91, 200, 3891, 1941
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 0, 608, 0, 2, 1, 2, 99, 8, 200, 4010, 68, 66, 4010, 100, 63, 36, 99, 92, 200, 4866, 2429
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 4048, 82, 82, 4048, 100, 62, 37, 100, 90, 200, 4292, 2141
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5223, 59, 59, 5223, 100, 64, 35, 100, 92, 200, 4510, 2251
INVAR-10, Run: 052, F, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5709, 78, 78, 5709, 100, 62, 37, 100, 91, 200, 4209, 2100
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 0, 608, 0, 2, 1, 2, 99, 8, 200, 6336, 67, 65, 6336, 100, 65, 34, 99, 92, 200, 6400, 3196
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5203, 62, 62, 5203, 100, 55, 44, 100, 94, 200, 4886, 2440
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 0, 613, 0, 2, 1, 2, 99, 13, 200, 4767, 64, 62, 4767, 100, 65, 34, 99, 87, 200, 4721, 2354
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 613, 0, 0, 1, 0, 100, 13, 200, 5564, 59, 59, 5564, 100, 65, 34, 100, 87, 200, 4851, 2419
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5591, 59, 59, 5591, 100, 63, 36, 100, 92, 200, 4734, 2363
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 0, 604, 0, 0, 1, 0, 100, 4, 200, 5451, 59, 59, 5451, 100, 70, 29, 100, 96, 200, 4062, 2029
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 0, 612, 0, 0, 1, 0, 100, 12, 200, 5398, 73, 73, 5398, 100, 60, 39, 100, 88, 200, 4792, 2390
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 6312, 59, 59, 6312, 100, 72, 27, 100, 92, 200, 5290, 2641
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 4417, 50, 50, 4417, 100, 54, 45, 100, 91, 200, 3341, 1666
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 4869, 60, 60, 4869, 100, 62, 37, 100, 86, 200, 5064, 2525
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 0, 614, 0, 2, 1, 2, 99, 14, 200, 5585, 79, 77, 5585, 100, 70, 29, 99, 86, 200, 4614, 2300
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 4382, 64, 64, 4382, 100, 62, 37, 100, 92, 200, 4350, 2171
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 0, 606, 0, 2, 1, 2, 99, 6, 200, 4334, 77, 75, 4334, 100, 54, 45, 99, 94, 200, 3158, 1576
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 6649, 63, 63, 6649, 100, 58, 41, 100, 91, 200, 4411, 2201
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 0, 612, 0, 0, 1, 0, 100, 12, 200, 5470, 67, 67, 5470, 100, 59, 40, 100, 88, 200, 3432, 1710
INVAR-10, Run: 068, F, 0, 0, 0, 0, 0, 0, 605, 0, 2, 1, 2, 99, 5, 200, 4173, 70, 68, 4173, 100, 58, 41, 99, 95, 200, 3827, 1911
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 0, 616, 0, 0, 1, 0, 100, 16, 200, 5440, 65, 65, 5440, 100, 67, 32, 100, 84, 200, 5338, 2661
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 0, 612, 0, 0, 1, 0, 100, 12, 200, 5269, 55, 55, 5269, 100, 67, 32, 100, 88, 200, 3454, 1721
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 0, 608, 0, 2, 1, 2, 99, 8, 200, 4617, 52, 50, 4617, 100, 54, 45, 99, 92, 200, 3114, 1553
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 4892, 61, 61, 4892, 100, 64, 35, 100, 91, 200, 4189, 2090
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 0, 608, 0, 2, 1, 2, 99, 8, 200, 5079, 54, 52, 5079, 100, 57, 42, 99, 92, 200, 3352, 1672
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 6480, 76, 76, 6480, 100, 59, 40, 100, 92, 200, 4562, 2277
INVAR-10, Run: 075, F, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 4766, 64, 64, 4766, 100, 59, 40, 100, 93, 200, 4333, 2163
INVAR-10, Run: 076, F, 0, 0, 0, 0, 0, 0, 612, 0, 2, 1, 2, 99, 12, 200, 4850, 67, 65, 4850, 100, 68, 31, 99, 88, 200, 5376, 2682
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 0, 611, 0, 2, 1, 2, 99, 11, 200, 4411, 72, 70, 4411, 100, 61, 38, 99, 89, 200, 3271, 1630
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 6541, 70, 70, 6541, 100, 43, 56, 100, 89, 200, 4783, 2386
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5011, 79, 79, 5011, 100, 58, 41, 100, 94, 200, 4326, 2160
INVAR-10, Run: 080, F, 0, 0, 0, 0, 0, 0, 615, 0, 0, 1, 0, 100, 15, 200, 5119, 63, 63, 5119, 100, 70, 29, 100, 85, 200, 3571, 1778
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 5812, 58, 56, 5812, 100, 68, 31, 99, 90, 200, 4596, 2293
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5357, 71, 71, 5357, 100, 63, 36, 100, 91, 200, 4315, 2153
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5227, 57, 57, 5227, 100, 68, 31, 100, 92, 200, 3792, 1892
INVAR-10, Run: 084, F, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5863, 74, 74, 5863, 100, 64, 35, 100, 94, 200, 3892, 1943
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5364, 72, 72, 5364, 100, 56, 43, 100, 92, 200, 3920, 1956
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 5770, 63, 63, 5770, 100, 64, 35, 100, 93, 200, 3997, 1995
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 4427, 73, 71, 4427, 100, 62, 37, 99, 90, 200, 3414, 1702
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 3489, 72, 72, 3489, 100, 61, 38, 100, 92, 200, 3582, 1787
INVAR-10, Run: 089, F, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 5728, 58, 56, 5728, 100, 63, 36, 99, 90, 200, 4460, 2225
INVAR-10, Run: 090, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 4581, 57, 57, 4581, 100, 66, 33, 100, 92, 200, 3966, 1979
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 4097, 72, 70, 4097, 100, 55, 44, 99, 90, 200, 3468, 1729
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 5888, 86, 86, 5888, 100, 64, 35, 100, 86, 200, 5514, 2750
INVAR-10, Run: 093, F, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5061, 79, 79, 5061, 100, 67, 32, 100, 92, 200, 3598, 1795
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5168, 62, 62, 5168, 100, 63, 36, 100, 89, 200, 3977, 1983
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 0, 611, 0, 2, 1, 2, 99, 11, 200, 4777, 66, 64, 4777, 100, 52, 47, 99, 89, 200, 3827, 1908
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 6477, 73, 73, 6477, 100, 64, 35, 100, 93, 200, 4535, 2264
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 0, 614, 0, 2, 1, 2, 99, 14, 200, 4263, 63, 61, 4263, 100, 60, 39, 99, 86, 200, 4992, 2489
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5514, 61, 61, 5514, 100, 57, 42, 100, 94, 200, 4742, 2368
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 5339, 73, 73, 5339, 100, 58, 41, 100, 90, 200, 4226, 2108
INVAR-10, Run: 100, F, 0, 0, 0, 0, 0, 0, 612, 0, 0, 1, 0, 100, 12, 200, 4390, 76, 76, 4390, 100, 65, 34, 100, 88, 200, 5650, 2819
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 554, 23, 21, 554, 28, 16, 11, 27, 23, 56, 775, 385
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 0, 177, 0, 0, 1, 0, 28, 9, 56, 413, 13, 13, 413, 28, 20, 7, 28, 19, 56, 505, 248
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 674, 21, 21, 674, 28, 15, 12, 28, 22, 56, 506, 250
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 520, 13, 13, 520, 28, 17, 10, 28, 25, 56, 539, 268
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 851, 37, 37, 851, 28, 13, 14, 28, 23, 56, 495, 245
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 872, 15, 15, 872, 28, 18, 9, 28, 24, 56, 1400, 698
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 664, 19, 17, 664, 28, 16, 11, 27, 23, 56, 421, 208
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 544, 20, 20, 544, 28, 17, 10, 28, 21, 56, 453, 223
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 484, 12, 12, 484, 28, 19, 8, 28, 20, 56, 522, 257
INVAR-2, Run: 010, F, 0, 0, 0, 0, 0, 0, 169, 0, 2, 1, 2, 27, 1, 56, 537, 10, 8, 537, 28, 18, 9, 27, 27, 56, 489, 244
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 781, 20, 20, 781, 28, 18, 9, 28, 24, 56, 514, 255
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 857, 11, 11, 857, 28, 16, 11, 28, 25, 56, 567, 282
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 904, 20, 18, 904, 28, 14, 13, 27, 24, 56, 400, 198
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 177, 0, 2, 1, 2, 27, 9, 56, 423, 15, 13, 423, 28, 13, 14, 27, 19, 56, 457, 224
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 0, 177, 0, 2, 1, 2, 27, 9, 56, 686, 18, 16, 686, 28, 22, 5, 27, 19, 56, 781, 386
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 540, 14, 14, 540, 28, 18, 9, 28, 22, 56, 490, 242
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 794, 24, 24, 794, 28, 19, 8, 28, 26, 56, 460, 229
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 0, 169, 0, 2, 1, 2, 27, 1, 56, 666, 22, 20, 666, 28, 12, 15, 27, 27, 56, 459, 229
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 952, 32, 32, 952, 28, 15, 12, 28, 20, 56, 560, 276
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 844, 11, 11, 844, 28, 21, 6, 28, 21, 56, 365, 179
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 805, 17, 17, 805, 28, 18, 9, 28, 20, 56, 788, 390
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 550, 15, 15, 550, 28, 21, 6, 28, 24, 56, 670, 333
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 705, 25, 25, 705, 28, 14, 13, 28, 23, 56, 789, 392
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 0, 177, 0, 2, 1, 2, 27, 9, 56, 713, 15, 13, 713, 28, 19, 8, 27, 19, 56, 605, 298
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 0, 178, 0, 4, 1, 4, 26, 10, 56, 519, 21, 17, 519, 28, 18, 9, 26, 18, 56, 250, 120
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 637, 14, 14, 637, 28, 18, 9, 28, 24, 56, 542, 269
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 606, 22, 22, 606, 28, 15, 12, 28, 26, 56, 358, 178
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 484, 20, 18, 484, 28, 16, 11, 27, 26, 56, 670, 334
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 522, 12, 12, 522, 28, 20, 7, 28, 25, 56, 733, 365
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 882, 19, 19, 882, 28, 17, 10, 28, 21, 56, 643, 318
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 724, 21, 21, 724, 28, 15, 12, 28, 24, 56, 458, 227
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 0, 176, 0, 2, 1, 2, 27, 8, 56, 710, 23, 21, 710, 28, 17, 10, 27, 20, 56, 434, 213
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 598, 10, 10, 598, 28, 20, 7, 28, 25, 56, 349, 173
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 854, 22, 22, 854, 28, 12, 15, 28, 21, 56, 387, 190
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 590, 18, 18, 590, 28, 16, 11, 28, 23, 56, 631, 313
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 703, 17, 17, 703, 28, 21, 6, 28, 20, 56, 676, 334
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 915, 29, 29, 915, 28, 15, 12, 28, 25, 56, 969, 483
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 591, 13, 13, 591, 28, 15, 12, 28, 24, 56, 688, 342
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 594, 18, 18, 594, 28, 16, 11, 28, 26, 56, 668, 333
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 780, 26, 26, 780, 28, 18, 9, 28, 20, 56, 1032, 512
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 759, 19, 19, 759, 28, 15, 12, 28, 22, 56, 522, 258
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 458, 11, 11, 458, 28, 19, 8, 28, 25, 56, 573, 285
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 630, 15, 15, 630, 28, 20, 7, 28, 26, 56, 342, 170
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 852, 21, 19, 852, 28, 19, 8, 27, 23, 56, 789, 392
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 502, 20, 20, 502, 28, 14, 13, 28, 25, 56, 543, 270
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 633, 24, 24, 633, 28, 14, 13, 28, 26, 56, 704, 351
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 663, 29, 27, 663, 28, 16, 11, 27, 24, 56, 602, 299
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 643, 18, 18, 643, 28, 18, 9, 28, 25, 56, 299, 148
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 0, 177, 0, 0, 1, 0, 28, 9, 56, 764, 16, 16, 764, 28, 16, 11, 28, 19, 56, 273, 132
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 0, 177, 0, 0, 1, 0, 28, 9, 56, 972, 11, 11, 972, 28, 17, 10, 28, 19, 56, 435, 213
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 1034, 16, 16, 1034, 28, 13, 14, 28, 25, 56, 475, 236
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 521, 14, 14, 521, 28, 13, 14, 28, 21, 56, 715, 354
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 674, 18, 18, 674, 28, 14, 13, 28, 22, 56, 428, 211
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 583, 18, 18, 583, 28, 13, 14, 28, 25, 56, 855, 426
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 789, 15, 15, 789, 28, 18, 9, 28, 24, 56, 744, 370
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 592, 23, 21, 592, 28, 14, 13, 27, 24, 56, 740, 368
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 523, 28, 28, 523, 28, 19, 8, 28, 21, 56, 349, 171
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 1069, 15, 15, 1069, 28, 12, 15, 28, 25, 56, 485, 241
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 852, 13, 13, 852, 28, 18, 9, 28, 21, 56, 465, 229
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27, 3, 56, 464, 22, 20, 464, 28, 16, 11, 27, 25, 56, 347, 172
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 421, 19, 19, 421, 28, 14, 13, 28, 22, 56, 654, 324
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 608, 12, 12, 608, 28, 21, 6, 28, 25, 56, 341, 169
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 518, 11, 11, 518, 28, 17, 10, 28, 24, 56, 326, 161
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 732, 11, 9, 732, 28, 14, 13, 27, 24, 56, 470, 233
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 709, 25, 25, 709, 28, 24, 3, 28, 24, 56, 668, 332
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 806, 17, 15, 806, 28, 18, 9, 27, 24, 56, 456, 226
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 0, 178, 0, 2, 1, 2, 27, 10, 56, 947, 24, 22, 947, 28, 23, 4, 27, 18, 56, 520, 255
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 607, 18, 18, 607, 28, 19, 8, 28, 23, 56, 471, 233
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 603, 18, 18, 603, 28, 16, 11, 28, 21, 56, 663, 328
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 624, 14, 12, 624, 28, 19, 8, 27, 24, 56, 374, 185
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 615, 21, 21, 615, 28, 18, 9, 28, 24, 56, 420, 208
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 28, 0, 56, 655, 24, 24, 655, 28, 17, 10, 28, 28, 56, 568, 284
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 660, 18, 18, 660, 28, 21, 6, 28, 20, 56, 532, 262
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 740, 20, 20, 740, 28, 15, 12, 28, 26, 56, 332, 165
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 351, 18, 16, 351, 28, 11, 16, 27, 24, 56, 890, 443
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 567, 23, 21, 567, 28, 17, 10, 27, 23, 56, 531, 263
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 633, 17, 17, 633, 28, 15, 12, 28, 23, 56, 475, 235
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 660, 13, 13, 660, 28, 17, 10, 28, 25, 56, 591, 294
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 673, 18, 18, 673, 28, 17, 10, 28, 22, 56, 520, 257
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 781, 18, 18, 781, 28, 21, 6, 28, 25, 56, 857, 427
