Input Number, Run_Number, Result@ 100, B, F, X1, A, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 768, 9, 9, 768, 28, 20, 7, 28, 24, 56, 526, 261
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 667, 33, 31, 667, 28, 15, 12, 27, 23, 56, 635, 315
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 581, 16, 16, 581, 28, 15, 12, 28, 23, 56, 507, 251
INVAR-2, Run: 084, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 759, 14, 14, 759, 28, 22, 5, 28, 25, 56, 413, 205
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 599, 16, 16, 599, 28, 17, 10, 28, 24, 56, 452, 224
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 1083, 20, 20, 1083, 28, 12, 15, 28, 24, 56, 678, 337
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27, 3, 56, 690, 16, 14, 690, 28, 14, 13, 27, 25, 56, 379, 188
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 652, 12, 12, 652, 28, 18, 9, 28, 23, 56, 905, 450
INVAR-2, Run: 089, F, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 419, 23, 21, 419, 28, 14, 13, 27, 26, 56, 480, 239
INVAR-2, Run: 090, F, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 768, 16, 14, 768, 28, 20, 7, 27, 26, 56, 430, 214
INVAR-2, Run: 091, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 501, 24, 24, 501, 28, 18, 9, 28, 23, 56, 693, 344
INVAR-2, Run: 092, F, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 472, 17, 17, 472, 28, 20, 7, 28, 25, 56, 417, 207
INVAR-2, Run: 093, F, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 848, 25, 23, 848, 28, 17, 10, 27, 24, 56, 382, 189
INVAR-2, Run: 094, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 688, 17, 17, 688, 28, 23, 4, 28, 24, 56, 410, 203
INVAR-2, Run: 095, F, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 899, 21, 21, 899, 28, 19, 8, 28, 23, 56, 543, 269
INVAR-2, Run: 096, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 784, 20, 20, 784, 28, 16, 11, 28, 21, 56, 793, 393
INVAR-2, Run: 097, F, 0, 0, 0, 0, 0, 0, 174, 0, 2, 1, 2, 27, 6, 56, 543, 15, 13, 543, 28, 17, 10, 27, 22, 56, 556, 275
INVAR-2, Run: 098, F, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 1009, 14, 14, 1009, 28, 18, 9, 28, 24, 56, 400, 198
INVAR-2, Run: 099, F, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 619, 19, 17, 619, 28, 20, 7, 27, 26, 56, 508, 253
INVAR-2, Run: 100, F, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 657, 28, 28, 657, 28, 16, 11, 28, 21, 56, 521, 257
INVAR-3, Run: 001, F, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82, 5, 164, 4300, 60, 60, 4300, 82, 60, 21, 82, 77, 164, 3385, 1690
INVAR-3, Run: 002, F, 0, 0, 0, 0, 0, 0, 498, 0, 2, 1, 2, 81, 6, 164, 4341, 76, 74, 4341, 82, 47, 34, 81, 76, 164, 4298, 2146
INVAR-3, Run: 003, F, 0, 0, 0, 0, 0, 0, 502, 0, 2, 1, 2, 81, 10, 164, 4332, 50, 48, 4332, 82, 59, 22, 81, 72, 164, 2896, 1443
INVAR-3, Run: 004, F, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81, 9, 164, 3094, 48, 46, 3094, 82, 62, 19, 81, 73, 164, 3781, 1886
INVAR-3, Run: 005, F, 0, 0, 0, 0, 0, 0, 508, 0, 2, 1, 2, 81, 16, 164, 4053, 61, 59, 4053, 82, 54, 27, 81, 66, 164, 6020, 3002
INVAR-3, Run: 006, F, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82, 5, 164, 4534, 53, 53, 4534, 82, 47, 34, 82, 77, 164, 4353, 2174
INVAR-3, Run: 007, F, 0, 0, 0, 0, 0, 0, 494, 0, 2, 1, 2, 81, 2, 164, 2628, 59, 57, 2628, 82, 47, 34, 81, 80, 164, 3262, 1630
INVAR-3, Run: 008, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82, 8, 164, 3865, 54, 54, 3865, 82, 52, 29, 82, 74, 164, 3490, 1741
INVAR-3, Run: 009, F, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81, 9, 164, 4139, 55, 53, 4139, 82, 50, 31, 81, 73, 164, 3379, 1685
INVAR-3, Run: 010, F, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 82, 16, 164, 3769, 57, 57, 3769, 82, 50, 31, 82, 66, 164, 3038, 1511
INVAR-3, Run: 011, F, 0, 0, 0, 0, 0, 0, 498, 0, 2, 1, 2, 81, 6, 164, 3646, 73, 71, 3646, 82, 44, 37, 81, 76, 164, 2484, 1239
INVAR-3, Run: 012, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3513, 48, 48, 3513, 82, 53, 28, 82, 76, 164, 4258, 2126
INVAR-3, Run: 013, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 4619, 42, 42, 4619, 82, 53, 28, 82, 73, 164, 5277, 2634
INVAR-3, Run: 014, F, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82, 11, 164, 4979, 50, 50, 4979, 82, 56, 25, 82, 71, 164, 2695, 1342
INVAR-3, Run: 015, F, 0, 0, 0, 0, 0, 0, 503, 0, 2, 1, 2, 81, 11, 164, 3649, 54, 52, 3649, 82, 47, 34, 81, 71, 164, 5417, 2703
INVAR-3, Run: 016, F, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 82, 10, 164, 4511, 51, 51, 4511, 82, 55, 26, 82, 72, 164, 3778, 1884
INVAR-3, Run: 017, F, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 82, 16, 164, 4172, 40, 40, 4172, 82, 51, 30, 82, 66, 164, 3058, 1521
INVAR-3, Run: 018, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3562, 45, 45, 3562, 82, 48, 33, 82, 73, 164, 2969, 1480
INVAR-3, Run: 019, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3413, 66, 66, 3413, 82, 47, 34, 82, 76, 164, 2922, 1458
INVAR-3, Run: 020, F, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 81, 8, 164, 4248, 52, 50, 4248, 82, 49, 32, 81, 74, 164, 3302, 1647
INVAR-3, Run: 021, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82, 8, 164, 3431, 45, 45, 3431, 82, 55, 26, 82, 74, 164, 3016, 1504
INVAR-3, Run: 022, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82, 8, 164, 4062, 54, 54, 4062, 82, 51, 30, 82, 74, 164, 6378, 3185
INVAR-3, Run: 023, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3862, 47, 47, 3862, 82, 59, 22, 82, 75, 164, 2969, 1481
INVAR-3, Run: 024, F, 0, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 82, 14, 164, 3728, 70, 70, 3728, 82, 45, 36, 82, 68, 164, 3344, 1665
INVAR-3, Run: 025, F, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82, 11, 164, 3578, 51, 51, 3578, 82, 48, 33, 82, 71, 164, 3815, 1902
INVAR-3, Run: 026, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 4336, 66, 66, 4336, 82, 50, 31, 82, 76, 164, 4064, 2029
INVAR-3, Run: 027, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3310, 47, 47, 3310, 82, 52, 29, 82, 76, 164, 3116, 1555
INVAR-3, Run: 028, F, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 82, 10, 164, 2974, 58, 58, 2974, 82, 52, 29, 82, 72, 164, 2624, 1307
INVAR-3, Run: 029, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3438, 70, 70, 3438, 82, 49, 32, 82, 76, 164, 2458, 1226
INVAR-3, Run: 030, F, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82, 11, 164, 4555, 59, 59, 4555, 82, 53, 28, 82, 71, 164, 3397, 1693
INVAR-3, Run: 031, F, 0, 0, 0, 0, 0, 0, 502, 0, 2, 1, 2, 81, 10, 164, 4299, 66, 64, 4299, 82, 54, 27, 81, 72, 164, 3304, 1647
INVAR-3, Run: 032, F, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82, 5, 164, 3911, 47, 47, 3911, 82, 55, 26, 82, 77, 164, 2743, 1369
INVAR-3, Run: 033, F, 0, 0, 0, 0, 0, 0, 502, 0, 2, 1, 2, 81, 10, 164, 3580, 50, 48, 3580, 82, 64, 17, 81, 72, 164, 3366, 1678
INVAR-3, Run: 034, F, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82, 13, 164, 3517, 61, 61, 3517, 82, 50, 31, 82, 69, 164, 3537, 1762
INVAR-3, Run: 035, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82, 8, 164, 2827, 50, 50, 2827, 82, 47, 34, 82, 74, 164, 2384, 1188
INVAR-3, Run: 036, F, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81, 9, 164, 3427, 59, 57, 3427, 82, 46, 35, 81, 73, 164, 4275, 2133
INVAR-3, Run: 037, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3410, 55, 55, 3410, 82, 53, 28, 82, 73, 164, 2567, 1279
INVAR-3, Run: 038, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 4353, 55, 55, 4353, 82, 45, 36, 82, 75, 164, 3931, 1962
INVAR-3, Run: 039, F, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81, 9, 164, 4389, 39, 37, 4389, 82, 57, 24, 81, 73, 164, 3479, 1735
INVAR-3, Run: 040, F, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 81, 8, 164, 3981, 62, 60, 3981, 82, 46, 35, 81, 74, 164, 2846, 1419
INVAR-3, Run: 041, F, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82, 12, 164, 4366, 62, 62, 4366, 82, 53, 28, 82, 70, 164, 3468, 1728
INVAR-3, Run: 042, F, 0, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 81, 12, 164, 3924, 69, 67, 3924, 82, 56, 25, 81, 70, 164, 3384, 1686
INVAR-3, Run: 043, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 4545, 56, 56, 4545, 82, 56, 25, 82, 75, 164, 3321, 1657
INVAR-3, Run: 044, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3513, 49, 49, 3513, 82, 51, 30, 82, 75, 164, 2307, 1150
INVAR-3, Run: 045, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 4081, 50, 50, 4081, 82, 50, 31, 82, 76, 164, 2228, 1111
INVAR-3, Run: 046, F, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 82, 10, 164, 3622, 43, 43, 3622, 82, 55, 26, 82, 72, 164, 2836, 1413
INVAR-3, Run: 047, F, 0, 0, 0, 0, 0, 0, 499, 0, 2, 1, 2, 81, 7, 164, 3332, 64, 62, 3332, 82, 52, 29, 81, 75, 164, 2539, 1266
INVAR-3, Run: 048, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3757, 57, 57, 3757, 82, 50, 31, 82, 75, 164, 3029, 1511
INVAR-3, Run: 049, F, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 81, 8, 164, 4002, 54, 52, 4002, 82, 54, 27, 81, 74, 164, 3672, 1832
INVAR-3, Run: 050, F, 0, 0, 0, 0, 0, 0, 496, 0, 2, 1, 2, 81, 4, 164, 3550, 58, 56, 3550, 82, 55, 26, 81, 78, 164, 3394, 1695
INVAR-3, Run: 051, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 4770, 71, 71, 4770, 82, 48, 33, 82, 73, 164, 4025, 2008
INVAR-3, Run: 052, F, 0, 0, 0, 0, 0, 0, 505, 0, 2, 1, 2, 81, 13, 164, 4570, 47, 45, 4570, 82, 53, 28, 81, 69, 164, 3101, 1544
INVAR-3, Run: 053, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3652, 56, 56, 3652, 82, 45, 36, 82, 73, 164, 2393, 1192
INVAR-3, Run: 054, F, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81, 9, 164, 3720, 60, 58, 3720, 82, 56, 25, 81, 73, 164, 1989, 990
INVAR-3, Run: 055, F, 0, 0, 0, 0, 0, 0, 499, 0, 2, 1, 2, 81, 7, 164, 3327, 55, 53, 3327, 82, 46, 35, 81, 75, 164, 2265, 1129
INVAR-3, Run: 056, F, 0, 0, 0, 0, 0, 0, 503, 0, 2, 1, 2, 81, 11, 164, 3457, 59, 57, 3457, 82, 49, 32, 81, 71, 164, 2631, 1310
INVAR-3, Run: 057, F, 0, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 81, 12, 164, 3128, 44, 42, 3128, 82, 49, 32, 81, 70, 164, 4188, 2088
INVAR-3, Run: 058, F, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82, 11, 164, 3662, 59, 59, 3662, 82, 51, 30, 82, 71, 164, 3401, 1695
INVAR-3, Run: 059, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3373, 65, 65, 3373, 82, 54, 27, 82, 75, 164, 3175, 1584
INVAR-3, Run: 060, F, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82, 11, 164, 3531, 42, 42, 3531, 82, 62, 19, 82, 71, 164, 2207, 1098
INVAR-3, Run: 061, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3381, 60, 60, 3381, 82, 57, 24, 82, 73, 164, 2537, 1264
INVAR-3, Run: 062, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3241, 52, 52, 3241, 82, 46, 35, 82, 75, 164, 3491, 1742
INVAR-3, Run: 063, F, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82, 11, 164, 3517, 66, 66, 3517, 82, 44, 37, 82, 71, 164, 2147, 1068
INVAR-3, Run: 064, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3970, 68, 68, 3970, 82, 54, 27, 82, 75, 164, 3339, 1666
INVAR-3, Run: 065, F, 0, 0, 0, 0, 0, 0, 502, 0, 4, 1, 4, 80, 10, 164, 3919, 64, 60, 3919, 82, 56, 25, 80, 72, 164, 3770, 1880
INVAR-3, Run: 066, F, 0, 0, 0, 0, 0, 0, 494, 0, 0, 1, 0, 82, 2, 164, 3755, 50, 50, 3755, 82, 48, 33, 82, 80, 164, 3984, 1991
INVAR-3, Run: 067, F, 0, 0, 0, 0, 0, 0, 499, 0, 2, 1, 2, 81, 7, 164, 2447, 60, 58, 2447, 82, 50, 31, 81, 75, 164, 3129, 1561
INVAR-3, Run: 068, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3810, 53, 53, 3810, 82, 58, 23, 82, 76, 164, 3046, 1520
INVAR-3, Run: 069, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3572, 55, 55, 3572, 82, 47, 34, 82, 73, 164, 2877, 1434
INVAR-3, Run: 070, F, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82, 13, 164, 4506, 50, 50, 4506, 82, 58, 23, 82, 69, 164, 2805, 1396
INVAR-3, Run: 071, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82, 8, 164, 4410, 44, 44, 4410, 82, 48, 33, 82, 74, 164, 3390, 1691
INVAR-3, Run: 072, F, 0, 0, 0, 0, 0, 0, 509, 0, 2, 1, 2, 81, 17, 164, 3310, 50, 48, 3310, 82, 51, 30, 81, 65, 164, 2629, 1306
INVAR-3, Run: 073, F, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82, 5, 164, 3877, 77, 77, 3877, 82, 45, 36, 82, 77, 164, 3197, 1596
INVAR-3, Run: 074, F, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 81, 8, 164, 5100, 54, 52, 5100, 82, 52, 29, 81, 74, 164, 3218, 1605
INVAR-3, Run: 075, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 4121, 55, 55, 4121, 82, 56, 25, 82, 76, 164, 3644, 1819
INVAR-3, Run: 076, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3789, 40, 40, 3789, 82, 54, 27, 82, 73, 164, 3111, 1551
INVAR-3, Run: 077, F, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82, 12, 164, 3466, 55, 55, 3466, 82, 43, 38, 82, 70, 164, 1846, 917
INVAR-3, Run: 078, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 4372, 39, 39, 4372, 82, 52, 29, 82, 75, 164, 3975, 1984
INVAR-3, Run: 079, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 4071, 55, 55, 4071, 82, 56, 25, 82, 73, 164, 3171, 1581
INVAR-3, Run: 080, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3114, 59, 59, 3114, 82, 60, 21, 82, 76, 164, 3102, 1548
INVAR-3, Run: 081, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3894, 54, 54, 3894, 82, 50, 31, 82, 75, 164, 2599, 1296
INVAR-3, Run: 082, F, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82, 7, 164, 3745, 49, 49, 3745, 82, 53, 28, 82, 75, 164, 3605, 1799
INVAR-3, Run: 083, F, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81, 9, 164, 4844, 69, 67, 4844, 82, 60, 21, 81, 73, 164, 4201, 2096
INVAR-3, Run: 084, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3850, 54, 54, 3850, 82, 49, 32, 82, 73, 164, 2641, 1316
INVAR-3, Run: 085, F, 0, 0, 0, 0, 0, 0, 495, 0, 0, 1, 0, 82, 3, 164, 3066, 71, 71, 3066, 82, 47, 34, 82, 79, 164, 2471, 1234
INVAR-3, Run: 086, F, 0, 0, 0, 0, 0, 0, 499, 0, 2, 1, 2, 81, 7, 164, 3655, 59, 57, 3655, 82, 44, 37, 81, 75, 164, 2919, 1456
INVAR-3, Run: 087, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 4899, 32, 32, 4899, 82, 57, 24, 82, 76, 164, 2624, 1309
INVAR-3, Run: 088, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3069, 66, 66, 3069, 82, 64, 17, 82, 73, 164, 2993, 1492
INVAR-3, Run: 089, F, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82, 5, 164, 3295, 47, 47, 3295, 82, 56, 25, 82, 77, 164, 3059, 1527
INVAR-3, Run: 090, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3342, 58, 58, 3342, 82, 55, 26, 82, 76, 164, 3062, 1528
INVAR-3, Run: 091, F, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82, 9, 164, 3963, 70, 70, 3963, 82, 54, 27, 82, 73, 164, 2465, 1228
INVAR-3, Run: 092, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 4408, 51, 51, 4408, 82, 60, 21, 82, 76, 164, 3130, 1562
INVAR-3, Run: 093, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82, 8, 164, 4334, 50, 50, 4334, 82, 47, 34, 82, 74, 164, 3444, 1718
INVAR-3, Run: 094, F, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82, 13, 164, 3951, 84, 84, 3951, 82, 50, 31, 82, 69, 164, 3001, 1494
INVAR-3, Run: 095, F, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82, 13, 164, 3162, 47, 47, 3162, 82, 45, 36, 82, 69, 164, 2937, 1462
INVAR-3, Run: 096, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82, 6, 164, 3488, 42, 42, 3488, 82, 60, 21, 82, 76, 164, 3340, 1667
INVAR-3, Run: 097, F, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82, 13, 164, 3418, 51, 51, 3418, 82, 54, 27, 82, 69, 164, 4199, 2093
INVAR-3, Run: 098, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82, 8, 164, 4112, 67, 67, 4112, 82, 47, 34, 82, 74, 164, 2492, 1242
INVAR-3, Run: 099, F, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82, 13, 164, 3481, 48, 48, 3481, 82, 58, 23, 82, 69, 164, 3191, 1589
INVAR-3, Run: 100, F, 0, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 81, 12, 164, 3733, 57, 55, 3733, 82, 48, 33, 81, 70, 164, 2850, 1419
INVAR-4, Run: 001, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 537, 14, 14, 414, 19, 12, 7, 19, 14, 39, 302, 148
INVAR-4, Run: 002, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 709, 16, 16, 587, 19, 15, 4, 19, 15, 39, 489, 242
INVAR-4, Run: 003, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 423, 10, 10, 303, 19, 16, 3, 19, 17, 39, 177, 87
INVAR-4, Run: 004, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 456, 19, 19, 335, 19, 14, 5, 19, 16, 39, 178, 87
INVAR-4, Run: 005, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 458, 16, 16, 338, 19, 12, 7, 19, 17, 39, 379, 188
INVAR-4, Run: 006, P, 0, 1, 0, 1, 0, 1, 0, 118, 118, 0, 0, 19, 0, 39, 502, 11, 11, 384, 19, 14, 5, 19, 19, 39, 265, 132
INVAR-4, Run: 007, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 613, 18, 18, 491, 19, 17, 2, 19, 15, 39, 357, 176
INVAR-4, Run: 008, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 491, 12, 12, 370, 19, 15, 4, 19, 16, 39, 322, 159
INVAR-4, Run: 009, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 625, 17, 17, 504, 19, 9, 10, 19, 16, 39, 404, 200
INVAR-4, Run: 010, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 616, 17, 17, 495, 19, 15, 4, 19, 16, 39, 350, 173
INVAR-4, Run: 011, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 499, 21, 21, 376, 19, 13, 6, 19, 14, 39, 508, 251
INVAR-4, Run: 012, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 576, 14, 14, 454, 19, 15, 4, 19, 15, 39, 275, 135
INVAR-4, Run: 013, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 449, 25, 25, 329, 19, 13, 6, 19, 17, 39, 129, 63
INVAR-4, Run: 014, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 407, 6, 6, 288, 19, 14, 5, 19, 18, 39, 330, 164
INVAR-4, Run: 015, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 707, 16, 16, 586, 19, 14, 5, 19, 16, 39, 270, 133
INVAR-4, Run: 016, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 349, 11, 11, 227, 19, 10, 9, 19, 15, 39, 319, 157
INVAR-4, Run: 017, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 411, 14, 14, 290, 19, 12, 7, 19, 16, 39, 236, 116
INVAR-4, Run: 018, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 643, 14, 14, 520, 19, 12, 7, 19, 14, 39, 374, 184
INVAR-4, Run: 019, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 572, 17, 17, 451, 19, 12, 7, 19, 16, 39, 242, 119
INVAR-4, Run: 020, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 398, 10, 10, 278, 19, 18, 1, 19, 17, 39, 211, 104
INVAR-4, Run: 021, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 604, 11, 11, 483, 19, 9, 10, 19, 16, 39, 226, 111
INVAR-4, Run: 022, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 670, 17, 17, 549, 19, 13, 6, 19, 16, 39, 132, 64
INVAR-4, Run: 023, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 534, 17, 17, 413, 19, 12, 7, 19, 16, 39, 210, 103
INVAR-4, Run: 024, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 641, 15, 15, 518, 19, 9, 10, 19, 14, 39, 446, 220
