Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
M1,1,100,67,0,0,0,67
M1,10,100,74,0,0,0,74
M1,11,100,74,0,0,0,74
M1,12,100,81,0,0,0,81
M1,2,100,73,0,0,0,73
M1,3,100,69,0,0,0,69
M1,4,100,67,0,0,0,67
M1,5,100,65,0,0,0,65
M1,6,100,64,0,0,0,64
M1,7,100,67,0,0,0,67
M1,8,100,68,0,0,0,68
M1,9,100,73,0,0,0,73
M2,1,100,44,0,0,0,44
M2,10,100,49,0,0,0,49
M2,11,100,56,0,0,0,56
M2,12,100,51,0,0,0,51
M2,2,100,47,0,0,0,47
M2,3,100,52,0,0,0,52
M2,4,100,46,0,0,0,46
M2,5,100,52,0,0,0,52
M2,6,100,45,0,0,0,45
M2,7,100,39,0,0,0,39
M2,8,100,38,0,0,0,38
M2,9,100,44,0,0,0,44
M3,1,100,33,0,0,0,33
M3,10,100,33,0,0,0,33
M3,11,100,25,0,0,0,25
M3,12,100,32,0,0,0,32
M3,13,100,29,0,0,0,29
M3,14,100,20,0,0,0,20
M3,15,100,23,0,0,0,23
M3,16,100,19,0,0,0,19
M3,17,100,36,0,0,0,36
M3,18,100,31,0,0,0,31
M3,19,100,22,0,0,0,22
M3,2,100,27,0,0,0,27
M3,20,100,33,0,0,0,33
M3,21,100,18,0,0,0,18
M3,22,100,28,0,0,0,28
M3,3,100,34,0,0,0,34
M3,4,100,35,0,0,0,35
M3,5,100,31,0,0,0,31
M3,6,100,28,0,0,0,28
M3,7,100,33,0,0,0,33
M3,8,100,27,0,0,0,27
M3,9,100,23,0,0,0,23
M4,1,100,54,0,0,0,54
M4,10,100,56,0,0,0,56
M4,11,100,49,0,0,0,49
M4,12,100,50,0,0,0,50
M4,13,100,50,0,0,0,50
M4,14,100,43,0,0,0,43
M4,15,100,52,0,0,0,52
M4,16,100,50,0,0,0,50
M4,17,100,62,0,0,0,62
M4,18,100,52,0,0,0,52
M4,19,100,47,0,0,0,47
M4,2,100,47,0,0,0,47
M4,20,100,58,0,0,0,58
M4,21,100,49,0,0,0,49
M4,22,100,48,0,0,0,48
M4,3,100,60,0,0,0,60
M4,4,100,60,0,0,0,60
M4,5,100,57,0,0,0,57
M4,6,100,56,0,0,0,56
M4,7,100,61,0,0,0,61
M4,8,100,56,0,0,0,56
M4,9,100,58,0,0,0,58
M5,1,100,50,0,0,0,50
M5,2,100,49,0,0,0,49
M5,3,100,45,0,0,0,45
M5,4,100,39,0,0,0,39
M5,5,100,49,0,0,0,49
M5,6,100,42,0,0,0,42
