Input Number, Run_Number, Result@ 100, an, Leaderag, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, ar, X1uABab, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-3, Run: 050, P, 0, 78, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 1, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 159, 81, 1, 0, 77, 5, 0, 1, 1, 8, 2, 5, 1, 161, 3, 0, 28, 5, 32, 6, 1, 1, 0, 82, 0, 0, 97, 19, 102, 24, 5, 0, 0, 18, 0, 1, 0, 2, 1, 1, 161, 3, 0, 11, 4, 2, 14, 2, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 051, P, 0, 80, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 158, 82, 0, 0, 80, 2, 0, 10, 1, 13, 2, 6, 1, 159, 4, 1, 15, 0, 21, 2, 1, 1, 0, 82, 0, 0, 101, 24, 104, 27, 3, 0, 0, 2, 0, 1, 0, 2, 1, 1, 160, 4, 0, 28, 1, 6, 33, 7, 1, 1, 1, 1, 1, 0, 0, 9, 0, 229, 2, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 5, 1, 0, 0, 0, 0, 262, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 052, P, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 160, 82, 0, 0, 81, 1, 0, 15, 2, 17, 3, 4, 1, 158, 6, 0, 15, 3, 22, 4, 1, 1, 0, 82, 0, 0, 177, 49, 192, 64, 15, 0, 0, 21, 0, 23, 3, 24, 4, 1, 161, 2, 1, 5, 3, 0, 9, 2, 1, 1, 1, 1, 1, 0, 0, 26, 0, 255, 4, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 10, 1, 1, 0, 0, 0, 234, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 053, P, 0, 71, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 162, 80, 2, 0, 80, 2, 0, 24, 6, 29, 7, 2, 1, 158, 6, 0, 18, 7, 25, 8, 1, 1, 0, 82, 0, 0, 123, 26, 135, 38, 12, 0, 0, 4, 0, 10, 3, 11, 4, 1, 159, 4, 1, 11, 3, 5, 17, 7, 1, 1, 1, 1, 1, 0, 0, 7, 0, 242, 2, 0, 0, 0, 0, 0, 0, 0, 4, 12, 2, 14, 2, 0, 0, 0, 0, 249, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 054, P, 0, 68, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 75, 159, 79, 3, 0, 80, 2, 0, 22, 6, 28, 7, 5, 1, 147, 2, 1, 0, 0, 4, 2, 1, 1, 0, 75, 0, 0, 123, 29, 131, 37, 8, 0, 0, 1, 0, 5, 1, 6, 2, 1, 146, 4, 0, 21, 0, 8, 26, 9, 1, 1, 1, 1, 1, 0, 0, 7, 0, 205, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 2, 1, 0, 0, 0, 242, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 055, P, 0, 71, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 0, 0, 0, 0, 0, 0, 1, 81, 158, 80, 1, 1, 80, 1, 0, 3, 0, 7, 2, 5, 1, 156, 7, 0, 10, 6, 18, 7, 1, 1, 0, 80, 1, 0, 175, 49, 187, 60, 11, 0, 0, 0, 1, 17, 0, 19, 2, 1, 161, 2, 0, 1, 0, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 245, 3, 0, 0, 0, 0, 7, 0, 11, 1, 1, 1
INVAR-3, Run: 056, P, 0, 68, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 160, 79, 3, 0, 80, 2, 0, 35, 4, 41, 5, 4, 1, 161, 2, 1, 1, 0, 5, 2, 1, 1, 0, 82, 0, 0, 197, 54, 212, 69, 15, 0, 0, 20, 0, 16, 7, 17, 8, 1, 161, 2, 1, 2, 4, 2, 6, 4, 1, 1, 1, 1, 1, 0, 0, 25, 0, 247, 6, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 8, 1, 0, 0, 0, 0, 240, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 057, P, 0, 68, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 161, 78, 4, 0, 81, 1, 0, 4, 0, 10, 1, 2, 1, 160, 3, 1, 1, 1, 6, 3, 1, 1, 1, 81, 1, 0, 120, 26, 136, 41, 15, 0, 0, 2, 0, 18, 2, 19, 3, 1, 160, 4, 0, 18, 1, 6, 23, 7, 1, 1, 1, 1, 1, 0, 0, 6, 0, 241, 1, 1, 0, 0, 0, 0, 0, 0, 3, 40, 14, 42, 15, 0, 0, 0, 0, 250, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 058, P, 0, 59, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 157, 80, 2, 0, 82, 0, 0, 2, 1, 5, 2, 6, 1, 164, 0, 0, 5, 2, 6, 3, 1, 1, 1, 82, 0, 0, 236, 49, 260, 73, 24, 0, 0, 43, 0, 34, 7, 35, 8, 1, 160, 3, 1, 3, 9, 0, 8, 2, 1, 1, 1, 1, 1, 0, 0, 51, 0, 249, 2, 0, 0, 0, 0, 0, 0, 0, 11, 4, 0, 6, 0, 0, 0, 0, 0, 242, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 059, P, 0, 68, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 490, 0, 0, 0, 0, 0, 0, 0, 0, 81, 157, 82, 0, 0, 80, 1, 0, 9, 1, 11, 2, 6, 1, 156, 7, 0, 1, 0, 9, 1, 1, 1, 0, 81, 0, 0, 197, 50, 211, 64, 14, 1, 0, 3, 0, 15, 6, 16, 7, 1, 161, 2, 0, 15, 1, 5, 18, 6, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 246, 1, 0, 0, 0, 0, 30, 6, 31, 1, 6, 0
INVAR-3, Run: 060, P, 0, 71, 0, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 81, 159, 81, 1, 0, 77, 5, 0, 6, 1, 13, 2, 5, 1, 161, 1, 0, 1, 1, 3, 2, 1, 1, 0, 81, 0, 0, 140, 26, 151, 37, 11, 0, 0, 2, 0, 8, 0, 9, 1, 1, 159, 3, 0, 13, 0, 6, 17, 7, 1, 1, 1, 1, 1, 0, 0, 8, 0, 233, 1, 1, 0, 0, 0, 0, 0, 0, 1, 41, 5, 44, 6, 0, 0, 0, 0, 252, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 061, P, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 160, 79, 3, 0, 80, 1, 1, 5, 1, 11, 3, 4, 1, 159, 4, 1, 24, 8, 30, 10, 1, 1, 0, 82, 0, 0, 76, 20, 83, 27, 7, 0, 0, 11, 0, 7, 0, 8, 1, 1, 161, 3, 0, 3, 3, 5, 7, 6, 1, 1, 1, 1, 1, 0, 0, 16, 0, 236, 1, 0, 0, 0, 0, 0, 0, 0, 4, 12, 4, 14, 5, 1, 0, 0, 0, 256, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 062, P, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 163, 81, 1, 0, 82, 0, 0, 8, 2, 10, 3, 1, 1, 162, 2, 0, 10, 6, 13, 7, 1, 1, 0, 82, 0, 0, 146, 24, 157, 35, 11, 0, 0, 5, 0, 9, 2, 10, 3, 1, 160, 4, 0, 8, 1, 1, 13, 2, 1, 1, 1, 1, 1, 0, 0, 7, 0, 228, 2, 0, 0, 0, 0, 0, 0, 0, 2, 25, 4, 28, 5, 1, 0, 0, 0, 263, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 063, P, 0, 64, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 493, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 162, 79, 3, 0, 81, 1, 0, 19, 3, 24, 4, 2, 1, 161, 3, 0, 14, 6, 18, 7, 1, 1, 0, 82, 0, 0, 198, 34, 217, 53, 19, 0, 0, 38, 0, 34, 12, 35, 13, 1, 163, 1, 0, 3, 11, 0, 5, 1, 1, 1, 1, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 064, P, 0, 66, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 490, 0, 0, 0, 0, 0, 0, 0, 0, 81, 156, 80, 1, 1, 78, 3, 0, 24, 6, 30, 8, 7, 1, 161, 2, 0, 6, 0, 9, 1, 1, 1, 0, 80, 1, 0, 348, 81, 365, 97, 16, 1, 0, 1, 0, 29, 7, 30, 8, 1, 160, 3, 0, 17, 1, 6, 21, 7, 1, 1, 1, 1, 1, 0, 0, 9, 0, 0, 0, 0, 255, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 232, 3, 0, 0, 0, 0, 36, 2, 39, 1, 2, 0
INVAR-3, Run: 065, P, 0, 77, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 82, 160, 80, 2, 0, 80, 1, 1, 14, 5, 19, 7, 4, 1, 162, 2, 0, 33, 9, 36, 10, 1, 1, 0, 81, 1, 0, 112, 19, 119, 25, 6, 0, 0, 11, 0, 6, 5, 7, 6, 1, 162, 2, 0, 1, 2, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 16, 0, 262, 2, 1, 0, 0, 0, 0, 0, 0, 3, 20, 7, 24, 8, 0, 0, 0, 0, 228, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 066, P, 0, 61, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 160, 81, 1, 0, 81, 1, 0, 3, 1, 6, 2, 4, 1, 161, 1, 1, 2, 0, 5, 2, 1, 1, 0, 81, 0, 0, 339, 95, 360, 116, 21, 0, 1, 36, 0, 40, 9, 42, 10, 1, 159, 4, 0, 22, 8, 6, 27, 7, 1, 1, 1, 1, 1, 0, 0, 41, 0, 262, 4, 1, 0, 0, 0, 0, 0, 0, 9, 7, 0, 12, 1, 0, 0, 0, 0, 223, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 067, P, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 161, 80, 2, 0, 81, 1, 0, 4, 1, 8, 2, 2, 1, 162, 2, 0, 12, 0, 15, 1, 1, 1, 1, 82, 0, 0, 204, 52, 217, 65, 13, 0, 0, 5, 0, 9, 2, 10, 3, 1, 160, 3, 0, 0, 5, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 9, 0, 235, 1, 0, 0, 0, 0, 0, 0, 0, 7, 11, 3, 13, 4, 1, 0, 0, 0, 254, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 068, P, 0, 70, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 478, 0, 0, 0, 0, 0, 0, 0, 1, 79, 162, 80, 2, 0, 80, 1, 0, 18, 3, 22, 4, 1, 1, 154, 5, 0, 1, 1, 7, 2, 1, 1, 0, 79, 0, 0, 115, 16, 125, 26, 10, 1, 0, 0, 0, 6, 1, 7, 2, 1, 156, 2, 1, 4, 0, 0, 8, 2, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 242, 2, 0, 0, 0, 0, 1, 0, 4, 1, 1, 1
INVAR-3, Run: 069, P, 0, 76, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 5, 0, 0, 1, 489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 163, 82, 0, 0, 81, 1, 0, 17, 2, 19, 3, 1, 1, 160, 3, 0, 2, 0, 6, 1, 1, 1, 0, 81, 0, 0, 105, 18, 111, 24, 6, 1, 0, 25, 0, 3, 1, 4, 2, 1, 157, 5, 1, 26, 9, 8, 32, 9, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 070, P, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 161, 82, 0, 0, 81, 1, 0, 1, 0, 3, 1, 3, 1, 161, 3, 0, 1, 0, 5, 1, 1, 1, 0, 82, 0, 0, 179, 34, 195, 50, 16, 0, 0, 14, 0, 25, 1, 26, 2, 1, 158, 6, 0, 3, 5, 2, 10, 3, 1, 1, 1, 1, 1, 0, 0, 18, 0, 249, 5, 0, 0, 0, 0, 0, 0, 0, 6, 13, 4, 19, 5, 1, 0, 0, 0, 239, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 071, P, 0, 78, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 82, 161, 77, 4, 1, 80, 2, 0, 4, 1, 12, 3, 2, 1, 159, 4, 1, 1, 1, 7, 3, 1, 1, 1, 82, 0, 0, 80, 10, 85, 15, 5, 0, 0, 5, 0, 2, 0, 3, 1, 1, 161, 3, 0, 34, 0, 4, 38, 5, 1, 1, 1, 1, 1, 0, 0, 9, 0, 235, 3, 0, 0, 0, 0, 0, 0, 0, 2, 14, 4, 18, 5, 0, 0, 0, 0, 255, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 072, P, 0, 68, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 493, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 160, 80, 2, 0, 81, 1, 0, 61, 19, 64, 19, 3, 0, 160, 4, 0, 5, 1, 10, 2, 1, 1, 1, 82, 0, 0, 346, 82, 361, 97, 15, 0, 0, 2, 0, 36, 11, 37, 12, 1, 161, 3, 0, 7, 0, 1, 11, 2, 1, 1, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 073, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 164, 164, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 80, 2, 0, 79, 3, 0, 9, 3, 15, 4, 3, 1, 161, 3, 0, 21, 1, 24, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 074, P, 0, 69, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 81, 161, 81, 1, 0, 77, 5, 0, 20, 6, 27, 7, 2, 1, 161, 2, 0, 0, 0, 3, 1, 1, 1, 1, 81, 0, 0, 160, 41, 173, 54, 13, 1, 0, 24, 0, 13, 3, 14, 4, 1, 156, 7, 0, 2, 7, 1, 10, 2, 1, 1, 1, 1, 1, 0, 0, 28, 0, 242, 2, 0, 0, 0, 0, 0, 0, 0, 9, 20, 4, 23, 5, 0, 0, 0, 0, 246, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 075, P, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 159, 81, 1, 0, 81, 1, 0, 2, 0, 5, 1, 5, 1, 161, 3, 0, 3, 0, 7, 1, 1, 1, 0, 82, 0, 0, 240, 58, 256, 74, 16, 0, 0, 3, 0, 27, 4, 28, 5, 1, 162, 2, 0, 5, 0, 0, 8, 1, 1, 1, 1, 1, 1, 0, 0, 9, 0, 258, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 1, 1, 0, 0, 0, 232, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 076, P, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 162, 80, 2, 0, 82, 0, 0, 3, 0, 6, 1, 2, 1, 160, 3, 1, 17, 3, 22, 5, 1, 1, 0, 82, 0, 0, 133, 40, 146, 53, 13, 0, 0, 6, 0, 14, 3, 15, 4, 1, 164, 0, 0, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 9, 0, 245, 3, 0, 0, 0, 0, 0, 0, 0, 3, 17, 7, 21, 8, 1, 0, 0, 0, 245, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 077, P, 0, 70, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 161, 76, 6, 0, 82, 0, 0, 4, 1, 11, 2, 3, 1, 162, 2, 0, 20, 5, 23, 6, 1, 1, 0, 82, 0, 0, 237, 47, 250, 60, 13, 0, 0, 15, 0, 21, 4, 22, 5, 1, 159, 5, 0, 11, 5, 3, 17, 4, 1, 1, 1, 1, 1, 0, 0, 19, 0, 253, 1, 1, 0, 0, 0, 0, 0, 0, 6, 14, 0, 16, 1, 0, 0, 0, 0, 238, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 078, P, 0, 71, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 493, 0, 0, 0, 0, 0, 0, 0, 1, 82, 163, 81, 0, 0, 78, 2, 0, 0, 0, 3, 1, 1, 1, 160, 4, 0, 3, 1, 8, 2, 1, 1, 0, 82, 0, 0, 167, 32, 179, 44, 12, 0, 0, 3, 0, 10, 2, 11, 3, 1, 157, 7, 0, 22, 1, 6, 30, 7, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 253, 3, 0, 0, 0, 0, 5, 3, 9, 1, 4, 1
