Input Number, Run_Number, Result@ 100, X, XP, Z, YP
12, Run: 093, E, 0, 44, 130, 0
12, Run: 094, E, 0, 34, 130, 0
12, Run: 095, E, 0, 32, 130, 0
12, Run: 096, E, 0, 22, 130, 0
12, Run: 097, E, 0, 34, 130, 0
12, Run: 098, E, 0, 22, 130, 0
12, Run: 099, E, 0, 19, 130, 0
12, Run: 100, E, 0, 17, 130, 0
13, Run: 001, E, 0, 0, 106, 101
13, Run: 002, E, 0, 0, 90, 85
13, Run: 003, E, 0, 0, 103, 98
13, Run: 004, E, 0, 0, 91, 86
13, Run: 005, E, 0, 0, 101, 96
13, Run: 006, E, 0, 0, 108, 103
13, Run: 007, E, 0, 0, 97, 92
13, Run: 008, E, 0, 0, 118, 113
13, Run: 009, E, 0, 0, 109, 104
13, Run: 010, E, 0, 0, 101, 96
13, Run: 011, E, 0, 0, 86, 81
13, Run: 012, E, 0, 0, 113, 108
13, Run: 013, E, 0, 0, 108, 103
13, Run: 014, E, 0, 0, 96, 91
13, Run: 015, E, 0, 0, 101, 96
13, Run: 016, E, 0, 0, 106, 101
13, Run: 017, E, 0, 0, 108, 103
13, Run: 018, E, 0, 0, 103, 98
13, Run: 019, E, 0, 0, 94, 89
13, Run: 020, E, 0, 0, 99, 94
13, Run: 021, E, 0, 0, 107, 102
13, Run: 022, E, 0, 0, 86, 81
13, Run: 023, E, 0, 0, 93, 88
13, Run: 024, E, 0, 0, 108, 103
13, Run: 025, E, 0, 0, 104, 99
13, Run: 026, E, 0, 0, 128, 123
13, Run: 027, E, 0, 0, 76, 71
13, Run: 028, E, 0, 0, 100, 95
13, Run: 029, E, 0, 0, 117, 112
13, Run: 030, E, 0, 0, 91, 86
13, Run: 031, E, 0, 0, 97, 92
13, Run: 032, E, 0, 0, 108, 103
13, Run: 033, E, 0, 0, 91, 86
13, Run: 034, E, 0, 0, 95, 90
13, Run: 035, E, 0, 0, 91, 86
13, Run: 036, E, 0, 0, 105, 100
13, Run: 037, E, 0, 0, 113, 108
13, Run: 038, E, 0, 0, 107, 102
13, Run: 039, E, 0, 0, 101, 96
13, Run: 040, E, 0, 0, 86, 81
13, Run: 041, E, 0, 0, 101, 96
13, Run: 042, E, 0, 0, 101, 96
13, Run: 043, E, 0, 0, 100, 95
13, Run: 044, E, 0, 0, 117, 112
13, Run: 045, E, 0, 0, 106, 101
13, Run: 046, E, 0, 0, 108, 103
13, Run: 047, E, 0, 0, 99, 94
13, Run: 048, E, 0, 0, 108, 103
13, Run: 049, E, 0, 0, 81, 76
13, Run: 050, E, 0, 0, 94, 89
13, Run: 051, E, 0, 0, 101, 96
13, Run: 052, E, 0, 0, 105, 100
13, Run: 053, E, 0, 0, 104, 99
13, Run: 054, E, 0, 0, 97, 92
13, Run: 055, E, 0, 0, 102, 97
13, Run: 056, E, 0, 0, 103, 98
13, Run: 057, E, 0, 0, 97, 92
13, Run: 058, E, 0, 0, 108, 103
13, Run: 059, E, 0, 0, 101, 96
13, Run: 060, E, 0, 0, 92, 87
13, Run: 061, E, 0, 0, 101, 96
13, Run: 062, E, 0, 0, 89, 84
13, Run: 063, E, 0, 0, 98, 93
13, Run: 064, E, 0, 0, 98, 93
13, Run: 065, E, 0, 0, 104, 99
13, Run: 066, E, 0, 0, 97, 92
13, Run: 067, E, 0, 0, 87, 82
13, Run: 068, E, 0, 0, 78, 73
13, Run: 069, E, 0, 0, 89, 84
13, Run: 070, E, 0, 0, 100, 95
13, Run: 071, E, 0, 0, 110, 105
13, Run: 072, E, 0, 0, 94, 89
13, Run: 073, E, 0, 0, 111, 106
13, Run: 074, E, 0, 0, 101, 96
13, Run: 075, E, 0, 0, 88, 83
13, Run: 076, E, 0, 0, 93, 88
13, Run: 077, E, 0, 0, 111, 106
13, Run: 078, E, 0, 0, 94, 89
13, Run: 079, E, 0, 0, 111, 106
13, Run: 080, E, 0, 0, 110, 105
13, Run: 081, E, 0, 0, 93, 88
13, Run: 082, E, 0, 0, 97, 92
13, Run: 083, E, 0, 0, 94, 89
13, Run: 084, E, 0, 0, 125, 120
13, Run: 085, E, 0, 0, 94, 89
13, Run: 086, E, 0, 0, 107, 102
13, Run: 087, E, 0, 0, 101, 96
13, Run: 088, E, 0, 0, 85, 80
13, Run: 089, E, 0, 0, 96, 91
13, Run: 090, E, 0, 0, 107, 102
13, Run: 091, E, 0, 0, 102, 97
13, Run: 092, E, 0, 0, 112, 107
13, Run: 093, E, 0, 0, 79, 74
13, Run: 094, E, 0, 0, 86, 81
13, Run: 095, E, 0, 0, 90, 85
13, Run: 096, E, 0, 0, 116, 111
13, Run: 097, E, 0, 0, 99, 94
13, Run: 098, E, 0, 0, 106, 101
13, Run: 099, E, 0, 0, 103, 98
13, Run: 100, E, 0, 0, 97, 92
14, Run: 001, E, 0, 0, 104, 11
14, Run: 002, E, 0, 0, 95, 2
14, Run: 003, E, 0, 0, 105, 12
14, Run: 004, E, 0, 10, 93, 0
14, Run: 005, E, 0, 0, 102, 9
14, Run: 006, E, 0, 0, 103, 10
14, Run: 007, E, 0, 0, 105, 12
14, Run: 008, E, 0, 0, 114, 21
14, Run: 009, E, 0, 0, 95, 2
14, Run: 010, E, 0, 0, 111, 18
14, Run: 011, E, 0, 0, 100, 7
14, Run: 012, E, 0, 0, 119, 26
14, Run: 013, E, 0, 0, 100, 7
14, Run: 014, E, 0, 0, 101, 8
14, Run: 015, E, 0, 0, 128, 35
14, Run: 016, E, 0, 0, 113, 20
14, Run: 017, E, 0, 0, 111, 18
14, Run: 018, E, 0, 0, 97, 4
14, Run: 019, E, 0, 0, 100, 7
14, Run: 020, E, 0, 0, 100, 7
14, Run: 021, E, 0, 0, 99, 6
14, Run: 022, E, 0, 0, 99, 6
14, Run: 023, E, 0, 0, 98, 5
14, Run: 024, E, 0, 0, 103, 10
14, Run: 025, E, 0, 4, 93, 0
14, Run: 026, E, 0, 9, 93, 0
14, Run: 027, E, 0, 1, 93, 0
14, Run: 028, E, 0, 0, 106, 13
14, Run: 029, E, 0, 0, 117, 24
14, Run: 030, E, 0, 0, 102, 9
14, Run: 031, E, 0, 0, 133, 40
14, Run: 032, E, 0, 0, 107, 14
14, Run: 033, E, 0, 0, 110, 17
14, Run: 034, E, 0, 0, 94, 1
14, Run: 035, E, 0, 14, 93, 0
14, Run: 036, E, 0, 0, 106, 13
14, Run: 037, E, 0, 0, 100, 7
14, Run: 038, E, 0, 0, 100, 7
14, Run: 039, E, 0, 7, 93, 0
14, Run: 040, E, 0, 0, 102, 9
14, Run: 041, E, 0, 0, 102, 9
14, Run: 042, E, 0, 0, 97, 4
14, Run: 043, E, 0, 9, 93, 0
14, Run: 044, E, 0, 0, 105, 12
14, Run: 045, E, 0, 0, 103, 10
14, Run: 046, E, 0, 0, 109, 16
14, Run: 047, E, 0, 0, 95, 2
14, Run: 048, E, 0, 0, 106, 13
14, Run: 049, E, 0, 0, 106, 13
14, Run: 050, E, 0, 0, 102, 9
14, Run: 051, E, 0, 0, 108, 15
14, Run: 052, E, 0, 0, 120, 27
14, Run: 053, E, 0, 7, 93, 0
14, Run: 054, E, 0, 3, 93, 0
14, Run: 055, E, 0, 0, 111, 18
14, Run: 056, E, 0, 0, 114, 21
14, Run: 057, E, 0, 0, 102, 9
14, Run: 058, E, 0, 0, 102, 9
14, Run: 059, E, 0, 0, 117, 24
14, Run: 060, E, 0, 5, 93, 0
14, Run: 061, E, 0, 0, 105, 12
14, Run: 062, E, 0, 0, 94, 1
14, Run: 063, E, 0, 0, 106, 13
14, Run: 064, E, 0, 0, 100, 7
14, Run: 065, E, 0, 0, 98, 5
14, Run: 066, E, 0, 0, 107, 14
14, Run: 067, E, 0, 0, 106, 13
14, Run: 068, E, 0, 0, 101, 8
14, Run: 069, E, 0, 0, 116, 23
14, Run: 070, E, 0, 0, 131, 38
14, Run: 071, E, 0, 0, 104, 11
14, Run: 072, E, 0, 0, 104, 11
14, Run: 073, E, 0, 3, 93, 0
14, Run: 074, E, 0, 4, 93, 0
14, Run: 075, E, 0, 0, 98, 5
14, Run: 076, E, 0, 0, 93, 0
14, Run: 077, E, 0, 0, 123, 30
14, Run: 078, E, 0, 0, 103, 10
14, Run: 079, E, 0, 1, 93, 0
14, Run: 080, E, 0, 2, 93, 0
14, Run: 081, E, 0, 0, 111, 18
14, Run: 082, E, 0, 11, 93, 0
14, Run: 083, E, 0, 0, 109, 16
14, Run: 084, E, 0, 4, 93, 0
14, Run: 085, E, 0, 0, 102, 9
14, Run: 086, E, 0, 0, 95, 2
14, Run: 087, E, 0, 4, 93, 0
14, Run: 088, E, 0, 1, 93, 0
14, Run: 089, E, 0, 0, 93, 0
14, Run: 090, E, 0, 0, 96, 3
14, Run: 091, E, 0, 0, 101, 8
14, Run: 092, E, 0, 1, 93, 0
14, Run: 093, E, 0, 0, 100, 7
14, Run: 094, E, 0, 0, 99, 6
14, Run: 095, E, 0, 0, 107, 14
14, Run: 096, E, 0, 0, 95, 2
14, Run: 097, E, 0, 17, 93, 0
14, Run: 098, E, 0, 0, 111, 18
14, Run: 099, E, 0, 0, 117, 24
14, Run: 100, E, 0, 0, 113, 20
15, Run: 001, E, 0, 62, 173, 0
15, Run: 002, E, 0, 59, 173, 0
15, Run: 003, E, 0, 85, 173, 0
15, Run: 004, E, 0, 84, 173, 0
15, Run: 005, E, 0, 93, 173, 0
15, Run: 006, E, 0, 63, 173, 0
15, Run: 007, E, 0, 61, 173, 0
15, Run: 008, E, 0, 71, 173, 0
15, Run: 009, E, 0, 91, 173, 0
15, Run: 010, E, 0, 67, 173, 0
15, Run: 011, E, 0, 62, 173, 0
15, Run: 012, E, 0, 64, 173, 0
15, Run: 013, E, 0, 65, 173, 0
15, Run: 014, E, 0, 63, 173, 0
15, Run: 015, E, 0, 71, 173, 0
15, Run: 016, E, 0, 67, 173, 0
15, Run: 017, E, 0, 66, 173, 0
15, Run: 018, E, 0, 61, 173, 0
15, Run: 019, E, 0, 65, 173, 0
15, Run: 020, E, 0, 78, 173, 0
15, Run: 021, E, 0, 66, 173, 0
15, Run: 022, E, 0, 63, 173, 0
15, Run: 023, E, 0, 65, 173, 0
15, Run: 024, E, 0, 62, 173, 0
15, Run: 025, E, 0, 69, 173, 0
15, Run: 026, E, 0, 64, 173, 0
15, Run: 027, E, 0, 58, 173, 0
15, Run: 028, E, 0, 65, 173, 0
