Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 18, 0, 321, 0, 0, 1, 0, 9, 0, 18, 54, 8, 8, 54, 9, 6, 2, 9, 9, 107, 92, 46
INVAR-1, Run: 002, F, 0, 0, 0, 18, 0, 303, 0, 0, 1, 0, 9, 0, 18, 35, 6, 6, 35, 9, 7, 1, 9, 9, 101, 16, 8
INVAR-1, Run: 003, F, 0, 0, 0, 18, 0, 276, 0, 0, 1, 0, 9, 0, 18, 0, 11, 11, 0, 9, 3, 5, 9, 9, 92, 0, 0
INVAR-1, Run: 004, F, 0, 0, 0, 18, 0, 279, 0, 0, 1, 0, 9, 0, 18, 46, 7, 7, 46, 9, 7, 1, 9, 9, 93, 206, 103
INVAR-1, Run: 005, F, 0, 0, 0, 18, 0, 333, 0, 0, 1, 0, 9, 0, 18, 18, 4, 4, 18, 9, 5, 3, 9, 9, 111, 12, 6
INVAR-1, Run: 006, F, 0, 0, 0, 18, 0, 285, 0, 0, 1, 0, 9, 0, 18, 9, 7, 7, 9, 9, 3, 5, 9, 9, 95, 10, 5
INVAR-1, Run: 007, F, 0, 0, 0, 18, 0, 303, 0, 4, 1, 4, 7, 0, 18, 0, 11, 7, 0, 9, 5, 3, 7, 9, 101, 0, 0
INVAR-1, Run: 008, F, 0, 0, 0, 18, 0, 333, 0, 2, 1, 2, 8, 0, 18, 13, 8, 6, 13, 9, 2, 6, 8, 9, 111, 28, 14
INVAR-1, Run: 009, F, 0, 0, 0, 18, 0, 306, 0, 0, 1, 0, 9, 0, 18, 21, 6, 6, 21, 9, 6, 2, 9, 9, 102, 10, 5
INVAR-1, Run: 010, F, 0, 0, 0, 18, 0, 309, 0, 0, 1, 0, 9, 0, 18, 16, 3, 3, 16, 9, 6, 2, 9, 9, 103, 8, 4
INVAR-1, Run: 011, F, 0, 0, 0, 18, 0, 291, 0, 0, 1, 0, 9, 0, 18, 33, 6, 6, 33, 9, 6, 2, 9, 9, 97, 22, 11
INVAR-1, Run: 012, F, 0, 0, 0, 18, 0, 312, 0, 0, 1, 0, 9, 0, 18, 38, 5, 5, 38, 9, 7, 1, 9, 9, 104, 90, 45
INVAR-1, Run: 013, F, 0, 0, 0, 18, 0, 324, 0, 0, 1, 0, 9, 0, 18, 30, 8, 8, 30, 9, 8, 0, 9, 9, 108, 136, 68
INVAR-1, Run: 014, F, 0, 0, 0, 18, 0, 270, 0, 2, 1, 2, 8, 0, 18, 9, 7, 5, 9, 9, 4, 4, 8, 9, 90, 170, 85
INVAR-1, Run: 015, F, 0, 0, 0, 18, 0, 267, 0, 0, 1, 0, 9, 0, 18, 32, 10, 10, 32, 9, 7, 1, 9, 9, 89, 34, 17
INVAR-1, Run: 016, F, 0, 0, 0, 18, 0, 285, 0, 0, 1, 0, 9, 0, 18, 25, 5, 5, 25, 9, 6, 2, 9, 9, 95, 22, 11
INVAR-1, Run: 017, F, 0, 0, 0, 18, 0, 300, 0, 0, 1, 0, 9, 0, 18, 3, 5, 5, 3, 9, 5, 3, 9, 9, 100, 0, 0
INVAR-1, Run: 018, F, 0, 0, 0, 18, 0, 282, 0, 2, 1, 2, 8, 0, 18, 36, 5, 3, 36, 9, 7, 1, 8, 9, 94, 54, 27
INVAR-1, Run: 019, F, 0, 0, 0, 18, 0, 315, 0, 2, 1, 2, 8, 0, 18, 12, 5, 3, 12, 9, 4, 4, 8, 9, 105, 10, 5
INVAR-1, Run: 020, F, 0, 0, 0, 18, 0, 288, 0, 0, 1, 0, 9, 0, 18, 30, 5, 5, 30, 9, 6, 2, 9, 9, 96, 60, 30
INVAR-1, Run: 021, F, 0, 0, 0, 18, 0, 264, 0, 0, 1, 0, 9, 0, 18, 33, 5, 5, 33, 9, 5, 3, 9, 9, 88, 68, 34
INVAR-1, Run: 022, F, 0, 0, 0, 18, 0, 285, 0, 2, 1, 2, 8, 0, 18, 16, 7, 5, 16, 9, 5, 3, 8, 9, 95, 2, 1
INVAR-1, Run: 023, F, 0, 0, 0, 18, 0, 285, 0, 0, 1, 0, 9, 0, 18, 26, 7, 7, 26, 9, 6, 2, 9, 9, 95, 82, 41
INVAR-1, Run: 024, F, 0, 0, 0, 18, 0, 303, 0, 0, 1, 0, 9, 0, 18, 22, 6, 6, 22, 9, 6, 2, 9, 9, 101, 14, 7
INVAR-1, Run: 025, F, 0, 0, 0, 18, 0, 324, 0, 0, 1, 0, 9, 0, 18, 4, 4, 4, 4, 9, 3, 5, 9, 9, 108, 8, 4
INVAR-1, Run: 026, F, 0, 0, 0, 18, 0, 273, 0, 2, 1, 2, 8, 0, 18, 19, 6, 4, 19, 9, 5, 3, 8, 9, 91, 24, 12
INVAR-1, Run: 027, F, 0, 0, 0, 18, 0, 339, 0, 2, 1, 2, 8, 0, 18, 17, 6, 4, 17, 9, 8, 0, 8, 9, 113, 16, 8
INVAR-1, Run: 028, F, 0, 0, 0, 18, 0, 318, 0, 2, 1, 2, 8, 0, 18, 23, 5, 3, 23, 9, 6, 2, 8, 9, 106, 38, 19
INVAR-1, Run: 029, F, 0, 0, 0, 18, 0, 291, 0, 2, 1, 2, 8, 0, 18, 8, 6, 4, 8, 9, 7, 1, 8, 9, 97, 36, 18
INVAR-1, Run: 030, F, 0, 0, 0, 18, 0, 285, 0, 0, 1, 0, 9, 0, 18, 16, 7, 7, 16, 9, 4, 4, 9, 9, 95, 30, 15
INVAR-1, Run: 031, F, 0, 0, 0, 18, 0, 270, 0, 0, 1, 0, 9, 0, 18, 9, 1, 1, 9, 9, 7, 1, 9, 9, 90, 6, 3
INVAR-1, Run: 032, F, 0, 0, 0, 18, 0, 285, 0, 0, 1, 0, 9, 0, 18, 42, 5, 5, 42, 9, 6, 2, 9, 9, 95, 36, 18
INVAR-1, Run: 033, F, 0, 0, 0, 18, 0, 297, 0, 0, 1, 0, 9, 0, 18, 21, 8, 8, 21, 9, 5, 3, 9, 9, 99, 100, 50
INVAR-1, Run: 034, F, 0, 0, 0, 18, 0, 351, 0, 2, 1, 2, 8, 0, 18, 16, 6, 4, 16, 9, 7, 1, 8, 9, 117, 54, 27
INVAR-1, Run: 035, F, 0, 0, 0, 18, 0, 273, 0, 0, 1, 0, 9, 0, 18, 11, 1, 1, 11, 9, 5, 3, 9, 9, 91, 4, 2
INVAR-1, Run: 036, F, 0, 0, 0, 18, 0, 315, 0, 0, 1, 0, 9, 0, 18, 57, 5, 5, 57, 9, 6, 2, 9, 9, 105, 26, 13
INVAR-1, Run: 037, F, 0, 0, 0, 18, 0, 267, 0, 2, 1, 2, 8, 0, 18, 27, 9, 7, 27, 9, 6, 2, 8, 9, 89, 30, 15
INVAR-1, Run: 038, F, 0, 0, 0, 18, 0, 312, 0, 2, 1, 2, 8, 0, 18, 8, 9, 7, 8, 9, 4, 4, 8, 9, 104, 6, 3
INVAR-1, Run: 039, F, 0, 0, 0, 18, 0, 270, 0, 2, 1, 2, 8, 0, 18, 30, 8, 6, 30, 9, 5, 3, 8, 9, 90, 82, 41
INVAR-1, Run: 040, F, 0, 0, 0, 18, 0, 342, 0, 0, 1, 0, 9, 0, 18, 13, 2, 2, 13, 9, 8, 0, 9, 9, 114, 80, 40
INVAR-1, Run: 041, F, 0, 0, 0, 18, 0, 366, 0, 0, 1, 0, 9, 0, 18, 8, 8, 8, 8, 9, 6, 2, 9, 9, 122, 56, 28
INVAR-1, Run: 042, F, 0, 0, 0, 18, 0, 267, 0, 0, 1, 0, 9, 0, 18, 93, 5, 5, 93, 9, 7, 1, 9, 9, 89, 60, 30
INVAR-1, Run: 043, F, 0, 0, 0, 18, 0, 333, 0, 0, 1, 0, 9, 0, 18, 35, 5, 5, 35, 9, 6, 2, 9, 9, 111, 28, 14
INVAR-1, Run: 044, F, 0, 0, 0, 18, 0, 330, 0, 0, 1, 0, 9, 0, 18, 45, 6, 6, 45, 9, 4, 4, 9, 9, 110, 14, 7
INVAR-1, Run: 045, F, 0, 0, 0, 18, 0, 279, 0, 0, 1, 0, 9, 0, 18, 44, 6, 6, 44, 9, 5, 3, 9, 9, 93, 26, 13
INVAR-1, Run: 046, F, 0, 0, 0, 18, 0, 309, 0, 0, 1, 0, 9, 0, 18, 9, 6, 6, 9, 9, 4, 4, 9, 9, 103, 2, 1
INVAR-1, Run: 047, F, 0, 0, 0, 18, 0, 327, 0, 2, 1, 2, 8, 0, 18, 59, 6, 4, 59, 9, 6, 2, 8, 9, 109, 62, 31
